log Rain
1.6739
1.3784
1.5623
2.1629
1.6866
1.9827
2.2156
2.1729
1.8235
1.9586
2.086
1.7723
1.6981
1.6551
1.7419
2.2672
2.0191
2.0648
2.4791
1.9085
2.4002
2.3359
1.4983
1.6522
1.0682
1.6222
0.8921
0.9494
1.4487
1.6243
2.3257
2.4374
2.0366
1.9315
0.3222
1.4548
1.5888
1.3424
2.0637
2.1052
1.9315
2.3471
1.9269
2.5989
2.1129
2.0976
1.6739
1.5105
1.2148
1.5682
1.5302
1.9279
1.8965
2.1987
2.3842
1.8116
2.2196
2.1758
1.3579
1.4997
1.6739
1.3784
1.5623
2.1629
1.6866
1.9827
2.2156
2.1729
1.8235
1.9586
2.086
1.7723
1.6981
1.6551
1.7419
2.2672
2.0191
2.0648
2.4791
1.9085
2.4002
2.3359
1.4983
1.6522
1.0682
1.6222
0.8921
0.9494
1.4487
1.6243
2.3257
2.4374
2.0366
1.9315
0.3222
1.4548
1.5888
1.3424
2.0637
2.1052
1.9315
2.3471
1.9269
2.5989
2.1129
2.0976
1.6739
1.5105
1.2148
1.5682
1.5302
1.9279
1.8965
2.1987
2.3842
1.8116
2.2196
2.1758
1.3579
1.4997
1.6739
1.3784
1.5623
2.1629
1.6866
1.9827
2.2156
2.1729
1.8235
1.9586
2.086
1.7723
1.6981
1.6551
1.7419
2.2672
2.0191
2.0648
2.4791
1.9085
2.4002
2.3359
1.4983
1.6522
1.0682
1.6222
0.8921
0.9494
1.4487
1.6243
2.3257
2.4374
2.0366
1.9315
0.3222
1.4548
1.5888
1.3424
2.0637
2.1052
1.9315
2.3471
1.9269
2.5989
2.1129
2.0976
1.6739
1.5105
1.2148
1.5682
1.5302
1.9279
1.8965
2.1987
2.3842
1.8116
2.2196
2.1758
1.3579
1.4997
1.6739
1.3784
1.5623
2.1629
1.6866
1.9827
2.2156
2.1729
1.8235
1.9586
2.086
1.7723
1.6981
1.6551
1.7419
2.2672
2.0191
2.0648
2.4791
1.9085
2.4002
2.3359
1.4983
1.6522
1.0682
1.6222
0.8921
0.9494
1.4487
1.6243
2.3257
2.4374
2.0366
1.9315
0.3222
1.4548
1.5888
1.3424
2.0637
2.1052
1.9315
2.3471
1.9269
2.5989
2.1129
2.0976
1.6739
1.5105
1.2148
1.5682
1.5302
1.9279
1.8965
2.1987
2.3842
1.8116
2.2196
2.1758
1.3579
1.4997
1.6739
1.3784
1.5623
2.1629
1.6866
1.9827
2.2156
2.1729
1.8235
1.9586
2.086
1.7723
1.6981
1.6551
1.7419
2.2672
2.0191
2.0648
2.4791
1.9085
2.4002
2.3359
1.4983
1.6522
1.0682
1.6222
0.8921
0.9494
1.4487
1.6243
2.3257
2.4374
2.0366
1.9315
0.3222
1.4548
1.5888
1.3424
2.0637
2.1052
1.9315
2.3471
1.9269
2.5989
2.1129
2.0976
1.6739
1.5105
1.2148
1.5682
1.5302
1.9279
1.8965
2.1987
2.3842
1.8116
2.2196
2.1758
1.3579
1.4997
1.6739
1.3784
1.5623
2.1629
1.6866
1.9827
2.2156
2.1729
1.8235
1.9586
2.086
1.7723
1.6981
1.6551
1.7419
2.2672
2.0191
2.0648
2.4791
1.9085
2.4002
2.3359
1.4983
1.6522
1.0682
1.6222
0.8921
0.9494
1.4487
1.6243
2.3257
2.4374
2.0366
1.9315
0.3222
1.4548
1.5888
1.3424
2.0637
2.1052
1.9315
2.3471
1.9269
2.5989
2.1129
2.0976
1.6739
1.5105
1.2148
1.5682
1.5302
1.9279
1.8965
2.1987
2.3842
1.8116
2.2196
2.1758
1.3579
1.4997
1.6138
1.4099
1.5366
2.203
1.891
2.0711
2.203
1.937
1.9004
1.9253
2.0286
1.8407
1.8987
1.6075
1.7396
2.2833
2.0788
2.1258
2.3965
1.3096
2.2962
2.3077
1.7889
1.6618
1.143
1.5092
0.4914
0.7924
1.1239
1.4548
2.1405
2.3028
2.039
1.7973
0.1461
1.6561
1.7634
1.5944
2.1838
2.2279
1.9509
2.2095
1.8299
2.3913
2.1801
2.1411
1.7084
1.5832
1.1239
1.4713
1.5855
1.936
2.0896
2.2363
2.2227
2.1611
2.4138
2.2014
1.1644
1.6096
1.6138
1.4099
1.5366
2.203
1.891
2.0711
2.203
1.937
1.9004
1.9253
2.0286
1.8407
1.8987
1.6075
1.7396
2.2833
2.0788
2.1258
2.3965
1.3096
2.2962
2.3077
1.7889
1.6618
1.143
1.5092
0.4914
0.7924
1.1239
1.4548
2.1405
2.3028
2.039
1.7973
0.1461
1.6561
1.7634
1.5944
2.1838
2.2279
1.9509
2.2095
1.8299
2.3913
2.1801
2.1411
1.7084
1.5832
1.1239
1.4713
1.5855
1.936
2.0896
2.2363
2.2227
2.1611
2.4138
2.2014
1.1644
1.6096
1.6138
1.4099
1.5366
2.203
1.891
2.0711
2.203
1.937
1.9004
1.9253
2.0286
1.8407
1.8987
1.6075
1.7396
2.2833
2.0788
2.1258
2.3965
1.3096
2.2962
2.3077
1.7889
1.6618
1.143
1.5092
0.4914
0.7924
1.1239
1.4548
2.1405
2.3028
2.039
1.7973
0.1461
1.6561
1.7634
1.5944
2.1838
2.2279
1.9509
2.2095
1.8299
2.3913
2.1801
2.1411
1.7084
1.5832
1.1239
1.4713
1.5855
1.936
2.0896
2.2363
2.2227
2.1611
2.4138
2.2014
1.1644
1.6096
1.6138
1.4099
1.5366
2.203
1.891
2.0711
2.203
1.937
1.9004
1.9253
2.0286
1.8407
1.8987
1.6075
1.7396
2.2833
2.0788
2.1258
2.3965
1.3096
2.2962
2.3077
1.7889
1.6618
1.143
1.5092
0.4914
0.7924
1.1239
1.4548
2.1405
2.3028
2.039
1.7973
0.1461
1.6561
1.7634
1.5944
2.1838
2.2279
1.9509
2.2095
1.8299
2.3913
2.1801
2.1411
1.7084
1.5832
1.1239
1.4713
1.5855
1.936
2.0896
2.2363
2.2227
2.1611
2.4138
2.2014
1.1644
1.6096
