Date,Chla,y_t+1,Chla_t-12,Chla_t-11,Chla_t-10,Chla_t-9,Chla_t-8,Chla_t-7,Chla_t-6,Chla_t-5,Chla_t-4,Chla_t-3,Chla_t-2,Chla_t-1,Chla_t-0
2020.03.30,72.6,104.9,34,24.7,58.2,51.4,58.9,126.9,49.6,80.6,43.5,83.9,84,52.8,72.6
2020.04.06,104.9,46.3,24.7,58.2,51.4,58.9,126.9,49.6,80.6,43.5,83.9,84,52.8,72.6,104.9
2020.04.13,46.3,50.3,58.2,51.4,58.9,126.9,49.6,80.6,43.5,83.9,84,52.8,72.6,104.9,46.3
2020.04.20,50.3,48.5,51.4,58.9,126.9,49.6,80.6,43.5,83.9,84,52.8,72.6,104.9,46.3,50.3
2020.04.27,48.5,44.1,58.9,126.9,49.6,80.6,43.5,83.9,84,52.8,72.6,104.9,46.3,50.3,48.5
2020.05.04,44.1,33.7,126.9,49.6,80.6,43.5,83.9,84,52.8,72.6,104.9,46.3,50.3,48.5,44.1
2020.05.11,33.7,24.9,49.6,80.6,43.5,83.9,84,52.8,72.6,104.9,46.3,50.3,48.5,44.1,33.7
2020.05.18,24.9,63.1,80.6,43.5,83.9,84,52.8,72.6,104.9,46.3,50.3,48.5,44.1,33.7,24.9
2020.05.25,63.1,22.7,43.5,83.9,84,52.8,72.6,104.9,46.3,50.3,48.5,44.1,33.7,24.9,63.1
2020.06.01,22.7,24.7,83.9,84,52.8,72.6,104.9,46.3,50.3,48.5,44.1,33.7,24.9,63.1,22.7
2020.06.08,24.7,7.6,84,52.8,72.6,104.9,46.3,50.3,48.5,44.1,33.7,24.9,63.1,22.7,24.7
2020.06.15,7.6,74.8,52.8,72.6,104.9,46.3,50.3,48.5,44.1,33.7,24.9,63.1,22.7,24.7,7.6
2020.06.22,74.8,31.5,72.6,104.9,46.3,50.3,48.5,44.1,33.7,24.9,63.1,22.7,24.7,7.6,74.8
2020.07.01,31.5,50.6,104.9,46.3,50.3,48.5,44.1,33.7,24.9,63.1,22.7,24.7,7.6,74.8,31.5
2020.07.06,50.6,7,46.3,50.3,48.5,44.1,33.7,24.9,63.1,22.7,24.7,7.6,74.8,31.5,50.6
2020.07.15,7,29.4,50.3,48.5,44.1,33.7,24.9,63.1,22.7,24.7,7.6,74.8,31.5,50.6,7
2020.07.21,29.4,5.4,48.5,44.1,33.7,24.9,63.1,22.7,24.7,7.6,74.8,31.5,50.6,7,29.4
2020.07.27,5.4,13.3,44.1,33.7,24.9,63.1,22.7,24.7,7.6,74.8,31.5,50.6,7,29.4,5.4
2020.08.03,13.3,98.6,33.7,24.9,63.1,22.7,24.7,7.6,74.8,31.5,50.6,7,29.4,5.4,13.3
2020.08.18,98.6,24.5,24.9,63.1,22.7,24.7,7.6,74.8,31.5,50.6,7,29.4,5.4,13.3,98.6
2020.08.24,24.5,35.6,63.1,22.7,24.7,7.6,74.8,31.5,50.6,7,29.4,5.4,13.3,98.6,24.5
2020.09.01,35.6,4.5,22.7,24.7,7.6,74.8,31.5,50.6,7,29.4,5.4,13.3,98.6,24.5,35.6
2020.09.08,4.5,5.4,24.7,7.6,74.8,31.5,50.6,7,29.4,5.4,13.3,98.6,24.5,35.6,4.5
2020.09.14,5.4,91.9,7.6,74.8,31.5,50.6,7,29.4,5.4,13.3,98.6,24.5,35.6,4.5,5.4
2020.09.21,91.9,95.7,74.8,31.5,50.6,7,29.4,5.4,13.3,98.6,24.5,35.6,4.5,5.4,91.9
2020.09.28,95.7,197.2,31.5,50.6,7,29.4,5.4,13.3,98.6,24.5,35.6,4.5,5.4,91.9,95.7
2020.10.05,197.2,172.9,50.6,7,29.4,5.4,13.3,98.6,24.5,35.6,4.5,5.4,91.9,95.7,197.2
2020.10.12,172.9,266.5,7,29.4,5.4,13.3,98.6,24.5,35.6,4.5,5.4,91.9,95.7,197.2,172.9
2020.10.19,266.5,261.6,29.4,5.4,13.3,98.6,24.5,35.6,4.5,5.4,91.9,95.7,197.2,172.9,266.5
2020.10.26,261.6,132.7,5.4,13.3,98.6,24.5,35.6,4.5,5.4,91.9,95.7,197.2,172.9,266.5,261.6
2020.11.02,132.7,144.2,13.3,98.6,24.5,35.6,4.5,5.4,91.9,95.7,197.2,172.9,266.5,261.6,132.7
2020.11.09,144.2,47.8,98.6,24.5,35.6,4.5,5.4,91.9,95.7,197.2,172.9,266.5,261.6,132.7,144.2
2020.11.16,47.8,36.8,24.5,35.6,4.5,5.4,91.9,95.7,197.2,172.9,266.5,261.6,132.7,144.2,47.8
2020.11.24,36.8,34,35.6,4.5,5.4,91.9,95.7,197.2,172.9,266.5,261.6,132.7,144.2,47.8,36.8
2020.12.01,34,52.3,4.5,5.4,91.9,95.7,197.2,172.9,266.5,261.6,132.7,144.2,47.8,36.8,34
2020.12.07,52.3,34.4,5.4,91.9,95.7,197.2,172.9,266.5,261.6,132.7,144.2,47.8,36.8,34,52.3
2020.12.15,34.4,61.3,91.9,95.7,197.2,172.9,266.5,261.6,132.7,144.2,47.8,36.8,34,52.3,34.4
2020.12.21,61.3,137,95.7,197.2,172.9,266.5,261.6,132.7,144.2,47.8,36.8,34,52.3,34.4,61.3
2021.01.04,137,37.6,197.2,172.9,266.5,261.6,132.7,144.2,47.8,36.8,34,52.3,34.4,61.3,137
2021.01.14,37.6,152,172.9,266.5,261.6,132.7,144.2,47.8,36.8,34,52.3,34.4,61.3,137,37.6
2021.01.19,152,138.3,266.5,261.6,132.7,144.2,47.8,36.8,34,52.3,34.4,61.3,137,37.6,152
2021.01.25,138.3,190.1,261.6,132.7,144.2,47.8,36.8,34,52.3,34.4,61.3,137,37.6,152,138.3
2021.02.01,190.1,197.6,132.7,144.2,47.8,36.8,34,52.3,34.4,61.3,137,37.6,152,138.3,190.1
2021.02.08,197.6,77.9,144.2,47.8,36.8,34,52.3,34.4,61.3,137,37.6,152,138.3,190.1,197.6
2021.02.15,77.9,75,47.8,36.8,34,52.3,34.4,61.3,137,37.6,152,138.3,190.1,197.6,77.9
2021.02.22,75,82.9,36.8,34,52.3,34.4,61.3,137,37.6,152,138.3,190.1,197.6,77.9,75
2021.03.02,82.9,62.6,34,52.3,34.4,61.3,137,37.6,152,138.3,190.1,197.6,77.9,75,82.9
2021.03.08,62.6,64.7,52.3,34.4,61.3,137,37.6,152,138.3,190.1,197.6,77.9,75,82.9,62.6
2021.03.15,64.7,22.4,34.4,61.3,137,37.6,152,138.3,190.1,197.6,77.9,75,82.9,62.6,64.7
2021.03.22,22.4,51.2,61.3,137,37.6,152,138.3,190.1,197.6,77.9,75,82.9,62.6,64.7,22.4
2021.03.29,51.2,40,137,37.6,152,138.3,190.1,197.6,77.9,75,82.9,62.6,64.7,22.4,51.2
2021.04.05,40,49.1,37.6,152,138.3,190.1,197.6,77.9,75,82.9,62.6,64.7,22.4,51.2,40
2021.04.12,49.1,40.5,152,138.3,190.1,197.6,77.9,75,82.9,62.6,64.7,22.4,51.2,40,49.1
2021.04.19,40.5,38.9,138.3,190.1,197.6,77.9,75,82.9,62.6,64.7,22.4,51.2,40,49.1,40.5
2021.04.26,38.9,50.8,190.1,197.6,77.9,75,82.9,62.6,64.7,22.4,51.2,40,49.1,40.5,38.9
2021.05.03,50.8,53.2,197.6,77.9,75,82.9,62.6,64.7,22.4,51.2,40,49.1,40.5,38.9,50.8
2021.05.10,53.2,18.1,77.9,75,82.9,62.6,64.7,22.4,51.2,40,49.1,40.5,38.9,50.8,53.2
2021.05.17,18.1,74.1,75,82.9,62.6,64.7,22.4,51.2,40,49.1,40.5,38.9,50.8,53.2,18.1
2021.05.24,74.1,46.9,82.9,62.6,64.7,22.4,51.2,40,49.1,40.5,38.9,50.8,53.2,18.1,74.1
2021.06.01,46.9,96.5,62.6,64.7,22.4,51.2,40,49.1,40.5,38.9,50.8,53.2,18.1,74.1,46.9
2021.06.07,96.5,95.5,64.7,22.4,51.2,40,49.1,40.5,38.9,50.8,53.2,18.1,74.1,46.9,96.5
2021.06.14,95.5,73,22.4,51.2,40,49.1,40.5,38.9,50.8,53.2,18.1,74.1,46.9,96.5,95.5
2021.06.21,73,41.9,51.2,40,49.1,40.5,38.9,50.8,53.2,18.1,74.1,46.9,96.5,95.5,73
2021.06.28,41.9,43,40,49.1,40.5,38.9,50.8,53.2,18.1,74.1,46.9,96.5,95.5,73,41.9
2021.07.05,43,62.2,49.1,40.5,38.9,50.8,53.2,18.1,74.1,46.9,96.5,95.5,73,41.9,43
2021.07.12,62.2,58.7,40.5,38.9,50.8,53.2,18.1,74.1,46.9,96.5,95.5,73,41.9,43,62.2
2021.07.19,58.7,70.8,38.9,50.8,53.2,18.1,74.1,46.9,96.5,95.5,73,41.9,43,62.2,58.7
2021.07.26,70.8,100.4,50.8,53.2,18.1,74.1,46.9,96.5,95.5,73,41.9,43,62.2,58.7,70.8
2021.08.02,100.4,53.5,53.2,18.1,74.1,46.9,96.5,95.5,73,41.9,43,62.2,58.7,70.8,100.4
2021.08.09,53.5,87,18.1,74.1,46.9,96.5,95.5,73,41.9,43,62.2,58.7,70.8,100.4,53.5
2021.08.17,87,7.1,74.1,46.9,96.5,95.5,73,41.9,43,62.2,58.7,70.8,100.4,53.5,87
2021.08.30,7.1,28.9,46.9,96.5,95.5,73,41.9,43,62.2,58.7,70.8,100.4,53.5,87,7.1
2021.09.06,28.9,83.9,96.5,95.5,73,41.9,43,62.2,58.7,70.8,100.4,53.5,87,7.1,28.9
2021.09.13,83.9,33,95.5,73,41.9,43,62.2,58.7,70.8,100.4,53.5,87,7.1,28.9,83.9
2021.09.23,33,57.4,73,41.9,43,62.2,58.7,70.8,100.4,53.5,87,7.1,28.9,83.9,33
2021.09.27,57.4,91.2,41.9,43,62.2,58.7,70.8,100.4,53.5,87,7.1,28.9,83.9,33,57.4
2021.10.05,91.2,46.8,43,62.2,58.7,70.8,100.4,53.5,87,7.1,28.9,83.9,33,57.4,91.2
2021.10.12,46.8,104,62.2,58.7,70.8,100.4,53.5,87,7.1,28.9,83.9,33,57.4,91.2,46.8
2021.10.18,104,119.1,58.7,70.8,100.4,53.5,87,7.1,28.9,83.9,33,57.4,91.2,46.8,104
2021.10.25,119.1,51.2,70.8,100.4,53.5,87,7.1,28.9,83.9,33,57.4,91.2,46.8,104,119.1
2021.11.01,51.2,41.8,100.4,53.5,87,7.1,28.9,83.9,33,57.4,91.2,46.8,104,119.1,51.2
2021.11.08,41.8,27.4,53.5,87,7.1,28.9,83.9,33,57.4,91.2,46.8,104,119.1,51.2,41.8
2021.11.15,27.4,32.9,87,7.1,28.9,83.9,33,57.4,91.2,46.8,104,119.1,51.2,41.8,27.4
2021.11.22,32.9,39.4,7.1,28.9,83.9,33,57.4,91.2,46.8,104,119.1,51.2,41.8,27.4,32.9
2021.11.29,39.4,16.2,28.9,83.9,33,57.4,91.2,46.8,104,119.1,51.2,41.8,27.4,32.9,39.4
2021.12.06,16.2,46.2,83.9,33,57.4,91.2,46.8,104,119.1,51.2,41.8,27.4,32.9,39.4,16.2
2021.12.13,46.2,98.3,33,57.4,91.2,46.8,104,119.1,51.2,41.8,27.4,32.9,39.4,16.2,46.2
2021.12.20,98.3,108.7,57.4,91.2,46.8,104,119.1,51.2,41.8,27.4,32.9,39.4,16.2,46.2,98.3
2022.01.03,108.7,75.5,91.2,46.8,104,119.1,51.2,41.8,27.4,32.9,39.4,16.2,46.2,98.3,108.7
2022.01.10,75.5,118.7,46.8,104,119.1,51.2,41.8,27.4,32.9,39.4,16.2,46.2,98.3,108.7,75.5
2022.01.17,118.7,92.1,104,119.1,51.2,41.8,27.4,32.9,39.4,16.2,46.2,98.3,108.7,75.5,118.7
2022.01.24,92.1,44.7,119.1,51.2,41.8,27.4,32.9,39.4,16.2,46.2,98.3,108.7,75.5,118.7,92.1
2022.02.03,44.7,43.3,51.2,41.8,27.4,32.9,39.4,16.2,46.2,98.3,108.7,75.5,118.7,92.1,44.7
2022.02.07,43.3,32.1,41.8,27.4,32.9,39.4,16.2,46.2,98.3,108.7,75.5,118.7,92.1,44.7,43.3
2022.02.14,32.1,11.2,27.4,32.9,39.4,16.2,46.2,98.3,108.7,75.5,118.7,92.1,44.7,43.3,32.1
2022.02.21,11.2,18,32.9,39.4,16.2,46.2,98.3,108.7,75.5,118.7,92.1,44.7,43.3,32.1,11.2
2022.02.28,18,8.8,39.4,16.2,46.2,98.3,108.7,75.5,118.7,92.1,44.7,43.3,32.1,11.2,18
2022.03.07,8.8,37,16.2,46.2,98.3,108.7,75.5,118.7,92.1,44.7,43.3,32.1,11.2,18,8.8
2022.03.14,37,15.9,46.2,98.3,108.7,75.5,118.7,92.1,44.7,43.3,32.1,11.2,18,8.8,37
2022.03.21,15.9,34.9,98.3,108.7,75.5,118.7,92.1,44.7,43.3,32.1,11.2,18,8.8,37,15.9
2022.03.28,34.9,42.4,108.7,75.5,118.7,92.1,44.7,43.3,32.1,11.2,18,8.8,37,15.9,34.9
2022.04.04,42.4,30.4,75.5,118.7,92.1,44.7,43.3,32.1,11.2,18,8.8,37,15.9,34.9,42.4
2022.04.11,30.4,123.2,118.7,92.1,44.7,43.3,32.1,11.2,18,8.8,37,15.9,34.9,42.4,30.4
2022.04.18,123.2,82.1,92.1,44.7,43.3,32.1,11.2,18,8.8,37,15.9,34.9,42.4,30.4,123.2
2022.04.25,82.1,11.9,44.7,43.3,32.1,11.2,18,8.8,37,15.9,34.9,42.4,30.4,123.2,82.1
2022.05.02,11.9,16.4,43.3,32.1,11.2,18,8.8,37,15.9,34.9,42.4,30.4,123.2,82.1,11.9
2022.05.09,16.4,20.8,32.1,11.2,18,8.8,37,15.9,34.9,42.4,30.4,123.2,82.1,11.9,16.4
2022.05.16,20.8,77.3,11.2,18,8.8,37,15.9,34.9,42.4,30.4,123.2,82.1,11.9,16.4,20.8
2022.05.23,77.3,53.6,18,8.8,37,15.9,34.9,42.4,30.4,123.2,82.1,11.9,16.4,20.8,77.3
2022.05.30,53.6,31.9,8.8,37,15.9,34.9,42.4,30.4,123.2,82.1,11.9,16.4,20.8,77.3,53.6
2022.06.07,31.9,45.3,37,15.9,34.9,42.4,30.4,123.2,82.1,11.9,16.4,20.8,77.3,53.6,31.9
2022.06.13,45.3,36.6,15.9,34.9,42.4,30.4,123.2,82.1,11.9,16.4,20.8,77.3,53.6,31.9,45.3
2022.06.20,36.6,24.1,34.9,42.4,30.4,123.2,82.1,11.9,16.4,20.8,77.3,53.6,31.9,45.3,36.6
2022.06.27,24.1,81.5,42.4,30.4,123.2,82.1,11.9,16.4,20.8,77.3,53.6,31.9,45.3,36.6,24.1
2022.07.04,81.5,49,30.4,123.2,82.1,11.9,16.4,20.8,77.3,53.6,31.9,45.3,36.6,24.1,81.5
2022.07.11,49,25.3,123.2,82.1,11.9,16.4,20.8,77.3,53.6,31.9,45.3,36.6,24.1,81.5,49
2022.07.19,25.3,23.7,82.1,11.9,16.4,20.8,77.3,53.6,31.9,45.3,36.6,24.1,81.5,49,25.3
2022.07.25,23.7,33.4,11.9,16.4,20.8,77.3,53.6,31.9,45.3,36.6,24.1,81.5,49,25.3,23.7
2022.08.01,33.4,69.9,16.4,20.8,77.3,53.6,31.9,45.3,36.6,24.1,81.5,49,25.3,23.7,33.4
2022.08.08,69.9,46.8,20.8,77.3,53.6,31.9,45.3,36.6,24.1,81.5,49,25.3,23.7,33.4,69.9
2022.08.17,46.8,53,77.3,53.6,31.9,45.3,36.6,24.1,81.5,49,25.3,23.7,33.4,69.9,46.8
2022.08.22,53,43.8,53.6,31.9,45.3,36.6,24.1,81.5,49,25.3,23.7,33.4,69.9,46.8,53
2022.08.29,43.8,34.7,31.9,45.3,36.6,24.1,81.5,49,25.3,23.7,33.4,69.9,46.8,53,43.8
2022.09.05,34.7,29.5,45.3,36.6,24.1,81.5,49,25.3,23.7,33.4,69.9,46.8,53,43.8,34.7
2022.09.13,29.5,47.9,36.6,24.1,81.5,49,25.3,23.7,33.4,69.9,46.8,53,43.8,34.7,29.5
2022.09.19,47.9,43.7,24.1,81.5,49,25.3,23.7,33.4,69.9,46.8,53,43.8,34.7,29.5,47.9
2022.09.26,43.7,40.4,81.5,49,25.3,23.7,33.4,69.9,46.8,53,43.8,34.7,29.5,47.9,43.7
2022.10.05,40.4,40.9,49,25.3,23.7,33.4,69.9,46.8,53,43.8,34.7,29.5,47.9,43.7,40.4
2022.10.11,40.9,33.1,25.3,23.7,33.4,69.9,46.8,53,43.8,34.7,29.5,47.9,43.7,40.4,40.9
2022.10.17,33.1,19.6,23.7,33.4,69.9,46.8,53,43.8,34.7,29.5,47.9,43.7,40.4,40.9,33.1
2022.10.24,19.6,22.6,33.4,69.9,46.8,53,43.8,34.7,29.5,47.9,43.7,40.4,40.9,33.1,19.6
2022.11.01,22.6,13.4,69.9,46.8,53,43.8,34.7,29.5,47.9,43.7,40.4,40.9,33.1,19.6,22.6
2022.11.07,13.4,20.8,46.8,53,43.8,34.7,29.5,47.9,43.7,40.4,40.9,33.1,19.6,22.6,13.4
2022.11.14,20.8,15.5,53,43.8,34.7,29.5,47.9,43.7,40.4,40.9,33.1,19.6,22.6,13.4,20.8
2022.11.21,15.5,17.9,43.8,34.7,29.5,47.9,43.7,40.4,40.9,33.1,19.6,22.6,13.4,20.8,15.5
2022.11.28,17.9,23.9,34.7,29.5,47.9,43.7,40.4,40.9,33.1,19.6,22.6,13.4,20.8,15.5,17.9
2022.12.05,23.9,38.3,29.5,47.9,43.7,40.4,40.9,33.1,19.6,22.6,13.4,20.8,15.5,17.9,23.9
2022.12.12,38.3,47,47.9,43.7,40.4,40.9,33.1,19.6,22.6,13.4,20.8,15.5,17.9,23.9,38.3
2023.01.09,47,37.4,43.7,40.4,40.9,33.1,19.6,22.6,13.4,20.8,15.5,17.9,23.9,38.3,47
2023.01.16,37.4,53.2,40.4,40.9,33.1,19.6,22.6,13.4,20.8,15.5,17.9,23.9,38.3,47,37.4
2023.01.30,53.2,42.4,40.9,33.1,19.6,22.6,13.4,20.8,15.5,17.9,23.9,38.3,47,37.4,53.2
2023.02.06,42.4,26.7,33.1,19.6,22.6,13.4,20.8,15.5,17.9,23.9,38.3,47,37.4,53.2,42.4
2023.02.13,26.7,18,19.6,22.6,13.4,20.8,15.5,17.9,23.9,38.3,47,37.4,53.2,42.4,26.7
2023.02.20,18,11.3,22.6,13.4,20.8,15.5,17.9,23.9,38.3,47,37.4,53.2,42.4,26.7,18
2023.02.27,11.3,115.7,13.4,20.8,15.5,17.9,23.9,38.3,47,37.4,53.2,42.4,26.7,18,11.3
2023.04.03,115.7,29.1,20.8,15.5,17.9,23.9,38.3,47,37.4,53.2,42.4,26.7,18,11.3,115.7
2023.04.10,29.1,34.2,15.5,17.9,23.9,38.3,47,37.4,53.2,42.4,26.7,18,11.3,115.7,29.1
2023.04.17,34.2,34.8,17.9,23.9,38.3,47,37.4,53.2,42.4,26.7,18,11.3,115.7,29.1,34.2
2023.04.24,34.8,18.8,23.9,38.3,47,37.4,53.2,42.4,26.7,18,11.3,115.7,29.1,34.2,34.8
2023.05.02,18.8,5.4,38.3,47,37.4,53.2,42.4,26.7,18,11.3,115.7,29.1,34.2,34.8,18.8
2023.05.08,5.4,39.6,47,37.4,53.2,42.4,26.7,18,11.3,115.7,29.1,34.2,34.8,18.8,5.4
2023.05.15,39.6,27.4,37.4,53.2,42.4,26.7,18,11.3,115.7,29.1,34.2,34.8,18.8,5.4,39.6
2023.05.22,27.4,16.7,53.2,42.4,26.7,18,11.3,115.7,29.1,34.2,34.8,18.8,5.4,39.6,27.4
2023.05.30,16.7,50.4,42.4,26.7,18,11.3,115.7,29.1,34.2,34.8,18.8,5.4,39.6,27.4,16.7
2023.06.05,50.4,36.5,26.7,18,11.3,115.7,29.1,34.2,34.8,18.8,5.4,39.6,27.4,16.7,50.4
2023.06.12,36.5,28.3,18,11.3,115.7,29.1,34.2,34.8,18.8,5.4,39.6,27.4,16.7,50.4,36.5
2023.06.19,28.3,49.7,11.3,115.7,29.1,34.2,34.8,18.8,5.4,39.6,27.4,16.7,50.4,36.5,28.3
2023.06.26,49.7,6.6,115.7,29.1,34.2,34.8,18.8,5.4,39.6,27.4,16.7,50.4,36.5,28.3,49.7
2023.07.03,6.6,3.5,29.1,34.2,34.8,18.8,5.4,39.6,27.4,16.7,50.4,36.5,28.3,49.7,6.6
2023.07.10,3.5,3.6,34.2,34.8,18.8,5.4,39.6,27.4,16.7,50.4,36.5,28.3,49.7,6.6,3.5
2023.07.20,3.6,2.5,34.8,18.8,5.4,39.6,27.4,16.7,50.4,36.5,28.3,49.7,6.6,3.5,3.6
2023.07.26,2.5,20.7,18.8,5.4,39.6,27.4,16.7,50.4,36.5,28.3,49.7,6.6,3.5,3.6,2.5
2023.08.02,20.7,30.7,5.4,39.6,27.4,16.7,50.4,36.5,28.3,49.7,6.6,3.5,3.6,2.5,20.7
2023.08.07,30.7,30.1,39.6,27.4,16.7,50.4,36.5,28.3,49.7,6.6,3.5,3.6,2.5,20.7,30.7
2023.08.16,30.1,24.1,27.4,16.7,50.4,36.5,28.3,49.7,6.6,3.5,3.6,2.5,20.7,30.7,30.1
2023.08.21,24.1,17.2,16.7,50.4,36.5,28.3,49.7,6.6,3.5,3.6,2.5,20.7,30.7,30.1,24.1
2023.08.29,17.2,38.1,50.4,36.5,28.3,49.7,6.6,3.5,3.6,2.5,20.7,30.7,30.1,24.1,17.2
2023.09.04,38.1,17.1,36.5,28.3,49.7,6.6,3.5,3.6,2.5,20.7,30.7,30.1,24.1,17.2,38.1
2023.09.11,17.1,2.7,28.3,49.7,6.6,3.5,3.6,2.5,20.7,30.7,30.1,24.1,17.2,38.1,17.1
2023.09.18,2.7,16.6,49.7,6.6,3.5,3.6,2.5,20.7,30.7,30.1,24.1,17.2,38.1,17.1,2.7
2023.09.26,16.6,7,6.6,3.5,3.6,2.5,20.7,30.7,30.1,24.1,17.2,38.1,17.1,2.7,16.6
2023.10.04,7,21.9,3.5,3.6,2.5,20.7,30.7,30.1,24.1,17.2,38.1,17.1,2.7,16.6,7
2023.10.10,21.9,25.3,3.6,2.5,20.7,30.7,30.1,24.1,17.2,38.1,17.1,2.7,16.6,7,21.9
2023.10.16,25.3,24.1,2.5,20.7,30.7,30.1,24.1,17.2,38.1,17.1,2.7,16.6,7,21.9,25.3
2023.10.23,24.1,28.8,20.7,30.7,30.1,24.1,17.2,38.1,17.1,2.7,16.6,7,21.9,25.3,24.1
2023.10.30,28.8,21,30.7,30.1,24.1,17.2,38.1,17.1,2.7,16.6,7,21.9,25.3,24.1,28.8
2023.11.06,21,16.1,30.1,24.1,17.2,38.1,17.1,2.7,16.6,7,21.9,25.3,24.1,28.8,21
2023.11.13,16.1,13.7,24.1,17.2,38.1,17.1,2.7,16.6,7,21.9,25.3,24.1,28.8,21,16.1
2023.11.20,13.7,12.9,17.2,38.1,17.1,2.7,16.6,7,21.9,25.3,24.1,28.8,21,16.1,13.7
2023.11.27,12.9,8.3,38.1,17.1,2.7,16.6,7,21.9,25.3,24.1,28.8,21,16.1,13.7,12.9
2023.12.04,8.3,14.3,17.1,2.7,16.6,7,21.9,25.3,24.1,28.8,21,16.1,13.7,12.9,8.3
2023.12.11,14.3,13.2,2.7,16.6,7,21.9,25.3,24.1,28.8,21,16.1,13.7,12.9,8.3,14.3
2023.12.18,13.2,,16.6,7,21.9,25.3,24.1,28.8,21,16.1,13.7,12.9,8.3,14.3,13.2
