연도, 월, 조사회차, 채수 일자, 중권역 명, 측정소 명,Q,BOD,Chl_a,COD,NH3_N,NO3_N,T_N,T_P
2016,7,3회차,2016.07.18,죽산보(영산강중류),광산,26.433,4,39.4,5.9,1.536,1.313,3.496,0.144
2016,7,3회차,2016.07.18,황룡강,황룡강3,3.625,1.7,,4.9,,,1.513,0.068
2016,7,3회차,2016.07.18,황룡강,황룡강5,8.525,1.6,7.8,5.5,0.083,1.016,1.486,0.065
2016,7,3회차,2016.07.19,영산강상류,광주1,,2.6,9.6,7.1,0.103,0.993,2.347,0.083
2016,7,3회차,2016.07.19,영산강상류,광주2,,3.7,37.2,7,1.307,1.5,4.231,0.117
2016,7,3회차,2016.07.19,영산강상류,광주3,,5.2,55.9,7.7,2.338,1.855,7.251,0.117
2016,7,4회차,2016.07.25,영산강상류,우치,5.217,2.6,67.8,7,0.062,0.752,1.379,0.121
2016,7,4회차,2016.07.25,영산강상류,광주천2,1.06,2.5,31.5,6.1,0.053,2.469,3.18,0.133
2016,7,4회차,2016.07.25,죽산보(영산강중류),광산,15.109,4.2,45.5,7.5,1.374,1.65,3.704,0.15
2016,7,4회차,2016.07.25,황룡강,황룡강3,2.943,2.5,,5.4,,,1.182,0.063
2016,7,4회차,2016.07.25,황룡강,황룡강5,5.384,2.5,27.1,6.2,0.116,0.205,0.829,0.098
2016,7,4회차,2016.07.26,영산강상류,광주1,,3,39.2,7.4,0.114,0.424,1.197,0.09
2016,7,4회차,2016.07.26,영산강상류,광주2,,4.9,31.3,7.2,2.574,1.655,5.44,0.075
2016,7,4회차,2016.07.26,영산강상류,광주3,,7.1,48.7,10.4,1.675,2.104,5.364,0.083
2016,7,7회차,2016.07.06,영산강상류,광주천1,,0.8,3.2,3.6,0.002,1.212,1.617,0.04
2016,7,7회차,2016.07.08,황룡강,황룡강4,,1.1,6.1,6.4,0.03,1.386,1.863,0.087
2016,8,1회차,2016.08.01,영산강상류,우치,3.922,4.3,55.9,8.1,0.038,0.267,1.244,0.157
2016,8,1회차,2016.08.01,영산강상류,광주천2,0.808,5.2,75.8,9,0.077,1.915,2.81,0.123
2016,8,1회차,2016.08.01,죽산보(영산강중류),광산,16.343,4.7,39.7,8.3,2.216,1.895,4.616,0.147
2016,8,1회차,2016.08.01,황룡강,황룡강1,,1.3,3.5,5,0.032,0.254,0.535,0.04
2016,8,1회차,2016.08.01,황룡강,황룡강5,6.453,2.8,7.4,6.1,0.041,0.196,0.733,0.083
2016,8,1회차,2016.08.01,황룡강,황룡강2,,0.9,1.4,5.6,0.027,0.09,0.416,0.033
2016,8,1회차,2016.08.02,영산강상류,광주1,,1.7,16,6.3,0.031,0.663,1.249,0.121
2016,8,1회차,2016.08.02,영산강상류,광주2,,5.8,86,10.2,2.737,2.293,6.253,0.162
2016,8,1회차,2016.08.02,영산강상류,광주3,,12.5,195.8,14.5,1.434,2.401,6.127,0.134
2016,8,1회차,2016.08.08,황룡강,황룡강3,5.603,2.1,,5.7,,,1.73,0.109
2016,8,2회차,2016.08.08,영산강상류,우치,3.169,3.4,14.4,8.2,0.039,0.454,1.463,0.12
2016,8,2회차,2016.08.08,영산강상류,광주천2,0.965,7.4,25,9.1,1.454,1.117,3.471,0.28
2016,8,2회차,2016.08.08,죽산보(영산강중류),광산,35.482,5.4,90.1,8.4,1.642,1.197,3.714,0.177
2016,8,2회차,2016.08.08,황룡강,황룡강5,16.606,2.4,17.6,5.5,0.118,0.469,1.325,0.109
2016,8,2회차,2016.08.09,영산강상류,광주1,,4.5,88.8,8.8,0.061,0.301,1.107,0.089
2016,8,2회차,2016.08.09,영산강상류,광주2,,5.4,49.6,8.6,1.392,1.734,4.393,0.17
2016,8,2회차,2016.08.09,영산강상류,광주3,,10.1,119,11.9,2.499,1.795,6.109,0.213
2016,8,2회차,2016.08.16,황룡강,황룡강3,2.321,1.6,,5.2,,,1.092,0.081
2016,8,3회차,2016.08.16,영산강상류,우치,13.172,1.9,12.4,6.5,0.078,0.453,0.934,0.093
2016,8,3회차,2016.08.16,영산강상류,광주천2,0.829,3.4,64.6,7.5,0.058,2.322,3.203,0.132
2016,8,3회차,2016.08.16,영산강상류,광주1,,3.4,46.8,8.1,0.016,0.006,0.585,0.067
2016,8,3회차,2016.08.16,영산강상류,광주2,,6.8,120.2,9.9,2.175,1.999,5.779,0.083
2016,8,3회차,2016.08.16,영산강상류,광주3,,4.5,65.4,8.7,0.558,0.711,2.15,0.091
2016,8,3회차,2016.08.16,죽산보(영산강중류),광산,21.121,4.1,69.5,9,1.557,1.295,3.728,0.219
2016,8,3회차,2016.08.16,황룡강,황룡강5,5.305,1.4,6.6,5,0.064,0.171,0.677,0.094
2016,8,3회차,2016.08.22,황룡강,황룡강3,3.137,1.3,,5.8,,,0.676,0.031
2016,8,4회차,2016.08.22,영산강상류,우치,1.873,1.5,9.8,6.7,0.064,0.382,0.892,0.071
2016,8,4회차,2016.08.22,영산강상류,광주천2,0.924,6.8,113.4,14.7,0.022,1.324,2.419,0.165
2016,8,4회차,2016.08.22,죽산보(영산강중류),광산,14.17,4.4,53,9.9,1.231,1.1,3.535,0.193
2016,8,4회차,2016.08.22,황룡강,황룡강5,5.988,1.3,7.5,5.2,0.023,0.061,0.356,0.044
2016,8,4회차,2016.08.23,영산강상류,광주1,,2.9,17.7,7.3,0.147,0.381,1.362,0.129
2016,8,4회차,2016.08.23,영산강상류,광주2,,5.3,45.8,8.9,3.532,2.417,8.458,0.123
2016,8,4회차,2016.08.23,영산강상류,광주3,,11.8,57.9,14.7,1.101,2.001,4.831,0.106
2016,8,4회차,2016.08.29,황룡강,황룡강3,2.767,1.6,,5.8,,,1.304,0.089
2016,8,5회차,2016.08.29,영산강상류,우치,9.148,1.1,4.4,6.1,0.138,0.541,1.227,0.102
2016,8,5회차,2016.08.29,영산강상류,광주천2,1.209,2.3,8.8,5.2,0.487,1.621,2.672,0.16
2016,8,5회차,2016.08.29,죽산보(영산강중류),광산,23.971,3.8,52.8,7.5,1.697,1.046,3.634,0.286
2016,8,5회차,2016.08.29,황룡강,황룡강5,5.603,1.1,4.6,6.1,0.042,0.197,0.772,0.079
2016,8,5회차,2016.08.30,영산강상류,광주1,,1.8,6.3,7.7,0.113,0.464,1.25,0.082
2016,8,5회차,2016.08.30,영산강상류,광주2,,3.4,1.8,7.9,1.091,1.926,3.764,0.149
2016,8,5회차,2016.08.30,영산강상류,광주3,,4.1,4.7,9,1.775,1.444,3.965,0.208
2016,8,8회차,2016.08.03,영산강상류,광주천1,,0.8,3.3,3.6,0.008,1.056,1.326,0.027
2016,8,8회차,2016.08.03,황룡강,황룡강4,,1.9,19,6.4,0.046,0.449,0.915,0.101
2016,9,1회차,2016.09.01,황룡강,황룡강1,,0.8,1.3,4.3,0.038,0.014,0.313,0.044
2016,9,1회차,2016.09.01,황룡강,황룡강2,,0.6,1.8,5,0.025,0.076,0.332,0.025
2016,9,1회차,2016.09.05,영산강상류,우치,30.813,2.5,14.2,6.5,0.321,0.82,1.48,0.102
2016,9,1회차,2016.09.05,영산강상류,광주천2,0.867,2.7,21.9,5.8,0.162,1.541,2.313,0.084
2016,9,1회차,2016.09.05,죽산보(영산강중류),광산,51.974,5.3,90.4,6.8,1.356,2.105,3.972,0.13
2016,9,1회차,2016.09.05,황룡강,황룡강3,8.316,3.5,,6.1,,,1.567,0.111
2016,9,1회차,2016.09.05,황룡강,황룡강5,,2.6,28.5,5.6,0.046,0.169,0.588,0.058
2016,9,1회차,2016.09.06,영산강상류,광주1,,3.1,37.9,8,0.018,0.436,1.197,0.073
2016,9,1회차,2016.09.06,영산강상류,광주2,,3.4,34.4,7.7,1.237,1.047,3.161,0.105
2016,9,1회차,2016.09.06,영산강상류,광주3,,3.5,44.6,7.9,0.791,1.075,2.786,0.096
2016,9,2회차,2016.09.12,영산강상류,우치,11.783,1.6,4.9,6.9,0.119,0.694,1.393,0.107
2016,9,2회차,2016.09.12,영산강상류,광주천2,0.932,5,8.6,8.9,1.815,1.184,3.645,0.154
2016,9,2회차,2016.09.12,영산강상류,광주1,,1.2,7,6.6,0.106,0.632,1.197,0.072
2016,9,2회차,2016.09.12,영산강상류,광주2,,3.8,4.5,7.1,2.698,1.443,4.563,0.137
2016,9,2회차,2016.09.12,영산강상류,광주3,,3.8,4.9,7.4,2.066,1.453,4.156,0.236
2016,9,2회차,2016.09.12,죽산보(영산강중류),광산,25.412,4.7,31.9,7.5,1.691,1.729,3.884,0.135
2016,9,2회차,2016.09.12,황룡강,황룡강5,5.293,1.2,7.8,5.8,0.043,0.322,0.697,0.064
2016,9,2회차,2016.09.20,황룡강,황룡강3,8.151,1.5,,4.8,,,2.38,0.084
2016,9,3회차,2016.09.20,영산강상류,우치,14.702,1.4,1.1,9.2,0.128,1.545,2.127,0.108
2016,9,3회차,2016.09.20,영산강상류,광주천2,2.539,1.7,0.8,4.8,0.121,2.532,3.388,0.126
2016,9,3회차,2016.09.20,영산강상류,광주1,,1.5,4.8,7.1,0.17,1.611,2.253,0.102
2016,9,3회차,2016.09.20,영산강상류,광주2,,1.8,2.1,7,0.81,2.525,3.742,0.13
2016,9,3회차,2016.09.20,영산강상류,광주3,,3.7,2.5,8.2,1.953,2.008,4.678,0.326
2016,9,3회차,2016.09.20,죽산보(영산강중류),광산,48.886,1.8,3.4,7.3,0.499,1.726,2.605,0.183
2016,9,3회차,2016.09.20,황룡강,황룡강5,,1.7,2.6,6.9,0.1,1.648,2.449,0.126
2016,9,3회차,2016.09.26,황룡강,황룡강3,3.18,1.8,,4.6,,,1.89,0.051
2016,9,4회차,2016.09.26,영산강상류,우치,7.799,1.5,11.3,3,0.08,1.322,1.899,0.076
2016,9,4회차,2016.09.26,영산강상류,광주천2,1.598,1.6,13.1,4.5,0.032,2.548,3.146,0.096
2016,9,4회차,2016.09.26,죽산보(영산강중류),광산,20.164,4.6,72.2,6.4,0.759,2.387,3.991,0.158
2016,9,4회차,2016.09.26,황룡강,황룡강5,4.868,1.6,14.5,4.5,0.023,1.205,1.636,0.067
2016,9,4회차,2016.09.27,영산강상류,광주1,,2.5,8.8,6.8,0.018,1.032,1.545,0.08
2016,9,4회차,2016.09.27,영산강상류,광주2,,2.9,2.5,7.1,1.942,2.493,5.326,0.11
2016,9,4회차,2016.09.27,영산강상류,광주3,,7,13.6,8.5,1.44,2.264,4.492,0.126
2016,9,9회차,2016.09.01,황룡강,황룡강4,,1.3,19.4,6,0.125,0.061,0.394,0.03
2016,9,9회차,2016.09.02,영산강상류,광주천1,,0.9,1.5,4,0.067,0.912,1.063,0.03
2016,10,10회차,2016.10.06,황룡강,황룡강4,,1.2,8.8,5,0.047,1.324,1.786,0.149
2016,10,10회차,2016.10.07,영산강상류,광주천1,,1,2,2.2,0.015,1.497,1.763,0.041
2016,10,1회차,2016.10.04,영산강상류,우치,12.199,1.5,5.3,6.2,0.094,1.505,2.633,0.117
2016,10,1회차,2016.10.04,영산강상류,광주천2,2.4,1.8,1.7,4.4,0.206,2.562,3.409,0.138
2016,10,1회차,2016.10.04,영산강상류,광주1,,4,8.7,8.3,0.127,1.179,2.013,0.154
2016,10,1회차,2016.10.04,영산강상류,광주2,,1.6,3.1,5.9,0.681,2.173,3.725,0.148
2016,10,1회차,2016.10.04,영산강상류,광주3,,3.7,5.6,7.9,2.087,1.552,4.611,0.336
2016,10,1회차,2016.10.04,죽산보(영산강중류),광산,57.136,2.8,10.5,6.2,1.168,1.159,3.32,0.27
2016,10,1회차,2016.10.04,황룡강,황룡강1,,0.6,1.3,6.2,0.039,0.799,0.939,0.052
2016,10,1회차,2016.10.04,황룡강,황룡강3,5.949,2,,5.4,,,1.669,0.126
2016,10,1회차,2016.10.04,황룡강,황룡강5,14.719,1.6,4.2,5.5,0.065,1.01,1.811,0.091
2016,10,1회차,2016.10.04,황룡강,황룡강2,,1.2,1.3,6.9,0.012,0.746,0.9,0.048
2016,10,2회차,2016.10.10,영산강상류,우치,15.922,1,2.3,5.1,0.062,1.573,1.922,0.086
2016,10,2회차,2016.10.10,영산강상류,광주천2,3.365,0.9,0.3,3.8,0.278,1.655,2.514,0.102
2016,10,2회차,2016.10.10,죽산보(영산강중류),광산,40.004,2.3,6.6,5.9,0.509,1.639,2.633,0.124
2016,10,2회차,2016.10.10,황룡강,황룡강3,8.942,1,,4.8,,,2.034,0.077
2016,10,2회차,2016.10.10,황룡강,황룡강5,16.914,1,2.6,5.2,0.05,1.067,1.766,0.087
2016,10,2회차,2016.10.11,영산강상류,광주1,,1.9,4.5,6.3,0.107,1.529,2.064,0.099
2016,10,2회차,2016.10.11,영산강상류,광주2,,1.5,1.6,5.3,0.946,2.651,4.204,0.136
2016,10,2회차,2016.10.11,영산강상류,광주3,,3.4,2.3,7.1,3.134,2.249,6.541,0.368
2016,10,3회차,2016.10.18,영산강상류,우치,20.793,1.3,4,5.7,0.087,1.131,1.836,0.107
2016,10,3회차,2016.10.18,영산강상류,광주천2,2.833,1.3,1.5,4,0.057,1.441,2.133,0.095
2016,10,3회차,2016.10.18,영산강상류,광주1,,1.6,6.2,6,0.081,1.239,1.89,0.154
2016,10,3회차,2016.10.18,영산강상류,광주2,,4.6,3.3,5.9,2.386,1.746,5.207,0.372
2016,10,3회차,2016.10.18,영산강상류,광주3,,4.2,2.3,6.7,1.622,1.564,3.954,0.32
2016,10,3회차,2016.10.18,죽산보(영산강중류),광산,50.862,3.3,4.1,6.3,0.503,1.264,2.735,0.237
2016,10,3회차,2016.10.18,황룡강,황룡강3,7.964,1.5,,4.7,,,1.866,0.088
2016,10,3회차,2016.10.18,황룡강,황룡강5,18.007,1.6,4.3,5.1,0.12,0.991,2.07,0.12
2016,10,4회차,2016.10.24,영산강상류,우치,7.222,1,3.5,3.8,0.061,0.778,2.063,0.076
2016,10,4회차,2016.10.24,영산강상류,광주천2,1.584,1.1,5.2,3.9,0.033,1.885,2.743,0.091
2016,10,4회차,2016.10.24,죽산보(영산강중류),광산,23.85,3.6,12.3,5.2,1.047,2.321,3.925,0.137
2016,10,4회차,2016.10.24,황룡강,황룡강3,5.659,1.4,,3.9,,,1.903,0.083
2016,10,4회차,2016.10.24,황룡강,황룡강5,7.611,1.1,3.6,4.4,0.041,1.318,1.697,0.076
2016,10,4회차,2016.10.26,영산강상류,광주1,,1.9,3.2,4.4,0.195,1.513,2.233,0.083
2016,10,4회차,2016.10.26,영산강상류,광주2,,2.9,0.4,4.6,0.619,2.547,4.024,0.137
2016,10,4회차,2016.10.26,영산강상류,광주3,,4.8,1.7,6.8,2.69,2.306,6.82,0.403
2016,11,1회차,2016.11.01,영산강상류,우치,4.556,1.1,3.6,4,0.105,1.009,2.154,0.067
2016,11,1회차,2016.11.01,영산강상류,광주천2,1.366,1,3.7,3.8,0.066,2.59,2.973,0.075
2016,11,1회차,2016.11.01,영산강상류,광주1,,2.4,5.7,4.2,0.129,1.328,1.94,0.076
2016,11,1회차,2016.11.01,영산강상류,광주2,,3,2.6,5.3,2.442,3.249,6.846,0.081
2016,11,1회차,2016.11.01,영산강상류,광주3,,3.8,5.3,5.5,2.505,2.62,6.221,0.168
2016,11,1회차,2016.11.01,죽산보(영산강중류),광산,20.513,2.3,8.9,5.2,1.343,2.368,4.183,0.156
2016,11,1회차,2016.11.01,황룡강,황룡강3,3.289,1.5,,3.5,,,1.889,0.06
2016,11,1회차,2016.11.01,황룡강,황룡강5,6.313,1,2.7,3.8,0.035,1.467,1.791,0.292
2016,11,1회차,2016.11.02,영산강상류,광주천1,,1,4.7,2,0.028,1.029,1.395,0.028
2016,11,1회차,2016.11.02,황룡강,황룡강1,,1.7,2.1,4.6,0.006,0.728,0.904,0.02
2016,11,1회차,2016.11.02,황룡강,황룡강2,,2,4.5,5.8,0.001,0.868,1.036,0.014
2016,11,1회차,2016.11.04,황룡강,황룡강4,,1.2,4.9,2.8,0.03,1.346,1.743,0.037
2016,11,2회차,2016.11.07,영산강상류,우치,4.253,1,4.3,3.9,0.031,1.66,2.194,0.082
2016,11,2회차,2016.11.07,영산강상류,광주천2,1.267,1.6,8.4,4.4,0.053,3.09,3.798,0.068
2016,11,2회차,2016.11.07,죽산보(영산강중류),광산,16.128,3.5,34.4,5.8,1.584,3.456,5.935,0.14
2016,11,2회차,2016.11.07,황룡강,황룡강3,2.969,1.1,,3.3,,,1.746,0.053
2016,11,2회차,2016.11.07,황룡강,황룡강5,4.475,0.8,3.5,3.5,0.022,1.345,1.776,0.066
2016,11,2회차,2016.11.08,영산강상류,광주1,,1.9,9.5,2.5,0.055,1.455,2.34,0.045
2016,11,2회차,2016.11.08,영산강상류,광주2,,2.9,12.2,6.1,3.328,3.192,8.095,0.048
2016,11,2회차,2016.11.08,영산강상류,광주3,,2.6,25.3,6.4,3.274,3.502,8.425,0.069
2016,11,3회차,2016.11.14,영산강상류,우치,3.313,1.1,6.5,4.2,0.037,1.636,2.193,0.165
2016,11,3회차,2016.11.14,영산강상류,광주천2,1.249,2.1,24.1,5.3,0.043,3.087,3.798,0.081
2016,11,3회차,2016.11.14,죽산보(영산강중류),광산,16.936,3.8,62.8,6.2,1.569,3.36,5.372,0.284
2016,11,3회차,2016.11.14,황룡강,황룡강3,2.207,1.4,,3.6,,,1.904,0.066
2016,11,3회차,2016.11.14,황룡강,황룡강5,4.837,1.5,10,4,0.047,1.254,1.543,0.111
2016,11,3회차,2016.11.15,영산강상류,광주1,,2.6,24.8,4.5,0.075,1.3,2.691,0.057
2016,11,3회차,2016.11.15,영산강상류,광주2,,4,22.5,5.5,2.121,2.61,8.39,0.077
2016,11,3회차,2016.11.15,영산강상류,광주3,,4.1,19.3,6.5,3.77,2.806,10.608,0.207
2016,11,4회차,2016.11.21,영산강상류,우치,3.237,1.7,13.4,5.2,0.1,1.489,2.128,0.086
2016,11,4회차,2016.11.21,영산강상류,광주천2,1.182,4,54.6,7.6,0.114,3.173,4.083,0.115
2016,11,4회차,2016.11.21,죽산보(영산강중류),광산,14.32,4.7,65.9,7.9,2.093,3.095,6.583,0.132
2016,11,4회차,2016.11.21,황룡강,황룡강3,2.447,1.3,,3.5,,,1.693,0.061
2016,11,4회차,2016.11.21,황룡강,황룡강5,4.366,1.3,12,4.3,0.023,1.292,1.516,0.051
2016,11,4회차,2016.11.22,영산강상류,광주1,,4.8,102,6.3,0,1.111,1.966,0.08
2016,11,4회차,2016.11.22,영산강상류,광주2,,5.2,34.7,6.7,2.231,3.411,7.369,0.096
2016,11,4회차,2016.11.22,영산강상류,광주3,,6.2,51.1,7.5,4.958,2.881,9.787,0.244
2016,11,5회차,2016.11.28,영산강상류,우치,2.998,2,20.3,4.7,0.027,1.902,2.378,0.069
2016,11,5회차,2016.11.28,영산강상류,광주천2,1.022,3.3,43.8,6.4,0.019,3.447,4.03,0.079
2016,11,5회차,2016.11.28,죽산보(영산강중류),광산,13.357,4.9,69.2,7.7,1.294,3.817,5.946,0.101
2016,11,5회차,2016.11.28,황룡강,황룡강3,2.228,2.3,,4.6,,,1.886,0.077
2016,11,5회차,2016.11.28,황룡강,황룡강5,3.833,1.5,9.2,3.7,0.029,1.052,1.368,0.038
2016,11,5회차,2016.11.29,영산강상류,광주1,,6.4,84.5,8.1,0.025,1.253,2.233,0.113
2016,11,5회차,2016.11.29,영산강상류,광주2,,5.1,31.9,6.8,2.461,3.755,7.769,0.109
2016,11,5회차,2016.11.29,영산강상류,광주3,,6.3,76.5,8.8,4.739,2.943,9.07,0.331
2016,12,1회차,2016.12.01,황룡강,황룡강1,,1.2,1.9,5.2,0.046,0.663,0.889,0.023
2016,12,1회차,2016.12.01,황룡강,황룡강4,,1.7,34.2,4.6,0.092,0.991,1.577,0.025
2016,12,1회차,2016.12.01,황룡강,황룡강2,,1.1,1.4,5,0.051,0.737,0.944,0.015
2016,12,1회차,2016.12.02,영산강상류,광주천1,,1.8,2.9,4,0.206,4.732,5.702,0.048
2016,12,1회차,2016.12.05,영산강상류,우치,3.017,1.3,9,3.6,0.06,2.039,2.469,0.048
2016,12,1회차,2016.12.05,영산강상류,광주천2,0.734,3.8,51,7,0.205,4.67,5.764,0.079
2016,12,1회차,2016.12.05,죽산보(영산강중류),광산,12.983,3.7,34.1,6.9,2.339,3.224,6.528,0.153
2016,12,1회차,2016.12.05,황룡강,황룡강3,1.924,2.1,,4.2,,,2.051,0.083
2016,12,1회차,2016.12.05,황룡강,황룡강5,2.947,2.7,29.8,4.8,0.016,0.877,1.324,0.045
2016,12,1회차,2016.12.06,영산강상류,광주1,,2.6,19.2,4.2,0.348,1.616,2.561,0.068
2016,12,1회차,2016.12.06,영산강상류,광주2,,3.8,39.7,6.4,4.215,3.296,9.447,0.104
2016,12,1회차,2016.12.06,영산강상류,광주3,,3.5,25.7,6.6,2.793,4.23,8.851,0.082
2016,12,2회차,2016.12.12,영산강상류,우치,3.151,1.3,7.1,3.7,0.148,2.164,2.685,0.048
2016,12,2회차,2016.12.12,영산강상류,광주천2,0.806,3.8,49.2,7,0.068,4.885,5.744,0.084
2016,12,2회차,2016.12.12,죽산보(영산강중류),광산,12.185,4.3,63.5,7.4,1.877,3.733,6.785,0.085
2016,12,2회차,2016.12.12,황룡강,황룡강3,1.728,2.2,,4.2,,,1.754,0.063
2016,12,2회차,2016.12.12,황룡강,황룡강5,2.881,3.4,36,5.4,0.022,0.991,1.417,0.049
2016,12,2회차,2016.12.13,영산강상류,광주1,,3.4,24.7,4.2,0.226,1.853,2.882,0.07
2016,12,2회차,2016.12.13,영산강상류,광주2,,4.2,42.1,6.5,2.433,3.384,7.558,0.087
2016,12,2회차,2016.12.13,영산강상류,광주3,,4.1,42,7.2,3.147,4.046,9.393,0.097
2016,12,3회차,2016.12.19,영산강상류,우치,3.087,1.1,9.8,3.3,0.035,2.023,2.503,0.048
2016,12,3회차,2016.12.19,영산강상류,광주천2,7.141,8,46.7,13.6,0.939,3.406,6.193,0.321
2016,12,3회차,2016.12.19,죽산보(영산강중류),광산,13.503,3.9,40.3,7.1,1.651,3.933,6.895,0.09
2016,12,3회차,2016.12.19,황룡강,황룡강5,4.844,3.2,46.3,5.9,0.019,0.923,1.486,0.051
2016,12,3회차,2016.12.20,영산강상류,광주1,,5.2,49.5,6,0.382,1.568,2.84,0.137
2016,12,3회차,2016.12.20,영산강상류,광주2,,6.4,24.6,7.7,1.897,3.318,7.484,0.195
2016,12,3회차,2016.12.20,영산강상류,광주3,,6.6,18.8,8.3,4.464,2.878,10.388,0.461
2016,12,4회차,2016.12.26,영산강상류,우치,4.499,1.6,8.4,4.9,0.066,2.047,2.633,0.081
2016,12,4회차,2016.12.26,영산강상류,광주천2,2.621,14.5,11.5,20.5,8.062,2.085,13.787,0.982
2016,12,4회차,2016.12.26,영산강상류,광주1,,2.8,13.6,5.3,0.291,1.646,2.784,0.104
2016,12,4회차,2016.12.26,영산강상류,광주2,,3.5,11.5,7.1,2.745,2.758,8.346,0.141
2016,12,4회차,2016.12.26,영산강상류,광주3,,3.9,15.6,7.5,3.353,2.699,8.403,0.226
2016,12,4회차,2016.12.26,죽산보(영산강중류),광산,22.501,4.5,48.2,7.6,1.086,2.019,4.181,0.16
2016,12,4회차,2016.12.26,황룡강,황룡강5,5.831,3.2,41.9,5.8,0.206,1.251,2.125,0.085
2017,1,1회차,2017.01.02,영산강상류,우치,3.885,1.7,6.8,4.3,0.295,2.014,2.961,0.09
2017,1,1회차,2017.01.02,영산강상류,광주천2,0.917,2.4,6.3,5.7,0.662,4.075,5.852,0.097
2017,1,1회차,2017.01.02,죽산보(영산강중류),광산,15.287,3.3,26.4,6.5,1.744,2.76,5.9,0.142
2017,1,1회차,2017.01.02,황룡강,황룡강5,4.872,2.1,17.4,4.8,0.058,1.529,2.414,0.055
2017,1,1회차,2017.01.03,영산강상류,광주1,,3.2,10,5.2,0.178,1.764,2.894,0.074
2017,1,1회차,2017.01.03,영산강상류,광주2,,3.7,7.5,6.4,3.15,3.48,9.62,0.098
2017,1,1회차,2017.01.03,영산강상류,광주3,,2.7,6.1,6.6,2.95,3.527,9.555,0.12
2017,1,1회차,2017.01.03,황룡강,황룡강1,,0.8,1.9,5.2,0.05,0.99,1.13,0.051
2017,1,1회차,2017.01.03,황룡강,황룡강2,,0.8,2,5,0.033,1.495,1.599,0.043
2017,1,1회차,2017.01.04,영산강상류,광주천1,,2,1.9,3.2,0.221,2.13,1.927,0.044
2017,1,1회차,2017.01.06,황룡강,황룡강4,,2.5,17.1,4.4,0.082,1.185,1.781,0.019
2017,1,1회차,2017.01.09,황룡강,황룡강3,2.479,1.3,,3.7,,,2.103,0.065
2017,1,2회차,2017.01.09,영산강상류,우치,3.233,1.5,14.2,4.7,0.361,2.041,3.035,0.088
2017,1,2회차,2017.01.09,영산강상류,광주천2,0.781,2.7,16.1,6.1,0.409,3.917,5.163,0.108
2017,1,2회차,2017.01.09,죽산보(영산강중류),광산,10.394,3.1,43.8,6.7,1.669,3.461,6.049,0.096
2017,1,2회차,2017.01.09,황룡강,황룡강5,3.056,2.1,32.2,4.7,0.029,1.464,1.954,0.074
2017,1,2회차,2017.01.10,영산강상류,광주1,,3.1,10.4,5.4,0.114,1.59,2.754,0.072
2017,1,2회차,2017.01.10,영산강상류,광주2,,3.6,14.2,6.8,2.578,3.031,7.53,0.099
2017,1,2회차,2017.01.10,영산강상류,광주3,,3.2,14.8,7.4,3.434,3.378,9.026,0.118
2017,1,2회차,2017.01.16,황룡강,황룡강3,1.891,2.1,,4.2,,,1.867,0.065
2017,1,3회차,2017.01.16,영산강상류,우치,2.84,1,3.8,4.5,0.085,2.441,2.605,0.056
2017,1,3회차,2017.01.16,영산강상류,광주천2,0.613,2.4,11.8,6,0.29,4.502,5.512,0.086
2017,1,3회차,2017.01.16,영산강상류,광주1,,2.9,7.7,4.5,0.41,1.94,3.048,0.091
2017,1,3회차,2017.01.16,영산강상류,광주2,,4.4,14.4,7.1,4.712,3.337,10.239,0.124
2017,1,3회차,2017.01.16,영산강상류,광주3,,3.2,24.7,7.1,2.555,3.793,8.276,0.11
2017,1,3회차,2017.01.16,죽산보(영산강중류),광산,12.311,4.3,45.9,7.9,1.416,3.415,5.963,0.106
2017,1,3회차,2017.01.16,황룡강,황룡강5,2.411,2.1,20.3,4.5,0.048,1.383,1.831,0.053
2017,1,4회차,2017.01.24,영산강상류,광주1,,2.1,8.6,4.5,0.316,1.72,2.806,0.073
2017,1,4회차,2017.01.24,영산강상류,광주2,,4.4,6.9,8,5.704,3.344,11.303,0.237
2017,1,4회차,2017.01.24,영산강상류,광주3,,3.7,7.9,7.6,4.968,2.983,9.504,0.237
2017,1,4회차,2017.01.24,죽산보(영산강중류),광산,11.58,4.8,56.5,7.7,1.693,3.546,6.268,0.115
2017,1,4회차,2017.01.25,영산강상류,우치,2.961,1.6,4.2,3.6,0.153,2.528,2.989,0.081
2017,1,4회차,2017.01.25,영산강상류,광주천2,0.836,2.3,11.7,5.7,0.655,4.595,5.756,0.069
2017,1,4회차,2017.01.25,황룡강,황룡강5,2.691,3.1,39.6,5.5,0.05,1.361,1.823,0.068
2017,1,5회차,2017.01.31,죽산보(영산강중류),광산,11.85,4.3,41.8,7,2.937,4.099,8.056,0.109
2017,2,1회차,2017.02.01,영산강상류,우치,4.274,1.3,4.2,3.8,0.39,2.982,3.59,0.102
2017,2,1회차,2017.02.01,영산강상류,광주천2,0.7,2.9,12.3,5.6,0.48,4.37,5.266,0.072
2017,2,1회차,2017.02.01,영산강상류,광주1,,3.8,10.3,4.6,0.222,1.913,3.023,0.062
2017,2,1회차,2017.02.01,영산강상류,광주2,,4.8,10.4,7.3,4.984,2.77,10.041,0.144
2017,2,1회차,2017.02.01,영산강상류,광주3,,5.2,13.4,8.4,6.488,2.928,12.079,0.336
