spot,Temperature,pH,DO,BOD,COD,SS,EC,TN,NO3N,NH3N,TP,PO4P,Chla,TOC
고막원천4,17.9,7.9,10.2,4.3,10,40.9,276,2.834,1.936,0.111,0.193,0.07,35.2,6.2
삼포천1,17.9,7.1,6.8,5.5,12.2,46.1,395,8.728,0,0,0.218,0,0,7.7
삼포천2,19.5,7.3,8.4,4.3,10.5,67.7,921,3.199,2.014,0.315,0.184,0.041,22.7,7.2
영암천1,19.1,7.3,8.4,1.9,8,30.8,453,2.725,1.643,0.401,0.17,0.044,12.1,4.2
영암천2,20.1,7.7,9.7,3.7,9.4,33.8,1267,2.384,1.455,0.18,0.117,0.023,23.4,6.3
풍영정천2,17.8,7.3,10.1,5,9.6,22.2,298,2.578,1.552,0.272,0.179,0.066,30.5,6.8
함평천3,17.8,7.3,8.5,3.6,9.9,51.3,447,3.526,2.414,0.269,0.203,0.069,17.2,7
