spot,Temperature,pH,DO,BOD,COD,SS,EC,TN,NO3N,NH3N,TP,PO4P,Chla,TOC
광주천2,18.5,7.6,9.1,6.6,10.7,18.6,390,4.137,2.031,1.128,0.219,0.073,34.6,7
영산천,20.2,7.5,10,3.2,7.8,20.9,351,4.913,3.679,0.533,0.19,0.109,5.3,5.4
장성천2,16.8,7.3,8.7,4.2,10,25.2,312,4.225,2.492,0.687,0.442,0.335,8.4,6.7
평동천,18.1,7.5,9.5,3.7,10.2,28.2,411,5.486,3.95,0.585,0.314,0.204,9.5,7.1
