spot,Temperature,pH,DO,BOD,COD,SS,EC,TN,NO3N,NH3N,TP,PO4P,Chla,TOC
광주천2,18.5,7.6,9.1,6.6,10.7,18.6,390,4.137,2.031,1.128,0.219,0.073,34.6,7
삼포천1,17.9,7.1,6.8,5.5,12.2,46.1,395,8.728,0,0,0.218,0,0,7.7
삼포천2,19.5,7.3,8.4,4.3,10.5,67.7,921,3.199,2.014,0.315,0.184,0.041,22.7,7.2
영산천,20.2,7.5,10,3.2,7.8,20.9,351,4.913,3.679,0.533,0.19,0.109,5.3,5.4
영암천2,20.1,7.7,9.7,3.7,9.4,33.8,1267,2.384,1.455,0.18,0.117,0.023,23.4,6.3
장성천2,16.8,7.3,8.7,4.2,10,25.2,312,4.225,2.492,0.687,0.442,0.335,8.4,6.7
평동천,18.1,7.5,9.5,3.7,10.2,28.2,411,5.486,3.95,0.585,0.314,0.204,9.5,7.1
함평천3,17.8,7.3,8.5,3.6,9.9,51.3,447,3.526,2.414,0.269,0.203,0.069,17.2,7
