yyyymm,pH,DO,BOD,COD,SS,TN,TP,WT,EC,TC,NH3N,NO3N,FC
2002/01,7.7,9.3,2.7,6,10.4,10.71,0.649,5,420,1900,0.512,3.116,160
2002/02,7.3,13.9,2.3,6,7.2,9.547,0.333,4,240,920,2.689,3.581,80
2002/03,8.3,14.8,6.5,5.8,10.4,10.945,0.45,13,380,360,6.731,3.962,10
2002/04,7.3,7.4,3.8,5,12.4,6.473,0.178,16,170,580,0.721,2.988,150
2002/05,7.2,6.2,1.9,4.3,12.4,6.398,0.274,20,220,650,0.689,4.264,420
2002/06,9.5,12.4,10.6,5,16.8,6.583,0.306,22,320,1300,0.456,4.001,980
2002/07,8,8.5,4.4,4.8,12.4,5.581,0.22,28,210,2000,0.389,3.2,200
2002/08,8.7,7.8,4,4.9,10.4,5.247,0.124,27,215,600,0.156,2.51,230
2002/09,8,11.3,4.3,5.3,10,3.858,0.207,27,218,300,0.327,3.426,20
2002/10,8.1,10.1,4.8,6.9,7.6,4.65,0.46,21,220,350,0.632,3.844,380
2002/11,9,13.8,7,10.7,24,5.022,0.298,11,353,600,0.95,4.569,200
2002/12,8,11.9,7.7,10.2,21.2,6.654,0.596,5,476,1000,2.18,3.381,180
2003/01,8.3,12.4,4.4,7.4,8.8,11.142,0.796,4,453,650,1.796,3.908,120
2003/02,7.8,9.5,3.7,10.4,12,7.92,0.241,5,281,400,0.501,3.212,58
2003/03,7.5,11.9,3.3,6.1,14,4.782,0.231,9,250,180,1.412,2.58,18
2003/04,8.5,10.8,9.1,14.5,21.6,9.708,0.461,14,390,120,2.04,3.493,10
2003/05,7.2,8.1,4.7,6.5,9.6,3.93,0.247,20,206,170,1.168,2.405,30
2003/06,8.6,10.1,6.3,11.5,19.2,5.874,0.24,24,197,1100,1.382,3.879,20
2003/07,7,6.8,2.2,4.5,18,3.06,0.186,23,120,820,0.402,1.877,200
2003/08,8.2,5.5,1.8,5.5,16.8,4.32,0.194,26,182,1900,0.27,2.427,260
2003/09,6.9,6.5,1.6,7.4,4.8,4.38,0.203,24,111,1700,0.284,1.311,210
2003/10,8.5,14.6,2.5,5.5,16,3.522,0.196,20,261,1100,0.41,3.436,140
2003/11,9,12.6,2.9,4.2,18,8.196,0.371,17,388,1500,1.05,4.684,150
2003/12,7.5,11.8,3,5.1,10.8,8.85,0.517,11,429,900,0.821,5.598,140
2004/01,7.6,12.3,3.9,5.5,13.6,8.538,1.708,6,430,250,1.606,4.466,50
2004/02,7.7,16.9,4.1,6,19.2,11.022,0.502,4.5,413,80,0.029,4.774,20
2004/03,8.7,13.8,8.6,6,21.6,8.484,0.578,14,396,240,0.097,4.408,5
2004/04,8.4,9.2,7.1,7,10.4,9.174,0.447,20,396,300,0.031,2.618,20
2004/05,7.9,7.2,5.4,5.6,3.6,7.254,0.431,18.5,293,120,0.135,4.788,30
2004/06,6.9,10.6,12,8.4,16.4,7.086,0.589,24,337,60,0.271,2.53,20
2004/07,7,7.2,2.3,6.3,95.2,1.992,0.194,28,95,80,0.015,1.595,25
2004/08,7.6,8,6.4,5.6,18.4,3.144,0.262,31,218,60,0.025,2.413,30
2004/09,7.1,7.6,4,4.4,40.4,4.428,0.334,22,218,200,0.818,3.187,10
2004/10,7.1,7.8,5.7,3.4,3.6,6.12,0.227,18,268,160,0.439,2.714,20
2004/11,7.3,8.2,8.2,5.2,29.2,6.54,0.529,15.5,343,400,0.363,5.748,95
2004/12,7.3,9.3,5.1,6,4,11.124,0.367,9,362,400,0.132,4.354,95
2005/01,7.5,12.3,2.7,6.1,57.6,11.496,0.798,4.6,481,300,0.118,8.182,110
2005/02,8.1,6.2,4.4,7,5.6,10.464,0.55,4.5,484,340,0.008,8.357,50
2005/03,8.1,12.6,5.1,7.4,16,12.728,0.632,9,465,520,6.31,6.301,120
2005/04,7.9,9.7,4.9,8.8,58.7,17.064,0.419,14,345,620,6.62,2.777,75
2005/05,7.3,4.7,4.1,6.2,47.3,7.356,0.845,19,144,500,0.072,3.353,90
2005/06,7.3,3.7,7.9,6.3,109,3.774,0.376,22,144,660,0.054,2.867,120
2005/07,7.1,6,2.5,4.5,24.8,4.458,0.858,25.2,150,580,0.05,1.976,70
2005/08,7.1,6,4,3.1,25.2,4.284,0.272,29.2,143,590,0.013,2.331,80
2005/09,7.3,8.4,3.1,5.9,30.8,7.284,0.186,29.9,190,480,0.043,0.569,88
2005/10,7.3,7.2,3.5,4.4,15.2,4.762,0.234,25.2,223,120,0.094,1.84,18
2005/11,8.6,11.2,5.5,5.7,52.4,6.054,0.48,21.6,154,220,0.015,3.054,82
2005/12,8.6,16.1,6.2,4.3,7.6,6.78,0.404,10.1,251,180,0.022,1.832,72
2006/01,5.4,6.6,3.5,4.2,14.4,8.784,0.599,3,749,100,0.055,6.321,60
2006/02,7.3,12,3.6,3.2,18.4,6.036,0.332,5.9,3,180,0.059,5.086,72
2006/03,7.3,11.6,3.8,3.4,23.2,7.308,0.314,7.5,203,180,0.058,5.802,72
2006/04,8,10.9,8.2,5.1,12.8,9.867,0.661,10.9,487,200,0.023,8.887,80
2006/05,8.6,10.5,6.7,3.6,9.2,6.995,0.434,16.9,376,750,0.023,6.194,104
2006/06,8.6,10.7,4.4,5.8,11.2,4.896,0.174,26,243,1150,0.003,0,250
2006/07,8,11.1,1.6,3.3,15.6,4.128,0.193,23.3,165,9680,0.012,2.486,1050
2006/08,8,5.7,3.5,5.9,18.4,4.464,0.182,31.2,238,16100,0.003,0.033,4200
2006/09,8.1,7.4,3.9,4,51.2,4.084,0.204,23,265,45000,0.05,1.668,3800
2006/10,7.4,7.2,5.2,5,16.4,8.345,0.598,20,412,70000,0.005,4.079,2800
2006/11,7.5,8.4,2.7,5,38.4,10.361,0.433,16,354,20000,0.027,6.532,1800
2006/12,7.6,10.4,3.1,6.6,20,13.241,0.69,9.9,367,17000,1.745,5.667,2200
2007/01,7.9,11.8,2.9,5.4,22.8,8.778,0.712,4,289,10000,1.437,5.396,1600
2007/02,8.5,15,5.5,5.1,18.4,9.84,0.787,5,293,58000,2.48,4.477,1100
2007/03,7.4,8.8,4.1,5.9,20,6.504,0.379,8,202,58000,0.072,6.019,1100
2007/04,8.3,11.2,6.2,5.2,17.2,6.503,0.546,12,243,10000,1.088,4.078,6200
2007/05,8,6.6,5.2,5.2,14.8,6.162,0.339,17,300,12000,1.234,3.208,1500
2007/06,9.1,9.9,7.3,11.2,13.6,4.591,0.264,25,219,19000,0.576,2.282,1500
2007/07,8.9,9,13.6,6.2,10,6.099,0.556,23,273,21000,1.55,2.041,2600
2007/08,8.6,9.9,3.6,5.9,20.8,2.846,0.16,29,225,7000,0.006,2.577,0
2007/09,7.7,9.2,3.7,4.3,12.8,2.319,0.245,31,1530,92000,0.022,1.919,400
2007/10,8.4,14,1.8,4.3,6.8,2.912,0.164,24,187,15000,0.056,3.552,13000
2007/11,9.3,8.6,3.3,4.9,5.6,3.921,0.192,17,179,300,0.053,3.821,20
2007/12,8.2,12.4,4.2,6.4,9.2,3.383,0.336,7,322,70,1.482,1.421,0
2008/01,8,14.9,4.9,5.5,10.4,8.532,0.354,8,372,1100,0.53,5.139,3
2008/02,7.9,15.2,4,6.5,10.1,11.632,0.354,4.3,375,88,1.165,3.246,4
2008/03,8,12.5,5.6,12.2,13,13.104,0.512,10.3,380,93,4.304,3.257,13
2008/04,7.6,8.5,4.8,11.9,12,10.368,0.421,16.2,339,135,4.578,2.63,18
2008/05,7.6,8.5,4.8,12.2,45,7.512,0.533,20.5,304,138,1.71,3.466,53
2008/06,7.3,6.5,4,8.6,27.8,10.488,0.272,23.3,199,110,0.597,2.524,10
2008/07,7.2,5.8,2.2,5.7,21.9,7.367,0.259,26.6,175,133,0.104,2.158,50
2008/08,7.4,5.6,2.3,7.6,18.9,3.984,0.298,28,188,58,0.19,1.769,13
2008/09,7.7,7.6,2.4,7,12.5,5.84,0.253,25.3,256,88,0.225,1.649,18
2008/10,8,9.3,2.4,6.8,21.4,4.54,0.341,18.8,355,168,0.025,2.463,13
2008/11,7.6,7.7,2,6.7,15,5.026,0.277,14,438,113,0.666,3.587,18
2008/12,7.9,15.5,5.6,9.1,17.6,5.544,0.305,9,451,398,0.341,4.591,28
2009/01,7.8,12.7,6.1,8.3,17.3,8.413,0.372,4,491,88,2.025,5.323,0
2009/02,8.1,12.1,5.1,7.2,14.6,8.343,0.309,7,493,248,3.111,3.871,38
2009/03,8,11.8,6.5,11,21,6.965,0.292,10.5,417,313,1.987,3.743,73
2009/04,7.9,9.6,5.6,8.9,14.4,6.797,0.299,15,472,480,1.061,3.436,98
2009/05,7.4,6.6,4,9.4,15.7,5.269,0.382,20.7,427,7000,1.07,3.067,25
2009/06,8.2,9.7,6.5,12.4,22.5,3.547,0.258,24.3,315,7500,0.247,2.329,13
2009/07,7,6.5,3.6,7.3,33.2,3.073,0.319,25,184,10400,0.326,1.773,10
2009/08,7.6,8.7,3.4,6,18.4,2.345,0.161,27.7,166,5700,0.178,1.164,36
2009/09,7.9,8.9,2.6,6.5,17.6,3.033,0.169,24.8,242,790,0.224,1.768,22
2009/10,7.6,8.8,2.7,6.1,18.4,4.098,0.2,19.8,319,1980,0.204,2.482,0
2009/11,7.6,9,3.1,7.3,20.9,4.921,0.273,13.7,407,3000,0.373,3.654,12
2009/12,8.1,13.5,4.1,8.8,16.5,5.768,0.341,8.5,481,3740,0.511,4.599,8
2010/01,8.4,13.9,6.1,10.6,18.3,7.791,0.303,4,515,900,2.219,4.698,16
2010/02,7.6,12.8,5.8,9.5,24.3,6.213,0.206,5,379,560,2.253,3.977,4
2010/03,7.3,9.7,3.4,6.6,26.2,4.984,0.194,9.8,282,4440,1.239,3.072,198
2010/04,7.6,10.3,4.7,7.6,44.3,4.265,0.203,13.6,314,6700,0.431,2.492,15
2010/05,7.3,8.4,4.5,8.3,19.2,3.538,0.216,18.3,286,16800,0.302,2.476,185
2010/06,7.2,6.7,4.5,9,11.1,3.635,0.133,25,311,5000,0.201,2.668,5
2010/07,7.1,5.8,4.5,8.6,26,2.692,0.159,26,215,108000,0.328,2.32,1440
2010/08,7.3,6.2,4,7.8,37.8,2.77,0.194,28.5,196,6000,0.266,1.749,767
2010/09,7.5,7.4,3.4,7.5,35.4,2.347,0.169,25,234,1800,0.13,2.003,175
2010/10,7.3,9.1,2.8,6.7,36.6,4.023,0.199,19.8,310,1600,0.36,2.943,205
2010/11,7.4,10.7,3,6.6,36.4,5.155,0.237,12.5,371,267,1.119,3.188,20
2010/12,7.4,11.5,4.7,7.6,59.4,6.363,0.227,7.3,473,67,1.939,4.324,6
2011/01,7.9,13.5,3.6,7.6,38.8,8.186,0.338,1,485,20,3.885,3.896,0
2011/02,7.7,13.1,5.7,10.2,65.3,8.185,0.282,6.8,471,240,3.74,3.165,82
2011/03,7.7,11.1,5.9,10.3,84.1,7.152,0.308,9.3,378,140,1.566,2.491,44
2011/04,7.4,8.4,7.3,10.9,37.2,5.634,0.304,14.8,378,250,2.077,3.002,10
2011/05,7.5,9,4.7,8,51.4,4.094,0.185,20.3,233,902,0.394,2.85,242
2011/06,7.3,6.3,5.6,9.8,30.2,3.687,0.171,23.3,249,50,1.163,2.085,14
2011/07,7.4,7.4,5.1,7.8,51.4,2.978,0.231,26.3,167,4775,0.618,2.156,1700
2011/08,7.6,7.4,3.7,6.1,68.8,2.515,0.226,26.4,162,3000,0.385,1.782,933
2011/09,7.9,7.2,4.1,8.7,76,2.393,0.21,25.7,246,60,0.213,1.027,2
2011/10,7.3,6,3.2,7.6,143.2,2.699,0.238,17.6,283,400,0.297,1.346,8
2011/11,7.3,9.3,3.5,6.8,23.2,4.335,0.24,14.1,310,70,0.563,1.992,47
2011/12,7.4,12.3,3.1,7.2,15.2,5.044,0.265,7.4,426,650,1.373,3.492,38
2012/01,8.4,15.7,4.9,10.2,15.7,7.686,0.359,3.7,466,12,1.153,4.673,2
2012/02,8.1,14.9,6.6,11.4,26,8.039,0.35,4,471,52,2.837,3.888,2
2012/03,7.9,11.3,5.3,10.3,16.4,8.935,0.336,8.4,461,1980,4.708,3.627,560
2012/04,7.5,11.1,4.7,8.6,35,5.087,0.217,13.8,255,240,1.635,3.142,60
2012/05,7.6,9,4.5,8.1,30.1,3.918,0.204,22.8,265,70,0.355,2.126,5
2012/06,7.9,10.1,6.9,12.8,24.4,3.873,0.131,26.1,335,10,1.307,1.326,4
2012/07,6.9,8.2,4.7,9.8,39,3.072,0.134,26.3,228,40,1.34,1.172,30
2012/08,8,7.6,4.8,11.4,32,2.171,0.12,29,203,208,0.116,0.896,6
2012/09,7.7,9.2,2,5.8,20.7,2.221,0.068,23.8,128,23620,0.148,2.151,1740
2012/10,7.9,9.6,3.5,8.2,50.3,3.012,0.092,18.7,242,15,0.041,2.056,10
2012/11,7.7,10.8,2.9,6.2,17.2,3.536,0.053,11.6,278,215,0.47,2.278,180
2012/12,8.3,13.4,3.5,6.9,9.8,4.173,0.053,6.5,329,115,0.31,3.084,8
2013/01,8.2,14.9,3.7,7.2,13,5.267,0.074,3.6,352,60,0.784,3.279,26
2013/02,7.7,12.6,2.9,6.4,13.6,4.568,0.107,4.1,267,2700,1.405,3.363,200
2013/03,8.4,13.1,5,8.9,32.4,4.711,0.115,10,257,34,1.302,2.924,0
2013/04,8,11,4.2,7.6,18.9,3.898,0.055,13.3,251,215,0.342,2.286,12
2013/05,7.9,9.5,4.2,8.9,19.7,4.559,0.054,20,336,58,1.66,1.802,2
2013/06,7.4,6.9,4.3,9.5,29.9,3.888,0.112,24.2,231,740,1.315,2.038,144
2013/07,7.9,7.8,4.3,8.9,56.6,2.944,0.171,28.2,185,180,0.439,1.663,46
2013/08,8.1,8.9,5,11.7,29.6,2.441,0.162,30,208,490,0.48,1.416,100
2013/09,7.4,7.3,2.7,6.2,26,2.377,0.157,25,155,1080,0.191,1.677,700
2013/10,7.8,8.5,3.9,6.5,29.8,2.992,0.094,20.8,268,20,0.247,1.546,4
2013/11,7.9,9.7,2.8,6,29.7,4.283,0.119,13,412,14,0.364,2.518,2
2013/12,7.9,11.8,2.9,6,9.9,4.872,0.079,6.8,451,70,0.872,3.583,8
2014/01,8.8,15.2,5.5,8.5,14.1,5.888,0.065,3.2,551,160,0.883,3.993,4
2014/02,8.9,14.5,5.3,9.1,18.8,6.481,0.074,4.8,547,18,1.339,4.182,2
2014/03,8.3,12.3,5.9,9.1,22.9,7.576,0.113,8.9,557,70,3.052,3.396,2
2014/04,7.9,9.7,4.4,7.3,13.1,4.787,0.089,15.1,422,12,1.521,2.253,0
2014/05,7.7,7.8,3.8,7.1,23.6,4.224,0.114,19.7,375,230,1.438,1.574,123
2014/06,7.7,7.5,5.3,9.3,20.3,3.364,0.11,24.2,319,80,0.815,1.303,22
2014/07,8,7.8,6.3,10.5,30.4,3.336,0.151,25.9,277,135,0.639,1.385,10
2014/08,7.5,7.1,3.1,6.8,27.3,2.383,0.16,24.8,141,3200,0.192,1.468,460
2014/09,7.6,8.1,3,6.1,18,2.438,0.117,23.8,193,1000,0.217,1.493,150
2014/10,7.4,7.6,3.5,6.6,22.6,2.554,0.115,19.5,209,1600,0.298,1.463,12
2014/11,7.3,9.9,2.9,5.7,36.7,3.824,0.139,12.5,280,400,0.446,2.397,107
2014/12,7.3,10.8,3.5,6.1,22,4.07,0.149,9.6,253,800,0.727,2.31,140
2015/01,7.6,14.7,3.9,5.6,15.1,4.808,0.085,4.5,373,67,1.085,3.006,20
2015/02,8.1,13.9,4.5,6.9,17,5.078,0.081,4.1,345,80,1.292,3.062,2
2015/03,8.2,13.4,5.5,8.4,19.5,5.719,0.096,9,361,133,1.868,2.73,10
2015/04,7.7,9.7,5.3,7.6,17.8,4.621,0.103,15.5,314,1320,1.609,1.775,195
2015/05,7.2,8.5,4.2,6.5,20,3.145,0.1,20.2,237,193,0.795,1.503,93
2015/06,7.2,6.8,4.5,7.9,19.6,3.573,0.085,24.1,279,65,1.104,1.336,26
2015/07,7.3,6.8,4,7.3,19.2,2.907,0.129,25.9,201,300,0.451,1.526,4
2015/08,7.3,4.6,5,7.8,19.4,2.893,0.183,27.7,274,4800,0.514,0.902,1540
2015/09,7.5,6.8,3.6,6.7,18.3,2.433,0.121,25,219,1080,0.261,1.047,205
2015/10,7.1,7.7,4.4,6.2,19.9,2.975,0.11,19.7,226,560,0.498,1.527,52
2015/11,7.1,8.5,4.1,6.2,14.6,3.721,0.1,15.5,330,400,0.587,1.857,16
2015/12,6.9,9.5,3.4,5.3,9.8,4.374,0.116,9.6,309,180,0.838,2.436,66
2016/01,8.5,14.8,4.9,7.6,15.2,4.621,0.088,3.5,351,45,0.154,3.873,48
2016/02,7.3,14.4,4.1,7,19.2,5.102,0.129,5.3,353,470,0.937,3.488,210
2016/03,7.7,13.4,5.1,7.5,19.2,3.945,0.109,10.1,265,1300,0.566,2.549,200
2016/04,7.2,9.9,3.9,6.4,14,3.519,0.099,16.4,272,60,0.499,2.454,0
2016/05,7.3,8.4,4,6.7,23.7,2.858,0.116,19.7,213,18300,0.248,1.843,3900
2016/06,7.3,6.9,4.6,8.1,22.4,3.481,0.123,24.2,281,100,0.745,1.467,12
2016/07,7,6.9,2.9,7.2,27.9,2.324,0.15,26.3,178,16000,0.239,1.421,2200
2016/08,7.3,5.4,3.7,8.9,21.3,2.126,0.141,29.6,268,300,0.243,0.821,40
2016/09,7,6.9,3.5,7.4,13.5,2.447,0.134,23.8,191,1500,0.331,1.519,30
2016/10,7.1,8.2,3.4,8.1,34.1,3.149,0.275,19.7,185,8000,0.355,1.882,1000
2016/11,7.3,9.8,3,5.5,14.5,3.727,0.111,12.9,285,400,0.404,2.412,120
2016/12,7.4,11.6,3.5,6,9.6,4.374,0.08,8,349,100,0.573,3.065,10
2017/01,7.3,12.4,2.9,6.8,9,4.429,0.097,5.4,346,70,0.746,2.91,2
2017/02,8.3,13.5,6.5,11,22.4,5.129,0.102,4.9,385,90,0.457,3.594,1
2017/03,7.7,11.2,3.9,7.9,12,5.711,0.068,8.5,407,20,1.773,2.966,1
2017/04,7.4,12.1,5.6,9.4,10.2,5.336,0.078,15.6,362,80,1.643,2.462,1
2017/05,7.5,9.5,3.3,8.9,10.8,3.728,0.059,21.1,356,80,0.79,1.826,4
2017/06,7.2,7.7,3.9,12.5,26.7,3.847,0.096,23.9,373,300,0.97,1.729,4
2017/07,6.8,5.1,4,9.5,29.6,3.315,0.13,27.4,273,400,1.039,1.788,200
2017/08,7,5.6,3.8,7.9,22.2,3.117,0.148,27.6,234,100,0.99,1.415,50
2017/09,6.8,7.4,2.9,6.9,14.8,2.144,0.101,23.8,167,400,0.152,1.385,50
2017/10,7.2,8.3,3.5,6.4,15.1,2.717,0.085,18.7,263,200,0.491,1.635,50
2017/11,7.5,11.2,3.3,7.2,13.7,4.118,0.059,11.8,369,50,0.689,2.524,2
2017/12,7.9,11.4,2.6,6.7,9.5,5.091,0.067,6.3,471,12,1.067,3.135,1
2018/01,8.2,13,5.7,11.1,15.3,6.747,0.119,3.8,474,44,2.313,3.274,2
2018/02,8.6,14.9,5.2,10,12.9,6.701,0.107,3.8,465,5,2.794,2.761,2
2018/03,7.5,9.2,3,7.9,9.7,7.046,0.102,10.1,401,800,3.458,2.403,200
2018/04,7.7,8.6,3.9,7.9,17.9,4.435,0.098,15.4,271,30,1.593,1.821,10
2018/05,7.6,7,3.6,8.2,14.9,3.502,0.081,21.1,280,300,1.051,1.602,30
2018/06,7.9,6.2,4.3,11.9,15.9,3.163,0.085,25.4,323,100,0.776,1.199,1
2018/07,8.4,8.2,4.7,10.5,27.2,2.531,0.118,28,214,20000,0.235,1.232,1100
2018/08,8.4,7.7,5.2,14.5,26.7,2.4,0.168,30.8,344,100,0.503,0.883,30
2018/09,7.2,7.1,3.6,7.4,20.4,2.591,0.108,24.2,183,400,0.21,1.563,190
2018/10,7.7,8.6,3,7.3,17.7,2.558,0.109,18.4,229,300,0.187,1.875,33
2018/11,7.9,9.4,3.6,7.5,11.5,3.592,0.099,12.7,332,400,1.02,2.158,12
2018/12,8.6,14.1,4.2,10.1,13.1,4.371,0.092,7.8,392,4000,1.18,2.743,150
2019/01,8.5,15.9,4.7,10.1,17.4,6.836,0.103,4.4,439,40,1.333,4.063,20
2019/02,8.9,15.9,6.1,13.1,18.2,6.029,0.132,5.1,411,220,1.965,2.964,10
2019/03,8,8.3,3.9,8.3,11,5.893,0.108,10.2,399,100,2.536,2.356,1
2019/04,8.6,11.1,4.4,9.2,11.8,4.814,0.152,14.2,350,80,1.938,2.013,5
2019/05,7.5,7.2,4,8.6,13.5,3.708,0.134,19.4,327,8,1.632,1.73,0
2019/06,8.2,6.1,4.7,11.2,19.1,2.979,0.117,23.8,275,55,1.019,1.594,20
2019/07,7.9,8.8,3.8,9.6,18.4,2.641,0.121,26.5,191,2900,0.297,1.689,1300
2019/08,7.9,7.9,3.8,8.6,16,1.999,0.119,28.3,194,98,0.305,1.229,1
2019/09,7.3,6.8,2.8,6.9,17.7,2.511,0.128,23.4,173,330,0.243,1.674,97
2019/10,7.7,8.6,2.4,5.3,11.2,3.072,0.082,19.8,230,2100,0.173,2.325,410
2019/11,8.1,10.4,3.5,7,12.3,3.692,0.047,14.4,337,450,0.259,2.738,10
2019/12,7.8,11.5,3.6,7.1,7.4,5.379,0.055,8.5,409,2000,1.75,3.046,520
