date,BOD,COD,SS,TN,TP,TOC,TC,NH3N,PO4P,Chla,FC,Flow,Rain,time
2018-07-30,8.8,15.9,26.6,6.113,0.202,10.9,1700,2.794,0.039,150.6,510,9.71,0,2036
2018-08-06,9,15.8,20.9,7.394,0.224,10.2,3300,3.814,0.026,174.7,850,7.253,0,2043
2018-08-13,7.4,12.8,11.7,4.901,0.345,9.9,69000,4.074,0.224,54.6,10000,12.018,18.8,2050
2018-08-20,7.1,13.5,12.2,5.998,0.124,8.8,1900,2.894,0.026,85.3,410,7.245,0,2057
2018-08-28,3.3,9.6,48.1,1.878,0.215,6.6,57000,0.371,0.082,5.6,30000,217.329,277.9,2065
2018-09-03,3,6,10.3,3.338,0.24,5.5,57000,1.545,0.136,2.6,26000,28.952,100.4,2071
2018-09-10,3.6,7.7,6.8,5.606,0.194,6,180000,3.313,0.138,15.7,91000,14.625,98.7,2078
2018-09-17,6,9.9,13.6,4.811,0.214,7.7,150000,3.057,0.136,54.3,110000,15.826,9.3,2085
2018-09-27,6.4,11.3,10.4,5.748,0.11,7.4,16000,2.15,0.022,41.4,4500,11.305,20.7,2095
2018-10-01,7,9.8,9.7,4.237,0.092,8.5,11000,2.362,0.026,72.8,3100,10.083,0,2099
2018-10-08,4.2,8.8,14.9,3.402,0.323,7.5,120000,1.72,0.255,6.2,40000,27.903,111.8,2106
2018-10-15,3.8,7.1,8.4,5.342,0.096,6,2700,2.109,0.034,27.3,2100,12.326,4.3,2113
2018-10-22,4.1,7.1,7.8,5.273,0.138,6.9,3400,2.268,0.015,26.3,1100,5.575,0,2120
2018-10-29,5.2,6.8,6.8,6.458,0.141,8.3,11000,3.527,0.018,36.2,3600,8.431,8.8,2127
2018-11-05,4.2,7.6,5.4,5.767,0.155,7.6,6600,2.155,0.019,31.8,580,6.875,0.1,2134
2018-11-12,5.9,10.9,13.4,5.008,0.394,9.5,120000,2.689,0.173,36.9,80000,11.748,36.6,2141
2018-11-19,5.1,10,11.3,5.873,0.154,8.4,8100,2.429,0.046,73.2,1700,7.934,3.4,2148
2018-11-26,5.3,10.2,12.1,6.104,0.134,8.9,30000,2.68,0.027,85.5,7300,7.336,7.2,2155
2018-12-03,4.1,8.7,10.9,6.814,0.115,8.2,23000,2.495,0.026,77.5,12000,17.461,0,2162
2018-12-10,4.2,8.7,9.3,6.078,0.231,8.7,41000,2.681,0.067,74,2500,11.589,28.3,2169
2018-12-17,3.8,8.1,8.2,7.134,0.113,7.8,1800,2.61,0.022,45.8,90,14.4,1.1,2176
2018-12-24,3.7,7.9,9.6,6.647,0.099,7.6,2100,2.436,0.035,51.3,170,7.536,3,2183
2019-01-07,5.4,8.5,7.3,9.091,0.165,8.5,400,3.55,0.028,31.4,30,6.029,0,2197
2019-01-14,3.5,7.4,10.1,9.184,0.171,8,220,3.591,0.037,44.7,26,6.814,3.9,2204
2019-01-21,4.2,8.5,10,9.308,0.136,6.7,300,4.264,0.025,32.4,32,6.606,2.2,2211
2019-01-28,5.5,11.4,13,9.21,0.145,8.9,2000,4.482,0.007,59.6,46,6.281,0,2218
2019-02-07,6.6,14.2,20.8,5.577,0.246,11.3,11000,2.636,0.033,99,3900,7.706,10.3,2228
2019-02-11,6.6,13.6,17.7,9.075,0.151,9.2,4200,4.231,0.019,121.4,130,6.805,0,2232
2019-02-18,5.9,13.5,20.3,8.1,0.19,10.9,2700,4.253,0.009,92.2,80,6.763,0,2239
2019-02-25,7.1,14.9,17.6,7.637,0.194,10.7,15000,3.988,0.012,148.2,620,7.848,19.1,2246
2019-03-04,5.2,10.7,10.1,8.738,0.112,8.7,900,5.474,0.012,68.1,30,6.728,0.6,2253
2019-03-11,6,12.2,11.5,9.938,0.181,9.3,59000,6.386,0.014,76.8,6200,6.155,9.9,2260
2019-03-18,6.9,14.7,14.2,8.278,0.26,9.9,3500,5.685,0.016,80.5,100,5.857,1.9,2267
2019-03-25,5.9,12.4,12.8,6.13,0.223,8,27000,3.033,0.066,41.4,800,16.455,20.7,2274
2019-04-01,5.5,11.3,22.4,8.005,0.2,8.9,6300,3.618,0.024,24.1,130,18.307,1.4,2281
2019-04-08,7.2,15.6,21.2,8.106,0.58,11.1,53000,5.769,0.268,26,9500,13.035,8.9,2288
2019-04-15,5.8,12.5,28.5,5.834,0.349,8.8,23000,3.224,0.019,84,1300,21.184,38.7,2295
2019-04-22,5.8,12.7,18,6.98,0.253,8.5,2200,4.554,0.021,70.5,240,14.51,0.5,2302
2019-04-30,5.8,12.2,59.1,3.922,0.407,8.3,310000,2.428,0.156,16.2,61000,25.249,36.3,2310
2019-05-07,4.7,9.7,13.5,6.186,0.147,7.3,3600,3.514,0.023,41.1,250,7.723,0.3,2317
2019-05-13,5.5,11.9,12.3,6.702,0.192,8.4,1500,4.021,0.019,79,220,5.984,0,2323
2019-05-20,4.3,9.7,10.7,4.323,0.181,7,7000,1.271,0.038,42.5,1600,13.853,49.3,2330
2019-05-28,4.5,9.8,16.5,3.15,0.269,8,240000,1.763,0.101,35.9,76000,36.764,27.5,2338
2019-06-03,6.3,13.5,16.4,4.318,0.195,10.9,1400,2.49,0.016,68.7,360,21.386,2,2344
2019-06-10,5.4,11.1,10.8,3.511,0.247,8,30000,2.037,0.085,34.6,1300,21.006,32.7,2351
2019-06-17,6.9,14.9,13.2,4.374,0.225,8.6,4700,2.197,0.009,77.6,21,7.44,16,2358
2019-06-24,6.8,14.4,16.9,5.528,0.132,9.3,40000,3.397,0.037,74.4,7800,8.625,0.8,2365
2019-07-02,4.8,10.8,21.4,4.91,0.217,8.7,77000,2.785,0.15,8.3,74000,31.49,108.5,2373
2019-07-08,4.8,14.6,14.6,4.727,0.127,10.7,1400,2.016,0.02,67.1,540,17.809,12.4,2379
2019-07-15,4.4,10.4,14.9,4.924,0.163,11.1,42000,2.685,0.025,63.7,900,9.6,38.8,2386
2019-07-23,3.5,8.3,8.1,3.651,0.154,8.1,72000,1.52,0.114,5.9,22000,41.395,103.5,2394
2019-07-29,2.8,7,15.4,2.39,0.153,7.7,82000,0.633,0.088,4.3,29000,72.506,73.7,2400
2019-08-05,4.6,10,9,3.816,0.165,5.9,1000,1.529,0.005,65.4,320,9.967,13.8,2407
2019-08-12,3.1,12.8,39.7,3.724,0.305,11,210000,1.989,0.188,22.1,79000,155.564,17.1,2414
2019-08-19,5.1,10.2,20.2,4.803,0.151,10.3,2400,1.756,0.019,106.9,800,12.8,2.1,2421
2019-08-26,3.3,7.1,10,3.33,0.102,7.1,6200,1.024,0.04,15.3,12000,27.34,35.9,2428
2019-09-03,3.8,6.4,8.7,3.69,0.078,4.9,7900,1.444,0.035,40.7,5700,36.966,15.6,2436
2019-09-10,3.5,7,9.2,3.045,0.238,4.9,96000,1.189,0.178,5.4,15000,46.592,57.7,2443
2019-09-16,4.6,8.1,6.1,3.832,0.072,5.5,2200,1.337,0.003,43.8,590,20.979,0.3,2449
2019-09-24,2.8,6.6,11.5,2.883,0.162,4.4,150000,0.684,0.14,4.2,60000,73.722,101.9,2457
2019-09-30,4.1,7.2,8.5,3.606,0.093,4.8,3300,1.034,0.007,47.8,2000,27.399,0,2463
2019-10-07,1.2,4.7,5.3,3.397,0.079,3.1,6300,0.689,0.043,3.2,2400,43.254,141.5,2470
2019-10-14,3.7,6,9.6,3.984,0.055,5.3,2000,0.906,0.017,29.4,280,27.438,7.4,2477
2019-10-21,4.8,7.2,14.3,4.452,0.06,5.1,4100,0.94,0.002,65.9,650,20.164,1,2484
2019-10-28,5.8,8.2,11.9,4.791,0.056,7.4,600,1.763,0.002,88.7,200,8.7,0,2491
2019-11-04,5.9,9.3,14,6.094,0.071,8.4,520,1.886,0.033,86,130,6.814,0,2498
2019-11-11,4.8,7.4,7.5,6.901,0.079,6.6,3900,2.949,0.064,26.9,390,4.9,9.8,2505
2019-11-18,3.9,8.2,4.7,5.876,0.124,7.4,3700,3.189,0.108,32.8,510,42.926,5.3,2512
2019-11-25,5.4,9,8.6,6.574,0.07,8.3,500,2.831,0.038,62.2,170,24.99,7.7,2519
2019-12-02,5.1,9.5,12,7.876,0.223,8.3,52000,4.035,0.111,48.2,12000,19.678,18.3,2526
2019-12-09,6.8,13.5,20.9,6.82,0.097,10.2,2300,2.805,0.004,99.5,310,9.533,0,2533
2019-12-16,6.5,9.8,11.7,7.676,0.082,8,1100,2.929,0.01,74.6,150,10.534,0.1,2540
2019-12-23,5.9,9,11.5,6.246,0.062,7.3,1500,2.222,0.002,58.8,210,10.533,2.6,2547
