date,BOD,COD,SS,TN,TP,TOC,TC,NH3N,PO4P,Chla,FC,Flow,Rain,time
2018-11-26,1.8,4.6,4,2.069,0.064,5.3,1300,0.005,0.035,18.9,170,1.709,7.2,2155
2018-12-03,2.8,5.2,6.9,2.005,0.072,5.3,15000,0.008,0.019,54.6,4000,3.941,0,2162
2018-12-10,1.6,4.2,3.2,2.383,0.068,5,800,0.056,0.033,9.8,70,4.098,28.3,2169
2018-12-17,1.3,3.9,3.8,2.938,0.076,4.5,900,0.153,0.046,4.5,60,3.644,1.1,2176
2018-12-24,1.4,4,4,2.708,0.068,4.6,900,0.093,0.037,4.9,260,3.089,3,2183
2019-01-07,1.1,4.5,2.9,2.61,0.072,4.8,900,0.105,0.016,6.5,140,2.906,0,2197
2019-01-14,1.5,3.4,3.3,2.889,0.058,4.9,600,0.209,0.015,6.2,240,2.797,3.9,2204
2019-01-21,1.7,3.9,4.6,2.801,0.08,3.4,280,0.046,0.018,18.8,140,2.528,2.2,2211
2019-01-28,2.6,5.2,7.5,2.539,0.081,4.2,310,0.006,0.007,34.7,190,2.363,0,2218
2019-02-07,2.3,7.1,9.1,2.664,0.092,5.3,2000,0.269,0.043,36.4,350,3.129,10.3,2228
2019-02-11,2.8,5.7,5,2.739,0.097,4.8,2000,0.21,0.046,32.4,80,2.29,0,2232
2019-02-18,2.9,6.6,10.7,2.42,0.111,6.1,400,0.02,0.009,31.6,150,2.738,0,2239
2019-02-25,3.1,6.8,9.3,2.184,0.099,6.2,500,0.022,0.014,63.8,180,2.551,19.1,2246
2019-03-04,4.5,8.4,17.5,1.778,0.117,7.2,5500,0.024,0.022,81.7,120,1.663,0.6,2253
2019-03-11,4.3,9,13.6,1.848,0.184,7.2,2700,0.044,0.01,76.5,1200,2.259,9.9,2260
2019-03-18,4,9.8,19,1.73,0.182,7.9,1200,0.024,0.01,70.7,3,1.744,1.9,2267
2019-03-25,4.8,8.7,17.8,1.657,0.196,7,800,0.05,0.013,79,60,2.339,20.7,2274
2019-04-01,4,8.6,17.3,1.246,0.138,5.5,1200,0.041,0.011,32.6,8,1.744,1.4,2281
2019-04-08,4.1,8.8,12.6,1.564,0.151,7.8,30,0.357,0.012,89.6,4,2.154,8.9,2288
2019-04-15,3.8,8.3,12.8,1.651,0.144,7.5,100,0.263,0.008,55.9,12,1.711,38.7,2295
2019-04-22,5.9,12.6,14,1.232,0.214,9.3,210,0.018,0.015,60.9,92,2.202,0.5,2302
2019-04-30,3.7,9.1,10.8,1.326,0.159,5,13000,0.146,0.054,25,3600,6.405,36.3,2310
2019-05-07,4.1,8.9,14.3,0.864,0.128,6.9,520,0.022,0.011,64.7,82,2.105,0.3,2317
2019-05-13,3.9,8.6,9.1,1.331,0.142,7.2,280,0.11,0.014,47.8,85,1.056,0,2323
2019-05-20,2.7,9,14.9,1.76,0.158,6,3700,0.338,0.061,25.1,520,6.579,49.3,2330
2019-05-28,4.1,8.9,26.9,2.05,0.194,7.5,27000,0.616,0.079,24.7,2200,11.052,27.5,2338
2019-06-03,3.9,8.8,10.8,2.04,0.149,7.8,2900,0.267,0.057,16.6,490,6.849,2,2344
2019-06-10,3.4,9.4,13.4,1.863,0.185,7.4,4800,0.232,0.078,11.4,2900,7.835,32.7,2351
2019-06-17,2.8,9.6,7.2,1.868,0.137,7.1,2100,0.119,0.042,16.4,23,2.227,16,2358
2019-06-24,3.9,11.2,10.6,1.509,0.104,9.1,1800,0.091,0.035,23.5,350,4.404,0.8,2365
2019-07-01,4.5,10.2,11,2.417,0.154,8,2300,0.329,0.112,8.3,760,7.985,108.5,2372
2019-07-08,3.7,8.5,8,1.382,0.102,8.2,36000,0.033,0.05,21,6100,6.799,12.4,2379
2019-07-15,2,6.5,5.6,1.3,0.075,6.4,1200,0.009,0.039,8.4,420,4.022,38.8,2386
2019-07-23,1.3,6,10.9,2.203,0.077,4.4,20000,0.058,0.057,3.5,4300,15.345,103.5,2394
2019-07-29,1.5,6.2,17.2,1.978,0.102,5.3,30000,0.088,0.062,4.8,4400,30.941,73.7,2400
2019-08-05,3.3,6.9,6.6,1.222,0.096,6.3,36000,0.004,0.005,44.7,500,3.542,13.8,2407
2019-08-12,3.5,8.1,9.3,1.037,0.106,7.1,4300,0.08,0.059,20.3,2500,9.793,17.1,2414
2019-08-19,2.1,10.8,5.8,0.763,0.072,8.8,1100,0.01,0.039,11.9,350,4.263,2.1,2421
2019-08-26,1.4,5.9,4.9,1.499,0.08,5.6,6500,0.06,0.058,5.6,3900,9.197,35.9,2428
2019-09-03,1.6,6.3,2.9,1.854,0.069,5.8,5200,0.057,0.045,4.8,3000,9.837,15.6,2436
2019-09-10,1.6,6.5,5,1.715,0.096,4.5,3800,0.032,0.082,2.7,2600,10.477,57.7,2443
2019-09-16,1.7,5.2,4.6,1.501,0.08,3.8,3900,0.038,0.054,10.2,530,4.004,0.3,2449
2019-09-24,1.6,6.1,5.5,2.122,0.079,4.1,31000,0.028,0.066,4.2,7100,19.172,101.9,2457
2019-09-30,1.5,4.6,2.9,1.452,0.061,3.7,5500,0.03,0.037,10.7,2900,8.912,0,2463
2019-10-07,1.1,4.1,4.2,2.174,0.066,2.6,23000,0.071,0.042,3.7,5900,13.89,141.5,2470
2019-10-14,1,4,3.1,2.472,0.056,2.9,2100,0.016,0.038,2.6,290,3.902,7.4,2477
2019-10-21,1.2,4.8,4.4,1.553,0.04,3,7300,0.03,0.012,12.5,5200,6.455,1,2484
2019-10-28,2,5.4,4.6,1.671,0.031,4.6,900,0.006,0.002,21.4,330,2.997,0,2491
2019-11-04,3.9,7.6,11.3,1.662,0.083,7.4,760,0.009,0.008,85.9,210,2.106,0,2498
2019-11-11,2.5,6.4,9.1,2.016,0.076,5.9,5500,0.11,0.04,12.2,3400,3.788,9.8,2505
2019-11-18,3.8,6.8,16.2,2.124,0.087,5.7,17000,0.067,0.036,41.4,4600,5.937,5.3,2512
2019-11-25,3.5,7,9.1,2.094,0.063,6.9,4200,0.012,0.018,61.4,710,2.458,7.7,2519
2019-12-02,4.4,6.2,8.3,2.071,0.038,6,13000,0.039,0.026,51.4,3500,5.455,18.3,2526
2019-12-09,3,5.6,5.7,2.426,0.053,5.3,600,0.006,0.01,21.6,220,3.114,0,2533
2019-12-16,2.4,4.9,7.1,2.735,0.059,4.7,2400,0.029,0.014,36,140,3.848,0.1,2540
2019-12-23,1.7,3.8,3,2.996,0.071,3.5,2400,0.233,0.048,3.1,170,2.84,2.6,2547
