date,s_WT_obs,s_WL_obs,s_Flow_obs,s_WT_sim,s_WL_sim,s_Flow_sim,j_WT_obs,j_WT_sim
2018-10-20,17.38571429,2.68,5.77,17.13467611,2.806912639,14.19597272,17,18.45616528
2018-10-21,17.24285714,2.67,5.35,17.89263903,2.799813333,14.73094942,16.9,18.42933958
2018-10-22,17.1,2.7,5.58,17.27555333,2.790969792,15.64733909,16.8,18.43532778
2018-10-23,16.94285714,2.68,5.79,16.42815042,2.805156528,15.83582094,16.72857143,18.39588333
2018-10-24,16.78571429,2.67,5.48,17.25664847,2.797264583,14.20774023,16.65714286,18.37301667
2018-10-25,16.62857143,2.68,5.38,17.13321611,2.803894861,14.85105961,16.58571429,18.40012778
2018-10-26,16.47142857,2.72,6.15,15.09762056,2.796044861,15.92672586,16.51428571,18.35559931
2018-10-27,16.31428571,2.67,6.01,13.68327514,2.795429514,13.9680482,16.44285714,17.98184931
2018-10-28,16.15714286,2.67,5.14,14.36791861,2.805655972,14.57218225,16.37142857,17.53837778
2018-10-29,16,2.69,7.66,14.64963014,2.800836875,17.01017696,16.3,17.35977361
2018-10-30,15.8,2.7,7.97,13.90153236,2.804107708,15.597267,15.94285714,17.16880486
2018-10-31,15.6,2.67,7.74,13.27099889,2.793606528,13.9834139,15.58571429,16.86810278
2018-11-01,15.4,2.67,7.51,13.41666274,2.801045347,12.71810616,15.22857143,16.53073264
2018-11-02,15.2,2.67,7.3,14.21047236,2.786099792,14.01440666,14.87142857,16.48779931
2018-11-03,15,2.67,7.12,14.67845181,2.797465764,11.58835463,14.51428571,16.67350417
2018-11-04,14.8,2.66,7.02,14.88565181,2.794564444,13.96203823,14.15714286,16.80184236
2018-11-05,14.6,2.66,6.88,14.84743958,2.797028472,12.0722599,13.8,16.92375694
2018-11-06,14.67142857,2.66,6.76,14.87422889,2.797819653,11.36361693,13.8,16.98845069
2018-11-07,14.74285714,2.67,6.8,14.45933264,2.79806875,16.93842724,13.8,16.98411736
2018-11-08,14.81428571,3.03,18.84,13.11706722,2.832600208,30.05584658,13.8,16.93006736
2018-11-09,14.88571429,2.81,41.47,13.33356347,2.833837083,36.40133249,13.8,17.19029097
2018-11-10,14.95714286,2.76,24.06,13.85714681,2.821804306,24.86586053,13.8,17.3148
2018-11-11,15.02857143,2.71,12.5,13.63877625,2.798849722,18.5966025,13.8,17.24041944
2018-11-12,15.1,2.71,11.75,14.00487264,2.809338194,17.05332604,13.8,16.88989583
2018-11-13,14.77142857,2.69,8.91,12.80313607,2.805324653,17.04075435,13.41428571,16.73687708
2018-11-14,14.44285714,2.7,8.27,12.65958389,2.733416181,15.05068301,13.02857143,16.42990625
2018-11-15,14.11428571,3.98,4.55,14.65321815,3.687278194,-12.68690653,12.64285714,16.17874028
2018-11-16,13.78571429,4.9,1.6,15.09539083,4.660265903,-7.626282944,12.25714286,15.98610903
2018-11-17,13.45714286,5.49,1.9,14.27814458,5.307600694,-1.131118124,11.87142857,15.62265694
2018-11-18,13.12857143,5.96,2.21,13.33689778,5.733619306,10.63188791,11.48571429,15.08261944
2018-11-19,12.8,6.03,11.91,12.32673181,5.854465903,24.07253833,11.1,14.44149097
2018-11-20,12.55714286,5.99,13.44,11.54183486,5.842959028,24.86263389,10.95714286,13.90971944
2018-11-21,12.31428571,6.02,12.3,10.83871097,5.848400278,23.17639919,10.81428571,13.33617361
2018-11-22,12.07142857,6.03,12.62,10.05107692,5.856976111,25.84872097,10.67142857,12.48591806
2018-11-23,11.82857143,5.99,16.37,9.408055319,5.854434514,24.19599194,10.52857143,11.42333125
2018-11-24,11.58571429,6.1,14.02,8.9514115,5.902791181,26.35657347,10.38571429,10.54502847
2018-11-25,11.34285714,6.02,16.16,8.879918806,5.867511181,28.52902917,10.24285714,10.07270174
2018-11-26,11.1,6.04,12.33,8.874414736,5.869776458,26.26844736,10.1,9.78641375
2018-11-27,11.22857143,6.03,11.47,9.04131625,5.862310278,26.98645833,10.3,9.646366528
2018-11-28,11.35714286,5.99,14.13,9.327888167,5.844173333,25.53730153,10.5,9.509445764
2018-11-29,11.48571429,6.04,10.6,9.274045403,5.863714444,25.23590014,10.7,9.108947153
2018-11-30,11.61428571,6.02,12.68,9.487804667,5.850903403,28.03740222,10.9,8.953648889
2018-12-01,11.74285714,5.97,14.21,9.596759681,5.816969514,27.25718375,11.1,8.857260278
2018-12-02,11.87142857,5.98,13,9.577422875,5.816455139,26.00678972,11.3,8.72801375
2018-12-03,12,6.01,17.45,9.876418639,5.818573958,34.91730208,11.5,8.869209931
2018-12-04,11.14285714,6.04,30.04,10.14883363,5.820927917,40.62571764,10.5,8.9701825
2018-12-05,10.28571429,5.97,21.77,10.26409054,5.792401042,37.03191194,9.5,8.999098264
2018-12-06,9.428571429,5.94,19.93,9.954255708,5.809944306,25.50018111,8.5,9.004426736
2018-12-07,8.571428571,6.18,11.4,8.979742556,5.940057153,28.79940639,7.5,8.526455625
2018-12-08,7.714285714,5.96,17.68,7.264839931,5.825900208,36.12318819,6.5,7.455625833
2018-12-09,6.857142857,5.94,14.96,5.747936528,5.783020347,27.96751778,5.5,6.430006528
2018-12-10,6,6.02,11.46,4.393141542,5.832538125,26.96083042,4.5,5.482840764
2018-12-11,6.1,6.01,14.97,3.406367972,5.840330069,28.47145833,4.542857143,4.799137986
2018-12-12,6.2,5.99,14.94,2.662292347,5.822838194,28.54697778,4.585714286,4.088835
2018-12-13,6.3,5.95,15.05,2.289721361,5.800933194,26.22863806,4.628571429,3.682128819
2018-12-14,6.4,6.01,11.11,2.235073958,5.837824306,24.66870542,4.671428571,3.438911319
2018-12-15,6.5,6.02,13.68,2.235310375,5.849456875,26.93687056,4.714285714,3.200962222
2018-12-16,6.6,6.01,14.4,2.407186333,5.843418958,27.20450361,4.757142857,3.050280278
2018-12-17,6.7,6,14.4,2.579061292,5.832112847,27.08259292,4.8,2.867216597
2018-12-18,7.014285714,5.97,14.29,2.880613917,5.820209444,25.17703056,5.142857143,2.768603194
2018-12-19,7.328571429,6.02,11.54,3.232922472,5.840595972,25.37069958,5.485714286,2.725695556
2018-12-20,7.642857143,5.98,14.01,3.608513583,5.832745694,24.90897028,5.828571429,2.714102778
2018-12-21,7.957142857,6.03,7.29,3.789157278,5.858740556,23.81651847,6.171428571,2.602423958
2018-12-22,8.271428571,6,8.57,4.147876889,5.847761111,25.44341931,6.514285714,2.663392569
2018-12-23,8.585714286,6,7.85,4.745171847,5.842866319,25.00811819,6.857142857,3.007973472
2018-12-24,8.9,6,7.5,4.82671575,5.837253472,25.54880111,7.2,3.192222986
2018-12-25,8.692857143,5.99,8.25,4.744322597,5.829367639,25.11687875,6.964285714,3.226833472
2018-12-26,8.485714286,5.99,8.25,4.900507264,5.828982083,23.82776875,6.728571429,3.380750417
2018-12-27,8.278571429,5.98,7.81,4.553786833,5.81661375,23.18128214,6.492857143,3.318939792
2018-12-28,8.071428571,5.97,7.37,3.823940403,5.807100764,24.43760153,6.257142857,2.965934583
2018-12-29,7.864285714,5.98,6.93,3.033505944,5.807054653,24.67733653,6.021428571,2.498213264
2018-12-30,7.657142857,5.96,7.8,2.506057111,5.798878194,24.1831276,5.785714286,2.197312569
2018-12-31,7.45,5.98,6.97,2.351944,5.81391,14.52794,5.55,2.13949
