지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),안개 계속시간(hr)
156,2020-03-21,14.2,6.4,612,23.3,1430,,,,,,,10.6,250,1555,6.2,200,1503,2.2,1912,5.4,34,1,57.5,9.6,1004.8,1016.1,951,1009.9,1656,1013.4,12.2,10.4,1200,2.9,20.66,,,,,,.4,.4,16.2,2.8,,,,,,,,,,3.6,5.1,,
156,2020-03-22,14.6,8.9,2332,21.9,1345,,,,,,,11.1,320,1716,5,50,853,1.9,1658,1.4,16,1559,48.4,7.8,1005.2,1018.2,2336,1011.2,1416,1013.8,12.2,10.2,1200,3.25,23.12,,,,,,3.3,1.8,18.3,5.6,,,,,,,,,,5,7.2,,
156,2020-03-23,10.8,5.5,708,18.6,1431,,,,,,,8.2,250,1339,3.5,270,1330,1.5,1338,-1.2,14,1356,46,5.8,1010.3,1020.7,851,1017.2,1558,1019,12.3,11.3,1200,3.16,23.7,,,,,,0,0,14.8,1.2,,,,,,,,,,4,5.7,,
156,2020-03-24,11.4,4.7,546,20,1623,,,,,,,6.9,270,1637,3.2,250,1645,1.2,1025,1.1,16,1531,55.9,6.8,1012,1022.6,846,1018.6,1523,1020.7,12.3,11.1,1200,3.24,23.37,,,,,,0,0,15.4,.3,,,,,,,,,,4.2,6,,
156,2020-03-25,14.2,6.2,604,21.6,1544,,,,,,,7.8,180,1721,4.4,180,1429,1.7,1460,1.6,23,1422,46.9,7,1011.8,1022.6,954,1018,1700,1020.5,12.3,10.3,1200,3.25,23.13,,,,,,3.5,1.8,17.9,2.3,,,,,,,,,,4.4,6.3,,
156,2020-03-26,13.7,10.6,329,16.8,1625,14.37,,,,,17.7,5.6,180,1605,2.9,50,757,1,870,12.8,39,38,94.5,14.9,1006.6,1020.1,41,1011.6,1843,1015.2,12.4,0,1300,.52,3.42,,,,,,10,5.9,13.5,10.1,,,,,,,,,,.6,.9,,
156,2020-03-27,10.5,5.1,2353,15.4,207,6.6,,,,,5.1,8.9,320,1920,4.1,50,2347,1.6,1379,7.8,60,1804,84.4,11.3,1006.1,1021.3,2317,1009,353,1014.8,12.4,3.1,1500,2.11,8.16,,,,,,7,4.4,11.9,4.4,,,,,,,,,,1.6,2.3,,
156,2020-03-28,7.3,4.8,550,10.9,1518,,,,,,,10.4,50,840,4.8,50,741,2.3,1993,-5.1,25,1024,42.8,4.2,1012,1022.3,2345,1018.9,1520,1020.9,12.4,0,1300,1.63,10.92,,,,,,8.4,6.6,8.1,1.8,,,,,,,,,,2,2.9,,
156,2020-03-29,9,2.1,610,16.9,1430,,,,,,,8,270,1423,4,250,1613,1.2,1071,-.5,31,1433,52.8,5.9,1012.8,1023.6,856,1019.1,1522,1021.6,12.5,7.8,1100,3.17,21.61,,,,,,4.1,2.5,12.1,-1.2,,,,,,,,,,3.2,4.6,,
156,2020-03-30,11.9,8,622,18.8,1524,,,,,,,6.8,320,1738,3.5,200,2004,1.1,990,3.1,33,1525,56.5,7.6,1011.6,1022,920,1017.5,1612,1020.4,12.5,10.7,1200,3.03,22.79,,,,,,5.6,2.6,14.9,5.9,,,,,,,,,,3.6,5.1,,
156,2020-03-31,12.8,5.8,635,21,1504,,,,,,,6.7,290,1714,3,290,1704,1.1,981,2.6,25,1351,53.9,7.5,1008.4,1021.3,35,1013.4,1652,1017,12.5,10.8,1300,3.08,23.1,,,,,,3.5,1.1,16,3.3,,,,,,,,,,3.8,5.4,,
156,2020-04-01,10.7,6.6,2400,17.7,1323,2.67,0,,0,,0,11.4,320,1509,4.3,290,1411,1.9,1616,.1,25,1714,50.1,6.4,1007.5,1020.3,2244,1013.9,413,1016.2,12.6,7.7,1300,3,19.81,,,,,,4.6,3.1,14.7,4.3,,,,,,,,,,3.4,4.9,,
156,2020-04-02,10.6,4.8,627,18.5,1543,,,,,,,6.4,50,959,3.9,50,1012,1.3,1161,-2.8,18,1618,42.5,5.1,1013.8,1024.3,1029,1019.5,9,1022.6,12.6,10.2,1200,3.09,22.29,,,,,,2.8,.4,14.8,1.3,,,,,,,,,,4,5.8,,
156,2020-04-03,10.9,3.9,610,18.4,1434,,,,,,,9,320,1758,3.2,290,1641,1.3,1139,-4.4,19,1206,35.9,4.5,1013.3,1024.3,218,1019.3,1525,1022.1,12.7,11.6,1200,3.35,24.75,,,,,,.8,.4,15.1,.2,,,,,,,,,,4.5,6.5,,
156,2020-04-04,8.9,4.4,629,17.3,1228,,,,,,,9,360,1855,4.1,20,1845,1.8,1582,-2.8,18,1556,45.6,5.1,1012.5,1023.4,2237,1019,1350,1021.3,12.7,11.6,1200,3.28,25.23,,,,,,0,0,14.7,.5,,,,,,,,,,4.3,6.1,,
156,2020-04-05,7.8,2.9,629,14.8,1432,,,,,,,8.3,340,1455,3.5,290,1502,1.7,1462,-7.4,11,1246,37.1,3.7,1014.5,1024.7,933,1021.2,1602,1023.4,12.7,11.7,1200,3.56,27.18,,,,,,.6,0,14.8,-1.4,,,,,,,,,,4.5,6.4,,
156,2020-04-06,9.6,1.6,620,17.9,1325,,,,,,,7,320,1709,3.3,360,1331,1.2,1009,-5.5,9,1413,41,4.3,1012.3,1024.5,119,1017.7,1634,1021.1,12.8,8.7,1200,3.39,23.7,,,,,,4.4,1.9,15.3,-2.4,,,,,,,,,,4.1,5.9,,
156,2020-04-07,12.1,6,629,20,1359,,,,,,,7.6,270,1613,4.7,250,1620,1.5,1317,1,18,1307,50.5,6.9,1009,1019.6,5,1015.2,1712,1017.7,12.8,11.4,1200,3.28,24.02,,,,,,1.8,1,17.8,1.4,,,,,,,,,,4.1,5.9,,
156,2020-04-08,11.1,7.1,612,16.7,1307,,,,,,,9.6,270,1648,3.9,320,1231,1.5,1274,-7.8,6,1630,32.8,4,1010.8,1022.6,2201,1017.4,147,1019.6,12.8,11.6,1200,3.34,24.98,,,,,,0,0,17.1,2.4,,,,,,,,,,5.2,7.5,,
156,2020-04-09,9.8,4.6,539,16.1,1407,,,,,,,7.7,320,1606,3.4,270,1449,1.2,1012,-4,20,1146,39.1,4.6,1014.3,1025.7,2347,1021.2,1518,1023.1,12.9,10.4,1200,3.28,23.76,,,,,,2.1,2.1,16.9,0,,,,,,,,,,3.9,5.5,,
156,2020-04-10,10.7,7,624,16.6,1509,,,,,,,8,160,1554,4.4,200,1641,1.6,1342,.2,34,2,48.6,6.2,1016.3,1027.1,949,1023.1,1639,1025.1,12.9,3.7,1200,2.45,14.61,,,,,,7.1,6.9,17.9,3.7,,,,,,,,,,2.3,3.3,,
156,2020-04-11,7.8,5.8,2242,10.8,1311,13.08,.4,1513,1.4,1500,5.3,5.5,50,1417,3.1,20,2137,1.3,1091,4.3,53,1246,79.9,8.3,1011.9,1025.1,1,1017.1,2351,1020.8,12.9,0,1200,1.04,6.92,,,,,,9.8,6.6,10.6,6.1,,,,,,,,,,1.1,1.5,,
156,2020-04-12,8.6,4.7,553,15.6,1254,3,1.2,1801,1.2,1711,1.5,10.3,50,1457,5.5,50,1338,1.3,1164,4.6,40,1256,77.9,8.5,1004.1,1017.1,1,1010.8,1641,1012.8,13,4.4,1200,2.7,16.35,,,,,,6.1,4.3,11.4,2.4,,,,,,,,,,2.2,3.2,,
156,2020-04-13,9.5,5.2,416,14.8,1627,,,,,,,8.8,340,1554,4.1,50,1012,1.7,1466,.5,27,1358,56.9,6.5,1005.5,1018.3,2341,1011.5,232,1014.3,13,11.1,1200,3.19,24.01,,,,,,2.1,0,13.8,1.2,,,,,,,,,,3.6,5.1,,
156,2020-04-14,12.5,4.4,645,21.4,1411,,,,,,,6,250,1440,3.3,230,1316,1.1,918,-3.6,5,1631,41.9,5.1,1009.1,1020.3,912,1015.3,1717,1017.8,13,11.5,1200,3.55,27.14,,,,,,1.5,0,18.3,0,,,,,,,,,,5.3,7.5,,
156,2020-04-15,12.9,6.3,632,21,1541,,,,,,,9.3,270,1625,5.6,250,1633,1.1,961,-1.7,12,1413,39.5,5.4,1006.5,1017.3,1,1012.7,1600,1015.2,13.1,7.2,1100,3.09,21.2,,,,,,7.6,0,16.9,3.9,,,,,,,,,,4,5.7,,
156,2020-04-16,14.6,6.4,617,23,1424,,,,,,,10.4,180,1933,5.7,160,1934,2.2,1936,3.2,21,1419,49.4,7.8,1008.4,1019.4,945,1015.1,1646,1017,13.1,11.5,1200,3.53,27.09,,,,,,2.9,2.3,19.3,1.8,,,,,,,,,,5,7.1,,
156,2020-04-17,13.4,9.9,2354,17.7,1304,8.3,1,457,4.7,430,21.2,9.1,160,400,5,180,942,2.2,1888,10.8,59,18,85.6,13.1,1004.9,1017.3,514,1010.5,1714,1013.6,13.2,3.2,1200,3.11,11.3,,,,,,6.3,4.9,14.2,7.9,,,,,,,,,,1.7,2.4,,
156,2020-04-18,13,9.6,408,18.2,1529,.28,0,,0,,0,9.9,320,1400,2.8,20,1047,1.5,1256,8,50,1303,73.8,10.7,1008.4,1019.5,2204,1013,1,1017,13.2,9.5,1200,3.39,25.13,,,,,,4.8,4.8,16.4,7.9,,,,,,,,,,3.6,5.1,,
156,2020-04-19,11.5,9.9,1746,14.7,941,12.62,1.7,1823,7.9,1820,27.3,10.1,160,902,4.7,50,1715,2.1,1804,9.7,65,938,89.6,12,1003.8,1019.1,1,1007.4,2207,1012.5,13.2,0,1100,.48,3.66,,,,,,9.6,4.9,11.9,9.3,,,,,,,,,,.7,1,,
156,2020-04-20,11.6,8.4,514,17.9,1426,.85,0,,0,,0,9.5,250,1553,6.1,250,1616,1.8,1595,7.6,54,1403,78.5,10.6,1004.6,1016.7,2312,1008.7,1,1013.3,13.3,3.5,1300,2.84,16.68,,,,,,7.4,5.3,13.4,4.6,,,,,,,,,,2.7,3.8,,
156,2020-04-21,10,6.6,2400,14.4,1155,,,,,,,11.9,290,1410,5.4,360,1359,2.2,1908,-1.5,16,1412,47.3,5.7,1009,1020.6,2159,1015.5,227,1017.8,13.3,10.7,1200,3.61,27.93,,,,,,4.6,1.1,14.4,4.2,,,,,,,,,,4.9,7,,
156,2020-04-22,8.8,5.8,2321,13,1137,.03,0,,0,,0,14.2,230,1437,5.5,270,1305,2.4,2057,-4.5,25,1426,39.6,4.4,1010.1,1020.4,2326,1017.3,1521,1018.9,13.3,11,1300,3.77,27.01,,,,,,2.3,2.3,14.4,2.7,,,,,,,,,,3.9,5.6,,
156,2020-04-23,9.5,5.1,132,14.4,1343,,,,,,,11,250,1446,4.5,250,1655,1.9,1654,-2.3,19,1526,46.9,5.3,1009.9,1020.2,2,1017,1542,1018.7,13.4,11.5,1200,3.63,26.88,,,,,,2.8,2.5,16.1,1.3,,,,,,,,,,4.3,6.1,,
156,2020-04-24,11.2,4.8,618,17.1,1436,,,,,,,12.3,250,1540,6.9,250,1541,2.5,2117,-2.9,12,1543,40.9,5,1008.8,1019.4,1,1015.6,1538,1017.5,13.4,12.6,1200,3.66,29.19,,,,,,0,0,17.1,-.1,,,,,,,,,,5.8,8.2,,
156,2020-04-25,14.2,6.7,558,22.6,1359,,,,,,,14.8,230,1412,9.1,200,1027,3.5,3028,4.7,26,1349,56,8.7,1005,1017.3,1,1010,1456,1013.6,13.4,11.2,1200,3.47,26.43,,,,,,.8,.8,19.6,2.7,,,,,,,,,,5.4,7.7,,
156,2020-04-26,13,7.1,540,19.5,1553,,,,,,,10.7,50,1117,4.2,20,1322,1.5,1306,-1.8,9,1459,44.3,5.8,1009.8,1021.3,2329,1016.2,6,1018.5,13.5,11.9,1200,3.64,27.73,,,,,,1.6,1.1,20,2.9,,,,,,,,,,5.1,7.3,,
156,2020-04-27,12.8,7.1,643,19.7,1425,,,,,,,8.3,360,1332,3.5,290,1222,1.4,1195,-1.8,16,1437,39.1,5.5,1012.3,1022.6,2347,1019.2,1609,1021,13.5,12.5,1200,3.66,28.33,,,,,,0,0,19.7,2,,,,,,,,,,5.1,7.2,,
156,2020-04-28,13.4,6.1,556,20.9,1507,,,,,,,10.2,270,1600,4.9,250,1604,1.6,1399,2.2,18,1324,53.6,7.3,1013.4,1024.6,829,1019.6,1731,1022.1,13.5,12.5,1200,3.57,28.4,,,,,,0,0,20.2,1.6,,,,,,,,,,5.5,7.9,,
156,2020-04-29,15.7,8.2,543,24.1,1509,,,,,,,7.4,230,1832,4.9,200,1851,1.5,1288,.7,16,1502,41.6,6.6,1011.7,1022.6,847,1017.8,1723,1020.3,13.6,12.5,1200,3.56,28.46,,,,,,0,0,22.6,3.2,,,,,,,,,,6.1,8.7,,
156,2020-04-30,18.4,10,530,25.6,1420,,,,,,,13.4,270,1457,7,230,1534,2.7,2306,10,36,23,60,13.3,1008.6,1020.1,1,1014.5,1720,1017.1,13.6,11.2,1100,3.44,26.73,,,,,,3.6,3.6,25.1,4.5,,,,,,,,,,4.8,6.8,,
156,2020-05-01,21.6,18.8,616,26.5,1409,,,,,,,12.8,230,1540,7.9,200,1441,3.3,2882,17.3,56,1416,77.6,19.8,1006.4,1016.2,809,1013.1,1713,1014.8,13.6,6.9,1200,3.21,19.45,,,,,,7.4,6.6,28.2,18.6,,,,,,,,,,3.9,5.6,,
156,2020-05-02,20.6,18.7,609,24.2,1220,4.02,.3,1638,.3,1548,.3,8.3,160,2122,5,180,1348,2,1759,16.1,54,1102,76.6,18.3,1003.6,1014.8,13,1009.1,2323,1012,13.7,1.1,1100,1.69,11.14,,,,,,8.9,6.3,24.1,17.3,,,,,,,,,,2,2.8,,
156,2020-05-03,19.1,16.5,429,24.3,1513,8.18,3.6,402,7.9,344,25.4,9.7,160,42,4.9,160,44,1.2,1061,17.4,68,1515,91,20,997.1,1009.1,1,1003,1513,1005.4,13.7,1.6,1300,2.31,12.13,,,,,,8.9,7,21.6,16.2,,,,,,,,,,2,2.9,,
156,2020-05-04,19.5,13.8,2356,26.8,1415,,,,,,,8.2,340,1639,3,290,1643,1.1,975,15.3,54,1351,78.1,17.6,1000.6,1011.7,2152,1005.8,103,1009,13.7,8.7,1200,3.33,23.16,,,,,,6,4.4,22.9,11.9,,,,,,,,,,4.1,5.9,,
156,2020-05-05,17.9,12.4,419,22.8,1215,.72,0,,0,,0,7.7,180,1032,4.2,180,959,1.3,1154,13.8,60,1708,78.4,15.9,1002.7,1012.3,1458,1009.3,1912,1011.2,13.8,2,1100,2.29,15.29,,,,,,8.3,4.3,19.6,10.4,,,,,,,,,,2.7,3.8,,
156,2020-05-06,21.6,15.3,601,30.1,1516,,,,,,,10.5,230,1803,7.1,200,1808,2.3,2029,12.4,20,1526,62.8,14.7,1004.1,1015.6,2347,1009.4,1554,1012.5,13.8,12.5,1200,3.65,29.65,,,,,,.5,.5,26.7,12.7,,,,,,,,,,6.7,9.5,,
156,2020-05-07,19.9,14.6,612,26.7,1533,,,,,,,9.1,180,1747,5.1,180,1748,1.7,1508,5.1,12,1044,45.3,9.4,1008.2,1018.2,658,1015.3,49,1016.7,13.8,12.6,1200,3.73,28.89,,,,,,3.1,.6,26,11.5,,,,,,,,,,6.7,9.5,,
156,2020-05-08,18.1,11.9,602,23.3,1220,5.33,1.1,2349,1.7,2016,4.4,11.1,180,1507,6.1,180,1515,2.3,1995,9.3,33,743,59.5,12.6,1006,1017.7,7,1011,2354,1014.5,13.8,7.6,1000,3.08,23.07,,,,,,8,3.5,24.1,6.8,,,,,,,,,,3.7,5.2,,
156,2020-05-09,17,12.9,2331,20,1341,17.87,1.9,21,7.7,9,22.4,10.8,160,543,6.4,200,1858,3.3,2840,16.3,91,1728,96.1,18.7,997.6,1011.9,51,1003.7,1402,1006.1,13.9,.2,1600,.78,5.94,,,,,,10,8.6,18.2,13.2,,,,,,,,,,.9,1.3,,
156,2020-05-10,15,12.8,37,19.6,1504,8.85,0,,0,,0,6.8,230,14,3.8,230,18,1.6,1398,13.7,74,1506,93,15.8,1000.8,1012.8,2327,1006.7,439,1009.4,13.9,2.7,1400,2.98,13.42,,,,,,6.4,5.9,19.7,10.1,,,,,,,,,,2,2.9,,
156,2020-05-11,18.8,13.2,1,26.5,1440,,,,,,,7.3,230,1803,3.9,230,1803,1.4,1249,10.7,19,1723,66.5,13.2,1001.5,1013,832,1006.5,1737,1009.9,13.9,10,1200,3.56,27.78,,,,,,5.6,4.6,22.7,9.9,,,,,,,,,,5.1,7.3,,
156,2020-05-12,16.7,11.9,2314,22.2,1207,,,,,,,10.9,250,1232,6.4,250,1225,2.5,2187,9.3,39,1210,64.4,11.9,999.7,1013.3,2357,1005.4,1517,1008.2,13.9,12.4,1100,3.36,26.95,,,,,,1.6,1.4,23.3,8.8,,,,,,,,,,4.5,6.4,,
156,2020-05-13,16.9,10.4,609,23.5,1536,,,,,,,7.7,250,1415,4.1,250,1409,1.4,1184,5.3,23,1422,50.4,9,1008.7,1019.5,2202,1013.3,1,1017.3,14,12.9,1200,3.68,30.31,,,,,,.4,0,23.9,7,,,,,,,,,,5.4,7.7,,
156,2020-05-14,19.8,12.5,551,27.1,1404,,,,,,,7.9,110,1422,4.9,160,1435,1.6,1364,5.4,17,1324,43,9.2,1007.9,1019.7,646,1013.6,2344,1016.4,14,2.2,1400,2.06,8.24,,,,,,7,4.4,24.8,10,,,,,,,,,,4.6,6.6,,
156,2020-05-15,18.2,16.1,808,20,1,12.52,1.2,542,4.2,532,14.5,9.6,160,515,5.3,180,1354,2,1703,17.1,63,4,94,19.5,999.9,1014.3,28,1006,1602,1008.4,14,0,1200,.49,3.31,,,,,,10,6.3,18.5,15.9,,,,,,,,,,.8,1.2,,
156,2020-05-16,19.1,15.9,2354,22.2,1403,.45,0,,0,,0,5.7,250,1449,3.1,230,1416,1.2,1079,17.2,74,1331,89.5,19.6,998.5,1008.5,1010,1005,1638,1006.9,14,5.1,1300,2.8,18.77,,,,,,8.6,6.1,22.8,14.4,,,,,,,,,,2.6,3.7,,
156,2020-05-17,20.6,15.9,1,27.9,1448,.73,0,,0,,0,7.6,230,1729,4.5,200,1635,1.5,1287,16.5,54,1450,79.5,18.7,997.1,1008.3,654,1002.9,1654,1005.4,14.1,8.8,1200,3.51,24.57,,,,,,6.3,3.3,24.1,15.3,,,,,,,,,,4.4,6.3,,
156,2020-05-18,18.8,12.9,2342,24.8,1346,2.32,5.9,1839,11.4,1838,14.3,12.5,160,1515,7.2,180,1531,2.3,1988,16,66,1348,84.8,18.3,991.8,1003.8,1,995.8,1506,1000.1,14.1,4.1,1200,3.13,17.87,,,,,,6.5,5.1,25,11.7,,,,,,,,,,2.9,4.1,,
156,2020-05-19,13.5,11.6,421,15.8,1216,2.38,1.2,1121,2.6,1040,4.2,11.1,250,1329,6,250,1333,2.7,2306,11.6,71,1249,89.1,13.7,993.7,1008,2327,999.1,1000,1002.2,14.1,1.3,1200,1.52,7.12,,,,,,7.9,7.9,15.1,10,,,,,,,,,,1.4,2,,
156,2020-05-20,15.7,10.4,511,22.6,1539,,,,,,,6.5,250,1604,2.8,270,1604,1.1,969,9.7,45,1426,70.1,12.1,1002.7,1014.1,2154,1007.9,2,1011.2,14.1,11.6,1100,3.58,27.25,,,,,,1.9,1.9,18.6,7.2,,,,,,,,,,4.4,6.3,,
156,2020-05-21,18.1,11.6,511,25.3,1613,,,,,,,7.8,180,1830,5,200,1832,1.4,1218,12.3,42,1550,71.1,14.3,1006.1,1016,751,1012.3,1635,1014.6,14.2,11.3,1100,3.78,28.48,,,,,,4.1,3.4,22.6,8,,,,,,,,,,4.6,6.6,,
156,2020-05-22,19.6,13.4,539,25.7,1532,,,,,,,8.7,180,1403,5,200,1405,2.2,1884,11.1,37,1430,61,13.2,1004.5,1015.6,19,1010.7,1709,1012.9,14.2,12.3,1200,3.53,28.61,,,,,,2.4,0,24.8,10.4,,,,,,,,,,5.6,8,,
156,2020-05-23,20.2,13.3,536,26.2,1446,,,,,,,6.7,250,1654,3.9,250,1701,1.6,1362,13.5,51,1331,67.1,15.6,1003.3,1013.3,652,1009.5,1636,1011.7,14.2,12.6,1100,3.57,28.68,,,,,,2.4,1.1,25.9,9.6,,,,,,,,,,4.7,6.7,,
156,2020-05-24,18.3,16.1,2356,22.3,932,2.38,4.1,1209,7.3,1127,8,6.9,230,1054,4.4,200,1039,1.2,996,17,70,935,92.5,19.4,1002.9,1012.9,2315,1010.2,652,1011.3,14.2,1.1,900,2.08,7.71,,,,,,8.5,6.1,20.2,14.3,,,,,,,,,,1.2,1.7,,
156,2020-05-25,18.5,15.3,514,23.7,1700,,,,,,,4.9,320,1926,2.1,290,1907,.8,698,14.9,54,1702,81.6,17,1003.6,1013.3,709,1010.2,1723,1012.1,14.3,2.9,1400,2.22,18.01,,,,,,9.1,4.1,21.5,14.5,,,,,,,,,,2.6,3.7,,
156,2020-05-26,18.9,15.2,511,24.9,1554,,,,,,,7,250,1748,3.3,250,1945,1.3,1111,14,36,1712,76.5,16,1001.3,1011.5,1,1007.4,1720,1009.7,14.3,6.6,1200,3.25,17.6,,,,,,7,1.4,22.3,14.2,,,,,,,,,,3.5,5.1,,
156,2020-05-27,19.5,15.5,2357,25.7,1453,.07,0,,0,,0,7.6,320,1606,3.6,290,1711,1.6,1344,11.1,27,1504,62.6,13.4,1001.1,1010.8,845,1007.9,1545,1009.5,14.3,12.5,1200,3.58,27.8,,,,,,4.9,.9,25.7,12.4,,,,,,,,,,4.8,6.9,,
156,2020-05-28,18.6,13.1,509,25.8,1425,,,,,,,8.8,270,1558,4.9,250,1709,1.4,1174,13.3,41,1408,74.4,15.3,1002,1013.3,2308,,1340,1010.4,14.3,11.3,1100,3.58,27.12,,,,,,3.9,1.8,24.8,9.6,,,,,,,,,,4.7,6.7,,
156,2020-05-29,21.3,13.5,531,28.8,1649,,,,,,,8,200,1859,5.3,200,1908,1.6,1350,13.3,30,1635,65.1,15.4,1006.4,1017.4,2245,1013.1,1721,1014.8,14.3,12.1,1100,3.25,27.36,,,,,,5.1,.4,27.7,11.1,,,,,,,,,,4.8,6.8,,
156,2020-05-30,22.1,18.1,523,26.5,1614,,,,,,,5.9,180,1606,3.7,230,1509,1.3,1108,11.4,33,1607,52.9,13.6,1008.1,1018.5,806,1014.5,1956,1016.5,14.3,2.8,1100,2.65,18.11,,,,,,8.9,1.5,25.8,15.2,,,,,,,,,,3.6,5.1,,
156,2020-05-31,20.1,16.3,600,23.6,1128,4.6,.7,440,2.2,409,3.3,9.3,160,1202,4.8,180,1202,1.8,1524,16.2,49,1,79.4,18.5,1003.7,1015.6,123,1009.7,1814,1012.1,14.4,1.5,1000,2.67,15.59,,,,,,9.6,5.4,22.4,16.1,,,,,,,,,,2.7,3.8,,
156,2020-06-01,21.1,17.5,2340,26.1,1428,.95,0,,0,,0,7.3,320,1424,3.2,360,1405,1.3,1160,12.6,25,1712,64.4,15.3,1002.8,1012,850,1009,1745,1011.1,14.4,9.1,1200,3.71,27.27,,,,,,4,3,27,12.5,,,,,,,,,,5.5,7.9,,
156,2020-06-02,21.3,14.2,527,27.8,1530,,,,,,,10,230,1742,6,200,1746,1.7,1481,12.2,21,1254,61.3,14.6,999.8,1011.8,1,1005.1,1747,1008.1,14.4,9.3,1200,3.66,25.32,,,,,,5.3,2.6,26.7,10.2,,,,,,,,,,4.8,6.8,,
156,2020-06-03,22.7,18.3,450,28,1559,2.08,0,,0,,0,7,200,1831,4.7,230,1837,1.6,1411,19.6,60,1700,83.4,22.8,996.6,1007.2,5,1002.8,1732,1004.8,14.4,3.6,1400,2.29,15.54,,,,,,8.3,8.3,27.6,18.2,,,,,,,,,,3,4.3,,
156,2020-06-04,24.9,20.2,527,31.4,1548,,,,,,,7.1,200,1522,4,230,1538,2.1,1789,19,32,1639,72.5,22,996.9,1007.5,2341,1003.4,1615,1005.1,14.4,10.7,1200,3.46,28.52,,,,,,4.3,2.6,32.9,18.6,,,,,,,,,,5.7,8.1,,
156,2020-06-05,25,20.2,552,32.8,1539,,,,,,,6.4,250,1824,3.6,230,1709,1.3,1089,20.5,43,1426,78.6,24.1,998.9,1008.9,2202,1005.2,1646,1007.1,14.4,8.6,1200,3.35,25.15,,,,,,6.8,2.5,32.7,17.5,,,,,,,,,,4.4,6.3,,
156,2020-06-06,24,20.6,352,30.4,1336,1.08,.1,,.2,,.2,7.6,250,1610,4.6,230,1605,1.3,1117,20.7,55,1350,83.9,24.5,1000.2,1011.1,2246,1006.3,1550,1008.5,14.5,5.9,1200,3.17,21.74,,,,,,7.5,5,30.6,18.8,,,,,,,,,,3.9,5.6,,
156,2020-06-07,24.3,19.8,455,30.9,1545,,,,,,,6.7,250,1422,3.2,250,1803,1.2,1067,18.2,44,1548,71.3,20.9,1003.6,1013.5,2341,1009.8,1738,1011.8,14.5,9.4,1200,3.58,25.89,,,,,,3.8,3.8,31.4,17.7,,,,,,,,,,4.9,7,,
156,2020-06-08,26,19.5,541,33.7,1511,,,,,,,8.3,250,1550,5.1,200,1622,1.4,1177,16.1,32,1535,58.6,18.5,1006.2,1016.4,2301,1012.8,1505,1014.4,14.5,12.7,1200,3.48,29.34,,,,,,0,0,33.5,16.3,,,,,,,,,,6.5,9.3,,
156,2020-06-09,26.7,19.8,541,33.4,1350,,,,,,,8.8,180,1855,5.2,160,1854,1.9,1675,16.6,37,1129,55.6,19,1006.2,1016.3,1,1012.6,1514,1014.4,14.5,11.7,1200,3.62,28.6,,,,,,2.9,1.3,34.4,15.3,,,,,,,,,,6.2,8.8,,
156,2020-06-10,24.9,21.4,1748,32.1,1228,6.45,1.2,1741,3.1,1651,3.5,9.7,180,1332,5.4,200,1646,1.9,1606,20.1,44,1326,77.4,23.6,1000.8,1014.5,1,1005.4,2355,1009.1,14.5,7.8,1100,3.27,21.11,,,,,,6.5,4,30.6,19.8,,,,,,,,,,3.8,5.4,,
156,2020-06-11,25.4,22.2,54,31,1624,5.4,.1,,.2,,.5,4.8,250,2119,2.6,250,2127,.9,746,23.5,63,1600,90,28.9,995.1,1005.4,1,1001.4,1547,1003.3,14.5,3,1500,2.65,13.2,,,,,,7.6,7.4,28,22.3,,,,,,,,,,2.5,3.6,,
156,2020-06-12,25.4,22.6,2256,31.3,1437,3.18,4.5,2217,9.1,2216,15.9,7.3,270,1701,3.5,250,1416,1.7,1435,22.7,58,1354,86.6,27.6,996.6,1006.8,1047,1003.1,1622,1004.8,14.5,4.5,1300,3.55,20.29,,,,,,8.3,6,32.1,22.3,,,,,,,,,,3.4,4.9,,
