point,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
a_위천,0.036 ,0.046 ,0.038 ,0.026 ,0.024 ,0.027 ,0.025 ,0.029 ,0.021 ,0.019 ,0.026 ,0.035 ,0.019 ,0.038 ,0.019 
b_감천,0.181 ,0.174 ,0.172 ,0.145 ,0.126 ,0.142 ,0.067 ,0.066 ,0.282 ,0.058 ,0.041 ,0.069 ,0.034 ,0.059 ,0.047 
c_금호강,0.472 ,0.430 ,0.673 ,0.653 ,0.667 ,0.465 ,0.420 ,0.268 ,0.125 ,0.113 ,0.100 ,0.086 ,0.071 ,0.060 ,0.069 
d_회천,0.051 ,0.058 ,0.042 ,0.031 ,0.038 ,0.033 ,0.037 ,0.027 ,0.032 ,0.029 ,0.025 ,0.033 ,0.019 ,0.019 ,0.060 
e_황강,0.051 ,0.042 ,0.046 ,0.090 ,0.025 ,0.038 ,0.047 ,0.030 ,0.029 ,0.045 ,0.049 ,0.037 ,0.019 ,0.025 ,0.024 
f_남강,0.116 ,0.156 ,0.138 ,0.127 ,0.157 ,0.084 ,0.073 ,0.083 ,0.046 ,0.052 ,0.057 ,0.054 ,0.044 ,0.058 ,0.044 
