point,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
a_위천,0.009 ,0.007 ,0.012 ,0.007 ,0.009 ,0.010 ,0.013 ,0.004 ,0.006 ,0.005 ,0.009 ,0.012 ,0.009 ,0.016 ,0.005 
b_감천,0.109 ,0.138 ,0.142 ,0.131 ,0.109 ,0.114 ,0.052 ,0.044 ,0.052 ,0.029 ,0.028 ,0.048 ,0.016 ,0.039 ,0.030 
c_금호강,0.333 ,0.342 ,0.596 ,0.505 ,0.512 ,0.346 ,0.309 ,0.169 ,0.032 ,0.024 ,0.019 ,0.032 ,0.013 ,0.024 ,0.026 
d_회천,0.024 ,0.015 ,0.015 ,0.015 ,0.019 ,0.017 ,0.018 ,0.008 ,0.013 ,0.011 ,0.009 ,0.019 ,0.008 ,0.006 ,0.010 
e_황강,0.013 ,0.012 ,0.008 ,0.034 ,0.006 ,0.010 ,0.024 ,0.011 ,0.010 ,0.016 ,0.022 ,0.009 ,0.003 ,0.004 ,0.007 
f_남강,0.039 ,0.045 ,0.052 ,0.026 ,0.048 ,0.020 ,0.017 ,0.020 ,0.014 ,0.019 ,0.015 ,0.010 ,0.008 ,0.013 ,0.004 
