point,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
a_위천,2.373 ,2.486 ,2.711 ,2.201 ,1.583 ,2.107 ,2.104 ,2.110 ,1.740 ,2.347 ,1.562 ,2.506 ,1.432 ,2.217 ,2.128 
b_감천,3.604 ,3.520 ,3.428 ,3.313 ,2.941 ,3.403 ,3.078 ,3.533 ,2.967 ,3.398 ,2.582 ,3.206 ,2.552 ,2.532 ,2.633 
c_금호강,4.416 ,5.314 ,6.223 ,5.331 ,5.952 ,5.393 ,5.376 ,5.529 ,5.346 ,5.201 ,4.439 ,4.319 ,4.145 ,4.409 ,4.040 
d_회천,1.466 ,1.919 ,1.886 ,1.499 ,1.550 ,1.715 ,1.595 ,1.645 ,1.621 ,1.720 ,1.447 ,1.896 ,1.288 ,1.569 ,1.531 
e_황강,1.313 ,1.270 ,1.429 ,1.174 ,1.148 ,1.323 ,1.263 ,1.374 ,1.113 ,1.231 ,1.298 ,1.473 ,1.336 ,1.363 ,1.364 
f_남강,1.458 ,1.597 ,1.722 ,1.533 ,1.793 ,1.672 ,1.684 ,1.919 ,1.690 ,1.183 ,1.156 ,1.803 ,1.551 ,1.853 ,1.501 
