point,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
a_위천,3.062 ,2.853 ,3.110 ,2.709 ,1.889 ,2.606 ,2.651 ,2.636 ,2.530 ,2.815 ,2.369 ,2.794 ,1.907 ,3.164 ,2.668 
b_감천,4.914 ,4.437 ,3.902 ,3.854 ,3.417 ,3.955 ,3.902 ,3.897 ,3.586 ,3.660 ,3.279 ,3.366 ,3.341 ,3.639 ,3.218 
c_금호강,7.400 ,6.760 ,7.442 ,6.666 ,7.527 ,6.563 ,6.521 ,6.763 ,7.065 ,6.872 ,5.874 ,5.712 ,5.983 ,5.747 ,5.086 
d_회천,2.177 ,2.355 ,2.213 ,2.154 ,2.050 ,2.063 ,2.064 ,1.944 ,1.933 ,1.862 ,1.903 ,2.106 ,1.776 ,2.176 ,2.070 
e_황강,1.548 ,1.568 ,1.873 ,1.609 ,1.455 ,1.468 ,1.500 ,1.741 ,1.680 ,1.610 ,1.771 ,1.708 ,1.546 ,1.683 ,1.626 
f_남강,2.487 ,3.307 ,2.867 ,2.830 ,3.798 ,2.740 ,2.465 ,2.792 ,2.342 ,1.922 ,1.948 ,2.375 ,2.233 ,2.509 ,2.228 
