point,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
a_위천,0.029 ,0.022 ,0.018 ,0.017 ,0.018 ,0.019 ,0.018 ,0.208 ,0.014 ,0.015 ,0.020 ,0.020 ,0.013 ,0.027 ,0.013 
b_감천,0.140 ,0.145 ,0.150 ,0.136 ,0.114 ,0.123 ,0.058 ,0.051 ,0.062 ,0.052 ,0.035 ,0.059 ,0.028 ,0.049 ,0.036 
c_금호강,0.388 ,0.365 ,0.619 ,0.568 ,0.564 ,0.386 ,0.331 ,0.189 ,0.057 ,0.047 ,0.044 ,0.050 ,0.032 ,0.040 ,0.047 
d_회천,0.038 ,0.037 ,0.021 ,0.021 ,0.030 ,0.027 ,0.027 ,0.021 ,0.021 ,0.023 ,0.018 ,0.028 ,0.016 ,0.014 ,0.050 
e_황강,0.022 ,0.022 ,0.019 ,0.066 ,0.011 ,0.023 ,0.032 ,0.285 ,0.022 ,0.030 ,0.039 ,0.018 ,0.008 ,0.011 ,0.018 
f_남강,0.053 ,0.068 ,0.070 ,0.058 ,0.103 ,0.030 ,0.030 ,0.031 ,0.029 ,0.037 ,0.033 ,0.032 ,0.022 ,0.024 ,0.022 
