site,yyyymm,MONTH,pH,DO,BOD,COD,SS,T.N,T.P,TOC,Temp,EC,TC,DTN,NH3.N,NO3.N,DTP,PO4.P,Chl.a,FC,Rain
광주1,Jan-19,1,7.6,14.4,3,5.6,5.5,2.539,0.086,3.2,4.6,304,7800,2.334,0.1,1.646,0.04,0.021,28,1485,39.2
광주1,Feb-19,2,7.5,12.8,4.1,8.8,12.3,2.396,0.116,3.6,5.9,288,7800,2.283,0.087,1.46,0.04,0.012,57.7,550,24.71
광주1,Mar-19,3,8,12.6,6.1,10,20.7,2.158,0.145,5.4,8.8,256,30200,1.782,0.247,0.832,0.044,0.024,95.3,2410,113.55
광주1,Apr-19,4,8.1,10.8,6.1,10.6,17,2.63,0.153,5.5,15.2,275,83732,2.289,0.606,0.812,0.077,0.022,52.9,3567,126.33
광주1,May-19,5,8.3,10.8,4.7,10.5,23.7,1.827,0.144,5.5,19.6,240,8775,1.577,0.285,0.503,0.071,0.031,32,2975,85.52
광주1,Jun-19,6,7.8,8.4,3.3,10.3,13.3,2.04,0.095,6,23.6,207,13495,1.957,0.169,0.792,0.068,0.04,31.3,2265,212.38
광주1,Jul-19,7,7.9,9.6,2.6,9.2,16.5,2.075,0.12,5.2,24.4,196,23525,1.964,0.187,0.955,0.083,0.062,23.7,3400,93.1
광주1,Aug-19,8,8.3,9,2.9,8.8,31.2,1.685,0.144,5.5,27.5,188,106875,1.6,0.115,0.784,0.104,0.082,26.3,76490,382.73
광주1,Sep-19,9,7.8,9.4,1.2,6.7,5.9,1.805,0.117,3.6,23.8,202,13000,1.707,0.077,1.126,0.094,0.071,12,3120,125.67
광주1,Oct-19,10,8,12.7,1.6,5.6,7.2,2.095,0.078,3.3,18.8,209,12550,1.921,0.065,1.594,0.049,0.037,18.9,3005,128.67
광주1,Nov-19,11,7.9,11.2,2.9,8.5,18.3,2.508,0.118,4.3,13.3,256,170175,2.33,0.414,1.405,0.058,0.046,17.3,23885,46.06
광주1,Dec-19,12,8.5,17.7,5.9,9.5,22.5,2.439,0.133,4.3,6.5,305,17120,2.17,0.113,1.417,0.045,0.022,100.1,3041,32.72
광주2,Jan-15,1,7.5,14.9,2.9,6.7,4.9,8.417,0.088,3.4,7.9,413,74500,7.969,4.182,2.67,0.057,0.048,4.3,16800,12.22
광주2,Feb-15,2,7.6,11.5,5.3,8.4,9.7,9.795,0.116,4.1,8.9,450,51000,9.6,5.869,2.268,0.08,0.065,12.3,4600,7.79
광주2,Mar-15,3,7.5,10.4,5.2,9.4,10,10.757,0.103,4.9,11.9,468,32800,10.227,6.915,1.982,0.039,0.012,46.4,1920,99.32
광주2,Apr-15,4,7.5,9.3,6.9,11.1,16.5,8.068,0.164,5.1,17.1,393,242000,7.481,4.006,1.856,0.075,0.053,43.6,16300,64.8
광주2,May-15,5,7.6,9.2,5.6,10.5,14.5,6.933,0.081,4.7,22.1,378,28530,6.719,3.373,1.9,0.034,0.015,32.9,5300,5.98
광주2,Jun-15,6,7.7,9.1,6,10.1,18.4,5.847,0.085,5.6,24.4,329,51500,5.704,2.969,1.596,0.057,0.02,26.1,5250,7.32
광주2,Jul-15,7,7.7,7.5,6.1,9,13.3,3.482,0.142,4.8,25.7,240,190000,3.339,1.219,1.484,0.094,0.079,16.4,28750,37.24
광주2,Aug-15,8,7.6,7.5,5.6,9.5,9.6,4.637,0.162,4.2,27.2,285,224500,4.499,2.118,1.648,0.111,0.096,27,38250,58.51
광주2,Sep-15,9,7.7,8.5,2.5,7,4.7,4.47,0.081,3.8,24.6,304,25000,4.397,1.372,2.419,0.052,0.048,15.4,10250,13.06
광주2,Oct-15,10,7.5,9.7,4.9,8.6,13.5,6.371,0.119,5.1,20.7,345,189250,6.217,1.86,3.528,0.089,0.071,15.3,44400,38.84
광주2,Nov-15,11,7.5,9.4,3.7,8,6.8,5.647,0.1,4,16.2,380,43450,5.446,1.743,3.485,0.064,0.057,15.6,7575,93.1
광주2,Dec-15,12,7.2,10.5,1.7,5.6,4.4,6.283,0.071,3.1,11.8,416,18000,6.201,1.505,4.89,0.049,0.044,3.1,2465,49.99
광주2,Jan-16,1,7.4,13.1,2.9,6.2,4.2,7.986,0.078,3.3,7.5,481,6550,7.79,2.403,4.819,0.049,0.042,8.3,2000,47.5
광주2,Feb-16,2,7.5,12.4,2.7,7.1,6.2,7.365,0.114,3.5,7.4,410,31500,7.304,3.088,3.123,0.078,0.064,7.8,12900,22.29
광주2,Mar-16,3,7.2,10.5,4.5,8.7,17.4,8.296,0.197,4.6,12.5,408,53440,8.097,3.339,3.412,0.112,0.096,19.9,68420,36.39
광주2,Apr-16,4,7.9,9.4,6.8,10.1,17.1,6.496,0.195,4.5,18.5,281,54750,6.187,2.19,2.649,0.11,0.09,35.3,10125,141.03
광주2,May-16,5,7.5,9.1,4.2,8,7.9,4.834,0.147,4,21.3,299,22750,4.583,1.77,1.798,0.088,0.07,22.3,2310,46.8
광주2,Jun-16,6,7.4,7.5,5.9,8.8,8.2,6.267,0.156,5,24.5,326,24840,5.932,2.91,1.807,0.105,0.088,14.3,5060,101.66
광주2,Jul-16,7,7.6,9,4.2,7.2,10.6,4.403,0.153,3.8,27.1,265,13900,4.187,1.588,1.633,0.109,0.106,20.2,8300,167.04
광주2,Aug-16,8,7.8,8.3,5.3,9.1,11.4,5.729,0.137,4.7,28.4,348,26240,5.426,2.185,2.074,0.085,0.072,60.7,13280,139.77
광주2,Sep-16,9,7.5,8.5,3,7.2,7.3,4.198,0.121,3.9,24.9,304,31500,4.088,1.672,1.877,0.089,0.078,10.9,7150,59.78
광주2,Oct-16,10,7.1,10,2.7,5.4,5.5,4.29,0.198,3.6,19.7,268,81250,4.169,1.158,2.279,0.154,0.139,2.1,38100,95.25
광주2,Nov-16,11,7.5,10.9,4,6.1,5.4,7.694,0.082,4.1,14.6,336,28400,7.36,2.517,3.243,0.056,0.028,20.8,12080,120.23
광주2,Dec-16,12,7.7,12.4,4.5,6.9,7.6,8.209,0.132,4.3,11.2,469,72250,7.683,2.823,3.189,0.05,0.029,29.5,15900,61.39
광주2,Jan-17,1,7.6,12.4,4,7.1,5.1,9.673,0.14,4,8.1,468,40200,9.112,4.036,3.298,0.084,0.068,10.8,6250,51.16
광주2,Feb-17,2,7.5,11.9,4.5,7.8,7.9,11.091,0.164,5.2,9,443,109800,10.433,6.001,2.5,0.079,0.06,18,23280,43.52
광주2,Mar-17,3,7.6,11.5,6.9,10.9,14.4,9.863,0.197,6.3,12.6,458,30750,9.535,6.093,1.845,0.078,0.032,71.4,4595,58.43
광주2,Apr-17,4,7.6,10.3,7.1,11.6,17.2,7.39,0.115,6.4,17.8,379,82250,7.052,3.024,2.528,0.059,0.027,71.2,7925,185.56
광주2,May-17,5,7.6,9.6,4.9,11.1,11.7,10.628,0.153,6.9,22.2,494,38750,9.161,5.755,2.289,0.079,0.047,22.3,3825,105.54
광주2,Jun-17,6,7.9,11.5,7.6,13.6,17.7,7.221,0.113,7.4,24.7,352,42325,6.485,3.318,1.735,0.054,0.022,67.4,8450,106.73
광주2,Jul-17,7,7.6,7.1,5.3,9.6,14.1,4.371,0.175,5.2,27.1,269,78000,4.249,1.908,1.375,0.119,0.099,15.1,40250,287.76
광주2,Aug-17,8,7.5,8.1,4.5,9.6,30.3,5.23,0.223,4.9,27,210,263500,4.98,2.715,1.265,0.168,0.149,21.8,221750,86.27
광주2,Sep-17,9,7.3,7.5,3.7,7.5,13.6,5.886,0.128,4.1,24.3,361,144000,5.5,2.389,2.166,0.089,0.067,23.4,80350,243.14
광주2,Oct-17,10,7.4,9,4.7,7.5,7.2,6.957,0.094,3.8,20.5,414,31350,6.662,3.205,2.39,0.049,0.034,33.9,21775,207.29
광주2,Nov-17,11,7.5,10.9,5.4,8.7,8.3,8.074,0.089,5.3,13.8,479,4875,7.708,3.185,3.202,0.029,0.006,53.9,2440,32.43
광주2,Dec-17,12,7.7,12.3,8,10.2,16.9,7.947,0.119,5.7,8.2,512,56575,7.499,4.105,2.064,0.032,0.007,68.1,26600,45.34
광주2,Jan-18,1,7.5,13,7.3,10.5,18.3,10.486,0.136,5.5,8.4,485,95750,9.683,5.766,1.937,0.056,0.034,64,44950,13.64
광주2,Feb-18,2,7.8,13.7,5.9,10,11.2,11.501,0.106,5.6,9,448,69500,11.153,8.594,1.646,0.043,0.021,50.6,27585,43.76
광주2,Mar-18,3,7.2,11.3,8,12,25.7,8.14,0.191,6.1,13.3,337,290750,7.526,5.037,1.478,0.099,0.079,50.3,104635,7.99
광주2,Apr-18,4,7.5,10.8,7.4,9.9,22.1,7.026,0.166,4.8,16.5,326,230500,6.602,3.789,1.369,0.097,0.09,45.3,61650,9.05
광주2,May-18,5,7.7,11.1,9.1,9.8,22.7,5.548,0.236,5.4,21.2,309,64750,5.24,3.31,0.997,0.159,0.136,66.6,3225,37.53
광주2,Jun-18,6,7.3,9.8,5,9.7,14.7,5.33,0.114,5.6,25.8,303,11800,5.135,3.187,0.799,0.062,0.038,47.1,3300,38.62
광주2,Jul-18,7,7.3,8.2,8,10.2,21,6.915,0.208,4.8,26.8,321,243000,6.645,4.75,0.872,0.148,0.133,31.3,83251,217.9
광주2,Aug-18,8,7.6,8.8,6.6,10.2,18.3,7.542,0.187,5.3,29.3,357,146300,7.281,5.504,0.948,0.144,0.11,38.7,53150,261.09
광주2,Sep-18,9,7.3,7.8,4.1,6.2,10.4,5.072,0.166,3.6,24.7,262,54000,5.029,2.862,1.188,0.118,0.095,28.1,18267,109.23
광주2,Oct-18,10,7.4,11.4,5.1,7.1,9.8,7.143,0.192,4.2,18.9,393,26920,7.038,3.638,1.813,0.144,0.11,35.2,12300,79.99
광주2,Nov-18,11,7.7,9.6,7.9,8.4,10.3,9.608,0.255,5.1,14.7,442,82050,9.307,6.539,1.513,0.168,0.138,33.4,29550,3.01
광주2,Dec-18,12,7.6,8.2,7.2,9.1,12.9,11.538,0.344,5,9.4,449,248500,10.14,5.954,1.876,0.268,0.229,37.7,156925,30.54
광주2,Jan-19,1,7.3,12.4,6,8.1,9.7,9.384,0.122,5,8.6,474,15750,9.228,6.281,1.984,0.05,0.026,40.5,2750,39.2
광주2,Feb-19,2,7.3,11.8,7.7,11.3,19.2,11.656,0.142,5.6,8.8,458,23333,11.348,8.402,1.516,0.045,0.01,60.3,2000,24.71
광주2,Mar-19,3,7.6,10.8,10,12.7,19.7,10.815,0.164,6.2,12.9,385,60500,10.536,7.551,1.423,0.067,0.031,60.5,13575,113.55
광주2,Apr-19,4,7.5,9.5,8.8,11.7,17.1,9.274,0.172,5.8,15.6,398,99200,8.557,6.071,1.17,0.094,0.04,26.5,17900,126.33
광주2,May-19,5,7.5,9,8.2,10.4,15,7.874,0.114,5.5,19.9,379,46025,7.31,5.367,0.985,0.064,0.04,12.6,7250,85.52
광주2,Jun-19,6,7.6,8.9,8.9,11.4,13.1,6.385,0.112,6.1,24.1,335,24900,6.139,3.942,0.757,0.078,0.046,17.8,5950,212.38
광주2,Jul-19,7,7.4,8.1,7.8,10.6,15.4,5.356,0.194,6.1,25.6,272,106750,5.213,2.642,0.867,0.152,0.128,19.4,29400,93.1
광주2,Aug-19,8,7.6,8,7.6,9.6,22.7,6.017,0.194,6.6,27.5,315,204700,5.744,3.341,0.954,0.136,0.111,26.4,61250,382.73
광주2,Sep-19,9,7.4,9.2,5.7,7.4,10.1,5.499,0.13,4.1,24.3,280,45850,5.348,2.948,1.223,0.101,0.073,11.2,25050,125.67
광주2,Oct-19,10,7.4,11.4,5,6.8,12.1,5.346,0.071,3.5,19.6,292,12950,5.056,2.249,2.118,0.05,0.03,19.3,3600,128.67
광주2,Nov-19,11,7.4,9.8,9.8,12,19.6,9.085,0.266,5.3,15.4,398,247050,8.761,5.656,1.918,0.181,0.167,30.2,142775,46.06
광주2,Dec-19,12,7.7,13.8,8.6,11.5,23.3,7.204,0.148,5.3,10,414,110750,6.728,3.474,2.39,0.028,0.005,112.1,30925,32.72
광주2-1,Jan-15,1,7.5,15.4,2.2,6.4,3.2,8.761,0.067,3.4,7.3,412,53500,8.394,4.415,2.749,0.045,0.034,4.7,11250,12.9
광주2-1,Feb-15,2,7.5,9.7,3.7,8.4,5.6,10.932,0.147,4.4,8.5,468,100500,10.633,6.85,2.002,0.094,0.081,7.3,6250,8.6
광주2-1,Mar-15,3,7.5,10.7,5.5,10.1,12.2,10.242,0.114,5.2,12,483,84800,9.804,6.249,2.08,0.038,0.014,63.3,3680,101.7
광주2-1,Apr-15,4,7.3,8.1,6.7,11.6,13.9,8.951,0.182,5.4,17.5,418,212500,8.432,5.049,1.764,0.11,0.082,46.2,20800,62.5
광주2-1,May-15,5,8,10.8,8.1,12.7,12.5,7.332,0.084,5.7,23.8,376,17750,6.811,3.186,1.943,0.035,0.012,59.5,1575,4.18
광주2-1,Jun-15,6,7.8,10.5,7.6,13,15.7,6.937,0.151,6.5,25.4,333,124000,6.556,3.493,1.609,0.081,0.057,50.2,14675,12.87
광주2-1,Jul-15,7,7.6,6.6,6.6,9.6,11.2,5.811,0.238,5.5,25.8,284,274500,5.543,2.853,1.609,0.171,0.154,26.9,67250,39.98
광주2-1,Aug-15,8,7.5,7.8,5.8,10.1,11.6,4.643,0.152,4.5,28,285,44000,4.451,1.874,1.795,0.091,0.055,66.7,14250,49.38
광주2-1,Sep-15,9,7.8,9.9,5.4,9.9,10.3,4.66,0.116,4.5,25.5,326,38500,4.559,1.573,2.33,0.066,0.053,98,10000,6.24
광주2-1,Oct-15,10,7.4,10.6,5.3,9.8,9.5,6.932,0.077,4.7,21.1,385,17250,6.654,1.882,3.881,0.05,0.03,59.8,4900,24.5
광주2-1,Nov-15,11,7.4,9,3.9,8.6,7.6,5.911,0.176,4.1,16.1,377,31900,5.685,2.275,3.119,0.125,0.118,25,10150,95.5
광주2-1,Dec-15,12,7.2,10.7,2,6.3,4.7,6.597,0.146,3.4,10.9,414,77500,6.34,1.961,4.243,0.112,0.102,2.9,19000,47
광주2-1,Jan-16,1,7.3,12.6,2.3,6.3,3.9,9.137,0.098,3.5,7.4,467,6250,9.034,3.414,4.979,0.063,0.056,6.7,2100,47.2
광주2-1,Feb-16,2,7.5,12.8,3.1,7.4,6.7,6.839,0.132,3.6,7.3,394,36250,6.685,2.485,3.115,0.085,0.07,8.2,11650,23.9
광주2-1,Mar-16,3,7.2,10.6,4.7,9.2,16.9,7.869,0.196,4.5,12.3,382,45920,7.537,3.352,2.982,0.112,0.097,33.1,8120,36.5
광주2-1,Apr-16,4,8,11,7.4,11.3,17,6.931,0.175,5,19.1,297,21250,6.191,1.887,2.696,0.075,0.051,80,4200,145.5
광주2-1,May-16,5,7.5,9.8,5.3,8.1,8.9,5.656,0.149,4.5,21.9,329,28750,5.357,2.084,1.863,0.091,0.074,41.8,3570,48.6
광주2-1,Jun-16,6,7.6,9.3,9.5,11.3,14.9,6.225,0.201,5.6,25.8,317,20640,5.649,2.346,1.886,0.081,0.048,120.1,2600,96.1
광주2-1,Jul-16,7,7.8,10.6,4.8,8.4,11.1,5.307,0.143,4.2,27.8,272,52000,4.822,1.774,1.793,0.102,0.085,35.5,10150,164.3
광주2-1,Aug-16,8,8.3,9.4,8.6,11.8,15.5,4.636,0.15,5.4,29.9,322,8300,4.448,1.473,1.67,0.096,0.071,88.6,7012,148.9
광주2-1,Sep-16,9,7.6,8.2,4.5,8,9.6,4.028,0.196,4.3,25.2,247,82750,3.808,1.563,1.7,0.143,0.127,16.4,21000,66.6
광주2-1,Oct-16,10,7,8.1,4,7.1,8.5,5.482,0.357,4,20,269,208200,5.117,2.383,1.918,0.268,0.249,3,93500,90.9
광주2-1,Nov-16,11,7.5,10.1,4.6,6.9,8.6,8.822,0.204,4.5,14.5,342,153200,8.36,3.849,2.95,0.136,0.106,35.5,57600,121.9
광주2-1,Dec-16,12,7.5,12,4.5,7.4,8.2,9.259,0.217,4.6,11,493,86500,8.789,3.439,3.463,0.113,0.091,25.5,32750,59.2
광주2-1,Jan-17,1,7.5,12.8,3.2,7.2,5.7,9.09,0.146,4,7.8,465,10600,8.525,3.477,3.42,0.087,0.07,13.4,4825,49.9
광주2-1,Feb-17,2,7.4,11.3,4.6,7.9,10.3,11.508,0.247,5.5,8.8,456,162800,11.059,6.22,2.56,0.146,0.122,30.5,62000,45.2
광주2-1,Mar-17,3,7.6,10.9,6.8,12,18.9,11.999,0.269,7.3,12.3,453,232500,11.116,7.117,1.816,0.181,0.125,70.6,32050,55.2
광주2-1,Apr-17,4,7.9,12.3,7.8,12.2,18.2,9.085,0.207,6.8,18.7,404,235500,8.754,4.256,2.251,0.119,0.092,117.1,53500,185
광주2-1,May-17,5,8.3,14.2,7.6,14.3,18.8,10.442,0.203,8.3,24.3,477,7600,9.334,4.971,2.186,0.107,0.062,116.5,923,104.5
광주2-1,Jun-17,6,8.2,13,8.2,15.1,21,8.115,0.184,7.2,25.5,348,118975,7.463,3.81,1.792,0.098,0.066,105.3,16055,116.1
광주2-1,Jul-17,7,7.5,6.1,6.4,11,13.5,5.742,0.516,6.1,27.9,283,101000,5.491,2.923,1.238,0.403,0.364,19,47900,301.4
광주2-1,Aug-17,8,7.6,7.4,5.3,8,25.8,4.591,0.216,4.8,28.1,211,392500,4.24,2.064,1.127,0.156,0.134,45.9,294500,81
광주2-1,Sep-17,9,7.6,9.5,3.6,8.4,19.8,5.081,0.101,4.6,24.7,330,41375,4.773,1.734,1.963,0.055,0.038,70.3,35325,251.3
광주2-1,Oct-17,10,7.6,10.5,4.7,8.1,10.1,7.089,0.113,4.7,20.7,410,9700,6.858,2.235,2.601,0.056,0.021,70.4,4150,216.7
광주2-1,Nov-17,11,7.3,10.8,5.3,9.2,10.9,9.258,0.1,5.4,13.9,518,23350,9.001,3.908,3.606,0.036,0.01,68.4,7425,31.5
광주2-1,Dec-17,12,7.4,11.5,8.4,10.7,19.2,10.065,0.196,6.1,8.4,539,335750,9.53,5.974,2.222,0.059,0.032,57.5,207550,44.9
광주2-1,Jan-18,1,7.3,12.3,4.5,10.5,14.7,10.623,0.113,5.7,8.5,489,101000,10.071,5.629,2.585,0.045,0.016,66.1,22200,11.7
광주2-1,Feb-18,2,7.6,12.4,4.1,11.2,11.3,13.092,0.161,6,8.5,465,123500,12.628,9.924,1.76,0.084,0.057,41,54800,41.9
광주2-1,Mar-18,3,7,9.5,7,11.5,26.9,8.196,0.257,6.1,13.3,329,265250,7.764,5.222,1.448,0.121,0.107,41.1,52210,7.8
광주2-1,Apr-18,4,7.3,10.3,7.1,10.7,41.7,7.347,0.162,4.8,16.4,336,184000,7.112,4.216,1.451,0.077,0.051,47.5,54200,8.9
광주2-1,May-18,5,7.4,11.6,6.2,9.2,33.8,5.893,0.132,4.8,21.4,334,107000,5.383,3.525,1.125,0.062,0.043,61.8,39025,28.1
광주2-1,Jun-18,6,7.3,11.5,4.5,10,26.2,7.381,0.153,5.7,25.7,342,17700,7.129,4.754,0.989,0.074,0.053,52.7,4300,42.1
광주2-1,Jul-18,7,7.1,9,5.6,9.3,24.9,7.084,0.172,5.2,26.5,320,53250,6.919,4.855,0.977,0.106,0.091,41.7,26506,211.7
광주2-1,Aug-18,8,7.6,9.9,5.6,10.2,23.1,7.556,0.181,5.2,29.1,351,102000,7.201,5.148,1.004,0.133,0.094,59.4,54650,273.8
광주2-1,Sep-18,9,7.2,8.6,2.1,5.9,13.1,3.956,0.148,3.4,24.8,253,24667,3.868,1.887,1.241,0.101,0.08,41.4,16133,108.8
광주2-1,Oct-18,10,7.3,11.3,4.7,7.3,10.3,7.284,0.176,4.3,18.6,397,28586,7.207,3.738,1.873,0.123,0.097,36.2,12540,85.4
광주2-1,Nov-18,11,7.5,10.4,7.1,8,11.4,8.897,0.233,5.6,14.1,433,62600,8.431,5.302,1.598,0.143,0.093,59.2,24463,2.1
광주2-1,Dec-18,12,7.3,8.2,5.5,7.5,9.9,10.973,0.122,4.8,9.5,485,141350,10.121,5.465,2.56,0.058,0.03,45,21413,28.5
광주2-1,Jan-19,1,7.3,12.7,5.5,7.2,9,9.617,0.102,5.3,8.5,496,5875,9.385,5.488,2.556,0.046,0.016,59.1,825,38.8
광주2-1,Feb-19,2,7,11.8,6.3,10.1,15.1,11.121,0.127,5.2,8.8,473,13800,10.602,7.307,1.87,0.045,0.009,81.4,1507,22
광주2-1,Mar-19,3,7.4,10,7.6,12,16.6,12.329,0.345,6.6,12.8,398,200550,10.789,7.752,1.453,0.194,0.164,60,35595,115.8
광주2-1,Apr-19,4,7.3,9.1,7,11.5,15.1,11.365,0.301,6.1,15.4,434,185920,10.666,7.563,1.439,0.192,0.132,16.7,66676,127.4
광주2-1,May-19,5,7.4,8.9,6.3,10.3,11.9,8.55,0.208,5.8,19.7,387,53350,8.113,5.852,1.049,0.137,0.115,12.6,19285,85.4
광주2-1,Jun-19,6,7.5,8.4,7,11.7,11.7,9.042,0.243,6.4,23.6,377,62650,8.266,5.68,0.662,0.159,0.112,22.6,29350,222.4
광주2-1,Jul-19,7,7.1,7,5.8,9.7,16.6,6.302,0.175,5.1,25.1,264,154600,5.895,3.53,0.976,0.13,0.111,17.6,40450,84.5
광주2-1,Aug-19,8,7.2,7.4,5.3,8.7,13.7,6.871,0.137,5.5,27.4,321,82190,6.629,3.824,1.059,0.091,0.066,32.6,58160,397.1
광주2-1,Sep-19,9,7.2,7.8,4.3,7.6,8.4,6.367,0.179,4.3,23.9,294,202500,6.274,3.518,1.276,0.138,0.106,14,98150,129.7
광주2-1,Oct-19,10,7.3,10.7,2.8,6.7,7.2,6.96,0.072,3.9,19.2,318,18350,6.453,2.819,2.6,0.048,0.027,20.4,4000,125.2
광주2-1,Nov-19,11,7.3,10.3,6.4,10.2,16.3,9.148,0.146,5,15,423,31300,8.142,4.589,2.161,0.097,0.083,31,12375,47.2
광주2-1,Dec-19,12,7.3,12.7,7.6,11,18.6,9.071,0.321,5,10.3,452,200900,7.789,4.343,2.857,0.218,0.197,86.5,101915,32.4
광산,Jan-15,1,6.9,11.9,2.5,5,6.4,6.382,0.115,4.5,5.6,403,6880,6.295,3.178,2.586,0.071,0.055,7.1,155,20.63
광산,Feb-15,2,7.1,12.6,4.3,6.5,6.7,7.327,0.11,5.3,6.5,422,3675,7.188,4.068,2.538,0.051,0.029,27.9,1062,18.07
광산,Mar-15,3,7.4,12,6.9,10,13.4,7.658,0.147,7,10.4,430,1512,7.212,4.521,1.833,0.047,0.017,99.8,51,12.37
광산,Apr-15,4,7.2,7.5,5.6,8.9,12.5,5.658,0.162,6.5,15.8,346,17763,5.305,2.966,1.412,0.081,0.049,56,1159,22.02
광산,May-15,5,7,6.4,6.3,8.4,11.5,5.195,0.14,6.2,20.9,309,5298,5.039,2.582,1.499,0.051,0.027,56.3,686,19.31
광산,Jun-15,6,6.7,6.8,5.3,8.3,13.2,4.456,0.126,6.3,23.9,290,6342,4.176,1.874,1.412,0.051,0.025,44.6,833,19.12
광산,Jul-15,7,7.5,7.1,4.2,8.3,9.6,3.352,0.137,5.9,26.2,237,8623,3.198,0.953,1.443,0.064,0.041,57,1948,38.43
광산,Aug-15,8,7.3,6.7,4.3,7.6,10.6,4.168,0.19,5.8,27.8,291,4028,3.833,1.283,1.178,0.093,0.063,60,1107,21.54
광산,Sep-15,9,7.2,8.1,4.4,7.1,8.7,4.487,0.153,5.2,24,322,10753,4.317,1.428,1.809,0.076,0.049,38.1,3161,19.76
광산,Oct-15,10,7,8.9,4.3,7.1,9.4,4.514,0.118,5.9,20.1,313,1961,4.323,1.064,2.416,0.059,0.039,38.8,450,14.65
광산,Nov-15,11,6.7,5.8,4.2,6.6,5.9,5.011,0.202,5.3,15.6,349,19705,4.844,1.801,1.803,0.135,0.093,23,4605,21.2
광산,Dec-15,12,6.6,9.2,2.3,5.2,3.3,4.916,0.169,2.6,9,341,16400,4.849,1.234,2.644,0.123,0.089,7.5,1078,23.38
광산,Jan-16,1,7.2,12.8,2.6,5.4,5.1,6.783,0.124,5.3,6.6,417,875,6.63,1.672,4.346,0.071,0.036,28.5,60,15.68
광산,Feb-16,2,7.1,12,3.5,5.8,8.6,5.428,0.154,5.5,6.9,355,5561,5.201,1.762,2.991,0.096,0.072,20.3,462,23.34
광산,Mar-16,3,7.2,10.4,4.8,7.4,19.5,4.855,0.176,6.1,11.6,317,3675,4.571,1.311,2.69,0.082,0.046,46.4,258,26.81
광산,Apr-16,4,7.2,10,5.4,7.9,12.8,3.833,0.137,5.9,16.6,284,5775,3.608,0.889,2.292,0.06,0.025,64.3,1314,29.27
광산,May-16,5,6.9,9.4,4.5,7.6,10.1,4.087,0.14,6,21.4,287,8700,3.804,1.309,1.916,0.068,0.045,65.8,1864,26.04
광산,Jun-16,6,6.9,7.2,4,7.8,7,4.023,0.146,7,24.3,288,11250,3.761,1.365,1.709,0.085,0.068,42.4,1360,24.42
광산,Jul-16,7,6.9,6.5,3.9,6.9,10.7,3.277,0.166,6.2,26.2,230,27275,3.066,1.072,1.537,0.101,0.085,36.7,7305,59.19
광산,Aug-16,8,6.8,4.3,4.5,8.6,9.7,3.845,0.204,7.3,29,317,10192,3.641,1.669,1.307,0.141,0.117,61,2456,22.22
광산,Sep-16,9,7,6.8,4.1,7,9.1,3.613,0.152,5.7,24,276,12250,3.501,1.076,1.987,0.092,0.077,49.5,2175,36.61
광산,Oct-16,10,6.5,7.1,3,5.9,11.8,3.153,0.192,4.6,19.5,220,36000,2.97,0.807,1.596,0.133,0.126,8.4,8050,42.96
광산,Nov-16,11,7,10.8,3.8,6.6,8.7,5.604,0.163,5.4,13.2,371,6800,5.408,1.577,3.219,0.087,0.061,48.2,1416,16.25
광산,Dec-16,12,7,10.9,4.1,7.3,10,6.097,0.122,6.1,8.3,428,5880,5.752,1.738,3.227,0.043,0.023,46.5,545,15.29
광산,Jan-17,1,7,13.1,4,7.2,9,6.447,0.114,5.7,6.1,432,1576,6.204,1.892,3.456,0.04,0.019,42.9,54,12.28
광산,Feb-17,2,7.2,13.8,5.5,9.1,14.7,7.673,0.154,7.8,7,473,3070,7.148,3.512,2.966,0.043,0.02,69.3,81,17
광산,Mar-17,3,7.5,14.8,6.8,12.4,16,8.267,0.121,8.8,11.1,428,5275,7.898,4.164,2.628,0.039,0.018,101.4,70,4.91
광산,Apr-17,4,6.8,10.5,7.3,11.7,9.9,6.152,0.159,8.7,16.6,369,2800,5.469,3.048,1.865,0.084,0.044,34.2,163,13.41
광산,May-17,5,7.2,8.6,5.9,12.6,11,7.44,0.133,9,21.6,445,220,7.196,3.606,2.267,0.069,0.038,35.2,81,9.68
광산,Jun-17,6,7.1,8,6.9,14.1,13.7,4.55,0.106,10.3,24.1,351,100,4.304,1.528,1.832,0.039,0.006,55.3,52,23.25
광산,Jul-17,7,6.4,4.6,3.9,9.1,10.3,3.847,0.176,7.4,27.2,274,9775,3.699,1.711,1.475,0.123,0.101,20.5,2865,24.31
광산,Aug-17,8,6.6,3.3,3.8,8.8,13.7,4.244,0.181,6.8,27.5,262,23500,4.157,2.362,1.256,0.121,0.104,13.9,11600,94.8
광산,Sep-17,9,7,8.4,3.7,7.9,10.5,3.163,0.105,5.9,23.7,272,10475,2.924,0.858,1.586,0.053,0.039,38.9,3185,47.6
광산,Oct-17,10,7.1,8.4,4.9,8.3,10.1,5.166,0.091,6.6,18.9,388,2075,4.915,1.926,2.243,0.049,0.031,48.9,630,17.42
광산,Nov-17,11,7.6,12.3,5.3,9.8,13.7,6.34,0.087,7.4,12.1,480,1311,6.181,2.229,3.181,0.034,0.008,48.1,172,15.68
광산,Dec-17,12,7.8,12.2,5.4,9.2,17.3,7.16,0.117,7.6,7.4,559,12125,6.807,3.507,2.728,0.028,0.007,40.7,1225,25.08
