p H,DO,EC,WT,BOD,COD,TOC,Chla,SS,TN, T P,NH3N,PO4P,Flow,logTC,logFC
7.3 ,6.6 ,402 ,29.4 ,5.1 ,13.3 ,8.5 ,29.0 ,7.4 ,1.285 ,0.134 ,0.011 ,0.061 ,2.066 ,2.8451 ,1.4771 
7.6 ,7.7 ,293 ,30.0 ,4.1 ,10.9 ,7.8 ,52.3 ,10.1 ,0.992 ,0.113 ,0.011 ,0.046 ,4.448 ,3.1761 ,2.3617 
7.7 ,8.5 ,356 ,29.6 ,3.2 ,10.5 ,7.5 ,35.0 ,7.7 ,1.251 ,0.107 ,0.013 ,0.042 ,0.854 ,2.3010 ,1.4771 
7.0 ,6.3 ,251 ,27.8 ,2.4 ,7.3 ,6.0 ,11.6 ,5.0 ,1.113 ,0.107 ,0.071 ,0.068 ,4.952 ,3.2553 ,2.6128 
7.3 ,6.7 ,497 ,27.3 ,2.5 ,8.1 ,7.0 ,21.4 ,6.5 ,1.238 ,0.087 ,0.009 ,0.028 ,0.889 ,2.6990 ,1.0000 
6.6 ,8.2 ,117 ,22.9 ,1.9 ,7.6 ,5.2 ,3.0 ,18.4 ,1.995 ,0.145 ,0.020 ,0.061 ,121.808 ,4.4150 ,3.6128 
7.5 ,9.1 ,159 ,24.3 ,1.5 ,4.8 ,4.0 ,1.6 ,8.6 ,2.214 ,0.133 ,0.023 ,0.069 ,19.254 ,4.2304 ,3.4914 
7.6 ,10.7 ,163 ,23.4 ,1.8 ,4.8 ,5.0 ,10.6 ,5.6 ,1.822 ,0.062 ,0.007 ,0.025 ,11.438 ,3.7993 ,3.0414 
7.3 ,8.4 ,164 ,24.0 ,3.0 ,6.6 ,4.0 ,49.6 ,10.9 ,1.574 ,0.056 ,0.005 ,0.030 ,10.998 ,3.9590 ,3.2553 
7.6 ,10.5 ,243 ,20.8 ,1.9 ,5.0 ,5.0 ,12.1 ,4.4 ,2.077 ,0.076 ,0.087 ,0.021 ,4.129 ,3.4914 ,2.4472 
8.3 ,11.4 ,285 ,19.2 ,3.3 ,7.5 ,6.8 ,27.3 ,6.6 ,1.902 ,0.092 ,0.110 ,0.019 ,3.354 ,3.0792 ,2.5682 
7.8 ,12.3 ,202 ,18.1 ,1.1 ,4.8 ,4.8 ,3.6 ,9.2 ,1.718 ,0.093 ,0.012 ,0.059 ,15.491 ,4.3802 ,3.6128 
7.7 ,10.6 ,243 ,15.6 ,1.2 ,4.7 ,4.1 ,4.0 ,3.3 ,2.084 ,0.061 ,0.009 ,0.042 ,4.312 ,3.4472 ,2.5563 
8.2 ,10.7 ,312 ,14.6 ,1.8 ,5.5 ,5.5 ,7.1 ,4.5 ,2.090 ,0.073 ,0.014 ,0.016 ,3.632 ,3.4914 ,2.3979 
8.1 ,11.3 ,319 ,13.4 ,2.6 ,6.4 ,5.3 ,27.1 ,4.4 ,2.051 ,0.072 ,0.014 ,0.013 ,4.001 ,4.1139 ,2.7782 
7.8 ,7.7 ,355 ,12.1 ,2.0 ,5.5 ,7.2 ,20.9 ,4.9 ,2.122 ,0.095 ,0.008 ,0.017 ,0.884 ,3.3222 ,2.2041 
6.9 ,9.5 ,251 ,13.1 ,1.6 ,6.5 ,5.0 ,11.9 ,8.5 ,1.976 ,0.128 ,0.036 ,0.072 ,3.706 ,4.1461 ,2.8451 
7.4 ,11.1 ,310 ,9.7 ,1.7 ,6.7 ,5.6 ,20.6 ,4.4 ,1.971 ,0.065 ,0.004 ,0.027 ,2.980 ,3.4624 ,2.3222 
7.7 ,13.1 ,302 ,9.7 ,1.8 ,4.6 ,5.3 ,18.9 ,4.0 ,2.069 ,0.064 ,0.005 ,0.035 ,1.709 ,3.1139 ,2.2304 
7.6 ,10.7 ,313 ,10.5 ,2.8 ,5.2 ,5.3 ,54.6 ,6.9 ,2.005 ,0.072 ,0.008 ,0.019 ,3.941 ,4.1761 ,3.6021 
8.2 ,14.3 ,295 ,3.3 ,1.6 ,4.2 ,5.0 ,9.8 ,3.2 ,2.383 ,0.068 ,0.056 ,0.033 ,4.098 ,2.9031 ,1.8451 
7.3 ,14.4 ,330 ,4.4 ,1.3 ,3.9 ,4.5 ,4.5 ,3.8 ,2.938 ,0.076 ,0.153 ,0.046 ,3.644 ,2.9542 ,1.7782 
7.5 ,12.5 ,337 ,5.5 ,1.4 ,4.0 ,4.6 ,4.9 ,4.0 ,2.708 ,0.068 ,0.093 ,0.037 ,3.089 ,2.9542 ,2.4150 
8.3 ,9.9 ,360 ,2.3 ,1.1 ,4.5 ,4.8 ,6.5 ,2.9 ,2.610 ,0.072 ,0.105 ,0.016 ,2.906 ,2.9542 ,2.1461 
7.6 ,14.1 ,394 ,3.6 ,1.5 ,3.4 ,4.9 ,6.2 ,3.3 ,2.889 ,0.058 ,0.209 ,0.015 ,2.797 ,2.7782 ,2.3802 
7.6 ,12.5 ,341 ,3.4 ,1.7 ,3.9 ,3.4 ,18.8 ,4.6 ,2.801 ,0.080 ,0.046 ,0.018 ,2.528 ,2.4472 ,2.1461 
8.1 ,13.3 ,435 ,4.1 ,2.6 ,5.2 ,4.2 ,34.7 ,7.5 ,2.539 ,0.081 ,0.006 ,0.007 ,2.363 ,2.4914 ,2.2788 
8.3 ,12.1 ,338 ,5.7 ,2.3 ,7.1 ,5.3 ,36.4 ,9.1 ,2.664 ,0.092 ,0.269 ,0.043 ,3.129 ,3.3010 ,2.5441 
7.2 ,13.2 ,351 ,3.0 ,2.8 ,5.7 ,4.8 ,32.4 ,5.0 ,2.739 ,0.097 ,0.210 ,0.046 ,2.290 ,3.3010 ,1.9031 
8.1 ,14.2 ,305 ,3.6 ,2.9 ,6.6 ,6.1 ,31.6 ,10.7 ,2.420 ,0.111 ,0.020 ,0.009 ,2.738 ,2.6021 ,2.1761 
8.0 ,13.0 ,339 ,6.5 ,3.1 ,6.8 ,6.2 ,63.8 ,9.3 ,2.184 ,0.099 ,0.022 ,0.014 ,2.551 ,2.6990 ,2.2553 
8.3 ,11.9 ,352 ,10.6 ,4.5 ,8.4 ,7.2 ,81.7 ,17.5 ,1.778 ,0.117 ,0.024 ,0.022 ,1.663 ,3.7404 ,2.0792 
8.0 ,11.9 ,362 ,9.4 ,4.3 ,9.0 ,7.2 ,76.5 ,13.6 ,1.848 ,0.184 ,0.044 ,0.010 ,2.259 ,3.4314 ,3.0792 
8.9 ,13.0 ,335 ,9.7 ,4.0 ,9.8 ,7.9 ,70.7 ,19.0 ,1.730 ,0.182 ,0.024 ,0.010 ,1.744 ,3.0792 ,0.4771 
8.3 ,13.3 ,300 ,8.4 ,4.8 ,8.7 ,7.0 ,79.0 ,17.8 ,1.657 ,0.196 ,0.050 ,0.013 ,2.339 ,2.9031 ,1.7782 
8.5 ,11.4 ,334 ,9.9 ,4.0 ,8.6 ,5.5 ,32.6 ,17.3 ,1.246 ,0.138 ,0.041 ,0.011 ,1.744 ,3.0792 ,0.9031 
8.3 ,13.1 ,330 ,15.3 ,4.1 ,8.8 ,7.8 ,89.6 ,12.6 ,1.564 ,0.151 ,0.357 ,0.012 ,2.154 ,1.4771 ,0.6021 
8.2 ,9.0 ,381 ,13.0 ,3.8 ,8.3 ,7.5 ,55.9 ,12.8 ,1.651 ,0.144 ,0.263 ,0.008 ,1.711 ,2.0000 ,1.0792 
8.1 ,9.3 ,236 ,19.7 ,5.9 ,12.6 ,9.3 ,60.9 ,14.0 ,1.232 ,0.214 ,0.018 ,0.015 ,2.202 ,2.3222 ,1.9638 
7.9 ,10.0 ,292 ,17.4 ,3.7 ,9.1 ,5.0 ,25.0 ,10.8 ,1.326 ,0.159 ,0.146 ,0.054 ,6.405 ,4.1139 ,3.5563 
8.4 ,8.9 ,230 ,17.6 ,4.1 ,8.9 ,6.9 ,64.7 ,14.3 ,0.864 ,0.128 ,0.022 ,0.011 ,2.105 ,2.7160 ,1.9138 
8.0 ,9.1 ,475 ,22.1 ,3.9 ,8.6 ,7.2 ,47.8 ,9.1 ,1.331 ,0.142 ,0.110 ,0.014 ,1.056 ,2.4472 ,1.9294 
7.4 ,7.1 ,194 ,19.9 ,2.7 ,9.0 ,6.0 ,25.1 ,14.9 ,1.760 ,0.158 ,0.338 ,0.061 ,6.579 ,3.5682 ,2.7160 
8.3 ,7.5 ,211 ,19.2 ,4.1 ,8.9 ,7.5 ,24.7 ,26.9 ,2.050 ,0.194 ,0.616 ,0.079 ,11.052 ,4.4314 ,3.3424 
6.9 ,8.4 ,221 ,22.2 ,3.9 ,8.8 ,7.8 ,16.6 ,10.8 ,2.040 ,0.149 ,0.267 ,0.057 ,6.849 ,3.4624 ,2.6902 
6.9 ,7.4 ,226 ,22.5 ,3.4 ,9.4 ,7.4 ,11.4 ,13.4 ,1.863 ,0.185 ,0.232 ,0.078 ,7.835 ,3.6812 ,3.4624 
6.9 ,7.8 ,320 ,22.5 ,2.8 ,9.6 ,7.1 ,16.4 ,7.2 ,1.868 ,0.137 ,0.119 ,0.042 ,2.227 ,3.3222 ,1.3617 
7.0 ,10.8 ,242 ,25.5 ,3.9 ,11.2 ,9.1 ,23.5 ,10.6 ,1.509 ,0.104 ,0.091 ,0.035 ,4.404 ,3.2553 ,2.5441 
7.6 ,6.1 ,204 ,23.8 ,4.5 ,10.2 ,8.0 ,8.3 ,11.0 ,2.417 ,0.154 ,0.329 ,0.112 ,7.985 ,3.3617 ,2.8808 
7.9 ,10.5 ,221 ,27.8 ,3.7 ,8.5 ,8.2 ,21.0 ,8.0 ,1.382 ,0.102 ,0.033 ,0.050 ,6.799 ,4.5563 ,3.7853 
6.9 ,6.8 ,255 ,26.5 ,2.0 ,6.5 ,6.4 ,8.4 ,5.6 ,1.300 ,0.075 ,0.009 ,0.039 ,4.022 ,3.0792 ,2.6232 
7.0 ,7.4 ,180 ,24.7 ,1.3 ,6.0 ,4.4 ,3.5 ,10.9 ,2.203 ,0.077 ,0.058 ,0.057 ,15.345 ,4.3010 ,3.6335 
6.7 ,7.9 ,220 ,24.8 ,1.5 ,6.2 ,5.3 ,4.8 ,17.2 ,1.978 ,0.102 ,0.088 ,0.062 ,30.941 ,4.4771 ,3.6435 
7.3 ,8.9 ,236 ,29.4 ,3.3 ,6.9 ,6.3 ,44.7 ,6.6 ,1.222 ,0.096 ,0.004 ,0.005 ,3.542 ,4.5563 ,2.6990 
6.8 ,6.9 ,217 ,27.8 ,3.5 ,8.1 ,7.1 ,20.3 ,9.3 ,1.037 ,0.106 ,0.080 ,0.059 ,9.793 ,3.6335 ,3.3979 
7.0 ,7.5 ,242 ,26.9 ,2.1 ,10.8 ,8.8 ,11.9 ,5.8 ,0.763 ,0.072 ,0.010 ,0.039 ,4.263 ,3.0414 ,2.5441 
6.8 ,8.0 ,182 ,24.4 ,1.4 ,5.9 ,5.6 ,5.6 ,4.9 ,1.499 ,0.080 ,0.060 ,0.058 ,9.197 ,3.8129 ,3.5911 
7.6 ,7.4 ,287 ,22.9 ,1.6 ,6.3 ,5.8 ,4.8 ,2.9 ,1.854 ,0.069 ,0.057 ,0.045 ,9.837 ,3.7160 ,3.4771 
7.0 ,7.6 ,241 ,24.8 ,1.6 ,6.5 ,4.5 ,2.7 ,5.0 ,1.715 ,0.096 ,0.032 ,0.082 ,10.477 ,3.5798 ,3.4150 
7.0 ,7.0 ,290 ,25.1 ,1.7 ,5.2 ,3.8 ,10.2 ,4.6 ,1.501 ,0.080 ,0.038 ,0.054 ,4.004 ,3.5911 ,2.7243 
7.3 ,9.3 ,157 ,19.5 ,1.6 ,6.1 ,4.1 ,4.2 ,5.5 ,2.122 ,0.079 ,0.028 ,0.066 ,19.172 ,4.4914 ,3.8513 
7.3 ,9.5 ,207 ,23.5 ,1.5 ,4.6 ,3.7 ,10.7 ,2.9 ,1.452 ,0.061 ,0.030 ,0.037 ,8.912 ,3.7404 ,3.4624 
7.1 ,11.5 ,159 ,19.8 ,1.1 ,4.1 ,2.6 ,3.7 ,4.2 ,2.174 ,0.066 ,0.071 ,0.042 ,13.890 ,4.3617 ,3.7709 
8.2 ,11.2 ,289 ,15.2 ,1.0 ,4.0 ,2.9 ,2.6 ,3.1 ,2.472 ,0.056 ,0.016 ,0.038 ,3.902 ,3.3222 ,2.4624 
7.5 ,9.3 ,250 ,17.9 ,1.2 ,4.8 ,3.0 ,12.5 ,4.4 ,1.553 ,0.040 ,0.030 ,0.012 ,6.455 ,3.8633 ,3.7160 
7.7 ,9.0 ,309 ,14.4 ,2.0 ,5.4 ,4.6 ,21.4 ,4.6 ,1.671 ,0.031 ,0.006 ,0.002 ,2.997 ,2.9542 ,2.5185 
7.8 ,9.4 ,365 ,14.8 ,3.9 ,7.6 ,7.4 ,85.9 ,11.3 ,1.662 ,0.083 ,0.009 ,0.008 ,2.106 ,2.8808 ,2.3222 
7.5 ,9.2 ,290 ,12.1 ,2.5 ,6.4 ,5.9 ,12.2 ,9.1 ,2.016 ,0.076 ,0.110 ,0.040 ,3.788 ,3.7404 ,3.5315 
8.0 ,9.4 ,275 ,12.8 ,3.8 ,6.8 ,5.7 ,41.4 ,16.2 ,2.124 ,0.087 ,0.067 ,0.036 ,5.937 ,4.2304 ,3.6628 
7.8 ,10.3 ,342 ,10.8 ,3.5 ,7.0 ,6.9 ,61.4 ,9.1 ,2.094 ,0.063 ,0.012 ,0.018 ,2.458 ,3.6232 ,2.8513 
7.9 ,10.7 ,319 ,8.4 ,4.4 ,6.2 ,6.0 ,51.4 ,8.3 ,2.071 ,0.038 ,0.039 ,0.026 ,5.455 ,4.1139 ,3.5441 
7.9 ,12.7 ,340 ,4.2 ,3.0 ,5.6 ,5.3 ,21.6 ,5.7 ,2.426 ,0.053 ,0.006 ,0.010 ,3.114 ,2.7782 ,2.3424 
8.2 ,12.2 ,369 ,6.6 ,2.4 ,4.9 ,4.7 ,36.0 ,7.1 ,2.735 ,0.059 ,0.029 ,0.014 ,3.848 ,3.3802 ,2.1461 
7.6 ,11.9 ,348 ,4.5 ,1.7 ,3.8 ,3.5 ,3.1 ,3.0 ,2.996 ,0.071 ,0.233 ,0.048 ,2.840 ,3.3802 ,2.2304 
