 Date,Chla,WT,y_t+1,Chla_t-12,WT_t-12,Chla_t-11,WT_t-11,Chla_t-10,WT_t-10,Chla_t-9,WT_t-9,Chla_t-8,WT_t-8,Chla_t-7,WT_t-7,Chla_t-6,WT_t-6,Chla_t-5,WT_t-5,Chla_t-4,WT_t-4,Chla_t-3,WT_t-3,Chla_t-2,WT_t-2,Chla_t-1,WT_t-1,Chla_t-0,WT_t-0
2018.05.21,35.5,21,28.6,100.2,6.9,64.3,8.5,72.6,10.1,67.8,10.6,6.8,12.3,20.4,13.8,54.5,17.6,24,13.8,54.2,14.8,32.9,20,76.3,18.9,50.5,21.3,35.5,21
2018.05.28,28.6,24.6,43.2,64.3,8.5,72.6,10.1,67.8,10.6,6.8,12.3,20.4,13.8,54.5,17.6,24,13.8,54.2,14.8,32.9,20,76.3,18.9,50.5,21.3,35.5,21,28.6,24.6
2018.06.04,43.2,25.1,21.3,72.6,10.1,67.8,10.6,6.8,12.3,20.4,13.8,54.5,17.6,24,13.8,54.2,14.8,32.9,20,76.3,18.9,50.5,21.3,35.5,21,28.6,24.6,43.2,25.1
2018.06.11,21.3,24.8,99.6,67.8,10.6,6.8,12.3,20.4,13.8,54.5,17.6,24,13.8,54.2,14.8,32.9,20,76.3,18.9,50.5,21.3,35.5,21,28.6,24.6,43.2,25.1,21.3,24.8
2018.06.18,99.6,26.5,35.8,6.8,12.3,20.4,13.8,54.5,17.6,24,13.8,54.2,14.8,32.9,20,76.3,18.9,50.5,21.3,35.5,21,28.6,24.6,43.2,25.1,21.3,24.8,99.6,26.5
2018.06.25,35.8,27.4,5.2,20.4,13.8,54.5,17.6,24,13.8,54.2,14.8,32.9,20,76.3,18.9,50.5,21.3,35.5,21,28.6,24.6,43.2,25.1,21.3,24.8,99.6,26.5,35.8,27.4
2018.07.02,5.2,23.7,13.3,54.5,17.6,24,13.8,54.2,14.8,32.9,20,76.3,18.9,50.5,21.3,35.5,21,28.6,24.6,43.2,25.1,21.3,24.8,99.6,26.5,35.8,27.4,5.2,23.7
2018.07.09,13.3,24.9,27.4,24,13.8,54.2,14.8,32.9,20,76.3,18.9,50.5,21.3,35.5,21,28.6,24.6,43.2,25.1,21.3,24.8,99.6,26.5,35.8,27.4,5.2,23.7,13.3,24.9
2018.07.16,27.4,31.2,156.1,54.2,14.8,32.9,20,76.3,18.9,50.5,21.3,35.5,21,28.6,24.6,43.2,25.1,21.3,24.8,99.6,26.5,35.8,27.4,5.2,23.7,13.3,24.9,27.4,31.2
2018.07.23,156.1,31.2,150.6,32.9,20,76.3,18.9,50.5,21.3,35.5,21,28.6,24.6,43.2,25.1,21.3,24.8,99.6,26.5,35.8,27.4,5.2,23.7,13.3,24.9,27.4,31.2,156.1,31.2
2018.07.30,150.6,32.4,174.7,76.3,18.9,50.5,21.3,35.5,21,28.6,24.6,43.2,25.1,21.3,24.8,99.6,26.5,35.8,27.4,5.2,23.7,13.3,24.9,27.4,31.2,156.1,31.2,150.6,32.4
2018.08.06,174.7,32.5,54.6,50.5,21.3,35.5,21,28.6,24.6,43.2,25.1,21.3,24.8,99.6,26.5,35.8,27.4,5.2,23.7,13.3,24.9,27.4,31.2,156.1,31.2,150.6,32.4,174.7,32.5
2018.08.13,54.6,31.5,85.3,35.5,21,28.6,24.6,43.2,25.1,21.3,24.8,99.6,26.5,35.8,27.4,5.2,23.7,13.3,24.9,27.4,31.2,156.1,31.2,150.6,32.4,174.7,32.5,54.6,31.5
2018.08.20,85.3,29.8,5.6,28.6,24.6,43.2,25.1,21.3,24.8,99.6,26.5,35.8,27.4,5.2,23.7,13.3,24.9,27.4,31.2,156.1,31.2,150.6,32.4,174.7,32.5,54.6,31.5,85.3,29.8
2018.08.28,5.6,24.3,2.6,43.2,25.1,21.3,24.8,99.6,26.5,35.8,27.4,5.2,23.7,13.3,24.9,27.4,31.2,156.1,31.2,150.6,32.4,174.7,32.5,54.6,31.5,85.3,29.8,5.6,24.3
2018.09.03,2.6,25.8,15.7,21.3,24.8,99.6,26.5,35.8,27.4,5.2,23.7,13.3,24.9,27.4,31.2,156.1,31.2,150.6,32.4,174.7,32.5,54.6,31.5,85.3,29.8,5.6,24.3,2.6,25.8
2018.09.10,15.7,24.8,54.3,99.6,26.5,35.8,27.4,5.2,23.7,13.3,24.9,27.4,31.2,156.1,31.2,150.6,32.4,174.7,32.5,54.6,31.5,85.3,29.8,5.6,24.3,2.6,25.8,15.7,24.8
2018.09.17,54.3,25.1,41.4,35.8,27.4,5.2,23.7,13.3,24.9,27.4,31.2,156.1,31.2,150.6,32.4,174.7,32.5,54.6,31.5,85.3,29.8,5.6,24.3,2.6,25.8,15.7,24.8,54.3,25.1
2018.09.27,41.4,22.3,72.8,5.2,23.7,13.3,24.9,27.4,31.2,156.1,31.2,150.6,32.4,174.7,32.5,54.6,31.5,85.3,29.8,5.6,24.3,2.6,25.8,15.7,24.8,54.3,25.1,41.4,22.3
2018.10.01,72.8,21.2,6.2,13.3,24.9,27.4,31.2,156.1,31.2,150.6,32.4,174.7,32.5,54.6,31.5,85.3,29.8,5.6,24.3,2.6,25.8,15.7,24.8,54.3,25.1,41.4,22.3,72.8,21.2
2018.10.08,6.2,19.7,27.3,27.4,31.2,156.1,31.2,150.6,32.4,174.7,32.5,54.6,31.5,85.3,29.8,5.6,24.3,2.6,25.8,15.7,24.8,54.3,25.1,41.4,22.3,72.8,21.2,6.2,19.7
2018.10.15,27.3,18.1,26.3,156.1,31.2,150.6,32.4,174.7,32.5,54.6,31.5,85.3,29.8,5.6,24.3,2.6,25.8,15.7,24.8,54.3,25.1,41.4,22.3,72.8,21.2,6.2,19.7,27.3,18.1
2018.10.22,26.3,17.1,36.2,150.6,32.4,174.7,32.5,54.6,31.5,85.3,29.8,5.6,24.3,2.6,25.8,15.7,24.8,54.3,25.1,41.4,22.3,72.8,21.2,6.2,19.7,27.3,18.1,26.3,17.1
2018.10.29,36.2,16,31.8,174.7,32.5,54.6,31.5,85.3,29.8,5.6,24.3,2.6,25.8,15.7,24.8,54.3,25.1,41.4,22.3,72.8,21.2,6.2,19.7,27.3,18.1,26.3,17.1,36.2,16
2018.11.05,31.8,14.6,36.9,54.6,31.5,85.3,29.8,5.6,24.3,2.6,25.8,15.7,24.8,54.3,25.1,41.4,22.3,72.8,21.2,6.2,19.7,27.3,18.1,26.3,17.1,36.2,16,31.8,14.6
2018.11.12,36.9,15.1,73.2,85.3,29.8,5.6,24.3,2.6,25.8,15.7,24.8,54.3,25.1,41.4,22.3,72.8,21.2,6.2,19.7,27.3,18.1,26.3,17.1,36.2,16,31.8,14.6,36.9,15.1
2018.11.19,73.2,12.8,85.5,5.6,24.3,2.6,25.8,15.7,24.8,54.3,25.1,41.4,22.3,72.8,21.2,6.2,19.7,27.3,18.1,26.3,17.1,36.2,16,31.8,14.6,36.9,15.1,73.2,12.8
2018.11.26,85.5,11.1,77.5,2.6,25.8,15.7,24.8,54.3,25.1,41.4,22.3,72.8,21.2,6.2,19.7,27.3,18.1,26.3,17.1,36.2,16,31.8,14.6,36.9,15.1,73.2,12.8,85.5,11.1
2018.12.03,77.5,12,74,15.7,24.8,54.3,25.1,41.4,22.3,72.8,21.2,6.2,19.7,27.3,18.1,26.3,17.1,36.2,16,31.8,14.6,36.9,15.1,73.2,12.8,85.5,11.1,77.5,12
2018.12.10,74,6,45.8,54.3,25.1,41.4,22.3,72.8,21.2,6.2,19.7,27.3,18.1,26.3,17.1,36.2,16,31.8,14.6,36.9,15.1,73.2,12.8,85.5,11.1,77.5,12,74,6
2018.12.17,45.8,6.7,51.3,41.4,22.3,72.8,21.2,6.2,19.7,27.3,18.1,26.3,17.1,36.2,16,31.8,14.6,36.9,15.1,73.2,12.8,85.5,11.1,77.5,12,74,6,45.8,6.7
2018.12.24,51.3,8.9,31.4,72.8,21.2,6.2,19.7,27.3,18.1,26.3,17.1,36.2,16,31.8,14.6,36.9,15.1,73.2,12.8,85.5,11.1,77.5,12,74,6,45.8,6.7,51.3,8.9
2019.01.07,31.4,6,44.7,6.2,19.7,27.3,18.1,26.3,17.1,36.2,16,31.8,14.6,36.9,15.1,73.2,12.8,85.5,11.1,77.5,12,74,6,45.8,6.7,51.3,8.9,31.4,6
2019.01.14,44.7,7.6,32.4,27.3,18.1,26.3,17.1,36.2,16,31.8,14.6,36.9,15.1,73.2,12.8,85.5,11.1,77.5,12,74,6,45.8,6.7,51.3,8.9,31.4,6,44.7,7.6
2019.01.21,32.4,6.8,59.6,26.3,17.1,36.2,16,31.8,14.6,36.9,15.1,73.2,12.8,85.5,11.1,77.5,12,74,6,45.8,6.7,51.3,8.9,31.4,6,44.7,7.6,32.4,6.8
2019.01.28,59.6,6.5,99,36.2,16,31.8,14.6,36.9,15.1,73.2,12.8,85.5,11.1,77.5,12,74,6,45.8,6.7,51.3,8.9,31.4,6,44.7,7.6,32.4,6.8,59.6,6.5
2019.02.07,99,8.1,121.4,31.8,14.6,36.9,15.1,73.2,12.8,85.5,11.1,77.5,12,74,6,45.8,6.7,51.3,8.9,31.4,6,44.7,7.6,32.4,6.8,59.6,6.5,99,8.1
2019.02.11,121.4,5.9,92.2,36.9,15.1,73.2,12.8,85.5,11.1,77.5,12,74,6,45.8,6.7,51.3,8.9,31.4,6,44.7,7.6,32.4,6.8,59.6,6.5,99,8.1,121.4,5.9
2019.02.18,92.2,7,148.2,73.2,12.8,85.5,11.1,77.5,12,74,6,45.8,6.7,51.3,8.9,31.4,6,44.7,7.6,32.4,6.8,59.6,6.5,99,8.1,121.4,5.9,92.2,7
2019.02.25,148.2,9,68.1,85.5,11.1,77.5,12,74,6,45.8,6.7,51.3,8.9,31.4,6,44.7,7.6,32.4,6.8,59.6,6.5,99,8.1,121.4,5.9,92.2,7,148.2,9
2019.03.04,68.1,12,76.8,77.5,12,74,6,45.8,6.7,51.3,8.9,31.4,6,44.7,7.6,32.4,6.8,59.6,6.5,99,8.1,121.4,5.9,92.2,7,148.2,9,68.1,12
2019.03.11,76.8,12.1,80.5,74,6,45.8,6.7,51.3,8.9,31.4,6,44.7,7.6,32.4,6.8,59.6,6.5,99,8.1,121.4,5.9,92.2,7,148.2,9,68.1,12,76.8,12.1
2019.03.18,80.5,12.1,41.4,45.8,6.7,51.3,8.9,31.4,6,44.7,7.6,32.4,6.8,59.6,6.5,99,8.1,121.4,5.9,92.2,7,148.2,9,68.1,12,76.8,12.1,80.5,12.1
2019.03.25,41.4,11.8,24.1,51.3,8.9,31.4,6,44.7,7.6,32.4,6.8,59.6,6.5,99,8.1,121.4,5.9,92.2,7,148.2,9,68.1,12,76.8,12.1,80.5,12.1,41.4,11.8
2019.04.01,24.1,12.2,26,31.4,6,44.7,7.6,32.4,6.8,59.6,6.5,99,8.1,121.4,5.9,92.2,7,148.2,9,68.1,12,76.8,12.1,80.5,12.1,41.4,11.8,24.1,12.2
2019.04.08,26,14.8,84,44.7,7.6,32.4,6.8,59.6,6.5,99,8.1,121.4,5.9,92.2,7,148.2,9,68.1,12,76.8,12.1,80.5,12.1,41.4,11.8,24.1,12.2,26,14.8
2019.04.15,84,13.7,70.5,32.4,6.8,59.6,6.5,99,8.1,121.4,5.9,92.2,7,148.2,9,68.1,12,76.8,12.1,80.5,12.1,41.4,11.8,24.1,12.2,26,14.8,84,13.7
2019.04.22,70.5,20.2,16.2,59.6,6.5,99,8.1,121.4,5.9,92.2,7,148.2,9,68.1,12,76.8,12.1,80.5,12.1,41.4,11.8,24.1,12.2,26,14.8,84,13.7,70.5,20.2
2019.04.30,16.2,15.6,41.1,99,8.1,121.4,5.9,92.2,7,148.2,9,68.1,12,76.8,12.1,80.5,12.1,41.4,11.8,24.1,12.2,26,14.8,84,13.7,70.5,20.2,16.2,15.6
2019.05.07,41.1,19.4,79,121.4,5.9,92.2,7,148.2,9,68.1,12,76.8,12.1,80.5,12.1,41.4,11.8,24.1,12.2,26,14.8,84,13.7,70.5,20.2,16.2,15.6,41.1,19.4
2019.05.13,79,21.6,42.5,92.2,7,148.2,9,68.1,12,76.8,12.1,80.5,12.1,41.4,11.8,24.1,12.2,26,14.8,84,13.7,70.5,20.2,16.2,15.6,41.1,19.4,79,21.6
2019.05.20,42.5,20.9,35.9,148.2,9,68.1,12,76.8,12.1,80.5,12.1,41.4,11.8,24.1,12.2,26,14.8,84,13.7,70.5,20.2,16.2,15.6,41.1,19.4,79,21.6,42.5,20.9
2019.05.28,35.9,20.4,68.7,68.1,12,76.8,12.1,80.5,12.1,41.4,11.8,24.1,12.2,26,14.8,84,13.7,70.5,20.2,16.2,15.6,41.1,19.4,79,21.6,42.5,20.9,35.9,20.4
2019.06.03,68.7,22.9,34.6,76.8,12.1,80.5,12.1,41.4,11.8,24.1,12.2,26,14.8,84,13.7,70.5,20.2,16.2,15.6,41.1,19.4,79,21.6,42.5,20.9,35.9,20.4,68.7,22.9
2019.06.10,34.6,24.1,77.6,80.5,12.1,41.4,11.8,24.1,12.2,26,14.8,84,13.7,70.5,20.2,16.2,15.6,41.1,19.4,79,21.6,42.5,20.9,35.9,20.4,68.7,22.9,34.6,24.1
2019.06.17,77.6,24.4,74.4,41.4,11.8,24.1,12.2,26,14.8,84,13.7,70.5,20.2,16.2,15.6,41.1,19.4,79,21.6,42.5,20.9,35.9,20.4,68.7,22.9,34.6,24.1,77.6,24.4
2019.06.24,74.4,26,8.3,24.1,12.2,26,14.8,84,13.7,70.5,20.2,16.2,15.6,41.1,19.4,79,21.6,42.5,20.9,35.9,20.4,68.7,22.9,34.6,24.1,77.6,24.4,74.4,26
2019.07.02,8.3,24.3,67.1,26,14.8,84,13.7,70.5,20.2,16.2,15.6,41.1,19.4,79,21.6,42.5,20.9,35.9,20.4,68.7,22.9,34.6,24.1,77.6,24.4,74.4,26,8.3,24.3
2019.07.08,67.1,27.1,63.7,84,13.7,70.5,20.2,16.2,15.6,41.1,19.4,79,21.6,42.5,20.9,35.9,20.4,68.7,22.9,34.6,24.1,77.6,24.4,74.4,26,8.3,24.3,67.1,27.1
2019.07.15,63.7,26.4,5.9,70.5,20.2,16.2,15.6,41.1,19.4,79,21.6,42.5,20.9,35.9,20.4,68.7,22.9,34.6,24.1,77.6,24.4,74.4,26,8.3,24.3,67.1,27.1,63.7,26.4
2019.07.23,5.9,26.6,4.3,16.2,15.6,41.1,19.4,79,21.6,42.5,20.9,35.9,20.4,68.7,22.9,34.6,24.1,77.6,24.4,74.4,26,8.3,24.3,67.1,27.1,63.7,26.4,5.9,26.6
2019.07.29,4.3,26.1,65.4,41.1,19.4,79,21.6,42.5,20.9,35.9,20.4,68.7,22.9,34.6,24.1,77.6,24.4,74.4,26,8.3,24.3,67.1,27.1,63.7,26.4,5.9,26.6,4.3,26.1
2019.08.05,65.4,30.2,22.1,79,21.6,42.5,20.9,35.9,20.4,68.7,22.9,34.6,24.1,77.6,24.4,74.4,26,8.3,24.3,67.1,27.1,63.7,26.4,5.9,26.6,4.3,26.1,65.4,30.2
2019.08.12,22.1,27.3,106.9,42.5,20.9,35.9,20.4,68.7,22.9,34.6,24.1,77.6,24.4,74.4,26,8.3,24.3,67.1,27.1,63.7,26.4,5.9,26.6,4.3,26.1,65.4,30.2,22.1,27.3
2019.08.19,106.9,28.7,15.3,35.9,20.4,68.7,22.9,34.6,24.1,77.6,24.4,74.4,26,8.3,24.3,67.1,27.1,63.7,26.4,5.9,26.6,4.3,26.1,65.4,30.2,22.1,27.3,106.9,28.7
2019.08.26,15.3,26,40.7,68.7,22.9,34.6,24.1,77.6,24.4,74.4,26,8.3,24.3,67.1,27.1,63.7,26.4,5.9,26.6,4.3,26.1,65.4,30.2,22.1,27.3,106.9,28.7,15.3,26
2019.09.03,40.7,24.3,5.4,34.6,24.1,77.6,24.4,74.4,26,8.3,24.3,67.1,27.1,63.7,26.4,5.9,26.6,4.3,26.1,65.4,30.2,22.1,27.3,106.9,28.7,15.3,26,40.7,24.3
2019.09.10,5.4,25.8,43.8,77.6,24.4,74.4,26,8.3,24.3,67.1,27.1,63.7,26.4,5.9,26.6,4.3,26.1,65.4,30.2,22.1,27.3,106.9,28.7,15.3,26,40.7,24.3,5.4,25.8
2019.09.16,43.8,27.3,4.2,74.4,26,8.3,24.3,67.1,27.1,63.7,26.4,5.9,26.6,4.3,26.1,65.4,30.2,22.1,27.3,106.9,28.7,15.3,26,40.7,24.3,5.4,25.8,43.8,27.3
2019.09.24,4.2,20,47.8,8.3,24.3,67.1,27.1,63.7,26.4,5.9,26.6,4.3,26.1,65.4,30.2,22.1,27.3,106.9,28.7,15.3,26,40.7,24.3,5.4,25.8,43.8,27.3,4.2,20
2019.09.30,47.8,25,3.2,67.1,27.1,63.7,26.4,5.9,26.6,4.3,26.1,65.4,30.2,22.1,27.3,106.9,28.7,15.3,26,40.7,24.3,5.4,25.8,43.8,27.3,4.2,20,47.8,25
2019.10.07,3.2,21.3,29.4,63.7,26.4,5.9,26.6,4.3,26.1,65.4,30.2,22.1,27.3,106.9,28.7,15.3,26,40.7,24.3,5.4,25.8,43.8,27.3,4.2,20,47.8,25,3.2,21.3
2019.10.14,29.4,20.3,65.9,5.9,26.6,4.3,26.1,65.4,30.2,22.1,27.3,106.9,28.7,15.3,26,40.7,24.3,5.4,25.8,43.8,27.3,4.2,20,47.8,25,3.2,21.3,29.4,20.3
2019.10.21,65.9,19.7,88.7,4.3,26.1,65.4,30.2,22.1,27.3,106.9,28.7,15.3,26,40.7,24.3,5.4,25.8,43.8,27.3,4.2,20,47.8,25,3.2,21.3,29.4,20.3,65.9,19.7
2019.10.28,88.7,17.1,86,65.4,30.2,22.1,27.3,106.9,28.7,15.3,26,40.7,24.3,5.4,25.8,43.8,27.3,4.2,20,47.8,25,3.2,21.3,29.4,20.3,65.9,19.7,88.7,17.1
2019.11.04,86,17.5,26.9,22.1,27.3,106.9,28.7,15.3,26,40.7,24.3,5.4,25.8,43.8,27.3,4.2,20,47.8,25,3.2,21.3,29.4,20.3,65.9,19.7,88.7,17.1,86,17.5
2019.11.11,26.9,14.8,32.8,106.9,28.7,15.3,26,40.7,24.3,5.4,25.8,43.8,27.3,4.2,20,47.8,25,3.2,21.3,29.4,20.3,65.9,19.7,88.7,17.1,86,17.5,26.9,14.8
2019.11.18,32.8,14.1,62.2,15.3,26,40.7,24.3,5.4,25.8,43.8,27.3,4.2,20,47.8,25,3.2,21.3,29.4,20.3,65.9,19.7,88.7,17.1,86,17.5,26.9,14.8,32.8,14.1
2019.11.25,62.2,13.2,48.2,40.7,24.3,5.4,25.8,43.8,27.3,4.2,20,47.8,25,3.2,21.3,29.4,20.3,65.9,19.7,88.7,17.1,86,17.5,26.9,14.8,32.8,14.1,62.2,13.2
2019.12.02,48.2,11.6,99.5,5.4,25.8,43.8,27.3,4.2,20,47.8,25,3.2,21.3,29.4,20.3,65.9,19.7,88.7,17.1,86,17.5,26.9,14.8,32.8,14.1,62.2,13.2,48.2,11.6
2019.12.09,99.5,8,74.6,43.8,27.3,4.2,20,47.8,25,3.2,21.3,29.4,20.3,65.9,19.7,88.7,17.1,86,17.5,26.9,14.8,32.8,14.1,62.2,13.2,48.2,11.6,99.5,8
2019.12.16,74.6,9.1,58.8,4.2,20,47.8,25,3.2,21.3,29.4,20.3,65.9,19.7,88.7,17.1,86,17.5,26.9,14.8,32.8,14.1,62.2,13.2,48.2,11.6,99.5,8,74.6,9.1
2019.12.23,58.8,7.4,69.7,47.8,25,3.2,21.3,29.4,20.3,65.9,19.7,88.7,17.1,86,17.5,26.9,14.8,32.8,14.1,62.2,13.2,48.2,11.6,99.5,8,74.6,9.1,58.8,7.4
2020.01.06,69.7,7.5,16.9,3.2,21.3,29.4,20.3,65.9,19.7,88.7,17.1,86,17.5,26.9,14.8,32.8,14.1,62.2,13.2,48.2,11.6,99.5,8,74.6,9.1,58.8,7.4,69.7,7.5
2020.01.13,16.9,7,20.9,29.4,20.3,65.9,19.7,88.7,17.1,86,17.5,26.9,14.8,32.8,14.1,62.2,13.2,48.2,11.6,99.5,8,74.6,9.1,58.8,7.4,69.7,7.5,16.9,7
2020.01.20,20.9,6.8,21.4,65.9,19.7,88.7,17.1,86,17.5,26.9,14.8,32.8,14.1,62.2,13.2,48.2,11.6,99.5,8,74.6,9.1,58.8,7.4,69.7,7.5,16.9,7,20.9,6.8
2020.01.28,21.4,9.2,28.3,88.7,17.1,86,17.5,26.9,14.8,32.8,14.1,62.2,13.2,48.2,11.6,99.5,8,74.6,9.1,58.8,7.4,69.7,7.5,16.9,7,20.9,6.8,21.4,9.2
2020.02.03,28.3,8.6,24,86,17.5,26.9,14.8,32.8,14.1,62.2,13.2,48.2,11.6,99.5,8,74.6,9.1,58.8,7.4,69.7,7.5,16.9,7,20.9,6.8,21.4,9.2,28.3,8.6
2020.02.10,24,6.9,45.3,26.9,14.8,32.8,14.1,62.2,13.2,48.2,11.6,99.5,8,74.6,9.1,58.8,7.4,69.7,7.5,16.9,7,20.9,6.8,21.4,9.2,28.3,8.6,24,6.9
2020.02.18,45.3,7.7,57.4,32.8,14.1,62.2,13.2,48.2,11.6,99.5,8,74.6,9.1,58.8,7.4,69.7,7.5,16.9,7,20.9,6.8,21.4,9.2,28.3,8.6,24,6.9,45.3,7.7
2020.02.24,57.4,10.2,27.9,62.2,13.2,48.2,11.6,99.5,8,74.6,9.1,58.8,7.4,69.7,7.5,16.9,7,20.9,6.8,21.4,9.2,28.3,8.6,24,6.9,45.3,7.7,57.4,10.2
2020.03.02,27.9,10.2,31.5,48.2,11.6,99.5,8,74.6,9.1,58.8,7.4,69.7,7.5,16.9,7,20.9,6.8,21.4,9.2,28.3,8.6,24,6.9,45.3,7.7,57.4,10.2,27.9,10.2
2020.03.09,31.5,11.3,88.4,99.5,8,74.6,9.1,58.8,7.4,69.7,7.5,16.9,7,20.9,6.8,21.4,9.2,28.3,8.6,24,6.9,45.3,7.7,57.4,10.2,27.9,10.2,31.5,11.3
2020.03.16,88.4,11.1,107.3,74.6,9.1,58.8,7.4,69.7,7.5,16.9,7,20.9,6.8,21.4,9.2,28.3,8.6,24,6.9,45.3,7.7,57.4,10.2,27.9,10.2,31.5,11.3,88.4,11.1
2020.03.23,107.3,14.7,121.6,58.8,7.4,69.7,7.5,16.9,7,20.9,6.8,21.4,9.2,28.3,8.6,24,6.9,45.3,7.7,57.4,10.2,27.9,10.2,31.5,11.3,88.4,11.1,107.3,14.7
2020.03.30,121.6,13.2,120.9,69.7,7.5,16.9,7,20.9,6.8,21.4,9.2,28.3,8.6,24,6.9,45.3,7.7,57.4,10.2,27.9,10.2,31.5,11.3,88.4,11.1,107.3,14.7,121.6,13.2
2020.04.06,120.9,14.4,61.4,16.9,7,20.9,6.8,21.4,9.2,28.3,8.6,24,6.9,45.3,7.7,57.4,10.2,27.9,10.2,31.5,11.3,88.4,11.1,107.3,14.7,121.6,13.2,120.9,14.4
2020.04.13,61.4,14.6,19.6,20.9,6.8,21.4,9.2,28.3,8.6,24,6.9,45.3,7.7,57.4,10.2,27.9,10.2,31.5,11.3,88.4,11.1,107.3,14.7,121.6,13.2,120.9,14.4,61.4,14.6
2020.04.20,19.6,15,60.9,21.4,9.2,28.3,8.6,24,6.9,45.3,7.7,57.4,10.2,27.9,10.2,31.5,11.3,88.4,11.1,107.3,14.7,121.6,13.2,120.9,14.4,61.4,14.6,19.6,15
2020.04.27,60.9,16.5,14,28.3,8.6,24,6.9,45.3,7.7,57.4,10.2,27.9,10.2,31.5,11.3,88.4,11.1,107.3,14.7,121.6,13.2,120.9,14.4,61.4,14.6,19.6,15,60.9,16.5
2020.05.04,14,19.9,26.3,24,6.9,45.3,7.7,57.4,10.2,27.9,10.2,31.5,11.3,88.4,11.1,107.3,14.7,121.6,13.2,120.9,14.4,61.4,14.6,19.6,15,60.9,16.5,14,19.9
2020.05.11,26.3,19.4,66.5,45.3,7.7,57.4,10.2,27.9,10.2,31.5,11.3,88.4,11.1,107.3,14.7,121.6,13.2,120.9,14.4,61.4,14.6,19.6,15,60.9,16.5,14,19.9,26.3,19.4
2020.05.18,66.5,21.2,58.5,57.4,10.2,27.9,10.2,31.5,11.3,88.4,11.1,107.3,14.7,121.6,13.2,120.9,14.4,61.4,14.6,19.6,15,60.9,16.5,14,19.9,26.3,19.4,66.5,21.2
2020.05.25,58.5,21.6,38.1,27.9,10.2,31.5,11.3,88.4,11.1,107.3,14.7,121.6,13.2,120.9,14.4,61.4,14.6,19.6,15,60.9,16.5,14,19.9,26.3,19.4,66.5,21.2,58.5,21.6
2020.06.01,38.1,22.9,90.7,31.5,11.3,88.4,11.1,107.3,14.7,121.6,13.2,120.9,14.4,61.4,14.6,19.6,15,60.9,16.5,14,19.9,26.3,19.4,66.5,21.2,58.5,21.6,38.1,22.9
2020.06.08,90.7,26.6,8.2,88.4,11.1,107.3,14.7,121.6,13.2,120.9,14.4,61.4,14.6,19.6,15,60.9,16.5,14,19.9,26.3,19.4,66.5,21.2,58.5,21.6,38.1,22.9,90.7,26.6
2020.06.15,8.2,24.6,57.4,107.3,14.7,121.6,13.2,120.9,14.4,61.4,14.6,19.6,15,60.9,16.5,14,19.9,26.3,19.4,66.5,21.2,58.5,21.6,38.1,22.9,90.7,26.6,8.2,24.6
2020.06.22,57.4,26.1,20.1,121.6,13.2,120.9,14.4,61.4,14.6,19.6,15,60.9,16.5,14,19.9,26.3,19.4,66.5,21.2,58.5,21.6,38.1,22.9,90.7,26.6,8.2,24.6,57.4,26.1
2020.07.01,20.1,23.1,25.7,120.9,14.4,61.4,14.6,19.6,15,60.9,16.5,14,19.9,26.3,19.4,66.5,21.2,58.5,21.6,38.1,22.9,90.7,26.6,8.2,24.6,57.4,26.1,20.1,23.1
2020.07.06,25.7,23.8,5.7,61.4,14.6,19.6,15,60.9,16.5,14,19.9,26.3,19.4,66.5,21.2,58.5,21.6,38.1,22.9,90.7,26.6,8.2,24.6,57.4,26.1,20.1,23.1,25.7,23.8
2020.07.15,5.7,20.6,18.6,19.6,15,60.9,16.5,14,19.9,26.3,19.4,66.5,21.2,58.5,21.6,38.1,22.9,90.7,26.6,8.2,24.6,57.4,26.1,20.1,23.1,25.7,23.8,5.7,20.6
2020.07.21,18.6,25.1,6,60.9,16.5,14,19.9,26.3,19.4,66.5,21.2,58.5,21.6,38.1,22.9,90.7,26.6,8.2,24.6,57.4,26.1,20.1,23.1,25.7,23.8,5.7,20.6,18.6,25.1
2020.07.27,6,23.1,5.2,14,19.9,26.3,19.4,66.5,21.2,58.5,21.6,38.1,22.9,90.7,26.6,8.2,24.6,57.4,26.1,20.1,23.1,25.7,23.8,5.7,20.6,18.6,25.1,6,23.1
2020.08.03,5.2,25.3,57.5,26.3,19.4,66.5,21.2,58.5,21.6,38.1,22.9,90.7,26.6,8.2,24.6,57.4,26.1,20.1,23.1,25.7,23.8,5.7,20.6,18.6,25.1,6,23.1,5.2,25.3
2020.08.19,57.5,29.7,45.3,66.5,21.2,58.5,21.6,38.1,22.9,90.7,26.6,8.2,24.6,57.4,26.1,20.1,23.1,25.7,23.8,5.7,20.6,18.6,25.1,6,23.1,5.2,25.3,57.5,29.7
2020.08.24,45.3,29.3,24.1,58.5,21.6,38.1,22.9,90.7,26.6,8.2,24.6,57.4,26.1,20.1,23.1,25.7,23.8,5.7,20.6,18.6,25.1,6,23.1,5.2,25.3,57.5,29.7,45.3,29.3
2020.09.01,24.1,28.3,4.2,38.1,22.9,90.7,26.6,8.2,24.6,57.4,26.1,20.1,23.1,25.7,23.8,5.7,20.6,18.6,25.1,6,23.1,5.2,25.3,57.5,29.7,45.3,29.3,24.1,28.3
