 Date,Chla,y_t+1,Chla_t-12,Chla_t-11,Chla_t-10,Chla_t-9,Chla_t-8,Chla_t-7,Chla_t-6,Chla_t-5,Chla_t-4,Chla_t-3,Chla_t-2,Chla_t-1,Chla_t-0
2020.03.02,27.9,31.5,48.2,99.5,74.6,58.8,69.7,16.9,20.9,21.4,28.3,24,45.3,57.4,27.9
2020.03.09,31.5,88.4,99.5,74.6,58.8,69.7,16.9,20.9,21.4,28.3,24,45.3,57.4,27.9,31.5
2020.03.16,88.4,107.3,74.6,58.8,69.7,16.9,20.9,21.4,28.3,24,45.3,57.4,27.9,31.5,88.4
2020.03.23,107.3,121.6,58.8,69.7,16.9,20.9,21.4,28.3,24,45.3,57.4,27.9,31.5,88.4,107.3
2020.03.30,121.6,120.9,69.7,16.9,20.9,21.4,28.3,24,45.3,57.4,27.9,31.5,88.4,107.3,121.6
2020.04.06,120.9,61.4,16.9,20.9,21.4,28.3,24,45.3,57.4,27.9,31.5,88.4,107.3,121.6,120.9
2020.04.13,61.4,19.6,20.9,21.4,28.3,24,45.3,57.4,27.9,31.5,88.4,107.3,121.6,120.9,61.4
2020.04.20,19.6,60.9,21.4,28.3,24,45.3,57.4,27.9,31.5,88.4,107.3,121.6,120.9,61.4,19.6
2020.04.27,60.9,14,28.3,24,45.3,57.4,27.9,31.5,88.4,107.3,121.6,120.9,61.4,19.6,60.9
2020.05.04,14,26.3,24,45.3,57.4,27.9,31.5,88.4,107.3,121.6,120.9,61.4,19.6,60.9,14
2020.05.11,26.3,66.5,45.3,57.4,27.9,31.5,88.4,107.3,121.6,120.9,61.4,19.6,60.9,14,26.3
2020.05.18,66.5,58.5,57.4,27.9,31.5,88.4,107.3,121.6,120.9,61.4,19.6,60.9,14,26.3,66.5
2020.05.25,58.5,38.1,27.9,31.5,88.4,107.3,121.6,120.9,61.4,19.6,60.9,14,26.3,66.5,58.5
2020.06.01,38.1,90.7,31.5,88.4,107.3,121.6,120.9,61.4,19.6,60.9,14,26.3,66.5,58.5,38.1
2020.06.08,90.7,8.2,88.4,107.3,121.6,120.9,61.4,19.6,60.9,14,26.3,66.5,58.5,38.1,90.7
2020.06.15,8.2,57.4,107.3,121.6,120.9,61.4,19.6,60.9,14,26.3,66.5,58.5,38.1,90.7,8.2
2020.06.22,57.4,20.1,121.6,120.9,61.4,19.6,60.9,14,26.3,66.5,58.5,38.1,90.7,8.2,57.4
2020.07.01,20.1,25.7,120.9,61.4,19.6,60.9,14,26.3,66.5,58.5,38.1,90.7,8.2,57.4,20.1
2020.07.06,25.7,5.7,61.4,19.6,60.9,14,26.3,66.5,58.5,38.1,90.7,8.2,57.4,20.1,25.7
2020.07.15,5.7,18.6,19.6,60.9,14,26.3,66.5,58.5,38.1,90.7,8.2,57.4,20.1,25.7,5.7
2020.07.21,18.6,6,60.9,14,26.3,66.5,58.5,38.1,90.7,8.2,57.4,20.1,25.7,5.7,18.6
2020.07.27,6,5.2,14,26.3,66.5,58.5,38.1,90.7,8.2,57.4,20.1,25.7,5.7,18.6,6
2020.08.03,5.2,57.5,26.3,66.5,58.5,38.1,90.7,8.2,57.4,20.1,25.7,5.7,18.6,6,5.2
2020.08.19,57.5,45.3,66.5,58.5,38.1,90.7,8.2,57.4,20.1,25.7,5.7,18.6,6,5.2,57.5
2020.08.24,45.3,24.1,58.5,38.1,90.7,8.2,57.4,20.1,25.7,5.7,18.6,6,5.2,57.5,45.3
2020.09.01,24.1,4.2,38.1,90.7,8.2,57.4,20.1,25.7,5.7,18.6,6,5.2,57.5,45.3,24.1
2020.09.08,4.2,6,90.7,8.2,57.4,20.1,25.7,5.7,18.6,6,5.2,57.5,45.3,24.1,4.2
2020.09.14,6,71.5,8.2,57.4,20.1,25.7,5.7,18.6,6,5.2,57.5,45.3,24.1,4.2,6
2020.09.21,71.5,230.8,57.4,20.1,25.7,5.7,18.6,6,5.2,57.5,45.3,24.1,4.2,6,71.5
2020.09.28,230.8,184.4,20.1,25.7,5.7,18.6,6,5.2,57.5,45.3,24.1,4.2,6,71.5,230.8
2020.10.05,184.4,204.7,25.7,5.7,18.6,6,5.2,57.5,45.3,24.1,4.2,6,71.5,230.8,184.4
2020.10.12,204.7,143.3,5.7,18.6,6,5.2,57.5,45.3,24.1,4.2,6,71.5,230.8,184.4,204.7
2020.10.19,143.3,116.2,18.6,6,5.2,57.5,45.3,24.1,4.2,6,71.5,230.8,184.4,204.7,143.3
2020.10.26,116.2,95.9,6,5.2,57.5,45.3,24.1,4.2,6,71.5,230.8,184.4,204.7,143.3,116.2
2020.11.02,95.9,61,5.2,57.5,45.3,24.1,4.2,6,71.5,230.8,184.4,204.7,143.3,116.2,95.9
2020.11.09,61,58.5,57.5,45.3,24.1,4.2,6,71.5,230.8,184.4,204.7,143.3,116.2,95.9,61
2020.11.16,58.5,13.1,45.3,24.1,4.2,6,71.5,230.8,184.4,204.7,143.3,116.2,95.9,61,58.5
2020.11.24,13.1,43.5,24.1,4.2,6,71.5,230.8,184.4,204.7,143.3,116.2,95.9,61,58.5,13.1
2020.12.01,43.5,54.1,4.2,6,71.5,230.8,184.4,204.7,143.3,116.2,95.9,61,58.5,13.1,43.5
2020.12.07,54.1,65.5,6,71.5,230.8,184.4,204.7,143.3,116.2,95.9,61,58.5,13.1,43.5,54.1
2020.12.15,65.5,68.6,71.5,230.8,184.4,204.7,143.3,116.2,95.9,61,58.5,13.1,43.5,54.1,65.5
2020.12.21,68.6,66.9,230.8,184.4,204.7,143.3,116.2,95.9,61,58.5,13.1,43.5,54.1,65.5,68.6
2021.01.04,66.9,47.4,184.4,204.7,143.3,116.2,95.9,61,58.5,13.1,43.5,54.1,65.5,68.6,66.9
2021.01.14,47.4,49.4,204.7,143.3,116.2,95.9,61,58.5,13.1,43.5,54.1,65.5,68.6,66.9,47.4
2021.01.19,49.4,51.4,143.3,116.2,95.9,61,58.5,13.1,43.5,54.1,65.5,68.6,66.9,47.4,49.4
2021.01.25,51.4,63.5,116.2,95.9,61,58.5,13.1,43.5,54.1,65.5,68.6,66.9,47.4,49.4,51.4
2021.02.01,63.5,51.7,95.9,61,58.5,13.1,43.5,54.1,65.5,68.6,66.9,47.4,49.4,51.4,63.5
2021.02.08,51.7,91.8,61,58.5,13.1,43.5,54.1,65.5,68.6,66.9,47.4,49.4,51.4,63.5,51.7
2021.02.15,91.8,52.7,58.5,13.1,43.5,54.1,65.5,68.6,66.9,47.4,49.4,51.4,63.5,51.7,91.8
2021.02.22,52.7,32.8,13.1,43.5,54.1,65.5,68.6,66.9,47.4,49.4,51.4,63.5,51.7,91.8,52.7
2021.03.02,32.8,73.6,43.5,54.1,65.5,68.6,66.9,47.4,49.4,51.4,63.5,51.7,91.8,52.7,32.8
2021.03.08,73.6,103.3,54.1,65.5,68.6,66.9,47.4,49.4,51.4,63.5,51.7,91.8,52.7,32.8,73.6
2021.03.15,103.3,85.6,65.5,68.6,66.9,47.4,49.4,51.4,63.5,51.7,91.8,52.7,32.8,73.6,103.3
2021.03.22,85.6,88.2,68.6,66.9,47.4,49.4,51.4,63.5,51.7,91.8,52.7,32.8,73.6,103.3,85.6
2021.03.29,88.2,127.3,66.9,47.4,49.4,51.4,63.5,51.7,91.8,52.7,32.8,73.6,103.3,85.6,88.2
2021.04.05,127.3,224.1,47.4,49.4,51.4,63.5,51.7,91.8,52.7,32.8,73.6,103.3,85.6,88.2,127.3
2021.04.12,224.1,228.3,49.4,51.4,63.5,51.7,91.8,52.7,32.8,73.6,103.3,85.6,88.2,127.3,224.1
2021.04.19,228.3,57.2,51.4,63.5,51.7,91.8,52.7,32.8,73.6,103.3,85.6,88.2,127.3,224.1,228.3
2021.04.26,57.2,77.4,63.5,51.7,91.8,52.7,32.8,73.6,103.3,85.6,88.2,127.3,224.1,228.3,57.2
2021.05.03,77.4,88.3,51.7,91.8,52.7,32.8,73.6,103.3,85.6,88.2,127.3,224.1,228.3,57.2,77.4
2021.05.10,88.3,13.9,91.8,52.7,32.8,73.6,103.3,85.6,88.2,127.3,224.1,228.3,57.2,77.4,88.3
2021.05.17,13.9,177.9,52.7,32.8,73.6,103.3,85.6,88.2,127.3,224.1,228.3,57.2,77.4,88.3,13.9
2021.05.24,177.9,122,32.8,73.6,103.3,85.6,88.2,127.3,224.1,228.3,57.2,77.4,88.3,13.9,177.9
2021.06.01,122,95.8,73.6,103.3,85.6,88.2,127.3,224.1,228.3,57.2,77.4,88.3,13.9,177.9,122
2021.06.07,95.8,82.9,103.3,85.6,88.2,127.3,224.1,228.3,57.2,77.4,88.3,13.9,177.9,122,95.8
2021.06.14,82.9,96.6,85.6,88.2,127.3,224.1,228.3,57.2,77.4,88.3,13.9,177.9,122,95.8,82.9
2021.06.21,96.6,60.2,88.2,127.3,224.1,228.3,57.2,77.4,88.3,13.9,177.9,122,95.8,82.9,96.6
2021.06.28,60.2,25.1,127.3,224.1,228.3,57.2,77.4,88.3,13.9,177.9,122,95.8,82.9,96.6,60.2
2021.07.05,25.1,60.3,224.1,228.3,57.2,77.4,88.3,13.9,177.9,122,95.8,82.9,96.6,60.2,25.1
2021.07.12,60.3,75.5,228.3,57.2,77.4,88.3,13.9,177.9,122,95.8,82.9,96.6,60.2,25.1,60.3
2021.07.19,75.5,142.8,57.2,77.4,88.3,13.9,177.9,122,95.8,82.9,96.6,60.2,25.1,60.3,75.5
2021.07.26,142.8,134.8,77.4,88.3,13.9,177.9,122,95.8,82.9,96.6,60.2,25.1,60.3,75.5,142.8
2021.08.02,134.8,54.2,88.3,13.9,177.9,122,95.8,82.9,96.6,60.2,25.1,60.3,75.5,142.8,134.8
2021.08.09,54.2,108.8,13.9,177.9,122,95.8,82.9,96.6,60.2,25.1,60.3,75.5,142.8,134.8,54.2
2021.08.17,108.8,4.2,177.9,122,95.8,82.9,96.6,60.2,25.1,60.3,75.5,142.8,134.8,54.2,108.8
2021.08.30,4.2,15.4,122,95.8,82.9,96.6,60.2,25.1,60.3,75.5,142.8,134.8,54.2,108.8,4.2
2021.09.06,15.4,62.9,95.8,82.9,96.6,60.2,25.1,60.3,75.5,142.8,134.8,54.2,108.8,4.2,15.4
2021.09.13,62.9,20.6,82.9,96.6,60.2,25.1,60.3,75.5,142.8,134.8,54.2,108.8,4.2,15.4,62.9
2021.09.23,20.6,24.2,96.6,60.2,25.1,60.3,75.5,142.8,134.8,54.2,108.8,4.2,15.4,62.9,20.6
2021.09.27,24.2,89.9,60.2,25.1,60.3,75.5,142.8,134.8,54.2,108.8,4.2,15.4,62.9,20.6,24.2
2021.10.05,89.9,53.9,25.1,60.3,75.5,142.8,134.8,54.2,108.8,4.2,15.4,62.9,20.6,24.2,89.9
2021.10.12,53.9,49.2,60.3,75.5,142.8,134.8,54.2,108.8,4.2,15.4,62.9,20.6,24.2,89.9,53.9
2021.10.18,49.2,91.6,75.5,142.8,134.8,54.2,108.8,4.2,15.4,62.9,20.6,24.2,89.9,53.9,49.2
2021.10.25,91.6,64.1,142.8,134.8,54.2,108.8,4.2,15.4,62.9,20.6,24.2,89.9,53.9,49.2,91.6
2021.11.01,64.1,70.5,134.8,54.2,108.8,4.2,15.4,62.9,20.6,24.2,89.9,53.9,49.2,91.6,64.1
2021.11.08,70.5,36.7,54.2,108.8,4.2,15.4,62.9,20.6,24.2,89.9,53.9,49.2,91.6,64.1,70.5
2021.11.15,36.7,52.2,108.8,4.2,15.4,62.9,20.6,24.2,89.9,53.9,49.2,91.6,64.1,70.5,36.7
2021.11.22,52.2,28.7,4.2,15.4,62.9,20.6,24.2,89.9,53.9,49.2,91.6,64.1,70.5,36.7,52.2
2021.11.29,28.7,42.5,15.4,62.9,20.6,24.2,89.9,53.9,49.2,91.6,64.1,70.5,36.7,52.2,28.7
2021.12.06,42.5,58.3,62.9,20.6,24.2,89.9,53.9,49.2,91.6,64.1,70.5,36.7,52.2,28.7,42.5
2021.12.13,58.3,36.6,20.6,24.2,89.9,53.9,49.2,91.6,64.1,70.5,36.7,52.2,28.7,42.5,58.3
2021.12.20,36.6,72.3,24.2,89.9,53.9,49.2,91.6,64.1,70.5,36.7,52.2,28.7,42.5,58.3,36.6
2022.01.03,72.3,97.2,89.9,53.9,49.2,91.6,64.1,70.5,36.7,52.2,28.7,42.5,58.3,36.6,72.3
2022.01.10,97.2,54.9,53.9,49.2,91.6,64.1,70.5,36.7,52.2,28.7,42.5,58.3,36.6,72.3,97.2
2022.01.17,54.9,71.9,49.2,91.6,64.1,70.5,36.7,52.2,28.7,42.5,58.3,36.6,72.3,97.2,54.9
2022.01.24,71.9,71.1,91.6,64.1,70.5,36.7,52.2,28.7,42.5,58.3,36.6,72.3,97.2,54.9,71.9
2022.02.03,71.1,85.2,64.1,70.5,36.7,52.2,28.7,42.5,58.3,36.6,72.3,97.2,54.9,71.9,71.1
2022.02.07,85.2,82.1,70.5,36.7,52.2,28.7,42.5,58.3,36.6,72.3,97.2,54.9,71.9,71.1,85.2
2022.02.14,82.1,71.3,36.7,52.2,28.7,42.5,58.3,36.6,72.3,97.2,54.9,71.9,71.1,85.2,82.1
2022.02.21,71.3,84.1,52.2,28.7,42.5,58.3,36.6,72.3,97.2,54.9,71.9,71.1,85.2,82.1,71.3
2022.02.28,84.1,115,28.7,42.5,58.3,36.6,72.3,97.2,54.9,71.9,71.1,85.2,82.1,71.3,84.1
2022.03.07,115,15.4,42.5,58.3,36.6,72.3,97.2,54.9,71.9,71.1,85.2,82.1,71.3,84.1,115
2022.03.14,15.4,5.7,58.3,36.6,72.3,97.2,54.9,71.9,71.1,85.2,82.1,71.3,84.1,115,15.4
2022.03.21,5.7,25.3,36.6,72.3,97.2,54.9,71.9,71.1,85.2,82.1,71.3,84.1,115,15.4,5.7
2022.03.28,25.3,111.6,72.3,97.2,54.9,71.9,71.1,85.2,82.1,71.3,84.1,115,15.4,5.7,25.3
2022.04.04,111.6,178,97.2,54.9,71.9,71.1,85.2,82.1,71.3,84.1,115,15.4,5.7,25.3,111.6
2022.04.11,178,30.8,54.9,71.9,71.1,85.2,82.1,71.3,84.1,115,15.4,5.7,25.3,111.6,178
2022.04.18,30.8,92.8,71.9,71.1,85.2,82.1,71.3,84.1,115,15.4,5.7,25.3,111.6,178,30.8
2022.04.25,92.8,119.3,71.1,85.2,82.1,71.3,84.1,115,15.4,5.7,25.3,111.6,178,30.8,92.8
2022.05.02,119.3,54.7,85.2,82.1,71.3,84.1,115,15.4,5.7,25.3,111.6,178,30.8,92.8,119.3
2022.05.09,54.7,77.7,82.1,71.3,84.1,115,15.4,5.7,25.3,111.6,178,30.8,92.8,119.3,54.7
2022.05.16,77.7,130.5,71.3,84.1,115,15.4,5.7,25.3,111.6,178,30.8,92.8,119.3,54.7,77.7
2022.05.23,130.5,95.5,84.1,115,15.4,5.7,25.3,111.6,178,30.8,92.8,119.3,54.7,77.7,130.5
2022.05.30,95.5,18.9,115,15.4,5.7,25.3,111.6,178,30.8,92.8,119.3,54.7,77.7,130.5,95.5
2022.06.07,18.9,71.1,15.4,5.7,25.3,111.6,178,30.8,92.8,119.3,54.7,77.7,130.5,95.5,18.9
2022.06.13,71.1,49.4,5.7,25.3,111.6,178,30.8,92.8,119.3,54.7,77.7,130.5,95.5,18.9,71.1
2022.06.20,49.4,23.4,25.3,111.6,178,30.8,92.8,119.3,54.7,77.7,130.5,95.5,18.9,71.1,49.4
2022.06.27,23.4,67.4,111.6,178,30.8,92.8,119.3,54.7,77.7,130.5,95.5,18.9,71.1,49.4,23.4
2022.07.04,67.4,79.3,178,30.8,92.8,119.3,54.7,77.7,130.5,95.5,18.9,71.1,49.4,23.4,67.4
2022.07.11,79.3,11.8,30.8,92.8,119.3,54.7,77.7,130.5,95.5,18.9,71.1,49.4,23.4,67.4,79.3
2022.07.19,11.8,31.6,92.8,119.3,54.7,77.7,130.5,95.5,18.9,71.1,49.4,23.4,67.4,79.3,11.8
2022.07.25,31.6,15,119.3,54.7,77.7,130.5,95.5,18.9,71.1,49.4,23.4,67.4,79.3,11.8,31.6
2022.08.01,15,84,54.7,77.7,130.5,95.5,18.9,71.1,49.4,23.4,67.4,79.3,11.8,31.6,15
2022.08.08,84,21.3,77.7,130.5,95.5,18.9,71.1,49.4,23.4,67.4,79.3,11.8,31.6,15,84
2022.08.17,21.3,26.4,130.5,95.5,18.9,71.1,49.4,23.4,67.4,79.3,11.8,31.6,15,84,21.3
2022.08.22,26.4,80.7,95.5,18.9,71.1,49.4,23.4,67.4,79.3,11.8,31.6,15,84,21.3,26.4
2022.08.29,80.7,48.7,18.9,71.1,49.4,23.4,67.4,79.3,11.8,31.6,15,84,21.3,26.4,80.7
2022.09.05,48.7,43.7,71.1,49.4,23.4,67.4,79.3,11.8,31.6,15,84,21.3,26.4,80.7,48.7
2022.09.13,43.7,48.8,49.4,23.4,67.4,79.3,11.8,31.6,15,84,21.3,26.4,80.7,48.7,43.7
2022.09.19,48.8,56.8,23.4,67.4,79.3,11.8,31.6,15,84,21.3,26.4,80.7,48.7,43.7,48.8
2022.09.26,56.8,17.6,67.4,79.3,11.8,31.6,15,84,21.3,26.4,80.7,48.7,43.7,48.8,56.8
2022.10.05,17.6,31.7,79.3,11.8,31.6,15,84,21.3,26.4,80.7,48.7,43.7,48.8,56.8,17.6
2022.10.11,31.7,61.3,11.8,31.6,15,84,21.3,26.4,80.7,48.7,43.7,48.8,56.8,17.6,31.7
2022.10.17,61.3,60.1,31.6,15,84,21.3,26.4,80.7,48.7,43.7,48.8,56.8,17.6,31.7,61.3
2022.10.24,60.1,28.4,15,84,21.3,26.4,80.7,48.7,43.7,48.8,56.8,17.6,31.7,61.3,60.1
2022.11.01,28.4,22.3,84,21.3,26.4,80.7,48.7,43.7,48.8,56.8,17.6,31.7,61.3,60.1,28.4
2022.11.07,22.3,18.5,21.3,26.4,80.7,48.7,43.7,48.8,56.8,17.6,31.7,61.3,60.1,28.4,22.3
2022.11.14,18.5,17.2,26.4,80.7,48.7,43.7,48.8,56.8,17.6,31.7,61.3,60.1,28.4,22.3,18.5
2022.11.21,17.2,17.1,80.7,48.7,43.7,48.8,56.8,17.6,31.7,61.3,60.1,28.4,22.3,18.5,17.2
2022.11.28,17.1,11.4,48.7,43.7,48.8,56.8,17.6,31.7,61.3,60.1,28.4,22.3,18.5,17.2,17.1
2022.12.05,11.4,20.9,43.7,48.8,56.8,17.6,31.7,61.3,60.1,28.4,22.3,18.5,17.2,17.1,11.4
2022.12.12,20.9,48.7,48.8,56.8,17.6,31.7,61.3,60.1,28.4,22.3,18.5,17.2,17.1,11.4,20.9
2023.01.09,48.7,62.5,56.8,17.6,31.7,61.3,60.1,28.4,22.3,18.5,17.2,17.1,11.4,20.9,48.7
2023.01.16,62.5,47.9,17.6,31.7,61.3,60.1,28.4,22.3,18.5,17.2,17.1,11.4,20.9,48.7,62.5
2023.01.30,47.9,55.5,31.7,61.3,60.1,28.4,22.3,18.5,17.2,17.1,11.4,20.9,48.7,62.5,47.9
2023.02.06,55.5,53.8,61.3,60.1,28.4,22.3,18.5,17.2,17.1,11.4,20.9,48.7,62.5,47.9,55.5
2023.02.13,53.8,59,60.1,28.4,22.3,18.5,17.2,17.1,11.4,20.9,48.7,62.5,47.9,55.5,53.8
2023.02.20,59,51.6,28.4,22.3,18.5,17.2,17.1,11.4,20.9,48.7,62.5,47.9,55.5,53.8,59
2023.02.27,51.6,68.6,22.3,18.5,17.2,17.1,11.4,20.9,48.7,62.5,47.9,55.5,53.8,59,51.6
2023.04.03,68.6,28.6,18.5,17.2,17.1,11.4,20.9,48.7,62.5,47.9,55.5,53.8,59,51.6,68.6
2023.04.10,28.6,67.6,17.2,17.1,11.4,20.9,48.7,62.5,47.9,55.5,53.8,59,51.6,68.6,28.6
2023.04.17,67.6,42.5,17.1,11.4,20.9,48.7,62.5,47.9,55.5,53.8,59,51.6,68.6,28.6,67.6
2023.04.24,42.5,83,11.4,20.9,48.7,62.5,47.9,55.5,53.8,59,51.6,68.6,28.6,67.6,42.5
2023.05.02,83,3.7,20.9,48.7,62.5,47.9,55.5,53.8,59,51.6,68.6,28.6,67.6,42.5,83
2023.05.08,3.7,45,48.7,62.5,47.9,55.5,53.8,59,51.6,68.6,28.6,67.6,42.5,83,3.7
2023.05.15,45,33.6,62.5,47.9,55.5,53.8,59,51.6,68.6,28.6,67.6,42.5,83,3.7,45
2023.05.22,33.6,8.3,47.9,55.5,53.8,59,51.6,68.6,28.6,67.6,42.5,83,3.7,45,33.6
2023.05.30,8.3,79.7,55.5,53.8,59,51.6,68.6,28.6,67.6,42.5,83,3.7,45,33.6,8.3
2023.06.05,79.7,36.8,53.8,59,51.6,68.6,28.6,67.6,42.5,83,3.7,45,33.6,8.3,79.7
2023.06.12,36.8,26.7,59,51.6,68.6,28.6,67.6,42.5,83,3.7,45,33.6,8.3,79.7,36.8
2023.06.19,26.7,7.5,51.6,68.6,28.6,67.6,42.5,83,3.7,45,33.6,8.3,79.7,36.8,26.7
2023.06.26,7.5,3.5,68.6,28.6,67.6,42.5,83,3.7,45,33.6,8.3,79.7,36.8,26.7,7.5
2023.07.03,3.5,3,28.6,67.6,42.5,83,3.7,45,33.6,8.3,79.7,36.8,26.7,7.5,3.5
2023.07.10,3,6.4,67.6,42.5,83,3.7,45,33.6,8.3,79.7,36.8,26.7,7.5,3.5,3
2023.07.20,6.4,3.1,42.5,83,3.7,45,33.6,8.3,79.7,36.8,26.7,7.5,3.5,3,6.4
2023.07.26,3.1,42.5,83,3.7,45,33.6,8.3,79.7,36.8,26.7,7.5,3.5,3,6.4,3.1
2023.08.02,42.5,54.3,3.7,45,33.6,8.3,79.7,36.8,26.7,7.5,3.5,3,6.4,3.1,42.5
2023.08.07,54.3,62.7,45,33.6,8.3,79.7,36.8,26.7,7.5,3.5,3,6.4,3.1,42.5,54.3
2023.08.16,62.7,40.7,33.6,8.3,79.7,36.8,26.7,7.5,3.5,3,6.4,3.1,42.5,54.3,62.7
2023.08.21,40.7,15,8.3,79.7,36.8,26.7,7.5,3.5,3,6.4,3.1,42.5,54.3,62.7,40.7
2023.08.29,15,12.3,79.7,36.8,26.7,7.5,3.5,3,6.4,3.1,42.5,54.3,62.7,40.7,15
2023.09.04,12.3,31.3,36.8,26.7,7.5,3.5,3,6.4,3.1,42.5,54.3,62.7,40.7,15,12.3
2023.09.11,31.3,1.6,26.7,7.5,3.5,3,6.4,3.1,42.5,54.3,62.7,40.7,15,12.3,31.3
2023.09.18,1.6,2.3,7.5,3.5,3,6.4,3.1,42.5,54.3,62.7,40.7,15,12.3,31.3,1.6
2023.09.25,2.3,9,3.5,3,6.4,3.1,42.5,54.3,62.7,40.7,15,12.3,31.3,1.6,2.3
2023.10.04,9,62.8,3,6.4,3.1,42.5,54.3,62.7,40.7,15,12.3,31.3,1.6,2.3,9
2023.10.10,62.8,69.1,6.4,3.1,42.5,54.3,62.7,40.7,15,12.3,31.3,1.6,2.3,9,62.8
2023.10.16,69.1,49.6,3.1,42.5,54.3,62.7,40.7,15,12.3,31.3,1.6,2.3,9,62.8,69.1
2023.10.23,49.6,51.8,42.5,54.3,62.7,40.7,15,12.3,31.3,1.6,2.3,9,62.8,69.1,49.6
2023.10.30,51.8,27.1,54.3,62.7,40.7,15,12.3,31.3,1.6,2.3,9,62.8,69.1,49.6,51.8
2023.11.06,27.1,24,62.7,40.7,15,12.3,31.3,1.6,2.3,9,62.8,69.1,49.6,51.8,27.1
2023.11.13,24,24.9,40.7,15,12.3,31.3,1.6,2.3,9,62.8,69.1,49.6,51.8,27.1,24
2023.11.20,24.9,31.2,15,12.3,31.3,1.6,2.3,9,62.8,69.1,49.6,51.8,27.1,24,24.9
2023.11.27,31.2,46.2,12.3,31.3,1.6,2.3,9,62.8,69.1,49.6,51.8,27.1,24,24.9,31.2
2023.12.04,46.2,70.7,31.3,1.6,2.3,9,62.8,69.1,49.6,51.8,27.1,24,24.9,31.2,46.2
2023.12.11,70.7,6.7,1.6,2.3,9,62.8,69.1,49.6,51.8,27.1,24,24.9,31.2,46.2,70.7
2023.12.18,6.7,,2.3,9,62.8,69.1,49.6,51.8,27.1,24,24.9,31.2,46.2,70.7,6.7
