year,date,spot,BOD,COD,T_N,T_P,TOC,SS,EC,pH,DO,temperature,turbidity,transparency,Chl_a,low,flow1,flow2,reservoir,dominant
2020,200901,T2,1.1,4.5,1.025,0.048,2.3,16.4,76,6.7,5.9,18.8,11.8,1.9,2.9,10454,127.59,464.6,31755,diatom
2020,200908,T2,0.6,4.2,1.373,0.054,2.3,10,118,6.4,5.2,17.1,12.5,1.7,2.8,10336,94.31,14.85,29194,diatom
2020,200914,T2,0.5,3.8,1.252,0.049,2.1,9.7,126,6.6,6.2,18,0.9,2,3,10536,55.56,17.54,33641,green
2020,200921,T2,0.5,3.6,1.138,0.048,2.1,3.6,133,6.1,7.1,16.7,0.4,2.5,1.7,10579,22.53,16.93,34667,diatom
2020,200928,T2,0.5,3.6,1.138,0.048,2.1,3.6,133,6.1,6.1,18.6,0.8,3,2.7,10580,15.32,15.32,34691,diatom
2020,201005,T2,0.9,3.9,1.234,0.048,2.1,6.1,107,6.1,5.9,16.2,0.3,2.7,2.2,10565,7.93,13.48,34330,diatom
2020,201013,T2,0.8,3.8,1.156,0.052,2.2,5.8,115,6,6.3,15,0.4,2.3,2.3,10548,4.36,12.61,33925,diatom
2020,201019,T2,0.8,3.8,1.156,0.052,2.2,5.8,115,6.8,5.5,13.8,0.8,3.2,2.3,10529,4,12.16,33476,diatom
2020,201026,T2,0.6,3.6,0.977,0.045,2.4,3.1,108,6.3,5.8,14.6,0.9,3,2.6,10503,3.57,11.6,32871,diatom
2020,201102,T2,0.9,4.1,1.307,0.052,2.3,3.6,132,7.1,7.9,14.4,1.5,3,4.3,10480,3.49,11.41,32343,diatom
2020,201109,T2,1.4,4.1,2.103,0.115,2.7,3.4,233,6.9,7.1,12.7,5.5,3,7.3,10453,2.99,13.39,31733,diatom
2020,201116,T2,2.3,5.6,2.501,0.149,2.6,9.7,223,7,7.3,13,1.5,2.7,3.1,10433,1.55,11.83,31287,diatom
2020,201123,T2,1.3,5,2.264,0.118,3,10.9,226,6.5,7.3,12.2,1.6,2.2,5.6,10418,8.61,11.15,30956,diatom
2020,201130,T2,1.3,5,2.264,0.118,3,10.9,226,7,6.8,10.6,1.9,2,4.7,10388,4.4,11.91,30302,diatom
2020,201210,T2,1.5,4.2,2.323,0.132,2.6,5.8,193,7.3,8.9,9.8,2.3,2,3.9,10353,5.96,10.87,29553,diatom
2020,201215,T2,1.5,3.9,2.289,0.118,2,5.1,200,7.2,9.3,8.2,1.8,1.6,4.2,10341,1.87,11.63,29299,diatom
2020,201221,T2,1.9,4.5,3.788,0.198,2.3,3.8,241,7,9.6,7.8,1.6,1.9,3.1,10312,4.53,11.59,27923,diatom
2020,201228,T2,1.9,4.5,3.788,0.198,2.3,3.8,241,7.5,10.2,7.7,1.9,2.2,2.4,10293,2.54,11.86,27539,diatom
2021,210104,T2,2,4.9,2.676,0.147,2.4,7.8,206,7.5,10.8,6.3,1.3,3.1,5,10269,2.67,11.86,27060,diatom
2021,210112,T2,2,4.9,2.676,0.147,2.4,7.8,206,7.4,11.2,5.5,1.9,3.5,2.5,10230,6.09,12.84,26295,diatom
2021,210119,T2,2,4.9,2.676,0.147,2.4,7.8,206,7.7,11.8,5,1.6,2.9,3.9,10207,5.55,12.24,25850,diatom
2021,210125,T2,2.1,4.8,2.227,0.136,2.9,19.1,216,7,11.7,5.6,1.4,3.5,3.8,10182,5.54,12.14,25371,diatom
2021,210201,T2,3.3,5.9,2.347,0.152,5,14.3,213,7.4,11.9,5.6,1.2,2.9,5.1,10160,3.46,12.16,24956,diatom
2021,210209,T2,3.3,5.9,2.347,0.152,5,14.3,213,7.6,12.5,5,1.6,3,9.7,10131,3.42,11.99,24416,diatom
2021,210215,T2,2.1,6.2,2.944,0.221,4,13.1,232,7.8,12.5,5.2,1.6,2,9.9,10102,3.01,11.44,23884,diatom
2021,210222,T2,2.1,6.2,2.944,0.221,4,13.1,232,7.8,12.4,6.3,2.2,2,8.4,10069,2.25,12.6,23289,diatom
2021,210302,T2,2,7,2.186,0.188,4.4,53.8,214,7.7,12.4,5.9,1.9,2,6.3,10035,3.78,11.91,22687,diatom
2021,210308,T2,2.1,5.9,2.442,0.176,3.8,14,273,7.8,12.2,7.5,1.7,2,6.3,10052,10.55,12.6,22986,diatom
2021,210315,T2,2.5,5.6,2.366,0.197,3.5,14.8,197,8.1,12.1,8,2.8,1.8,6.7,10035,9.09,13.15,22687,diatom
2021,210322,T2,2.2,5.1,1.998,0.127,3,8.1,202,7.7,11.9,8.7,1.5,2,8.3,10026,9.03,13.07,22529,diatom
2021,210329,T2,2.1,4.9,2.084,0.102,3.2,12.8,143,7.5,11.3,9.3,1.6,2,7.5,10038,29.92,13.69,22739,diatom
2021,210407,T2,2.2,4.8,2.196,0.115,3.2,7,221,7.8,10.8,10.6,1.4,2.5,7.6,10026,8.56,12.6,22529,diatom
2021,210413,T2,2.7,5.3,1.771,0.129,3.3,10.4,218,7.8,10.7,10.8,1.5,2,8.3,10004,4.01,12.01,22148,diatom
2021,210419,T2,2.7,5.3,1.771,0.129,3.3,10.4,218,7.7,10.2,10.5,1.8,2.3,5.6,9989,3.79,11.72,21890,diatom
2021,210428,T2,3.8,7.7,1.546,0.121,5.2,13.2,259,7.7,10.1,12.8,1.5,2,4.2,9950,4.03,11.78,21230,diatom
2021,210503,T2,2.8,6.3,1.629,0.131,3.6,11.1,195,7.6,9.6,13.2,1.4,2.7,2.7,9928,8.06,11.88,20864,diatom
2021,210510,T2,8.5,9.2,1.411,0.099,4.1,26.9,240,7.4,8.9,12.9,1.4,3.1,2.8,9898,0,12.01,20373,diatom
2021,210517,T2,4.8,7.9,2.127,0.185,4,38.1,221,7.6,8.2,14,1.3,7,1.1,9859,12.79,10.95,19746,diatom
2021,210524,T2,4.8,7.9,2.127,0.185,4,38.1,221,7.4,8,14.7,1,5,2.1,9830,3.85,12.91,19289,diatom
2021,210531,T2,3,7.3,1.566,0.124,5.1,11.8,180,7.4,7.3,14.5,1.2,5,3.1,9803,3.72,12.64,18870,diatom
2021,210607,T2,2.4,7.1,1.495,0.092,5.5,9.1,154,7.7,7.5,16,1.1,3,4.7,9768,4.25,12.99,18337,diatom
2021,210616,T2,2.3,7.2,1.613,0.107,5.3,21.1,140,7.4,6.7,16.7,1,3.5,3,9733,6.88,13.73,17815,diatom
2021,210623,T2,2.3,7,1.424,0.092,4.9,16.5,154,7.2,6.3,17.1,1.2,2.8,3.7,9701,3.72,13.81,17346,diatom
2021,210628,T2,1.7,7.3,1.362,0.104,5.7,17.6,152,7.3,6.8,18.3,1.2,2.8,2.9,9666,1.91,13.44,16844,diatom
2021,210707,T2,1.1,3.9,1.009,0.061,3.2,18.4,88,7,7,19.2,20.7,1.8,3.8,10516,198.39,112.44,32310,green
2021,210712,T2,1.1,3.9,1.009,0.061,3.2,18.4,88,7.4,7.1,20.5,15.4,2,2.3,10488,146.86,219.88,31680,diatom
2021,210719,T2,1.7,5,1.177,0.072,2.7,6.7,143,7.2,6.3,18.9,9.5,2,3.3,10354,38.52,24.09,28787,diatom
2021,210726,T2,2.6,5.5,1.219,0.099,4.5,12.9,147,7.2,6.9,21,8.3,1.9,5.5,10309,5.33,21.8,27862,diatom
2021,210804,T2,1.1,4.9,0.833,0.042,3.6,9.9,68,7,5.5,21.1,6.1,2,4.7,10246,7.88,19.22,26607,diatom
2021,210809,T2,1.1,4.9,0.833,0.042,3.6,9.9,68,6.8,5.5,20.8,5.4,2.8,2.5,10344,4.1,20.9,28580,blue
2021,210817,T2,1.1,5.3,1.026,0.065,3.6,11.1,127,7.4,5,20.3,4.2,3.3,1,10297,5.01,19.03,27620,blue
2021,210823,T2,1.1,5.3,1.026,0.065,3.6,11.1,127,7.4,5,20.3,4.2,3.3,1,10302,75.88,17.81,27721,blue
2021,210830,T2,1.1,5.3,1.026,0.065,3.6,11.1,127,7,4.5,18.7,3.1,3.1,0.5,10355,34.32,19.89,28808,blue
2021,210906,T2,2.1,3.9,1.281,0.09,2.7,9.2,172,7.5,6.1,17.9,1.9,3.5,1.5,10377,21.52,19.08,29269,green
2021,210915,T2,2.5,6.3,1.128,0.073,5.6,12.1,166,7.2,4.7,18.4,2,3.1,0.4,10350.8,6.41,16.52,28721,green
2021,210927,T2,2.6,4.4,1.051,0.09,2.8,18.5,163,7.2,5.4,19.3,1.5,4,1.5,10298.2,3.77,14.76,27644,diatom
2021,211005,T2,2.2,4.9,1.373,0.113,3.8,12.5,199,7.1,4.3,21,1.3,3.3,2.4,10307.7,9.17,13.64,27836,diatom
2021,211012,T2,3,4.5,1.305,0.097,3.1,13.4,217,7.3,4.8,15.9,1.4,3.5,1.2,10284.1,5.79,12.52,27361,diatom
2021,211018,T2,1.8,3.8,1.73,0.1,2.5,6.6,222,7,5,17,2.4,3,1.8,10264.2,1.93,10.64,26965,diatom
2021,211025,T2,2.2,3.9,1.631,0.105,2.7,8.4,233,7.4,6.5,17.1,1.6,3.3,2.5,10233.8,0,10.54,26369,diatom
2021,211101,T2,2.6,4.6,1.462,0.088,3.3,12.5,230,6.7,5.4,13.4,3.3,3,2.3,10204,0.92,10.05,25792,diatom
2021,211108,T2,2.5,4,1.548,0.112,2.6,18.1,213,7.3,6.4,14.1,1.4,2.5,2.6,10170.7,0.61,9.8,25157,diatom
2021,211117,T2,2.3,6.1,2.045,0.23,3.7,93.2,250,7.3,6.8,13.1,2.3,3.5,1.1,10138.7,3.39,10.48,24558,diatom
2021,211124,T2,2.2,4.6,2.051,0.184,3.2,22.1,240,7.3,6.7,12.3,1.6,3.7,1.7,10105.4,2.55,11.42,23946,diatom
2021,211129,T2,2.2,4.6,2.051,0.184,3.2,22.1,240,7.6,6.8,12.4,2.1,3.5,1.5,10087,3.4,11.77,23612,diatom
2021,211206,T2,2.1,4.2,2.229,0.136,3.3,8.5,280,7.5,6.6,10.5,1.8,2.5,1,10058,2.92,12.18,23093,diatom
2021,211213,T2,3,4.3,2.28,0.126,3.3,6,262,7.6,8.4,9.9,1.8,2.5,1,10024.5,3.18,12.27,22503,diatom
2021,211220,T2,3,4.3,2.28,0.126,3.3,6,262,7.2,8.4,9.1,2.3,1.8,1.7,9981.1,2.91,12.58,21755,diatom
2021,211227,T2,3,4.3,2.28,0.126,3.3,6,262,7.7,9.8,7.2,1.2,2.5,0.9,9956.6,2.4,10.97,21341,diatom
2022,220105,T2,3.6,3.8,2.224,0.1,3.8,9.9,210,7.7,10.5,6.7,0.9,3.1,2.7,9914,2.29,11.6,20634,diatom
2022,220110,T2,3.6,3.8,2.224,0.1,3.8,9.9,210,7.8,10.9,6,1.1,2.8,3.3,9889.4,1.86,11.41,20233,diatom
2022,220119,T2,3,5.5,2.53,0.108,3.2,15.8,255,7.7,11.4,5.6,1.2,3,4,9843.6,1.65,11.33,19502,diatom
2022,220124,T2,3,4.6,1.999,0.086,3.3,7.1,238,7.7,11.1,5.9,1.1,2.5,4.1,9818.9,1.44,10.62,19116,diatom
2022,220207,T2,3.7,4.8,2.675,0.121,4.4,10.5,275,7.8,11.9,4.8,1.3,2.5,6.5,9748.8,2.02,11.01,18049,diatom
2022,220216,T2,4.2,7.6,3.507,0.207,5.1,43.4,289,7.8,12.7,5.1,1.7,2.5,5.6,9693,0.82,11.02,17230,diatom
2022,220221,T2,3.3,6.2,1.477,0.183,3.5,76.4,196,7.9,12.8,4.7,1.7,2.2,6.9,9663.5,1.3,11,16808,diatom
2022,220228,T2,3.3,6.2,1.477,0.183,3.5,76.4,196,8.1,12.3,5.1,1.6,2,8.3,9621.4,2.06,11.19,16219,diatom
2022,220307,T2,3.5,9.4,1.888,0.051,5.7,30,441,8.1,12.3,5.7,1.6,2,8.7,9615.9,2.27,11.06,16143,diatom
2022,220314,T2,4.2,7.4,2.061,0.111,4.6,11.9,600,8,12.2,7.6,2.6,1.8,8.2,9609.9,1.55,11.1,16060,diatom
2022,220321,T2,6.7,8.1,1.959,0.12,5.4,21,363,7.9,12,8,2.5,1.5,10.9,9609.9,1.55,11.1,16060,diatom
2022,220328,T2,3.2,6.2,2.431,0.101,4.3,11.9,256,8,11.8,8.9,3.4,1,10.1,9609.9,1.55,11.1,16060,diatom
2022,220404,T2,5.2,7.6,1.832,0.113,4.3,10.7,319,7.9,11.2,10.5,2.7,1.2,4.5,9609.9,1.55,11.1,16060,diatom
2022,220413,T2,8.8,13,1.47,0.169,5.7,24.3,432,7.4,10.5,12.4,1.4,1.5,8.3,9609.9,1.55,11.1,16060,diatom
2022,220418,T2,7.1,9,1.343,0.13,5,14,376,7.8,10.2,11.7,1.5,1.9,6.7,9609.9,1.55,11.1,16060,diatom
2022,220427,T2,7.9,8.4,1.747,0.161,4.9,12.5,341,7.7,9.7,13.6,1.5,2.5,6.7,9609.9,1.55,11.1,16060,diatom
2022,220502,T2,5.2,7.7,1.388,0.097,5,8.1,220,7.6,10.1,13.3,1.2,2.7,5.9,9609.9,1.55,11.1,16060,diatom
2022,220511,T2,4.6,7.7,1.796,0.115,5,10.8,255,7,9.9,14.1,0.9,3.2,1.6,9609.9,1.55,11.1,16060,diatom
2022,220516,T2,7.9,9.4,1.441,0.15,6.2,18,208,7.7,9.8,14.3,0.9,3,2.3,9609.9,1.55,11.1,16060,diatom
2022,220523,T2,7.9,9.4,1.441,0.15,6.2,18,208,7.5,9,15.1,0.8,3.7,1.8,9609.9,1.55,11.1,16060,diatom
2022,220530,T2,6.8,10.9,1.213,0.201,6.2,19,181,7.6,9.2,15.2,1.6,3,3.1,9609.9,1.55,11.1,16060,diatom
2022,220608,T2,2.7,7.7,1.585,0.095,5.4,24.6,172,7.3,8.4,14.6,1.2,3,2.5,9734.78,7.1,4.62,17841,diatom
2022,220613,T2,4,7.7,1.545,0.107,5.1,17.8,169,7,8.3,14.4,0.8,2,1.7,9734.78,7.1,4.62,17841,diatom
2022,220620,T2,3.3,8.1,1.328,0.1,6.1,18.8,116,7.4,7.8,16.5,0.9,2.9,2.6,9734.78,7.1,4.62,17841,diatom
2022,220627,T2,2.7,8.1,1.388,0.101,5.6,25.4,175,7.2,7.4,17.6,1.4,1.9,3.2,9734.78,7.1,4.62,17841,diatom
2022,220704,T2,4,11.1,1.09,0.106,6.4,9.2,171,7.2,6.3,18,0.9,2.1,2,9734.78,7.1,4.62,17841,diatom
2022,220711,T2,1.9,6.5,1.157,0.088,4.4,5,185,6.8,5,17.7,1.3,3,1.9,9734.78,7.1,4.62,17841,others
2022,220720,T2,2.7,6.6,1.469,0.096,4.6,14.3,116,6.8,6,18.3,1.5,3.5,2.3,9734.78,7.1,4.62,17841,diatom
2022,220725,T2,1.8,5.8,0.978,0.076,4,4.3,173,6.9,5.7,18,1.2,3.5,2,9734.78,7.1,4.62,17841,blue
2022,220803,T2,2.2,5.7,0.843,0.06,3.6,4,149,6.8,5,18.9,1.9,2.5,1.8,9734.78,7.1,4.62,17841,green
2022,220808,T2,2.2,5.7,0.843,0.06,3.6,4,149,6.7,5,19.9,1.2,3,3.5,9734.79,4.68,4.66,17841,green
2022,220817,T2,2.7,5.1,1.104,0.067,3.4,4.6,178,6.8,4.4,19.2,1.3,3.5,1.9,9734.36,3.7,4.43,17835,green
2022,220822,T2,2.7,5.1,1.104,0.067,3.4,4.6,178,6.7,4.9,21.6,0.7,3.5,1.9,9728.18,3.53,14.08,17743,green
2022,220829,T2,1.5,5.4,1.025,0.059,3.4,3,189,6.8,4.1,18.6,1,2.2,1.2,9713.37,4.35,29.5,17526,green
2022,220906,T2,1.9,5.1,1.414,0.081,3.7,8.8,189,7,5.2,19,3.1,2.7,0.4,9654.66,19.98,29.02,16683,green
2022,220913,T2,1.9,5.1,1.414,0.081,3.7,8.8,189,7,5.7,18.8,2.4,2.9,1.5,9837.03,11.82,26.15,19399,green
2022,220919,T2,2.1,5.9,1.01,0.068,4.1,6.2,196,7,5.4,19,2.7,2.2,1.9,9798.33,6.51,24.63,18798,diatom
2022,220926,T2,2.3,5.3,1.032,0.073,3.3,11.7,176,7.3,6.7,19.5,2.2,2.7,3,9719.75,2.81,22.12,17620,diatom
2022,221005,T2,1.4,5.4,1.567,0.072,3.4,6.4,231,7,6.6,19.2,2.8,2,5.8,6982,0.07,2.01,8245,diatom
2022,221011,T2,1.4,5.4,1.567,0.072,3.4,6.4,231,7,5.9,17,2,2.5,4.5,6973,0.74,2.28,8185,diatom
2022,221017,T2,4.7,7.3,1.378,0.113,4.7,12.8,237,7.2,8.2,18.6,1.8,1.7,10.4,6958,0,1.94,8086,diatom
2022,221024,T2,3.9,7.1,1.282,0.074,4.3,10.6,246,7.1,7.8,14.8,2.4,2.4,7.3,6938,0,1.97,7954,diatom
2022,221101,T2,4.7,7.2,1.453,0.109,4.8,7.3,264,7.1,8.2,15,3.3,3,3.1,6917,0.49,1.99,7817,diatom
2022,221107,T2,4.7,7.2,1.453,0.109,4.8,7.3,264,7.3,8,13.3,2.7,2.2,1.4,6898,0,2.11,7693,diatom
2022,221114,T2,4.7,7.2,1.453,0.109,4.8,7.3,264,7.4,8.8,14,1.8,2.2,2.1,6878.8,0.42,2.05,7570,others
2022,221123,T2,5.1,7.3,2.068,0.092,3.7,12.6,276,7.2,8.3,12.9,1.6,2.9,3,6857,0,2.05,7431,others
2022,221128,T2,5.1,7.3,2.068,0.092,3.7,12.6,276,7.3,8.3,12.2,1.6,2.7,3.8,6843,0,1.97,7342,diatom
2022,221205,T2,5.2,7.5,1.691,0.149,5.2,10.8,259,7.3,9,9.7,2.4,1.3,3.6,6822,0,1.94,7211,others
2022,221212,T2,5.2,7.5,1.691,0.149,5.2,10.8,259,7.3,9.4,9,1.5,1.5,1.6,6805,0,2.1,7105,diatom
