Temp
4.3
4.8
8.3
15.4
19.7
23.3
26
26.2
21.8
18.2
13.5
7.3
4.7
4.7
9
16
19.8
23.5
26.1
27.8
22.9
18.7
11.8
6.1
3.8
4.8
10.1
15.9
20.6
23.7
26.9
26.5
22.4
17.2
8.8
4.2
3.3
4
11
15.6
20.2
24.7
27.3
26.9
23.1
16.2
11.2
5.9
3.4
4.7
9.5
15.1
19.7
23.2
25.5
27.1
23.2
16.8
12.6
5.9
4.9
5.7
9.8
15.8
21.2
24.7
25.4
27.2
24.4
19.8
14.5
9.2
4.2
5.2
10.7
17.8
21.5
24
27.1
28.7
24.6
18.4
11.7
6.3
4.7
5.7
9.8
16.7
20.9
24.3
27.3
27.3
24.4
19
11.2
5.2
4.7
4.3
12
15.9
21.2
25.6
26.8
28.7
24.7
17.7
11.3
6.6
4.6
5.9
8.8
15.2
19.6
23.6
24.4
27.5
23.8
18.8
13.3
6.5
7.9
8.9
11.9
17.1
22.1
24.4
25.7
27.2
24.6
20.7
16.2
11.8
7.5
7.4
12.5
18.5
21.3
24.5
27.1
28.4
24.9
19.7
14.6
11.2
8.1
9
12.6
17.8
22.2
24.7
27.1
27
24.3
20.5
13.8
8.2
8.4
9
13.3
16.5
21.2
25.8
26.8
29.3
24.7
18.9
14.7
9.4
8.6
8.8
12.9
15.6
19.9
24.1
25.6
27.5
24.3
19.6
15.4
10
7.3
8.5
12
17.5
23.8
25.4
25.8
28
25.5
21.1
16.1
10.9
7.4
7.3
12.3
19.1
21.9
25.8
27.8
29.9
25.2
20
14.5
11
7.8
8.8
12.3
18.7
24.3
25.5
27.9
28.1
24.7
20.7
13.9
8.4
8.5
8.5
13.3
16.4
21.4
25.7
26.5
29.1
24.8
18.6
14.1
9.5
8.5
8.8
12.8
15.4
19.7
23.6
25.1
27.4
23.9
19.2
15
10.3
5.6
6.5
10.4
15.8
20.9
23.9
26.2
27.8
24
20.1
15.6
9
6.6
6.9
11.6
16.6
21.4
24.3
26.2
29
24
19.5
13.2
8.3
6.1
7
11.1
16.6
21.6
24.1
27.2
27.5
23.7
18.9
12.1
7.4
5.8
6.5
11.7
16.6
21.5
26
28.7
29.5
24.5
18.4
13.4
8.4
6.7
7.5
12
15.3
20.6
24.4
26.1
28.1
24.5
19.6
14.9
9
5.4
6.3
10.7
16.3
22
25.6
25.1
28.5
24.9
20
14.6
7.8
5.1
6.3
11.2
17.2
20.5
24.9
27.3
31.5
24.3
19.8
13.2
8.3
5.3
6.4
10.2
18.3
23.2
25.5
27
28.5
24.2
19.6
11.9
6.4
5.4
5.3
11.2
17.3
20.6
26.6
29.9
29.2
23.9
18.4
12.5
7
5
6.9
11.2
14.8
19.9
23.3
25.5
26.6
23.1
18.1
12.8
8.3
5.3
6.3
10.5
16.3
22.1
26
25.5
28.8
25.1
20.3
14.8
8.2
5.7
6.3
11.3
16.9
21
25.6
28.7
30.6
25.7
19.2
13.5
8.6
6.4
6.4
10.4
17.4
24
26
28.4
29
24.9
20
12.7
6
5.6
5.5
13.1
17.4
21.7
26.7
28.5
29.2
25.1
18.6
14.5
8.3
6.6
6.6
11
15.7
21.4
25.5
25.7
29.3
24.4
19.2
14.9
7.8
4.6
5.3
9.3
15.4
20.1
24.1
25.7
28
24.3
19.9
15.6
9
5.3
5.7
10.5
16.2
21.1
24.3
25.6
29.4
24.1
19.5
13.5
7.4
5.1
5.3
9.2
15.5
20.7
24.2
27.1
27.8
23.9
18.9
11.8
5.4
4.3
4.2
11
16.4
20.8
25.4
28.4
28.9
23.6
18.3
12.2
7
4.8
6.3
11
14.3
20.4
23.8
24.9
28.8
24.1
19.6
14.6
7.9
4.5
4.4
9.1
15.1
20.4
24.1
25.8
27.7
25
19.7
15.4
9.6
3.6
5.3
10.3
16.4
19.9
24.4
26.6
29.5
23.7
19.8
13.2
8.1
5.4
5
9.2
15.6
21.2
24
27.3
27.5
24
18.8
11.7
6
4.1
4.4
10.3
15.4
21.1
25.7
27.5
30.5
24.3
18.4
12.5
7.2
5
5.4
10.9
14.4
19.7
24.2
26
28.8
23.8
19.7
14.4
8.7
4.5
4.1
9
15.5
20.2
24.1
25.9
27.7
25
19.7
15.5
9.6
3.5
5.3
10.1
16.4
19.7
24.2
26.3
29.6
23.8
19.7
12.9
8
5.4
4.9
8.5
15.6
21.1
23.9
27.4
27.6
23.8
18.7
11.8
6.3
3.8
3.8
10.1
15.4
21.1
25.4
28
30.8
24.2
18.4
12.7
7.8
4.4
5.1
10.2
14.2
19.4
23.8
26.5
28.3
23.4
19.8
14.4
8.5
