지점,지점명,일시,M기온,최저기온,최저기온날,최고기온,최고기온날,M최저기온,M최고기온,M해면기압,S강수량,일최다강수량,일최다강수량날,M상대습도,S일조시간,일조율,S일사량,M풍속,최다풍향,S소형증발량,S대형증발량
188,성산,1971,,,,34.1,19710715,,,,35.3,35.3,19711208,,,,,,320,,
188,성산,1972,,,,,,,,,235.5,100.2,19721109,,,,,,340,,
188,성산,1973,15.3,-2.2,19730221,32.4,19730708,11.4,18.8,,1595.3,170,19730816,73.7,2452.6,55.35,5283.23,3.4,20,,
188,성산,1974,14.5,-4.5,19740212,31.7,19740814,10.5,18.1,,1810.3,176,19740830,79.3,2395.2,54.07,9976.12,3.5,320,,
188,성산,1975,15.6,-3.3,19750224,32.6,19750818,12,18.7,,1481.5,58,19751002,77.3,2401.2,54.21,8221.43,3.6,320,,
188,성산,1976,14.4,-4.2,19760124,32.7,19760814,10.3,18.1,,1810.1,114,19760213,80.3,2252.3,50.71,8610.94,3.3,320,1108.7,
188,성산,1977,15.1,-6.4,19770216,33.3,19770804,11,18.7,,1536,117.5,19770529,81.7,2332.7,52.66,9478.79,3.2,320,1090,
188,성산,1978,15.5,-3.4,19780204,33,19780705,11.4,19.6,,1069.8,91.5,19780802,77.3,2652.3,59.87,11247.57,3.3,290,1225.7,
188,성산,1979,15.5,-3.2,19790207,32.7,19790806,11.4,19.4,,1887.2,143,19790824,79,2377.7,53.68,10062.44,3.1,340,1137.6,
188,성산,1980,14.4,-4.8,19800108,31.1,19800729,10.7,17.9,,2317.3,156,19800829,78.3,2179.1,49.07,8771.78,3.2,320,972.5,
188,성산,1981,14.8,-5.7,19810226,33.6,19810726,10.7,18.5,,1980.5,254,19810902,74.2,2366.1,53.41,9204.19,3.2,320,1159.6,
188,성산,1982,15.2,-2.7,19820129,33.1,19820711,11,19,,1446.8,72.1,19820813,77.7,2218,50.07,3878.07,2.9,320,1108.1,
188,성산,1983,15.3,-6.1,19830214,35.5,19830804,11.4,19,,1958.9,140.3,19830927,77.9,1963.6,44.17,,2.8,340,1040.9,
188,성산,1984,14.8,-4.3,19840206,33.3,19840812,10.8,18.5,,1255,151.5,19840907,75.8,2141.3,48.07,,2.7,320,1278.1,
188,성산,1985,15.3,-3.5,19850130,32.7,19850807,11.4,18.8,,3193.9,217.4,19850626,76.8,1861.8,41.88,,2.8,320,1206.6,
188,성산,1986,14.6,-4.6,19860105,32.9,19860820,10.3,18.5,1017.9,1801.3,109,19860828,75,2099.5,47.23,,2.6,320,1287,
188,성산,1987,15.3,-4.2,19870203,32.3,19870804,11,19.2,1018.1,2323.5,165.5,19870830,77.1,1985.4,44.66,,2.8,320,1204.3,
188,성산,1988,15.3,-5.3,19880204,32.9,19880715,11.1,19.1,1017.5,1264.4,112.5,19880726,73.5,2250.2,50.63,,2.8,320,1290.2,
188,성산,1989,15.5,-2.5,19890205,33.1,19890813,11.4,19.4,1017.7,1696.1,105.5,19890608,78.7,2096.6,47.17,,2.7,320,1127.2,
188,성산,1990,16.1,-7,19900123,34.1,19900806,12,19.9,1017.7,1952.3,143,19900906,78.3,2125.1,47.8,,2.8,320,1189.2,
188,성산,1991,15.2,-4.4,19910223,32.6,19910723,11.8,18.6,1016.3,1983.8,136.8,19910704,76.6,2324.9,52.3,,3.1,320,,
188,성산,1992,15.6,-2.2,19920221,32.9,19920808,11.9,19.4,1016.4,1981.4,296.5,19920812,72.2,2429.1,54.7,,3.3,340,,
188,성산,1993,14.4,-2.9,19930128,30.1,19930711,10.5,18.3,1016.7,2025.4,158.5,19930814,70.6,1599.9,35.99,,3.3,340,,
188,성산,1994,15.6,-3.5,19940124,36.2,19940720,11.6,19.4,1016.4,1509.3,170,19940811,68.8,2057.2,46.28,,3.2,340,,
188,성산,1995,14.5,-4.4,19950129,33.1,19950817,10.6,18.4,1017,2169.8,302,19950702,67.8,1967.4,44.26,,3.2,340,,
188,성산,1996,14.8,-3.9,19960210,33.5,19960809,11,18.9,1016.9,1757.9,151,19961031,69.3,1954.9,43.88,,3.1,340,,
188,성산,1997,15.5,-3.1,19970122,33.7,19970728,11.7,19.6,1016.7,1803,150,19971125,65.3,1961.4,44.13,,2.8,340,,
188,성산,1998,16.4,-3.1,19980124,33.7,19980816,12.9,20.3,1016.4,2235.9,176.5,19980823,73.7,1825.1,41.05,,2.9,340,,
188,성산,1999,15.4,-2.3,19991220,32.3,19990818,11.9,19.3,1016.2,2328,164.5,19990701,79,1676.4,37.71,,3.1,320,,
188,성산,2000,15.3,-2.9,20000218,33.4,20000812,11.6,19.2,1016.7,1370,100.5,20000915,75.8,1636.3,47.43,,3.2,320,,
188,성산,2001,14.8,-5.1,20010209,32.7,20010823,11.2,18.6,1016.8,1856.5,129.5,20010710,66,2131.5,47.95,,3.3,340,,
188,성산,2002,15.7,-2.5,20020220,31.8,20020716,12.2,19.4,1016.7,1781.5,114,20020831,72.6,2059.6,46.3,,3.1,340,,
188,성산,2003,16.5,-1.7,20030213,33.7,20030806,13.2,20,1017,2550.5,163.5,20030817,76.6,1955.9,43.97,,2.9,340,,
188,성산,2004,15.8,-4.8,20040122,35,20040731,11.9,19.8,1016.1,1962.5,251.5,20040822,71.9,2266.5,50.84,,3.1,340,,
188,성산,2005,15.3,-3.4,20050222,34.7,20050816,11.7,19.2,1016.1,1588,113.5,20050730,73.8,2183.8,49.09,,3.2,340,,
188,성산,2006,15.7,-3.2,20060203,32.4,20060815,12.4,19,1015.7,2238,152.5,20060630,75,1820.8,40.93,,3.3,320,,
188,성산,2007,16.3,0.5,20070202,32.7,20070803,13.1,19.6,1015.6,2582.5,294.5,20070905,71.5,1758.2,39.53,,3.4,290,,
188,성산,2008,15.6,-0.8,20080117,32.1,20080801,12.5,19,1015.9,1770.7,136,20080810,71,1741.2,39.05,,3.2,290,,
188,성산,2009,15.4,-3.8,20090124,31.3,20090822,12.1,18.9,1015.4,1753.5,126.5,20090827,66.3,1826.1,41.05,,3.4,290,,
188,성산,2010,15.1,-4,20100113,32.3,20100822,11.8,18.4,1016,2086.8,141.5,20100828,73.8,1717.7,38.62,,3.3,320,,
188,성산,2011,15.4,-3.8,20110201,33.1,20110719,12.4,18.7,1016.3,1865.7,144,20111118,73.1,1763.1,39.63,,3.2,290,,
188,성산,2012,15.4,-3.6,20120202,33,20120818,12.1,18.9,1015.4,2458.4,231.7,20120823,77.8,1991.1,44.66,,3,320,,
188,성산,2013,15.9,-3.5,20130207,34,20130817,12.3,19.6,1015.7,1364,72.6,20130830,75.4,2325.6,52.28,,3.3,340,,
188,성산,2014,15.6,-2.7,20141218,31.1,20140723,12.2,19.2,1015.9,2241,128.1,20140824,74.6,2059.1,46.29,,3.1,290,,
188,성산,2015,15.7,-2.8,20150210,32.9,20150729,12.2,19.3,1016,2542.2,169.7,20150707,75.7,2105.6,47.33,,2.9,290,,
188,성산,2016,16.3,-6.9,20160124,35.3,20160815,13.1,19.8,1016,2255.9,127.2,20161005,76.4,1915.7,42.97,,3,290,,
188,성산,2017,15.9,-3.8,20170213,34.3,20170721,12.3,19.8,1016.4,1917.7,220.6,20171002,70.6,2255.5,50.7,,3.1,290,,
188,성산,2018,15.7,-3.8,20180205,34.7,20180810,12.3,19.3,1016.5,2146.7,181,20180630,74,2139.4,48.09,,3.1,290,,
188,성산,2019,16.1,-0.7,20190202,32.5,20190814,12.5,19.8,1016.2,2658.1,262.7,20190719,70.9,2187.6,49.18,0,3.1,360,2.3,1.6
188,성산,2020,16,-2.8,20201230,33.8,20200819,12.6,19.5,1016.7,2116.2,262.9,20200902,70.6,2208.2,49.53,,2.7,320,,
188,성산,2021,16.7,-4.6,20210107,32.2,20210806,13.3,20.4,1016.4,2086.3,110.4,20210611,72,2244.6,50.46,,2.8,320,,
189,서귀포,1961,16,-3.8,19610201,31.9,19610823,,,,1993.8,94,19610805,73.3,1968.4,47.84,,,50,1349,
189,서귀포,1962,15,-2.2,19620127,31.6,19620731,11.3,18.9,1015.7,1911.4,109.1,19620406,71.3,2072.7,46.78,,3.5,50,1331.3,
189,서귀포,1963,14.8,-4.4,19630124,33.4,19630809,11.2,18.3,1015.7,2142.7,134.7,19630617,72,1781.4,40.21,,4.3,70,1303.7,
189,서귀포,1964,16.4,-1.9,19640201,32.5,19640821,12.8,19.9,1016.4,1226.2,141.6,19640518,71.8,2091.9,47.1,,4.1,50,1513.9,
189,서귀포,1965,15.5,-3.8,19650112,31.1,19650803,11.5,19.2,1015.7,1514.9,184.2,19650626,69.6,2108.4,55.76,,3.8,270,1427.8,
189,서귀포,1966,16.2,-2.8,19660120,35.9,19660803,12.3,19.8,1014.7,1809.1,135.4,19660630,73.5,2173.3,60.34,,3.8,50,1515.9,
189,서귀포,1967,15.8,-5.4,19670115,32.8,19670831,12.1,19.6,1016,1189,96,19670705,72.5,2265.5,51.14,,3.8,50,1539.3,
189,서귀포,1968,15.4,-4.8,19680220,33.7,19680729,11.7,19.1,1015.6,1592.2,154,19680517,74.3,2141.2,48.21,,3.8,50,1312,
189,서귀포,1969,15.5,-2.8,19690103,33.6,19690822,11.7,19,1015.8,1965,113.1,19690704,75,1978.9,44.77,,3.7,50,1266.5,
189,서귀포,1970,15.4,-6.1,19700105,33.3,19700811,11.9,19,1016.1,1731.6,130.6,19700830,73.8,1867.3,42.15,,3.5,70,1162.7,
189,서귀포,1971,15.9,-4,19710104,33.1,19710805,12.4,19.5,1015.9,1272,91.8,19710428,72.6,2233.1,52.81,,3.6,70,1321,
189,서귀포,1972,15.9,-1.6,19720229,32.4,19720719,12.6,19.3,1015.1,2216.3,129.1,19720704,75.3,1799.5,40.51,,3.6,50,1061.6,
189,서귀포,1973,16,-3.3,19731224,33.9,19730814,12.6,19.6,1016,1531.3,124.5,19730507,73.8,2232.1,50.38,,3.3,50,1296.8,763.4
189,서귀포,1974,15.5,-3.7,19740226,32.5,19740816,12.1,19,1015.3,1756.3,117.5,19740702,76.6,2025.2,45.72,,3.3,50,1359.5,738.5
189,서귀포,1975,16.2,-3,19750220,33.4,19750817,13.1,19.5,1015.1,1660.5,111.8,19750604,74.2,2010.3,45.38,,3.6,50,1330.4,693.7
189,서귀포,1976,15.3,-3.2,19761226,31.7,19760821,12,18.8,1015.7,1848.8,116.8,19760608,72.8,1838.2,41.39,,3.4,50,1256.3,675
189,서귀포,1977,15.9,-6.3,19770216,32,19770731,12.6,19.5,1016.1,1638.6,118.3,19770529,74.3,1914.2,43.21,,3.3,50,1246.6,643.5
189,서귀포,1978,16.5,-3.6,19780217,33.6,19780803,13,20.2,1015.7,1280.7,114.2,19780913,72.2,2341.3,52.85,,3.2,50,1382.8,706
189,서귀포,1979,16.5,-3,19790201,32.4,19790801,12.9,20.2,1015.5,2241.3,260.6,19790824,69.7,2180.7,49.22,,3.1,50,1279.1,706.6
189,서귀포,1980,15.3,-3.4,19800206,30.6,19800728,12,18.8,1015.7,1721.4,95.2,19800427,70.7,1882.6,42.39,,3.2,50,1228.5,591.1
189,서귀포,1981,15.8,-5,19810226,32.8,19810811,12.2,19.5,1015.7,1712.3,115.4,19810901,69.6,2077,46.88,,2.9,320,1328.4,658.3
189,서귀포,1982,16.2,-3,19820129,31.6,19820808,12.8,19.9,1015.5,1586.9,84.7,19820426,70.4,2097.9,47.36,,3.1,360,1301.8,647
189,서귀포,1983,16,-3.2,19830218,34.1,19830805,12.7,19.7,1015.6,1835.1,141.9,19830927,72.5,1991.6,44.81,,3.2,340,1164.3,534.5
189,서귀포,1984,15.6,-4,19840207,32.7,19840817,12.3,19.4,1015.7,1145.8,121.4,19840907,69.3,2107.3,47.3,,3.2,340,1257.7,684.7
189,서귀포,1985,16.1,-3.8,19850130,33.9,19850808,13,19.7,1015.5,3244.3,232.8,19850626,70.1,1990.3,44.77,,3.2,20,1184.2,746.6
189,서귀포,1986,15.6,-4.1,19860105,33.1,19860820,12.2,19.5,1015.8,1746,79.1,19860622,66.8,2091.5,47.05,,2.9,340,1221.7,746.8
189,서귀포,1987,16.3,-4.1,19870203,32.5,19870829,13,20.1,1015.9,1952.9,158.3,19870719,71.7,2014,45.32,,3,50,1137.4,719.6
189,서귀포,1988,16.2,-1.6,19880123,33.2,19880810,12.8,20.2,1015.4,1591.8,181.5,19880726,70.9,2369.8,53.19,,3,270,1398.9,838.5
189,서귀포,1989,16.6,-1.7,19890127,34.2,19890813,13.4,20.3,1015.6,1681.9,106.5,19890510,71.9,2144.9,48.25,,2.8,70,1171.5,746.5
189,서귀포,1990,17.1,-4.2,19900125,34.7,19900810,13.9,20.5,1015.8,2398.6,195.7,19900701,73,2176,48.95,,2.8,70,1184,733.4
189,서귀포,1991,16.2,-3.6,19910223,33.1,19910820,13.1,19.7,1015.3,1872.6,140,19910519,69.1,1960.9,44.12,,2.9,50,1110.4,654.7
189,서귀포,1992,16.6,-1,19920131,32.6,19920808,13.3,20.4,1015.6,1827.5,259.8,19920506,68.4,2138,47.99,,2.7,50,1243.1,718.4
189,서귀포,1993,15.8,-1.4,19930127,31.2,19930809,12.7,19.6,1015.8,2190.2,146.2,19930807,69.8,1789.7,40.26,,2.7,70,1099.7,640.1
189,서귀포,1994,17.1,-0.2,19940121,35.5,19940724,14,20.7,1015.5,1626,304,19940811,69.2,2368.3,53.27,,2.7,70,1331.9,667
189,서귀포,1995,16,-0.5,19950201,31.9,19950817,13.1,19.4,1016.1,2280.4,365.5,19950702,67.3,2214.3,49.83,,2.7,250,1240,553.8
189,서귀포,1996,16.3,-1.2,19960210,34.1,19960814,13.4,19.6,1015.9,1656,204.6,19960821,68.6,2005.4,45.01,,2.5,70,1168.4,611.7
189,서귀포,1997,16.8,-0.4,19970122,34.7,19970727,13.8,19.9,1015.5,1575.8,162.6,19970421,68.4,2002.1,45.03,,2.8,20,1210.7,632.3
189,서귀포,1998,17.5,-2.3,19980124,32.3,19980818,14.7,20.5,1015.2,2091.9,227.3,19980929,70.6,1923.6,43.27,,3.1,360,1092.2,628.9
189,서귀포,1999,16.6,-1.4,19990203,31.4,19990817,13.8,20,1014.9,2970.5,247.8,19990701,69.4,1931.5,43.46,,3,20,1040.4,706.9
189,서귀포,2000,17.2,-1.6,20000209,33.8,20000731,14.2,20.5,1015.3,1368.5,112,20000915,67.1,1999.1,44.86,,2.9,50,1346.3,863.6
189,서귀포,2001,17.4,-3,20010114,34.2,20010822,14.4,20.8,1015.4,1782.1,110.2,20010706,66.4,1971.4,44.34,,3.3,50,1306.2,731.2
189,서귀포,2002,17.3,1.2,20020131,34,20020725,14.2,20.8,1015.4,1877.2,117,20021018,67.5,2009.5,45.18,,3.3,70,1215.7,648.2
189,서귀포,2003,17.4,-2.4,20030129,33.6,20030903,14.4,20.9,1015.6,2280.1,188,20030618,68.8,1950.5,43.85,,3.2,70,1298.3,765
189,서귀포,2004,17.8,-3.3,20040122,35.6,20040830,14.7,21.5,1015.8,2018,214,20040822,65.2,2289,51.34,,3,50,1360.6,731.4
189,서귀포,2005,16.2,-2.9,20051221,31.7,20050815,13.2,19.7,1015.7,1390.6,74.5,20050824,66.1,2150,48.33,,3,270,1282.8,672.5
189,서귀포,2006,17.1,-1.5,20060204,33.8,20060817,14.2,20.7,1015.4,1757.6,100,20060710,67.3,2043.4,45.94,,2.8,90,1151.4,632.5
189,서귀포,2007,17.4,-0.3,20070203,33.7,20070728,14.3,21.1,1015.4,2166.5,265.5,20070916,66.2,2063.4,46.38,,2.8,90,1123.2,642.5
189,서귀포,2008,16.9,-1.1,20080213,33.5,20080731,13.9,20.5,1015.6,1661.4,135.5,20080922,69.6,1944.3,43.61,,2.4,50,1061.3,591.7
189,서귀포,2009,17.2,-3.9,20090124,33.8,20090813,14.2,20.7,1015.2,2006.8,139.5,20090630,66.1,1994.2,44.83,,2.7,50,1147.5,658
189,서귀포,2010,16.9,-2.7,20100310,33,20100823,14,20.3,1015.7,2393.3,126,20100713,69.1,1833.5,41.22,,2.7,50,1032.2,596.8
189,서귀포,2011,16.7,-3.7,20110115,35.5,20110719,13.9,20,1015.9,2010.2,143,20111118,70.9,1972.3,44.34,,2.4,70,1143.3,642.5
189,서귀포,2012,16.7,-1.5,20120202,33.9,20120806,13.8,20,1014.9,2700.8,266,20120824,70.2,1967,45.49,,2.6,70,1183,661.9
189,서귀포,2013,17.4,-1.1,20130208,34.3,20130821,14.3,20.9,1015.4,1086.6,63.5,20130423,69.8,2462.8,55.36,,2.4,250,1226.3,711.4
189,서귀포,2014,17,-0.1,20141217,33.8,20140710,14,20.4,1015.5,2473.2,191,20140602,70.8,2292.5,51.54,,2.4,70,1169.7,673.8
189,서귀포,2015,16.7,-0.8,20150208,31.5,20150626,13.9,20,1015.6,2618.1,220.5,20150511,72.6,2233.6,50.21,,2.1,50,145.8,
189,서귀포,2016,17,-6.4,20160124,33.2,20160822,14.3,20.1,1015.6,2204.5,267.7,20161005,75.7,1976,44.32,,1.7,50,,
189,서귀포,2017,17,-1.6,20170210,35.8,20170725,14,20.3,1015.9,1334,141.9,20170606,72.3,2323.8,52.23,,1.8,360,,
189,서귀포,2018,16.7,-3,20180112,33.5,20180802,13.9,20,1015.6,2166.2,199.1,20180913,78.7,2022.9,47.55,,1.8,50,,
189,서귀포,2019,17.3,2,20190117,32.2,20190806,14.4,20.5,1015.5,2210.3,197.3,20190518,77.9,2239.9,50.35,,1.8,50,,
189,서귀포,2020,16.8,-2.1,20201230,31.3,20200825,13.9,19.9,1016.2,2089.6,235,20200902,78.9,2166.9,48.85,,1.7,50,,
189,서귀포,2021,17.5,-3.4,20210108,32.9,20210809,14.7,20.7,1016,2136.2,219.7,20210914,75.9,2313,51.99,,1.9,50,,
265,성산포,1971,,0.7,19711208,34.1,19710715,,,,35.3,35.3,19711208,,,,,,320,,
265,성산포,1972,,-1.8,19720402,29.2,19720811,,,,235.5,100.2,19721109,,,,,,340,,
265,성산포,1973,15.3,-2.2,19730221,32.4,19730708,11.4,18.8,,1595.3,170,19730816,73.7,2452.6,55.35,5283.23,3.4,20,,
265,성산포,1974,14.5,-4.5,19740212,31.7,19740814,10.5,18.1,,1810.3,176,19740830,79.3,2395.2,54.07,9976.12,3.5,320,,
265,성산포,1975,15.6,-3.3,19750224,32.6,19750818,12,18.7,,1481.5,58,19751002,77.3,2401.2,54.21,8221.43,3.6,320,,
265,성산포,1976,14.4,-4.2,19760124,32.7,19760814,10.3,18.1,,1810.1,114,19760213,80.3,2252.3,50.71,8610.94,3.3,320,1108.7,
265,성산포,1977,15.1,-6.4,19770216,33.3,19770804,11,18.7,,1536,117.5,19770529,81.7,2332.7,52.66,9478.79,3.2,320,1090,
265,성산포,1978,15.5,-3.4,19780204,33,19780705,11.4,19.6,,1069.8,91.5,19780802,77.3,2652.3,59.87,11247.57,3.3,290,1225.7,
265,성산포,1979,15.5,-3.2,19790207,32.7,19790806,11.4,19.4,,1887.2,143,19790824,79,2377.7,53.68,10062.44,3.1,340,1137.6,
265,성산포,1980,14.4,-4.8,19800108,31.1,19800729,10.7,17.9,,2317.3,156,19800829,78.3,2179.1,49.07,8771.78,3.2,320,972.5,
265,성산포,1981,14.8,-5.7,19810226,33.6,19810726,10.7,18.5,,1980.5,254,19810902,74.2,2366.1,53.41,9204.19,3.2,320,1159.6,
265,성산포,1982,15.2,-2.7,19820129,33.1,19820711,11,19,,1446.8,72.1,19820813,77.7,2218,50.07,3878.07,2.9,320,1108.1,
265,성산포,1983,15.3,-6.1,19830214,35.5,19830804,11.4,19,,1958.9,140.3,19830927,77.9,1963.6,44.17,,2.8,340,1040.9,
265,성산포,1984,14.8,-4.3,19840206,33.3,19840812,10.8,18.5,,1255,151.5,19840907,75.8,2141.3,48.07,,2.7,320,1278.1,
265,성산포,1985,15.3,-3.5,19850130,32.7,19850807,11.4,18.8,,3193.9,217.4,19850626,76.8,1861.8,41.88,,2.8,320,1206.6,
265,성산포,1986,14.6,-4.6,19860105,32.9,19860820,10.3,18.5,1017.9,1801.3,109,19860828,75,2099.5,47.23,,2.6,320,1287,
265,성산포,1987,15.3,-4.2,19870203,32.3,19870804,11,19.2,1018.1,2323.5,165.5,19870830,77.1,1985.4,44.66,,2.8,320,1204.3,
265,성산포,1988,15.3,-5.3,19880204,32.9,19880715,11.1,19.1,1017.5,1264.4,112.5,19880726,73.5,2250.2,50.63,,2.8,320,1290.2,
265,성산포,1989,15.5,-2.5,19890205,33.1,19890813,11.4,19.4,1017.7,1696.1,105.5,19890608,78.7,2096.6,47.17,,2.7,320,1127.2,
265,성산포,1990,16.1,-7,19900123,34.1,19900806,12,19.9,1017.7,1952.3,143,19900906,78.3,2125.1,47.8,,2.8,320,1189.2,
265,성산포,1991,15.2,-4.4,19910223,32.6,19910723,11.8,18.6,1016.3,1983.8,136.8,19910704,76.6,2324.9,52.3,,3.1,320,,
265,성산포,1992,15.6,-2.2,19920221,32.9,19920808,11.9,19.4,1016.4,1981.4,296.5,19920812,72.2,2429.1,54.7,,3.3,340,,
265,성산포,1993,14.4,-2.9,19930128,30.1,19930711,10.5,18.3,1016.7,2025.4,158.5,19930814,70.6,1599.9,35.99,,3.3,340,,
265,성산포,1994,15.6,-3.5,19940124,36.2,19940720,11.6,19.4,1016.4,1509.3,170,19940811,68.8,2057.2,46.28,,3.2,340,,
265,성산포,1995,14.5,-4.4,19950129,33.1,19950817,10.6,18.4,1017,2169.8,302,19950702,67.8,1967.4,44.26,,3.2,340,,
265,성산포,1996,14.8,-3.9,19960210,33.5,19960809,11,18.9,1016.9,1757.9,151,19961031,69.3,1954.9,43.88,,3.1,340,,
265,성산포,1997,15.5,-3.1,19970122,33.7,19970728,11.7,19.6,1016.7,1803,150,19971125,65.3,1961.4,44.13,,2.8,340,,
265,성산포,1998,16.4,-3.1,19980124,33.7,19980816,12.9,20.3,1016.4,2235.9,176.5,19980823,73.7,1825.1,41.05,,2.9,340,,
265,성산포,1999,15.4,-2.3,19991220,32.3,19990818,11.9,19.3,1016.2,2328,164.5,19990701,79,1676.4,37.71,,3.1,320,,
265,성산포,2000,15.3,-2.9,20000218,33.4,20000812,11.6,19.2,1016.7,1370,100.5,20000915,75.8,1636.3,47.43,,3.2,320,,
265,성산포,2001,14.8,-5.1,20010209,32.7,20010823,11.2,18.6,1016.8,1856.5,129.5,20010710,66,2131.5,47.95,,3.3,340,,
265,성산포,2002,15.7,-2.5,20020220,31.8,20020716,12.2,19.4,1016.7,1781.5,114,20020831,72.6,2059.6,46.3,,3.1,340,,
265,성산포,2003,16.5,-1.7,20030213,33.7,20030806,13.2,20,1017,2550.5,163.5,20030817,76.6,1955.9,43.97,,2.9,340,,
265,성산포,2004,15.8,-4.8,20040122,35,20040731,11.9,19.8,1016.1,1962.5,251.5,20040822,71.9,2266.5,50.84,,3.1,340,,
265,성산포,2005,15.3,-3.4,20050222,34.7,20050816,11.7,19.2,1016.1,1588,113.5,20050730,73.8,2183.8,49.09,,3.2,340,,
265,성산포,2006,15.7,-3.2,20060203,32.4,20060815,12.4,19,1015.7,2238,152.5,20060630,75,1820.8,40.93,,3.3,320,,
265,성산포,2007,,0.5,20070202,19.8,20070303,,,,212.9,47.5,20070324,,411.2,41.29,,,320,,
