date,Chla,DNN,DNN_SMOTE,DNN_ADASYN,DNN_SMOTE_ENN,DNN_SMOTE_Tomek,CNN,CNN_SMOTE,CNN_ADASYN,CNN_SMOTE_ENN,CNN_SMOTE_Tomek,RNN,LSTM
2023-08-07,54.3,33.99729,34.491264,32.962906,63.333282,58.44871,26.127415,30.744308,47.53326,45.4614,50.005634,42.40291,48.999897
2023-08-16,62.7,81.62134,78.088234,77.23705,87.72405,92.63008,65.83396,55.793407,65.834915,53.852665,55.27849,48.57383,43.344402
2023-08-21,40.7,61.364258,47.805786,43.255417,60.31354,52.483574,55.34286,41.958424,51.933434,34.298733,41.062992,48.58408,38.47833
2023-08-29,15,14.576116,11.592887,6.8497424,7.7603025,4.862629,7.7596283,14.53883,26.943684,12.472952,10.981995,44.15432,32.79673
2023-09-04,12.3,32.17212,30.121748,27.549007,37.955112,36.597095,30.649317,23.24939,34.97951,20.355875,28.838903,36.346306,25.34239
2023-09-11,31.3,82.22942,69.97046,60.174007,75.40293,78.473526,74.459755,62.73596,63.362377,52.75991,54.930305,34.7514,23.235256
2023-09-18,1.6,8.265324,5.349281,5.956919,6.3201113,5.312685,4.902029,7.1421804,7.056861,5.014462,3.8542368,40.56886,54.439808
2023-09-25,2.3,21.118332,14.452559,10.971863,14.233503,11.085003,7.379665,8.8904295,12.61304,8.085409,5.192318,35.19551,35.379597
2023-10-04,9,46.4685,39.783226,34.17419,41.487686,32.047516,27.74739,20.913961,28.490887,21.61925,17.056164,33.964497,18.315964
2023-10-10,62.8,79.065865,69.43896,55.26037,62.373714,54.196846,60.166176,56.952557,63.34595,71.116066,60.811165,35.112354,29.152458
2023-10-16,69.1,88.442245,82.34237,69.06524,73.58839,70.260155,81.4466,80.57861,79.150955,69.17045,75.9392,52.099697,99.63569
2023-10-23,49.6,96.71372,95.35319,81.71676,86.62534,78.663925,82.84986,82.68911,84.8721,89.37936,86.756905,52.93498,66.38564
2023-10-30,51.8,99.53646,95.97381,79.964386,87.27177,79.45628,78.38842,76.97543,81.635086,91.8343,83.215866,48.398823,42.870647
2023-11-06,27.1,39.855507,42.31846,41.574326,45.32997,42.8067,28.394085,35.332176,47.171375,51.003613,43.301437,48.8495,37.58457
2023-11-13,24,89.28966,89.911865,80.75105,81.239685,73.71145,65.92218,65.2017,70.83365,68.41732,85.69524,44.213333,33.66679
2023-11-20,24.9,36.263447,34.22759,23.912155,26.83647,24.979836,22.107628,23.191072,26.851593,29.014042,23.549408,42.597103,33.95484
2023-11-27,31.2,67.48961,62.378086,50.483852,59.8881,54.787247,42.60141,44.270096,48.497658,63.312943,51.498363,45.24841,51.414673
2023-12-04,46.2,66.68069,67.045845,56.511185,69.98992,60.714462,51.01633,52.621174,55.697334,72.85738,56.754295,47.33426,40.1283
2023-12-11,70.7,58.3741,63.270584,57.251625,57.100975,57.17209,30.605982,41.61831,52.558777,65.37087,55.22312,50.27524,35.81738
2023-12-18,6.7,35.1062,44.317604,37.858677,57.38645,45.243732,29.953379,28.442554,32.501,30.561995,27.845692,55.82616,58.25313
