지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
156,2017-01-01 00:00,1.9,,.1,0,91,6.3,.5,1021.6,1030.8,,,,,0,0,,,871,,19,-1.3,,,,
156,2017-01-01 01:00,1.3,,.1,0,93,6.2,.2,1021.4,1030.6,,,,,,0,,,804,,19,-1.4,,,,
156,2017-01-01 02:00,.9,,.4,0,95,6.2,.1,1021.8,1031,,,,,,0,,,736,,19,-1.8,,,,
156,2017-01-01 03:00,.7,,.9,20,95,6.1,0,1021.5,1030.7,,,,,4,4,Sc,11,797,,19,-2.1,,,,
156,2017-01-01 04:00,.3,,.2,0,97,6.1,-.1,1020.6,1029.8,,,,,0,0,,,723,,19,-2.7,,,,
156,2017-01-01 05:00,-.3,,1,250,97,5.8,-.7,1020.9,1030.1,,,,,0,0,,,532,,19,-2.2,,,,
156,2017-01-01 06:00,.2,,0,0,97,6,-.2,1020.9,1030.1,,,,,6,6,Sc,10,713,,19,-2,,,,
156,2017-01-01 07:00,.6,,.3,0,96,6.1,0,1021.5,1030.7,,,,,8,8,Sc,10,754,,19,-1.8,,,,
156,2017-01-01 08:00,.5,,.6,70,97,6.1,0,1021.9,1031.1,0,.07,,,8,8,Sc,10,765,,19,-2.6,,,,
156,2017-01-01 09:00,1.5,,.3,0,94,6.4,.6,1022.4,1031.6,.3,.35,,,8,8,Sc,10,808,,19,-1.2,,,,
156,2017-01-01 10:00,2.8,,.7,250,87,6.5,.8,1022.7,1031.9,.2,.69,,,9,9,Sc,10,884,,19,-.4,,,,
156,2017-01-01 11:00,4.7,,.8,270,78,6.6,1.1,1022.4,1031.5,.9,1.28,,,4,4,Sc,10,1026,,19,4.1,,,,
