site,yyyymm,pH,DO,BOD,COD,SS,T.N,T.P,TOC,Temp,EC,TC,DTN,NH3.N,NO3.N,DTP,PO4.P,Chl.a,FC,Rain
광주2-1,Oct-18,7.3,11.3,4.7,7.3,10.3,7.284,0.176,4.3,18.6,397,28586,7.207,3.738,1.873,0.123,0.097,36.2,12540,85.4
광주2-1,Nov-18,7.5,10.4,7.1,8,11.4,8.897,0.233,5.6,14.1,433,62600,8.431,5.302,1.598,0.143,0.093,59.2,24463,2.1
광주2-1,Dec-18,7.3,8.2,5.5,7.5,9.9,10.973,0.122,4.8,9.5,485,141350,10.121,5.465,2.56,0.058,0.03,45,21413,28.5
광주2-1,Jan-19,7.3,12.7,5.5,7.2,9,9.617,0.102,5.3,8.5,496,5875,9.385,5.488,2.556,0.046,0.016,59.1,825,38.8
광주2-1,Feb-19,7,11.8,6.3,10.1,15.1,11.121,0.127,5.2,8.8,473,13800,10.602,7.307,1.87,0.045,0.009,81.4,1507,22
광주2-1,Mar-19,7.4,10,7.6,12,16.6,12.329,0.345,6.6,12.8,398,200550,10.789,7.752,1.453,0.194,0.164,60,35595,115.8
광주2-1,Apr-19,7.3,9.1,7,11.5,15.1,11.365,0.301,6.1,15.4,434,185920,10.666,7.563,1.439,0.192,0.132,16.7,66676,127.4
광주2-1,May-19,7.4,8.9,6.3,10.3,11.9,8.55,0.208,5.8,19.7,387,53350,8.113,5.852,1.049,0.137,0.115,12.6,19285,85.4
광주2-1,Jun-19,7.5,8.4,7,11.7,11.7,9.042,0.243,6.4,23.6,377,62650,8.266,5.68,0.662,0.159,0.112,22.6,29350,222.4
광주2-1,Jul-19,7.1,7,5.8,9.7,16.6,6.302,0.175,5.1,25.1,264,154600,5.895,3.53,0.976,0.13,0.111,17.6,40450,84.5
광주2-1,Aug-19,7.2,7.4,5.3,8.7,13.7,6.871,0.137,5.5,27.4,321,82190,6.629,3.824,1.059,0.091,0.066,32.6,58160,397.1
광주2-1,Sep-19,7.2,7.8,4.3,7.6,8.4,6.367,0.179,4.3,23.9,294,202500,6.274,3.518,1.276,0.138,0.106,14,98150,129.7
광주2-1,Oct-19,7.3,10.7,2.8,6.7,7.2,6.96,0.072,3.9,19.2,318,18350,6.453,2.819,2.6,0.048,0.027,20.4,4000,125.2
광주2-1,Nov-19,7.3,10.3,6.4,10.2,16.3,9.148,0.146,5,15,423,31300,8.142,4.589,2.161,0.097,0.083,31,12375,47.2
광주2-1,Dec-19,7.3,12.7,7.6,11,18.6,9.071,0.321,5,10.3,452,200900,7.789,4.343,2.857,0.218,0.197,86.5,101915,32.4
광산,Jan-17,7,13.1,4,7.2,9,6.447,0.114,5.7,6.1,432,1576,6.204,1.892,3.456,0.04,0.019,42.9,54,49.9
광산,Feb-17,7.2,13.8,5.5,9.1,14.7,7.673,0.154,7.8,7,473,3070,7.148,3.512,2.966,0.043,0.02,69.3,81,45.2
광산,Mar-17,7.5,14.8,6.8,12.4,16,8.267,0.121,8.8,11.1,428,5275,7.898,4.164,2.628,0.039,0.018,101.4,70,55.2
광산,Apr-17,6.8,10.5,7.3,11.7,9.9,6.152,0.159,8.7,16.6,369,2800,5.469,3.048,1.865,0.084,0.044,34.2,163,185
광산,May-17,7.2,8.6,5.9,12.6,11,7.44,0.133,9,21.6,445,220,7.196,3.606,2.267,0.069,0.038,35.2,81,104.5
광산,Jun-17,7.1,8,6.9,14.1,13.7,4.55,0.106,10.3,24.1,351,100,4.304,1.528,1.832,0.039,0.006,55.3,52,116.1
광산,Jul-17,6.4,4.6,3.9,9.1,10.3,3.847,0.176,7.4,27.2,274,9775,3.699,1.711,1.475,0.123,0.101,20.5,2865,301.4
광산,Aug-17,6.6,3.3,3.8,8.8,13.7,4.244,0.181,6.8,27.5,262,23500,4.157,2.362,1.256,0.121,0.104,13.9,11600,81
광산,Sep-17,7,8.4,3.7,7.9,10.5,3.163,0.105,5.9,23.7,272,10475,2.924,0.858,1.586,0.053,0.039,38.9,3185,251.3
광산,Oct-17,7.1,8.4,4.9,8.3,10.1,5.166,0.091,6.6,18.9,388,2075,4.915,1.926,2.243,0.049,0.031,48.9,630,216.7
광산,Nov-17,7.6,12.3,5.3,9.8,13.7,6.34,0.087,7.4,12.1,480,1311,6.181,2.229,3.181,0.034,0.008,48.1,172,31.5
광산,Dec-17,7.8,12.2,5.4,9.2,17.3,7.16,0.117,7.6,7.4,559,12125,6.807,3.507,2.728,0.028,0.007,40.7,1225,44.9
광산,Jan-18,7.2,13.5,6.4,11.6,13,8.883,0.125,8.6,5.8,561,3820,8.268,5.352,2.32,0.036,0.013,56.5,176,11.7
광산,Feb-18,7.5,13.3,6.1,11.8,14.1,11.563,0.177,8.9,6.5,548,1115,11.221,8.907,1.727,0.054,0.023,70,144,41.9
광산,Mar-18,7.3,7.8,6,11.1,25.3,7.031,0.199,8.7,11.7,386,13450,6.549,4.46,1.53,0.074,0.034,41.9,3100,7.8
광산,Apr-18,7.4,8.2,5.7,10.9,47.7,6.849,0.203,8.2,16.6,364,59600,6.608,3.832,1.667,0.061,0.043,41.4,13833,8.9
광산,May-18,7.5,8.3,6.2,10.7,36.6,4.675,0.183,8.1,21.5,306,78500,4.447,2.27,1.205,0.079,0.048,47.7,20125,28.1
광산,Jun-18,7.6,7.7,6.6,11.6,24.4,5.959,0.128,8.9,26,382,7450,5.763,3.329,1.406,0.054,0.026,50,1975,42.1
광산,Jul-18,8,9.2,7,12.5,43.6,5.545,0.214,9,28.7,323,67760,5.254,2.853,1.805,0.111,0.096,70.5,14806,211.7
광산,Aug-18,8,9.7,6.7,12.9,23.2,5.043,0.227,8.9,29.5,343,32800,4.826,2.788,1.369,0.125,0.09,80.1,10315,273.8
광산,Sep-18,7.3,6.9,4.8,8.7,10.3,4.876,0.19,6.7,24.5,294,100750,4.523,2.516,1.399,0.126,0.108,28.5,57875,108.8
광산,Oct-18,7.3,8.7,4.9,7.9,9.5,4.942,0.158,7.4,18.4,336,29620,4.837,2.397,2.12,0.091,0.07,33.8,9980,85.4
광산,Nov-18,7.8,9.7,5.1,9.7,10.6,5.688,0.209,8.6,13.4,415,41175,5.125,2.488,2.168,0.082,0.066,56.9,22395,2.1
광산,Dec-18,7.9,11.7,4,8.4,9.5,6.668,0.14,8.1,8.4,466,16975,6.395,2.556,3.237,0.052,0.038,62.2,3690,28.5
광산,Jan-19,7.8,12.5,4.7,9,10.1,9.198,0.154,8,6.7,485,730,8.831,3.972,3.67,0.066,0.024,42,34,38.8
광산,Feb-19,7.8,12.4,6.6,14.1,19.1,7.597,0.195,10.5,7.5,434,8225,7.103,3.777,2.891,0.048,0.018,115.2,1183,22
광산,Mar-19,7.8,10.4,6,12.5,12.2,8.271,0.194,9,12,454,22600,8.2,5.145,2.648,0.079,0.027,66.7,1783,115.8
광산,Apr-19,8.3,9,6,12.9,29.8,6.569,0.358,9.1,15.3,374,78900,6.214,3.919,1.851,0.159,0.098,44.2,14434,127.4
광산,May-19,7.6,8.1,4.8,10.3,13.3,5.09,0.197,7.7,20.6,349,63025,4.959,2.642,1.92,0.078,0.045,49.6,19518,85.4
광산,Jun-19,7.9,6.5,6.4,13.5,14.3,4.433,0.2,9.2,24.4,325,19025,4.37,2.53,1.713,0.069,0.037,63.8,2370,222.4
광산,Jul-19,7.7,5.7,4.1,10.2,14.9,4.12,0.163,9.3,26.1,257,54880,4.002,1.928,1.657,0.093,0.079,29.9,25288,84.5
광산,Aug-19,7.6,7.6,4,10,19.7,3.918,0.181,8.6,28.1,273,54900,3.744,1.575,1.959,0.09,0.063,52.4,23030,397.1
광산,Sep-19,7.4,7.8,3.8,7.1,8.8,3.411,0.129,4.9,24.5,243,51880,3.275,1.138,1.676,0.085,0.073,28.4,16658,129.7
광산,Oct-19,7.8,10.2,3.9,6.5,10.3,4.156,0.063,5.2,19.6,291,3250,4.07,1.075,2.453,0.028,0.016,46.8,883,125.2
광산,Nov-19,7.7,10.3,5,8.5,8.7,6.361,0.086,7.7,14.9,419,2155,5.996,2.714,2.643,0.068,0.053,52,300,47.2
광산,Dec-19,7.7,13.1,6.1,10.5,14,7.155,0.116,8.5,9,480,14225,6.819,2.998,3.194,0.052,0.032,70.3,3168,32.4
나주,Jan-17,7.8,14.4,4.1,6.9,8.5,5.527,0.115,5.3,5.3,363,800,5.264,1.166,3.229,0.04,0.021,68.6,55,52.25
나주,Feb-17,8.1,12.1,5.8,8.8,13.9,6.399,0.142,6.9,6.4,427,1950,6.12,2.049,3.482,0.033,0.015,97,66,46.2
나주,Mar-17,8.2,10.4,7.1,10,12.7,6.833,0.122,7.4,10.2,401,715,6.404,2.948,2.548,0.03,0.01,99.1,190,63.29
나주,Apr-17,7.9,11.7,7.1,10.2,9.4,5.17,0.149,7.5,18.3,293,225,4.748,1.971,1.983,0.069,0.034,92.7,27,194.09
나주,May-17,7.8,12,7.1,13.5,11.9,6.118,0.137,8.6,23.2,417,146,5.724,2.333,2.262,0.076,0.053,57.5,34,111.87
나주,Jun-17,7.9,11.3,7.6,15.1,14.1,4.408,0.105,10.9,25.5,368,77,4.09,1.263,1.849,0.041,0.018,67.3,14,122.81
나주,Jul-17,7.5,6.8,3.9,9.1,12.2,2.964,0.165,6.7,27,194,10805,2.944,0.959,1.476,0.115,0.098,21.8,1182,277.39
나주,Aug-17,7.4,8.2,3.3,8.4,12.7,3.362,0.147,6.2,28.5,250,22956,3.265,1.427,1.351,0.099,0.084,40.5,6676,70.98
나주,Sep-17,7.7,11.6,4.7,7.9,10.6,2.674,0.089,6.1,24.2,236,8550,2.588,0.46,1.253,0.049,0.037,65.3,1675,244.67
나주,Oct-17,7.2,9.2,4.2,7.2,7.5,4.097,0.078,5.1,19.6,397,1010,4.006,1.08,2.277,0.037,0.025,49.6,340,211.61
나주,Nov-17,6.9,12.7,5,8.7,13.2,5.516,0.086,6.7,11.9,410,165,5.188,1.439,3.104,0.038,0.016,84.2,50,43.56
나주,Dec-17,7.5,12.6,5.9,10.2,17.3,7.135,0.147,7.9,6.4,486,17300,6.609,3.026,2.654,0.037,0.019,71.8,4370,46.98
나주,Jan-18,8,15,6.9,11.5,15,7.06,0.134,8.4,5.4,500,2160,6.583,3.091,2.672,0.036,0.018,115.6,53,11.78
나주,Feb-18,7.7,14,6.9,12.5,16.9,9.613,0.169,9.4,5.3,507,810,9.317,6.366,2.23,0.046,0.019,132.4,11,39.45
나주,Mar-18,7.4,12,5.9,10.7,25.5,5.919,0.193,7.7,11.2,342,8200,5.709,2.933,1.896,0.087,0.05,59.4,1060,6.95
나주,Apr-18,7.1,11.5,4.8,8.3,19,5.105,0.128,6.3,17.3,346,7992,4.877,2.179,1.876,0.043,0.03,71.6,1324,8.35
나주,May-18,7,8.7,4.8,9.9,19.6,3.761,0.147,6.6,20.6,277,32175,3.627,1.383,1.464,0.066,0.037,78.2,5750,31.2
나주,Jun-18,8,10.9,8.1,15.3,16.8,4.245,0.125,10,26.6,357,311,3.871,1.3,1.556,0.046,0.024,124.8,162,91.8
나주,Jul-18,7.7,8.8,7.3,12.4,16,4.454,0.156,8.2,29.9,341,2553,4.182,1.672,1.241,0.081,0.056,94.2,900,181.31
나주,Aug-18,7.9,10.7,6.4,13.2,33.8,3.563,0.181,8.9,29.2,283,17527,3.432,1.264,1.175,0.103,0.063,61.4,4203,269.74
나주,Sep-18,7.6,10.2,4.2,8,10.8,3.203,0.106,5.5,23.9,249,9400,3.189,0.576,1.239,0.064,0.052,56.1,5490,114.74
나주,Oct-18,7.8,10,4,7.4,9.9,3.558,0.145,6.3,18.4,286,21240,3.484,0.755,2.363,0.068,0.056,50.9,5044,66.5
나주,Nov-18,7.7,13,5.6,8.3,14.6,4.909,0.166,7.2,12.5,343,23775,4.746,1.756,2.389,0.051,0.04,56.3,4638,1.95
나주,Dec-18,7.7,12.5,4.4,8.7,21.3,5.626,0.135,7.2,7,420,9150,5.369,1.513,3.289,0.05,0.04,65.6,1088,28.24
나주,Jan-19,8,14.6,4.2,9.2,14.2,7.469,0.126,7.4,5,433,380,7.284,2.345,4.093,0.047,0.021,61.7,75,39.56
나주,Feb-19,8.5,13.7,6.4,13.6,21.8,6.43,0.174,10.1,6.9,398,5130,6.007,2.569,2.918,0.055,0.033,106.7,259,23.82
나주,Mar-19,8,11.2,5.6,12.3,25.8,5.814,0.183,8.7,11.2,376,2975,5.652,2.738,2.483,0.069,0.029,76.2,275,121.73
나주,Apr-19,7.8,9.5,4.4,9.4,14.1,5.298,0.194,7.1,14.8,383,18720,5.078,2.896,1.781,0.073,0.03,46.9,3083,125.89
나주,May-19,7.6,9,5.8,13.2,12.9,3.962,0.184,8.9,19.9,340,25770,3.803,1.938,1.505,0.078,0.041,56.3,5608,84.73
나주,Jun-19,7.5,8.1,5.9,12.5,14.6,3.317,0.15,8.1,23.3,307,4570,3.193,1.516,1.608,0.051,0.025,70.8,640,218.99
나주,Jul-19,7.4,8.2,3.5,8.3,12.8,2.78,0.124,6.4,25.5,202,18558,2.628,0.751,1.53,0.071,0.067,24.7,4980,84.34
나주,Aug-19,7.6,8.4,3.8,13.1,31,3.215,0.16,9.5,26.6,284,33395,3.036,1.074,1.687,0.075,0.056,63.6,5800,368.08
나주,Sep-19,7.4,9.4,4.2,6.9,9.2,3.222,0.128,5.3,23.1,238,19780,3.054,0.811,1.74,0.066,0.053,42.4,7220,134.11
나주,Oct-19,7.8,11.2,4,6.9,10.6,3.441,0.075,4.9,18.1,279,5400,3.351,0.551,2.299,0.042,0.03,49.4,1565,141.61
나주,Nov-19,7.6,11.2,4.8,7.6,7.8,5.353,0.08,6.5,12.8,399,1365,5.199,1.583,2.925,0.048,0.029,41.4,585,44.62
나주,Dec-19,8.1,12.9,6.2,10.2,16,6.336,0.095,7.7,8.3,432,3250,6.143,2.046,3.468,0.032,0.012,70.7,845,33.4
영산포,Jan-17,8,15.3,4.5,7.4,12.9,5.143,0.077,4.2,6.4,380,1725,4.82,0.819,2.923,0.03,0.018,64,175,52.25
영산포,Feb-17,8.3,15.1,4.9,8.6,15.7,7.245,0.087,5.3,6.4,389,408,6.718,1.707,3.334,0.021,0.005,128.3,121,46.2
영산포,Mar-17,7.9,13.1,5,8.5,11.4,6.284,0.157,5.2,10.4,391,438,5.877,2.112,2.348,0.048,0.027,65.2,71,63.29
영산포,Apr-17,7.8,11.1,5.5,8.4,8.4,5.551,0.102,5.8,17.4,344,580,5.386,2.079,1.812,0.057,0.029,62,85,194.09
영산포,May-17,8.3,12,4.1,11.5,10.5,5.377,0.081,7.1,24,409,1115,5.226,1.613,1.92,0.051,0.018,38.9,60,111.87
영산포,Jun-17,8.3,12.4,5.8,15.8,31.9,4.768,0.125,7,26,336,1560,4.265,1.293,1.568,0.059,0.025,60.7,380,122.81
영산포,Jul-17,7.9,7.7,4.1,10.6,12.6,3.857,0.186,5.7,28.4,228,3470,3.554,1.285,1.25,0.13,0.106,64.2,1170,277.39
영산포,Aug-17,8.2,9.5,5.2,9.8,23.5,3.293,0.172,4.9,29,232,12600,2.904,1.142,0.979,0.101,0.083,77.1,9458,70.98
영산포,Sep-17,7.9,9,2.1,7.3,19,2.645,0.101,4.3,24.9,223,1065,2.327,0.312,1.346,0.063,0.051,43.8,580,244.67
영산포,Oct-17,7.8,10.4,3.4,6.8,12.2,3.789,0.083,3.7,20,301,1183,3.609,0.582,1.906,0.038,0.024,45.3,918,211.61
영산포,Nov-17,7.5,11,3,7.7,10.7,5.276,0.066,4.2,12.7,448,908,5.101,1.108,2.876,0.029,0.007,51.9,664,43.56
영산포,Dec-17,7.8,14.5,5.4,9.3,16.8,7.247,0.09,5.2,6,525,1375,6.754,2.014,3.593,0.028,0.003,103,486,46.98
영산포,Jan-18,8.2,14.9,5.8,11,18.8,7.636,0.122,5.6,5.6,437,1130,7.416,2.905,2.59,0.044,0.021,129.5,120,11.78
영산포,Feb-18,8.3,16.1,4.6,9.7,13.7,9.432,0.089,5.1,5.5,447,835,9.12,5.143,2.478,0.037,0.008,64.8,420,39.45
영산포,Mar-18,7.6,13.1,5.4,10.4,24.8,6.634,0.15,5.2,13.1,320,5850,6.483,3.393,2.069,0.072,0.044,60.9,1004,6.95
영산포,Apr-18,7.7,11.4,5.1,8.9,28.1,5.022,0.121,4.5,17.4,290,22550,4.76,1.958,1.719,0.054,0.032,52.1,4505,8.35
영산포,May-18,7.6,13.4,5.2,9.1,20.1,3.941,0.127,5.3,21.7,270,6450,3.718,1.492,1.286,0.063,0.039,97.8,1005,31.2
영산포,Jun-18,7.7,12.4,5.7,11.9,21,4.233,0.153,5,26.7,288,1259,3.935,1.245,1.28,0.071,0.042,68.5,38,91.8
영산포,Jul-18,7.8,10.2,6.4,11.6,38.7,3.507,0.231,5.7,28.5,237,5804,3.236,0.677,1.352,0.092,0.071,134.5,1958,181.31
영산포,Aug-18,7.6,7.6,3.3,10.6,30.9,3.16,0.191,5.1,29.2,238,3915,3.069,1.167,1.043,0.138,0.106,63.7,2243,269.74
영산포,Sep-18,7.5,9.9,3,8.1,13.9,2.85,0.157,3.5,25.1,186,5867,2.62,0.412,1.476,0.084,0.062,88.1,3767,114.74
영산포,Oct-18,7.9,13.8,3.7,7.2,18.8,3.803,0.103,4.5,18.6,296,5700,3.639,0.413,2.232,0.052,0.051,98.4,3020,66.5
영산포,Nov-18,7.8,12.7,3.6,7,15.8,3.104,0.097,4.3,14.5,319,2963,2.968,0.726,1.62,0.048,0.019,56.1,571,1.95
영산포,Dec-18,7.7,9.1,4,6.9,18,4.143,0.089,3.9,8.3,342,5450,3.659,0.972,1.932,0.038,0.01,78.9,524,28.24
영산포,Jan-19,7.6,14.3,4.9,8.1,18.2,6.652,0.102,4.7,6.6,439,198,6.468,1.972,3.596,0.04,0.015,63.6,39,39.56
영산포,Feb-19,7.9,13.4,5.9,11.1,20.9,6.452,0.141,6.1,6.6,374,1400,5.73,1.705,2.545,0.038,0.005,157.7,108,23.82
영산포,Mar-19,7.9,14,6.1,9.5,34.7,6.849,0.135,5.6,11,339,1225,6.286,2.693,2.302,0.041,0.014,93.2,236,121.73
영산포,Apr-19,8,12.2,4.9,9.7,9.8,5.548,0.117,5.3,15.7,345,378,5.23,1.977,1.802,0.062,0.021,36.9,57,125.89
영산포,May-19,8.2,10.3,5.8,10.6,11.1,4.361,0.142,5.6,21.4,316,272,4.035,1.961,1.097,0.085,0.057,24.3,290,84.73
영산포,Jun-19,8.6,12.1,5.2,13.2,15,3.695,0.122,6.7,25.5,233,197,3.375,1.014,1.09,0.063,0.029,40.7,32,218.99
영산포,Jul-19,7.7,9.2,4.7,11.5,21,3.051,0.226,7.1,25.7,190,5566,2.612,0.541,1.171,0.119,0.091,27.4,2098,84.34
영산포,Aug-19,8.1,9.7,4.6,9.7,19.3,3.027,0.15,6.4,29.3,198,344,2.913,0.53,1.233,0.103,0.075,27.9,133,368.08
영산포,Sep-19,7.7,10.6,3.2,8.1,13.6,2.776,0.152,4,24.4,188,1469,2.638,0.363,1.537,0.106,0.076,49.2,797,134.11
영산포,Oct-19,7.9,13.1,1.7,6.3,9.2,3.313,0.063,3.3,19.2,228,1688,3.175,0.39,2.351,0.041,0.027,24.4,870,141.61
영산포,Nov-19,8,12.9,3.5,8.5,11.5,5.21,0.068,4.1,14.9,365,788,4.717,1.118,2.881,0.029,0.011,36.9,445,44.62
영산포,Dec-19,7.5,13.5,2.8,7.1,7.3,6.414,0.102,4.1,7.8,433,3990,6.092,2.181,3.199,0.073,0.051,21.3,1870,33.4
죽산,Jan-17,7.3,13.5,3.9,7.8,12.6,4.934,0.104,5.7,5.1,360,126,4.219,0.777,2.975,0.039,0.017,70.6,20,52.25
죽산,Feb-17,7.7,15.4,6.3,10.9,21.5,6.062,0.111,7.6,5.3,424,350,5.467,1.212,3.736,0.023,0.012,98.2,3,46.2
죽산,Mar-17,7.7,13.5,4.9,9.2,11.2,5.89,0.092,6.6,9.2,382,230,5.433,1.932,2.653,0.035,0.017,31,5,63.29
죽산,Apr-17,7.1,10.9,5.2,9.2,8.7,5.514,0.094,7,15.5,358,48,5.197,2.329,2.183,0.049,0.016,61.1,2,194.09
죽산,May-17,7.4,9.4,3.5,10.4,7.1,4.829,0.07,7.5,20.7,379,93,4.746,1.515,2.08,0.039,0.02,20.2,1,111.87
죽산,Jun-17,7.4,8.3,5.9,14.8,12.9,3.992,0.079,10.4,24.2,374,6,3.686,1.02,1.777,0.035,0.007,34,1,122.81
죽산,Jul-17,6.7,5.5,3.1,8.9,11.6,3.294,0.145,7,27.1,251,386,3.188,1.163,1.576,0.1,0.079,14.4,143,277.39
죽산,Aug-17,7,7.3,4.3,10.2,16.3,2.368,0.134,7.6,27.8,203,23002,2.212,0.517,1.203,0.082,0.065,21,1197,70.98
죽산,Sep-17,7.4,10.3,4.9,10.1,19.9,2.228,0.147,6.4,23.9,189,8403,1.984,0.12,1.342,0.062,0.046,50,219,244.67
죽산,Oct-17,7.2,8.7,3.8,7.3,13.7,3.108,0.081,5.6,18.9,283,315,2.997,0.677,1.814,0.045,0.015,35.1,35,211.61
죽산,Nov-17,7.5,10,3.6,8.3,14.4,4.797,0.093,6.5,11.8,405,155,4.55,1.147,2.733,0.048,0.019,16.5,17,43.56
죽산,Dec-17,7.6,13.1,4.1,8.4,11.4,6.218,0.077,6.3,5.4,531,108,5.983,1.854,3.081,0.027,0.01,27.6,26,46.98
죽산,Jan-18,8.1,15.1,6.5,11.8,19.2,6.771,0.137,9,4.3,490,292,6.323,2.66,2.815,0.037,0.021,102.7,9,11.78
죽산,Feb-18,8.5,15,5.5,10.3,12.4,7.686,0.111,7.7,4.2,489,41,7.428,4.539,2.445,0.044,0.015,48.3,6,39.45
죽산,Mar-18,7.6,9.9,5,9.8,27.3,6.632,0.152,7.3,11,409,5000,6.493,3.478,2.175,0.085,0.038,24.7,634,6.95
죽산,Apr-18,8.2,10.6,4.8,8.6,18.6,4.52,0.1,6.3,16.4,282,930,4.118,1.629,2.177,0.034,0.023,53.3,166,8.35
죽산,May-18,7.7,7.6,5.2,9.6,18,3.909,0.104,7,20.8,297,905,3.739,1.546,1.45,0.047,0.026,59.7,173,31.2
죽산,Jun-18,7.9,5.1,4,11.8,10.4,3.897,0.085,8.6,25.4,339,9,3.78,1.318,1.337,0.053,0.023,26.2,4,91.8
죽산,Jul-18,8.3,7,5.3,10.9,22.9,2.975,0.125,7.7,28.4,264,5810,2.847,0.515,1.35,0.085,0.066,41.9,1262,181.31
죽산,Aug-18,7.7,6.1,3.9,12,29.9,2.8,0.188,8.3,28.9,275,15050,2.754,0.991,1.147,0.121,0.082,30.3,1983,269.74
죽산,Sep-18,7.5,8,4.6,9.8,14,2.537,0.101,6.6,23.6,219,3220,2.478,0.256,1.515,0.058,0.046,51.7,368,114.74
죽산,Oct-18,8.2,11.2,3.8,7.7,21,2.975,0.116,6.8,18.3,258,1996,2.917,0.206,2.129,0.041,0.034,53.9,494,66.5
죽산,Nov-18,8.1,12.8,5.5,10.8,32.3,4.056,0.176,8.6,12.2,357,5275,3.699,0.88,2.497,0.036,0.028,82.9,688,1.95
죽산,Dec-18,8.4,14.9,5,11.6,26,5.522,0.176,8.9,7,419,3490,5.255,1.429,3.137,0.037,0.028,92,300,28.24
죽산,Jan-19,8.5,16,5.3,11.1,25.2,7.198,0.145,8.9,4.8,448,218,6.743,1.775,4.243,0.041,0.013,93.6,21,39.56
죽산,Feb-19,8.8,16.1,7.1,15.4,31.2,6.292,0.197,11.5,6.3,405,1005,5.885,2.299,2.874,0.047,0.014,134.2,19,23.82
죽산,Mar-19,8.7,13.3,6.8,14.2,24,6.492,0.192,9.2,11,404,1605,6.119,2.755,2.517,0.07,0.013,90.4,142,121.73
죽산,Apr-19,8.4,8.8,4.5,9.7,9,4.441,0.156,7.1,14.3,341,195,4.348,2.08,1.76,0.077,0.029,46.4,26,125.89
죽산,May-19,7.4,7,4.2,10,13.3,3.878,0.149,7.2,20.4,314,272,3.792,2.154,1.354,0.077,0.044,36,148,84.73
죽산,Jun-19,8,8,6.3,13.3,19.9,2.811,0.132,9.1,23.8,271,188,2.732,1.181,1.333,0.046,0.017,59,24,218.99
죽산,Jul-19,7.8,6.2,3.8,9.4,21.1,2.46,0.118,8.5,24.9,178,6486,2.353,0.421,1.456,0.058,0.053,25.5,1867,84.34
죽산,Aug-19,7.9,7.9,3.7,9.7,23.7,2.128,0.142,8.7,28.8,206,7725,2.001,0.347,1.355,0.076,0.065,53.7,2165,368.08
죽산,Sep-19,7.7,8.3,3.8,7.2,13.8,2.608,0.137,4.9,24.1,198,8040,2.441,0.339,1.604,0.078,0.07,30.2,1970,134.11
죽산,Oct-19,8.3,11,3.5,6.2,8.9,3.111,0.068,4.6,19.6,240,3726,2.998,0.181,2.336,0.037,0.024,34.1,550,141.61
죽산,Nov-19,8.2,11.6,4.9,8.3,14.5,4.537,0.062,7.5,14.6,362,318,4.326,0.597,2.877,0.037,0.023,58.3,58,44.62
죽산,Dec-19,7.7,10.4,3.6,7.4,5.1,5.832,0.088,6.3,7.9,426,1615,5.653,1.843,3.176,0.065,0.049,20.6,482,33.4
영산포-1,Jan-17,7.3,13.1,3.4,6.7,6.9,4.325,0.094,5,5.4,332,65,4.135,0.724,2.804,0.041,0.016,42.5,20,60.69
영산포-1,Feb-17,8,13.9,6.5,11.5,23.6,5.665,0.111,7.6,5,403,60,5.032,0.809,3.73,0.024,0.008,132.1,1,43.47
영산포-1,Mar-17,7.7,11.7,5,8.9,12,5.857,0.085,6.6,9.2,398,40,5.556,1.943,2.891,0.035,0.017,35.6,1,55.09
영산포-1,Apr-17,7.2,10.9,6,9.8,11,5.697,0.134,7.9,15.6,359,120,5.092,2.073,2.318,0.089,0.057,80.9,5,187.58
영산포-1,May-17,7.5,10.5,4.3,10.1,12.1,4.327,0.066,7.5,21.2,373,110,4.262,1.112,2.041,0.032,0.012,24,22,110.17
영산포-1,Jun-17,7.4,6.8,5.2,14.2,20.1,3.892,0.092,10.2,24,386,300,3.677,1.182,1.702,0.032,0.005,56.1,100,122.55
영산포-1,Jul-17,7,5.2,4.3,8.8,17.1,3.168,0.135,7.3,27.3,252,600,3.073,1.111,1.556,0.088,0.064,20.8,100,282.17
영산포-1,Aug-17,7.3,6.7,4.4,8.6,22.8,3.01,0.159,6.3,27.5,220,1000,2.787,0.914,1.358,0.081,0.07,32.5,50,58.68
영산포-1,Sep-17,6.9,7.6,3.6,7.7,12.8,2.183,0.1,5.8,24,180,100,2.089,0.176,1.401,0.066,0.052,40.4,50,231.59
영산포-1,Oct-17,7.4,8.8,3.5,7.1,11.8,2.886,0.078,5.4,18.8,272,300,2.812,0.545,1.755,0.045,0.019,32,30,211.69
영산포-1,Nov-17,7.7,10.5,3.3,7.5,12.5,4.581,0.073,5.9,11.7,397,100,4.472,0.998,2.72,0.03,0.008,26.1,1,42.55
영산포-1,Dec-17,8.1,10.9,2.6,7.2,7.8,5.655,0.071,5.7,6,496,36,5.602,1.297,3.172,0.044,0.011,17.7,3,45.27
영산포-1,Jan-18,8.3,14.6,7.2,13,20.3,6.551,0.159,9.7,4.1,489,110,5.961,2.274,2.87,0.051,0.017,155.4,7,12.51
영산포-1,Feb-18,8.5,14.9,5.7,10.4,13.6,7.818,0.12,8.2,4.4,483,25,7.309,4.195,2.524,0.046,0.02,68.2,1,38.36
영산포-1,Mar-18,7.6,9.1,4,7.9,8.6,7.502,0.118,6.6,10.3,415,800,7.154,4.24,2.128,0.059,0.019,24.3,100,6.07
영산포-1,Apr-18,7.6,9,4.4,8.2,19.2,4.374,0.1,6.1,15.4,274,130,4.153,1.529,2.107,0.039,0.021,56.5,10,7.91
영산포-1,May-18,7.7,7.5,4.9,8.9,15.7,4.07,0.097,6.9,21.1,301,900,3.964,1.658,1.479,0.043,0.024,61.8,110,22.65
