"number","site","month","pH","DO","Temp","EC","BOD","COD","SS","T_N","T_P","TOC","NH3_N","PO4_P","Chl_a","Flow","Rain","logTC","logFC"
1,"담양","Jan-15",-0.00740374181786511,2.41331724452967,-1.18745864603326,0.362138682339333,-1.09477796044912,-1.47936646124738,-0.48683779372587,0.830651552692955,-1.1548864981272,-1.85815387472931,-1.12773743843318,-1.03857839397943,-0.946865979274793,-0.343265148537228,-0.618008247208994,-0.900049727985325,-0.673603733293901
2,"담양","Feb-15",1.76949429446949,0.840635719777986,-1.24676979588716,-0.228013244435876,-0.025459952568584,-1.18642260753503,-0.748903686828822,0.679591954712846,-0.256094234126286,-1.18854887482686,0.205436891856838,-0.0234091537138857,-0.339356244383067,-0.3950152587958,-0.899901793359986,-0.898222417410982,-0.933365306827968
3,"담양","Mar-15",0.88104527632581,0.840635719777986,-0.846419534373346,0.0760044148119587,-0.789258529626106,-0.893478753822675,-0.446519964017723,-0.23129742110721,-0.563899803989611,-1.35595012480247,-0.495044535922664,-0.565759843718763,-0.153183906271086,-0.722342643314744,-0.747461506600222,-1.12570628852313,-0.974465369363765
4,"담양","Apr-15",-0.00740374181786511,-0.170373831848099,-0.19399688598046,-0.174363069274494,1.19661777072345,-0.209943095160519,0.0776118221881821,0.276262828105956,-0.379216462071616,-0.016740124997561,0.826831706822525,-0.579666271667606,-0.251169347382655,-0.178649000260727,0.571267958226305,0.111861755754425,-0.447233041414184
5,"담양","May-15",-0.00740374181786511,-0.844380199598822,0.443597974948951,-0.943348913254311,1.34937748613496,0.0830007585518332,2.5571583492392,0.027014491438776,-0.379216462071616,-0.016740124997561,0.555677605746589,-0.496227703974548,-0.711700920607028,-0.253734282936508,-0.60107043756902,1.21655957496163,0.0269420022859504
6,"담양","Jun-15",0.436820767253974,-1.0128817915365,0.97739832363404,-0.281663419597259,0.432819193665929,0.278296661026735,3.82716998504581,-0.037941135692671,-0.539275358400545,0.150661124978053,-0.359467485384696,-0.732636979104879,-0.770492185273969,-0.333423103027929,-0.0263947533556258,1.86450210809783,0.754431464916037
7,"담양","Jul-15",0.436820767253974,-1.51838656734955,1.08119283587836,-0.818165171211085,0.12729976284292,0.375944612264186,2.33541028584439,-0.643690123592907,-0.465402021633347,0.652864874904894,-0.653217761550294,-0.579666271667606,-0.652909655940087,0.366155841479823,0.798718544820238,1.30908474143498,1.29753729798613
8,"담양","Aug-15",0.88104527632581,-1.34988497541186,1.19981513558616,-1.26524996422261,0.12729976284292,-0.698182851347773,2.778906412634,-0.710156346704155,-0.662397586345875,-1.02114762485124,-0.156101909577744,-0.816075546797938,-0.594118391273146,-0.126263919324136,0.612402638780527,0.31588346974579,0.535114136626389
9,"담양","Sep-15",0.436820767253974,-1.0128817915365,0.829120448999293,-0.442613945081407,-0.789258529626106,-1.28407055877248,-0.18445407091477,-1.17995169642229,-1.0071398245928,-0.85374637487563,0.0472636662292085,-0.941233398337525,-0.848880538163224,-0.389300522693627,-0.383298599340787,0.286708969517649,0.798954976885849
10,"담양","Oct-15",0.436820767253974,0.391298141277503,0.428770187485477,0.827106867071316,0.891098339900443,-0.0146471926856173,-0.24493081547699,-0.837046409007446,-0.453089798838814,-0.016740124997561,-0.0318229465846064,-0.371069852434961,-0.623514023606616,-0.405492274983119,-0.089306617732671,1.62395024533465,0.786941574731507
