year,month,date,spot,Flow,Temperature,pH,DO,BOD,COD,SS,EC,TN,NO3N,NH3N,TP,PO4P,TOC
2016,05,2016.05.18,문평천,0.345,19.2,7.0,9.1,2.4,4.2,9.7,226,2.944,2.350,0.035,0.038,0.013,3.3
2016,05,2016.05.24,문평천,0.993,19.6,6.7,7.7,3.1,5.5,33.3,202,3.552,2.574,0.248,0.127,0.044,4.7
2016,06,2016.06.02,문평천,0.230,19.4,7.1,8.3,2.3,5.9,11.6,214,3.419,2.194,0.368,0.097,0.041,4.8
2016,06,2016.06.09,문평천,0.326,19.9,7.2,8.3,1.8,5.2,12.3,218,3.774,2.568,0.210,0.084,0.031,3.9
2016,06,2016.06.14,문평천,0.445,21.8,6.8,8.2,1.9,5.2,13.2,190,3.028,2.551,0.089,0.079,0.025,4.0
2016,06,2016.06.21,문평천,0.628,22.0,6.9,8.7,1.6,5.5,10.4,194,2.467,1.646,0.145,0.074,0.023,4.2
2016,06,2016.06.28,문평천,0.463,21.3,7.2,9.8,1.6,4.2,21.9,223,3.019,2.493,0.127,0.088,0.024,4.0
2016,07,2016.07.06,문평천,0,23.0,6.9,9.1,2.0,5.4,22.2,122,2.163,1.336,0.057,0.091,0.038,4.7
2016,07,2016.07.12,문평천,1.594,24.0,7.0,7.2,1.9,6.3,54.7,146,3.222,2.830,0.145,0.254,0.108,5.2
2016,07,2016.07.19,문평천,0.465,24.7,7.3,7.8,1.1,4.8,11.9,185,2.838,2.350,0.056,0.061,0.027,3.3
2016,07,2016.07.26,문평천,0.722,23.8,7.4,8.5,1.5,5.0,12.6,142,2.092,1.617,0.084,0.071,0.024,3.6
2016,08,2016.08.09,문평천,0.723,25.3,6.8,7.8,1.3,4.3,7.1,153,2.016,1.582,0.041,0.056,0.026,3.2
2016,08,2016.08.17,문평천,0.548,26.0,7.9,8.5,1.0,4.3,7.2,194,1.744,1.361,0.057,0.055,0.022,3.8
2016,08,2016.08.23,문평천,0.201,26.4,6.8,6.6,1.1,5.2,5.4,181,2.352,1.459,0.064,0.050,0.023,3.8
2016,08,2016.08.30,문평천,0.287,21.9,6.9,7.3,1.1,5.1,5.5,183,2.432,1.823,0.060,0.068,0.012,3.6
2016,09,2016.09.06,문평천,0.147,24.4,7.3,6.4,1.7,4.5,8.2,178,1.937,1.354,0.080,0.053,0.026,4.1
2016,09,2016.09.21,문평천,0.225,21.0,7.1,8.8,1.0,3.2,6.1,238,3.767,3.074,0.097,0.071,0.022,2.8
2016,09,2016.09.27,문평천,0.118,24.7,6.9,9.4,1.0,3.6,4.8,274,3.653,3.243,0.055,0.046,0.015,2.5
2016,10,2016.10.05,문평천,0,21.1,7.7,8.8,2.4,11.5,57.3,122,2.733,1.761,0.073,0.440,0.262,6.6
2016,10,2016.10.11,문평천,0.862,18.2,7.7,10.9,1.3,5.8,11.5,177,1.979,1.080,0.020,0.047,0.024,3.8
2016,10,2016.10.19,문평천,1.035,19.2,7.2,9.9,2.2,7.8,12.8,128,2.153,1.440,0.018,0.080,0.004,6.4
2016,10,2016.10.25,문평천,0.242,18.1,7.6,9.3,2.6,7.4,15.6,197,2.683,0.815,0.287,0.082,0.012,5.5
2016,11,2016.11.02,문평천,0.218,12.1,7.7,11.4,1.5,4.8,6.1,148,2.209,1.132,0.047,0.042,0.007,3.3
2016,11,2016.11.08,문평천,0.272,13.5,7.5,11.5,1.8,5.2,9.3,171,2.228,1.670,0.048,0.053,0.018,3.0
2016,11,2016.11.15,문평천,0.167,14.0,7.8,10.4,1.7,5.3,9.3,211,2.927,2.286,0.149,0.093,0.035,3.4
2016,11,2016.11.22,문평천,0.281,12.0,6.5,10.4,1.6,5.1,15.1,185,2.380,2.003,0.079,0.093,0.023,3.2
2016,11,2016.11.29,문평천,0.095,7.6,7.7,11.9,1.3,4.0,2.5,227,3.092,2.635,0.125,0.051,0.027,2.9
2016,12,2016.12.06,문평천,0.149,7.3,7.6,14.4,1.1,4.0,2.8,250,3.163,2.503,0.051,0.033,0.017,2.5
2016,12,2016.12.13,문평천,0.113,7.0,7.7,13.5,1.2,4.2,2.7,203,2.557,2.069,0.110,0.036,0.013,2.8
2017,01,2017.01.10,문평천,0.112,6.5,7.2,14.1,1.3,4.4,3.0,248,2.256,1.823,0.094,0.045,0.015,2.8
2017,01,2017.01.17,문평천,0.340,3.8,8.2,13.1,1.5,4.5,3.7,134,1.735,1.317,0.101,0.034,0.002,3.0
2017,02,2017.02.02,문평천,0.302,2.9,7.2,15.6,1.5,4.3,4.4,157,1.769,1.389,0.116,0.035,0.007,3.0
2017,02,2017.02.07,문평천,0.243,3.9,7.3,14.1,1.6,4.9,4.3,155,1.707,1.350,0.112,0.039,0.013,3.4
2017,02,2017.02.14,문평천,0.237,4.9,8.3,13.8,1.9,5.4,5.0,166,1.774,1.375,0.100,0.033,0.015,3.5
2017,02,2017.02.21,문평천,0.023,6.1,7.0,11.7,2.2,5.1,6.9,236,2.804,2.139,0.137,0.047,0.013,3.9
2017,02,2017.02.28,문평천,0.035,7.0,6.6,10.5,3.1,6.1,6.9,274,3.641,3.255,0.223,0.062,0.003,4.3
2017,03,2017.03.07,문평천,0.043,6.1,7.5,14.5,2.4,5.4,6.2,221,2.511,2.171,0.096,0.044,0.008,3.6
2017,03,2017.03.14,문평천,0.068,9.3,7.8,13.7,2.6,5.7,9.7,237,2.433,1.872,0.119,0.050,0.009,3.7
2017,03,2017.03.28,문평천,0.089,11.2,7.8,13.2,4.5,8.0,9.9,240,3.591,2.367,0.061,0.080,0.012,5.2
2017,04,2017.04.04,문평천,0.045,13.9,6.9,14.1,4.3,6.9,9.8,272,2.796,2.002,0.034,0.062,0.004,4.8
2017,04,2017.04.11,문평천,0.350,16.0,7.3,9.8,3.1,6.0,12.2,255,3.284,2.555,0.208,0.084,0.010,4.4
2017,04,2017.04.18,문평천,0.241,16.7,7.4,8.9,2.4,5.6,7.4,204,2.553,1.833,0.315,0.079,0.025,3.7
2017,04,2017.04.25,문평천,0.240,18.2,7.8,9.9,2.4,5.6,9.6,269,2.582,1.956,0.176,0.055,0.015,4.0
2017,05,2017.05.10,문평천,0.241,15.9,7.1,6.6,2.8,5.1,10.0,193,2.216,1.815,0.162,0.058,0.031,3.5
2017,05,2017.05.16,문평천,0.019,16.6,7.3,11.7,2.4,4.6,9.6,225,2.879,2.170,0.070,0.054,0.018,3.6
2017,05,2017.05.23,문평천,0.069,20.6,7.2,10.2,2.5,7.2,10.4,262,2.365,1.497,0.140,0.058,0.011,4.8
2017,05,2017.05.30,문평천,0.168,20.7,6.9,10.8,1.9,6.2,9.0,207,2.527,1.473,0.188,0.056,0.010,4.8
2017,06,2017.06.07,문평천,0.059,18.0,6.9,7.6,4.1,11.6,8.5,261,3.072,1.761,0.357,0.111,0.025,8.6
2017,06,2017.06.13,문평천,0.195,20.9,6.8,8.8,3.7,7.3,16.1,275,3.754,2.503,0.511,0.094,0.009,6.2
2017,06,2017.06.20,문평천,0.257,21.0,6.8,8.1,3.2,7.2,8.6,222,2.195,1.629,0.072,0.060,0.020,5.6
2017,06,2017.06.27,문평천,0.567,21.5,7.3,7.2,3.9,11.8,34.2,212,3.632,2.372,0.563,0.173,0.053,7.8
2017,07,2017.07.04,문평천,0.039,23.4,7.0,8.7,1.9,6.5,6.7,270,3.251,2.913,0.076,0.073,0.038,5.3
2017,07,2017.07.11,문평천,0.068,24.3,6.9,5.8,1.2,6.1,5.5,265,2.919,2.696,0.082,0.064,0.030,5.3
2017,07,2017.07.18,문평천,0.354,24.8,6.6,6.0,1.9,6.9,30.2,197,2.542,2.247,0.090,0.156,0.075,5.6
2017,07,2017.07.25,문평천,0.020,25.7,6.7,7.8,1.3,5.0,2.6,263,1.949,1.651,0.066,0.103,0.076,3.9
2017,08,2017.08.08,문평천,0.255,26.7,7.0,6.8,1.0,4.7,4.3,221,1.590,1.374,0.033,0.049,0.026,3.8
2017,08,2017.08.16,문평천,0.246,24.1,6.9,6.3,0.9,4.8,3.5,236,3.151,2.547,0.078,0.057,0.039,3.7
2017,08,2017.08.22,문평천,0,25.4,6.9,7.7,4.3,13.1,122.1,170,4.017,2.952,0.116,0.492,0.183,9.4
2017,08,2017.08.29,문평천,0.112,24.9,6.6,8.0,1.0,3.8,2.6,277,3.798,3.374,0.069,0.051,0.028,3.7
2017,09,2017.09.05,문평천,0.631,22.3,7.0,6.5,2.2,5.7,6.6,199,2.454,2.045,0.071,0.068,0.037,4.5
2017,09,2017.09.13,문평천,1.443,23.2,6.8,7.0,2.6,7.5,13.8,190,1.849,1.366,0.014,0.042,0.016,5.5
2017,09,2017.09.19,문평천,0.050,22.7,6.9,6.2,1.6,5.6,4.7,242,2.308,1.883,0.051,0.053,0.024,4.2
2017,09,2017.09.25,문평천,0.153,22.4,7.3,8.0,1.7,5.8,3.9,215,2.329,1.844,0.049,0.049,0.032,3.6
2017,10,2017.10.11,문평천,0.243,22.5,6.7,7.1,1.4,5.9,5.0,212,1.784,1.373,0.040,0.065,0.020,4.4
2017,10,2017.10.17,문평천,0.090,16.9,7.0,7.5,1.1,4.6,3.6,222,2.339,1.944,0.052,0.042,0.016,3.5
2017,10,2017.10.24,문평천,0.054,16.8,6.8,9.9,1.1,5.3,3.6,196,1.350,1.075,0.036,0.048,0.015,3.3
2017,10,2017.10.31,문평천,0.080,13.3,6.7,13.4,1.0,4.6,3.2,236,1.689,1.343,0.047,0.036,0.011,3.2
2017,11,2017.11.07,문평천,0.195,13.0,7.1,9.5,1.2,5.5,5.0,179,1.405,0.959,0.032,0.047,0.013,3.8
2017,11,2017.11.14,문평천,0.061,11.6,7.6,10.6,1.2,4.8,2.9,222,2.077,1.700,0.039,0.043,0.023,3.7
2017,11,2017.11.21,문평천,0.050,7.8,6.7,11.1,1.0,4.3,3.3,205,2.001,1.072,0.013,0.027,0.013,3.1
2017,11,2017.11.28,문평천,0.064,8.0,7.1,11.5,2.0,4.7,8.8,223,2.248,1.701,0.030,0.036,0.003,3.7
2017,12,2017.12.05,문평천,0.052,5.1,7.0,14.4,1.0,4.3,3.4,231,1.944,0.947,0.031,0.025,0.009,3.4
2017,12,2017.12.12,문평천,0.046,3.6,7.0,15.3,1.0,4.0,3.0,281,1.827,1.074,0.022,0.027,0.007,3.2
2018,01,2018.01.16,문평천,0.096,3.9,7.4,12.4,1.6,4.9,4.6,275,2.651,1.978,0.135,0.057,0.020,3.8
2018,01,2018.01.23,문평천,0.090,4.1,7.2,13.2,1.3,4.6,3.3,310,4.488,3.811,0.056,0.036,0.012,3.6
2018,01,2018.01.30,문평천,0.069,3.0,7.6,14.7,1.0,4.0,1.9,242,3.512,2.910,0.032,0.025,0.014,2.9
2018,02,2018.02.06,문평천,0.066,2.9,8.1,15.3,1.6,4.3,5.1,244,3.211,2.607,0.087,0.032,0.014,3.1
2018,02,2018.02.20,문평천,0.049,5.1,7.4,14.7,1.2,4.7,2.9,190,2.358,2.070,0.071,0.037,0.014,3.2
2018,02,2018.02.27,문평천,0.045,6.6,8.1,14.8,1.2,4.9,3.9,222,2.088,1.513,0.054,0.041,0.011,3.4
2018,03,2018.03.06,문평천,0.240,9.5,7.6,12.2,1.9,6.7,7.3,236,1.730,1.027,0.133,0.068,0.012,4.6
2018,03,2018.03.13,문평천,0.299,9.6,7.5,9.9,1.2,5.6,4.7,179,1.869,1.137,0.080,0.042,0.014,4.1
2018,03,2018.03.20,문평천,4.260,9.8,7.1,11.7,1.3,6.6,12.2,167,2.630,1.909,0.044,0.048,0.014,4.3
2018,03,2018.03.27,문평천,0.567,12.8,7.1,11.2,1.1,4.6,5.5,229,3.325,2.551,0.036,0.024,0.010,3.4
2018,04,2018.04.03,문평천,0.222,17.7,7.1,10.5,1.4,5.0,4.6,215,3.955,2.986,0.054,0.033,0.013,3.5
2018,04,2018.04.10,문평천,0.562,13.9,7.4,10.4,1.2,4.7,4.5,184,2.585,1.949,0.048,0.026,0.014,3.3
2018,04,2018.04.17,문평천,0.382,14.5,7.7,11.6,1.3,4.6,3.7,221,2.725,2.065,0.031,0.028,0.014,3.2
2018,04,2018.04.25,문평천,3.757,16.3,7.2,10.1,1.1,4.9,9.7,154,2.069,1.544,0.033,0.028,0.010,3.4
2018,05,2018.05.09,문평천,0.801,17.4,7.1,12.2,1.0,5.5,7.9,200,2.434,1.853,0.040,0.046,0.015,3.7
2018,05,2018.05.15,문평천,0.764,19.2,7.6,7.6,0.9,4.2,6.4,163,2.149,1.821,0.019,0.032,0.013,3.4
2018,05,2018.05.23,문평천,0.292,20.1,7.0,9.5,1.8,6.2,11.7,234,3.878,2.689,0.292,0.090,0.048,4.9
2018,05,2018.05.29,문평천,0.095,20.9,7.2,8.6,2.3,6.1,10.3,227,3.504,2.528,0.148,0.050,0.012,4.3
2018,06,2018.06.05,문평천,0.261,19.3,7.3,10.3,1.9,7.7,10.1,193,2.262,1.568,0.077,0.057,0.025,4.7
2018,06,2018.06.12,문평천,0.250,19.7,7.1,9.0,2.3,7.8,11.9,226,3.268,1.872,0.313,0.100,0.045,6.3
2018,06,2018.06.19,문평천,0.320,21.6,7.4,8.4,1.5,6.0,6.4,248,2.815,2.103,0.043,0.053,0.017,5.2
2018,06,2018.06.26,문평천,0.254,22.5,7.0,7.0,1.9,6.9,4.3,234,3.408,2.609,0.043,0.067,0.016,4.8
2018,07,2018.07.04,문평천,0.948,24.0,7.0,10.4,2.2,6.0,14.9,182,3.088,2.582,0.040,0.090,0.051,5.1
2018,07,2018.07.10,문평천,0.300,23.1,7.4,11.4,1.3,5.3,7.8,234,4.089,2.511,0.006,0.072,0.025,3.8
2018,07,2018.07.18,문평천,0.310,26.6,6.9,7.1,1.3,5.7,5.5,195,2.961,2.258,0.005,0.067,0.025,4.6
2018,07,2018.07.24,문평천,0.257,27.7,6.4,7.7,1.2,4.9,5.7,208,3.164,2.109,0.024,0.061,0.031,4.3
2018,08,2018.08.07,문평천,0.155,26.7,6.4,6.5,1.2,4.6,3.0,204,2.139,1.689,0.003,0.047,0.022,4.0
2018,08,2018.08.14,문평천,0.239,25.4,7.2,7.7,1.5,5.5,7.7,214,2.090,0.273,0.016,0.061,0.021,4.8
2018,08,2018.08.22,문평천,0.429,25.8,6.9,7.1,1.4,5.0,4.1,213,2.606,0.127,0.004,0.056,0.024,4.3
2018,08,2018.08.28,문평천,0.758,23.3,6.9,7.0,1.5,6.2,7.2,221,4.385,0.221,0.011,0.112,0.075,5.0
2018,09,2018.09.05,문평천,3.281,23.9,7.4,8.4,3.0,6.9,18.3,153,1.999,1.518,0.003,0.049,0.002,5.3
2018,09,2018.09.12,문평천,0.322,22.6,6.7,7.1,1.8,4.6,7.3,224,4.255,4.123,0.008,0.049,0.023,3.7
2018,09,2018.09.18,문평천,0.186,23.6,6.8,9.6,1.8,4.5,16.9,221,4.611,3.755,0.010,0.051,0.019,2.7
2018,10,2018.10.02,문평천,0.042,19.3,7.5,10.0,2.3,5.4,6.4,270,2.774,2.264,0.004,0.068,0.015,4.2
2018,10,2018.10.10,문평천,0.732,18.8,7.4,9.5,1.5,5.0,6.4,156,2.768,2.392,0.000,0.050,0.018,4.1
2018,10,2018.10.17,문평천,0.215,16.9,7.3,11.4,1.3,3.7,3.9,186,3.507,3.064,0.003,0.035,0.015,3.8
2018,10,2018.10.23,문평천,0.119,15.5,7.3,9.7,1.0,4.0,4.5,193,3.043,2.662,0.007,0.046,0.022,3.9
2018,10,2018.10.30,문평천,0.101,13.6,7.5,11.2,1.1,4.2,4.1,204,2.527,2.090,0.004,0.034,0.016,3.6
2018,11,2018.11.06,문평천,0.240,13.9,7.1,11.0,1.1,4.8,5.1,188,1.776,1.394,0.003,0.040,0.016,3.5
2018,11,2018.11.13,문평천,0.192,12.9,7.0,10.4,0.7,4.8,4.2,198,3.299,2.728,0.014,0.055,0.026,4.4
2018,11,2018.11.21,문평천,0.133,8.6,7.6,11.1,2.8,3.9,1.9,201,2.727,2.283,0.010,0.030,0.016,3.6
2018,11,2018.11.27,문평천,0.165,9.1,7.7,11.6,1.2,3.9,1.7,197,2.292,1.965,0.018,0.034,0.017,3.7
2018,12,2018.12.04,문평천,0.574,12.4,7.3,10.3,2.4,6.5,25.3,199,2.705,2.074,0.103,0.129,0.063,5.3
2018,12,2018.12.13,문평천,0.158,3.7,7.8,14.1,0.9,3.7,2.1,183,2.568,2.224,0.014,0.031,0.023,3.5
2018,12,2018.12.18,문평천,0.184,5.0,7.2,11.0,0.7,3.4,1.7,184,2.419,2.090,0.018,0.018,0.011,3.1
2019,01,2019.01.16,문평천,0.096,3.2,7.2,12.7,1.1,3.6,1.8,205,2.323,1.890,0.030,0.024,0.015,3.1
2019,01,2019.01.23,문평천,0.089,3.2,7.0,13.7,0.9,3.7,2.3,171,1.772,1.306,0.016,0.019,0.007,3.1
2019,01,2019.01.30,문평천,0.069,4.8,7.6,14.5,1.8,5.0,4.8,237,2.115,1.724,0.032,0.028,0.005,4.0
2019,02,2019.02.12,문평천,0.095,4.2,7.9,16.5,0.6,4.1,3.5,196,2.682,2.079,0.035,0.030,0.018,2.4
2019,02,2019.02.20,문평천,0.120,4.3,7.4,13.6,1.0,4.8,3.2,189,2.433,1.831,0.130,0.065,0.035,4.3
2019,02,2019.02.26,문평천,0.091,7.7,7.5,13.7,1.4,4.1,4.7,225,2.182,1.997,0.056,0.030,0.006,3.6
2019,03,2019.03.07,문평천,0.128,9.5,7.4,12.2,1.9,4.6,5.4,175,1.859,1.316,0.064,0.041,0.004,3.1
2019,03,2019.03.13,문평천,0.087,4.5,7.4,10.9,1.9,4.5,5.3,338,2.215,1.698,0.069,0.058,0.015,3.5
2019,03,2019.03.22,문평천,0.115,9.5,7.5,12.4,2.2,5.5,9.0,242,2.704,2.263,0.099,0.070,0.021,3.7
2019,03,2019.03.27,문평천,0.073,12.2,7.7,12.7,1.5,4.4,5.0,202,2.279,1.848,0.046,0.037,0.002,2.5
2019,04,2019.04.04,문평천,0.014,10.1,7.0,15.4,2.0,4.6,6.7,227,2.533,2.035,0.061,0.061,0.005,3.2
2019,04,2019.04.10,문평천,0.303,10.5,6.8,12.3,4.4,8.8,31.9,233,4.920,3.567,0.424,0.350,0.172,7.0
2019,04,2019.04.24,문평천,0.047,15.5,7.3,12.0,2.1,4.2,3.7,214,2.373,1.902,0.035,0.056,0.008,2.7
2019,05,2019.05.03,문평천,0.261,16.4,6.9,10.3,1.1,4.5,4.5,216,1.819,1.399,0.011,0.044,0.015,2.9
2019,05,2019.05.09,문평천,0.072,17.6,7.6,15.1,2.7,4.8,6.6,241,2.265,1.733,0.009,0.061,0.014,3.0
2019,05,2019.05.15,문평천,0.067,21.3,7.9,15.6,2.6,5.5,7.3,229,2.151,1.574,0.061,0.081,0.004,3.8
2019,05,2019.05.23,문평천,0.100,20.0,7.5,10.6,2.7,4.8,7.1,214,1.549,1.152,0.012,0.072,0.014,3.0
2019,05,2019.05.30,문평천,0.088,19.1,6.8,6.1,1.8,6.7,32.9,252,4.357,3.518,0.252,0.160,0.020,4.7
2019,06,2019.06.05,문평천,0.212,19.4,6.9,8.2,1.7,6.8,16.5,226,3.271,2.626,0.080,0.081,0.009,4.1
2019,06,2019.06.13,문평천,0.295,22.9,7.2,11.8,2.0,6.1,4.7,277,4.084,3.215,0.141,0.053,0.016,3.4
2019,06,2019.06.20,문평천,0.312,25.5,7.2,11.1,2.5,6.9,16.2,257,4.050,3.144,0.215,0.069,0.038,4.1
2019,06,2019.06.28,문평천,0.377,21.8,6.9,7.3,2.4,7.9,6.1,256,3.611,2.794,0.139,0.057,0.025,7.9
2019,07,2019.07.04,문평천,0.351,24.9,7.0,10.0,1.8,8.2,5.6,255,3.164,2.500,0.122,0.078,0.042,5.0
2019,07,2019.07.12,문평천,0.269,24.9,7.0,10.3,1.2,5.7,5.7,187,4.156,3.597,0.032,0.044,0.026,4.5
2019,07,2019.07.17,문평천,0.199,24.5,7.4,12.2,1.8,5.9,3.8,238,3.310,2.728,0.000,0.047,0.014,5.5
2019,07,2019.07.26,문평천,0.541,25.6,6.8,8.4,0.9,4.4,4.9,208,3.031,2.581,0.026,0.049,0.020,4.2
2019,08,2019.08.08,문평천,0.096,25.3,7.6,15.3,1.9,4.6,4.9,215,1.466,1.221,0.000,0.039,0.011,4.4
2019,08,2019.08.14,문평천,1.502,26.7,6.7,8.8,1.5,5.2,12.6,218,2.292,2.005,0.013,0.046,0.021,4.9
2019,08,2019.08.21,문평천,0.543,26.1,7.0,11.0,1.1,5.0,6.4,213,1.777,1.463,0.014,0.055,0.029,4.5
2019,08,2019.08.30,문평천,0.442,24.2,6.8,14.4,1.3,3.1,4.0,344,4.106,3.711,0.018,0.033,0.024,3.0
2019,09,2019.09.18,문평천,0.122,21.7,6.8,10.8,1.6,5.0,4.5,233,2.207,1.715,0.004,0.052,0.015,3.2
2019,09,2019.09.27,문평천,0.823,21.5,7.0,10.6,10.7,18.7,31.6,259,3.978,2.305,0.010,0.193,0.027,13.9
2019,10,2019.10.08,문평천,0.807,14.8,6.8,9.8,1.0,4.7,6.4,165,3.653,3.175,0.014,0.057,0.034,2.6
2019,10,2019.10.23,문평천,0.107,18.8,7.2,13.0,4.2,5.8,7.3,246,5.236,4.442,0.006,0.038,0.002,4.2
2019,10,2019.10.31,문평천,0.087,10.7,7.3,11.9,1.5,4.1,4.1,197,2.827,2.335,0.013,0.022,0.000,3.7
2019,11,2019.11.06,문평천,0.255,15.5,6.5,11.9,1.3,5.1,5.1,280,2.168,1.879,0.017,0.046,0.023,4.2
2019,11,2019.11.15,문평천,0.060,10.3,6.4,11.6,1.0,4.3,2.6,214,3.090,2.674,0.024,0.039,0.023,3.9
2019,11,2019.11.20,문평천,0.066,8.5,7.2,14.4,1.2,4.1,4.5,231,4.045,3.502,0.025,0.059,0.029,3.6
2019,11,2019.11.27,문평천,0.075,11.1,6.6,14.4,1.1,4.2,1.8,233,3.464,3.016,0.009,0.024,0.008,3.5
2019,12,2019.12.03,문평천,0.082,9.8,7.2,16.7,1.4,4.5,2.8,259,3.264,3.157,0.024,0.031,0.018,3.8
2019,12,2019.12.09,문평천,0.067,7.4,7.5,16.8,1.2,3.5,1.6,224,2.884,2.618,0.002,0.018,0.005,3.4
2019,12,2019.12.18,문평천,0.045,2.9,7.3,16.4,1.0,3.7,1.8,239,3.415,2.826,0.003,0.011,0.002,3.1
2020,01,2020.01.15,문평천,0.092,6.5,7.9,13.4,0.9,3.9,3.7,265,5.174,4.977,0.006,0.022,0.007,3.3
2020,01,2020.01.15,문평천,0.092,6.5,7.9,13.4,0.9,3.9,3.7,265,5.174,4.977,0.006,0.022,0.007,3.3
2020,02,2020.02.06,문평천,0.060,4.1,6.9,15.0,1.1,3.5,4.1,251,4.150,4.055,0.015,0.020,0.011,2.7
2020,02,2020.02.14,문평천,0.056,8.5,7.3,12.8,1.2,3.6,5.4,242,4.024,3.893,0.039,0.022,0.006,2.8
2020,02,2020.02.27,문평천,0.233,10.7,7.8,14.6,0.7,4.8,4.3,150,2.154,1.923,0.030,0.023,0.004,3.7
2020,03,2020.03.05,문평천,0.162,8.9,6.7,13.7,0.5,4.3,4.4,163,2.229,2.043,0.021,0.020,0.004,3.5
2020,03,2020.03.12,문평천,0.125,11.3,6.8,12.9,1.6,5.3,24.3,168,2.290,1.896,0.038,0.028,0.009,3.8
2020,03,2020.03.19,문평천,0.128,12.5,7.1,11.2,1.7,4.7,4.9,181,2.211,1.956,0.023,0.028,0.004,4.0
2020,03,2020.03.25,문평천,0.024,12.4,6.8,9.0,2.0,4.2,5.2,191,1.960,1.766,0.019,0.026,0.004,3.1
2020,04,2020.04.02,문평천,0.125,12.3,6.9,13.1,1.5,4.7,5.3,168,1.618,1.331,0.011,0.026,0.007,3.4
2020,04,2020.04.08,문평천,0.106,14.8,7.4,13.4,1.5,5.0,4.8,179,1.620,1.427,0.004,0.021,0.001,3.3
2020,04,2020.04.16,문평천,0.060,18.1,7.4,14.2,1.0,4.8,3.0,189,2.195,1.943,0.006,0.019,0.004,3.1
2020,04,2020.04.22,문평천,0.625,14.6,6.6,11.5,1.3,6.0,19.0,150,1.528,1.252,0.009,0.022,0.004,3.8
2020,04,2020.04.29,문평천,0.128,17.8,7.4,14.1,1.1,5.2,2.8,170,1.553,1.336,0.002,0.021,0.006,3.2
2020,05,2020.05.07,문평천,0.084,21.9,7.4,11.2,2.5,6.1,5.7,190,1.908,1.534,0.000,0.034,0.004,3.6
2020,05,2020.05.13,문평천,0.310,19.4,6.8,10.3,1.2,5.4,7.2,168,1.940,1.589,0.020,0.027,0.001,3.4
2020,05,2020.05.20,문평천,0.577,18.2,7.3,10.2,1.4,5.2,5.2,168,2.288,1.881,0.068,0.030,0.006,3.3
2020,05,2020.05.27,문평천,0.063,20.7,7.0,12.9,1.3,6.0,16.2,202,3.231,2.404,0.191,0.079,0.019,4.0
2020,06,2020.06.03,문평천,0.166,20.5,6.7,11.8,1.9,5.3,6.5,214,3.292,2.166,0.233,0.081,0.042,3.9
2020,06,2020.06.10,문평천,0.507,24.2,7.0,9.2,2.7,7.4,11.2,212,2.900,2.047,0.125,0.065,0.028,4.7
2020,06,2020.06.17,문평천,0.242,23.3,6.9,8.5,1.4,6.2,8.8,213,2.907,2.398,0.066,0.053,0.024,4.3
2020,07,2020.07.09,문평천,0.748,24.9,7.1,7.8,1.1,5.9,8.4,218,3.759,3.408,0.035,0.060,0.028,4.4
2020,07,2020.07.21,문평천,0,22.5,8.8,8.8,1.7,6.4,13.3,152,2.424,1.986,0.066,0.159,0.104,4.5
2020,08,2020.08.20,문평천,0.930,25.2,6.6,8.5,1.1,4.8,9.7,132,2.513,2.230,0.008,0.071,0.034,2.9
2020,09,2020.09.04,문평천,3.148,26.6,6.9,8.9,3.2,7.6,19.4,116,2.108,1.596,0.004,0.076,0.024,3.5
2020,09,2020.09.10,문평천,2.189,23.1,6.7,8.3,1.0,5.4,14.9,116,2.424,2.044,0.021,0.071,0.043,2.5
2020,09,2020.09.16,문평천,1.299,22.5,6.6,9.7,0.9,4.4,7.6,135,2.534,2.301,0.025,0.060,0.030,2.4
2020,09,2020.09.23,문평천,1.091,20.5,7.1,10.3,0.6,3.9,4.2,124,2.324,1.960,0.014,0.043,0.022,2.2
2020,10,2020.10.07,문평천,0.433,20.3,6.8,9.9,1.1,4.1,8.0,176,2.980,2.437,0.019,0.033,0.011,2.3
2020,10,2020.10.14,문평천,0.263,17.9,7.1,12.2,1.5,6.2,12.3,148,2.157,1.747,0.003,0.041,0.002,2.7
2020,10,2020.10.21,문평천,0.272,17.2,7.1,10.7,1.0,4.6,5.4,143,1.919,1.523,0.023,0.031,0.005,2.7
2020,10,2020.10.28,문평천,0.241,17.4,7.0,12.0,0.9,3.7,4.5,141,1.654,1.428,0.015,0.027,0.010,2.5
2020,11,2020.11.04,문평천,0.081,13.2,6.9,12.8,0.9,3.5,2.7,156,1.731,1.510,0.015,0.023,0.009,2.0
2020,11,2020.11.11,문평천,0.087,12.6,7.2,12.5,0.8,2.7,1.5,205,2.772,2.452,0.022,0.023,0.007,1.8
2020,11,2020.11.18,문평천,0.062,17.9,7.0,12.3,0.5,3.1,2.4,211,2.871,2.584,0.047,0.026,0.008,1.7
2020,11,2020.11.25,문평천,0.052,9.9,6.8,15.2,0.9,2.9,1.6,224,3.616,3.438,0.020,0.021,0.007,1.7
2020,12,2020.12.04,문평천,0.047,7.5,7.5,13.7,1.5,2.6,3.2,260,4.216,3.895,0.009,0.021,0.004,1.8
2020,12,2020.12.09,문평천,0.041,6.1,6.9,14.3,1.0,2.5,1.3,260,4.187,3.915,0.014,0.018,0.002,1.5
2020,12,2020.12.17,문평천,0.035,3.6,6.9,14.4,1.0,2.3,1.0,252,4.031,3.689,0.023,0.016,0.003,1.2
