year,month,date,spot,Flow,Temperature,pH,DO,BOD,COD,SS,EC,TN,NO3N,NH3N,TP,PO4P,TOC
2012,01,2012.01.12,광주천2,0,3.5,6.5,13.4,4.0,8.2,2.4,522,13.701,7.008,3.866,1.389,1.116,6.1
2012,02,2012.02.10,광주천2,0,5.5,8.2,15.7,4.3,9.8,6.0,571,11.308,4.536,4.083,0.596,0.504,5.9
2012,03,2012.03.13,광주천2,0,9.3,7.5,12.3,3.2,8.2,7.6,420,10.058,4.081,4.963,0.366,0.279,5.1
2012,04,2012.04.05,광주천2,0,11.5,7.1,9.5,4.3,6.6,16.0,222,4.962,4.275,0.637,0.164,0.153,1.7
2012,05,2012.05.11,광주천2,0,24.5,7.4,7.7,3.3,5.8,9.6,245,4.213,1.970,1.088,0.181,0.009,2.9
2012,06,2012.06.05,광주천2,0.615,23.6,6.5,7.3,6.5,11.1,15.2,300,4.042,1.687,1.168,0.251,0.161,6.8
2012,06,2012.06.15,광주천2,1.160,24.9,7.1,6.5,6.0,11.4,10.4,322,7.225,0,0,0.433,0,7.1
2012,06,2012.06.19,광주천2,1.344,24.7,7.5,11.0,7.1,11.1,17.2,245,3.807,0,0,0.252,0,6.4
2012,06,2012.06.28,광주천2,0.895,25.5,7.6,10.2,7.1,8.0,12.4,349,6.729,0,0,0.181,0,5.0
2012,07,2012.07.04,광주천2,0.362,26.7,7.0,9.5,11.4,26.4,47.4,337,2.794,1.623,0.259,0.125,0.104,9.3
2012,07,2012.07.12,광주천2,0.636,27.8,6.7,6.5,6.5,9.2,18.2,315,5.304,0,0,0.281,0,5.7
2012,07,2012.07.16,광주천2,5.367,21.5,8.2,7.2,5.0,6.4,11.4,215,5.303,0,0,0.171,0,3.9
2012,07,2012.07.26,광주천2,0.734,31.5,8.9,11.2,7.4,12.2,16.4,317,4.922,0,0,0.278,0,6.3
2012,08,2012.08.02,광주천2,0.734,29.9,8.5,8.8,6.0,11.0,12.4,293,4.149,3.095,0.106,0.261,0.173,5.8
2012,08,2012.08.08,광주천2,1.136,29.8,7.3,5.4,6.2,10.3,23.0,201,3.419,0,0,0.310,0,6.0
2012,08,2012.08.23,광주천2,3.078,25.3,6.7,8.2,9.8,11.4,25.3,232,5.282,0,0,0.389,0,6.1
2012,08,2012.08.27,광주천2,1.648,26.8,6.5,6.2,6.6,9.5,16.8,276,5.172,0,0,0.308,0,4.6
2012,09,2012.09.04,광주천2,2.027,25.0,6.9,7.5,1.4,5.7,6.9,303,6.699,5.573,0.256,0.160,0.109,2.9
2012,09,2012.09.10,광주천2,7.159,21.7,7.3,7.8,4.9,7.7,7.3,203,4.589,1.614,1.870,0.267,0.242,1.9
2012,09,2012.09.18,광주천2,15.876,19.8,7.7,11.0,2.6,4.9,10.7,157,3.417,1.854,0.879,0.153,0.132,2.3
2012,09,2012.09.25,광주천2,0.784,23.3,8.5,8.1,1.4,4.4,4.9,238,3.441,2.927,0.087,0.080,0.076,1.8
2012,10,2012.10.08,광주천2,1.170,20.6,6.7,11.5,1.6,4.9,6.6,274,3.830,3.600,0.098,0.053,0.041,2.0
2012,10,2012.10.16,광주천2,1.115,18.5,7.6,9.9,2.0,5.4,5.1,266,3.833,3.322,0.085,0.040,0.031,2.9
2012,10,2012.10.24,광주천2,1.309,16.8,7.1,9.1,4.8,7.5,13.0,224,4.601,2.231,0.931,0.137,0.109,4.2
2012,10,2012.10.30,광주천2,1.446,16.7,7.3,8.9,1.8,5.2,8.0,160,2.844,1.676,0.155,0.126,0.093,2.3
2012,11,2012.11.05,광주천2,1.844,13.1,7.7,9.9,1.7,5.2,7.9,169,2.233,1.715,0.085,0.081,0.049,2.6
2012,11,2012.11.12,광주천2,1.585,11.9,6.7,9.6,6.2,6.6,8.5,244,3.846,1.313,1.657,0.192,0.137,4.6
2012,11,2012.11.20,광주천2,1.483,9.3,7.8,10.7,1.8,4.8,2.1,263,2.233,1.715,0.085,0.072,0.046,2.3
2012,11,2012.11.28,광주천2,1.479,8.6,7.6,11.7,2.4,5.8,4.0,287,3.833,2.593,0.555,0.078,0.051,3.1
2012,12,2012.12.03,광주천2,0.825,6.6,7.1,12.8,1.5,5.6,1.9,352,4.414,3.196,0.207,0.071,0.040,2.6
2012,12,2012.12.17,광주천2,1.709,7.9,6.8,10.3,4.8,5.6,9.3,238,4.188,2.673,1.241,0.160,0.100,2.2
2013,01,2013.01.10,광주천2,0.874,1.9,7.1,12.8,2.8,6.9,40.3,384,5.512,3.451,1.495,0.173,0.049,4.5
2013,01,2013.01.15,광주천2,0.766,3.6,7.5,13.4,3.3,8.0,8.3,381,6.274,3.241,2.218,0.129,0.062,6.3
2013,01,2013.01.23,광주천2,1.169,6.4,7.0,11.3,7.1,14.7,37.1,452,8.107,2.588,4.604,0.254,0.145,7.2
2013,01,2013.01.28,광주천2,0.522,2.1,6.4,13.7,4.3,6.2,10.9,328,5.227,3.114,1.428,0.086,0.062,3.3
2013,02,2013.02.06,광주천2,2.190,5.3,6.8,11.8,5.0,7.1,14.5,254,4.465,1.804,2.272,0.184,0.145,4.6
2013,02,2013.02.12,광주천2,1.801,4.2,7.4,13.0,1.9,7.2,3.2,378,6.466,4.419,1.561,0.066,0.022,3.6
2013,02,2013.02.18,광주천2,1.061,4.9,6.9,12.1,3.0,7.5,7.5,285,7.538,3.507,3.358,0.127,0.044,4.3
2013,03,2013.03.08,광주천2,1.047,9.9,7.7,10.7,7.0,10.9,36.8,348,4.877,2.589,1.796,0.177,0.037,7.1
2013,03,2013.03.13,광주천2,13.776,11.3,7.0,9.7,15.9,23.9,176.0,179,5.511,1.085,2.929,0.284,0.104,11.8
2013,03,2013.03.19,광주천2,5.013,11.3,6.9,12.3,4.0,5.5,21.9,143,3.164,2.288,0.730,0.084,0.073,3.2
2013,03,2013.03.27,광주천2,1.285,11.3,7.4,10.2,4.5,6.3,15.0,325,6.843,2.828,3.092,0.087,0.027,4.9
2013,04,2013.04.05,광주천2,1.261,14.5,7.2,9.6,5.2,9.3,23.9,248,6.599,2.613,2.879,0.126,0.022,5.1
2013,04,2013.04.10,광주천2,1.289,11.3,7.8,10.9,5.0,8.6,26.9,302,4.496,3.994,0.347,0.154,0.021,5.2
2013,04,2013.04.17,광주천2,1.386,18.7,7.9,11.0,5.3,7.9,7.7,176,1.549,0.720,0.097,0.076,0.021,5.0
2013,04,2013.04.22,광주천2,2.163,15.3,7.5,10.4,5.1,8.5,20.0,392,7.454,2.868,3.421,0.086,0.049,5.3
2013,05,2013.05.03,광주천2,1.020,16.6,6.7,5.2,4.9,8.9,11.4,207,2.996,1.379,0.765,0.133,0.067,5.3
2013,05,2013.05.07,광주천2,1.001,20.4,6.9,8.6,5.0,9.1,21.7,323,4.522,2.324,1.264,0.114,0.060,5.4
2013,05,2013.05.13,광주천2,0.448,25.2,7.2,7.6,4.9,8.3,14.3,260,2.951,1.134,1.009,0.125,0.098,5.2
2013,05,2013.05.20,광주천2,0.841,19.4,6.9,5.7,8.7,13.3,27.8,258,3.956,0.764,2.304,0.162,0.109,7.1
2013,05,2013.05.28,광주천2,7.094,19.9,7.1,6.2,9.2,12.4,53.9,197,5.282,1.445,3.494,0.299,0.238,6.9
2013,06,2013.06.03,광주천2,1.062,23.9,7.0,7.2,3.6,7.4,19.0,355,4.294,2.154,1.362,0.174,0.133,6.6
2013,06,2013.06.12,광주천2,0.897,23.2,7.3,7.7,4.5,7.1,27.0,189,2.132,1.056,0.418,0.174,0.074,4.2
2013,06,2013.06.17,광주천2,0.782,26.6,7.2,5.7,4.5,8.3,20.5,298,4.274,2.599,1.128,0.241,0.096,5.3
2013,06,2013.06.26,광주천2,1.223,23.6,6.6,6.8,4.5,7.0,23.8,205,2.765,1.725,0.494,0.173,0.111,5.0
2013,07,2013.07.02,광주천2,0.950,28.5,8.6,10.5,5.6,8.6,17.9,313,4.322,2.745,0.388,0.210,0.089,5.4
2013,07,2013.07.08,광주천2,14.189,20.0,7.3,11.1,2.1,4.6,11.1,135,2.944,2.109,0.411,0.122,0.089,2.7
2013,07,2013.07.16,광주천2,0.678,29.8,8.8,10.7,7.2,10.4,20.1,304,3.421,2.436,0.033,0.224,0.090,5.8
2013,07,2013.07.22,광주천2,0.649,29.6,8.7,11.0,3.9,8.7,18.2,355,3.305,2.504,0.034,0.133,0.065,4.7
2013,07,2013.07.30,광주천2,2.867,26.7,7.0,4.0,7.1,9.2,8.4,313,5.192,1.247,3.059,0.350,0.220,5.8
2013,08,2013.08.05,광주천2,20.659,25.4,6.3,5.5,17.7,20.0,148.1,166,4.081,1.265,1.810,0.261,0.108,12.6
2013,08,2013.08.20,광주천2,1.449,30.3,8.2,8.8,5.0,6.8,11.8,140,1.397,0.843,0.042,0.151,0.100,3.5
2013,08,2013.08.26,광주천2,1.692,25.8,7.2,6.4,3.6,5.7,7.7,209,4.198,2.789,0.813,0.193,0.158,3.6
2013,09,2013.09.03,광주천2,1.524,23.3,7.5,8.1,0.9,3.7,4.6,200,2.836,2.307,0.038,0.109,0.084,3.1
2013,09,2013.09.09,광주천2,1.332,24.1,7.2,8.9,4.1,5.8,7.7,285,2.778,2.000,0.073,0.116,0.037,4.5
2013,09,2013.09.24,광주천2,1.298,26.5,7.7,9.9,3.4,5.6,36.4,273,3.533,2.923,0.145,0.161,0.046,5.0
2013,10,2013.10.01,광주천2,1.403,24.5,7.6,10.1,2.5,6.3,11.7,302,4.018,3.005,0.095,0.108,0.042,3.7
2013,10,2013.10.08,광주천2,3.682,23.0,7.4,7.0,9.0,9.1,42.4,268,4.280,2.018,0.863,0.204,0.090,5.9
2013,10,2013.10.14,광주천2,1.357,19.4,7.3,7.6,2.6,4.7,18.8,301,3.579,2.415,0.428,0.188,0.076,4.0
2013,10,2013.10.22,광주천2,1.492,18.2,7.7,9.4,3.0,5.7,59.9,307,3.651,2.866,0.138,0.191,0.044,3.4
2013,10,2013.10.28,광주천2,1.259,14.3,7.3,11.0,2.4,5.0,10.0,321,3.884,3.199,0.007,0.064,0.009,3.1
2013,11,2013.11.04,광주천2,1.328,16.2,7.8,11.1,2.6,5.5,43.9,371,3.772,3.192,0.146,0.155,0.020,4.2
2013,11,2013.11.12,광주천2,1.318,10.6,7.1,8.9,5.0,5.9,17.3,334,3.477,2.098,0.508,0.143,0.035,4.0
2013,11,2013.11.19,광주천2,1.202,9.0,7.2,9.0,7.6,7.6,9.1,394,5.474,3.137,1.370,0.163,0.058,5.6
2013,11,2013.11.27,광주천2,1.128,8.1,7.4,11.6,3.8,5.8,12.0,359,5.429,4.051,0.624,0.097,0.037,4.2
2013,12,2013.12.03,광주천2,0.881,7.6,6.8,10.4,2.9,5.3,5.1,455,4.635,3.939,0.183,0.072,0.025,3.6
2013,12,2013.12.11,광주천2,0.780,7.5,7.2,8.8,9.9,13.6,17.7,463,6.929,2.163,2.944,0.262,0.083,8.6
2013,12,2013.12.16,광주천2,0.795,4.5,7.3,11.5,2.8,5.7,3.6,407,4.396,3.534,0.435,0.072,0.019,4.1
2013,12,2013.12.24,광주천2,0.755,4.7,7.7,11.9,2.8,5.9,14.2,482,5.457,3.906,0.480,0.098,0.014,4.5
2014,01,2014.01.07,광주천2,0.848,4.4,8.5,14.8,4.1,6.7,12.5,424,5.643,4.095,0.445,0.081,0.005,4.3
2014,01,2014.01.13,광주천2,0.735,2.1,8.4,13.5,4.3,6.8,8.9,425,5.705,4.917,0.608,0.079,0.004,4.5
2014,01,2014.01.22,광주천2,0.746,2.2,7.7,12.8,4.4,6.6,11.0,443,5.967,4.378,1.142,0.069,0.004,4.9
2014,01,2014.01.28,광주천2,0.883,5.7,7.9,10.6,6.5,7.7,16.0,466,7.677,3.509,2.453,0.172,0.020,5.3
2014,02,2014.02.04,광주천2,1.314,5.4,7.9,13.0,4.7,7.1,10.8,346,5.839,3.306,1.191,0.102,0.010,4.4
2014,02,2014.02.10,광주천2,0.902,4.5,8.2,15.3,7.4,10.8,11.9,428,6.341,3.540,1.368,0.121,0.004,5.0
2014,02,2014.02.18,광주천2,0.823,7.2,8.2,12.9,7.0,10.6,21.7,345,5.672,3.468,1.209,0.128,0.004,6.2
2014,02,2014.02.24,광주천2,0.891,6.7,8.7,12.8,7.4,10.6,21.0,422,5.623,3.142,1.526,0.119,0.002,6.4
2014,03,2014.03.04,광주천2,1.014,8.9,7.9,10.9,7.6,11.3,35.9,411,6.366,3.077,1.779,0.211,0.012,7.6
2014,03,2014.03.10,광주천2,1.055,7.0,8.1,13.7,5.3,8.0,11.4,433,5.747,2.655,1.507,0.084,0.006,6.2
2014,03,2014.03.18,광주천2,1.574,13.3,7.0,6.5,7.6,8.3,46.1,284,3.399,1.769,0.502,0.251,0.016,6.7
2014,03,2014.03.24,광주천2,1.449,11.5,7.1,10.5,8.4,10.0,27.9,373,4.216,2.560,1.011,0.149,0.019,6.5
2014,04,2014.04.01,광주천2,1.420,15.4,8.2,10.4,4.2,6.6,15.5,198,2.514,1.909,0.142,0.095,0.017,3.6
2014,04,2014.04.07,광주천2,1.088,12.0,7.1,10.4,2.6,5.6,13.7,376,5.357,3.116,0.842,0.076,0.001,3.6
2014,04,2014.04.15,광주천2,1.384,15.9,7.4,8.3,4.0,6.3,62.1,362,3.840,2.368,0.773,0.176,0.045,4.6
2014,04,2014.04.21,광주천2,1.086,17.7,7.0,7.2,4.8,8.0,23.2,344,3.597,1.888,0.653,0.164,0.043,5.7
2014,04,2014.04.28,광주천2,1.166,16.7,6.8,8.3,8.2,11.5,17.0,209,4.139,1.122,1.992,0.249,0.080,6.5
2014,05,2014.05.07,광주천2,1.075,18.4,8.3,10.9,3.5,13.7,27.0,317,3.264,1.861,0.241,0.153,0.032,5.4
2014,05,2014.05.12,광주천2,4.464,19.1,7.1,7.9,6.7,9.0,44.4,142,3.247,1.031,1.069,0.176,0.081,5.4
2014,05,2014.05.20,광주천2,7.212,20.3,8.0,8.7,6.4,7.2,19.0,310,4.083,1.986,0.770,0.147,0.045,5.4
2014,05,2014.05.26,광주천2,1.453,23.9,7.8,10.0,3.5,6.9,20.6,280,2.814,1.640,0.167,0.127,0.024,5.1
2014,06,2014.06.02,광주천2,1.139,21.9,7.9,8.1,3.6,7.5,19.0,328,3.550,2.404,0.132,0.137,0.015,6.4
2014,06,2014.06.10,광주천2,0.857,24.2,8.4,10.8,3.4,6.7,16.1,322,3.467,2.607,0.120,0.099,0.013,5.7
2014,06,2014.06.16,광주천2,0.952,24.7,8.1,8.5,7.5,11.8,67.9,226,3.241,1.889,0.236,0.209,0.028,6.9
2014,06,2014.06.24,광주천2,1.460,24.2,7.4,5.8,9.6,11.4,32.4,294,4.615,1.292,2.150,0.287,0.112,9.0
2014,07,2014.07.01,광주천2,1.040,29.2,8.5,14.9,5.6,9.3,13.3,341,2.733,1.680,0.032,0.133,0.017,5.4
2014,07,2014.07.07,광주천2,1.249,22.5,7.0,5.7,6.8,7.6,33.5,240,3.602,1.230,1.479,0.219,0.104,5.5
2014,07,2014.07.15,광주천2,1.295,25.8,7.6,7.1,2.4,5.1,9.8,87,2.558,1.690,0.214,0.123,0.074,4.0
2014,07,2014.07.21,광주천2,2.095,25.1,7.4,6.4,1.7,4.2,6.0,202,3.705,3.000,0.367,0.126,0.096,2.5
2014,07,2014.07.28,광주천2,0.820,26.5,8.1,9.8,3.9,6.7,9.9,294,2.917,1.970,0.154,0.126,0.079,4.9
2014,08,2014.08.05,광주천2,6.075,23.2,7.6,9.3,1.1,4.0,10.5,110,2.566,1.900,0.134,0.122,0.083,2.4
2014,08,2014.08.11,광주천2,1.660,25.4,6.9,8.1,1.8,3.6,9.8,104,1.749,1.320,0.055,0.126,0.091,2.9
2014,08,2014.08.19,광주천2,10.493,21.4,7.1,8.6,2.3,5.2,15.0,157,3.240,2.170,0.374,0.140,0.088,3.1
2014,08,2014.08.26,광주천2,14.595,21.8,7.2,8.0,2.5,5.4,16.5,170,3.580,1.970,1.032,0.184,0.129,3.3
2014,09,2014.09.01,광주천2,2.034,15.1,8.7,11.7,1.6,3.7,2.8,231,2.963,2.380,0.040,0.109,0.073,2.7
2014,09,2014.09.11,광주천2,1.146,23.9,7.8,9.9,2.0,4.9,6.3,265,2.856,1.120,0.056,0.106,0.060,3.7
2014,09,2014.09.16,광주천2,0.938,24.1,7.9,9.2,2.4,4.8,15.4,322,3.207,2.230,0.097,0.118,0.056,4.5
2014,09,2014.09.22,광주천2,1.176,23.6,8.0,9.5,1.9,5.3,8.7,285,3.365,2.690,0.051,0.078,0.045,3.9
2014,09,2014.09.30,광주천2,1.610,21.6,7.4,8.6,1.2,3.9,3.0,276,3.452,2.530,0.073,0.107,0.070,3.2
2014,10,2014.10.06,광주천2,1.135,19.2,7.6,10.8,1.4,3.6,2.6,242,2.656,1.760,0.087,0.099,0.075,3.2
2014,10,2014.10.14,광주천2,1.266,18.0,7.7,9.4,2.1,4.2,2.6,310,2.985,2.580,0.050,0.046,0.034,3.5
2014,10,2014.10.21,광주천2,5.288,20.1,6.9,6.1,4.7,8.4,22.8,230,3.489,1.200,1.417,0.178,0.076,4.9
2014,10,2014.10.27,광주천2,0.933,16.1,7.1,8.1,2.0,4.2,7.9,322,4.499,2.940,0.105,0.087,0.049,3.3
2014,11,2014.11.04,광주천2,1.178,12.1,7.3,8.6,1.7,4.3,2.5,292,3.487,2.690,0.117,0.076,0.046,3.3
2014,11,2014.11.11,광주천2,1.101,12.7,8.3,12.9,1.4,4.4,2.4,340,4.099,3.350,0.090,0.056,0.022,3.4
2014,11,2014.11.18,광주천2,1.213,10.2,7.7,10.3,1.8,5.2,3.9,340,4.859,3.540,0.144,0.042,0.013,3.5
2014,11,2014.11.24,광주천2,3.268,13.8,7.4,6.9,7.7,14.0,22.5,451,10.521,3.490,4.310,0.414,0.289,6.8
2014,12,2014.12.03,광주천2,1.210,6.7,7.3,12.5,0.9,2.9,1.4,231,2.905,2.430,0.090,0.062,0.045,2.3
2014,12,2014.12.08,광주천2,1.455,6.4,7.2,12.6,0.8,3.5,1.4,442,4.706,3.670,0.216,0.032,0.020,2.6
2014,12,2014.12.15,광주천2,1.130,6.1,7.6,12.4,0.7,3.5,1.1,432,6.487,4.270,0.765,0.027,0.013,3.4
2014,12,2014.12.23,광주천2,1.593,4.2,7.8,13.5,0.6,3.0,1.5,312,2.888,2.390,0.053,0.021,0.004,2.1
2014,12,2014.12.29,광주천2,1.264,5.0,6.7,13.1,1.0,3.5,1.0,354,4.825,3.630,0.683,0.020,0.003,2.8
2015,01,2015.01.05,광주천2,1.699,7.0,7.9,16.8,1.8,3.9,4.0,524,5.541,4.128,0.632,0.029,0.009,3.2
2015,01,2015.01.13,광주천2,1.198,3.2,6.6,12.5,1.7,2.2,4.7,356,5.774,3.672,1.468,0.044,0.005,3.3
2015,01,2015.01.20,광주천2,0.662,3.7,7.6,12.1,1.7,4.9,4.3,429,6.866,3.477,2.179,0.042,0.010,4.3
2015,01,2015.01.26,광주천2,0.893,8.2,7.1,10.8,4.0,6.0,7.4,256,6.132,3.548,1.604,0.097,0.021,4.7
2015,02,2015.02.02,광주천2,1.114,3.8,7.1,15.1,1.8,4.5,2.9,402,5.707,3.991,1.244,0.047,0.012,3.5
2015,02,2015.02.10,광주천2,0.799,2.5,7.3,12.3,2.7,5.5,4.0,430,6.768,3.663,2.573,0.056,0.010,4.6
2015,02,2015.02.16,광주천2,1.398,7.6,7.4,9.8,4.4,6.7,9.3,398,5.799,3.704,1.417,0.092,0.016,4.5
2015,02,2015.02.23,광주천2,0.954,7.2,6.9,11.0,4.1,5.3,7.1,359,6.952,3.836,2.254,0.074,0.012,4.7
2015,03,2015.03.02,광주천2,0.967,5.7,7.0,12.8,3.7,5.7,7.1,422,7.115,4.073,2.193,0.071,0.006,4.8
2015,03,2015.03.10,광주천2,1.063,5.8,8.0,13.4,4.7,5.8,10.9,354,4.846,3.297,0.787,0.113,0.011,4.7
2015,03,2015.03.16,광주천2,0.781,11.8,8.5,13.9,6.0,8.3,15.8,402,6.194,3.837,1.444,0.142,0.005,5.8
2015,03,2015.03.24,광주천2,1.527,9.5,7.3,10.6,5.5,8.5,17.1,325,4.151,2.422,0.577,0.144,0.007,5.3
2015,03,2015.03.30,광주천2,0.824,13.7,7.5,10.4,7.0,9.5,21.7,417,6.043,3.233,1.398,0.145,0.006,6.4
2015,04,2015.04.06,광주천2,2.597,13.6,6.9,7.5,7.9,9.4,38.0,244,6.524,1.769,1.743,0.260,0.053,4.7
2015,04,2015.04.14,광주천2,2.047,13.4,8.5,9.5,9.1,12.1,24.6,265,5.768,1.509,2.441,0.311,0.074,6.9
2015,04,2015.04.20,광주천2,1.559,16.1,7.3,6.6,12.2,16.5,56.3,373,8.081,1.761,3.575,0.608,0.141,7.9
2015,04,2015.04.27,광주천2,0.995,21.2,7.7,10.2,5.3,8.2,11.2,356,5.311,2.947,1.047,0.150,0.040,5.9
2015,05,2015.05.04,광주천2,1.432,19.4,7.0,8.2,4.0,6.0,13.7,210,2.895,1.673,0.477,0.130,0.061,3.7
2015,05,2015.05.11,광주천2,1.015,20.2,7.0,7.2,3.8,5.8,13.4,347,5.203,3.691,0.683,0.095,0.028,4.1
2015,05,2015.05.19,광주천2,0.823,18.5,7.4,8.3,2.6,5.2,6.3,341,4.714,3.656,0.567,0.073,0.026,4.0
2015,05,2015.05.26,광주천2,0.717,21.4,6.8,8.4,2.9,5.0,7.9,312,3.988,2.998,0.240,0.088,0.032,4.3
2015,06,2015.06.02,광주천2,1.097,23.4,7.4,8.4,2.5,6.2,10.9,321,4.196,3.148,0.233,0.081,0.029,4.1
2015,06,2015.06.08,광주천2,1.011,22.8,7.8,9.6,4.1,7.7,27.9,337,3.810,3.024,0.024,0.110,0.002,4.9
2015,06,2015.06.16,광주천2,0.828,23.7,6.9,5.4,5.9,10.0,23.5,274,4.489,1.218,2.157,0.210,0.098,6.1
2015,06,2015.06.23,광주천2,0.761,26.5,7.5,10.0,6.7,10.7,13.0,284,3.586,1.952,0.389,0.177,0.011,5.9
2015,06,2015.06.29,광주천2,1.081,26.3,7.2,6.5,2.6,6.3,5.5,293,2.936,1.987,0.226,0.107,0.052,4.5
2015,07,2015.07.06,광주천2,0.942,25.0,7.4,6.7,5.2,10.1,12.3,326,3.974,1.662,0.941,0.153,0.033,7.2
2015,07,2015.07.14,광주천2,0.907,23.8,7.3,8.5,1.0,4.0,3.1,179,2.886,2.465,0.115,0.107,0.078,2.7
2015,07,2015.07.20,광주천2,1.102,27.7,7.7,10.5,2.3,6.0,7.9,239,2.333,1.732,0.007,0.113,0.042,3.9
2015,07,2015.07.28,광주천2,3.036,28.8,7.2,5.7,4.8,8.1,6.7,252,4.532,1.190,1.560,0.314,0.146,6.0
2015,08,2015.08.03,광주천2,1.279,33.3,8.6,10.8,4.7,7.6,9.5,337,3.139,1.756,0.011,0.179,0.070,5.4
2015,08,2015.08.10,광주천2,1.160,28.7,7.2,6.2,3.8,6.1,14.7,270,3.174,1.354,0.614,0.211,0.111,4.6
2015,08,2015.08.17,광주천2,1.125,27.1,7.9,8.8,3.9,6.9,8.9,308,3.569,2.284,0.010,0.149,0.038,4.4
2015,08,2015.08.25,광주천2,13.073,23.4,6.6,5.6,5.8,10.4,49.8,164,4.862,1.089,1.196,0.433,0.119,5.3
2015,08,2015.08.31,광주천2,0.994,28.4,8.2,11.3,4.2,6.2,5.7,295,2.997,1.650,0.006,0.148,0.068,4.3
2015,09,2015.09.08,광주천2,1.600,24.5,7.3,5.9,2.7,4.8,4.5,254,2.200,1.172,0.181,0.158,0.099,3.7
2015,09,2015.09.14,광주천2,0.774,22.2,7.8,9.4,1.5,5.3,19.1,295,3.952,2.996,0.105,0.096,0.047,4.6
2015,09,2015.09.22,광주천2,0.574,22.9,7.6,7.2,2.5,5.0,12.4,254,1.408,0.623,0.050,0.139,0.038,4.1
2015,09,2015.09.30,광주천2,0.903,22.6,7.6,7.0,3.1,6.1,7.1,389,4.448,3.176,0.088,0.098,0.034,4.7
2015,10,2015.10.05,광주천2,0.825,19.2,7.1,7.8,1.4,4.2,3.1,288,4.706,3.361,0.108,0.085,0.050,3.6
2015,10,2015.10.12,광주천2,1.001,17.6,7.9,8.7,5.3,8.3,9.3,441,6.157,3.221,1.390,0.203,0.103,6.7
2015,10,2015.10.20,광주천2,0.875,19.1,7.2,10.3,2.4,5.7,12.4,431,5.025,3.776,0.042,0.081,0.024,5.1
2015,10,2015.10.30,광주천2,0.764,15.7,7.7,9.9,2.9,6.1,19.1,383,3.921,1.657,0.113,0.081,0.025,5.8
2015,11,2015.11.02,광주천2,0.940,11.4,7.4,9.8,1.6,5.4,2.4,433,5.680,5.203,0.052,0.055,0.022,5.5
2015,11,2015.11.09,광주천2,0.911,16.8,7.0,6.2,5.4,7.2,5.2,212,4.120,1.862,1.236,0.171,0.067,5.5
2015,11,2015.11.17,광주천2,1.190,16.1,6.4,5.2,5.5,7.8,5.5,251,3.777,0.790,1.517,0.240,0.130,5.4
2015,11,2015.11.24,광주천2,0.942,13.2,7.2,9.7,2.7,5.2,2.6,405,5.577,2.527,0.324,0.128,0.094,2.8
2015,12,2015.12.01,광주천2,1.778,9.2,7.2,10.7,1.5,3.8,2.8,374,4.343,2.874,0.079,0.072,0.047,1.8
2015,12,2015.12.07,광주천2,1.191,6.4,7.8,11.4,1.2,3.9,1.1,449,4.608,3.737,0.107,0.063,0.014,2.5
2015,12,2015.12.15,광주천2,1.174,10.8,6.8,8.7,2.6,5.0,6.1,368,4.916,3.882,0.234,0.131,0.034,3.2
2015,12,2015.12.21,광주천2,1.151,7.0,7.4,11.4,1.8,4.2,5.5,346,3.060,2.385,0.115,0.133,0.026,1.8
2015,12,2015.12.28,광주천2,1.592,6.4,7.7,13.7,1.6,4.7,2.7,434,5.463,5.108,0.078,0.064,0.016,2.0
2016,01,2016.01.04,광주천2,0.672,7.2,6.6,11.8,1.8,4.9,3.5,401,5.510,5.095,0.251,0.057,0.020,4.2
2016,01,2016.01.12,광주천2,1.168,7.1,8.9,17.0,1.8,4.8,4.6,397,6.346,5.578,0.081,0.063,0.012,4.8
2016,01,2016.01.18,광주천2,1.121,5.8,7.5,15.4,3.2,6.2,6.4,447,6.873,4.956,0.220,0.089,0.006,5.9
2016,01,2016.01.28,광주천2,0.695,5.0,7.6,13.5,2.4,5.8,4.5,578,7.267,6.314,0.577,0.083,0.015,4.8
2016,02,2016.02.02,광주천2,2.123,6.3,7.4,15.7,2.0,4.2,4.2,328,4.496,3.619,0.168,0.082,0.039,3.5
2016,02,2016.02.11,광주천2,0.744,6.4,6.5,11.5,2.7,5.2,6.0,377,6.204,5.217,0.544,0.080,0.010,6.0
2016,02,2016.02.15,광주천2,2.028,5.4,7.2,12.5,2.6,4.8,6.3,267,4.545,2.909,0.526,0.068,0.029,4.3
2016,02,2016.02.22,광주천2,0.897,6.3,7.4,10.8,2.6,5.1,6.6,353,5.450,4.113,0.590,0.070,0.019,4.4
2016,03,2016.03.02,광주천2,0.681,3.8,7.7,13.2,4.5,5.5,6.8,284,2.821,1.678,0.210,0.095,0.028,4.8
2016,03,2016.03.07,광주천2,0.957,11.5,6.7,9.7,4.9,5.5,17.2,241,3.996,2.895,0.573,0.111,0.025,4.7
2016,03,2016.03.14,광주천2,0.885,7.9,7.6,13.6,1.8,4.9,6.8,328,5.263,4.325,0.415,0.049,0.004,4.0
2016,03,2016.03.21,광주천2,0.859,13.5,7.7,11.7,4.0,6.6,9.7,345,4.338,3.640,0.131,0.111,0.006,5.3
2016,03,2016.03.28,광주천2,0.897,10.0,8.4,11.4,5.1,8.0,13.4,379,5.207,4.237,0.038,0.122,0.007,6.3
2016,04,2016.04.04,광주천2,0.823,16.8,8.4,11.7,7.7,11.0,16.4,256,4.712,3.818,0.215,0.092,0.003,7.5
