yyyymm,Woochi,Gwangju1,Gwangju2,Gwangsan,Naju,Yeongsanpo,Hampyeong
2000/01,2.66,2.846,5.435,3.777,5.004,1.504,3.292
2000/02,2.462,2.234,7.097,8.287,5.721,4.388,4.706
2000/03,2.418,1.911,1.116,7.941,6.838,4.815,6.514
2000/04,1.488,1.76,9.886,12.606,5.8,4.272,3.887
2000/05,0.757,1.635,3.734,3.37,4.261,0.369,3.56
2000/06,2.4,1.791,2.135,2.186,2.724,2.873,0.927
2000/07,1.687,3.171,4.346,4.785,4.558,4.907,4.672
2000/08,1.804,1.413,3.005,1.731,8.234,5.059,2.148
2000/09,1.588,1.357,2.119,1.493,1.807,1.782,0.533
2000/10,1.205,1.209,2.765,3.129,1.059,2.852,3.216
2000/11,1.644,1.563,2.406,4.118,4.847,4.515,3.923
2000/12,2.258,2.06,2.762,3.082,3.678,4.526,4.208
2001/01,2.373,2.056,2.778,3.205,3.859,3.421,4.526
2001/02,2.626,2.337,2.292,2.653,3.843,2.274,0.821
2001/03,2.252,2.418,3.426,4.269,6.966,2.774,2.944
2001/04,1.748,1.543,11.345,11.606,7.154,4.949,4.126
2001/05,1.105,2.155,18.345,12.716,9.605,12.003,5.828
2001/06,2.141,2.002,7.493,7.171,7.569,6.83,5.721
2001/07,2.452,2.378,2.298,2.843,2.751,2.486,2.217
2001/08,1.427,1.425,8.398,7.257,5.813,4.685,2.561
2001/09,1.145,1.107,12.193,6.069,5.444,4.572,3.51
2001/10,1.511,1.151,5.435,6.222,3.041,0.236,5.947
2001/11,1.57,1.56,12.002,8.907,6.25,7.449,4.323
2001/12,2.185,2.006,3.105,3.214,2.702,5.115,6.64
2002/01,2.832,2.594,10.491,12.8,7.334,3.55,3.116
2002/02,2.882,2.512,1.996,2.564,3.117,2.007,3.581
2002/03,2.473,2.105,2.282,3.02,3.053,3.415,3.962
2002/04,1.715,1.588,5.18,4.626,3.882,3.767,2.988
2002/05,1.523,1.422,4.053,5.906,3.819,4.133,4.264
2002/06,2.412,1.977,4.244,6.545,5.189,5.438,4.001
2002/07,1.956,1.863,4.735,4.408,3.314,3.176,3.2
2002/08,1.644,1.22,3.67,2.376,3.261,1.916,2.51
2002/09,2.452,2.299,1.7,2.794,4.09,4.361,3.426
2002/10,1.878,1.681,3.681,2.579,3.401,3.633,3.844
2002/11,2.252,1.872,5.304,5.666,5.273,3.311,4.569
2002/12,2.819,2.385,2.397,2.839,3.659,3.617,3.381
2003/01,2.792,2.579,3.246,3.931,3.492,3.476,3.908
2003/02,2.663,2.808,3.294,2.771,3.7,3.748,3.212
2003/03,2.079,2.094,2.112,2.867,2.686,2.743,2.58
2003/04,2.079,2.094,1.689,2.992,2.686,3.685,3.493
2003/05,1.607,1.871,3.81,3.27,2.984,2.966,2.405
2003/06,2.572,2.213,2.64,3.465,3.497,4.338,3.879
2003/07,2.27,1.962,1.944,1.41,2.303,2.215,1.877
2003/08,1.412,1.396,2.299,2.064,2.585,2.241,2.427
2003/09,1.243,1.342,2,2.034,1.682,1.103,1.311
2003/10,1.471,1.4,2.694,3.848,2.567,3.917,3.436
2003/11,1.677,1.514,4.063,3.726,3.556,6.114,4.684
2003/12,2.244,1.874,2.463,3.082,5.217,5.709,5.598
2004/01,2.472,2.635,4.7,5.16,5.739,1.181,4.466
2004/02,2.864,2.526,3.177,3.43,4.716,5.018,4.774
2004/03,2.598,2.495,1.474,3.077,4.298,2.384,4.408
2004/04,1.382,0.727,0.675,2.209,3.018,3.328,2.618
2004/05,0.856,0.961,5.014,5.697,3.285,3.575,4.788
2004/06,1.569,1.314,1.459,1.668,3.598,3.648,2.53
2004/07,2.089,1.985,2.025,2.97,2.741,1.783,1.595
2004/08,1.451,1.257,0.817,1.893,2.474,1.236,2.413
2004/09,1.418,1.231,1.577,2.729,2.295,4.113,3.187
2004/10,1.492,1.338,4.514,3.813,2.776,2.833,2.714
2004/11,1.485,1.356,4.783,4.903,4.632,5.168,5.748
2004/12,2.334,1.845,3.589,8.617,6.029,5.156,4.354
2005/01,2.66,2.392,5.438,11.319,7.538,8.822,8.182
2005/02,2.063,2.004,12.485,11.193,6.296,8.999,8.357
2005/03,1.297,1.023,2.098,5.724,3.894,6.396,6.301
2005/04,1.963,1.687,3.507,1.77,2.458,2.289,2.777
2005/05,1.126,1.235,3.226,2.106,7.263,1.893,3.353
2005/06,2.218,1.796,5.841,4.177,4.605,2.79,2.867
2005/07,1.027,0.949,2.435,2.232,0.582,2.09,1.976
2005/08,0.97,1.022,0.717,1.746,2.599,1.21,2.331
2005/09,0.791,1.056,0.457,3.43,1.82,1.271,0.569
2005/10,0.941,0.933,4.296,3.886,3.412,2.26,1.84
2005/11,1.091,0.842,5.263,5.698,5.636,4.017,3.054
2005/12,1.505,1.507,6.7,4.054,5.643,6.315,1.832
2006/01,2.702,2.283,11.025,11.53,6.488,7.652,6.321
2006/02,2.845,2.44,6.956,5.338,5.55,6.138,5.086
2006/03,2.325,2.003,14.106,7.301,7.032,6.173,5.802
2006/04,1.329,1.153,11.484,11.574,4.818,9.04,8.887
2006/05,1.12,1.207,15.417,11.397,5.41,9.112,6.194
2006/06,0,0,1.135,0.214,0.21,0.263,0
2006/07,1.994,1.777,4.399,3.018,2.422,2.534,2.486
2006/08,0.027,0.029,0.033,0.035,0.025,0.03,0.033
2006/09,1.062,0.954,1.287,5.286,2.623,2.36,1.668
2006/10,1.079,0.949,10.132,8.363,4.156,6.429,4.079
2006/11,1.29,1.072,11.889,9.374,6.109,4.845,6.532
2006/12,2.29,1.748,1.725,9.039,6.063,6.777,5.667
2007/01,2.367,1.95,2.07,3.62,4.783,4.684,5.396
2007/02,1.853,1.584,5.61,5.228,5.317,6.817,4.477
2007/03,2.498,2.815,3.575,8.945,7.124,2.673,6.019
2007/04,1.048,0.863,1.514,6.788,5.371,4.171,4.078
2007/05,0.232,0.122,8.475,6.307,4.922,7.751,3.208
2007/06,0.628,0.314,1.515,3.155,2.835,2.986,2.282
2007/07,1.49,1.192,11.569,2.58,2.731,4.733,2.041
2007/08,0.926,0.814,9.366,3.602,2.579,4.009,2.577
2007/09,1.368,1.252,3.212,2.911,2.304,2.812,1.919
2007/10,1.7,1.722,2.735,3.894,2.814,3.403,3.552
2007/11,1.542,1.46,5.571,4.787,3.696,3.002,3.821
2007/12,1.836,1.774,1.247,1.64,1.75,2.117,1.421
2008/01,2.107,1.587,7.202,3.271,3.644,1.895,5.139
2008/02,2.118,1.497,1.247,3.534,1.759,3.221,3.246
2008/03,1.179,1.536,7.583,1.915,3.505,4.192,3.257
2008/04,0.47,0.339,1.486,2.243,2.259,4.424,2.63
2008/05,0.565,0.306,1.809,2.203,2.193,2.621,3.466
2008/06,1.506,1.176,1.883,1.994,1.977,1.938,2.524
2008/07,1.298,1.345,1.669,1.9,1.833,2.368,2.158
2008/08,0.705,0.643,2.01,2.433,1.656,0.734,1.769
2008/09,0.577,0.464,3.1,2.333,1.98,2.177,1.649
2008/10,0.581,0.515,4.124,2.793,3.044,4.051,2.463
2008/11,1.093,0.468,4.526,5.03,4.187,4.757,3.587
2008/12,2.008,1.508,5.62,5.348,4.667,5.616,4.591
2009/01,2.234,0.053,0.52,4.296,0.377,0.569,5.323
2009/02,2.071,1.53,2.314,3.336,3.307,3.857,3.871
2009/03,1.241,0.915,2.437,3.369,3.024,3.678,3.743
2009/04,0.185,0.369,3.935,3.953,4.196,4.428,3.436
2009/05,0.21,0.521,6.798,4.35,4.739,2.244,3.067
2009/06,1.029,0.787,4.259,2.851,3.35,3.257,2.329
2009/07,1.71,1.691,3.11,2.266,2.332,1.406,1.773
2009/08,1.324,1.182,1.384,2.398,2.46,2.019,1.164
2009/09,0.96,0.775,3.027,3.44,2.705,2.407,1.768
2009/10,0.959,0.895,4.984,3.799,3.614,3.774,2.482
2009/11,1.186,0.954,5.742,4.29,4.909,4.573,3.654
2009/12,2.397,1.793,5.047,4.701,4.981,5.171,4.599
2010/01,2.736,2.508,4.463,3.629,4.395,2.951,4.698
2010/02,2.538,2.213,3.395,3.108,4.445,3.404,3.977
2010/03,2.253,2.288,3.076,2.954,2.862,3.623,3.072
2010/04,1.176,1.104,3.272,2.841,3.476,3.561,2.492
2010/05,1.003,0.998,4.408,2.58,2.719,2.497,2.476
2010/06,1.13,1.102,1.483,2.526,2.38,0.901,2.668
2010/07,1.481,1.741,1.952,2,2.333,2.006,2.32
2010/08,0.78,1.077,1.514,1.323,1.017,1.842,1.749
2010/09,1.323,1.297,1.579,1.954,1.548,1.231,2.003
2010/10,1.677,1.308,4.04,3.251,2.911,3.219,2.943
2010/11,1.825,1.218,0.771,4.019,3.862,3.981,3.188
2010/12,2.615,1.927,4.211,3.976,3.835,4.824,4.324
2011/01,2.653,2.457,3.411,3.12,3.578,3.813,3.896
2011/02,2.642,1.862,2.684,2.189,2.413,3.333,3.165
2011/03,1.875,1.791,3.086,2.7,2.894,3.578,2.491
2011/04,1.042,0.178,0.849,1.795,1.442,1.133,3.002
2011/05,1.493,1.16,2.099,1.828,1.976,1.278,2.85
2011/06,1.346,1.096,1.527,1.945,2.202,2.796,2.085
2011/07,1.603,1.547,1.846,1.698,1.858,1.74,2.156
2011/08,1.425,1.474,1.759,1.639,1.721,1.568,1.782
2011/09,0.845,0.758,2.444,1.54,1.626,2.167,1.027
2011/10,0.808,0.306,2.333,3.712,1.128,2.504,1.346
2011/11,1.335,0.928,3.181,3.733,3.121,3.965,1.992
2011/12,2.071,2.108,3.635,3.813,4.295,4.256,3.492
2012/01,2.502,1.881,3.872,3.329,3.689,4.473,4.673
2012/02,2.389,1.628,1.649,2.876,2.804,2.637,3.888
2012/03,1.663,1.371,3.241,1.704,1.939,1.581,3.627
2012/04,1.675,1.478,3.312,2.054,2.584,3.089,3.142
2012/05,0.618,0.586,1.186,1.202,2.29,1.602,2.126
2012/06,0.806,0.469,1.74,1.261,1.39,1.381,1.326
2012/07,1.258,1.52,2.246,1.7,1.808,1.254,1.172
2012/08,1.108,0.747,1.642,1.325,1.553,1.165,0.896
2012/09,1.543,1.626,3.038,1.691,1.804,1.914,2.151
2012/10,1.329,1.284,3.376,2.163,2.756,2.664,2.056
2012/11,1.878,1.551,2.899,3.241,3.116,3.239,2.278
2012/12,2.322,1.913,3.597,2.969,3.167,2.986,3.084
2013/01,2.655,2.02,3.311,3.011,3.19,3.352,3.279
