yyyymm,Woochi,Gwangju1,Gwangju2,Gwangsan,Naju,Yeongsanpo,Hampyeong
2013/02,2.307,1.828,2.354,2.2,2.333,2.387,3.363
2013/03,1.93,1.654,2.244,2.367,2.055,2.205,2.924
2013/04,1.182,0.715,1.856,1.74,1.884,2.161,2.286
2013/05,0.906,0.643,1.96,1.221,1.422,1.504,1.802
2013/06,1.323,1.146,2.077,1.717,1.691,1.396,2.038
2013/07,1.217,0.912,2.422,1.788,1.742,2.17,1.663
2013/08,0.953,0.791,2.31,1.423,1.297,0.627,1.416
2013/09,1.147,0.57,1.715,1.726,1.61,1.728,1.677
2013/10,1.053,0.285,3.903,2.948,2.381,1.707,1.546
2013/11,1.297,0.525,2.536,2.981,3.183,3.216,2.518
2013/12,2.697,1.399,2.966,3.441,2.934,2.318,3.583
2014/01,3.017,1.676,3.236,3.818,4.225,4.268,3.993
2014/02,2.277,1.177,2.137,2.711,3.27,4.423,4.182
2014/03,1.342,0.726,2.304,1.736,2.255,2.981,3.396
2014/04,0.809,0.482,1.635,1.693,1.636,1.969,2.253
2014/05,0.588,0.192,2.068,1.504,1.208,1.428,1.574
2014/06,1.025,0.696,0.889,1.386,1.288,1.217,1.303
2014/07,0.936,0.873,1.39,1.412,1.32,1.21,1.385
2014/08,1.308,1.313,2.25,1.44,1.413,1.54,1.468
2014/09,0.964,0.843,2.84,1.746,1.905,1.73,1.493
2014/10,1.2,1.568,2.93,2.418,2.288,1.76,1.463
2014/11,1.483,1.375,2.8,2.698,2.37,2.53,2.397
2014/12,2.004,1.998,3.11,2.458,2.388,2.36,2.31
2015/01,2.083,1.928,2.67,2.586,2.79,2.919,3.006
2015/02,2.112,1.637,2.268,2.538,2.425,2.502,3.062
2015/03,1.416,1.035,1.982,1.833,2.09,2.482,2.73
2015/04,0.982,0.965,1.856,1.412,1.622,1.801,1.775
2015/05,0.743,0.703,1.9,1.499,1.369,1.431,1.503
2015/06,1.222,0.944,1.596,1.412,1.328,1.348,1.336
2015/07,1.018,1.292,1.484,1.443,1.514,1.458,1.526
2015/08,0.574,0.565,1.648,1.178,1.05,1.044,0.902
2015/09,0.635,0.366,2.419,1.809,1.615,1.199,1.047
2015/10,0.888,0.455,3.528,2.416,2.067,1.647,1.527
2015/11,0.983,1.309,3.485,1.803,2.917,2.781,1.857
2015/12,1.9,2.558,4.89,2.644,3.29,3.331,2.436
2016/01,2.447,2.087,4.819,4.346,4.036,3.86,3.873
2016/02,1.956,1.962,3.123,2.991,2.553,2.678,3.488
2016/03,1.916,1.529,3.412,2.69,2.374,2.437,2.549
2016/04,1.332,0.978,2.649,2.292,1.993,2.145,2.454
2016/05,1.084,0.744,1.798,1.916,1.813,1.688,1.843
2016/06,1.156,1.021,1.807,1.709,1.679,1.503,1.467
2016/07,1.298,1.095,1.633,1.537,1.552,1.379,1.421
2016/08,0.419,0.363,2.074,1.307,1.08,1.025,0.821
2016/09,1.095,0.928,1.877,1.987,1.69,1.578,1.519
2016/10,1.247,1.365,2.279,1.596,1.412,1.646,1.882
2016/11,1.539,1.289,3.243,3.219,2.646,2.949,2.412
2016/12,2.068,1.671,3.189,3.227,3.475,3.517,3.065
2017/01,2.256,1.754,3.298,3.456,3.229,2.923,2.91
2017/02,2.453,1.592,2.5,2.966,3.482,3.334,3.594
2017/03,1.553,0.845,1.845,2.628,2.548,2.348,2.966
2017/04,0.642,0.425,2.528,1.865,1.983,1.812,2.462
2017/05,0.471,0.315,2.289,2.267,2.262,1.92,1.826
2017/06,0.919,0.685,1.735,1.832,1.849,1.568,1.729
2017/07,1.289,0.881,1.375,1.475,1.476,1.25,1.788
2017/08,0.953,0.738,1.265,1.256,1.351,0.979,1.415
2017/09,0.977,0.508,2.166,1.586,1.253,1.346,1.385
2017/10,1.277,0.685,2.39,2.243,2.277,1.906,1.635
2017/11,1.106,0.878,3.202,3.181,3.104,2.876,2.524
2017/12,2.049,1.711,2.064,2.728,2.654,3.593,3.135
2018/01,1.844,1.587,1.937,2.32,2.672,2.59,3.274
2018/02,1.887,1.429,1.646,1.727,2.23,2.478,2.761
2018/03,1.681,1.589,1.478,1.53,1.896,2.069,2.403
2018/04,1.265,1.145,1.369,1.667,1.876,1.719,1.821
2018/05,1.316,1.017,0.997,1.205,1.464,1.286,1.602
2018/06,0.81,0.563,0.799,1.406,1.556,1.28,1.199
2018/07,0.85,0.807,0.872,1.805,1.241,1.352,1.232
2018/08,0.83,0.425,0.948,1.369,1.175,1.043,0.883
2018/09,1.032,1.185,1.188,1.399,1.239,1.476,1.563
2018/10,1.503,1.048,1.813,2.12,2.363,2.232,1.875
2018/11,1.539,1.134,1.513,2.168,2.389,1.62,2.158
2018/12,2.044,1.659,1.876,3.237,3.289,1.932,2.743
2019/01,2.166,1.646,1.984,3.67,4.093,3.596,4.063
2019/02,1.879,1.46,1.516,2.891,2.918,2.545,2.964
2019/03,0.971,0.832,1.423,2.648,2.483,2.302,2.356
2019/04,0.635,0.812,1.17,1.851,1.781,1.802,2.013
2019/05,0.624,0.503,0.985,1.92,1.505,1.097,1.73
2019/06,0.834,0.792,0.757,1.713,1.608,1.09,1.594
2019/07,1.14,0.955,0.867,1.657,1.53,1.171,1.689
2019/08,0.648,0.784,0.954,1.959,1.687,1.233,1.229
2019/09,1.271,1.126,1.223,1.676,1.74,1.537,1.674
2019/10,1.658,1.594,2.118,2.453,2.299,2.351,2.325
2019/11,1.442,1.405,1.918,2.643,2.925,2.881,2.738
2019/12,2.116,1.417,2.39,3.194,3.468,3.199,3.046
