yyyymm,Woochi,Gwangju1,Gwangju2,Gwangsan,Naju,Yeongsanpo,Hampyeong
2000/01,0.119,0.125,0.621,0.612,0.284,0.368,0.548
2000/02,0.102,0.116,0.694,0.674,0.3,0.363,0.378
2000/03,0.111,0.113,0.995,0.783,0.661,0.631,0.515
2000/04,0.151,0.202,0.95,0.95,0.786,0.667,0.667
2000/05,0.13,0.374,1.661,1.541,1.224,1.162,0.485
2000/06,0.221,0.352,0.778,0.806,0.781,0.48,0.278
2000/07,0.154,0.155,0.542,0.571,0.782,0.288,0.298
2000/08,0.061,0.107,0.499,0.442,0.586,0.274,0.336
2000/09,0.09,0.132,0.216,0.12,0.107,0.168,0.163
2000/10,0.041,0.058,0.461,0.355,0.256,0.466,0.264
2000/11,0.06,0.074,0.998,0.701,0.523,0.562,0.355
2000/12,0.086,0.094,0.96,0.739,0.587,0.427,0.398
2001/01,0.091,0.103,0.73,0.83,0.652,0.662,0.595
2001/02,0.09,0.08,1.454,1.085,0.612,0.547,0.475
2001/03,0.091,0.121,0.418,0.336,0.598,0.053,0.274
2001/04,0.08,0.106,1.56,1.253,0.724,0.688,0.354
2001/05,0.159,0.247,1.275,1.113,0.694,1.044,0.38
2001/06,0.159,0.185,2.937,1.588,1.28,0.743,0.321
2001/07,0.102,0.119,0.491,0.37,0.145,0.204,0.131
2001/08,0.083,0.082,0.4,0.387,0.275,0.36,0.113
2001/09,0.061,0.062,1.344,0.763,0.561,0.631,0.291
2001/10,0.057,0.048,0.412,0.548,0.43,0.233,0.444
2001/11,0.052,0.036,0.95,0.681,0.491,0.577,0.258
2001/12,0.054,0.035,0.907,0.855,0.672,0.295,0.514
2002/01,0.042,0.029,1.087,1.091,0.571,0.412,0.649
2002/02,0.044,0.036,0.776,0.654,0.309,0.521,0.333
2002/03,0.031,0.018,1.352,1.228,0.837,0.735,0.45
2002/04,0.036,0.035,0.415,0.299,0.601,0.271,0.178
2002/05,0.034,0.045,0.429,0.551,0.409,0.323,0.274
2002/06,0.02,0.046,0.518,0.498,0.448,0.142,0.306
2002/07,0.064,0.049,0.602,0.414,0.291,0.203,0.22
2002/08,0.044,0.077,0.202,0.122,0.217,0.106,0.124
2002/09,0.132,0.104,0.075,0.247,0.125,0.397,0.207
2002/10,0.117,0.095,0.582,0.48,0.391,0.602,0.46
2002/11,0.116,0.104,0.104,0.738,0.442,0.277,0.298
2002/12,0.08,0.051,0.406,1.076,0.747,0.573,0.596
2003/01,0.086,0.497,1.682,1.35,0.993,0.843,0.796
2003/02,0.092,0.07,0.828,1.057,0.413,0.621,0.241
2003/03,0.115,0.119,0.802,0.438,0.403,0.332,0.231
2003/04,0.063,0.063,1.302,0.517,0.61,0.364,0.461
2003/05,0.088,0.066,0.618,0.441,0.319,0.284,0.247
2003/06,0.115,0.093,0.62,0.623,0.414,0.266,0.24
2003/07,0.083,0.067,0.4,0.304,0.201,0.414,0.186
2003/08,0.06,0.102,0.277,0.192,0.237,0.188,0.194
2003/09,0.034,0.023,0.23,0.286,0.089,0.139,0.203
2003/10,0.057,0.047,0.775,0.76,0.218,0.395,0.196
2003/11,0.044,0.038,1.086,0.966,0.41,0.599,0.371
2003/12,0.037,0.054,0.054,0.754,0.373,0.492,0.517
2004/01,0.132,0.107,1.069,1.446,0.491,0.245,1.708
2004/02,0.136,0.501,0.322,1.488,0.708,0.602,0.502
2004/03,0.105,0.099,1.385,1.692,0.531,0.343,0.578
2004/04,0.128,0.155,1.555,2.538,1.089,1.433,0.447
2004/05,0.148,0.164,1.224,0.864,1.02,0.401,0.431
2004/06,0.132,0.14,1.584,1.483,0.76,0.653,0.589
2004/07,0.101,0.09,1.231,0.504,0.317,0.293,0.194
2004/08,0.127,0.122,1.099,0.773,0.388,0.089,0.262
2004/09,0.07,0.08,1.03,0.463,0.2,0.324,0.334
2004/10,0.066,0.053,0.926,0.588,0.235,0.398,0.227
2004/11,0.142,0.124,1.054,0.785,0.704,0.314,0.529
2004/12,0.075,0.047,1.678,0.763,0.605,0.425,0.367
2005/01,0.37,0.235,1.853,1.273,0.827,0.731,0.798
2005/02,0.11,0.098,1.613,1.213,0.652,0.74,0.55
2005/03,0.1,0.091,1.054,1.112,0.839,0.806,0.632
2005/04,0.196,0.281,2.04,2.515,0.567,0.818,0.419
2005/05,0.174,0.192,0.589,0.898,0.671,0.671,0.845
2005/06,0.14,0.124,0.702,0.408,0.512,0.454,0.376
2005/07,0.24,0.247,0.601,0.912,0.446,0.658,0.858
2005/08,0.129,0.176,0.077,0.21,0.265,0.193,0.272
2005/09,0.099,0.094,0.236,0.012,0.156,0.242,0.186
2005/10,0.118,0.12,1.366,0.324,0.379,0.275,0.234
2005/11,0.061,0.064,0.901,0.853,0.621,0.737,0.48
2005/12,0.048,0.045,0.901,0.547,0.466,0.889,0.404
2006/01,0.1,0.073,1.25,0.856,0.529,0.611,0.599
2006/02,0.117,0.108,0.965,0.558,0.56,0.419,0.332
2006/03,0.1,0.1,0.986,0.473,0.706,0.341,0.314
