yyyymm,Woochi,Gwangju1,Gwangju2,Gwangsan,Naju,Yeongsanpo,Hampyeong
2008/09,6.3,6.3,6.7,7.1,6.6,6.7,7
2008/10,6,6.5,8.3,6.9,5.6,6,6.8
2008/11,5.9,8,8.2,8,7.4,7,6.7
2008/12,5.4,6.6,7.9,8.4,7.7,10.4,9.1
2009/01,3.7,6.4,6.5,7.6,7.8,8.3,8.3
2009/02,4.8,7,7.6,7.8,8.3,8.2,7.2
2009/03,5.9,8,7.9,10.9,9.2,14.9,11
2009/04,11.2,10.9,10.2,11.7,11.8,8.1,8.9
2009/05,15.9,12,10.1,12,11.7,10.4,9.4
2009/06,12.3,11,10.9,11.8,12.1,11.2,12.4
2009/07,6.9,6.4,7.2,7.3,6.8,6.5,7.3
2009/08,4.5,4.8,5.3,5.4,5.5,5.1,6
2009/09,4.5,5.2,6.3,6,6.6,6.4,6.5
2009/10,4.5,5.3,7.8,6.6,6.5,6.5,6.1
2009/11,5.4,7.3,7.4,6.9,7.4,7,7.3
2009/12,4.3,6.9,7.9,7.4,7.5,7.1,8.8
2010/01,4,5.4,8,9.4,8.3,6,10.6
2010/02,4.7,7,8.9,10.4,9.1,8.3,9.5
2010/03,5.3,5.5,6,8.3,6.3,7.7,6.6
2010/04,6.3,7.2,9.4,10.3,8.8,7.7,7.6
2010/05,5.8,6.7,8.5,8.7,7.1,8.6,8.3
2010/06,7.9,7.7,7.9,8.1,7.9,7.1,9
2010/07,7.2,5.9,5.3,9.4,6.3,8.4,8.6
2010/08,5.9,4.9,5.3,6.9,5.3,4.7,7.8
2010/09,6.1,5.2,5.5,5.9,6.1,7.7,7.5
2010/10,6,4.8,6,6.4,5.5,5,6.7
2010/11,8,5.9,6.9,7.7,6,5,6.6
2010/12,7.8,8.1,7.8,8.9,8,6.4,7.6
2011/01,4.9,5.8,7.2,8.7,7.9,6.9,7.6
2011/02,5,6.3,7.8,9.9,8.2,6.9,10.2
2011/03,7.3,6.1,8,10,7.2,5.9,10.3
2011/04,8.7,10.2,13.2,13.4,10.6,11.7,10.9
2011/05,7.4,7.6,9.5,8.8,7.4,5.7,8
2011/06,9.2,9.4,11.1,9.5,9.6,9.6,9.8
2011/07,7.3,7.2,7.1,8.8,7.2,8,7.8
2011/08,4.9,5.9,5.8,5.5,6,6.3,6.1
2011/09,5.1,5.5,5.4,8,6.3,7.1,8.7
2011/10,6.8,7,8,8.4,6.9,6.7,7.6
2011/11,7.3,8.4,6.2,8.2,8.6,5,6.8
2011/12,3.9,4.8,6.5,5.9,6.6,6.2,7.2
2012/01,4.1,8.3,7.5,9.7,10,7.3,10.2
2012/02,5,8.2,9.5,11.1,10.4,9.3,11.4
2012/03,7.4,8.6,10.6,12.2,9.3,10.1,10.3
2012/04,6.8,8.3,9.6,11.7,6.9,9.3,8.6
2012/05,7.6,8,8.7,11.8,9.1,7,8.1
2012/06,9.4,11.5,10.5,13.7,12.5,13.4,12.8
2012/07,7.5,8.3,6.9,10.2,10.1,14,9.8
2012/08,7.4,6.6,7.2,8.5,8.2,7.6,11.4
2012/09,5.5,5.1,5.4,5.5,4.7,4.5,5.8
2012/10,6.2,5.9,6.4,6.5,6.6,5.9,8.2
2012/11,4.6,5.5,6.6,6.6,5.8,5.8,6.2
2012/12,5.5,4.6,5.7,6.6,5.2,5.1,6.9
2013/01,4.4,5.3,7.8,7.4,4.8,4.9,7.2
2013/02,4.1,5.1,8,6.2,5.3,6.6,6.4
2013/03,7,9,8.9,10.4,7.4,6.2,8.9
2013/04,7.3,8.2,7.7,9.7,7.1,7.5,7.6
2013/05,7.3,8.3,8.6,12.7,9.1,9.6,8.9
2013/06,8.9,8.6,7.7,11.2,8.4,7.8,9.5
2013/07,7.1,7,7.6,7.5,6.7,5.8,8.9
2013/08,8.2,7,14.8,9.3,10.8,17,11.7
2013/09,6.9,6.1,6.5,7,6.4,6.5,6.2
2013/10,6.5,6.4,6.7,7.4,6.6,6.8,6.5
2013/11,5.8,6.2,6.6,7.2,6.9,8,6
2013/12,3.7,4.7,4.8,6.6,6.3,5.7,6
2014/01,3.9,7.4,7.4,7,8,9.6,8.5
2014/02,5.7,8.9,8,9.9,8.8,9.7,9.1
2014/03,9.1,10.2,9.5,10.6,8.9,9.4,9.1
2014/04,7.5,9.5,9.1,9.1,8.5,7.8,7.3
2014/05,9.2,9,7.6,10,8.9,8.1,7.1
2014/06,8.2,9.9,10,9.5,10.6,11.8,9.3
2014/07,7.3,8.8,8.4,9.4,11.6,10.2,10.5
2014/08,5.4,5.4,6.1,7,6,6.4,6.8
2014/09,4.4,6,5,7,6.9,8.1,6.1
2014/10,5.3,6.4,6.5,6.9,7.1,6.7,6.6
2014/11,4.3,5.7,5.6,6.5,7.4,5.9,5.7
2014/12,3.8,5.6,5.2,4.8,5.5,6,6.1
2015/01,3.8,4.5,6.7,5,5.7,5.2,5.6
2015/02,3.6,5.6,8.4,6.5,6.8,7.5,6.9
2015/03,7.8,8.8,9.4,10,9.8,10.6,8.4
2015/04,7.5,10.2,11.1,8.9,8.8,9.6,7.6
2015/05,7,10.1,10.5,8.4,10.9,9.2,6.5
2015/06,9.1,9.8,10.1,8.3,10.8,11.1,7.9
2015/07,6.4,8.1,9,8.3,8.9,10.1,7.3
2015/08,5.4,7.6,9.5,7.6,10.6,16.4,7.8
2015/09,5.1,6,7,7.1,8.3,8.3,6.7
2015/10,5.7,7.5,8.6,7.1,9,7.8,6.2
2015/11,6.2,7.8,8,6.6,8.5,7.6,6.2
2015/12,4.2,5.3,5.6,5.2,5.8,6.3,5.3
2016/01,3.5,4.5,6.2,5.4,5.8,7.7,7.6
2016/02,4.5,6.1,7.1,5.8,6.8,7,7
2016/03,5.6,7.6,8.7,7.4,7.7,7.9,7.5
2016/04,6.6,10.2,10.1,7.9,7.2,8.7,6.4
2016/05,5.6,7.5,8,7.6,8,8.5,6.7
2016/06,8,9.2,8.8,7.8,8.7,12.3,8.1
2016/07,5.7,7.3,7.2,6.9,7.5,10.5,7.2
2016/08,7.1,7.6,9.1,8.6,11.9,19,8.9
2016/09,6.4,7.1,7.2,7,7.6,10.4,7.4
2016/10,5.2,6.3,5.4,5.9,5.8,6.2,8.1
2016/11,4.4,5.1,6.1,6.6,6.5,5.8,5.5
2016/12,3.9,4.9,6.9,7.3,7.1,5.8,6
2017/01,4.3,4.9,7.1,7.2,6.9,7.4,6.8
2017/02,4.5,5.9,7.8,9.1,8.8,8.6,11
2017/03,6.6,9.4,10.9,12.4,10,8.5,7.9
2017/04,11,12.4,11.6,11.7,10.2,8.4,9.4
2017/05,13.4,11.3,11.1,12.6,13.5,11.5,8.9
2017/06,12.7,12.3,13.6,14.1,15.1,15.8,12.5
2017/07,8.4,9.1,9.6,9.1,9.1,10.6,9.5
2017/08,7.1,8.4,9.6,8.8,8.4,9.8,7.9
2017/09,5.8,6.7,7.5,7.9,7.9,7.3,6.9
2017/10,5.5,6.2,7.5,8.3,7.2,6.8,6.4
2017/11,7.3,7.5,8.7,9.8,8.7,7.7,7.2
2017/12,5.9,7.4,10.2,9.2,10.2,9.3,6.7
2018/01,5.6,7.3,10.5,11.6,11.5,11,11.1
2018/02,5.8,7.4,10,11.8,12.5,9.7,10
2018/03,7.4,8.5,12,11.1,10.7,10.4,7.9
2018/04,6.6,8.1,9.9,10.9,8.3,8.9,7.9
2018/05,7.2,8.8,9.8,10.7,9.9,9.1,8.2
2018/06,10.8,10.2,9.7,11.6,15.3,11.9,11.9
2018/07,9.6,9.1,10.2,12.5,12.4,11.6,10.5
2018/08,8.4,7.9,10.2,12.9,13.2,10.6,14.5
2018/09,5.3,4.8,6.2,8.7,8,8.1,7.4
2018/10,5.8,6,7.1,7.9,7.4,7.2,7.3
2018/11,5.8,6.1,8.4,9.7,8.3,7,7.5
2018/12,4.3,5.3,9.1,8.4,8.7,6.9,10.1
2019/01,4.3,5.6,8.1,9,9.2,8.1,10.1
2019/02,6.6,8.8,11.3,14.1,13.6,11.1,13.1
2019/03,9,10,12.7,12.5,12.3,9.5,8.3
2019/04,9.5,10.6,11.7,12.9,9.4,9.7,9.2
2019/05,8.9,10.5,10.4,10.3,13.2,10.6,8.6
2019/06,9.8,10.3,11.4,13.5,12.5,13.2,11.2
2019/07,7.5,9.2,10.6,10.2,8.3,11.5,9.6
2019/08,7.9,8.8,9.6,10,13.1,9.7,8.6
2019/09,5.7,6.7,7.4,7.1,6.9,8.1,6.9
2019/10,4.6,5.6,6.8,6.5,6.9,6.3,5.3
2019/11,7,8.5,12,8.5,7.6,8.5,7
2019/12,5.1,9.5,11.5,10.5,10.2,7.1,7.1
