yyyymm,Woochi,Gwangju1,Gwangju2,Gwangsan,Naju,Yeongsanpo,Hampyeong
2000/01,4.1,4.9,9,6.7,7.1,6.5,8.5
2000/02,3.2,4,10.2,9.6,7.8,7.2,7.9
2000/03,6.1,8.1,11.5,9.8,9.4,10.4,9.5
2000/04,9,12,12.3,11.7,10.8,11,8.8
2000/05,12.6,16.6,13.3,12.8,14.1,16.6,11.5
2000/06,12.2,15.4,15.4,15.1,16.3,11,10.9
2000/07,8.7,9,11,10.8,10.7,7.7,8.6
2000/08,5.9,6,8,9.3,8.9,8.4,7.5
2000/09,5.4,5.7,6.6,6.9,4.9,5.2,4.2
2000/10,5.1,5.1,7.3,7.8,5.6,8.7,8.2
2000/11,5.9,7.3,8.3,10,7.8,9.6,7.6
2000/12,5.2,7.4,9.3,8.4,7.1,7.6,8.4
2001/01,6.1,8.4,9.2,9.4,8.3,8.9,7.7
2001/02,3.5,5.1,7.4,7,7,7.1,7.2
2001/03,5.3,5.6,6.6,6.2,7.4,4.2,6.4
2001/04,6.6,7.7,11.5,11.6,9.7,10.2,9.3
2001/05,9.6,9.7,11.1,10.6,10,13.8,7
2001/06,11.2,10.5,13.6,13.2,12.1,12.5,12.6
2001/07,6.2,6.5,6.2,6.3,6,5.4,5.2
2001/08,6.2,5.7,9.3,8.9,6.7,9.4,7.9
2001/09,6.5,5.9,9.6,7.5,6.9,8.9,7.4
2001/10,6,7.2,9.3,5.1,8,4.6,8.1
2001/11,6.1,5.4,7.2,7.4,5.6,6.4,6.6
2001/12,6.1,7,9.6,9.6,8,4.3,5
2002/01,3,3.5,7.1,8.7,6.7,6.3,6
2002/02,2.9,3.5,8.4,7.5,5,6.2,6
2002/03,5,5.2,8,8.3,6.7,7,5.8
2002/04,5.1,4.7,4.7,4.7,5.4,5,5
2002/05,4.3,4.5,8.6,8.3,4.6,3.9,4.3
2002/06,4.4,4.9,7.9,7.7,5,5.2,5
2002/07,5,5.1,7.5,4.8,5.4,4.1,4.8
2002/08,3.4,3.4,7,6.6,3.8,3.4,4.9
2002/09,4.6,4.4,7.7,6.5,5.3,5.5,5.3
2002/10,5.8,6.2,9.9,9.2,6.6,6.5,6.9
2002/11,5,7.3,12.7,12.7,7.8,5.7,10.7
2002/12,3.9,6.3,8.7,7.2,7.7,8.1,10.2
2003/01,3.9,4.3,9.3,8.7,7.2,7.4,7.4
2003/02,5,6.1,7.5,9.1,7.7,7.2,10.4
2003/03,5.3,5.9,7.4,6.3,6.3,6.2,6.1
2003/04,6,9.7,12.5,12.2,10.3,12.7,14.5
2003/05,5.7,7.3,8.4,7.3,8.9,7.6,6.5
2003/06,9,10,8.9,9.1,10.7,9.8,11.5
2003/07,5.8,6.6,4.8,2.9,6.8,5.3,4.5
2003/08,4.1,4.7,5.2,3.3,6.8,6.4,5.5
2003/09,3.9,4.9,4.8,4.3,4.9,5.7,7.4
2003/10,3.7,4.3,9.9,4.5,6.1,4.8,5.5
2003/11,2.7,3.9,5.4,4.2,5.2,5.1,4.2
2003/12,2,3.5,8.4,6.9,4.7,4.8,5.1
2004/01,2.4,3.1,7.4,4.7,5.9,2.4,5.5
2004/02,3.9,4.5,5.3,6,6,5.3,6
2004/03,3.2,5.1,6.6,6.4,5.8,4.8,6
2004/04,4.5,5.8,11.7,9.6,7.1,8.6,7
2004/05,4.7,4.7,8.8,5.7,5.9,4.9,5.6
2004/06,7.1,7.6,11.3,9.2,6.8,9.6,8.4
2004/07,5.3,5.6,9.2,6.1,5.6,6.2,6.3
2004/08,3.4,4.3,7.1,4.9,5.2,3.5,5.6
2004/09,3.5,3.6,6.8,5.2,4.1,4.4,4.4
2004/10,4,3.6,6.2,4.8,4.1,3.6,3.4
2004/11,3.3,3.7,7,5.4,3.9,4.5,5.2
2004/12,3.3,3.6,8.5,7.1,4.4,6.1,6
2005/01,3.2,3.8,8.1,6.7,5.3,5.3,6.1
2005/02,4.1,4.6,9.4,7.5,6.9,6.9,7
2005/03,4.4,6.9,9.1,8.6,7.9,9.2,7.4
2005/04,5.2,7.3,8.2,8.9,6.5,8.6,8.8
2005/05,6,7.4,8.9,6.9,7.8,4,6.2
2005/06,5.8,6.4,10.6,10.2,8.4,8.7,6.3
2005/07,5.2,6.9,5.3,5.4,6.6,4.5,4.5
2005/08,7.5,6.7,0.7,2.9,5,2.7,3.1
2005/09,2.9,3.3,5.3,5.4,4.6,4.4,5.9
2005/10,2.9,3.5,3.3,4.3,4.2,3.4,4.4
2005/11,3.2,3.2,4.1,5.7,3.6,6.3,5.7
2005/12,2.3,3.4,5.6,6.2,4.5,3.5,4.3
2006/01,2.1,3.1,4.2,4,4.7,5.1,4.2
2006/02,2.4,2.7,4.9,4.1,3.8,3.1,3.2
2006/03,3.7,4.3,4.4,2.8,6.2,4.1,3.4
2006/04,4.2,4.9,7.7,5.7,4.3,5.6,5.1
2006/05,3.8,5.4,6.6,6,5.4,7,3.6
2006/06,5.8,7.1,7.3,7,4.2,7.3,5.8
2006/07,3.1,3.8,1.9,0.8,2.1,1.4,3.3
2006/08,3.4,3.8,7.6,6.8,3.6,7.2,5.9
2006/09,3.5,4,4.1,4,3.8,4.3,4
2006/10,3.3,3.8,6.7,4,4.9,5.9,5
2006/11,3.9,3.2,8.4,6.6,5.5,4.1,5
2006/12,4.1,3.6,8.8,7.6,4.5,5.6,6.6
2007/01,5.5,4.4,6.1,6.5,5.7,6.6,5.4
2007/02,6.4,5.5,8.9,6.3,6.4,5.8,5.1
2007/03,3.4,3.5,4.3,6,4.9,2.1,5.9
2007/04,4.9,5.6,6.8,6.8,6.4,5.1,5.2
2007/05,6.1,6.5,10.8,7,7,12.6,5.2
2007/06,8.7,10.1,14.2,10.5,11.3,14,11.2
2007/07,5.8,5.7,3.9,7.2,5.3,6.6,6.2
2007/08,4.8,5.4,6.3,5.4,4.3,5.2,5.9
2007/09,3,3,4.2,4.8,2.6,3.6,4.3
2007/10,3,4,5.1,5.3,3.1,4.4,4.3
2007/11,3,3.6,5,5.4,5.2,3.3,4.9
2007/12,3.8,4.4,9.3,6.6,5,7.4,6.4
2008/01,3.8,4,7,5.5,3.7,3.7,5.5
2008/02,4.5,4.4,6.4,7.4,5.9,6.1,6.5
2008/03,9.5,8,7.7,13.2,9.4,5.8,12.2
2008/04,10.9,9.4,9.6,16.6,9.3,9,11.9
2008/05,12.8,14.6,14,14,11.8,7.7,12.2
2008/06,7.1,8.9,9.3,8.1,9.3,9.4,8.6
2008/07,5.4,6.3,7.1,6.3,6.2,7.6,5.7
2008/08,6.8,6.4,7.2,6.9,6.9,3.6,7.6
