yyyymm,Woochi,Gwangju1,Gwangju2,Gwangsan,Naju,Yeongsanpo,Hampyeong
2007/10,541,763,620,2300,2105,72,13000
2007/11,16,56,50,54,28,20,20
2007/12,1,7,31,10,10,18,0
2008/01,35,44,0,174,51,20,3
2008/02,105,213,100,68,35,12,4
2008/03,131,16,0,188,26,0,13
2008/04,130,0,0,315,42,0,18
2008/05,144,56,0,694,3321,0,53
2008/06,75,64,200,269,116,0,10
2008/07,630,0,0,1280,200,0,50
2008/08,175,0,0,600,0,0,13
2008/09,250,120,140,530,9,0,18
2008/10,450,148,650,475,78,0,13
2008/11,300,83,300,425,115,0,18
2008/12,390,130,180,970,148,0,28
2009/01,75,23,140,150,198,100,0
2009/02,25,308,120,213,3260,0,38
2009/03,38,859,480,138,7550,700,73
2009/04,232,500,2700,5604,1253,78,98
2009/05,50,540,68,545,2160,180,25
2009/06,26,765,1200,239,2693,970,13
2009/07,168,1945,3600,589,4808,0,10
2009/08,51,920,0,71,4050,290,36
2009/09,9,2878,31,53,1603,0,22
2009/10,21,940,2600,200,610,460,0
2009/11,199,385,2400,643,453,450,12
2009/12,91,258,450,5206,520,190,8
2010/01,99,228,0,1070,1110,390,16
2010/02,259,379,880,5125,879,12,4
2010/03,151,88,52,2308,613,290,198
2010/04,129,80,2100,3886,316,360,15
2010/05,157,148,0,3833,59,57,185
2010/06,167,770,730,2100,590,62,5
2010/07,950,813,530,8000,1108,290,1440
2010/08,1189,613,260,8533,973,610,767
2010/09,2513,515,280,6548,1198,510,175
2010/10,875,167,0,7150,354,48,205
2010/11,711,34,0,2125,944,40,20
2010/12,1872,195,2200,5400,3130,10,6
2011/01,68,110,2800,2061,173,150,0
2011/02,59,800,500,1805,867,130,82
2011/03,117,750,2200,1875,2050,250,44
2011/04,82,393,1500,1340,275,110,10
2011/05,6922,470,1500,7078,803,410,242
2011/06,543,550,2100,1413,760,1900,14
2011/07,2355,3550,2800,16150,3525,4400,1700
2011/08,3996,2275,15000,14350,4050,13000,933
2011/09,434,1018,10000,723,738,320,2
2011/10,275,131,18000,431,40,210,8
2011/11,824,328,5000,1619,436,190,47
2011/12,156,144,12000,1408,933,310,38
2012/01,126,36,2800,1995,128,230,2
2012/02,121,73,17000,3681,58,4,2
2012/03,368,70,2800,4409,613,0,560
2012/04,219,110,6000,7173,610,20,60
2012/05,139,176,13000,262,94,80,5
2012/06,157,630,6000,85,20,400,4
2012/07,1216,1075,16000,3834,64,30,30
2012/08,1263,2460,9800,8235,313,42,6
2012/09,1421,46625,26000,3200,1885,730,1740
2012/10,1244,40500,122000,1831,65,70,10
2012/11,182,41000,120000,558,425,190,180
2012/12,528,42500,70000,2825,820,175,8
2013/01,156,15800,100000,310,107,10,26
2013/02,409,13500,28000,2242,310,140,200
2013/03,544,36250,30000,4626,666,14,0
2013/04,88,59000,8000,912,19,96,12
2013/05,999,71350,28000,1051,548,10,2
2013/06,175,480,9000,7563,140,38,144
2013/07,1282,2800,30000,4674,561,10,46
2013/08,4991,2575,100,3539,236,40,100
2013/09,448,733,40000,2696,760,1400,700
2013/10,330,222,800,233,45,6,4
2013/11,800,770,19000,2400,545,110,2
2013/12,177,1988,15000,569,295,240,8
2014/01,59,663,400,11,43,60,4
2014/02,96,345,3000,44,43,160,2
2014/03,96,2463,80000,229,76,25,2
2014/04,298,770,1400,1049,116,125,0
2014/05,2367,3100,1000,1333,205,1040,123
2014/06,371,1538,6000,313,36,440,22
2014/07,8810,8050,24000,2614,475,620,10
2014/08,2038,6650,15000,28113,3650,120,460
2014/09,782,1850,26000,2195,785,400,150
2014/10,855,22675,16000,8475,370,140,12
2014/11,219,8025,2000,898,2390,300,107
2014/12,536,4725,18000,6070,3275,1100,140
2015/01,139,3300,16800,155,71,80,20
2015/02,785,675,4600,1062,133,86,2
2015/03,158,840,1920,51,185,55,10
2015/04,410,2725,16300,1159,305,256,195
2015/05,163,1700,5300,686,83,55,93
2015/06,532,1025,5250,833,186,36,26
2015/07,530,8000,28750,1948,555,200,4
2015/08,611,11700,38250,1107,427,158,1540
2015/09,396,1300,10250,3161,218,82,205
2015/10,1448,2550,44400,450,300,256,52
2015/11,1354,4750,7575,4605,913,735,16
2015/12,252,1075,2465,1078,1200,780,66
2016/01,120,500,2000,60,59,165,48
2016/02,468,1100,12900,462,330,240,210
2016/03,328,2780,68420,258,143,242,200
2016/04,745,875,10125,1314,1487,115,0
2016/05,375,390,2310,1864,234,295,3900
2016/06,296,504,5060,1360,123,37,12
2016/07,1293,2940,8300,7305,1783,93,2200
2016/08,242,3960,13280,2456,61,147,40
2016/09,1960,4850,7150,2175,910,223,30
2016/10,1450,4750,38100,8050,3400,1988,1000
2016/11,140,2960,12080,1416,422,550,120
2016/12,210,11000,15900,545,85,330,10
2017/01,180,2525,6250,54,55,175,2
2017/02,200,2456,23280,81,66,121,1
2017/03,173,1200,4595,70,190,71,1
2017/04,150,8610,7925,163,27,85,1
2017/05,56,748,3825,81,34,60,4
2017/06,285,5750,8450,52,14,380,4
2017/07,1378,29465,40250,2865,1182,1170,200
2017/08,2218,208250,221750,11600,6676,9458,50
2017/09,1438,8435,80350,3185,1675,580,50
2017/10,275,3725,21775,630,340,918,50
2017/11,73,19525,2440,172,50,664,2
2017/12,558,12425,26600,1225,4370,486,1
2018/01,574,8600,44950,176,53,120,2
2018/02,361,988,27585,144,11,420,2
2018/03,1195,5203,104635,3100,1060,1004,200
2018/04,380,9900,61650,13833,1324,4505,10
2018/05,433,1898,3225,20125,5750,1005,30
2018/06,278,1313,3300,1975,162,38,1
2018/07,1000,3132,83251,14806,900,1958,1100
2018/08,1138,6125,53150,10315,4203,2243,30
2018/09,1570,2417,18267,57875,5490,3767,190
2018/10,1136,3380,12300,9980,5044,3020,33
2018/11,310,3020,29550,22395,4638,571,12
2018/12,1098,3538,156925,3690,1088,524,150
2019/01,178,1485,2750,34,75,39,20
2019/02,190,550,2000,1183,259,108,10
2019/03,346,2410,13575,1783,275,236,1
2019/04,743,3567,17900,14434,3083,57,5
2019/05,722,2975,7250,19518,5608,290,0
2019/06,941,2265,5950,2370,640,32,20
2019/07,3196,3400,29400,25288,4980,2098,1300
2019/08,1813,76490,61250,23030,5800,133,1
2019/09,3226,3120,25050,16658,7220,797,97
2019/10,2930,3005,3600,883,1565,870,410
2019/11,2230,23885,142775,300,585,445,10
2019/12,1008,3041,30925,3168,845,1870,520
