yyyymm,Woochi,Gwangju1,Gwangju2,Gwangsan,Naju,Yeongsanpo,Hampyeong
2000/01,12.9,12.9,12.3,12.3,12.6,12,13.9
2000/02,12.8,12.4,9.3,10.4,12.5,12.5,13.8
2000/03,13.4,13.7,9.5,11.6,11.5,11.7,11.6
2000/04,13.6,13.3,7,9.3,11,10.1,10
2000/05,13.4,11.9,5.2,6.5,8.9,10.3,9.3
2000/06,8.3,9,10.9,11.5,11.6,9.8,6.5
2000/07,8.6,8.1,11,9.8,7.2,8.5,7.5
2000/08,9.3,9.1,6.7,5.7,8.3,8.4,7.8
2000/09,8.2,8.1,7.5,7.7,7.9,6.8,6.8
2000/10,8.9,9.6,8.5,8.7,10.3,10,12.3
2000/11,10.9,13,12.1,12.5,11.9,12,11.8
2000/12,12.8,13.2,10.3,11.6,12.1,13.5,14.5
2001/01,14,14.5,11.8,11.6,13.8,12.7,12
2001/02,12.3,13.4,11.5,11.8,13.2,13.1,14.3
2001/03,12,13,11.2,11.6,12.2,12.6,11.6
2001/04,12.6,12.7,11.2,14.5,13.1,12.4,14.6
2001/05,10.7,9.3,7.1,6.8,9.7,8.5,7.3
2001/06,9.9,10.1,8.6,9.3,9.9,10.2,7.2
2001/07,6.8,7.7,7.2,7.1,7.1,6.4,6.2
2001/08,8.1,8.5,8,8.3,9,11,10.3
2001/09,8.9,9.8,8.5,11.7,11.2,13.5,10.3
2001/10,8.9,9.5,6,5.9,10.5,10.3,9.4
2001/11,11.3,11.5,6.7,7.3,9.9,11.9,11.4
2001/12,12.1,13.7,7.7,9.8,12.4,11,11.1
2002/01,12.2,13.1,8.7,11.1,13,11.3,9.3
2002/02,13.2,12,11,11.8,12.4,12.4,13.9
2002/03,13.1,14,9.5,11.6,12.6,10.2,14.8
2002/04,10.8,12.1,9.2,9.3,11.5,8.5,7.4
2002/05,8.8,9.4,7.2,7.5,8.4,6.6,6.2
2002/06,8.8,9.6,9.6,11.5,10.7,13.2,12.4
2002/07,7.9,8.7,5.9,6.1,8.6,7.4,8.5
2002/08,7.4,8.3,6.6,6.6,8.8,6.8,7.8
2002/09,7.7,7.8,7,7.1,7,7.3,11.3
2002/10,9.5,9.6,8.6,8.4,9.7,8.2,10.1
2002/11,11,11.2,7.9,8.4,9.9,10.4,13.8
2002/12,11.3,12.8,10.9,11.3,11.8,11.9,11.9
2003/01,12.7,12.4,10.9,11.4,12.1,11.9,12.4
2003/02,12,12.5,10.9,11.1,11.6,10.5,9.5
2003/03,11.6,11,10.6,10.6,11,10.1,11.9
2003/04,11.5,11.4,7.7,10.5,10,9.5,10.8
2003/05,8.4,8.5,7.7,6.2,8.3,7.9,8.1
2003/06,9.7,8.9,7.2,7.3,6.8,8.3,10.1
2003/07,8.9,8.5,7.7,7.9,7.7,6.8,6.8
2003/08,7.8,9,6.8,7.4,7.3,6,5.5
2003/09,8.3,8.1,7.3,7.2,7.5,7.4,6.5
2003/10,10.1,9.8,7.9,7.7,9.6,7.1,14.6
2003/11,10.5,11.1,9,11.3,11.1,8.4,12.6
