yyyymm,Woochi,Gwangju1,Gwangju2,Gwangsan,Naju,Yeongsanpo,Hampyeong
2000/01,6.9,7,7,7,7.2,7.4,7.4
2000/02,7.4,7.2,7.2,7.2,7,7.4,7.5
2000/03,7.5,7.9,7.2,7.3,7.3,7.8,7.6
2000/04,8.2,8.2,7.4,7.6,7.7,8,8
2000/05,8.4,8.6,7.3,7.5,7.2,8.6,8.1
2000/06,7.2,7.3,7.4,8,8,7.4,7.2
2000/07,7,7.4,7.6,7.5,7.2,8.3,8.2
2000/08,7.1,7.4,7,7,7.6,8.1,7.8
2000/09,6.9,7,7,7.1,6.9,6.8,6.8
2000/10,7,7.3,7.2,7.2,7.3,7.3,8.2
2000/11,7.1,7.9,7.8,7.8,7.6,7.6,7.6
2000/12,7.3,7.5,7.2,7.2,7.3,7.2,7.3
2001/01,7.2,7.7,7.2,7.2,7.2,7.4,7.4
2001/02,7.3,7.4,7.2,7.2,7.4,7.3,7.5
2001/03,7.1,7.2,7,7,7.2,6.8,7.1
2001/04,7.5,7.9,7.5,8,7.8,7.4,7.7
2001/05,7.6,8,6.9,7,7.5,7.4,7.4
2001/06,7.4,7.9,7.2,7.5,7.4,7.9,7.9
2001/07,7,7.4,7.8,7.6,7.1,6.7,6.6
2001/08,7.2,7.4,7,6.9,7.3,7.6,8.2
2001/09,7,7.7,7.4,7.7,7.6,8.1,8.2
2001/10,6.8,7.5,6.6,6.9,7.1,7.4,7.6
2001/11,7.4,7.3,6.9,6.9,7.4,7.2,7.1
2001/12,7.2,7.8,7.4,7.3,7.5,7.4,7.5
2002/01,7.4,7.7,7.8,7.6,7.8,7.6,7.7
2002/02,7.2,7.8,7.3,7.5,7.8,7.5,7.3
2002/03,8.1,8.4,7.6,8,7.7,8.3,8.3
2002/04,8.5,9,7.4,7.4,8,7.8,7.3
2002/05,7.4,7.9,7.2,7.2,7.5,7.2,7.2
2002/06,7.3,8.5,8.2,8,8.2,9.4,9.5
2002/07,7.5,8,7.5,7.2,8,8.1,8
2002/08,7.2,8,7.1,7.1,8.1,7.5,8.7
2002/09,7.3,7.2,7.2,7.3,7.1,7.8,8
2002/10,7.8,8.4,8.1,7.6,7.7,7.4,8.1
2002/11,7.7,8.1,7.4,7.4,7.5,7.7,9
2002/12,7.6,7.9,7.5,7.5,7.8,7.5,8
2003/01,7.3,7.3,7.2,7.2,7.5,8.1,8.3
2003/02,7.5,7.8,7.5,7.5,7.8,7.5,7.8
2003/03,7.3,7.5,7.3,7.3,7.5,7.3,7.5
2003/04,7.8,8.2,7.4,7.3,7.8,7.9,8.5
2003/05,7.4,7.4,7.4,7.3,7.2,6.9,7.2
2003/06,7.8,8,7.2,7.2,7.3,7.2,8.6
2003/07,6.9,7.2,7.1,7.2,7,7,7
2003/08,7,7.9,7.2,7.4,7.5,7,8.2
2003/09,7,7.5,7.2,7.1,7.3,6.9,6.9
2003/10,7.8,7.9,7.5,7.3,7.4,7.5,8.5
2003/11,7.8,8.1,7.8,7.9,7.7,7.5,9
2003/12,7.6,7.9,7.4,7.4,7.9,7.5,7.5
2004/01,7.7,7.5,7.2,7.1,7.5,8.9,7.6
2004/02,7.6,7.7,7.2,6.9,7.3,7.6,7.7
2004/03,7.7,7.7,7.4,7.4,7.8,7.7,8.7
2004/04,7.9,9.5,7.4,7.6,7.7,8.3,8.4
2004/05,8.3,8.3,7.7,7.4,7.9,7.7,7.9
2004/06,7.2,7.3,6.2,6.3,7.2,6.9,6.9
2004/07,7.5,7.5,7.3,7.4,7.5,7.1,7
2004/08,7.6,7.8,7.4,7.4,7.8,7.8,7.6
2004/09,7.1,7.4,7.4,7.4,7.2,7,7.1
2004/10,7.4,7.7,7.6,7,7.3,6.8,7.1
2004/11,7.3,7.8,7.4,7.6,7.6,7.5,7.3
2004/12,7.6,7.8,7.4,7.4,7.9,7.9,7.3
2005/01,7.6,7.9,7.8,7.7,7.8,7.4,7.5
2005/02,7.8,7.7,7.4,7.5,7.7,7.7,8.1
2005/03,8.3,8.4,7.5,7.4,7.9,7.6,8.1
2005/04,8.6,8.7,7.5,7.4,8.3,7.8,7.9
2005/05,8.6,8.7,7.2,7.5,8.1,7.6,7.3
2005/06,7.8,8,7.3,7.3,8.2,7.2,7.3
2005/07,7.5,7.6,7.2,7.1,7.5,7.1,7.1
2005/08,7.5,7.5,7.2,7.4,7.7,7.6,7.1
2005/09,7.4,7.5,7.1,7.1,7.1,7.1,7.3
2005/10,7.2,7.5,7.4,7.3,7.5,6.8,7.3
2005/11,7.5,8.1,7.4,7.4,7.8,7.5,8.6
2005/12,7.5,8.2,7.3,7.4,7.7,7.4,8.6
2006/01,7.3,7.6,7,6.9,7.2,7.6,5.4
2006/02,7.7,7.4,7.2,7.6,8,8,7.3
2006/03,7.6,8.1,7.2,7.2,7.8,7.3,7.3
2006/04,8.3,8.7,8.4,8.1,8,8.2,8
2006/05,8.7,9.1,8.1,8.1,8.6,8.5,8.6
2006/06,8.6,8.1,8.2,8.3,8,7.8,8.6
2006/07,8.3,7.7,7.9,7.9,8.1,7.9,8
2006/08,7.9,7.9,8,7.9,7.8,8.1,8
2006/09,8.7,8.1,7.9,7.9,8,8.3,8.1
2006/10,7.7,7.6,7.2,8.2,7.6,7.1,7.4
2006/11,7.4,7.3,7.5,7.5,7.3,7.8,7.5
2006/12,7.8,8.3,7.4,7.6,7.8,7.6,7.6
2007/01,8,7.8,7.8,7.9,7.8,7.7,7.9
2007/02,8.2,8.8,7.9,7.6,8.1,7.9,8.5
2007/03,7.8,7.9,7.9,7.6,8,7.6,7.4
2007/04,8.7,8.7,7.6,7.9,8.7,7.6,8.3
2007/05,8.4,8.9,7.6,7.9,8.6,8.5,8
2007/06,10.4,8.9,7.8,8,9,8.2,9.1
2007/07,8.3,8,7.8,7.4,7.8,8,8.9
2007/08,8.7,8.7,7.6,7.8,8.1,8.4,8.6
2007/09,9,8.3,7.7,7.8,7.7,7.6,7.7
2007/10,7.8,7.4,7.2,7.2,7.4,8.1,8.4
2007/11,8.5,7.8,7.4,7.3,7.9,8.8,9.3
2007/12,8.3,7.5,7.2,7.8,8.1,7.3,8.2
2008/01,8.4,8.3,8.1,7.7,7.8,7.7,8
2008/02,7.9,7.9,7.5,7.4,7.6,7.5,7.9
2008/03,8.2,8.4,7,7.4,7.8,7.9,8
2008/04,8.4,9.1,8,7.3,8.7,8,7.6
2008/05,7.4,9.3,7.8,7.2,8.7,7.5,7.6
2008/06,7.2,8.2,7.5,6.8,8,7.9,7.3
2008/07,7.4,7.6,7.6,7,7.6,8.3,7.2
2008/08,7.4,8,7.3,7.5,8,7.7,7.4
2008/09,7.6,7.8,7.4,7.3,7.6,8.1,7.7
2008/10,7.7,8.2,8.3,7.3,8.6,8.8,8
2008/11,7.7,9,7.9,7.5,9.3,8.8,7.6
2008/12,7.4,9,8.4,7.2,8.7,8.2,7.9
2009/01,7.5,8,6.8,7.2,8.8,8.1,7.8
2009/02,7.7,8.1,7.2,7.2,8.2,7.5,8.1
2009/03,7.9,9.5,8,7.3,8.5,8.4,8
2009/04,8.2,8.9,7.6,7.2,8.2,8.7,7.9
2009/05,7.7,9,7.4,7.4,7.9,7.5,7.4
2009/06,7.1,8.3,8.2,7.3,8.3,7.9,8.2
2009/07,7.1,7.5,7.6,6.8,7.3,5.5,7
2009/08,7.3,8.4,7.9,7.4,7.8,7.5,7.6
