yyyymm,Woochi,Gwangju1,Gwangju2,Gwangsan,Naju,Yeongsanpo,Hampyeong
2009/09,7,8,8.3,7.3,8,8.8,7.9
2009/10,7.6,7.9,7.1,7.3,7.6,8.1,7.6
2009/11,7.1,7.6,6.8,7.1,7.6,7,7.6
2009/12,7.1,7.9,7.1,7,7.4,7,8.1
2010/01,7,7.4,6.8,7.2,7.4,7.5,8.4
2010/02,7.3,7.4,7,7.2,7.3,7.4,7.6
2010/03,7.2,7.5,7.4,7.3,7.6,7.6,7.3
2010/04,7.5,8.3,7.6,7.3,7.7,7.6,7.6
2010/05,7.3,8.2,7.7,7.1,7.8,8.8,7.3
2010/06,7.2,7.6,7.3,7,7.6,7.4,7.2
2010/07,7.2,7.4,7.6,7,7.4,7.5,7.1
2010/08,7.3,7.8,7.8,7.2,7.6,7.5,7.3
2010/09,7.4,7.7,7.4,7.3,7.5,7.9,7.5
2010/10,7.3,8,7,7,7.7,7.8,7.3
2010/11,7.6,8,9.2,7.2,7.6,7.6,7.4
2010/12,7.5,7.9,7.3,7.2,7.7,7.4,7.4
2011/01,7.3,7.4,7,7.1,7.5,7.1,7.9
2011/02,7.8,8.6,7.9,7,8.1,7.6,7.7
2011/03,7.8,8,7.5,7.6,7.8,7.6,7.7
2011/04,7.8,9.2,7.7,7.7,8.4,9.4,7.4
2011/05,8,8.7,7.7,7.7,8.2,7.5,7.5
2011/06,7.3,7.8,7.5,7.3,7.8,8.3,7.3
2011/07,7.3,7.8,7.5,7.5,7.7,7.1,7.4
2011/08,7.3,7.5,7.6,7.1,7.4,7.5,7.6
2011/09,7.3,8.2,7.7,8.1,8.2,12.3,7.9
2011/10,7.7,9,7.7,7.7,8,7.6,7.3
2011/11,7.3,8.1,7.3,7.4,7.9,7.5,7.3
2011/12,7.5,7.8,7.5,7,7.6,7.8,7.4
2012/01,7.4,8.6,6.9,7.7,8.1,7.9,8.4
2012/02,7.7,9.1,7.6,7.5,8.6,8.5,8.1
2012/03,8.1,8.3,7.3,7.6,8.1,6.6,7.9
2012/04,7.6,8.8,7.6,7.8,7.9,8.7,7.5
2012/05,7.3,8.8,7.2,7.7,8.2,7.1,7.6
2012/06,7.5,7.6,7.4,8.1,8.6,8.8,7.9
2012/07,7.6,7.8,7,7.7,8.1,8.1,6.9
2012/08,7,8.2,7.3,7.2,8.3,7.4,8
2012/09,7.7,7.3,6.7,7.5,7.2,6.5,7.7
2012/10,7.2,7.5,7.1,7.1,7.9,8.1,7.9
2012/11,7.3,7.3,7.6,7.3,7.4,7.5,7.7
2012/12,7.4,6.9,7.4,7.3,6.9,7.4,8.3
2013/01,7.5,7.2,6.4,7.1,7.2,6.9,8.2
2013/02,7.1,7.7,8.4,7.2,7.4,8.1,7.7
2013/03,7.3,8.5,7.2,7.5,7.9,8.2,8.4
2013/04,7.8,8.4,7.2,7.6,8.1,8.5,8
2013/05,7.4,7.6,7.2,7.8,7.9,9,7.9
2013/06,7.2,7.6,7.2,7.2,7.8,8.3,7.4
2013/07,7.5,8,8,7.4,7.9,9,7.9
2013/08,7.3,8.3,9.1,7.7,8.6,9.8,8.1
2013/09,7.2,8.5,7.7,7.8,8.9,8,7.4
2013/10,7.5,8.8,8,7.5,8,7.9,7.8
2013/11,7.4,8.5,8.1,7.7,7.8,8,7.9
2013/12,7.3,8.2,7.5,7.4,7.7,7.5,7.9
2014/01,7.5,8.9,8.2,7.5,8.1,8.1,8.8
2014/02,8.4,9.1,8.2,7.6,8,8.1,8.9
2014/03,8.5,8.7,7.5,7.6,7.7,8,8.3
2014/04,7.8,8.7,7.6,7.4,8.1,7.5,7.9
2014/05,7.3,8.7,8.1,7.6,8.3,8,7.7
2014/06,7.3,8.3,7.9,7.8,8.5,8,7.7
2014/07,7.3,8.2,7.4,7.6,8.1,7.3,8
2014/08,7.3,7.9,8,7.1,7.7,8.2,7.5
2014/09,7.3,8.1,7.4,7.4,7.9,8,7.6
2014/10,7.1,8.2,7.9,7.4,8.1,7.8,7.4
2014/11,7.3,8,7.9,7.4,8,8.2,7.3
2014/12,7.2,8.4,7.5,6.9,8.2,7.7,7.3
2015/01,7.2,7.8,7.5,6.9,7.9,7.7,7.6
2015/02,7.1,8,7.6,7.1,7.4,7.6,8.1
2015/03,7.6,8.3,7.5,7.4,8.4,8.5,8.2
2015/04,7.6,8.1,7.5,7.2,7.7,8,7.7
2015/05,7.2,8.3,7.6,7,8.2,7.8,7.2
2015/06,7,8,7.7,6.7,8.3,8.3,7.2
2015/07,7.2,7.6,7.7,7.5,7.7,7.7,7.3
2015/08,7,7.8,7.6,7.3,8,8.2,7.3
2015/09,7.2,7.9,7.7,7.2,8,7.9,7.5
2015/10,7.1,8,7.5,7,7.8,7.8,7.1
2015/11,7,7.7,7.5,6.7,7.5,7.5,7.1
2015/12,7,7.6,7.2,6.6,7.1,7.3,6.9
2016/01,7.5,7.7,7.4,7.2,8.4,8.3,8.5
2016/02,7.1,7.7,7.5,7.1,7.7,7.7,7.3
2016/03,7.2,8,7.2,7.2,7.9,8,7.7
2016/04,7.3,8.4,7.9,7.2,7.6,7.9,7.2
2016/05,7.1,8,7.5,6.9,7.3,8.1,7.3
2016/06,6.9,7.8,7.4,6.9,7,8.1,7.3
2016/07,7.1,7.7,7.6,6.9,7.5,8.5,7
2016/08,7,8,7.8,6.8,8.2,8.7,7.3
2016/09,7.3,7.9,7.5,7,7.7,8.1,7
2016/10,7.3,7.7,7.1,6.5,7.2,7.3,7.1
2016/11,7.6,8.4,7.5,7,7.6,7.8,7.3
2016/12,7.8,8,7.7,7,7.7,7.8,7.4
2017/01,7.4,8,7.6,7,7.8,8,7.3
2017/02,7.8,7.9,7.5,7.2,8.1,8.3,8.3
2017/03,7.7,8.2,7.6,7.5,8.2,7.9,7.7
2017/04,8.5,8.3,7.6,6.8,7.9,7.8,7.4
2017/05,7.8,8,7.6,7.2,7.8,8.3,7.5
2017/06,6.9,8.1,7.9,7.1,7.9,8.3,7.2
2017/07,7.3,7.9,7.6,6.4,7.5,7.9,6.8
2017/08,7.3,7.7,7.5,6.6,7.4,8.2,7
2017/09,7.2,8,7.3,7,7.7,7.9,6.8
2017/10,7.8,8.3,7.4,7.1,7.2,7.8,7.2
2017/11,7.9,8.2,7.5,7.6,6.9,7.5,7.5
2017/12,7.4,7.9,7.7,7.8,7.5,7.8,7.9
2018/01,8,7.9,7.5,7.2,8,8.2,8.2
2018/02,8.2,8.2,7.8,7.5,7.7,8.3,8.6
2018/03,7.2,7.4,7.2,7.3,7.4,7.6,7.5
2018/04,7.6,7.9,7.5,7.4,7.1,7.7,7.7
2018/05,7.4,7.9,7.7,7.5,7,7.6,7.6
2018/06,7.1,7.8,7.3,7.6,8,7.7,7.9
2018/07,7.5,7.7,7.3,8,7.7,7.8,8.4
2018/08,7.2,8,7.6,8,7.9,7.6,8.4
2018/09,7.5,7.8,7.3,7.3,7.6,7.5,7.2
2018/10,8,8,7.4,7.3,7.8,7.9,7.7
2018/11,7.5,7.9,7.7,7.8,7.7,7.8,7.9
2018/12,7.7,7.8,7.6,7.9,7.7,7.7,8.6
2019/01,7.9,7.6,7.3,7.8,8,7.6,8.5
2019/02,7.9,7.5,7.3,7.8,8.5,7.9,8.9
2019/03,8.4,8,7.6,7.8,8,7.9,8
2019/04,8.2,8.1,7.5,8.3,7.8,8,8.6
2019/05,8,8.3,7.5,7.6,7.6,8.2,7.5
2019/06,6.9,7.8,7.6,7.9,7.5,8.6,8.2
2019/07,7.2,7.9,7.4,7.7,7.4,7.7,7.9
2019/08,7,8.3,7.6,7.6,7.6,8.1,7.9
2019/09,7.2,7.8,7.4,7.4,7.4,7.7,7.3
2019/10,7.6,8,7.4,7.8,7.8,7.9,7.7
2019/11,7.8,7.9,7.4,7.7,7.6,8,8.1
2019/12,7.9,8.5,7.7,7.7,8.1,7.5,7.8
