yyyymm,Woochi,Gwangju1,Gwangju2,Gwangsan,Naju,Yeongsanpo,Hampyeong
2005/12,1.1,2.3,10.6,6.2,3.3,6.4,6.2
2006/01,1.7,2,14.3,6.9,5.8,4.4,3.5
2006/02,2.6,3.1,14.9,7.4,7.9,5,3.6
2006/03,2.4,4.2,11.7,5.9,6.2,6,3.8
2006/04,4.4,6.5,11.5,9.2,5.3,9.8,8.2
2006/05,4.2,5.1,14.5,11.7,6.6,13.1,6.7
2006/06,3.8,3.2,16.7,13.2,4.8,16.7,4.4
2006/07,1.6,1.7,3.1,3.7,2.1,1.7,1.6
2006/08,1.3,1.9,3.7,4.8,2.8,3.8,3.5
2006/09,1.4,1.4,7.2,6.2,3.1,5.9,3.9
2006/10,1.5,1.5,7.8,4,4,5.2,5.2
2006/11,2,1.9,8.9,5.9,5.2,3.1,2.7
2006/12,2.1,2.8,13.3,5.4,3.9,5.1,3.1
2007/01,3.2,2.8,4,7.9,4.9,6.5,2.9
2007/02,4.9,4.2,8.5,10.8,8.7,5.8,5.5
2007/03,1.9,2.5,4.3,8.1,4.7,1.9,4.1
2007/04,4.1,6.8,10.8,9.6,8.5,6.2,6.2
2007/05,5.4,9.7,27.8,12.4,8.9,19.8,5.2
2007/06,4.6,7.1,14,11.2,8.7,13.7,7.3
2007/07,3,2.7,13.8,5.9,4.6,10,13.6
2007/08,1.2,2.1,4.6,4.9,3,3,3.6
2007/09,1.6,1.7,2.9,3.3,1.5,2.6,3.7
2007/10,1.4,1.3,3.6,3.2,1.3,3,1.8
2007/11,1.3,1.5,3.4,3.6,2.4,1.7,3.3
2007/12,2.3,2.3,5.1,4.1,3.2,2.4,4.2
2008/01,1.3,2.4,11.8,5.2,2,1.8,4.9
2008/02,1.9,2.6,3.4,6.4,3.5,4.4,4
2008/03,3.4,7.4,5.5,9.4,12,4.4,5.6
2008/04,4.2,7.6,11.3,10,10.5,9.4,4.8
2008/05,3.1,10.4,17,8.5,9.4,5.1,4.8
2008/06,2.6,3.6,6.6,6.3,4.4,5.9,4
2008/07,1.5,1.9,2.4,2.7,2,3.9,2.2
2008/08,3.8,2.5,2.4,2.9,2.5,0.6,2.3
2008/09,1.7,2.2,2,2.6,2.4,2.8,2.4
2008/10,1.6,2.8,2.6,3.7,2.3,3,2.4
2008/11,3.8,6.4,8,5.9,3.6,4.2,2
2008/12,2.6,4.1,4.6,5.4,4.5,6.9,5.6
2009/01,2.1,5.1,5.8,5.1,6.2,4.9,6.1
2009/02,2.9,5.6,7.9,8,8.3,10.9,5.1
2009/03,3.4,5.5,7.4,9.3,10.2,8,6.5
2009/04,6.5,9.3,10,10.1,9.5,8,5.6
2009/05,6.5,6.9,6.4,9.2,7.9,7.3,4
2009/06,4.4,6.3,10.8,7.3,9,3.9,6.5
2009/07,3.5,1.9,3.6,4.9,2.5,2.1,3.6
2009/08,2.5,2.3,2.2,3.6,3.1,1.7,3.4
2009/09,1.7,1.4,1.4,2.9,2.3,3.1,2.6
2009/10,1.9,1.7,4.9,4,2.5,2.5,2.7
2009/11,2.6,3.3,3.7,3.8,3.5,2.8,3.1
2009/12,2.8,4.5,4.1,4.1,4.2,3.2,4.1
2010/01,2.2,2.3,2.9,5.9,5.8,2.6,6.1
2010/02,2.2,3.4,8.3,6.3,6,5.1,5.8
2010/03,2.3,2.4,3.4,5.6,3.7,4.3,3.4
2010/04,3.1,4.7,3.3,6.9,5.4,4.9,4.7
2010/05,2.9,4.3,6.6,5.2,4.6,6.2,4.5
2010/06,3.6,2.5,3.6,5.1,3.5,3.7,4.5
2010/07,3.1,2.2,2.2,4.5,2.6,2.5,4.5
2010/08,3.6,1.4,1.8,3.9,2.3,2.4,4
2010/09,3.3,0.9,1.6,3.3,1.5,1.6,3.4
2010/10,2.9,1.7,4.2,3,3.2,3.4,2.8
2010/11,4,3.5,5.1,4.4,5.2,4.6,3
2010/12,3.9,5.2,11.2,5.6,8,2.7,4.7
2011/01,2.6,3,4.6,5.7,6.5,4.4,3.6
2011/02,3,4.3,9.4,6.5,6.3,5.6,5.7
2011/03,3.5,4.6,8.5,6.3,5.7,5.7,5.9
2011/04,6.5,10.7,10.9,10.8,13.2,14.6,7.3
2011/05,4.6,4.7,7.4,6.5,5.8,3.3,4.7
2011/06,6.1,5.1,7.7,6.8,5.5,8.4,5.6
2011/07,4.2,5,4.6,5.6,5.1,2.5,5.1
2011/08,1.9,2.7,4,2.8,3.7,2.2,3.7
2011/09,2.1,2.7,4.3,5.7,3.6,5.4,4.1
2011/10,2.2,4.6,6.6,5.4,2.7,1.4,3.2
2011/11,2.4,4.1,7.3,5.4,5.2,2.6,3.5
2011/12,1.2,2.1,6.4,2.7,3.2,2.6,3.1
2012/01,2.1,5.3,2.7,5.6,5.5,3.2,4.9
2012/02,2.7,3.3,3.3,6.3,4.9,4.3,6.6
2012/03,4.2,6,4.4,7.1,5.1,5.4,5.3
2012/04,3.5,5.4,3.4,6.5,3.6,4.7,4.7
2012/05,3.4,5.3,8.6,6.8,5.9,3.6,4.5
2012/06,4.6,5.8,8.2,7.6,6.8,8.4,6.9
2012/07,3.1,3.6,4.1,4.9,6,7.4,4.7
2012/08,2.6,3.2,4,4.7,5,6.6,4.8
2012/09,1.5,3,2.4,1.8,1.8,1.3,2
2012/10,2,3.5,5.1,3.5,3.3,2.3,3.5
2012/11,1,2.8,4.6,3,3.6,1.3,2.9
2012/12,1.6,2.6,2.8,3.5,3.7,1,3.5
2013/01,1.9,3,5.2,3.5,2.1,1.8,3.7
2013/02,1.5,2.7,4,3.3,2.8,3,2.9
2013/03,3.3,5.4,5.7,5.7,5.5,3.4,5
2013/04,3.9,6.5,5.4,5.1,4.5,4.7,4.2
2013/05,3.6,4.6,5.9,6.4,4.7,5.8,4.2
2013/06,3.8,4.3,7.5,5.3,4.6,2.9,4.3
2013/07,2.3,2.7,4.3,4.3,2.9,2.9,4.3
2013/08,3.1,2.8,5.2,4.4,3.5,6.6,5
2013/09,2.6,1.9,3.8,3.9,3.2,2.2,2.7
2013/10,2.5,2.9,4.9,4,3.2,2.1,3.9
2013/11,3,2.4,5,6,4.3,4.5,2.8
2013/12,1.9,1.3,2,4.1,2.6,2.8,2.9
2014/01,2.4,3.3,3,3.9,3.3,3.7,5.5
2014/02,3.9,4.6,6.7,6.5,5.9,4.2,5.3
2014/03,6.1,6.3,7.1,7,4.7,5.8,5.9
2014/04,4,4.7,5,7,4,2.2,4.4
2014/05,5.2,4.5,3.5,6.5,4.4,3.4,3.8
2014/06,3.9,4.2,8.1,5.1,5.3,5.6,5.3
2014/07,3.4,3.9,4.5,5.2,5.3,2.8,6.3
2014/08,1.7,2.4,3.2,3.7,2.9,3.4,3.1
2014/09,1.5,2.3,2.4,4.2,3.5,2.7,3
2014/10,2.2,2.8,2.8,4.4,3.7,2.8,3.5
2014/11,1.6,2.4,1.9,4.1,4.9,2.5,2.9
2014/12,1,1.9,1.8,2.9,2,2.5,3.5
2015/01,1.6,1.9,2.9,2.5,1.7,2.4,3.9
2015/02,2,3.1,5.3,4.3,3.9,4.6,4.5
2015/03,4.4,5.1,5.2,6.9,6.2,6.5,5.5
2015/04,4.3,5.1,6.9,5.6,5.1,5.3,5.3
2015/05,3.4,4.8,5.6,6.3,6.4,4.3,4.2
2015/06,3.6,3.5,6,5.3,5.9,4.5,4.5
2015/07,2,3.3,6.1,4.2,3.8,4.3,4
2015/08,2,3.2,5.6,4.3,6,8.5,5
2015/09,1.3,1.7,2.5,4.4,4.7,3,3.6
2015/10,1.7,3.6,4.9,4.3,4.4,2.9,4.4
2015/11,2.3,2.6,3.7,4.2,3.4,3.2,4.1
2015/12,1.5,1.8,1.7,2.3,2.5,2.4,3.4
2016/01,1.5,1.9,2.9,2.6,3.6,4.3,4.9
2016/02,2.1,2.6,2.7,3.5,3.3,3,4.1
2016/03,2.7,3.6,4.5,4.8,4.1,3.6,5.1
2016/04,3,4.6,6.8,5.4,4.5,3.6,3.9
2016/05,1.9,3,4.2,4.5,5.6,6,4
2016/06,2.6,2.8,5.9,4,4.3,6.2,4.6
2016/07,2.4,2.2,4.2,3.9,4.7,5.5,2.9
2016/08,2.4,2.9,5.3,4.5,5.7,10.9,3.7
2016/09,1.8,2.1,3,4.1,4,3.8,3.5
2016/10,1.2,2.4,2.7,3,2.5,2.3,3.4
2016/11,1.4,3.6,4,3.8,4,3.1,3
2016/12,1.3,3.5,4.5,4.1,4.6,2.7,3.5
2017/01,1.5,2.8,4,4,4.1,4.5,2.9
2017/02,1.8,3.6,4.5,5.5,5.8,4.9,6.5
2017/03,4,5.7,6.9,6.8,7.1,5,3.9
2017/04,5.9,8.1,7.1,7.3,7.1,5.5,5.6
2017/05,5.8,4.8,4.9,5.9,7.1,4.1,3.3
2017/06,3.9,5,7.6,6.9,7.6,5.8,3.9
2017/07,2.3,3.1,5.3,3.9,3.9,4.1,4
2017/08,2.5,2.9,4.5,3.8,3.3,5.2,3.8
2017/09,1.7,1.9,3.7,3.7,4.7,2.1,2.9
2017/10,1.6,3,4.7,4.9,4.2,3.4,3.5
2017/11,4.1,4.6,5.4,5.3,5,3,3.3
2017/12,3.3,4.1,8,5.4,5.9,5.4,2.6
2018/01,2.9,4.6,7.3,6.4,6.9,5.8,5.7
2018/02,3.2,3.6,5.9,6.1,6.9,4.6,5.2
2018/03,3.5,3.6,8,6,5.9,5.4,3
2018/04,2.5,3.5,7.4,5.7,4.8,5.1,3.9
2018/05,2.7,3.5,9.1,6.2,4.8,5.2,3.6
2018/06,2.9,3.2,5,6.6,8.1,5.7,4.3
2018/07,3.6,2.7,8,7,7.3,6.4,4.7
2018/08,2.5,2.6,6.6,6.7,6.4,3.3,5.2
2018/09,2.1,0.8,4.1,4.8,4.2,3,3.6
2018/10,2,2.8,5.1,4.9,4,3.7,3
2018/11,1.8,3.3,7.9,5.1,5.6,3.6,3.6
2018/12,1.8,2.9,7.2,4,4.4,4,4.2
2019/01,1.7,3,6,4.7,4.2,4.9,4.7
2019/02,2.8,4.1,7.7,6.6,6.4,5.9,6.1
2019/03,4.4,6.1,10,6,5.6,6.1,3.9
2019/04,4.3,6.1,8.8,6,4.4,4.9,4.4
2019/05,3.7,4.7,8.2,4.8,5.8,5.8,4
2019/06,3.5,3.3,8.9,6.4,5.9,5.2,4.7
2019/07,2.6,2.6,7.8,4.1,3.5,4.7,3.8
2019/08,2.6,2.9,7.6,4,3.8,4.6,3.8
2019/09,1.6,1.2,5.7,3.8,4.2,3.2,2.8
2019/10,1.3,1.6,5,3.9,4,1.7,2.4
2019/11,3.4,2.9,9.8,5,4.8,3.5,3.5
2019/12,2.9,5.9,8.6,6.1,6.2,2.8,3.6
