yyyymm,Woochi,Gwangju1,Gwangju2,Gwangsan,Naju,Yeongsanpo,Hampyeong
2000/01,2,3.3,7.7,6.2,6.2,4.6,3.9
2000/02,2,2.7,8.1,7.1,6.7,4.8,3.6
2000/03,3.6,5,9.3,9.1,7.6,7.2,6.1
2000/04,5.9,9.1,13.9,13.3,10.3,10,7.4
2000/05,6.4,8.9,11.5,11.4,10.1,9.2,7.7
2000/06,5.5,6.8,9.7,9.2,7.9,8.8,8.3
2000/07,2.8,3.9,6.4,10.5,6.7,7.5,6.3
2000/08,2.1,3.3,6.8,7.7,5.2,6.8,6.2
2000/09,1.2,1.5,2.5,2.5,3.3,3,3.1
2000/10,1.5,2.5,5.2,4.7,3.5,5,4.7
2000/11,1.7,4,8.7,9.7,6.1,8.1,6.6
2000/12,2,4,7.2,7.8,4.9,6.2,5.2
2001/01,2.4,4.5,9.1,11.5,5.1,9.3,5.8
2001/02,1.8,3,9.8,11.9,5.7,9.3,5.8
2001/03,1.8,2.7,3.7,4,4.7,2.4,2.8
2001/04,4.3,6,8.4,8.9,9.1,9.1,7.2
2001/05,6.3,9.5,14.6,14.7,11.4,13.1,9.8
2001/06,5.1,6.3,17.2,20.3,10,12.5,11.5
2001/07,2,2.5,5.3,5.8,3.5,3.6,1.7
2001/08,2.5,3.4,3.4,5.3,5.3,7.3,5.4
2001/09,2.2,4.4,8.4,9.2,5.9,12.5,4.2
2001/10,1.4,3.1,8.2,7.1,4.5,4.1,6.7
2001/11,1.3,2.6,5.6,5.4,4.3,4.7,5
2001/12,2.2,3.3,11.9,7.6,5.2,7.7,6.7
2002/01,1.6,2.5,9.9,6.1,4.4,3.6,2.7
2002/02,1.1,1.6,8.1,5.9,3.9,3.1,2.3
2002/03,2.5,4.8,8,8,6.6,10.3,6.5
2002/04,4.1,7.5,7.6,6.2,9.4,7,3.8
2002/05,3.5,5.6,10.4,7.3,5.9,5.2,1.9
2002/06,4.2,5.5,12.9,12.6,9.2,11.8,10.6
2002/07,3,4,5.9,5.5,5.4,4.3,4.4
2002/08,1.2,3,5.3,5,4.9,2.7,4
2002/09,1.2,2.3,4.8,4.1,3.8,4.5,4.3
2002/10,1.8,3,4.3,4,3.4,4.3,4.8
2002/11,2.6,3.7,7.7,7.4,5.1,5.3,7
2002/12,1.6,3,5.2,4.6,5.6,7.2,7.7
2003/01,1.4,1.8,8.4,5.5,5.2,3.7,4.4
2003/02,1.6,2.2,8.8,8.9,5.8,5.8,3.7
2003/03,1.8,2.4,8.5,7.7,5.1,6.7,3.3
2003/04,3.9,6.9,12.1,14.4,8.9,9.1,9.1
2003/05,1.6,2.3,9.8,5.4,4.3,6.3,4.7
2003/06,4.2,5.2,5.8,4.9,7.6,7.1,6.3
2003/07,2.1,2.7,4.5,4.1,3.4,2.8,2.2
2003/08,1.4,1.9,4,3,3.8,2.8,1.8
2003/09,1,1.8,3.7,2.4,2.3,1.9,1.6
2003/10,1.5,2.2,5.2,4.9,3.2,3.4,2.5
2003/11,2,3.6,6.1,5.4,3.9,4.3,2.9
2003/12,1.8,2.5,5.8,5.3,4.2,3.9,3
2004/01,1.4,2,6.6,6.1,5,2.2,3.9
2004/02,2.5,4.8,6.8,9.6,6.5,3.7,4.1
2004/03,2.1,4.4,12,11.9,8.1,4.9,8.6
2004/04,5.4,10.7,15.5,13.2,9.7,10.2,7.1
2004/05,4.2,6.3,17.8,10.9,10,5.6,5.4
2004/06,4.4,6.1,12.3,6,9.4,11.2,12
2004/07,2.5,2.9,14.1,13.3,4.4,2.1,2.3
2004/08,2.8,4.1,8.4,7.6,5.4,3.5,6.4
2004/09,1.7,1.8,9.3,8.3,3.3,6.6,4
2004/10,1.3,1.6,6.9,2.5,2.9,7.3,5.7
2004/11,1.8,2.4,8.5,6.6,5.6,6.5,8.2
2004/12,1.2,1.5,7.2,8.5,2.9,3,5.1
2005/01,0.9,1.9,9.8,7.2,3.6,3.4,2.7
2005/02,1.7,2.5,11.7,5,4.7,6,4.4
2005/03,3,5.3,19.6,13.6,6.9,9.7,5.1
2005/04,3.5,5.9,15.1,15.5,8.5,7.6,4.9
2005/05,5.2,7.2,12.7,5.2,7.7,1.3,4.1
2005/06,4.2,3.5,13.8,9.9,9.6,9.5,7.9
2005/07,2.3,2.8,6.9,4.9,4.4,3.8,2.5
2005/08,2.7,3.7,8.6,5.3,4,2.8,4
2005/09,1.2,1.6,10.5,6.9,2.4,6,3.1
2005/10,1.7,2.1,17,5.2,2.7,1.3,3.5
2005/11,1.5,2.8,10,10.4,5.2,10.6,5.5
