"number","site","month","pH","DO","Temp","EC","BOD","COD","SS","T_N","T_P","TOC","NH3_N","PO4_P","Chl_a","Flow","Rain","logTC","logFC"
1,"公救1","Jan-15",0.281577594058596,3.10125766082172,-1.42258023649715,0.755772850512402,-0.133617564626267,-1.05879740092885,-0.390513938248482,0.783665930587365,-0.974252022892015,-1.8424532853604,0.283224919204379,-0.975610346840446,0.454806410801723,-0.152792224384049,-0.787665067312524,-0.199178627785392,-0.529933535490492
2,"公救1","Feb-15",0.606474817972358,1.45670197088393,-1.38758441272109,0.579891420550584,1.49146092407157,-0.0279196069210457,0.377244047142951,0.608007259386247,-0.728899991943344,-0.578400095820001,0.421961485403075,-0.897924055121233,2.70155008016223,-0.575796797034203,-1.01221923787091,-0.634843184243912,-1.24169710779231
3,"公救1","Mar-15",1.25626926579989,0.373701882388304,-0.909308154448161,0.704043018170691,1.70813805589795,0.0365102552044432,0.391461787613162,1.00323926958876,-0.820907003549095,-0.80822794846371,1.15032845794623,-0.897924055121233,1.17340053986844,-0.746761681355995,-0.885360712945067,-0.354683238923131,-0.979006350764021
4,"公救1","Apr-15",1.25626926579989,0.0528129672784899,-0.151065305966693,0.300550325905343,1.92481518772433,0.100940117329931,-0.760175190473986,0.68020595051552,-0.667561984206176,0.340911314754835,1.40005427710388,-0.703708325823202,0.714046064958705,-0.00386553083388455,0.940235530815286,-0.32874695165064,-0.566965049921437
5,"公救1","May-15",-0.368216853768932,-0.949964892439678,0.432198423634437,-0.154672198701717,0.40807526493968,-0.0923494690465334,-1.07296548081864,-0.0745308825265766,-0.790237999680511,-0.118744390532582,0.584976950686542,-0.315276867227138,-0.841391859983187,0.172375650256589,-0.252526232280536,2.311735668283,-0.792624292518785
6,"公救1","Jun-15",1.25626926579989,-0.548853748552411,0.922139956499385,0.217782594158605,0.29973669902649,1.38953735983969,-0.831263892825045,-0.683381700503337,-1.31161106544644,0.685653093720399,-0.259581896048018,-0.897924055121233,-0.573056077610171,0.245117766073595,0.330731353585392,0.339375231792048,-1.69076992306584
7,"公救1","Jul-15",-0.693114077682694,-1.63185383704803,0.945470505683431,-0.734046320928883,0.733090962679248,-0.0279196069210457,-0.319425235897423,-0.433291388962761,0.221839127982757,0.915480946364108,0.125412075153363,0.888860654420658,-0.905064757495428,0.469617759072741,0.940235530815286,1.5296422022865,0.0190096705280935
8,"公救1","Aug-15",-0.368216853768932,-1.75218718021421,1.33042456722018,-0.754738253865567,0.841429528592437,-0.156779331172021,0.320373085262104,-1.25352806550358,0.160501120245589,-0.463486169498147,-0.932454242111692,0.500429195824595,-0.350200936317326,0.472738495576169,-0.125667707354696,0.310708275358813,-0.198982321358544
9,"公救1","Sep-15",-0.693114077682694,-1.47140937949313,0.968801054867476,-0.785776153270594,-0.458633262365835,-0.414498779673973,-0.475820381069752,-1.3056302137412,-1.0049210267606,-0.693314022141855,-1.07986184369781,-0.431806304805957,-0.91870894981948,0.0977675270457805,-0.227737784881234,-1.4612446823601,-0.740766613392061
10,"公救1","Oct-15",-0.0433196298551666,-0.949964892439678,0.362206776082301,-0.620240689777118,0.40807526493968,-0.0923494690465334,0.547856932785491,-0.809915489080414,-1.03559003062918,-0.80822794846371,-0.679260008799073,-0.626022034103989,-0.309268359345171,-0.64619031733832,-0.159205018541987,-0.348121561638033,-0.343551477245256
