date,WT,pH,EC,DO,TB,TOC,TN,TP,Chla,pct,Temp
2015-04-26,17.9,6.7,322,7.9,2.8,2.5,4.65,0.089,23.2,,18.5
2015-04-27,18.2,7.1,316,9.4,2.6,3.3,4.793,0.066,28.1,,19
2015-04-28,18.4,7.2,310,8.9,2.7,4.1,4.998,0.052,31.2,22.5,17
2015-04-29,18.1,6.7,310,5,7.4,3.9,5.151,0.07,20.7,39,17.8
2015-04-30,19.9,6.7,298,4.3,9,3.9,5.577,0.131,18.8,,19.6
2015-05-01,20.8,6.7,276,5.8,4.4,4,5.744,0.141,35.3,,20.2
2015-05-02,20.6,6.6,241,4.9,4.2,3.9,5.403,0.138,29.7,3.4,20.2
2015-05-03,20.5,6.5,218,4.8,4.5,3.6,4.502,0.139,27.3,7.7,18.2
2015-05-04,20,6.6,217,5.4,4.8,3.2,3.956,0.124,15.8,,15.1
2015-05-05,20.5,7,218,8.2,4.5,3.1,3.9,0.109,28.6,,14.1
2015-05-06,20.2,7.2,212,9,4,3.1,3.791,0.1,34.8,,15.5
2015-05-07,21,7.2,210,9.9,2.4,3.2,3.666,0.091,46.5,,17.5
2015-05-08,21.4,7,212,8.9,2,3.2,3.603,0.076,27,0,18.1
2015-05-09,21.9,7.3,218,10.6,2.3,3.5,3.628,0.079,38.8,1.5,18
2015-05-10,22.3,6.9,220,9,2.3,3.9,3.632,0.081,24.8,,19.1
2015-05-11,21,6.7,224,6.4,2.2,3.6,3.755,0.081,16.5,19,17.6
2015-05-12,20.8,6.5,233,4,4.2,3.3,3.999,0.095,10.8,10.5,15.8
2015-05-13,21.1,6.5,246,3.5,6.1,3.3,4.108,0.093,9.7,,20.1
2015-05-14,21.5,6.5,252,3.8,6.4,3.2,4.119,0.087,9.8,,22.1
2015-05-15,22.1,6.5,261,4.4,4.7,3.3,3.991,0.077,9.6,1,20.8
2015-05-16,22.2,6.5,266,4.4,4.9,3.2,3.927,0.075,8.8,,19.6
2015-05-17,22.7,6.4,271,4.1,5.3,3.2,4.02,0.081,8.1,,19.2
2015-05-18,22,6.4,273,3.9,5.3,3.2,4.09,0.088,7.1,2,16.1
2015-05-19,22.2,6.5,279,3.8,4.4,3.2,4.033,0.097,10.3,,18.8
2015-05-20,22,6.6,286,3.7,4.5,3.1,4.112,0.106,12.9,,17.3
2015-05-21,22.3,6.6,291,3.7,4.8,3.1,4.132,0.108,15.4,,18.7
2015-05-22,23.6,6.6,294,4.5,4.1,3.1,4.08,0.099,21.8,,21.2
2015-05-23,23.5,6.6,290,5.6,4.3,3.2,4.062,0.09,27.6,,20.9
2015-05-24,23.2,6.6,286,6.8,5,3.4,3.994,0.08,37.8,,21.1
2015-05-25,23.2,6.6,286,6.4,6,3.5,3.879,0.08,42,,20.7
2015-05-26,23.7,6.6,289,6.7,7.2,3.5,3.792,0.078,39.5,,22.6
2015-05-27,23.8,6.5,290,6.1,,3.5,3.807,0.069,32.2,,23.6
2015-05-28,24.6,6.9,294,6.8,,4,3.972,0.053,39.7,,24.2
2015-05-29,26,7.6,300,8.2,4.9,4.7,3.945,0.047,59.2,0,23.9
2015-05-30,24.7,7.2,301,6.8,5,4.7,4.039,0.048,51.9,3.5,19.2
2015-05-31,25.8,7.5,312,7.6,6.7,5.2,4.09,0.059,61.3,,21.8
2015-06-01,25.8,7.4,323,7.1,8.3,5.4,4.15,0.059,83.5,,23.1
2015-06-02,25.2,7.2,328,6.7,11.1,5.6,4.226,0.064,100.1,,21.6
2015-06-03,25.1,7,331,5.2,14.9,5.4,4.247,0.069,90,,22.4
2015-06-04,24.9,7.5,329,6.8,14.3,5.6,4.243,0.079,95.1,,23.3
2015-06-05,24.7,7.2,329,6.3,10.6,5.3,4.277,0.072,79.8,1.5,18.3
2015-06-06,24.7,7.2,331,6.5,10,5.3,4.27,0.07,75.2,,21
2015-06-07,24.9,7,334,5.9,9.5,5.3,4.411,0.064,63.6,,21.6
2015-06-08,24.6,6.9,339,5,9.5,5.4,4.595,0.066,62.4,3.5,19.8
2015-06-09,25.4,7.1,340,6.1,8.8,5.4,4.553,0.065,56.5,,22.5
2015-06-10,25.7,7,338,6.2,7.5,5.4,4.499,0.057,48.7,,24.4
2015-06-11,25.6,6.9,335,5.8,8.3,5.4,4.33,0.055,41.6,0.2,23.1
2015-06-12,25.8,6.9,338,5,6.6,5.2,4.059,0.043,28.1,,25.7
2015-06-13,25.7,6.8,338,3.9,5.8,5.2,4.146,0.044,24.8,,24.3
2015-06-14,25.6,6.8,336,3.4,6,5.2,4.216,0.047,25.6,33.5,21.7
2015-06-15,26.3,6.9,335,4.6,6.7,5.5,4.05,0.053,26.4,,23.8
2015-06-16,26.3,6.8,335,3.9,8.2,5.3,4.073,0.056,22.1,0,23.3
2015-06-17,25.4,6.7,332,4,8.1,5.3,3.901,0.063,22.3,0,21.3
2015-06-18,26.3,7,331,6.8,8.8,5.4,3.714,0.06,31.9,0,24.1
2015-06-19,26.2,6.9,330,6.5,7.9,5.5,3.62,0.065,28.6,,23.7
2015-06-20,25.2,6.8,333,4.9,6.9,5.4,3.312,0.068,26.7,12.5,20.4
2015-06-21,26.2,6.8,333,6,6.2,5.5,3.348,0.07,36.9,0,21.8
2015-06-22,26.3,6.8,320,5.9,5.2,5.5,3.279,0.062,25.8,,22.5
2015-06-23,27.2,7.3,289,6.9,7.3,5.8,3.328,0.071,34.8,,24.3
2015-06-24,26.7,6.9,274,5.5,6.5,5.4,3.934,0.056,28.1,0,23.3
2015-06-25,26.1,6.7,273,3.8,6,5.3,3.775,0.067,23.2,19.7,22.2
2015-06-26,25.1,6.6,287,1.7,5.8,5.1,4.079,0.093,17.9,8.8,21.9
2015-06-27,24.9,6.6,290,1,4.8,5,4.132,0.105,11.7,0.3,21.7
2015-06-28,25.9,6.6,264,1,4.8,4.9,3.784,0.103,8.4,0,24
2015-06-29,25.6,6.7,249,3.2,5.7,4.9,3.678,0.09,12.2,,24
2015-06-30,25,6.6,250,2.7,5.3,4.7,3.821,0.087,12.7,16.1,20.2
2015-07-01,25.3,6.7,265,3.4,6,4.9,3.989,0.089,16.1,0.2,22.5
2015-07-02,25.7,6.9,274,5.6,5.1,5.2,4.066,0.065,25.7,,22.9
2015-07-03,25.9,7.1,274,6.2,3.9,5.2,3.932,0.059,27.7,,23.8
2015-07-04,26.5,7.8,265,8.8,4.8,5.1,3.794,0.053,40.2,0,22.7
2015-07-05,26.8,7.8,255,8.4,5.6,5,3.631,0.055,32.9,0,23.1
2015-07-06,26.6,8.3,248,10.1,9.4,5.1,3.513,0.056,39.7,,23
2015-07-07,26.1,7.7,249,7.6,12,5,3.61,0.063,29.2,20.8,20.2
2015-07-08,25.5,7,258,4.6,,4.9,3.903,0.077,27.2,10.3,22.3
2015-07-09,25.7,6.9,274,2.9,9.3,4.6,3.687,0.088,14.6,37.1,25.3
2015-07-10,27.1,6.9,286,3.6,8.6,4.3,3.909,0.102,12.1,,28
2015-07-11,27.3,6.9,281,4.5,5.4,4.2,3.933,0.088,18.4,10,26.3
2015-07-12,25.7,6.8,254,2.3,9.3,3.8,4.02,0.118,11.9,28.3,24.9
2015-07-13,24.7,6.7,161,3.5,44.6,3.7,3.639,0.186,6.5,3.4,23
2015-07-14,24.7,6.6,148,3.9,29.4,3.5,3.255,0.178,5.1,,25.8
2015-07-15,26.1,6.8,148,5.4,13,3.3,2.83,0.143,13,13.7,25.2
2015-07-16,27.8,8,156,9.9,8.1,3.8,2.739,0.123,42,,25.6
2015-07-17,27.4,8.1,169,10.3,5.2,3.6,2.757,0.085,43.4,,25.1
2015-07-18,28.7,8.4,176,10.8,5.2,3.7,2.615,0.087,27.4,,24.6
2015-07-19,29.7,8.4,184,9.9,4.1,3.9,2.368,0.094,25.5,0,26.9
2015-07-20,,,,,,,,,,0,26.7
2015-07-21,,,,,,,,,,2.9,26
2015-07-22,30.1,9,209,12.1,6.6,6.6,,0.096,51.4,1.8,27.4
2015-07-23,28.4,7.4,216,6.1,3.1,4.1,,0.076,18.1,10.7,25.8
2015-07-24,28.1,7.2,220,5.2,3.7,4,,0.08,21.7,9.5,25.5
2015-07-25,28.1,7.1,225,4.6,3.9,3.9,,0.089,16.9,,27.4
2015-07-26,29.7,7.5,237,6.4,6.4,4.2,,0.099,28.8,,28
2015-07-27,28.8,7.2,250,5.5,5.6,4.2,,0.097,30.2,11.4,26.5
2015-07-28,29.1,7.1,260,5.2,4.7,4,,0.1,22.4,4.2,26.3
2015-07-29,29.7,7.3,263,6.3,5.5,4.2,3.102,0.089,29.7,,29
2015-07-30,29.9,7.5,267,6,6.2,4.2,3.332,0.097,27.9,,29.3
2015-07-31,30.3,8.1,266,7.9,7.5,4.5,3.337,0.107,45.7,,28.9
2015-08-01,30.3,8.1,265,7.1,6.8,4.3,3.133,0.12,33.8,,28.5
2015-08-02,30.5,8.1,264,6.4,6.8,4.4,3.073,0.118,28.1,,28.4
2015-08-03,30.7,8.3,268,6.4,7.9,4.4,3.01,0.128,27.6,,28.4
2015-08-04,30.9,8.7,269,7.1,9.1,,3.044,0.128,24.2,,28.6
2015-08-05,31.3,9,269,7.5,22,3.7,2.937,0.132,20.8,,29.2
2015-08-06,32.1,9.4,276,11.2,19.2,5.2,2.901,0.135,33.9,,29.7
2015-08-07,32.4,9.6,275,13,38,5.6,2.863,0.154,49.3,,30
2015-08-08,32.5,9.5,277,12.4,25.4,6.6,2.759,0.183,70.5,42.9,27.6
2015-08-09,32,9.2,269,9.1,18.6,5.6,2.765,0.18,49,,27.8
2015-08-10,31.6,8.6,271,6.1,12,5.2,2.999,0.166,42.5,,27.2
2015-08-11,30.1,7.5,275,2.1,8.7,4.8,3.278,0.16,26.5,27.6,23.2
2015-08-12,29.4,7.3,277,1,12.7,4.8,3.454,0.191,39.4,1.6,23.8
2015-08-13,29.7,7.3,284,2.2,15.9,5,3.373,0.213,48.5,,25.8
2015-08-14,29.6,7.1,288,1.9,9.8,4,3.445,0.169,26.2,,26.2
2015-08-15,30.1,7.1,291,2.7,9.5,4,3.564,0.159,28.7,,27.3
2015-08-16,29.5,7.6,287,5.4,14.4,4.3,3.604,0.151,51.3,2.5,26.4
2015-08-17,29.5,7.5,286,5.4,12.5,4.2,3.465,0.144,42.2,3.7,26.1
2015-08-18,29.1,7.4,287,4.4,9.7,3.7,3.428,0.128,29.1,0,25.9
2015-08-19,29.1,7.9,282,7.2,21.2,4.1,3.573,0.163,78.3,,26.2
2015-08-20,28.6,7.6,279,6.2,22,4.3,3.582,0.177,82.2,8.2,23.5
2015-08-21,27.8,6.9,266,2.3,16.5,3.8,3.484,0.211,63.2,41.5,24.5
2015-08-22,27.7,6.8,259,2.6,10,3.4,3.339,0.212,29,0,24.9
2015-08-23,27.7,6.8,266,3.1,6.4,3.3,3.415,0.203,20.1,,25.4
2015-08-24,27,6.9,271,5.2,6.6,3.3,,,,0,24.6
2015-08-25,26.3,6.8,259,3.1,4.1,2.8,,0.211,17.9,15.7,22.5
2015-08-26,26.3,6.8,232,4.1,3.8,2.5,3.331,0.197,20.1,,23.4
2015-08-27,26,6.9,212,4.8,3.4,2.5,3.287,0.164,23.2,5.2,23.3
2015-08-28,26.7,7.5,201,7.2,3.9,2.6,3.209,0.11,38.5,0,24.5
2015-08-29,26.8,7.8,192,9.2,3.6,2.7,3.027,0.098,38,,23.9
2015-08-30,27.3,8.7,192,12,4.6,,2.843,0.101,46.2,,24.4
2015-08-31,27.4,8.9,194,11.8,6,3.2,2.787,0.097,53.1,,25.5
2015-09-01,27.9,9.1,198,12,5.8,3.2,2.632,0.094,51.6,1.4,25.2
2015-09-02,27.3,9.2,209,11.7,7,3.3,2.898,0.083,66.3,15.3,23.6
2015-09-03,27.5,9.1,226,11.2,7.9,3.3,2.858,0.097,69.7,6.7,23.5
2015-09-04,27.7,8.7,255,10.6,7.9,3.4,3.2,0.117,73.7,,24.2
2015-09-05,26.7,8,267,8.5,8,3.3,3.332,0.122,61.8,17.3,22.4
2015-09-06,26.7,7.5,270,6.2,10.5,3.2,3.586,0.148,38.9,2.8,22.4
2015-09-07,26.7,7.4,271,5.2,8.4,3,3.481,0.15,24.1,,22.5
2015-09-08,26.6,7.5,255,5.7,5.1,3,3.14,0.151,25.2,,21.9
2015-09-09,26.6,8.2,245,9.4,5.5,3.1,2.796,0.13,44.1,,22.2
2015-09-10,26.1,7.9,235,8.4,5.8,3.1,2.634,0.114,43.1,,22.4
2015-09-11,26,8.1,225,9.1,7,3.3,2.533,0.137,50.7,0,22.4
2015-09-12,25.1,7.9,218,8.7,5.4,3.2,2.384,0.129,51.7,2.7,19.6
2015-09-13,25.1,7.8,217,8,6.2,3.2,2.336,0.156,40.4,,19.9
2015-09-14,25.2,8.4,218,10.4,7.1,3.4,2.358,0.154,53.5,,20.8
2015-09-15,25.4,9,220,11.6,8,3.6,2.448,,68.4,,21.2
2015-09-16,24.9,8.4,221,10,9.8,3.5,2.542,0.105,63.6,,20
2015-09-17,24.8,7.7,222,8.3,8.6,2.9,2.569,0.096,39.7,,22.2
2015-09-18,24.8,7.7,227,8.3,9,3,2.543,0.09,33,,22.1
2015-09-19,24.6,7.5,231,7,9.2,2.7,2.56,0.105,25.6,,21.9
2015-09-20,24.3,7.4,232,6.4,8.3,2.7,2.729,0.099,21,,21.5
2015-09-21,24.5,7.6,238,7.5,7.2,2.6,2.585,0.091,25.7,,22.7
2015-09-22,24.5,7.9,245,9.2,7.2,,2.326,0.078,40.2,,22.7
2015-09-23,24.5,8.8,255,11,8.3,4,2.229,0.068,54.2,18.9,18.5
2015-09-24,24.5,7.8,265,8.3,8,3.9,2.448,0.068,33.6,,21.8
2015-09-25,24.8,8.4,273,10.6,,4,2.525,0.075,51.3,,22.2
2015-09-26,24.2,8.3,284,10.4,,4.1,2.562,0.062,63,,21.6
2015-09-27,25,8.9,294,12.8,,4.1,2.621,0.062,66.1,,22.1
2015-09-28,24.9,8.8,302,13,,4,2.683,0.069,71.4,,22.7
2015-09-29,25.5,9.4,309,14.8,,4.1,2.781,0.069,70.2,,23.9
2015-09-30,24.4,8.8,312,12.3,,3.9,2.63,0.051,61.5,1.5,19.3
2015-10-01,22.9,7.4,316,6.5,11.8,3.4,,0.049,47.6,56.4,18.9
2015-10-02,22.3,7.2,287,5.5,29,3.3,3.864,0.16,16.4,,17.1
2015-10-03,22.2,7.1,278,5.5,18.6,3.1,3.955,0.163,14.7,,18.6
2015-10-04,21.7,7.1,268,5.3,13,3,3.905,0.159,13.3,,19.2
2015-10-05,21.7,7.1,252,5.6,17.3,3,3.914,0.172,16.4,,20
2015-10-06,22.2,7.2,237,7.2,27.5,3,3.889,0.16,22.9,,19.4
2015-10-07,22,7.2,220,6.5,26.7,3,3.878,0.135,33.1,,19.2
2015-10-08,21.6,7.4,212,8.4,27.4,3.4,3.764,0.128,45.7,1.2,18.6
2015-10-09,21,7,201,6.3,29.7,2.9,3.539,0.117,29.3,0,17.5
2015-10-10,20.7,7,199,5.2,31.1,2.6,3.46,0.114,21,2.6,15.7
2015-10-11,20.4,7,196,5.9,31.4,2.6,3.196,0.105,19.4,3.9,14.1
2015-10-12,20.1,7.1,195,6.3,31.1,2.7,3.063,0.102,19.5,1.2,15
2015-10-13,20.2,7.1,199,6.6,30.2,2.7,3.031,0.096,17.6,0,16.1
2015-10-14,20.4,7.2,203,6.9,25.1,3,3.054,0.09,17.8,,17
2015-10-15,20.4,7.2,209,6.7,19.4,3.5,3.011,0.079,18.1,,18
2015-10-16,20.1,7.2,213,6.9,20.9,3.6,3.062,0.081,21.9,,17.3
2015-10-17,20.4,7.3,220,7.7,22.9,3.6,3,0.07,22.2,,18
2015-10-18,20.4,7.4,225,7.9,23.7,3.6,,0.064,22.3,,18.2
2015-10-19,21.1,8.1,232,10.3,22.9,3.9,,0.06,36.3,,18.8
2015-10-20,21,8.7,233,11.5,23.8,4,3.033,0.053,40.1,,19.1
2015-10-21,20.8,8.1,239,9.9,24.1,3.8,3.305,0.044,40,,19.2
2015-10-22,20.8,7.9,243,9.1,32,4,3.124,0.037,36.2,,19.2
2015-10-23,21.3,8.9,253,11.8,29.5,5,2.764,0.046,41.5,,18.6
2015-10-24,20.6,8.7,261,11.1,31.5,4.9,3.07,0.041,45.7,1.1,15.9
2015-10-25,20.4,7.7,263,8.5,36.6,4.8,3.265,0.039,42.8,,16.9
2015-10-26,20,7.5,277,8,38.9,4.7,3.65,0.054,43.7,,16.9
2015-10-27,19.7,7.3,294,7,,4.6,4.042,0.054,44.5,24.5,15.2
2015-10-28,19.3,7.4,311,7.6,15.5,4.8,4.206,0.057,37.3,,13.6
2015-10-29,19,7.4,309,7.6,14.4,4.1,3.95,0.063,34.1,,13.1
2015-10-30,18.5,7.3,318,6.7,16.8,3.5,3.978,0.054,35,0,10.2
2015-10-31,18,7.3,323,7.1,15.9,3.5,4.005,0.052,33.6,,9.1
2015-11-01,17.4,7.3,323,7.2,16.6,3.4,4.053,0.053,33.6,,8.1
2015-11-02,17.2,7.4,328,7.8,17.2,3.5,4.179,0.05,33.4,0,10.4
2015-11-03,17.3,7.4,338,8.1,17.3,3.5,4.159,0.048,29.7,,12.2
2015-11-04,17.3,7.5,340,8.5,13.8,3.4,4.112,0.046,30.8,,13.3
2015-11-05,17.5,7.7,347,10.1,12.9,4,4.269,0.044,37.2,,15.6
2015-11-06,17.1,7.4,357,8.6,14.7,3.7,4.413,0.045,32.5,4.1,16.1
2015-11-07,16.7,7.1,364,6.1,10.1,3.5,4.673,0.049,33.3,22.8,15.6
2015-11-08,16.8,7.1,365,6.3,6.2,3.4,4.665,0.051,32,4.9,16.5
2015-11-09,16.4,7,385,5.6,8,3.5,4.985,0.069,27.6,1.5,13.6
2015-11-10,16,7.1,394,5.5,9.6,3.2,5.18,0.076,24.2,0,11.5
2015-11-11,16.1,7.3,396,6.2,9.6,2.9,5.209,0.064,21.7,,12.8
2015-11-12,15.9,7.3,395,6.7,8.6,3.1,5.102,0.054,28.2,,15.4
2015-11-13,15.6,7.2,391,5.2,11.4,2.9,5.209,0.059,22.9,28.4,12.3
2015-11-14,15.7,7.1,381,5,10.5,3,5.313,0.076,17.6,1.3,14.4
2015-11-15,15.9,7.1,376,4.9,9.8,3.1,5.1,0.083,14.4,,14.1
2015-11-16,15.8,7.1,382,4.7,8.8,3.3,5.254,0.088,15.2,13.9,14.2
2015-11-17,16,7,385,3.8,8.5,3.4,5.451,0.113,12.8,0,15.9
2015-11-18,16,7,363,2.9,8.1,3.4,5.31,0.158,8.6,13.9,13.2
2015-11-19,15.8,6.9,348,2.3,12.6,3.4,5.179,0.162,7.6,1.8,11.6
2015-11-20,15.8,6.9,335,2.3,12.1,3.4,5.031,0.158,6.9,,12.9
2015-11-21,15.7,6.9,322,2.3,10.4,3.5,4.843,0.16,7.4,,11
2015-11-22,15.9,6.9,308,2.8,10.7,3.6,4.594,0.152,7.4,,12.5
2015-11-23,15.6,6.9,304,2.9,7.9,3.7,4.612,0.146,6.6,2.2,12.7
2015-11-24,15.1,6.9,303,2.3,10.3,3.7,4.583,0.138,7,,10.1
2015-11-25,14.7,6.9,300,2.6,9.5,3.5,4.672,0.135,7,7.4,7
2015-11-26,13.8,6.9,295,3.2,10.1,3.4,4.702,0.134,6.9,12.8,1.4
2015-11-27,12.9,6.9,290,3.7,10,3.4,4.559,0.132,6.5,4.2,2.6
2015-11-28,12.8,6.9,290,3.2,8.7,3.3,4.494,0.122,6.7,,5.1
2015-11-29,12.8,6.9,292,3.1,8.6,3.3,4.571,0.122,6.9,2.1,7.7
2015-11-30,12.5,6.9,288,3.8,8.1,3.2,4.517,0.116,7.3,0.6,8
2015-12-01,12.2,7,292,5.1,8.3,3.2,4.433,0.104,8.6,,7.5
2015-12-02,11.9,7,302,5.2,7.9,3.3,4.589,0.099,12,6.9,8.3
2015-12-03,10.9,7,328,5.4,9.6,3.4,5.014,0.1,9.3,2.4,4.7
2015-12-04,10.2,7,335,6.2,9.5,3.5,5.013,0.104,8.6,2.7,4.3
2015-12-05,10,7,338,6,8.8,4.1,5.032,0.114,8.1,,5.7
2015-12-06,9.9,7,340,5.9,8.9,,4.967,0.119,8.3,,4.9
2015-12-07,9.6,7,342,6,7.6,,4.957,0.125,8.1,,3.7
2015-12-08,9.3,7,345,6,7.3,,4.814,0.127,8,,5.1
2015-12-09,9.6,7,348,6.5,7.1,3.1,4.8,0.126,8.9,0,8.9
2015-12-10,9.5,7,350,7,7.4,2.9,4.94,0.12,13.9,22,10.6
2015-12-11,9.4,7.1,354,7.7,9.4,3,4.885,0.112,22.7,1.6,8.6
2015-12-12,9.4,7,359,6.9,9.9,3.2,4.719,0.108,24.1,,8.9
2015-12-13,9.9,6.9,363,6.7,11.9,3.2,4.757,0.121,21.9,,10.8
2015-12-14,9.9,6.9,361,6.1,13.8,3.1,4.866,0.131,16.6,2.9,10.5
2015-12-15,9.9,6.9,357,6.2,13.9,3,5.043,0.124,12.7,1.4,8.1
2015-12-16,9.5,6.9,353,6.7,14.5,3,5.297,0.114,11.5,6.3,2.8
2015-12-17,9,7,349,7.2,11.1,3.2,5.067,0.093,11.8,1.3,-1.2
2015-12-18,8.9,6.9,344,7.1,10,3.3,4.933,0.091,13.2,,0.5
2015-12-19,9.2,6.9,338,6.6,10.5,3.3,4.75,0.095,13,,3.3
2015-12-20,9.1,6.9,335,5.9,9,3.3,4.938,0.101,14.3,2.6,4.4
2015-12-21,9.1,6.9,328,5.9,7.8,3.4,4.902,0.107,17.1,1.7,6.4
2015-12-22,9.6,6.9,322,6.6,9.6,3.4,4.824,0.103,18.8,0,7.6
2015-12-23,9.7,7,318,7.9,8.3,3.5,4.635,0.098,33.4,4.9,8.1
2015-12-24,8.7,7,320,7.6,9.7,3.5,4.584,0.098,25.6,,5.6
2015-12-25,8.4,7.1,327,8.1,9.3,3.6,4.638,0.091,36.5,,3
2015-12-26,8.4,7.1,336,9.1,8.3,3.6,4.888,0.087,46.4,,4.7
2015-12-27,8,7.1,339,9.3,9.3,3.7,4.868,0.086,49.1,,0.8
2015-12-28,7.6,7.1,341,9.6,9,3.7,4.834,0.089,50.7,,0
2015-12-29,7.5,7.2,344,10.4,8.9,3.8,4.843,0.087,59.7,,1.5
2015-12-30,7.4,7.4,344,11.5,9.3,3.8,4.966,0.09,70.8,0,3
2015-12-31,7.6,7.4,345,12.1,9.6,3.7,4.832,0.082,82.6,2.5,3.8
2016-01-01,7.4,7.5,346,12.3,9.1,3.6,4.78,0.079,68.7,,3.2
2016-01-02,7.8,7.7,347,13.6,8.9,4.2,4.902,0.075,81.3,,6.5
2016-01-03,8.1,8.2,347,15.1,9,4.2,5.125,0.072,99.6,,7.3
2016-01-04,7.6,7.9,348,14.1,11.5,4,5.034,0.069,95.9,,6.4
2016-01-05,7.2,7.5,348,12.8,14.2,3.6,5.076,0.074,86.1,,2.4
2016-01-06,7,7.6,346,13.4,14.8,3.5,5.149,0.082,99.5,,3.3
2016-01-07,7,7.7,345,13.7,16.1,3.5,5.209,0.08,110,,2.7
2016-01-08,6.9,7.9,344,14.2,16.1,3.4,4.981,0.08,118,0.3,1.2
2016-01-09,6.8,8.1,344,14.8,18.2,3.3,4.792,0.078,124.5,,2.5
2016-01-10,7.1,8.3,345,15.5,19.2,3.3,4.744,0.076,127.6,,3.7
2016-01-11,6.6,8.2,347,14.8,19.5,3.2,4.766,0.071,125.2,,1.5
2016-01-12,6.5,8.3,353,14.9,20.7,3.2,4.862,0.068,126.1,0,-0.3
2016-01-13,6.2,8.4,351,14.9,18.8,3.3,5.055,0.064,127.2,2.1,1
2016-01-14,6.1,8.6,350,14.6,15.9,3.3,4.975,0.057,125.1,0.6,1.4
2016-01-15,6.4,8.7,350,15.3,13.6,3.4,4.912,0.057,126,,2.6
2016-01-16,6.6,8.9,350,15.9,12.4,3.5,4.893,0.054,130.2,,4.6
2016-01-17,6.2,8.9,350,16,12.8,3.3,5.05,0.056,137.8,6,3.7
2016-01-18,5.8,8.5,355,14.5,14.7,3.3,5.123,0.058,126.8,4.1,-0.8
2016-01-19,5.1,8.4,360,14,15.4,3.4,5.067,0.061,130,4.3,-4.5
2016-01-20,4.8,8.5,361,14,15.2,3.9,4.947,0.062,136.5,0,-4.5
2016-01-21,4.5,8.6,362,14.3,13.8,4.2,4.896,,146.5,,-3
2016-01-22,4.5,8.6,366,14.7,13,4.4,,,140.3,,-2.8
2016-01-23,4.2,8.5,371,14.6,12.6,4.5,5.15,0.068,137.9,4.2,-5.8
2016-01-24,3.4,8.4,375,14.4,12.6,4.5,5.211,0.072,136.9,6.5,-9.5
2016-01-25,3,8.6,377,15.2,12.4,4.7,5.169,0.075,141.3,0.2,-5.5
2016-01-26,3.1,8.9,376,16.2,13.9,4.9,5.204,0.071,157.3,0,-0.2
2016-01-27,3.7,9,376,16.7,14.1,4.6,5.252,0.075,165.7,,2
2016-01-28,3.7,9.1,377,17.2,12.2,3.9,5.227,0.059,171.2,11.5,2.6
2016-01-29,4,8.4,387,15.2,13.7,3.6,5.365,0.067,140.7,9.9,3.9
2016-01-30,4.2,7.6,409,13.9,20,3.5,5.357,0.079,85.6,,3.7
2016-01-31,4.1,7.3,436,12.4,25.8,3.5,5.311,0.094,55.5,,-0.2
2016-02-01,4,7.2,433,11.7,29,3.4,5.451,0.1,41.8,,-2.2
2016-02-02,3.9,7.1,408,10.8,25.8,3.4,5.093,0.103,31.4,,-2.1
2016-02-03,4.2,7,408,10.1,24.5,3.5,5.103,0.106,28.2,,-0.1
2016-02-04,4.5,7,418,9.7,25,3.5,5.15,0.11,31.4,,0.7
2016-02-05,4.8,6.9,428,9,21.8,3.6,,,32.5,,1.2
2016-02-06,4.9,6.8,423,8.5,18.5,3.6,5.438,0.174,34.8,0,-0.4
2016-02-07,4.9,6.8,402,8.5,10.4,3.6,,0.174,35.5,,-0.4
2016-02-08,4.7,6.9,382,9.1,6.8,3.3,,0.167,42.9,,2.8
2016-02-09,5.2,6.9,366,9.9,8.7,3.3,4.895,0.16,52.8,,4
2016-02-10,5.6,7.1,349,11.7,,3.3,4.729,0.144,61.3,,5
2016-02-11,5.6,7.1,354,11.8,,3.4,4.808,0.133,72.5,0,10.9
2016-02-12,6.4,7.3,340,12.6,,3.7,4.831,0.122,73,23.3,13.7
2016-02-13,7.2,7.3,334,11.9,22.9,3.7,4.902,0.122,57.5,9.9,14.2
2016-02-14,6.8,7.1,345,10.3,22,3.5,5.252,0.127,42.8,0.5,0.7
2016-02-15,,,,,,,,,,4.2,-2.1
2016-02-16,,,,,,,,,,0.5,1.3
2016-02-17,,,,,,,,,,0,2.9
2016-02-18,,,,,,,,,,,4.7
2016-02-19,,,,,,,,,,,7
2016-02-20,8.7,6.8,312,5.4,9.2,4,,0.135,25.5,,4.7
2016-02-21,8.4,6.8,302,5.9,9.5,4,,0.133,27.6,,2.4
2016-02-22,8.2,6.9,295,6.9,9.2,4.1,,0.126,34.7,,3.5
2016-02-23,8.1,6.9,292,6.9,8.5,4.2,,0.116,32.7,0,4
2016-02-24,7.7,7,285,7.4,8.3,4.2,,0.111,33,0,-0.6
2016-02-25,7.8,7.1,281,8.5,8.5,4.4,,0.111,41.3,0,1.5
2016-02-26,7.7,7.2,279,9.7,8.1,4.2,4.526,0.105,49.6,0.2,3.5
2016-02-27,8.3,7.2,279,10.4,8.2,3.9,4.455,0.103,55.5,0,8.9
2016-02-28,8.2,7.2,279,10.5,8.2,3.7,4.499,0.097,61.9,3.8,6.7
2016-02-29,7.7,7.2,283,10.2,9.1,3.6,4.471,0.099,62,2.8,-1.1
2016-03-01,7.6,7.4,289,10.9,8.9,4,4.582,0.102,70.2,,-0.2
2016-03-02,7.7,7.6,289,11.6,8.7,4.1,4.443,0.095,73.9,,4.5
