date,WT,pH,EC,DO,TB,TOC,TN,TP,Chla,pct,Temp
2017-12-22,5.9,7.3,530,12,4,4.2,6.962,0.037,53.5,,3.2
2017-12-23,6.2,7.5,528,12.5,3.5,4.2,7.006,0.036,49.3,,5.8
2017-12-24,6.4,7.5,516,12.6,4.3,4.3,7.277,0.048,65,22.5,6.8
2017-12-25,6.4,7.1,500,10.9,6.6,4.2,7.104,0.06,55.3,0,2.1
2017-12-26,6.3,7.1,500,10.9,6.3,4.2,7.23,0.057,62,0.2,1.1
2017-12-27,6.1,7.2,508,11.3,6.7,4.3,,0.071,79.3,,-1.4
2017-12-28,5.8,7.2,507,11.3,6.2,4.3,,0.065,71,,0.8
2017-12-29,5.7,7.3,503,11.9,6,4.5,,0.068,90.7,,4.4
2017-12-30,6,7.1,503,10.7,5.4,4.1,,0.063,71.4,0.2,5.9
2017-12-31,6.3,6.9,503,9.3,5,3.8,7.563,0.057,32.1,0,4.1
2018-01-01,6.4,6.9,503,8.4,4.5,3.7,7.569,0.055,18,,2.3
2018-01-02,6.2,6.9,502,,4.1,3.6,7.633,0.057,14.8,,2.2
2018-01-03,6.2,6.9,504,,4.7,3.7,7.688,0.062,20,,0.2
2018-01-04,5.8,7,503,,5.4,3.8,7.589,0.062,27.5,,-0.6
2018-01-05,5.4,7.2,492,11.7,5.9,,7.58,0.057,48.4,,1.4
2018-01-06,5.5,7.4,473,12.8,6.4,5.6,7.376,0.082,85.8,,2.3
2018-01-07,5.2,7.6,459,13.7,6.3,5.4,7.154,0.087,116.9,2.7,2.6
2018-01-08,5.4,8,440,15,6.4,5.7,,0.101,161.4,2.1,3.6
2018-01-09,5.1,7.8,440,13.6,8.1,5.6,6.808,0.111,145.1,3,-0.1
2018-01-10,4.5,7.9,438,13.6,8.1,5.5,6.587,0.114,155.4,7.3,-3.1
2018-01-11,4.1,8,441,13.7,7.5,5.2,6.367,0.108,164.1,0.9,-6
2018-01-12,3.9,8.1,445,13.5,6.9,5,6.039,0.101,166.4,0,-6.4
2018-01-13,4,8.2,454,14.1,6,5,6.176,0.094,174.1,0,-1.9
2018-01-14,4.2,8.3,461,14.6,4.9,5,6.347,0.083,162.1,,1.3
2018-01-15,4.8,8.2,466,14.7,3.8,4.8,6.606,0.07,118.7,,5.3
2018-01-16,4.9,8,468,13.8,4.4,4.9,6.714,0.068,115.5,16.1,4.8
2018-01-17,5.4,7.6,475,13.2,9.5,5.2,7.539,0.103,163.6,5.6,5.6
2018-01-18,6,7.3,470,12.4,16.9,5.1,7.825,0.135,131,,5.1
2018-01-19,6.2,7.2,463,11.8,23.9,5.2,8.187,0.18,113.4,,2.4
2018-01-20,6.1,7.4,521,12.6,15.9,5.1,7.818,0.167,126.9,,2.9
2018-01-21,6.5,7.7,554,14.1,11.2,5.3,7.58,0.153,146.5,,3.7
2018-01-22,6.7,7.6,540,13.8,9.2,5,7.409,0.141,139.1,1.1,5.3
2018-01-23,6.4,7.2,520,12.7,11.2,4.7,7.204,0.151,134.6,0,-4.1
2018-01-24,5.4,7.5,505,13.7,10.5,4.8,6.856,0.162,152.3,0,-8
2018-01-25,4.8,7.5,483,14,9.7,4.7,6.37,0.173,162.2,,-7.5
2018-01-26,4.2,7.6,464,14.1,8.3,,5.821,0.177,173.5,,-7.9
2018-01-27,3.6,8.3,447,13.9,7.9,4.9,4.711,0.172,211.2,,-4.6
2018-01-28,3.8,8.4,439,14.4,7.6,5,4.564,0.172,221.9,0,-1.1
2018-01-29,3.8,8.5,436,14.3,7.2,5.4,4.59,0.175,211.7,0,-3.9
2018-01-30,3.7,8.5,432,13.9,6.6,5.2,4.296,0.151,192.7,0,-2.8
2018-01-31,3.7,8.5,432,13.8,5.3,5.2,4.247,0.118,155.2,,-0.4
2018-02-01,4.1,8.5,435,13.4,5,5,4.299,0.101,134.3,,-0.1
2018-02-02,4,8.2,444,12.1,5.7,5,4.63,0.1,145.5,,-0.9
2018-02-03,3.8,8.1,455,,5.9,4.9,4.964,0.091,129.9,0.1,-3.4
2018-02-04,3.7,7.9,463,,5.9,4.9,5.313,0.086,114.3,0.7,-5.9
2018-02-05,3.5,7.9,465,,5.4,4.9,5.49,0.078,104,0.2,-5.6
2018-02-06,3.6,7.9,462,,4.7,4.9,5.579,0.076,93.4,0.2,-6.5
2018-02-07,3.9,7.9,464,13.2,3.9,,,,84.2,0.2,-4.2
2018-02-08,4.2,8,469,13.8,3.5,,,,76.6,,-0.2
2018-02-09,4.6,7.9,470,13.7,3.3,,,,71.9,,3.8
2018-02-10,4.9,7.8,469,13.6,3.6,,,,59.7,,2.2
2018-02-11,4.5,7.6,465,12.6,4.7,,,,69.2,1.8,-1.9
2018-02-12,,,,,,,,,,2.1,-2.9
2018-02-13,,,,,,,,,,0,1.3
2018-02-14,,,,,,,,,,,5.9
2018-02-15,,,,,,,,,,,3
2018-02-16,,,,,,,,,,,2.5
2018-02-17,,,,,,,,,,,1.2
2018-02-18,,,,,,,,,,,3.7
2018-02-19,,,,,,,,0.074,,,6.1
2018-02-20,5.8,8,475,12.2,5.5,5.1,9.01,0.071,,,4.8
2018-02-21,5.7,7.9,478,11.2,6.5,4.8,9.143,0.068,,,1.8
2018-02-22,5.8,7.9,478,10.7,6.3,4.8,9.163,0.071,,,2.3
2018-02-23,6,7.8,479,10.5,6.1,4.8,9.199,0.07,,,6.3
2018-02-24,7.1,8,479,10.6,6.4,5.1,9.117,0.076,,,6.6
2018-02-25,7.6,7.9,479,10.4,,5.3,9.099,0.077,51,,6.5
2018-02-26,8,7.7,485,9.3,,5.1,9.02,0.075,36.4,,6.3
2018-02-27,8.9,7.6,489,8.6,,5,9.057,0.074,26.6,,8.3
2018-02-28,8,7.6,496,7.8,7.5,4.7,9.528,0.092,20.9,16.7,8
2018-03-01,8.4,7.6,514,7.3,11.4,4.9,9.327,0.115,22,0.2,3.1
2018-03-02,9.3,7.6,518,6.7,10,5,9.416,0.126,20.6,,3.4
2018-03-03,9.1,7.5,516,6.6,7.8,5.1,9.856,0.122,21.7,,9.9
2018-03-04,10.3,7.5,506,5.9,6.5,4.9,9.964,0.12,17.7,8,14.8
2018-03-05,10.5,7.4,493,5.3,7.6,4.6,10.291,0.121,15.9,6.9,10.7
2018-03-06,11.1,7.4,489,4.8,7.5,4.6,9.997,0.11,14.2,,8.9
2018-03-07,11,7.3,494,,6.3,4.7,9.903,0.098,15.1,8,6.8
2018-03-08,10.7,7.3,489,5.4,10.1,4.8,9.953,0.107,14.6,14.5,3.8
2018-03-09,11.4,7.2,459,4.7,9.6,5,8.142,0.124,19.6,,4.8
2018-03-10,11.8,7.2,439,4.4,8.5,4.8,7.397,,17.2,,5.2
2018-03-11,12.3,7.2,443,4.2,8.4,4.9,7.906,,14.1,,7.7
2018-03-12,11.8,7.2,431,4.5,6.2,4.9,7.504,,12.9,,10.1
2018-03-13,11.8,7.2,409,5.7,7.2,4.9,6.575,,18.6,,13.7
2018-03-14,12.5,7.3,394,7.1,7.9,4.8,5.989,0.121,30.8,,16.7
2018-03-15,13.2,7.3,361,7.6,12.4,4.6,5.635,0.129,41.3,30.8,14.2
2018-03-16,13.2,7.1,340,5.2,67,5.1,7.643,0.209,21.9,0,8.1
2018-03-17,14.3,7.1,339,4.4,29,5,7.346,0.193,18.1,,8.9
2018-03-18,13.6,7,302,4,21.1,4.9,6.477,0.175,12,24.1,9.8
2018-03-19,12.9,6.9,261,4.8,48.9,5.6,6.571,0.197,15.9,15.6,11.8
2018-03-20,,,,,,,,,16.4,1.1,7.7
2018-03-21,11.5,6.9,205,6,36.5,4.4,5.293,0.168,15.8,6.6,2.3
2018-03-22,11,6.9,224,6.2,22.2,4.2,4.966,0.15,15.2,,5.8
2018-03-23,11.6,6.9,243,6.4,15.6,4.1,4.977,0.147,16.3,,6.9
2018-03-24,11.8,6.9,248,6.3,10.4,4.1,4.723,0.148,18.5,,9.8
2018-03-25,12.3,6.9,252,6.3,7.6,4,4.713,0.137,21.5,,12
2018-03-26,13.3,7,251,7.1,8.2,4,4.694,0.112,30.5,,12.9
2018-03-27,14.2,7.3,253,8.7,8.1,4.3,4.772,0.087,51.8,,14.5
2018-03-28,15.1,7.4,258,9.5,8.1,4.2,4.939,0.076,66.9,,15.6
2018-03-29,17.1,8,263,10.6,7.9,4.6,4.977,0.075,84,,17
2018-03-30,17.2,7.9,275,10,7.4,4.4,5.096,0.07,80.2,,16.6
2018-03-31,,,,,,,,,,,17.1
2018-04-01,,,,,,,,,,,18.1
2018-04-02,,,,,,,,,,,18.9
2018-04-03,18.9,7.5,312,7.9,3.9,4.3,5.764,0.073,41.9,,20
2018-04-04,18.8,7.3,316,6.9,3.7,4,5.653,0.059,42.5,6.4,16
2018-04-05,18.1,7.2,326,5.2,4.9,3.6,5.72,0.052,25.8,13.9,12.4
2018-04-06,17.4,7.1,354,4.1,12.4,3.8,6.526,0.092,15.3,23.9,9.3
2018-04-07,14.7,7.1,317,4.6,27.4,4.1,7.487,0.2,22,0.6,5
2018-04-08,14.1,7,246,5.4,21,3.6,5.047,0.174,26.6,0,9.5
2018-04-09,14.9,7.4,239,8,13.3,3.8,4.147,0.141,41.5,,14.1
2018-04-10,15,7.7,243,9.6,9,4,4.317,0.119,65.6,,17.5
2018-04-11,15.9,7.8,249,9.5,10.4,4.4,4.329,0.131,71.4,0.5,16.5
2018-04-12,15.7,7.4,249,9.2,11.2,,4.249,,76.9,,13.6
2018-04-13,15.5,8.4,261,11.2,8.4,4.2,4.181,0.1,80,0,14.8
2018-04-14,15.2,7.6,269,8.6,10.9,3.7,4.573,0.093,58.2,22.1,10.9
2018-04-15,15.3,7.4,291,7.8,10.9,3.7,4.993,0.1,50.2,,10.1
2018-04-16,16.6,7.9,305,9.6,8.3,4.1,5.223,0.103,61.1,,11.6
2018-04-17,17,8.1,311,10.4,6.8,4.4,5.225,0.099,72.4,,14
2018-04-18,17.6,8.3,318,10.7,6.2,4.8,5.676,0.101,71.9,,13.8
2018-04-19,17.8,8.1,315,10.4,4.7,4.8,5.642,0.086,64.9,,15.2
2018-04-20,18.4,8.5,296,11.8,5.9,5,5.166,0.076,65,,19.3
2018-04-21,18.5,8.8,281,12.8,4.7,4.5,4.246,0.054,42.1,,19.7
2018-04-22,19.3,8.2,279,9.9,5.3,4.1,4.03,0.049,34.3,6.6,19.4
2018-04-23,18.6,7.2,296,5.6,13.6,3.7,4.579,0.063,27.9,41.8,15.3
2018-04-24,17.3,6.9,241,4.3,45,4,5.409,0.157,24.6,11,14
2018-04-25,17.3,6.7,198,5.2,28.4,3.9,3.918,0.14,15.8,0.6,15.9
2018-04-26,18.1,6.8,200,5.6,13.2,3.9,3.63,0.118,18.3,,15.9
2018-04-27,19,6.8,199,6.8,10.2,4,3.589,0.098,24.8,,16.2
2018-04-28,20.2,6.8,201,7.7,11.3,4.2,3.51,0.087,32.1,,17.8
2018-04-29,19.9,7.3,209,9.5,9,4.7,3.688,0.087,43.3,,17.9
2018-04-30,20.6,7.4,218,9.7,7.7,4,3.674,0.067,62.7,,19.5
2018-05-01,20.9,6.9,226,8.6,7.3,3.8,3.74,0.058,63.7,0,19.7
2018-05-02,20.6,6.9,234,6.9,8.1,3.7,3.964,0.061,52.9,3.5,16.3
2018-05-03,19.2,6.5,246,4.3,11.1,3.5,3.955,0.065,30,0,12.4
2018-05-04,18.9,6.5,251,4.8,9.4,3.6,3.859,0.064,22.2,,14.8
2018-05-05,19.3,6.4,261,5.9,6.2,3.8,3.826,0.058,29.1,,18.4
2018-05-06,19.3,6.7,272,4.7,4.4,3.5,4.217,0.05,23.6,9.5,17.2
2018-05-07,19.2,6.3,285,4.1,8.3,3.5,4.381,0.058,23.5,22.8,18.4
2018-05-08,19.5,6.4,302,4.9,12,4.1,4.791,0.096,42.3,,18.1
2018-05-09,19.7,6.8,260,5.5,6.8,4.1,4.135,0.118,63,,16.8
2018-05-10,21.2,7.3,232,9.1,6.6,4.3,3.516,0.091,73.4,,17
2018-05-11,21,7.4,220,9.9,6.3,4.1,3.155,0.059,62.5,,17.8
2018-05-12,20.6,7.2,225,8.3,3.3,3.9,3.03,0.059,55.9,26,18.2
2018-05-13,20.8,6.7,252,3.1,6.3,3.7,3.634,0.073,24.3,4.1,18.5
2018-05-14,21.9,6.8,275,3.3,7.3,3.9,4.097,0.085,21.6,,20.9
2018-05-15,23,7,271,6.6,4.6,4.3,4.261,0.081,40,0,23.9
2018-05-16,23.4,7,237,6.5,3.8,4.2,3.495,0.074,41.4,0,24.6
2018-05-17,23,6.9,238,4.2,3.6,3.7,2.85,0.075,29,,24.4
2018-05-18,22.8,6.9,243,3.3,4.2,3.6,1.691,0.08,20.8,0.5,20.7
2018-05-19,22.7,6.8,261,1.8,4.3,3.6,1.157,0.095,14.9,0,18.2
2018-05-20,22.5,6.8,276,1.3,4.2,3.6,1.08,0.086,12.2,,18.5
2018-05-21,22.6,6.9,285,2.9,5,3.7,1.055,0.078,25.7,,18.6
2018-05-22,23,6.9,289,4.6,4.1,3.8,1.189,,29.8,7,19.4
2018-05-23,22.5,7,297,4.4,6.5,3.8,1.287,,35.9,12,19.1
2018-05-24,23.3,7.4,320,8.2,8.1,4.2,1.075,0.077,58.6,,19.6
2018-05-25,23.7,7.6,322,8.9,5.5,4.4,1.146,0.074,52.1,,21
2018-05-26,23.9,7.2,323,6.7,4.7,4.4,1.139,0.072,40.3,,22.3
2018-05-27,24,7,317,4.5,4.7,4.6,1.069,0.089,36.7,,21.8
2018-05-28,23.7,7.1,300,3.2,4.7,4.5,1.154,0.094,35.9,0,21.7
2018-05-29,24.9,7.3,293,5,3.5,4.6,,0.104,26,,23.6
2018-05-30,24.9,7.1,298,3.5,2.2,4.5,1.661,0.098,19.2,0,21.6
2018-05-31,24.3,7,308,1.6,3.8,4.5,2.117,0.087,16.1,,20.1
2018-06-01,25.6,7,317,1.4,6,4.6,2.254,0.099,15.3,,23.9
2018-06-02,26.4,6.9,326,1,5.5,4.9,2.432,0.107,13.4,,25
2018-06-03,26.7,7,331,0.6,4.2,5.2,2.755,0.128,12.8,,24.1
2018-06-04,26,7.3,333,3.1,5.4,5.3,2.762,0.112,21.1,0,22.9
2018-06-05,25.9,7.6,336,7.1,6.6,5.5,2.848,0.049,34.7,0,22.2
2018-06-06,26.5,7.4,340,5.8,7.3,5.5,2.935,0.08,27.4,,23.7
2018-06-07,26.5,7.2,347,4.1,7.6,5.3,2.875,0.085,23,,24.9
2018-06-08,26.5,7.1,350,4.2,7.7,5.2,2.763,0.075,22.2,,22.5
2018-06-09,26.7,7.1,352,3.5,7.3,5.5,2.742,0.072,20.9,0,23.5
2018-06-10,26.6,7,352,2.3,8.1,5.6,,0.083,18.8,0.2,22
2018-06-11,26.5,7,355,2.4,8.7,5.6,,0.088,19.2,7.1,20.6
2018-06-12,26.4,7,360,2.5,10.5,5.6,2.846,0.078,20.9,,21.4
2018-06-13,26.7,7,364,2.4,9.5,5.6,2.677,0.078,20.5,,22.6
2018-06-14,26.4,6.9,367,2,10,5.6,3.535,0.069,21.3,,22.8
2018-06-15,27.2,7.1,371,2.7,9.8,5.6,3.606,0.064,26.2,0,22.3
2018-06-16,27.3,7,371,1.9,9.2,5.6,3.361,0.059,21.2,,22.4
2018-06-17,27,7.1,370,3.4,8.7,6,3.434,0.052,22.6,,23.1
2018-06-18,27.1,7.3,367,5.1,7.8,6.1,3.411,0.038,27.6,,24.9
2018-06-19,26.5,7.3,362,5.6,6.1,6.4,3.57,0.018,30.5,14.4,21.9
2018-06-20,26.6,7.2,358,4.1,8.5,6.3,3.495,0.043,22.4,,22.9
2018-06-21,27.3,7.3,361,5,9.6,6.1,3.511,0.052,27.2,,24.1
2018-06-22,27.6,7.5,358,5.8,8.8,6.2,3.695,0.052,28.4,,25.1
2018-06-23,27.4,7.4,360,5.7,7,5.8,3.734,0.039,24.9,,24.6
2018-06-24,27.8,7.4,360,5.4,7,5.7,3.58,0.034,19.9,,26.4
2018-06-25,27.8,7.3,362,4.5,6.8,5.6,3.717,0.034,22.8,,27
2018-06-26,27.4,7.2,364,3,7.3,5.6,3.921,0.048,24.1,,25.7
2018-06-27,26.6,7.1,374,1.3,15.9,5.4,4.607,0.084,16.1,58.4,24.5
2018-06-28,24.8,6.7,199,1.7,108.8,4.7,5.163,0.1,11,67.6,22.8
2018-06-29,24.8,6.5,152,2.7,61.7,4.6,4.472,0.118,5.7,45.8,25.7
2018-06-30,25.3,6.6,172,2.5,26.5,4.5,3.625,0.124,5.7,28.9,23.1
2018-07-01,25,6.6,174,2.2,48.9,4.2,3.804,0.138,5.4,57.2,24.6
2018-07-02,24.6,6.5,130,3.3,83.4,,4.059,0.115,5.4,17.2,25.7
2018-07-03,25.2,6.5,136,3.9,55.4,3.5,4.079,0.085,4.1,0,26.6
2018-07-04,26.3,6.6,147,4.6,28.9,3.3,4.13,0.105,5.4,0,26.7
2018-07-05,27.1,6.7,160,4.9,11.9,3.4,3.122,0.157,12,5.2,25.3
2018-07-06,26.6,6.6,177,2.4,10.1,3.1,2.243,0.142,7.7,4.9,23.5
2018-07-07,28.1,6.6,210,2.3,9.3,3.1,2.439,0.143,8.4,,24.4
2018-07-08,27.7,6.7,235,3.1,3.3,3.2,2.612,0.12,17,,24
2018-07-09,,,,,,,,,,,23.6
2018-07-10,,,,,,,,,,,27.1
2018-07-11,,,,,,,,,,,27.8
2018-07-12,29.3,8.6,233,11.7,4.5,4.1,2.951,0.11,53.1,,29.1
2018-07-13,29.7,8.6,242,11.3,3.8,3.7,2.794,0.077,36.9,,28.6
2018-07-14,31.3,8.9,256,11.2,7.6,3.8,2.945,0.09,37.1,,28.8
2018-07-15,31.9,9,257,9.9,2.8,3.8,2.87,0.092,25.2,,29.5
2018-07-16,,,,,,,,,,,29.1
2018-07-17,,,,,,,,,,,29.2
2018-07-18,32.4,8.9,296,9.8,4.1,3.6,3.014,0.07,36.2,,29.3
2018-07-19,32.7,9,301,10.5,6.7,3.6,3.082,0.078,46.1,,29.5
2018-07-20,33.2,9,309,10.4,9.2,3.6,2.997,0.076,46.9,,30.8
2018-07-21,33.5,9.3,312,12.2,12.4,3.8,3.004,0.085,50.2,,30.5
2018-07-22,32.5,9,315,10.1,12.2,3.9,2.898,0.097,58.8,,29.5
2018-07-23,32.1,8.7,327,8.5,14.5,3.9,2.91,0.138,57.1,,29.7
2018-07-24,32.2,8.9,329,9,17.3,3.9,2.777,0.145,45.9,,30.5
2018-07-25,32.1,8.8,330,8.3,13,3.8,2.546,0.129,40.4,,30.2
2018-07-26,33.4,9.2,339,9.9,79.2,4.4,2.851,0.165,58.5,,30.4
2018-07-27,32.7,9.2,332,9.5,24.1,4.3,2.739,0.156,66.9,,31
2018-07-28,32.8,9.1,339,10,29.2,4.4,2.797,0.169,84.7,,30.4
2018-07-29,33.2,9.1,350,10.9,60.5,4.6,2.94,0.191,92.1,,31.4
2018-07-30,32.9,9.3,364,11.3,52.8,4.9,3.543,0.221,146.9,0,30.3
2018-07-31,33.9,9.7,386,12.7,91.9,5.4,4.486,0.252,196.4,,31
2018-08-01,33.5,9.5,372,10.2,67.2,5.4,4.624,0.243,170.7,,31.5
2018-08-02,33.8,9.6,334,10.3,52.1,5.3,5.045,0.267,189.2,,32
2018-08-03,33.1,9.5,330,9.9,31.6,4.7,3.987,0.199,118.9,,30.3
2018-08-04,33,9.3,329,9.1,23.6,4.5,3.922,0.183,79.4,0,30.3
2018-08-05,32.7,9,330,8.6,31.2,4.4,4.243,0.198,75.4,,30.1
2018-08-06,32.9,9.1,330,8.8,31.4,4.3,4.223,0.197,73.8,0,30.8
2018-08-07,32.9,9,330,8.5,30.8,4.2,3.853,0.168,55.5,0,30
2018-08-08,33.2,8.9,331,8.7,43.8,4.2,4.232,0.186,108.3,,30.9
2018-08-09,32.8,8.5,326,7.2,29.5,4.5,4.664,0.203,81.7,,30.3
2018-08-10,32.9,8.1,327,6,27.3,4.2,4.586,0.194,64.3,18.8,28.9
2018-08-11,32.3,7.2,327,2,21.1,4,5.162,0.208,48.1,,28.9
2018-08-12,,,,,18.8,3.7,4.955,0.208,,,29.3
2018-08-13,,,,,17.4,3.6,5.344,0.223,,,30.7
2018-08-14,,,,,14.5,3.6,5.04,0.195,,,31.2
2018-08-15,33,8.6,235,9.3,14.8,3.9,4.355,0.157,71.5,,30.8
2018-08-16,31.8,7.8,222,7,9.8,3.5,4.019,0.16,46.9,0,28.9
2018-08-17,30.5,7,229,4.3,11,3.3,4.015,0.187,30.6,,26.9
2018-08-18,30.3,7.1,228,6.5,11.9,3.4,3.857,0.182,34,,26.1
2018-08-19,30.7,7.6,228,9.4,11.4,3.5,3.594,0.162,37.6,,27.2
2018-08-20,30.1,7.2,235,7.1,9,3.4,3.319,0.142,31.4,,27.2
2018-08-21,30.4,7.5,239,8.5,10.6,3.4,3.383,0.145,29.5,,28.5
2018-08-22,30.1,7.3,245,7.3,11.6,3.4,3.372,0.142,31,0,30.2
2018-08-23,,,,,,,,,,57,26.6
2018-08-24,,,,,,,,,,11.3,25.4
2018-08-25,,,,,,,,,,2.5,24.9
2018-08-26,,,,,,,,,,98.6,23.6
2018-08-27,,,,,,,,,,108.5,24.7
2018-08-28,,,,,,,,,,0.1,27.2
2018-08-29,,,,,,,,,,0.9,27.4
2018-08-30,,,,,,,,,,24,25.7
2018-08-31,,,,,,,,,,75.4,24.5
2018-09-01,,,,,,,,,,1,24.3
2018-09-02,,,,,,,,,,,23.8
2018-09-03,,,,,,,,,,12.7,25.6
2018-09-04,,,,,,,,,,76.1,24
2018-09-05,,,,,,,,,,,24.3
2018-09-06,24.9,6.9,132,,13.2,2.8,2.517,0.133,9.2,1.7,23.3
2018-09-07,24.5,6.9,151,5.7,8.5,2.7,2.627,0.13,11,8.2,21.2
2018-09-08,24.2,7,168,6.1,7.9,2.8,2.774,0.128,16.4,,20.2
2018-09-09,24.3,7.1,190,7,5.5,3.1,3.084,0.135,26.2,,21.2
2018-09-10,24.3,7.3,200,8.2,4.4,3.4,3.187,0.135,60.1,,21.8
2018-09-11,24.7,8.5,207,13,4.5,4.5,3.139,0.113,88.1,,20.3
2018-09-12,25.2,8.5,218,14.3,6.5,4.4,3.652,0.116,77.7,,22.6
2018-09-13,24.9,8.5,234,13.4,3.7,4.2,3.836,0.086,67.9,3.9,22.2
2018-09-14,24.2,7.3,252,9.9,5.1,3.6,4.079,0.073,41.1,3.4,22.7
2018-09-15,24.9,7.5,274,10.3,3.6,3.8,4.412,0.059,38.7,2,23.3
2018-09-16,25.8,8.1,280,11.2,2.9,4.1,4.369,0.054,63.1,,23.5
2018-09-17,25.8,8.4,274,9.2,5.3,4.1,4.055,0.054,69.3,0,22.8
2018-09-18,25.8,8.1,267,6.3,10.3,4,3.766,0.068,43.9,,22.3
2018-09-19,25.4,7.8,264,,9.7,4.1,3.944,0.095,48.3,1,20.7
2018-09-20,25.2,7.4,268,6.8,10.4,4.1,4.11,0.105,45,1.7,21.3
2018-09-21,25,7,279,4.4,11.6,3.8,4.01,0.115,28.3,18,20.2
2018-09-22,25.1,7.1,300,5.7,12.6,4,4.216,0.117,31.7,,21.2
2018-09-23,24.7,7.4,312,7.9,12.3,4.5,4.54,0.105,52.6,,19.6
2018-09-24,23.7,7,313,5.6,14.9,4.4,4.5,0.118,53,,17.9
2018-09-25,23.7,7.4,281,7.6,19.1,4.8,4.091,0.14,52.2,,18.2
2018-09-26,23.3,7.4,262,8.7,13.8,4.5,3.404,0.111,49.6,,19.6
2018-09-27,23.9,7.7,263,9.9,14.1,4.2,3.197,0.107,49.7,,19.1
2018-09-28,23.9,8.9,273,13.4,11.9,4.8,3.296,0.089,76.2,0,19.8
2018-09-29,23.6,8.2,272,11.3,11.7,4.8,3.535,0.094,70.2,,20.6
2018-09-30,23.1,7.9,260,9.7,14.1,4.7,3.841,0.093,65.7,,19.3
2018-10-01,22.3,7.8,285,8.1,16.6,4.7,4.029,0.104,71,1,17.7
2018-10-02,22.7,8.6,300,9,15.1,4.9,4.062,0.11,84.8,,17.4
2018-10-03,22.6,8.7,303,9.3,13.9,4.8,4.004,0.089,82.8,,17.2
2018-10-04,22.5,8.9,305,9.6,13.3,4.7,4.082,0.076,88.3,0.2,18.9
2018-10-05,22.2,8.6,307,10.4,15.1,4.7,4.304,0.084,98.1,63.3,17.8
2018-10-06,,,,,,,,,,47.5,18.6
2018-10-07,,,,,,,,,,,18
2018-10-08,,,,,,,,,,,16.4
2018-10-09,19.9,6.8,139,6.7,16.4,3.6,2.908,0.146,13,0,16.2
2018-10-10,19.4,6.8,154,6.5,15.3,3.6,3.065,0.179,16.2,4.3,14.5
2018-10-11,19,6.9,166,7.1,16.9,3.6,3.182,0.163,23,,12.3
2018-10-12,18.5,7.1,181,8.5,16.9,3.9,3.366,0.171,39.4,,12.4
2018-10-13,19,8,196,11.4,14.5,5.1,3.612,0.19,76.5,,13
2018-10-14,19,8.4,201,12.7,14.1,5.2,3.502,0.126,88.4,,14.5
2018-10-15,18.4,8.5,214,13,12.6,4.6,3.687,0.089,86.6,,15.9
2018-10-16,18.1,8.6,218,12.9,11.7,4.2,3.81,0.078,83.3,,14.4
2018-10-17,18,8.1,222,12.1,13.4,4.1,3.885,0.064,59.7,,14
2018-10-18,17.9,8.4,221,12.5,12.2,4,3.754,0.074,64,,12.4
2018-10-19,17.7,8.4,227,12.5,11.7,4.1,3.676,0.072,59.5,,13.4
2018-10-20,18.1,8.6,232,12.9,8.9,,3.632,0.065,51,,13.6
2018-10-21,18.1,8.2,243,12,9.1,3.8,3.747,0.054,34.7,,14
2018-10-22,17.6,8.3,250,12.4,9.4,3.5,3.791,0.048,31.2,,14.7
2018-10-23,17.7,8.5,,11.8,6.6,3.6,3.8,0.047,23.6,0.5,14.2
2018-10-24,17.8,8.1,276,11,9,3.5,4,0.046,21.1,,14.1
2018-10-25,18,8.1,287,11.1,9,3.5,4.085,0.049,22.8,,14.6
2018-10-26,17.5,8.1,297,11.2,7.4,3.4,4.296,0.05,25.6,7,13.3
2018-10-27,16.9,7.6,315,10,12.5,3.3,4.479,0.046,20,0.6,11
2018-10-28,16.7,7.5,324,9.6,11.8,3.3,4.671,0.05,18.3,0.7,13.2
2018-10-29,16.5,7.4,334,9.1,12.6,3.4,4.756,0.052,19.4,0.1,12.2
2018-10-30,16.2,7.6,348,10.3,29.3,4.5,5.247,0.078,76.8,,9.7
2018-10-31,15.1,7.1,363,8.7,19.3,4.4,5.532,0.099,80.2,0,9
2018-11-01,,,,,,,,,,,9.3
2018-11-02,,,,,,,,,,,11.4
2018-11-03,,,,,,,,,,,11.8
2018-11-04,,,,,,,,,,,11.9
2018-11-05,,,,,,,,,,,12.7
2018-11-06,,,,,,,,,,,13.2
2018-11-07,,,,,,,,,,3.2,13.5
2018-11-08,,,,,,,,,,27.4,15
2018-11-09,,,,,,,,,,0.5,12.6
2018-11-10,15.4,6.9,260,6.4,24.3,4.7,4.218,0.17,41.7,,11.7
2018-11-11,14.9,6.9,265,7.4,17.7,4,,0.118,43.2,5.5,10.9
2018-11-12,14.7,6.9,274,7.1,18.2,3.9,,0.117,44.8,0.8,10.3
2018-11-13,14.5,7.2,319,9.1,31.3,,,,58.5,,9.4
2018-11-14,14.2,7.1,336,8.8,28.9,4.2,5.601,0.143,64.7,,10
2018-11-15,13.9,7.3,329,10.7,28,4.5,4.978,0.129,74.1,,11.1
2018-11-16,14,7.4,333,11.6,29.4,4.5,4.771,0.108,84.3,2.6,10.2
2018-11-17,13.2,7.8,340,12.4,30.8,5,4.913,0.1,114.9,,9
2018-11-18,12.4,7.9,346,12.7,28.7,5.9,4.782,0.087,124.1,,7.4
2018-11-19,11.8,8.1,343,13.7,27.6,6.1,4.637,0.085,120.7,,8.7
