point,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
a_위천,2.576 ,2.652 ,3.006 ,2.556 ,1.832 ,2.530 ,2.522 ,2.465 ,2.466 ,2.475 ,2.304 ,2.758 ,1.806 ,3.064 ,2.587 
b_감천,4.048 ,4.149 ,3.837 ,3.748 ,3.324 ,3.846 ,3.739 ,3.813 ,3.481 ,3.537 ,3.160 ,3.289 ,3.250 ,3.507 ,3.115 
c_금호강,6.017 ,6.331 ,7.178 ,6.273 ,7.121 ,6.209 ,6.213 ,6.304 ,6.433 ,6.454 ,5.476 ,5.338 ,5.474 ,5.428 ,4.828 
d_회천,1.805 ,2.187 ,2.095 ,2.051 ,1.970 ,1.982 ,1.965 ,1.854 ,1.849 ,1.745 ,1.849 ,2.059 ,1.724 ,2.119 ,2.019 
e_황강,1.371 ,1.499 ,1.672 ,1.378 ,1.366 ,1.427 ,1.420 ,1.627 ,1.503 ,1.449 ,1.619 ,1.620 ,1.490 ,1.518 ,1.455 
f_남강,2.185 ,2.820 ,2.525 ,2.377 ,3.387 ,2.466 ,2.184 ,2.571 ,2.227 ,1.750 ,1.690 ,2.204 ,2.070 ,2.301 ,1.856 
