"pH","DO","Temp","EC","BOD","COD","SS","T_N","T_P","TOC","NH3_N","PO4_P","Chl_a","Flow","Rain","log.TC","log.FC"
-0.0463476892838743,0.114659898882948,-0.658728110861164,0.00915876183178093,-1.87585493408836,-1.81456705638942,-1.51162068119897,-1.03047906625696,-0.671997884710112,-1.07938310806526,-0.947649532429199,0.056913137466352,-1.20934772660188,-0.791052751095697,-0.853456826395169,0.461611283415356,-0.502146444712379
0.417129203554858,0.776908465477551,-1.37672222729842,0.396644839330219,-1.9372878777297,-2.02943586117207,-1.60008277971507,-0.876987131715014,-1.44698785797215,-1.31462824603807,-0.937700650537354,-0.729386788055615,-1.24346575759556,-0.800745274864772,-0.678900026711193,0.617721578132109,-0.356258812616948
-0.509824582122605,0.504217879232714,-1.66643915147486,0.056126771225531,-1.81442199044702,-1.85754081734595,-1.46738963194092,-0.739940761588277,-0.977914979418812,-1.43225081502448,-0.851672083590225,-0.476647526280697,-1.28781919788734,-0.809476901880879,-1.11138403786851,-0.117001139351173,-0.411681200959846
0.417129203554858,0.854820061547504,-1.54047527139815,-0.178713275743219,-1.630123159523,-1.77159329543289,-1.26097806873669,-0.726868646283881,-0.835153668554752,-1.31462824603807,-0.852842540283383,-0.13966184391414,-1.24687756069492,-0.796609241015037,-0.717979907237456,-0.461984413996939,-0.37382166213667
0.185390757135493,1.28333383993225,-0.872866706991574,0.514064862814594,-0.278598399413483,-0.869144315345793,-0.110970788027416,-1.01108173386979,-0.733181303651852,0.0380312973056048,-0.946479075736041,-0.897879629238894,-0.086864506909902,-0.82702371215248,-1.16218788255265,-0.493869527283871,-0.426013148916978
2.03929832849042,0.426306283162761,-0.142276202546646,0.079610775922406,0.888627529772004,1.02170116674147,0.581982317015353,-1.36234212253309,-0.366080790001411,1.21425698716967,-0.968717752906047,-1.1225367508166,2.23657340375951,-0.831326858480992,-1.14785859302635,0.337386101985534,-0.477293355769376
0.417129203554858,0.231527292987878,0.449754033813899,0.490580858117719,0.827194586130662,2.05307142969816,1.03903649268186,-1.27631917020738,0.225358926435409,1.97880368558131,-0.910194918248136,-1.01020819002775,0.899146588807367,-0.856978623973286,-0.897747357658268,-0.762406536434363,-0.831781247726418
-1.66851681421944,-1.17088143627128,0.840242062051705,0.114836782967718,-0.340031343054825,1.75225510300246,-0.184689203457498,-1.05873170256001,-0.121347114234451,2.21404882355413,-0.81538792610232,-0.560893946872337,-0.445103832343512,-0.799324818795166,-0.715374581869039,-0.490944287532777,-0.246408159488871
-0.741563028541972,-1.44357202251612,1.24332647829718,-1.14155746831509,-1.32295844131629,-0.0956166181282763,-0.568024963693924,-1.13083917730362,-0.182530533176191,0.273276435278418,-0.88795624107813,0.0288309972691389,-1.05581658713033,-0.509175777518322,1.49394133054904,0.274005907378483,0.320573642930852
-0.741563028541972,-1.09296984020133,1.1929409262665,-1.63472156694947,-1.2000925540336,-0.654275510563149,1.08326754193991,-1.36993238303242,-0.304897371059671,-0.256025125160412,-0.929507453685247,0.506227380621762,-0.840872991870167,0.378483931626256,2.3028948574427,0.610310970762669,0.491894269377957
-0.973301474961337,-0.742367657886538,0.67648901795198,-1.18852547770884,-1.69155610316434,-1.21293440299802,-1.09879755479051,-1.3665589339216,-0.957520506438232,-0.726515401106038,-0.96052455605394,-0.13966184391414,-1.17181789250883,-0.439364539509164,0.153501428498215,0.153193505658273,0.335982558075514
0.417129203554858,0.504217879232714,0.0214768415530794,0.279224815845844,-1.75298904680568,-1.34185568586761,-1.541108047371,-1.19746479724215,-1.14107076326345,-0.902949254585647,-0.928922225338668,-0.448565386083484,-0.926168069354359,-0.802792402729792,-0.151321639606639,-0.165072579260829,-0.259248922109424
0.648867649974226,0.621085273337644,-1.0366197510913,2.00529916106616,-0.217165455772142,-0.568327988650092,-0.626999696037989,-1.1536099588016,-1.16146523624403,0.155653866292011,-0.870399390680757,-1.1225367508166,1.1072665778688,-0.851589246532723,-1.23643965555255,-0.600055730248608,-0.736428229815094
-0.509824582122605,0.932731657617457,-1.61605359944417,0.478838855769281,-0.708629004902874,-1.16996064204149,-0.980848090102382,-0.815000004303844,-1.22264865518577,-0.432458978640021,-0.825336807994165,-1.15061889101381,0.138314497648367,-0.834836220535312,-0.892536706921432,-0.243956544548682,-0.00467044770325596
0.880606096393591,0.698996869407597,-1.72942109151321,0.0678687735739685,-0.954360779468239,-1.29888192491108,-1.09879755479051,-0.854216350217033,-1.12067629028287,-0.726515401106038,-0.838797059965485,-0.95404390963332,-0.37345596725679,-0.826355262237372,-0.758362450447928,0.270983159635685,0.00551931876337571
1.34408298923232,-0.313853879501795,-1.64124637545952,1.38297303659897,-0.770061948544215,-1.21293440299802,-0.951360723930349,-0.840722553773785,-0.651603411729532,-0.726515401106038,-0.938871107230513,-0.95404390963332,0.0598430263629096,-0.847912771999625,-0.977209781395003,-0.525169592620584,-0.161327751673989
-0.973301474961337,0.153615696917924,-0.759499214922533,-0.718845383771344,-0.585763117620191,-0.525354227693563,0.213390239864943,-0.869818552354539,-0.386475262981991,-0.138402556174005,-0.864547107214966,-0.50472966647791,-0.370044164157422,-0.468609223295167,0.244687816392829,0.479357737905329,0.269376279708264
-0.0463476892838743,-0.196986485396865,-0.180065366569659,-0.589683357938532,-1.2000925540336,-0.869144315345793,-0.730205477640104,-1.02120208120223,-0.671997884710112,-0.432458978640021,-0.945308619042883,-0.645140367463976,-0.318867117666906,-0.6863985612615,0.395796687761047,0.0968338864538485,-0.142853622226356
-0.509824582122605,-0.430721273606726,0.399368481783214,-0.812781402558844,-1.07722666675092,-0.61130174960662,-0.376357083575711,-1.02035871892452,0.082597615571349,0.0968425817988083,-0.83528568988601,0.337734539438483,-0.994404131341714,-0.615250423422125,-0.151321639606639,0.241243222166223,-0.0958812841240795
-1.2050399213807,-1.32670462841119,0.966205942128417,-0.789297397861969,-0.954360779468239,0.935753644828412,-0.803923893070186,-1.17848914599384,-0.243713952117931,1.62593597862209,-0.912535831634453,0.113077417860778,-1.06264019332907,-0.71434812333698,1.63332623775938,-0.14040305735993,-0.255355271508353
-0.27808613570324,-0.898190850026445,1.29371203032787,-0.542715348544782,-0.524330173978849,0.420068513350067,-0.0519960556833509,-1.27631917020738,-0.0397692223121312,0.626144142237637,-0.959939327707361,0.787048782593893,-0.523575303628969,0.18200143470401,-0.163045603764518,0.131839255475281,0.205255310235315
-0.973301474961337,-1.1319256382363,1.24332647829718,-0.202197280440094,-1.2000925540336,-0.0956166181282763,-0.700718111468071,-1.37204078872667,-0.304897371059671,0.390899004264825,-0.966376839519731,0.113077417860778,-0.929579872453727,0.397743644805323,3.90907794707212,0.278491274996828,0.251730586558732
-0.27808613570324,-0.235942283431842,0.764663734005679,-1.64646356929791,-1.44582432859897,-1.42780320778067,-0.995591773188398,-1.15150155310734,-0.916731560477072,-0.726515401106038,-0.964621154479994,-0.280072544900205,-0.905697250758153,-0.465851867395344,0.425757929497849,0.371513899081639,0.367545981033129
0.880606096393591,0.387350485127785,-0.104487038523632,-0.589683357938532,-1.50725727224031,-1.21293440299802,-1.26097806873669,-1.13168253958132,-0.998309452399392,-0.256025125160412,-0.964035926133414,-0.448565386083484,-1.06605199642844,-0.687150567415998,0.367138108708454,0.368881183305654,0.251150681150062
-0.27808613570324,0.0367483028129946,-0.734306438907191,-0.202197280440094,-1.630123159523,-1.21293440299802,-1.27572175182271,-1.10385158441712,-0.794364722593592,0.0380312973056048,-0.975155264718418,-0.223908264505779,-0.919344463155624,-0.847494990802682,-0.648938784974391,0.134764495226376,-0.216087390978407
0.185390757135493,1.04959905172239,-1.40191500331376,-0.0378092475619691,-1.630123159523,-1.85754081734595,-1.42315858268287,-0.90397472460151,-1.14107076326345,-0.491270263133224,-0.937115422190775,-0.336236825294632,-0.905697250758153,-0.790133632462422,-0.84173286223729,0.0744070483621225,0.23888982393818
0.648867649974226,0.854820061547504,-1.71682470350554,0.713678902738031,-1.69155610316434,-1.85754081734595,-1.40841489959686,-0.819216815692359,-1.10028181730229,-0.844137970092444,-0.928922225338668,-0.897879629238894,-0.97052150964614,-0.833749989423261,-1.05015889171069,-0.827541874892071,-0.415740538820537
0.648867649974226,1.08855484975736,-1.55307165940582,0.126578785316156,-1.01579372310958,-0.869144315345793,-0.833411259242218,-0.906926492573471,-0.549631046826631,-0.0795912716808019,-0.906683548168661,-0.50472966647791,-0.13462975030105,-0.832580202071821,-0.781810378763686,-0.467152337557207,-0.392212947954493
1.80755988207106,0.854820061547504,-0.948445035037601,0.173546794709906,-0.0328666248481175,0.162225947610896,0.419801803069172,-1.22276566557324,0.87798206181397,0.920200564703654,-0.961695012747098,-0.897879629238894,1.09020756237196,-0.860822210985161,-0.822192921974158,-0.156686891974358,-0.176570979559031
1.34408298923232,0.114659898882948,-0.243047306608015,-0.0847772569557191,-0.0942995684894592,0.377094752393539,-0.0962271049414001,-1.36993238303242,0.694431804988749,0.743766711224044,-0.886200556038393,-0.729386788055615,0.264551212324972,-0.825645034202569,-0.1604402783961,-0.101009828711855,0.0983870277803993
0.880606096393591,-0.820279253956492,0.336386541744859,-0.519231343847907,-0.462897230337508,0.119252186654367,0.316596021467058,-1.32902931256382,0.592459440085849,0.684955426730841,-0.823581122954428,-0.13966184391414,-0.151688765797888,-0.727257562322516,-0.237297376764418,0.320907251387701,0.0880315740541476
-1.66851681421944,-0.664456061816585,0.77726012201335,-0.824523404907282,-0.585763117620191,0.506016035263125,-0.538537597521891,-1.19451302927019,0.347725764318889,1.27306827166287,-0.879177815879443,0.197323838452417,-0.956874297248669,-0.721784628642564,0.794411469128933,-0.102179924612293,0.183384591965472
-0.973301474961337,-1.01505824413138,1.06697704618979,-1.24723548945103,-1.13865961039226,-0.482380466737034,-0.538537597521891,-1.17933250827154,-0.508842100865472,0.449710288758028,-0.922484713526297,0.506227380621762,-1.22299493899935,-0.400552666313169,1.89125344923272,0.668620749801156,0.623284266256637
-1.43677836780007,-0.976102446096399,1.26851925431253,-1.21200948240572,-1.13865961039226,-0.31048542291092,-1.09879755479051,-1.48547301507773,-0.773970249613012,0.743766711224044,-0.959939327707361,-0.167743984111353,-0.834049385671431,-0.664548604661387,-0.419670152553647,0.498371796287445,0.419323249664387
-0.973301474961337,-0.820279253956492,0.77726012201335,-1.01239544248228,-1.75298904680568,-1.25590816395455,-1.46738963194092,-1.23288601290568,-1.01870392537997,-0.785326685599241,-0.961109784400519,0.30965239924127,-1.31511362268228,-0.499859256826496,0.896019158497217,0.41695262321531,0.626680855078847
-0.0463476892838743,-0.00220749522198194,-0.0289087104776051,-0.824523404907282,-1.9372878777297,-1.72861953447637,-1.48213331502694,-1.13210422072017,-1.61014364181679,-1.43225081502448,-0.964621154479994,-0.617058227266763,-1.19228871110504,-0.659869455255626,0.688895791708022,0.344406677388162,0.592052217818262
0.417129203554858,-0.274898081466819,-0.557957006799794,-0.0495512499104066,-0.647196061261532,-0.697249271519678,-0.405844449747744,-1.12957413388706,-1.01870392537997,0.449710288758028,-0.95350181589499,-0.560893946872337,0.175844331741412,-0.795188784945431,-0.966788479921333,0.262694980340917,0.493799672863588
0.648867649974226,0.621085273337644,-1.40191500331376,0.255740811148969,-0.954360779468239,-1.51375072969372,-1.20200333639263,-0.883734029936638,-1.46738233095273,-0.491270263133224,-0.937700650537354,-0.58897608706955,-0.58157595631822,-0.785078479979413,-0.85215416371096,0.0932260907608315,0.208154837278665
0.417129203554858,2.56887517508648,-1.52787888339047,-0.131745266349469,-1.56869021588165,-1.77159329543289,-1.42315858268287,-0.775361977251803,-1.52856574989447,-1.96155237546331,-0.82182543791469,-0.645140367463976,-1.28781919788734,-0.739832776350497,-0.648938784974391,1.00590089310237,0.634799530800228
0.880606096393591,0.737952667442574,-1.42710777932911,-0.120003264001032,-0.831494892185556,-1.29888192491108,-1.24623438565068,-0.883734029936638,-0.937126033457652,-1.7851185219837,-0.807779957596792,0.0288309972691389,-1.08652281502464,-0.753452443370836,-0.952459190395036,0.47750508606297,0.0638412341496241
1.57582143565169,0.348394687092807,-0.910655871014587,0.079610775922406,0.397163980641272,0.0762784256978385,0.0217223597467309,-1.05493657231035,-0.100952641253871,-1.13819439255846,-0.809535642636529,-0.757468928252828,0.58184890056617,-0.839598926180462,-0.78832369218473,0.454590708012728,0.142542682469136
1.11234454281296,-0.430721273606726,-0.154872590554317,-0.683619376726032,0.397163980641272,0.677911079089239,0.213390239864943,-1.09373123708468,0.714826277969329,-0.667704116612834,-0.753353721364935,0.75896664239668,0.233844984430663,-0.696508866227519,0.631578633602836,1.21144773961263,0.565956474428108
1.57582143565169,-0.235942283431842,0.525332361859926,-1.58775355755572,0.212865149717248,0.634937318132711,1.80570801315471,-1.22276566557324,-0.447658681923731,-0.726515401106038,-0.866888020601282,-0.195826124308566,-0.213101221586507,-0.716269916842918,-0.630701507395468,0.670960941602032,0.396127033317583
0.880606096393591,-0.625500263781609,0.966205942128417,-0.977169435436969,-0.585763117620191,0.506016035263125,0.0806970920907961,-0.910721622823134,-0.753575776632432,-0.0795912716808019,-0.732870729234666,-0.364318965491845,-0.660047427603678,-0.737242532929451,-0.0119367323962999,0.507927579474354,0.214119578624986
-0.0463476892838743,-0.976102446096399,1.05438065818212,-1.69343157869166,-0.708629004902874,-0.224537900997863,0.655700732445434,-1.07391222355866,-0.264108425098511,-0.432458978640021,-0.870984619027336,0.478145240424549,-0.950050691049933,-0.553126359436716,0.876479218234086,1.54258487943654,0.953416131049535
0.417129203554858,-1.32670462841119,1.2811156423202,-1.77562559513072,-0.770061948544215,-0.439406705780506,0.242877606036976,-1.35981203569998,-0.406869735962571,-1.13819439255846,-0.825336807994165,0.506227380621762,-0.697577261696723,-0.682722086728403,0.675869164865934,1.31305106696731,1.09019096386587
0.648867649974226,-0.586544465746632,0.928416778105404,-1.16504147301197,-1.69155610316434,-1.12698688108496,-0.980848090102382,-1.59131498092945,-1.44698785797215,-1.37343953053127,-0.956427957627886,-0.364318965491845,-0.967109706546772,-0.751948431061841,-0.396222224237889,0.658967458622544,0.299614204588919
0.880606096393591,0.582129475302668,0.34898292975253,-0.871491414301032,-0.524330173978849,-0.482380466737034,-0.656487062210022,-1.51119556454767,-1.54896022287505,-1.25581696154487,-0.955257500934728,-0.95404390963332,-0.363220557958687,-0.756209799270659,-0.0796751919751561,0.579400937392768,0.542014665413015
0.185390757135493,0.0367483028129946,-0.318625634654042,-0.354843310969782,-1.13865961039226,-0.353459183867449,-0.862898625414251,-1.17595905916073,-0.692392357690692,-1.19700567705166,-0.883274414305497,0.056913137466352,-0.861343810466373,-0.696968425544156,0.324150240129565,0.87143737254372,0.765858153159668
-0.0463476892838743,0.737952667442574,-0.986234199060614,-0.225681285136969,-1.630123159523,-1.42780320778067,-1.09879755479051,-0.851264582245073,-1.14107076326345,-1.66749595299729,-0.87449598910681,-0.223908264505779,-1.37311427537153,-0.663587707908418,-0.492619262869338,1.13617157001779,0.231268209995659
0.185390757135493,1.71184761831699,-1.61605359944417,0.0678687735739685,-1.56869021588165,-1.77159329543289,-1.43790226576889,-0.847891133134261,-1.44698785797215,-2.02036365995651,-0.866888020601282,-0.560893946872337,-1.2809955916886,-0.799074150077,-0.613766892500754,0.586616528778802,-0.0441040154928218
0.185390757135493,1.28333383993225,-1.49008971936746,-0.0378092475619691,-1.13865961039226,-1.08401312012844,-0.936617040844333,-0.725603602867327,-1.10028181730229,-1.72630723749049,-0.838797059965485,-0.392401105689058,-1.17864149870757,-0.631543890102898,-0.674992038658567,0.68821985613349,0.23955257297666
0.880606096393591,0.815864263512528,-0.797288378945547,-0.765813393165094,-0.524330173978849,-0.439406705780506,1.03903649268186,-0.919998607877867,-0.590419992787791,-1.31462824603807,-0.852257311936804,-0.476647526280697,-0.595223168715691,-0.68727590177508,-0.544725770237689,0.467559270909248,0.573081026591769
1.80755988207106,0.270483091022854,0.0970551695991066,-1.37639751528384,0.089999262434565,0.677911079089239,0.346083387639091,-1.07475558583637,-0.427264208943151,-0.902949254585647,-0.923069941872877,-0.729386788055615,0.329375471212959,-0.561398427136185,1.1461303938653,-0.0474779412668226,0.157206004945508
0.880606096393591,-0.469677071641702,0.56312152588294,-1.29420349884478,-0.892927835826898,-0.482380466737034,-0.509050231349858,-1.26619882287495,-1.20225418220519,-0.961760539078851,-0.94706430408262,-0.729386788055615,-0.660047427603678,-0.623271822403428,0.0974869330772374,0.111167561234212,-0.133492292057825
0.417129203554858,-0.898190850026445,0.878031226074719,-1.17678347536041,-1.01579372310958,0.248173469523953,-0.346869717403678,-1.01993703778567,-1.01870392537997,-0.314836409653615,-0.872740304067073,-0.392401105689058,-0.680518246199884,-0.646584013192842,0.248595804445455,-0.281204597379288,-0.0412873320792814
0.185390757135493,-0.664456061816585,1.26851925431253,-1.38813951763228,-1.38439138495763,-0.568327988650092,-0.715461794554087,-1.05746665914346,-0.753575776632432,-1.25581696154487,-0.908439233208399,0.281570259044057,-0.93981528175183,-0.578736346809315,2.66242975828432,0.113410245043385,0.593212028635602
0.880606096393591,-0.898190850026445,1.47006146243526,-0.918459423694782,-0.954360779468239,-0.439406705780506,-0.700718111468071,-1.4934849567159,-0.590419992787791,-0.961760539078851,-0.939456335577092,0.0849952776635651,-0.339337936263113,-0.683014533566263,-0.208638797711825,0.390332941480348,0.700411685609758
0.648867649974226,0.0757041008479711,0.953609554120746,-1.29420349884478,-1.44582432859897,-0.654275510563149,-1.06931018861848,-1.3092102990378,-0.916731560477072,-1.13819439255846,-0.937115422190775,-0.0273332831252874,-1.03875757163349,-0.26452310858856,2.00979575349572,0.574233013832501,0.773314079842569
0.185390757135493,-0.00220749522198194,0.172633497645133,-1.47033353407134,-1.26152549767495,-0.998065598215379,-0.700718111468071,-1.09752636733435,-0.0805581682732912,-1.19700567705166,-0.90785400486182,1.06787018456602,-1.34240804747722,-0.35810609670377,1.55907446475948,0.553756335574838,0.765858153159668
1.80755988207106,0.737952667442574,-0.671324498868835,-1.08284745657291,-0.524330173978849,-1.51375072969372,-1.05456650553246,-1.01993703778567,-1.07988734432171,-1.02057182357205,-0.949405217468937,-0.729386788055615,0.00866597987239392,-0.791052751095697,-0.853456826395169,0.553463811599729,0.595697337529903
0.880606096393591,1.20542224386229,-1.35152945128308,-0.378327315666657,-0.585763117620191,-1.59969825160678,-0.685974428382054,-0.795180990777824,-0.651603411729532,-1.54987338401088,-0.800171989091263,-0.560893946872337,-0.622517593510633,-0.800745274864772,-0.678900026711193,1.01955201194081,1.06798887107678
0.880606096393591,1.51706862814211,-1.55307165940582,0.161804792361468,-1.01579372310958,-1.59969825160678,-0.936617040844333,-0.74921774664301,-0.998309452399392,-1.72630723749049,-0.833530004846273,-0.195826124308566,-1.22299493899935,-0.809476901880879,-1.11138403786851,0.398036072824898,0.538535232960994
0.648867649974226,1.16646644582732,-1.42710777932911,-0.0143252428650941,-0.524330173978849,-1.16996064204149,-0.125714471113433,-0.812048236331884,-1.01870392537997,-1.19700567705166,-0.884444870998655,-0.785551068450041,-0.758989717485341,-0.796609241015037,-0.717979907237456,0.36010546405237,0.528511153753983
1.34408298923232,0.971687455652434,-0.910655871014587,-0.472263334454157,0.765761642489321,0.33412099143701,0.99480544342381,-1.14981482855193,-0.427264208943151,-0.138402556174005,-0.931848367071563,-0.280072544900205,2.57775371369628,-0.82702371215248,-1.16218788255265,0.654092059037386,0.270867465044845
1.57582143565169,-0.0801190912919357,-0.0415050984852764,-0.542715348544782,2.24015228988152,1.62333382013287,2.08583799178902,-1.20336833318607,0.510881548163529,0.567332857744434,-0.882103957612339,0.000748857071925717,2.47881142381462,-0.831326858480992,-1.14785859302635,0.933939995225444,0.979843248958929
0.880606096393591,0.465262081197738,0.487543197836913,-0.131745266349469,0.212865149717248,1.15062244961106,0.87685597873568,-1.29107801006719,-0.0805581682732912,0.684955426730841,-0.817143611142058,-0.223908264505779,-0.41780940754857,-0.856978623973286,-0.897747357658268,0.639855892248725,0.10078949304489
1.11234454281296,0.0367483028129946,0.915820390097733,-0.906717421346344,0.335731036999931,1.58036005917634,0.729419147875516,-1.03764764561743,-0.508842100865472,0.684955426730841,-0.827092493033903,-0.476647526280697,0.295257440219282,-0.799324818795166,-0.715374581869039,0.897667022311869,0.834618365901978
0.648867649974226,-1.32670462841119,1.29371203032787,-1.23549348710259,-0.831494892185556,0.205199708567424,-0.0667397387693675,-0.991684401482622,0.592459440085849,-0.373647694146818,-0.761546918217042,1.37677372673537,-1.05240478403096,-0.509175777518322,1.49394133054904,1.25054844428559,1.42247676303382
0.185390757135493,-0.937146648061422,1.29371203032787,-1.89304561861509,-0.954360779468239,-0.0956166181282763,2.43968638585341,-1.24637980934893,0.225358926435409,-0.785326685599241,-0.844064115084697,0.983623763974385,-0.714636277193561,0.378483931626256,2.3028948574427,1.81219447649577,2.12606771101026
0.880606096393591,-0.391765475571749,0.928416778105404,-1.57601155520728,-1.56869021588165,-0.826170554389264,0.169159190606894,-1.5057137097426,-0.977914979418812,-1.13819439255846,-0.957598414321044,-0.167743984111353,-0.260866464977655,-0.439364539509164,0.153501428498215,0.819270596982532,0.972470165905838
