"p.H","DO","EC","WT","BOD","COD","TOC","Chla","SS","TN","T.P","NH3N","PO4P","Flow","logTC","logFC"
-0.937168186260795,1.08937998172707,0.535608360543192,-1.48961702492373,-0.585750741708066,-1.34532043369637,-1.32806426570948,-0.722883416922167,-1.0140481929446,1.98044478506258,-0.642669809906824,0.342638987873143,0.290259532121969,-0.37336506410382,0.26726784051273,-0.470621222408449
-0.512617704718892,1.59013545758542,1.03224394798208,-1.6078828453075,-1.01304357398904,-1.21143467513648,-1.09776280145986,-0.718638686433483,-0.853830414894606,1.60622278538942,-0.590694772657099,0.37913857569953,0.331923189682173,-0.381180378389691,0.0826716126513499,-0.887076338471604
-1.3617186678027,1.29802809666805,0.374201794625554,-1.6078828453075,0.340050394900709,-0.854405985643443,-1.04018743539746,-0.621009885193754,-0.659280255833899,1.83456163264762,-0.0969319187847122,1.81722233605916,0.91521439552503,-0.378518640915518,0.360526623363434,-0.460270107845081
-0.0880672231769883,0.880731866786089,1.06949161704,-1.2530853841562,-0.514535269661237,-0.720520227083553,-0.579584506898239,-0.362081325384036,-0.682168509841041,1.0861176333013,-0.642669809906824,0.641935608049513,0.123604901881153,-0.349579324972906,0.225885179342845,-0.158102640248695
-0.0880672231769883,1.25629847367985,0.659767257402914,-1.13481956377244,-0.585750741708066,-0.988291744203332,-1.04018743539746,-0.731372877899535,-0.78516565287318,1.04647547231897,-0.694644847156549,0.167440966306488,0.0819412443209492,-0.366285975076762,0.649022889804918,0.303727224585386
-0.724892945489844,1.38148734264444,0.113468111220138,-1.48961702492373,-0.0872424373802639,-0.631263054710294,-0.694735239023045,-0.76957545229769,-0.716500890851754,1.75210593780438,-0.252857030533887,1.02153132144393,0.790223422844418,-0.299855803646853,0.342938992366233,0.190006760478253
-0.724892945489844,0.588624505868719,0.324538235881665,-1.01655374338867,-0.585750741708066,-0.899034571830072,-0.752310605085447,-0.570073119329547,-0.693612636844612,1.22090098064121,-0.824582440280862,0.342638987873143,0.123604901881153,-0.362831379631558,-0.708180601348843,-0.709973022175083
-0.937168186260795,0.338246767939544,0.374201794625554,-0.661756282237378,-0.300888853520751,-0.229605779030625,-0.349283042648627,-0.845980601094,-0.235847556701773,1.50791022615325,-0.200881993284162,1.0653308268356,1.04020536820564,-0.143379619792769,0.839235335967925,0.241336945025363
0.124208017593962,0.505165259892327,-0.147265572185278,-1.01655374338867,-0.585750741708066,-0.497377296150404,-0.694735239023045,-0.744107069365587,-0.647836128830328,1.2224866670805,-0.564707254032237,0.386438493264807,0.331923189682173,-0.128145420206541,-0.138725624607534,-0.486502384478272
-0.512617704718892,0.588624505868719,-0.743228277111944,-0.780022102621143,0.0551885067133937,-0.854405985643443,-0.867461337210253,-0.67194665105796,-0.476174223776764,0.626268565906311,-0.538719735407375,0.306139400046757,0.0819412443209492,-0.112911220620313,0.287072399786889,-0.887076338471604
-0.937168186260795,0.129598652998565,-0.0851861237554175,-0.661756282237378,-0.585750741708066,-0.675891640896923,-0.867461337210253,-0.459710126623766,-0.418953588758909,0.485142472809229,-0.876557477530587,-0.584450542917075,-0.501349961521907,-0.322735419382303,0.114004198965692,-0.94067526045726
