p.H,DO,BOD,COD,SS,TN,T.P,TOC,WT,EC,TC,NH3N,PO4P,Chla,FC,Flow
-0.290727171,-0.399190935,0.748408777,-0.01816318,0.44982038,-0.395092379,0.168754075,-0.372096194,-0.645338931,-0.096327155,7.099419465,-0.496673644,0.219896111,-0.454040269,0.482006896,-0.092310959
-0.099518147,0.438803744,0.100965771,-0.336717405,0.329313902,-0.421820538,1.66959866,-0.426248066,-0.271289287,-0.514944127,0.343030224,-0.666859537,1.811661381,-0.868403223,-0.381989647,-0.243967091
-0.099518147,0.124555739,1.454710238,0.857860942,0.425719085,0.05329552,0.978944515,0.006966907,-0.271289287,0.636252545,2.516597305,-0.298890039,1.162592047,-0.269216505,-0.231438459,-0.339606093
0.282899901,0.578469524,2.043294789,1.773704341,1.263239108,0.504448402,1.882107628,0.656789367,-0.395972502,1.140495716,-0.102158214,-0.509322596,1.858023476,1.438912796,-0.356897782,-0.396989494
-0.099518147,-0.15477582,1.160417963,0.539306716,0.401617789,-0.148087329,1.364117019,0.115270651,-0.146606072,-0.048757045,3.354599072,-0.590965828,1.324859381,0.109374108,0.18257731,-0.264651403
-0.481936196,-0.853104719,-0.075609594,-0.45617524,0.076250298,-0.262834078,1.769212239,-1.292678012,0.352126786,-0.001186935,1.023906659,-0.53979507,2.275282333,-0.793877512,0.299672679,-0.173993239
-0.099518147,-0.050026485,1.101559507,0.937499498,0.383541817,-0.36790339,0.587131106,-0.317944322,0.352126786,0.160551441,0.473968,-0.841645049,0.853511412,-0.41230587,-0.34435185,-0.247097409
-0.67314522,-0.888021164,-0.664194145,-0.69509091,0.142528861,-0.603387683,0.852767315,-0.642855552,0.352126786,-0.457859995,3.276036406,-0.888216188,0.722152142,-1.208240466,-0.151980887,0.046184001
-1.437981317,-1.237185614,-0.311043415,-0.934006579,0.708909309,-0.361912596,0.965662704,-0.426248066,0.72617643,-0.048757045,1.992846201,-0.868667809,0.250804174,-0.954853048,-0.06415936,0.064810258
-0.099518147,-0.783271829,-0.016751139,0.021656099,0.431744409,-0.594171076,0.421108475,0.386030009,1.100226074,-0.077299111,3.616474624,-0.764601435,0.119444904,-0.817725739,-0.039067495,-0.086396214
-0.67314522,-1.341934948,-0.36990187,0.419848881,0.708909309,-0.471590212,0.142190455,0.169422522,1.100226074,-0.381747818,1.416719987,-0.867517904,-0.073730493,-0.799839569,-0.298350098,-0.099470913
-0.290727171,-0.748355384,0.454116501,-0.217259571,1.202985869,-0.499240031,-0.043754892,0.277726266,1.100226074,0.255691662,-0.364033766,-0.994007419,-0.166454683,-0.117184054,-0.335987895,-0.204362513
-0.481936196,-0.992770499,0.512974957,-0.774729466,1.606682571,-0.667903927,0.248444938,-0.047184964,1.224909289,0.893131142,-0.468783987,-0.876717142,-0.042822429,-0.811763682,-0.315078008,-0.310862509
-0.67314522,-1.272102058,-0.016751139,0.698583829,0.250984691,-0.444401223,0.885971841,-0.155488707,1.100226074,-0.353205752,0.002592006,-1.014130751,0.961689635,-1.166506068,-0.085069247,0.181202751
-0.290727171,-0.888021164,-0.134468049,0.419848881,1.938075386,-1.182651393,0.447672096,-1.076070526,0.975542859,-1.704196888,-0.075970659,-1.178567121,0.134898936,-1.163525039,-0.118525067,5.998596372
-0.864354244,0.019806404,-0.60533569,-0.655271631,1.781416965,-1.336107888,-0.282827481,-1.184374269,0.975542859,-0.914533055,0.447780445,-1.200415309,0.173534015,-1.130733726,0.13239358,1.525267972
-0.864354244,-1.376851393,-0.48761878,0.419848881,1.582581276,-1.051775582,0.354699422,-0.805311167,1.100226074,-0.448345973,0.447780445,-0.99918199,0.219896111,-0.910137621,1.20297981,0.890747295
-0.290727171,-1.027686944,-0.664194145,-0.734910188,0.269060663,-0.953618724,-0.189854808,-1.23852614,1.349592503,-1.542458513,-0.12834577,-0.982508372,0.080809825,-0.910137621,-0.085069247,0.002567081
-0.099518147,-1.237185614,-0.60533569,-0.655271631,2.022429921,-0.951314573,0.607053821,-1.184374269,1.349592503,-1.133355563,-0.049783104,-0.773800673,0.768514238,-0.805801625,0.115665671,0.704398246
-0.481936196,-1.132436279,-0.664194145,-0.894187301,2.66713958,-1.44025554,0.168754075,-0.967766782,1.100226074,-1.780309065,0.683468442,-1.147519694,-0.081457508,-0.984663332,0.952061163,1.610374578
1.621363071,-0.992770499,-0.781911055,-0.575633075,1.040302124,-1.797399037,0.055858686,-1.455133627,0.975542859,-2.35115039,0.212092448,-1.305056636,-0.212816778,-1.246993836,0.366584318,6.532808511
0.091690877,-0.57377316,-0.899627966,-1.252560805,-0.140661363,-1.057305546,-0.057036703,-1.455133627,1.100226074,-1.333150027,-0.364033766,-1.033679131,0.018993698,-0.922061735,-0.302532075,0.19854921
-0.67314522,-0.818188274,-1.252778696,-1.531295753,0.250984691,-1.560993084,-0.488695543,-1.671741114,0.975542859,-1.780309065,-0.154533325,-1.183741692,0.018993698,-1.160544011,0.027007748,0.825979111
-1.055563269,-1.027686944,-0.958486421,-1.093283692,-0.243091869,-1.797399037,-0.39572287,-1.130222397,1.224909289,-1.371206115,0.159717338,-1.061276843,0.119444904,-0.3735525,0.684414605,0.377772895
-0.864354244,-0.43410738,-1.252778696,-1.37201864,-0.273218489,-0.684493819,-0.196495713,-1.346829884,0.352126786,-0.705224569,-0.353558744,-1.056102272,0.026720714,-0.951872019,0.032026121,-0.128006963
-0.864354244,-0.43410738,-1.193920241,-1.37201864,-0.188863954,-0.748088403,0.142190455,-1.130222397,0.352126786,-0.667168481,-0.369271277,-0.994007419,0.490341666,-0.901194536,-0.135252977,-0.133523932
-1.055563269,-0.783271829,-1.076203331,-0.894187301,-0.200914602,-0.125967473,0.799640073,-0.751159296,0.476810001,-0.001186935,1.626220429,-0.638686873,0.984870682,-0.725313857,1.370258909,-0.247235766
-0.481936196,-0.643606049,-1.076203331,-0.894187301,-0.206939926,-0.213064403,-0.262904765,-1.076070526,0.227443572,0.179579485,-0.411171366,-0.930187709,0.188988047,-0.963796133,-0.227256481,-0.28312201
-0.099518147,0.403887299,-1.488212517,-0.814548744,-0.472054178,-0.499700861,-0.183213902,-1.021918654,-0.271289287,-0.16292531,-0.327371189,-0.949161137,0.111717888,-1.0651511,-0.160344842,-0.293083685
-0.099518147,-1.237185614,-0.840769511,-0.894187301,-0.176813306,0.121498407,0.314853991,-0.751159296,-0.271289287,0.398401993,-0.358796255,-0.440328315,0.583065857,-1.0860183,-0.277440211,-0.33237696
-0.481936196,-0.2944416,-0.664194145,-0.774729466,0.919795645,0.252374218,0.255085844,-0.967766782,-0.645338931,0.740906788,-0.337846211,-0.534620499,0.405344492,-0.898213507,-0.319259985,-0.354946381
-0.481936196,0.054722849,-0.193326505,-0.535813797,0.901719674,0.332097863,2.260639226,-0.588703681,-0.770022145,0.47451417,-0.285471101,-0.32131318,2.352552492,-0.877346308,-0.151980887,-0.326617867
0.091690877,0.124555739,0.277541136,0.419848881,0.44982038,0.682789735,1.350835208,-0.101336836,-0.645338931,1.292720069,-0.12834577,0.023083272,1.425310587,-0.304988846,-0.085069247,-0.362365754
0.091690877,0.124555739,-0.016751139,-0.097801736,0.720959956,0.752375113,2.107898406,-0.426248066,-0.770022145,1.730365085,-0.295946123,0.458322194,2.167104111,-0.56731935,-0.218892526,-0.354444839
0.091690877,0.508636634,0.277541136,-0.217259571,0.516098943,1.063435577,-0.163291187,-0.317944322,-1.144071789,1.854047372,-0.348321233,0.484770001,-0.151000651,-0.346723244,-0.252348346,-0.34481176
-1.246772293,0.753051748,0.866125687,0.101294655,2.179088343,0.543618979,0.739871926,0.169422522,-1.518121433,1.359318224,1.364344877,0.072529173,0.042174746,-0.102278912,0.952061163,-0.305259066
0.091690877,1.276798422,-0.075609594,0.380029603,1.3114417,1.500302719,1.775853144,-0.209640579,-1.019388575,1.349804202,-0.165008347,0.756722459,1.688029127,-0.260273419,-0.302532075,-0.367433065
-0.099518147,1.311714867,0.630691867,-0.137621014,1.130681982,1.939474012,1.317630682,-0.155488707,-1.393438219,1.892103461,0.42159289,1.680095918,1.579850905,-0.370571472,0.14912149,-0.34745783
-2.01160839,1.067299753,0.042107316,-0.097801736,0.353415198,1.782330873,3.721638379,-0.155488707,-1.393438219,1.130981694,-0.357198814,1.463913838,3.913409699,-0.513660838,-0.340337152,-0.369370057
0.856526974,1.102216198,0.512974957,-0.336717405,0.425719085,1.556524018,2.081334785,-0.101336836,-1.642804648,1.511542577,-0.382574555,1.930775139,2.190285159,-0.543471122,-0.373207494,-0.345503543
-0.099518147,0.962550418,-0.075609594,-0.137621014,0.419693761,2.376801984,1.782494049,0.277726266,-1.642804648,1.768421174,-0.079060791,2.558623095,1.548942841,-0.805801625,-0.162268551,-0.321637029
-0.099518147,1.032383308,0.689550322,0.101294655,0.823390463,2.366663717,2.938011561,0.277726266,-1.518121433,1.758907152,0.110615672,2.877146692,3.132981095,-1.00851156,0.172624204,-0.380421291
-0.67314522,0.613385968,0.748408777,0.180933212,0.347389874,2.380488626,1.12504443,0.386030009,-1.642804648,1.730365085,-0.395458833,2.98236297,2.058925889,-0.987644361,-0.365679935,-0.328416503
-0.290727171,0.194388629,0.512974957,0.380029603,1.299391052,2.295235017,2.327048279,0.169422522,-1.268755004,1.054869517,0.614307108,2.850698884,1.927566619,-0.543471122,-0.042496717,-0.334971147
-0.67314522,0.124555739,1.219276418,0.499487438,0.473921676,1.927031593,1.397321545,0.115270651,-1.518121433,1.635224864,-0.184779951,2.581046236,0.961689635,-0.474907468,-0.305961297,-0.353113156
-1.246772293,0.438803744,0.924984142,0.419848881,0.269060663,1.577722212,1.80905767,1.09000434,-1.019388575,1.425916378,-0.318310295,2.227450546,1.36349446,-0.054582457,-0.357232341,-0.34847821
-0.099518147,-0.189692265,0.983842597,0.778222385,2.510481158,0.508135044,0.97230361,0.656789367,-1.268755004,-0.429317928,0.316842669,-0.328787561,0.049901761,-0.895232479,0.324764544,0.032659643
-0.099518147,0.578469524,-0.016751139,-0.495994518,1.401821558,1.026108322,1.775853144,0.061118779,-1.144071789,0.312775794,-0.395458833,0.945306826,1.788480333,-1.032359787,-0.371116506,-0.308164555
1.047735999,0.613385968,0.159824226,0.340210325,0.769162548,2.121501988,2.559479962,0.927548726,-1.019388575,1.226121915,-0.400696344,1.741615818,2.383460555,-0.287102675,-0.363588946,-0.308614214
0.856526974,0.578469524,0.159824226,0.300391046,0.335339226,0.532098221,0.620335632,0.873396854,-0.89470536,0.455486126,-0.477294943,0.826866644,0.52124973,0.628073058,-0.378225867,-0.352871032
0.66531795,1.032383308,2.573020885,1.375511559,0.606478802,1.895234301,4.27947442,1.577371185,-0.645338931,1.169037782,-0.502042182,1.492086503,3.96749881,1.212354634,-0.358403294,-0.393980238
0.66531795,-0.08494293,3.279322346,2.171897123,3.113013549,1.35698449,4.16657903,2.118889902,-0.395972502,0.988271362,0.290655114,1.624325541,4.037041953,0.368723583,-0.051613428,-0.024135743
0.856526974,1.381547757,3.985623807,2.649728462,1.154783278,0.221498586,1.463730597,1.523219314,-0.271289287,0.398401993,-0.259283546,0.107026314,0.74533319,3.495822425,-0.335987895,-0.287255413
1.047735999,0.753051748,4.162199172,2.052439289,1.160808602,1.095232869,4.425574335,1.793978672,-0.021922858,1.178551804,-0.468783987,0.919433971,3.944317762,2.184169908,-0.379480461,-0.339502325
0.282899901,-0.43410738,2.161011699,0.300391046,0.190731452,0.135323317,0.460953906,1.144156212,-0.146606072,0.132009375,-0.020976793,0.321483537,0.328074333,-0.021791144,-0.329296731,-0.239608858
1.430154047,0.334054409,1.572427148,0.698583829,0.148554185,-0.571129561,0.381263043,0.548485624,0.352126786,-0.610084348,-0.252291468,-0.573717258,0.073082809,2.416690127,-0.364425342,-0.036414892
0.091690877,0.019806404,0.100965771,-0.257078849,3.71554594,-1.002005908,0.507440243,-0.913614911,-0.021922858,-1.989617551,1.469095098,-1.107847983,-0.120092588,-1.059189044,1.909734001,2.745711569
1.047735999,0.229305074,1.160417963,-0.336717405,0.817365139,-0.552235518,0.00937235,-0.751159296,0.601493216,-0.914533055,-0.481877765,-0.604764684,-0.297813953,0.440268266,-0.364425342,-0.169600417
0.091690877,-0.15477582,0.512974957,-0.257078849,-0.315395756,-0.378502488,0.069140497,-0.317944322,0.601493216,-0.419803906,-0.493662165,-0.281641469,-0.62234862,-0.671655345,-0.357734178,-0.153447283
-0.481936196,-0.992770499,0.042107316,-0.376536684,0.160604833,-0.254999962,-0.103523039,-0.317944322,0.601493216,-0.286607597,-0.50806532,-0.18849919,-0.050549445,-0.588186549,-0.376134879,-0.159448501
-0.481936196,-0.888021164,0.983842597,-0.376536684,0.546225563,-0.532880644,0.135549549,0.277726266,0.850859645,-0.714738591,-0.494526354,-0.531170785,0.158079984,0.219672161,-0.374462088,-0.194193303
-1.437981317,-0.57377316,0.866125687,0.300391046,0.660706717,-0.349931008,0.978944515,0.765093111,0.975542859,-0.200981398,-0.424265143,-0.273592136,0.675790047,-0.343742216,-0.334315104,-0.148846926
0.474108926,-0.469023825,2.161011699,1.654246506,0.31123793,-0.586797791,0.394544854,1.469067442,0.975542859,-0.153411288,-0.481013575,-0.647311158,0.250804174,1.966554831,-0.354137677,-0.238346354
1.047735999,-0.608689605,1.160417963,0.101294655,4.444610134,-0.907074862,0.773076452,0.331878137,0.72617643,-1.865935264,0.293273869,-0.953185803,0.111717888,-0.984663332,0.098937761,0.59952394
-0.481936196,-1.062603389,1.395851783,0.101294655,3.799900475,-0.471590212,0.786358263,-0.155488707,1.100226074,-1.399748181,1.73097065,-0.401806508,0.018993698,-0.606072719,1.119340261,2.607354966
1.621363071,-0.329358045,-0.075609594,0.459668159,12.86801296,-1.348089477,1.39068064,-0.534551809,0.601493216,-2.446290611,0.264467558,-1.272284352,0.003539666,-1.029378759,0.206247302,10.13423089
0.091690877,-0.22460871,-0.134468049,-0.257078849,1.41989753,-0.531958984,0.082422307,-0.805311167,1.349592503,-1.171411651,-0.285471101,-0.501273263,0.165807,-1.035340816,0.075267768,0.180787681
-0.481936196,-1.516517173,0.042107316,-0.45617524,4.914585399,-0.748088403,1.297707966,-0.534551809,1.224909289,-1.846907219,1.83572087,-0.45642698,0.111717888,-0.775991341,2.457573048,0.445723281
0.091690877,-0.783271829,-1.605929427,-1.013645135,0.299187283,-1.603850303,-0.375800154,-1.346829884,1.474275718,-2.037187661,2.883223078,-1.157868836,-0.00418735,-0.925042763,3.377608089,9.08526301
-0.864354244,-0.57377316,-1.193920241,-1.610934309,0.389567141,-1.4973985,-0.508618259,-1.56343737,0.850859645,-2.436776589,0.42159289,-1.309656254,-0.351903064,-1.217183551,0.408404093,4.957480227
-0.290727171,-0.469023825,-1.664787882,-1.491476474,-0.032205532,-0.958687858,-0.010550366,-1.671741114,1.224909289,-1.466346336,0.316842669,-1.000331895,0.266258206,-1.229107665,0.366584318,0.829697444
-0.864354244,-0.783271829,-1.135061786,-1.411837918,-0.249117193,-1.28080825,-0.282827481,-1.400981755,0.850859645,-1.590028623,-0.159770836,-1.150394456,0.088536841,-1.074094186,-0.160344842,0.554765579
-0.481936196,-0.050026485,-0.840769511,-1.053464414,-0.399750291,-0.88956331,-0.196495713,-1.23852614,1.349592503,-0.933561099,-0.214764702,-0.877867046,0.003539666,-0.430192041,0.078027873,0.153635197
1.238945023,-0.015110041,0.218682681,0.459668159,-0.255142517,-1.051314752,0.14883136,-0.263792451,1.349592503,-0.581542282,-0.495416731,-1.289532922,0.12717192,1.739996669,-0.371032866,0.264026472
3.34224429,0.438803744,0.218682681,-0.296898127,-0.375648995,-1.404310775,-0.641436364,-0.588703681,1.349592503,-1.123841541,-0.298564878,-1.32345511,-0.707345794,0.902327675,-0.369861912,0.319230757
0.66531795,-0.329358045,1.160417963,-0.575633075,-0.423851587,-0.778042373,-0.515259164,-1.021918654,1.224909289,-0.400775862,-0.096920703,-0.284516231,-0.212816778,0.675769513,-0.368690959,0.374417747
1.238945023,-0.015110041,0.218682681,0.459668159,-0.255142517,-1.051314752,0.14883136,-0.263792451,1.349592503,-0.581542282,-0.495416731,-1.289532922,0.12717192,1.739996669,-0.371032866,0.264026472
3.34224429,0.438803744,0.218682681,-0.296898127,-0.375648995,-1.404310775,-0.641436364,-0.588703681,1.349592503,-1.123841541,-0.298564878,-1.32345511,-0.707345794,0.902327675,-0.369861912,0.319230757
0.66531795,-0.329358045,1.160417963,-0.575633075,-0.423851587,-0.778042373,-0.515259164,-1.021918654,1.224909289,-0.400775862,-0.096920703,-0.284516231,-0.212816778,0.675769513,-0.368690959,0.374417747
0.66531795,-0.15477582,0.042107316,-1.013645135,-0.363598348,-0.573894542,0.201958602,-1.021918654,0.601493216,-0.600570326,-0.415544687,-0.675483822,0.281712238,-0.012848058,-0.177072752,0.120446907
0.282899901,0.543553079,-1.429354061,-1.093283692,-0.640763248,0.308595517,2.313766468,-1.021918654,0.3022535,-0.105841177,-0.453071454,-0.514497167,2.854808524,-0.904175564,-0.305041262,-0.133523932
-1.246772293,0.473720189,0.042107316,-0.615452353,-0.225015898,0.391544974,2.333689184,-1.021918654,0.3022535,0.29374775,-0.474021498,-0.386282795,2.86253554,-0.337780159,-0.333060511,-0.247235766
2.386199169,1.451380647,1.042701052,0.89768022,-0.32142108,0.393849125,2.048130259,0.331878137,0.202506929,0.645766567,-0.447179254,-0.529445928,2.568908936,1.772787982,-0.378225867,-0.28312201
1.430154047,0.299137964,1.219276418,0.101294655,-0.032205532,0.242235951,2.891525224,0.223574394,0.052887071,0.445972104,-0.50806532,-0.597865256,3.017075857,0.9887775,-0.384080636,-0.293083685
1.238945023,1.346631312,2.161011699,0.778222385,0.829415787,1.097537021,3.522411222,0.873396854,0.127697,0.940701252,-0.434740165,-0.417330221,2.723449254,2.872787479,-0.310477833,-0.376201414
0.474108926,0.054722849,0.512974957,-0.137621014,0.214832748,0.03762729,1.961798491,0.386030009,0.152633643,0.493542214,-0.47271212,-0.989982753,2.004836778,0.33593227,-0.32762394,-0.289642065
-0.099518147,0.124555739,0.512974957,-0.296898127,0.263035339,0.19753541,2.738784404,-0.426248066,-0.283757608,0.664794612,-0.405933855,-0.827846193,2.877989571,0.312084043,-0.254857532,0.032849883
-1.246772293,0.264221519,-0.899627966,-0.774729466,0.160604833,-0.027349785,1.755930428,-0.805311167,-0.844832074,-0.486402061,0.054967117,-1.114747411,1.935293635,-1.151600925,-0.058304592,-0.231117221
-0.290727171,0.578469524,-1.076203331,-0.814548744,0.461871028,-0.032879749,2.041489353,-0.697007424,-0.570529002,0.693336678,-0.311658656,-0.54726945,2.584362968,-0.990625389,-0.302532075,-0.147549833
0.091690877,1.346631312,-1.900221702,-1.451657196,-0.670889867,-0.358225954,1.310989777,-1.455133627,-1.131603468,0.693336678,-0.405933855,-1.081975127,1.966201698,-1.190354295,-0.252348346,-0.154657904
-0.481936196,1.486297092,-1.017344876,-1.053464414,-0.59858598,0.28463234,1.417244261,-0.967766782,-1.106666825,1.130981694,-0.403315099,-0.753102388,2.174831127,-0.850517052,-0.35915605,-0.141271902
-1.629190341,0.787968193,-1.135061786,-0.973825857,-0.6287126,1.016430885,2.984497898,-0.642855552,-1.256286682,1.073897561,-0.316896167,-0.278191755,3.279794397,-0.948890991,-0.193800661,-0.265758256
-0.290727171,1.905294431,-0.134468049,-0.336717405,-0.49013015,0.989702727,2.586043583,0.061118779,-1.630336326,1.188065826,-0.417718254,1.164938621,3.341610524,-0.552414207,-0.306881332,-0.402800471
1.047735999,1.660879317,-0.193326505,-0.177440292,-0.538332741,2.422424185,4.498624293,0.061118779,-1.40590654,1.502028555,-0.212145946,1.49381136,5.342907635,-0.552414207,-0.29416812,-0.369767832
-0.290727171,1.137132643,0.983842597,0.579125994,-0.04425618,3.113669662,4.206424462,0.440181881,-1.380969897,1.454458445,0.031398317,2.13258341,2.99389481,0.675769513,0.14912149,-0.403388487
1.047735999,2.114793101,0.336399591,0.977318776,-0.116560067,2.117354515,0.168754075,0.386030009,-1.605399683,1.007299407,-0.510684075,0.729124746,-0.375084112,0.941081045,-0.385335229,-0.35093404
2.194990144,2.359208216,0.807267232,0.579125994,1.437973502,1.50168521,2.659093541,0.656789367,-1.40590654,1.235635937,-0.343083722,1.028674916,2.290736365,0.312084043,-0.259457708,-0.385125415
1.812572096,1.137132643,0.748408777,0.459668159,-0.21296525,1.124265179,1.66959866,0.223574394,-1.555526398,1.169037782,0.513249333,1.118942433,2.190285159,-0.10525994,0.391676183,-0.344379396
-0.099518147,1.381547757,0.983842597,1.256053724,0.130478213,2.433484113,2.845038888,1.035852469,-1.31862829,1.892103461,-0.3326087,2.363139299,2.978440778,1.185525378,-0.361497958,-0.340263287
-0.481936196,1.032383308,0.630691867,1.375511559,-0.056306828,2.734867141,2.539557246,1.360763699,-1.455779826,1.540084644,-0.269758568,2.995011921,1.989382746,0.610186887,-0.285804166,-0.371929654
-0.290727171,0.194388629,0.630691867,0.499487438,-0.399750291,3.309983378,2.592684488,0.819244982,-1.31862829,1.549598666,0.086392183,2.855298503,2.143923063,-0.290083704,-0.057468196,-0.399445324
0.091690877,0.368970854,0.983842597,1.534788672,-0.170787982,3.649154492,2.393457331,1.7398268,-0.832363753,0.921673208,1.207219546,4.530134671,2.406641603,0.571433518,0.701142515,-0.280008986
0.474108926,1.102216198,0.866125687,1.136595889,0.034073031,2.977724718,1.171530767,2.118889902,-0.944578646,1.007299407,-0.390221322,2.353940061,1.038959793,-0.00986703,-0.325532951,-0.335732108
0.856526974,0.997466863,1.160417963,1.33569228,-0.206939926,2.608599634,4.405651619,1.577371185,-0.857300396,1.701823019,-0.193814658,3.250290761,4.879286683,0.699617741,-0.121870649,-0.375319391
0.474108926,-0.57377316,1.866719424,1.256053724,0.329313902,2.258368592,2.64581173,1.523219314,-0.29622593,0.97875734,-0.073351904,2.044615702,2.429822651,1.790674153,-0.323441963,-0.183678201
-0.099518147,0.543553079,1.336993328,1.614427228,0.835441111,0.595692805,1.928593964,0.548485624,-0.545592359,-0.220009443,1.482188875,0.153022501,0.397617476,1.382273255,1.788456655,-0.197894342
0.856526974,1.346631312,0.689550322,1.176415168,-0.134636039,0.167120609,0.686744684,0.277726266,-0.258820965,-0.105841177,-0.206908435,-0.220121568,0.420798523,3.194738552,-0.365261737,-0.25583117
2.577408193,0.473720189,0.924984142,1.056957333,-0.478079502,0.66113071,1.795775859,1.035852469,0.252380215,0.360345905,-0.49628092,0.827441597,2.24437427,0.899346647,-0.382826043,-0.36537501
-0.290727171,-0.50394027,0.571833412,0.618945272,-0.134636039,-0.342557723,1.257862535,0.548485624,0.003013785,-0.457859995,-0.155711765,-0.03383701,1.263043254,0.517775005,-0.185436706,-0.232016539
-0.099518147,0.613385968,0.807267232,0.857860942,0.009971735,-0.094170181,1.689521376,0.386030009,0.489278322,-0.429317928,-0.394149455,0.357705534,1.433037603,0.803953736,-0.298350098,-0.163478137
1.430154047,1.067299753,2.219870154,1.813523619,-0.170787982,-0.113525055,1.370757924,0.927548726,0.763581395,-0.039243023,-0.424265143,0.441648576,1.71893719,0.961948244,-0.368607319,-0.341266372
-1.629190341,-1.586350063,0.159824226,-0.097801736,-0.520256769,0.427950569,1.496935124,0.277726266,0.451873358,0.360345905,-0.516445338,1.354097941,2.167104111,0.607205859,-0.384247915,-0.238484711
0.66531795,0.299137964,0.395258046,1.096776611,-0.261167841,-0.892328292,-0.289468386,0.927548726,0.688771466,0.407916015,-0.520635346,-0.715730486,-0.313267985,1.158696122,-0.385753427,-0.288984871
2.577408193,1.591046427,1.690144058,2.211716402,-0.020154885,-0.276658987,-0.236341144,1.198308084,1.362060825,-0.010700957,-0.519064093,-0.028662439,-0.290086937,1.173601264,-0.384247915,-0.290022545
2.959826242,0.857801083,0.571833412,1.375511559,-0.327446404,-0.184953754,0.494158432,1.035852469,1.087757753,-0.172439332,-0.51513596,0.050106032,0.706698111,1.367368113,-0.380985973,-0.211470584
1.812572096,1.625962872,0.748408777,2.729367019,-0.128610715,0.243618442,0.786358263,1.7398268,1.224909289,-0.086813133,-0.512255329,0.473270955,1.154865031,0.851650192,-0.369861912,-0.24789296
1.047735999,0.648302413,4.221057627,2.171897123,0.142528861,0.165277288,0.713308305,1.469067442,1.06282111,-0.058271067,-0.511731578,0.239840304,0.621700936,2.96818039,-0.380316856,-0.123544962
-0.481936196,0.299137964,0.571833412,1.455150115,-0.243091869,0.664356522,1.835621291,1.577371185,1.175036003,0.484028192,-0.518016591,0.966580063,1.541215825,0.186880848,-0.385000671,-0.295193623
0.474108926,0.892717528,1.042701052,2.570089906,0.23290872,-0.919056451,-0.010550366,1.252459955,1.075289431,-0.476888039,-0.51749284,-0.62833773,-0.073730493,3.069535357,-0.376971274,0.911829383
-1.437981317,-0.643606049,-0.428760325,0.061475377,1.136707306,-1.25085428,-0.362518344,-0.642855552,0.913201252,-1.951561462,0.316842669,-1.086574746,0.03444773,-1.038321844,0.316400589,2.122449661
-1.055563269,-0.08494293,-1.076203331,-0.814548744,1.233112489,-1.383112581,-0.621513648,-1.292678012,0.72617643,-2.208440059,1.050094214,-1.25446083,-0.127819604,-1.157562982,0.500407597,3.432513747
3.724662339,1.206965533,0.042107316,-0.097801736,-0.574484684,-1.126430094,-0.541822785,-0.426248066,1.773515433,-0.952589143,-0.518147529,-1.202140166,-0.529624429,-0.418267927,-0.38148781,-0.158998842
