"p.H","DO","EC","WT","BOD","COD","TOC","Chla","SS","TN","T.P","NH3N","PO4P","Flow","Rain","logTC","logFC"
-1.2915366854889,1.48358554622295,0.859919745359186,-1.59106927943689,-0.539236237913468,-1.3249845502559,-1.34798787405404,-0.84682944877495,-1.13455187089643,2.12679282585859,-0.58112512333258,1.18166244725683,0.6992096155604,-0.650860543674258,-0.703938163582932,0.323948014896911,-0.944726486060563
-0.432103770930669,1.15640994663584,0.720371245619095,-1.2290512408847,-0.539236237913468,-0.954482878413371,-0.876192118135126,-0.748124313904192,-0.964581553159137,1.49798993400525,-0.791911062274372,0.758195389167851,0.408276349723895,-0.593697272881891,0.269686911969279,0.170973329056882,-0.147900141628413
-0.718581409116746,0.408580004722466,-0.194081864442445,-0.782562326670326,-0.453073323732888,-0.636910016834061,-0.808792724432425,-0.836439434578028,-0.593737223550498,1.12446224600879,-0.721649082627108,0.396699120067502,0.350089696556594,-0.303076458767696,-0.32020953704817,0.377902600037786,-0.808247375046866
0.140851505441488,-0.0588137089733956,-0.302437170122986,-0.275737072697254,0.236229989711759,-0.107621914201877,-0.404396362216212,0.212951999311077,0.024336659130567,-0.707512746375882,-1.17835195033432,-0.811731265210807,-1.45369655162974,-0.463486597732211,0.242066342450067,0.822769524264463,-1.1760133801694
-0.432103770930669,-0.946861764995533,-1.31211160941894,0.424164468503654,0.0639041613505975,-0.372265965517969,-0.539195149621616,-0.140308483384265,0.024336659130567,-0.394049812228096,-0.264946214919892,0.303742936584555,-0.406336794618318,0.871270872759201,-0.0933262874260744,1.7251134481722,-1.34821077225614
-0.718581409116746,-1.55447359280015,-0.932868039537046,1.02752786609064,0.667044560614663,0.739239050009617,1.21318908664864,-0.441618895094998,-0.423766905813205,0.242261173856333,1.10516238820176,0.386370655236063,1.16470284089881,-0.165512018078689,-0.373477778263793,1.38650191383981,-0.49935038872992
-0.718581409116746,-1.41425547869139,-1.80299397909291,1.18440234946326,0.236229989711759,0.368737378167088,-0.0673993937027018,-0.78968437069188,0.889640094884057,0.882326207056304,0.297149622258221,-0.119724121504425,0.408276349723895,2.91208788523318,3.3987028589314,1.38030023738684,1.10532646095939
-0.432103770930669,-1.50773422143057,-1.70613090280273,1.35334410078762,0.667044560614663,-0.31933715525475,-1.07839029924323,-0.498763973178068,0.456988377007312,-0.523564437714307,0.297149622258221,0.0558597806300302,0.931956228229603,0.539665072039158,2.26034081517532,1.46712370772847,1.35954360958426
-0.14562613274459,-1.0403405077347,0.0456132056993589,0.930989722476725,0.408555818072921,-0.213479534728314,-0.741393330729722,-0.73253929260881,1.83220276597268,0.0620669123103,0.367411601905485,-0.388264207121827,0.466463002891196,2.69725988127765,0.308158419513895,1.33089354831148,0.98406069188422
-0.432103770930669,-0.526207422669257,-0.297511928955689,0.243155449227557,0.0639041613505975,-0.266408344991532,-0.33699696851351,-0.805269391987263,-0.0220188820705129,0.249769268087418,-0.335208194567155,-0.429578066447581,0.000969777552788242,-0.272582844331287,-0.655602166924312,0.382037051006435,1.02573201980278
