"p.H","DO","BOD","COD","SS","TN","T.P","TOC","WT","EC","TC","NH3N","PO4P","Chla","FC","Flow"
1.61013470299062,0.964191112762481,0.340050394900709,0.172051496649043,0.679682603583906,0.550155616820244,-0.252857030533887,0.168895251912998,-1.01655374338867,0.610103698659025,-0.5230158972461,-0.511451367264301,-0.501349961521907,-0.00552396433458863,-0.333874111443814,-0.379821193296496
1.39785946221967,0.964191112762481,0.624912283088025,0.305937255208932,0.759791492608902,0.36145893054437,0.0330056743396003,0.456772082225012,-0.661756282237378,1.21848229327166,-0.559998039533536,-0.292453840305982,-0.251368016160683,-0.0691949216648471,-0.338087755234005,-0.419690622696885
2.03468518453253,0.713813374833306,1.26585153150948,1.1538803927549,2.05297784401242,-0.607395483863687,0.34485589783795,1.60827940347307,-0.543490461853612,1.00741216861014,-0.569480640120059,-0.606350295612906,-1.08464116736476,0.227936212543026,-0.342301399024196,-0.440984522490275
0.336483258364913,0.0878690300103693,2.33408361221192,1.01999463419501,5.37177467504801,0.921206243614819,0.838618751710337,1.20525184103625,-0.188693000702317,0.163131669964026,-0.387414708858833,0.707634866137008,-0.334695331281091,1.86640218117501,-0.271818630170089,-0.1486464620289
0.548758499135866,-0.0373198389542184,1.62192889174363,1.01999463419501,1.42355085881602,-0.750107263400062,0.422818453712538,0.571922814349818,-0.306958821086082,2.08759457128972,-0.558101519416232,-0.56985070778652,-1.16796848248517,0.86464578584561,-0.340769164918672,-0.403720197851843
1.39785946221967,0.0461394070221729,3.25988474882069,0.975366048008378,0.85134450863747,-0.940389636115229,0.6567061213363,1.32040257316105,-0.0704271803185513,0.473528912113331,-0.546722398712405,-0.197554911957377,-0.709668249322927,0.762772254117196,-0.326979057968956,-0.428695223939303
0.761033739906817,0.129598652998565,3.11745380472704,0.930737461821749,1.00011815968389,-0.637523526210255,0.2409058233385,1.43555330528586,-0.0704271803185513,0.262458787451804,-0.533446757891274,-0.766948482049007,-1.04297750980456,1.14904272858743,-0.329277409127242,-0.307954281493807
1.61013470299062,-0.162508707918806,2.97502286063338,1.51090908224794,3.49493784646237,0.129948710407584,2.39786986920209,1.43555330528586,0.40263610121651,-0.321088027788889,-0.508791996366317,0.0141426974356645,-1.04297750980456,3.2119817460878,-0.317019536283049,-0.162804640083016
0.973308980677769,0.0878690300103693,0.197619450807052,-0.408120123777145,1.6295451448803,0.826065057257236,0.630718602711437,-0.694735239023045,-0.0704271803185513,-1.45093398921236,0.238436929851628,0.0725420379578829,-0.209704358600479,-0.659212459591909,0.433009058370985,1.63188601005665
1.39785946221967,0.67208375184511,0.411265866947538,-0.274234365217255,0.633906095569622,0.0157792867784838,0.0589931929644628,-0.579584506898239,0.757433562367806,-1.22744797486486,3.06425190463523,0.0214426150009418,-0.418022646401499,0.414704354045117,9.38125623463157,-0.120046942359587
0.761033739906817,0.00440978403397722,1.5507134196968,0.752223117075229,2.11019847903028,0.0427359562464663,0.214918304713637,0.111319885850595,0.757433562367806,1.28056174170152,-0.474654634254837,1.04343107413976,-0.043049728359663,-0.28992090707641,-0.285225678593425,-0.19842661606717
