year,date,spot,BOD,COD,T_N,T_P,TOC,SS,EC,pH,DO,temperature,turbidity,transparency,Chl_a,low,flow1,flow2,reservoir,dominant
2020,201102,T1,0.9,4.1,1.307,0.052,2.3,3.6,132,7.1,8.9,14.8,0.9,2.8,3.3,10480,3.49,11.41,32343,diatom
2020,201109,T1,1.4,4.1,2.103,0.115,2.7,3.4,233,7.4,9.8,14.3,1.2,3,7.1,10453,2.99,13.39,31733,diatom
2020,201116,T1,2.3,5.6,2.501,0.149,2.6,9.7,223,7.4,9.7,14.5,0.9,3.8,5,10433,1.55,11.83,31287,diatom
2020,201123,T1,1.3,5,2.264,0.118,3,10.9,226,7.1,9.9,13,1,2.8,7.3,10418,8.61,11.15,30956,diatom
2020,201130,T1,1.3,5,2.264,0.118,3,10.9,226,7.2,9.7,11.3,0.9,2.2,7.7,10388,4.4,11.91,30302,diatom
2020,201210,T1,1.5,4.2,2.323,0.132,2.6,5.8,193,7.3,8.9,9.8,1.4,2.1,4.6,10353,5.96,10.87,29553,diatom
2020,201215,T1,1.5,3.9,2.289,0.118,2,5.1,200,7.1,8.8,8.7,2,1.3,3.6,10341,1.87,11.63,29299,diatom
2020,201221,T1,1.9,4.5,3.788,0.198,2.3,3.8,241,6.9,9.4,7.7,1.7,1.9,3.5,10312,4.53,11.59,27923,diatom
2020,201228,T1,1.9,4.5,3.788,0.198,2.3,3.8,241,7.4,9.9,7.8,1.6,2.7,2.9,10293,2.54,11.86,27539,green
2021,210104,T1,2,4.9,2.676,0.147,2.4,7.8,206,7.4,10.8,6.5,1.5,3,4.8,10269,2.67,11.86,27060,diatom
2021,210112,T1,2,4.9,2.676,0.147,2.4,7.8,206,7.2,11.3,5.7,2,3.5,2.7,10230,6.09,12.84,26295,diatom
2021,210119,T1,2,4.9,2.676,0.147,2.4,7.8,206,7.6,11.9,4.7,2.4,3.5,3.5,10207,5.55,12.24,25850,diatom
2021,210125,T1,2.1,4.8,2.227,0.136,2.9,19.1,216,7.2,11.7,5.6,1.6,3.6,3.2,10182,5.54,12.14,25371,diatom
2021,210201,T1,3.3,5.9,2.347,0.152,5,14.3,213,7.6,11.9,5.7,1.6,2.9,7.7,10160,3.46,12.16,24956,diatom
2021,210209,T1,3.3,5.9,2.347,0.152,5,14.3,213,7.7,12.5,5.2,1.6,2.9,7.1,10131,3.42,11.99,24416,diatom
2021,210215,T1,2.1,6.2,2.944,0.221,4,13.1,232,7.8,12.7,5.7,1.6,2.2,8.3,10102,3.01,11.44,23884,diatom
2021,210222,T1,2.1,6.2,2.944,0.221,4,13.1,232,7.8,12.4,6.2,2,2.5,8.7,10069,2.25,12.6,23289,diatom
2021,210302,T1,2,7,2.186,0.188,4.4,53.8,214,7.7,12.6,5.9,1.7,2,7.5,10035,3.78,11.91,22687,diatom
2021,210308,T1,2.1,5.9,2.442,0.176,3.8,14,273,7.8,12.4,7.4,1.7,2.6,7.3,10052,10.55,12.6,22986,diatom
2021,210315,T1,2.5,5.6,2.366,0.197,3.5,14.8,197,7.9,12.3,8.4,1.7,2,8.4,10035,9.09,13.15,22687,diatom
2021,210322,T1,2.2,5.1,1.998,0.127,3,8.1,202,7.7,11.9,9,2.5,2.5,8.2,10026,9.03,13.07,22529,diatom
2021,210329,T1,2.1,4.9,2.084,0.102,3.2,12.8,143,7.9,11.6,10.7,2,2.7,9.2,10038,29.92,13.69,22739,diatom
2021,210407,T1,2.2,4.8,2.196,0.115,3.2,7,221,7.7,11.1,11.2,1.5,2,6.8,10026,8.56,12.6,22529,diatom
2021,210413,T1,2.7,5.3,1.771,0.129,3.3,10.4,218,8,11.1,12.8,1.9,2,12.3,10004,4.01,12.01,22148,diatom
2021,210419,T1,2.7,5.3,1.771,0.129,3.3,10.4,218,7.5,10.5,11.2,1.7,2.4,5.9,9989,3.79,11.72,21890,diatom
2021,210428,T1,3.8,7.7,1.546,0.121,5.2,13.2,259,7.8,10.6,13.9,1.8,2,5.9,9950,4.03,11.78,21230,diatom
2021,210503,T1,2.8,6.3,1.629,0.131,3.6,11.1,195,7.6,9.7,13.9,1.2,2.5,3,9928,8.06,11.88,20864,diatom
2021,210510,T1,8.5,9.2,1.411,0.099,4.1,26.9,240,7,9.2,14.2,1.5,4,3.8,9898,0,12.01,20373,diatom
2021,210517,T1,4.8,7.9,2.127,0.185,4,38.1,221,7.4,9,14.5,1,7,1.1,9859,12.79,10.95,19746,diatom
2021,210524,T1,4.8,7.9,2.127,0.185,4,38.1,221,7.5,9.2,19.1,1.2,4.5,10.2,9830,3.85,12.91,19289,diatom
2021,210531,T1,3,7.3,1.566,0.124,5.1,11.8,180,7.3,8.5,18.3,1.1,5.2,4.5,9803,3.72,12.64,18870,diatom
2021,210607,T1,2.4,7.1,1.495,0.092,5.5,9.1,154,7.8,9.1,22,1.2,3.8,6.3,9768,4.25,12.99,18337,diatom
2021,210616,T1,2.3,7.2,1.613,0.107,5.3,21.1,140,7.5,8.3,20.8,1.5,3,8.2,9733,6.88,13.73,17815,diatom
2021,210623,T1,2.3,7,1.424,0.092,4.9,16.5,154,7.3,7.9,17.2,1.5,2.5,4.7,9701,3.72,13.81,17346,diatom
2021,210628,T1,1.7,7.3,1.362,0.104,5.7,17.6,152,8.6,8.9,24.8,1.3,3.5,5.5,9666,1.91,13.44,16844,diatom
2021,210707,T1,1.1,3.9,1.009,0.061,3.2,18.4,88,6.9,7.2,21,36,1.8,2.8,10516,198.39,112.44,32310,diatom
2021,210712,T1,1.1,3.9,1.009,0.061,3.2,18.4,88,7.1,7.4,23.4,16.8,2,3.1,10488,146.86,219.88,31680,blue
2021,210719,T1,1.7,5,1.177,0.072,2.7,6.7,143,7.2,7.2,19.8,7.5,2,4.3,10354,38.52,24.09,28787,diatom
2021,210726,T1,2.6,5.5,1.219,0.099,4.5,12.9,147,7,6.1,22,7,2.1,7.2,10309,5.33,21.8,27862,diatom
2021,210804,T1,1.1,4.9,0.833,0.042,3.6,9.9,68,7,5.7,23.8,6.4,2.2,13.5,10246,7.88,19.22,26607,diatom
2021,210809,T1,1.1,4.9,0.833,0.042,3.6,9.9,68,7,6.1,23.6,4.9,3.1,4.9,10344,4.1,20.9,28580,blue
2021,210817,T1,1.1,5.3,1.026,0.065,3.6,11.1,127,7,5.3,20.4,4.1,3.2,1.1,10297,5.01,19.03,27620,blue
2021,210823,T1,1.1,5.3,1.026,0.065,3.6,11.1,127,7,5.3,20.4,4.1,3.2,1.1,10302,75.88,17.81,27721,green
2021,210830,T1,1.1,5.3,1.026,0.065,3.6,11.1,127,7,5.1,24.5,2.2,3.5,1.3,10355,34.32,19.89,28808,blue
2021,210906,T1,2.1,3.9,1.281,0.09,2.7,9.2,172,7,5,21.6,1.5,3,3.4,10377,21.52,19.08,29269,green
2021,210915,T1,2.5,6.3,1.128,0.073,5.6,12.1,166,7.1,6,17.8,1.4,3,1,10350.8,6.41,16.52,28721,diatom
2021,210927,T1,2.6,4.4,1.051,0.09,2.8,18.5,163,7.1,6.7,22.1,1.2,3.7,2.4,10298.2,3.77,14.76,27644,diatom
2021,211005,T1,2.2,4.9,1.373,0.113,3.8,12.5,199,7.2,6.8,24.2,1.1,3.8,4,10307.7,9.17,13.64,27836,diatom
2021,211012,T1,3,4.5,1.305,0.097,3.1,13.4,217,7,5.3,21.3,0.8,3.5,2.5,10284.1,5.79,12.52,27361,diatom
2021,211018,T1,1.8,3.8,1.73,0.1,2.5,6.6,222,7,6.2,17.6,1.7,2.5,1.4,10264.2,1.93,10.64,26965,diatom
2021,211025,T1,2.2,3.9,1.631,0.105,2.7,8.4,233,7.2,7,17.5,1.2,3.5,3.8,10233.8,0,10.54,26369,diatom
2021,211101,T1,2.6,4.6,1.462,0.088,3.3,12.5,230,6.8,7.5,15.4,1.2,3.5,2.3,10204,0.92,10.05,25792,diatom
2021,211108,T1,2.5,4,1.548,0.112,2.6,18.1,213,7.3,6.8,14.4,1.5,3,2.6,10170.7,0.61,9.8,25157,diatom
2021,211117,T1,2.3,6.1,2.045,0.23,3.7,93.2,250,7.3,8.6,14.1,1.3,3.7,1.3,10138.7,3.39,10.48,24558,diatom
2021,211124,T1,2.2,4.6,2.051,0.184,3.2,22.1,240,7.4,8.9,12.5,1,2.5,2.3,10105.4,2.55,11.42,23946,diatom
2021,211129,T1,2.2,4.6,2.051,0.184,3.2,22.1,240,7.5,8.6,12.9,1.2,3,1.6,10087,3.4,11.77,23612,diatom
2021,211206,T1,2.1,4.2,2.229,0.136,3.3,8.5,280,7.5,8.6,10.8,1.1,2.5,1.7,10058,2.92,12.18,23093,green
2021,211213,T1,3,4.3,2.28,0.126,3.3,6,262,7.6,9.1,9.6,1.3,2.5,2,10024.5,3.18,12.27,22503,diatom
2021,211220,T1,3,4.3,2.28,0.126,3.3,6,262,7.3,8.5,8.9,1.4,2,1.7,9981.1,2.91,12.58,21755,diatom
2021,211227,T1,3,4.3,2.28,0.126,3.3,6,262,7.4,9.7,7,1.3,2.5,1,9956.6,2.4,10.97,21341,diatom
2022,220105,T1,3.6,3.8,2.224,0.1,3.8,9.9,210,7.7,10.6,6.6,0.9,3.1,1.1,9914,2.29,11.6,20634,diatom
2022,220110,T1,3.6,3.8,2.224,0.1,3.8,9.9,210,7.5,11,6.4,1.5,2.8,4.2,9889.4,1.86,11.41,20233,diatom
2022,220119,T1,3,5.5,2.53,0.108,3.2,15.8,255,7.6,11.7,5.3,1.2,3,4.3,9843.6,1.65,11.33,19502,diatom
2022,220124,T1,3,4.6,1.999,0.086,3.3,7.1,238,7.6,11.4,5.5,1.2,2.5,5,9818.9,1.44,10.62,19116,diatom
2022,220207,T1,3.7,4.8,2.675,0.121,4.4,10.5,275,7.8,12.3,4.3,1.3,2.2,7.6,9748.8,2.02,11.01,18049,diatom
2022,220216,T1,4.2,7.6,3.507,0.207,5.1,43.4,289,7.7,13.1,4.4,3.6,2.5,6.3,9693,0.82,11.02,17230,diatom
2022,220221,T1,3.3,6.2,1.477,0.183,3.5,76.4,196,7.9,13.3,4.4,2,2.5,8.8,9663.5,1.3,11,16808,diatom
2022,220228,T1,3.3,6.2,1.477,0.183,3.5,76.4,196,8,12.2,5.2,1.7,2,8.6,9621.4,2.06,11.19,16219,diatom
2022,220307,T1,3.5,9.4,1.888,0.051,5.7,30,441,7.9,12.4,5.8,1.6,1.9,8.2,9615.9,2.27,11.06,16143,diatom
2022,220314,T1,4.2,7.4,2.061,0.111,4.6,11.9,600,7.9,12,7.2,2,1.9,10.2,9609.9,1.55,11.1,16060,diatom
2022,220321,T1,6.7,8.1,1.959,0.12,5.4,21,363,7.9,12.3,8,1.9,2,10.9,9609.9,1.55,11.1,16060,diatom
2022,220328,T1,3.2,6.2,2.431,0.101,4.3,11.9,256,8,11.9,8.8,3.8,1.1,11.6,9609.9,1.55,11.1,16060,diatom
2022,220404,T1,5.2,7.6,1.832,0.113,4.3,10.7,319,7.8,11.7,10.8,2.7,1.5,9.1,9609.9,1.55,11.1,16060,diatom
2022,220413,T1,8.8,13,1.47,0.169,5.7,24.3,432,7.6,10.9,13.1,1.9,2,11.2,9609.9,1.55,11.1,16060,diatom
2022,220418,T1,7.1,9,1.343,0.13,5,14,376,7.8,10.7,14,1.8,2.1,8.3,9609.9,1.55,11.1,16060,diatom
2022,220427,T1,7.9,8.4,1.747,0.161,4.9,12.5,341,7.8,10.3,15.8,1.6,3.5,4.4,9609.9,1.55,11.1,16060,diatom
2022,220502,T1,5.2,7.7,1.388,0.097,5,8.1,220,7.8,10.6,14.5,2.3,3.5,5,9609.9,1.55,11.1,16060,diatom
2022,220511,T1,4.6,7.7,1.796,0.115,5,10.8,255,7.5,10.7,16,1.3,2.9,2.5,9609.9,1.55,11.1,16060,diatom
2022,220516,T1,7.9,9.4,1.441,0.15,6.2,18,208,7.8,10.5,17.4,1.2,3.5,3.2,9609.9,1.55,11.1,16060,diatom
2022,220523,T1,7.9,9.4,1.441,0.15,6.2,18,208,7.6,10.5,17.5,1.3,3.2,3.8,9609.9,1.55,11.1,16060,diatom
2022,220530,T1,6.8,10.9,1.213,0.201,6.2,19,181,7.8,10.4,19.3,1.6,2.1,5.2,9609.9,1.55,11.1,16060,diatom
2022,220608,T1,2.7,7.7,1.585,0.095,5.4,24.6,172,7.3,9.4,16.6,1.3,2.6,3.1,9734.78,7.1,4.62,17841,diatom
2022,220613,T1,4,7.7,1.545,0.107,5.1,17.8,169,7.7,9.9,19.3,1.2,2.3,7.4,9734.78,7.1,4.62,17841,diatom
2022,220620,T1,3.3,8.1,1.328,0.1,6.1,18.8,116,7.6,9.3,20.8,1.7,2.6,5.4,9734.78,7.1,4.62,17841,diatom
2022,220627,T1,2.7,8.1,1.388,0.101,5.6,25.4,175,7.2,8,17.8,1.4,1.8,3.7,9734.78,7.1,4.62,17841,diatom
2022,220704,T1,4,11.1,1.09,0.106,6.4,9.2,171,7.1,7.3,16.7,1.1,2.1,3.1,9734.78,7.1,4.62,17841,diatom
2022,220711,T1,1.9,6.5,1.157,0.088,4.4,5,185,7,6.7,16.9,0.9,2.8,1.8,9734.78,7.1,4.62,17841,diatom
2022,220720,T1,2.7,6.6,1.469,0.096,4.6,14.3,116,6.9,7,20.3,1,2.8,4.1,9734.78,7.1,4.62,17841,blue
2022,220725,T1,1.8,5.8,0.978,0.076,4,4.3,173,6.8,6.8,17.5,1.5,3,4.2,9734.78,7.1,4.62,17841,diatom
2022,220803,T1,2.2,5.7,0.843,0.06,3.6,4,149,6.8,6.1,20.5,1.6,2.5,2.7,9734.78,7.1,4.62,17841,green
2022,220808,T1,2.2,5.7,0.843,0.06,3.6,4,149,6.7,5.5,19.9,1.5,3.2,2.1,9734.79,4.68,4.66,17841,diatom
2022,220817,T1,2.7,5.1,1.104,0.067,3.4,4.6,178,6.8,5.9,21.6,0.9,3.5,2.4,9734.36,3.7,4.43,17835,green
2022,220822,T1,2.7,5.1,1.104,0.067,3.4,4.6,178,6.8,5.3,20.6,1.2,4,4.3,9728.18,3.53,14.08,17743,green
2022,220829,T1,1.5,5.4,1.025,0.059,3.4,3,189,6.7,4.8,17.7,1.2,2.8,3,9713.37,4.35,29.5,17526,green
2022,220906,T1,1.9,5.1,1.414,0.081,3.7,8.8,189,7,6.4,19.9,1.8,1.9,0.4,9654.66,19.98,29.02,16683,green
2022,220913,T1,1.9,5.1,1.414,0.081,3.7,8.8,189,6.9,6.8,19.5,1.8,2.6,1.8,9837.03,11.82,26.15,19399,green
2022,220919,T1,2.1,5.9,1.01,0.068,4.1,6.2,196,7.1,7.3,22.5,1.3,2,4,9798.33,6.51,24.63,18798,diatom
2022,220926,T1,2.3,5.3,1.032,0.073,3.3,11.7,176,7.1,7.1,19.6,1.2,2.5,4.5,9719.75,2.81,22.12,17620,diatom
2022,221005,T1,1.4,5.4,1.567,0.072,3.4,6.4,231,7.1 ,7.5,18.7 ,1.5,2.1,12.2 ,6982,0.07,2.01,8245,diatom
2022,221011,T1,1.4,5.4,1.567,0.072,3.4,6.4,231,7.0 ,7.3,16.7 ,2.7,2.2,6.7 ,6973,0.74,2.28,8185,diatom
2022,221017,T1,4.7,7.3,1.378,0.113,4.7,12.8,237,7.9 ,10.0,19.6 ,1.8,2.0,19.0 ,6958,0,1.94,8086,diatom
2022,221024,T1,3.9,7.1,1.282,0.074,4.3,10.6,246,7.0 ,8.1,16.7 ,2.2,2.2,9.9 ,6938,0,1.97,7954,diatom
2022,221101,T1,,,,,,,,7.1 ,8.6,16.2 ,1.5,3.2,3.4 ,6917,0.49,1.99,7817,diatom
2022,221107,T1,,,,,,,,7.3 ,9.2,14.3 ,1.7,2.5,2.4 ,6898,0,2.11,7693,diatom
2022,221114,T1,,,,,,,,7.4 ,10.0,14.4 ,1.5,2.5,3.0 ,6878.8,0.42,2.05,7570,diatom
2022,221123,T1,,,,,,,,7.4 ,10.2,13.5 ,1.3,2.8,4.9 ,6857,0,2.05,7431,others
2022,221128,T1,,,,,,,,7.5 ,10.5,12.8 ,1.2,3.0,7.3 ,6843,0,1.97,7342,diatom
2022,221205,T1,,,,,,,,7.3 ,10.8,7.5 ,2.4,2.3,4.4 ,6822,0,1.94,7211,diatom
2022,221212,T1,,,,,,,,7.3 ,9.6,9.0 ,1.7,1.5,3.1 ,6805,0,2.1,7105,diatom
