Total_Code,개똥하루살이,등줄하루살이,실지렁이,줄날도래,꼬마줄날도래,염주알다슬기
1015G008,9.25,23.43333333,3.7,43.99166667,3.083333333,0
1015G034,20.19559699,41.41341528,5.553935185,24.05693819,43.95786852,0
1015G046,6.166666667,44.09166667,1.85,9.25,61.975,0
1015G054,11.1921,13.05745,3.7307,14.9228,67.1526,0
1015G060,21.67142857,9.523809524,7.932275132,3.174603175,9.523809524,0
1015G066,52.2298,1.86535,0,11.1921,46.63375,0
1015G068,11.51302222,0,13.1590535,0,0,0
1015G072,65.28725,0,0,0,1.86535,0
1016G072,23.02222222,13.15555556,6.783333333,38.23333333,2.466666667,0
1016G082,0,0,92.5,0,0,0
1017G010,0.829044444,0,2.877777778,0,0,0
1018G034,9.25,0,41.11666667,0.205555556,0,0
1018G064,17.88353909,0,522.4014403,0,0,0
1018G068,3.7,0,11.1,1.85,1.85,0
1018G070,0,0,1.85,0,0,0
1018G072,0.205555556,0,18.29444444,0,0,0
1018G076,89.26365741,0,392.7854167,0,50.3,0
1018G106,0.925,0,24.05,0,0,0
1019G002,0,0,2.775,0,0,0
1019G004,40.7,0,22.2,0,0,0
1019G014,69.85,1.156712963,68.26134259,4.625,19.65717593,0
1019G018,10.86875,0,121.1842593,0,0,0
1019G022,0,0,159.1,0,0,0
1019G028,0,0,6.025,0,0,0
1019G030,0,0,0.925,0,0,0
1019G036,0,0,14.8,0,0,0
1019G038,0.411111111,0,7.194444444,0.411111111,0,0
1019G046,0,0,0,0,0,0
1019G050,0,0,0,0,0,0
1025G003,57.20625,6.95625,7.16875,14.3375,30.725,0
1025G006,195.175,1.85,103.18125,1.85,3.2375,0
1025G009,144.3,0.23125,51.5875,5.0875,0.8125,0
1025G012,167.8875,0.23125,354.2875,0.23125,2.08125,0
1025G015,105.6375,30.875,5.56875,31.1125,49.65625,0
1025G018,40.00625,0.23125,283.39375,0.925,10.175,0
1025G024,141.0264611,0.205555556,150.9367444,0.205555556,0,0
1025G072,2.8,1.5125,29.825,0,0.23125,0
1025G075,36.86875,0,48.1,0,0,0
1025G078,2.775,0,88.31875,0.23125,2.08125,0
1025G081,0,0,41.625,0,0,0
2001G009,74.46342593,14.80023148,5.78125,250.2171296,72.15185185,0
2001G012,177.3712963,130.887963,5.782175926,154.4775463,33.76342593,0
2001G015,5.55,0,35.15,0,222,0
2001G027,36.38333333,9.866666667,6.166666667,19.425,5.55,0
2001G033,183.15,38.85,0,86.95,0,0
2001G036,3.7,9.25,33.3,1.85,9.25,0
2001G042,74.92523148,18.26875,11.1,15.725,8.55625,0
2001G045,5.18,15.91,3.33,12.21,5.18,0
2001G048,7.4,14.8,0,1.85,3.7,0
2001G054,146.15,19.11666667,26.825,201.3416667,104.2166667,0
2001G069,32.06666667,108.8416667,17.26666667,133.5083333,110.6916667,0
2001G075,104.0634259,119.0988426,4.1625,191.7074074,190.5509259,0
2001G078,209.825,159.5333333,32.45833333,51.6,64.38333333,0
2001G081,440.3,16.65,3.7,103.6,38.85,0
2001G087,70.3,5.55,0,35.15,16.65,0
2001G090,0.288888889,1.227777778,5.844444444,0.144444444,0.866666667,0
2002G098,8.452057613,6.519341564,12.57777778,2.016666667,6.420987654,0
2003G009,48.1,0,0,0,0,0
2003G045,111.4706019,120.2518519,2.775,139.675,30.06296296,0
2003G051,52.725,6.475,32.375,28.675,0,0
2003G054,86.33,1.11,0,6.66,35.15,0
2003G057,7.4,0,1.85,0,0,0
2003G063,34.25833333,1.85,97.85,0,0.308333333,0
2003G075,12.95,0,7.4,0,0,0
2003G078,109.7687243,10.89547325,0.411316872,199.5944444,103.1888889,0
2004G068,51.59444444,15.00555556,5.344444444,11.1,15.82777778,0
2005G066,10.43127572,1.850205761,13.24444444,1.027777778,0.411111111,0
2006G050,76.8654321,2.684156379,5.038888889,0.616666667,0.616666667,0
2007G010,2.677983539,0,9.461111111,0,0.205761317,0
2007G020,0,0,15.4,0,0,0
2007G030,1.438888889,0.205555556,2.472222222,0,0,0
2007G040,0,0,4.875,0,0,0
2007G050,0,0,9.4,0,0,0
2007G060,0,0,20.35,0,0,0
2007G070,2.9,0.966666667,17.52222222,0,0.411111111,0
2008G064,3.505555556,2.877777778,12.77222222,8.316666667,4.111111111,0
2009G010,0,0,0.325,0,0.325,0
2009G020,3.855555556,0,1.133333333,0.288888889,0.144444444,0
2009G030,0,0,15.1,0,0,0
2009G050,1.027777778,0.205555556,3.5,2.466666667,0.205555556,0
2010G060,25.69485597,2.055555556,4.472222222,4.522222222,2.672222222,0
2011G003,1.21875,1.3,1.78125,0,4.70625,0
2011G006,1.85,0,0,0,0,0
2011G012,37,0,3.7,0,16.65,0
2011G018,111,0,5.55,5.55,199.8,0
2011G027,0,0,18.5,103.6,168.35,0
2011G033,203.5,0,42.55,14.8,366.3,0
2011G039,10.6375,3.93125,0.4625,24.35625,4.1625,0
2011G042,3.7,0,46.25,0,0,0
2011G048,205.8785714,39.64285714,3.7,89.85714286,37.79285714,0
2011G051,0,0,1.825,0,0,0
2011G054,1.644855967,0.411316872,0.593888889,0,0.822222222,0
2011G057,37,0,18.5,0,0,0
2011G063,0,0,6,0,0,0
2011G078,7.31875,0,35.4975,0.4625,0,0
2011G081,14.8,0,18.5,0,0,0
2011G087,5.344444444,8.222222222,1.131666667,3.288888889,2.055555556,0
2012G126,32.33895062,22.00390947,2.465,68.45802469,26.1063786,0
2013G063,2.055555556,0,0.932222222,0,0,0
2014G010,0,0,1.75,0,0,0
2014G015,111,0,18.5,0,18.5,0
2014G025,0,0,0,0,0,0
2014G035,0,0,0.75,0,0,0
2014G045,0,0,0.894444444,0.072222222,0,0
2014G050,0,0,0.75,0,0,0
2014G055,0,0,9.25,5.55,11.1,0
2014G065,18.5,24.05,0,216.45,338.55,0
2014G075,0,0,0.65,0,0,0
2014G080,0,0.231481481,1.94375,0,0.231481481,0
2014G085,0,0,0,0,0,0
2014G095,0.23125,0,1.4875,0,0,0
2016G090,35.15,0,0,20.35,42.55,0
2016G095,13.15555556,0,0.411111111,8.633333333,10.27777778,0
2017G003,0.075,1.850231482,16.36020833,2.313194444,0,0
2017G006,0,0,2,0,0,0
2017G030,12.95115741,5.21875,6.600694444,60.06796296,157.9,0
2017G063,99.075,53.93402778,34.64134259,36.10833333,0,0
2017G066,27.38,4.07,1.91,18.87,19.98,0
2017G075,1.234567901,0.617283951,18.51728395,0,0.205761317,0
2017G078,0,0,7.407407407,0,0,0
2019G116,3.909465021,0,15.0205144,6.790123457,0,0
2020G002,0.205761317,0.205555556,2.262139918,0.205761317,0,0
2020G010,0,0,0,0,0,0
2020G014,0,0,0,0,0,0
2020G016,2.116137566,0.264550265,0.264550265,0.264550265,0,0
2020G030,0,0,1.851851852,0,0,0
2020G034,0,0,12.03703704,0,0,0
2020G036,0,0,0,0,0,0
2020G040,166.8947685,0.694444444,19.9074537,71.52731481,18.98148148,0
2020G042,0,0,0,0,0,0
2020G060,39.11895834,3.470578703,6.018564815,101.3909722,31.94444444,0
2020G062,0,0,0,0,0,0
2020G066,0,0,0,1.851851852,266.6666667,0
2020G074,0,0,5.555555556,0,1.851851852,0
2020G082,11.41975309,0,13.27160494,0,0.925925926,0
2020G088,0,0,0,0,5.555555556,0
2020G090,0.205761317,0,13.37329218,0.205555556,0,0
2021G082,0,0,93.41123457,1.028765432,0,0
2022G006,1.851851852,0,0,0,11.11111111,0
2022G012,0,0,20.37037037,0,0,0
2022G018,0.205761317,0,20.16273663,1.028806584,0,0
2022G042,2.313425926,0,76.15662037,0.231481481,0,0
2022G045,0,0,12.96296296,0,0,0
2022G051,0.617283951,0,10.69958848,0,0,0
2022G054,26.2345679,0,39.81481481,0,0,0
2022G057,5.24691358,0,144.7530864,0,0,0
2022G060,1.850462963,0,72.67962963,0,0,0
2022G078,0,0,0,0,0,0
2022G084,0,0,0,0,0,0
3001G004,51.8512537,160.6875278,8.148235926,318.6678385,13.70048889,0
3001G006,40.7,3.7,0,0,0,0
3001G010,49.95,61.05,0,0,1.85,0
3001G016,37.34110031,67.27975772,28.07149383,824.3807469,89.81443457,0
3001G020,9.259259259,33.33333333,1.851851852,0,0,0
3001G022,51.83863868,42.58768663,4.730090535,403.9071698,225.3090165,0
3001G036,33.3,40.7,0,0,0,0
3001G046,35.15,0,160.95,0,0,0
3001G054,18.51851852,12.96296296,0,0,3.703703704,0
3001G060,162.8,1.85,0,0,0,0
3001G066,44.66629398,819.4306979,2.776888889,247.4535127,49.76807384,0
3002G020,62.69609312,63.2222209,10.8462963,87.54856005,136.7616606,0
3002G030,51.8,0,16.65,0,0,0
3002G050,31.88194177,25.71548045,4.11217284,76.94607819,40.32882263,0
3003G090,44.85024321,119.1197905,5.759876543,407.4338554,337.8493056,0
3004G006,53.65,0,31.45,0,0,0
3004G009,48.83917593,54.85972222,25.67875,26.85185185,2.777777778,0
3004G039,98.11703357,351.6194444,10.41508333,752.3127419,154.8613815,0
3004G042,31.45,12.95,3.7,49.95,0,0
3004G048,105.45,3.7,0,0,3.7,0
3004G054,5.55,38.85,0,0,0,0
3004G057,22.63274897,6.995505967,24.48357819,0.617283951,11.72839506,0
3004G069,45.59852546,255.3222222,17.82202778,1110.522557,236.5703935,0
3005G090,73.03691358,123.4411093,0.823045267,78.78382263,23.86753848,0
3006G010,24.05,27.75,0,0,0,0
3006G040,76.52082305,40.73339815,23.66255144,13.57710185,3.086024691,0
3006G050,43.20519239,38.47353786,2.468930041,26.12954506,4.526748971,0
3007G075,45.87250988,104.7153438,0.617283951,74.4842428,60.90473251,0
3008G005,36.77078175,18.51302593,1.057407407,14.28264312,8.201058201,0
3008G010,3.703703704,29.62962963,0,42.59259259,14.81481482,0
3008G015,1.851851852,0,3.438116402,0.264550265,0,0
3008G050,76.33626317,48.35394177,99.57926749,54.52579938,144.8559665,0
3008G055,1.851851852,0,0,0,1.851851852,0
3008G065,70.36764792,94.90422176,3.472314583,168.5096725,368.9761574,0
3008G075,6.481481482,0,29.6,0,0,0
3008G080,51.84703492,47.07445106,5.290316931,131.9924392,191.2693743,0
3008G085,0,0,33.3,0,0,0
3008G090,2.056806584,2.880329012,91.31787593,0.205761317,0.205761317,0
3009G081,268.9037035,47.10166235,69.95315226,75.26628704,66.6399177,0
3010G010,151.7,37,44.4,0,0,0
3010G020,89.7728213,4.16460162,18.05073148,45.57801736,30.78611111,0
3010G030,40.51688848,108.8330827,28.18824547,43.2045428,45.87861687,0
3011G088,15.6370858,3.909069547,160.078065,123.8685484,12.13995,0
3012G002,5.55,0,24.975,0,0,0
3012G004,0,0,21.275,0,0,0
3012G006,0,0,9.25,0,0,0
3012G010,1.851646091,5.349794239,36.62225453,16.46028807,0.205761317,0
3012G014,40.50448958,119.1887935,16.66666667,229.3643391,77.77343519,0
3012G016,134.2250549,42.5785463,115.5093863,66.19866551,5.324074074,0
3012G020,1.85,0,89.73240741,0,0,0
3012G022,0,0,10.175,0,0,0
3012G024,18.5,0,1.85,0,38.85,0
3012G046,43.51805556,1.388888889,886.8055556,2.777777778,0.462962963,0
3012G048,12.75514403,3.086024691,7.406872222,6.789917695,0.205761317,0
3012G052,24.05,12.95,11.1,11.1,14.8,0
3012G054,0.925,0,6.475,0,0,0
3012G072,16.65,0,9.25,0,7.4,0
3012G084,24.05,12.95,3.7,0,0,0
3012G086,0,0,2.777777778,0,0,0
3012G094,37,5.55,0,3.7,94.35,0
3012G096,1.851851852,0,9.463868313,0.411316872,0.617283951,0
3012G142,3.7,0,0,0,46.25,0
3012G146,0,0,24.05,0,0,0
3012G148,1.440123457,0,5.555571605,0,0,0
3012G152,3.7,0,0,0,0,0
3012G156,0,0,156.2125,0,0,0
3012G162,40.27497106,14.11969421,129.6257313,31.24960833,25.46232292,0
3012G168,0,0,0,0,0,0
3012G180,14.58174954,3.008796296,11.80657338,8.563675926,13.19143519,0
3012G182,0,0,7.4,0,0,0
3012G204,0,0,3.7,0,0,0
3012G208,0.205555556,0,8.016666667,0,0.205555556,0
3013G054,0,0,20.35,0,0,0
3014G003,0,0,58.16428571,0,0,0
3014G015,0,0,9.25,0,0,0
3014G033,0,0,0,0,0,0
3014G039,0,0,73.43333333,0,0,0
3014G048,0,0,0,0,0,0
4001G002,19.425,3.7,44.4,0.69375,3.46875,0
4001G004,16.65,327.45,1.85,0,22.2,0
4001G008,0,0,81.4,0,0,0
4001G010,20.58194444,14.45428241,32.8400463,8.325,14.56898148,0
4001G018,77.47060185,44.97835648,9.7125,80.70625,85.79375,0
4001G024,89.95625,34.45625,24.52083333,20.58148148,20.58125,0.23125
4001G030,118.4,12.95,1.85,109.15,11.1,0
4001G032,55.846875,10.86875,6.0125,8.671875,6.70625,0
4001G036,14.8,7.928835979,23.25714286,7.4,25.37142857,0
4001G038,25.9,0,1.85,227.55,12.95,0
4001G040,44.978125,0,50.35960648,0.346875,0.925,0
4001G048,50.82019676,5.78125,12.49583333,8.7875,18.50023148,0
4001G050,12.025,8.325,13.64490741,6.0125,0,0.23125
4001G054,22.20144033,2.466666667,21.58559671,5.550205761,2.055761317,0
4001G056,201.65,0,7.4,234.95,16.65,0
4001G062,758.5,29.6,1.85,227.55,9.25,0
4001G066,0,0,3.7,0,0,0
4001G068,68.45092593,4.625617284,21.89197531,0.616666667,6.784876543,0
4001G090,0,0,48.1,0,0,0
4001G094,14.8,18.5,11.1,51.8,37,0
4001G096,23.35671296,12.025,20.58125,7.746875,21.275,0
4002G005,24.74444444,15.49375,32.46574074,4.046875,2.54375,0
4002G025,105.9155093,24.97592593,29.83125,107.5877315,27.52291667,0
4002G030,68.34722222,42.65277778,33.09444444,15.41666667,38.74722222,0
4002G055,54.234375,7.978125,3.93125,3.2375,3.46875,0
4002G060,52.27337963,58.97175926,47.41481481,15.725,34.2875,0
4002G065,1.85,0,11.1,0,0,0
4002G070,25.9,26.92777778,44.70833333,18.91111111,3.391666667,1.438888889
4003G087,81.25020576,74,11.20277778,53.51111111,13.46388889,0
4004G003,188.7,0,0,5.55,0,0
4004G006,67.31944444,27.13333333,67.42242798,33.71111111,15.10833333,1.233333333
4004G012,27.75,0,66.6,0,0,0
4004G039,59.2037037,37.92523148,25.66921296,34.1119213,2.54375,0
4004G042,43.93842593,28.67824074,14.10625,66.86759259,4.1625,0
4004G069,41.39606481,4.39375,49.48796296,33.18530093,4.625,0
4004G072,66.484375,19.19375,16.07233796,68.21875,13.875,0
4004G084,66.70277778,9.45617284,22.36121399,34.4340535,7.811934156,0.616666667
4005G081,44.19485597,23.84526749,9.559773663,76.46707819,5.13909465,1.644444444
4006G009,0,0,0,0,0,0
4006G015,25.66412037,12.02824074,1.503125,79.80324074,10.17592593,0.23125
4006G018,5.55,0,0,0,0,0
4006G033,121.1775463,12.25625,14.33796296,10.290625,6.359375,0.69375
4006G045,158.86875,49.94768519,10.63888889,48.33356481,15.49467593,3.007407407
4006G048,135.05,0,0,0,0,0
4006G054,74,3.7,24.05,5.55,0,0
4006G057,42.55,0,7.4,0,0,0
4006G060,31.72921811,6.577983539,23.02530864,41.93333333,10.27777778,1.027777778
4008G069,65.99341564,0.616666667,30.22674897,5.13909465,0.411111111,2.877777778
4009G002,166.5,0,0,0,0,0
4009G004,33.60833333,6.166975309,3.391666667,4.62654321,1.233950617,0
4009G024,55.73194444,12.49050926,42.78287037,9.021064815,11.10347222,0
4009G026,121.6377315,3.46875,37.92893519,12.95,6.0125,0.23125
4009G048,84.79537037,19.88888889,9.94375,78.88865741,17.1125,0
4009G056,146.15,0,0,18.5,0,0
4009G058,21.73125,8.09375,17.34444444,8.55625,3.46875,0.23125
4009G066,148,5.55,0,3.7,0,0
4009G068,35.15,1.027777778,13.77283951,0.925,0.925,0.205555556
4009G072,20.36851852,1.851851852,3.703703704,16.66111111,0,0
4009G074,151.7,1.85,38.85,0,0,0
4009G080,164.65,5.55,14.8,7.4,0,0
4009G086,76.31319444,4.394907407,3.815625,1.387731481,3.238194444,0
4009G092,29.6,0,20.35,0,0,0
4009G094,71.09285714,17.97460317,24.84285714,19.56164021,16.91455026,0
4009G098,72.20555556,31.4537037,0,77.7462963,0,0
4009G100,18.51851852,27.77777778,0,11.11111111,24.07407407,0
4009G104,151.7,1.11,11.47074074,0,0,0
4009G106,6.70625,2.775,9.481944444,0,0.4625,0
4009G122,55.5,2.08125,57.33148148,2.3125,2.196875,0
4009G138,0,0,0,0,0,0
4009G140,0.205555556,0,13.77263374,0.822222222,0,0
5001G002,63.60971713,16.88356343,2.777777315,28.23170903,48.97192269,0
5001G006,182.3497592,68.50416893,72.42592428,118.3583924,175.3179566,0
5001G008,24.05,0,438.45,0,0,0
5001G016,14.8,0,360.75,0,0,0
5001G022,32.34139101,0.694444444,11.11111111,25.69282407,262.9604167,0
5001G040,61.11111111,0,14.81481481,0,1029.62963,0
5001G042,9.661933951,0,230.735185,0,0,0
5001G054,226.9958039,0,45.12870347,15.2625,0.925925926,0
5001G056,144.2064887,8.02468642,50.80432058,7.201638889,228.6008101,0
5001G062,429.8066322,0.465043981,2024.643518,3.474092109,13.19443148,0
5001G064,349.9940321,0.205761317,1031.481481,2.057837636,2.674897119,0
5001G068,0,0,1637.037037,0,0,0
5001G072,2.672427778,0,11.59711667,0,0,0
5001G074,0,0,5.555555556,0,0,0
5002G084,146.0339214,36.2150043,16.04835391,29.19834609,29.85057637,0
5003G005,0,0,12.5,0,0,0
5003G010,77.0548125,9.25925,10.18634028,0,0,0
5003G015,36.41108333,2.057405556,6.277777778,0.411316667,0,0
5003G030,43.26931111,3.7037,10.25761111,6.380444444,3.086416667,0
5003G035,0,0,37.03703704,18.51851852,181.4814815,0
5003G045,0,0,12.96296296,0,0,0
5003G060,56.22173125,3.702775,10.7504625,0.69444375,0,0
5003G065,0,0,38.75,0,0,0
5003G070,7.407407407,0,11.11111111,1.851851852,9.259259259,0
5003G080,33.91666667,0,8.524688889,0,0,0
5003G085,1.851851852,0,18.51851852,0,0,0
5003G090,7.400616667,0,12.55555556,0,0,0
5004G094,144.8307914,53.69259115,3.707444819,166.0448531,268.9300391,0
5005G090,46.05821667,1.027777778,3.29135679,7.196911111,10.89855556,0
5006G015,16.42800926,0,2.083333102,0.925925926,118.0555556,0
5006G030,2.54375,0,9.0460625,0,0,0
5006G033,27.77777778,0,7.407407407,0,33.33333333,0
5006G039,3.905555556,0,7.89465,0,0,0
5006G042,0,0,0,0,0,0
5006G060,2.54375,0,1.325,0,0,0
5006G063,0,0,0,0,0,0
5007G060,0,0,305,0,0,0
5008G020,0,0,5,0,0,0
5008G030,1.85,0,23.22325,0,0,0
