기준일,조사일,temp,pH,DO,Chl_a,cells,time,year,status
2012-01-01,2012-01-05,6.3,8,14.2,23.6,0,4,2012,0
2012-01-01,2012-01-09,5.9,7.9,14.3,25.4,0,8,2012,0
2012-01-01,2012-01-12,5.1,7.6,13.5,33.4,0,11,2012,0
2012-01-01,2012-01-17,8.2,8.3,14.3,73.4,0,16,2012,0
2012-01-01,2012-01-18,6.1,7.2,12.8,66.6,0,17,2012,0
2012-01-01,2012-01-19,7.8,8.4,15.1,84.8,0,18,2012,0
2012-01-01,2012-01-20,9.4,8.2,14.1,83,0,19,2012,0
2012-01-01,2012-01-21,8.7,8.1,13,86.7,0,20,2012,0
2012-01-01,2012-01-22,6.4,8,11.8,64.3,0,21,2012,0
2012-01-01,2012-01-23,5.9,8.4,12.9,96.9,0,22,2012,0
2012-01-01,2012-01-24,4.6,7.7,14.4,56.9,0,23,2012,0
2012-01-01,2012-01-26,4.2,8.4,15.4,70.4,0,25,2012,0
2012-01-01,2012-01-27,4.3,7.9,15.6,75.5,0,26,2012,0
2012-01-01,2012-01-30,5.9,8.5,16.3,54.4,0,29,2012,0
2012-01-01,2012-02-02,4.8,7.6,14.1,51.4,0,32,2012,0
2012-01-01,2012-02-06,4.7,8.3,12.8,40.4,0,36,2012,0
2012-01-01,2012-02-09,6.1,7.3,13.6,30.2,0,39,2012,0
2012-01-01,2012-02-13,6.7,7.6,13.1,70.1,0,43,2012,0
2012-01-01,2012-02-16,6.9,8,13.2,103.7,0,46,2012,0
2012-01-01,2012-02-20,7.1,8,13.9,49.6,0,50,2012,0
2012-01-01,2012-02-23,8.3,7.8,13.9,80.2,0,53,2012,0
2012-01-01,2012-02-27,8.1,7.9,13.6,43.6,0,57,2012,0
2012-01-01,2012-03-05,10.5,7.4,10.6,63.1,0,64,2012,0
2012-01-01,2012-03-12,7.2,8.1,12.9,53.9,0,71,2012,0
2012-01-01,2012-03-15,9.6,7.6,12.7,43.6,0,74,2012,0
2012-01-01,2012-03-19,10.3,7.8,12.4,67.4,0,78,2012,0
2012-01-01,2012-03-22,10.6,7.8,12.4,82.6,0,81,2012,0
2012-01-01,2012-03-26,10,8.3,12.2,92.4,0,85,2012,0
2012-01-01,2012-04-02,12.8,7.3,11.1,90.3,0,92,2012,0
2012-01-01,2012-04-09,15.8,8.9,16.5,162.3,0,99,2012,0
2012-01-01,2012-04-10,15.1,7.8,13.4,151.1,0,100,2012,0
2012-01-01,2012-04-12,17,8.8,18,138.8,0,102,2012,0
2012-01-01,2012-04-16,18.4,7.5,14.3,66.9,0,106,2012,0
2012-01-01,2012-04-23,17.3,7.4,7,30.3,0,113,2012,0
2012-01-01,2012-04-26,17.2,7.2,8.1,61.3,0,116,2012,0
2012-01-01,2012-04-30,18.6,7.1,11.6,62,0,120,2012,0
2012-01-01,2012-05-03,21.1,7.3,11.3,70.9,0,123,2012,0
2012-01-01,2012-05-07,24.6,8.7,13.8,76.9,0,127,2012,0
2012-01-01,2012-05-10,23.7,7.3,10.8,114.8,0,130,2012,0
2012-01-01,2012-05-14,21.3,6.7,8,41.2,0,134,2012,0
2012-01-01,2012-05-15,20.8,6.5,5.1,18.3,0,135,2012,0
2012-01-01,2012-05-17,22.2,7.2,9.8,64.3,0,137,2012,0
2012-01-01,2012-05-21,27,8.8,17.2,67.3,0,141,2012,0
2012-01-01,2012-05-23,22.7,7.7,10.4,82.8,0,143,2012,0
2012-01-01,2012-05-25,23.8,8.5,13.2,98,0,145,2012,0
2012-01-01,2012-05-29,28.1,8.7,14.1,83.3,0,149,2012,0
2012-01-01,2012-05-30,23.5,7,8.1,76.6,500,150,2012,0
2012-01-01,2012-05-31,24.2,8,10.3,120.9,0,151,2012,0
2012-01-01,2012-06-04,25,8.1,13.1,89.8,0,155,2012,0
2012-01-01,2012-06-05,25.9,8.9,12,64.7,0,156,2012,0
2012-01-01,2012-06-07,25,8.4,9.4,93.5,0,158,2012,0
2012-01-01,2012-06-11,25.7,8.7,11.8,156.5,0,162,2012,0
2012-01-01,2012-06-13,26.1,8,10.8,72.5,0,164,2012,0
2012-01-01,2012-06-14,27,8.3,14.2,112.8,0,165,2012,0
2012-01-01,2012-06-18,25.4,7.8,11.5,176.3,0,169,2012,0
2012-01-01,2012-06-19,25.7,7.9,11.4,143.5,0,170,2012,0
2012-01-01,2012-06-22,26.3,7.6,9.2,93.6,0,173,2012,0
2012-01-01,2012-06-25,26.3,7.2,4.7,36.1,0,176,2012,0
2012-01-01,2012-06-28,27,7.4,10.4,50.2,0,179,2012,0
2012-01-01,2012-07-02,25.8,7.3,7.2,85.7,0,183,2012,0
2012-01-01,2012-07-04,25.8,7.6,12.1,146.9,0,185,2012,0
2012-01-01,2012-07-12,24.2,6.4,6.6,9.1,0,193,2012,0
2012-01-01,2012-07-16,23,6.8,9.3,5.1,0,197,2012,0
2012-01-01,2012-07-24,29.2,8.6,15.4,71.2,0,205,2012,0
2012-01-01,2012-07-26,31.4,9.3,13,29.9,3725,207,2012,0
2012-01-01,2012-07-31,31.5,8.1,9.3,71.2,325,212,2012,0
2012-01-01,2012-08-02,30.8,7.1,8,60.9,0,214,2012,0
2012-01-01,2012-08-03,31.3,8.4,9.1,77.6,3025,215,2012,0
2012-01-01,2012-08-07,30.2,7.5,7,71,1850,219,2012,0
2012-01-01,2012-08-08,31.5,8.8,9,100.3,2050,220,2012,0
2012-01-01,2012-08-14,27.4,6.4,4.2,26.4,325,226,2012,0
2012-01-01,2012-08-23,26.1,7.4,7.7,13.4,0,235,2012,0
2012-01-01,2012-08-27,26.7,6.3,6.6,9,0,239,2012,0
2012-01-01,2012-09-04,25.1,7.3,7.9,7.1,375,247,2012,0
2012-01-01,2012-09-11,23.5,7.7,8.6,4.9,0,254,2012,0
2012-01-01,2012-09-18,20.2,7.5,9.3,5.1,1825,261,2012,0
2012-01-01,2012-09-25,23,7.2,9.6,25.7,1350,268,2012,0
2012-01-01,2012-10-02,21.2,7.3,11.5,34.6,0,275,2012,0
2012-01-01,2012-10-08,21.3,7,12.9,43.2,125,281,2012,0
2012-01-01,2012-10-16,18.8,7.1,11.5,86.9,0,289,2012,0
2012-01-01,2012-10-24,17.2,7.1,7.2,16,0,297,2012,0
2012-01-01,2012-10-30,16.5,6.9,7.5,12.4,0,303,2012,0
2012-01-01,2012-11-08,15,7.2,8.1,21,0,312,2012,0
2012-01-01,2012-11-12,14.2,7.2,8.9,24.1,0,316,2012,0
2012-01-01,2012-11-20,10.7,7.2,8.1,14.1,0,324,2012,0
2012-01-01,2012-11-28,9.3,7.5,11.7,14.8,0,332,2012,0
2012-01-01,2012-12-04,8.1,7.6,11.1,23.9,0,338,2012,0
2012-01-01,2012-12-10,4.8,7.6,12.4,14,0,344,2012,0
2012-01-01,2012-12-17,6.8,7.3,11.1,6,0,351,2012,0
2012-01-01,2012-12-26,3.7,7.1,14.4,3.5,20,360,2012,0
2013-01-01,2013-01-04,3.1,7.1,10.8,4.1,0,3,2013,0
2013-01-01,2013-01-10,3.4,7.3,11.7,4.9,0,9,2013,0
2013-01-01,2013-01-15,4.3,6.6,12.2,12.1,0,14,2013,0
2013-01-01,2013-01-23,5.9,7.1,10.6,17.3,0,22,2013,0
2013-01-01,2013-01-28,3.3,7.3,13.1,23,0,27,2013,0
2013-01-01,2013-02-06,5.8,7.2,9.9,5.8,0,36,2013,0
2013-01-01,2013-02-12,3.4,7.2,12.2,2.6,0,42,2013,0
2013-01-01,2013-02-18,5.3,7.2,10.8,4.1,0,48,2013,0
2013-01-01,2013-02-25,5.6,7.2,11.5,5.5,0,55,2013,0
2013-01-01,2013-03-07,9.2,7.2,13.5,96.4,0,65,2013,0
2013-01-01,2013-03-12,13.3,8.2,14.7,80.7,0,70,2013,0
2013-01-01,2013-03-19,13.2,7.2,8.8,23.6,0,77,2013,0
2013-01-01,2013-03-27,12.9,7.6,12.6,46.9,0,85,2013,0
2013-01-01,2013-04-01,13.4,7.6,12.9,64,0,90,2013,0
2013-01-01,2013-04-10,12,8.1,10,77.4,0,99,2013,0
2013-01-01,2013-04-15,15.7,8.9,15.1,106.7,0,104,2013,0
2013-01-01,2013-04-17,15.4,7.8,11.8,84.9,0,106,2013,0
2013-01-01,2013-04-22,15.5,7,6.7,15.7,0,111,2013,0
2013-01-01,2013-04-30,17.3,7.1,5.5,7.7,0,119,2013,0
2013-01-01,2013-05-07,20.3,8.4,16.3,48.8,0,126,2013,0
2013-01-01,2013-05-14,23.2,8.1,10.4,96.1,0,133,2013,0
2013-01-01,2013-05-20,22.4,7,8.9,115.6,0,139,2013,0
2013-01-01,2013-05-22,22.8,7.6,8.4,101,100,141,2013,0
2013-01-01,2013-05-27,22.2,7.2,5.7,40.7,0,146,2013,0
2013-01-01,2013-06-03,23,7.1,8.9,87.3,0,153,2013,0
2013-01-01,2013-06-04,23.1,7.6,8.5,59.8,0,154,2013,0
2013-01-01,2013-06-10,25.5,7.5,8.3,61.7,1225,160,2013,0
2013-01-01,2013-06-12,24.8,7.7,8.2,25.4,100,162,2013,0
2013-01-01,2013-06-17,25.5,7.2,7.2,88.7,0,167,2013,0
2013-01-01,2013-06-24,26.6,7.3,6.9,57.1,0,174,2013,0
2013-01-01,2013-06-26,25.7,7.1,6.3,30.7,0,176,2013,0
2013-01-01,2013-07-02,27.2,7.4,7.5,45,0,182,2013,0
2013-01-01,2013-07-08,23.6,7.2,7.6,2.5,0,188,2013,0
2013-01-01,2013-07-16,28.2,7.5,7.7,38.7,0,196,2013,0
2013-01-01,2013-07-23,28.6,7.9,7.9,82.8,0,203,2013,0
2013-01-01,2013-07-30,27.7,7,4.8,28.6,125,210,2013,0
2013-01-01,2013-08-05,29.2,7.6,6.4,98.7,200,216,2013,0
2013-01-01,2013-08-08,30.1,8.2,7.5,98.6,0,219,2013,0
2013-01-01,2013-08-13,32.5,8.5,8.1,70.9,1325,224,2013,0
2013-01-01,2013-08-14,32.1,8.2,6.4,55.1,1650,225,2013,0
2013-01-01,2013-08-19,31.2,7.9,7.6,45.3,2900,230,2013,0
2013-01-01,2013-08-22,30.5,7.8,5.2,93.1,3400,233,2013,0
2013-01-01,2013-08-26,26.2,6.8,6.1,2.6,0,237,2013,0
2013-01-01,2013-09-03,25.4,6.9,6.5,41.7,0,245,2013,0
2013-01-01,2013-09-11,24.6,8,8.5,49.1,0,253,2013,0
2013-01-01,2013-09-16,24.5,7.1,6.5,24.1,0,258,2013,0
2013-01-01,2013-09-24,26.6,9,12.5,50.4,0,266,2013,0
2013-01-01,2013-10-01,23.3,7.6,7.9,48.2,1300,273,2013,0
2013-01-01,2013-10-08,22.6,7.1,9.8,69,0,280,2013,0
2013-01-01,2013-10-14,21.8,7,8.4,44,0,286,2013,0
2013-01-01,2013-10-22,19.1,7.6,10.9,83.2,0,294,2013,0
2013-01-01,2013-10-30,16.6,8.2,10.6,57.1,0,302,2013,0
2013-01-01,2013-11-04,16.9,7.3,9.8,56.5,0,307,2013,0
2013-01-01,2013-11-12,13.7,7.9,10,35.5,0,315,2013,0
2013-01-01,2013-11-20,11.6,7.8,12,92.8,0,323,2013,0
2013-01-01,2013-11-27,9.8,7.7,9.9,17.4,0,330,2013,0
2013-01-01,2013-12-03,8,7.2,10.1,16.2,0,336,2013,0
2013-01-01,2013-12-11,8.7,7.5,10.7,19.4,0,344,2013,0
2013-01-01,2013-12-16,7.2,7.4,12.1,9.6,0,349,2013,0
2013-01-01,2013-12-24,6.3,7.4,11.9,3.3,0,357,2013,0
2014-01-01,2014-01-07,6.2,7.3,14.7,12,0,6,2014,0
2014-01-01,2014-01-13,5.2,7.5,12.2,32.6,0,12,2014,0
2014-01-01,2014-01-22,5.3,7.7,14.8,28.3,0,21,2014,0
