사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
202209,5호선,왕십리(성동구청),29,0,1553,521,2113,2538,6120,5944,8195,17995,4960,9548,4542,6732,4885,6355,5663,7131,6235,7904,6441,7701,7434,7672,8887,8615,10509,11129,13573,16183,8199,9094,7159,5358,7327,4582,6074,4062,2962,2583,606,1797,4,263,0,1,0,0,20221003
202209,5호선,우장산,0,0,6088,805,20664,4766,56254,15747,56900,22365,30063,14876,23473,11838,21596,12581,22064,14790,20294,18325,18780,19359,21886,22070,26045,27043,23002,33741,19575,50841,12006,40945,8191,23670,7070,21202,6066,22218,1776,13452,258,3732,0,18,0,0,0,0,20221003
202209,5호선,을지로4가,1,0,415,839,802,6275,1655,17522,2728,40963,2622,18208,3492,10826,5189,10251,6058,9638,7771,8702,8981,7698,10403,6896,13137,6446,23558,6461,35693,6668,14126,3256,8737,1949,7442,1759,5368,1359,2675,891,401,350,0,4,0,0,0,0,20221003
202209,5호선,장한평,29,2,7022,970,17511,10728,52438,21439,71477,63141,36483,26938,21807,18555,19838,17266,21712,17371,20398,18531,19848,17457,21402,21101,27159,26534,37014,37140,57063,60663,25033,43244,14028,24885,11120,23098,8761,21217,3572,13555,464,3931,4,105,0,0,0,0,20221003
202209,5호선,종로3가,50,1,1352,451,1860,5243,3013,13862,4489,38963,4853,31644,6505,26904,9925,29996,15638,30289,18537,29460,22510,26476,27182,23985,33231,24765,40486,27435,54128,32904,32122,18020,29335,9181,33385,6886,27479,5131,15402,3497,2170,1271,41,29,0,0,0,0,20221003
202209,5호선,천호(풍납토성),45,0,6918,1999,11054,12915,28294,18663,35398,39026,22019,34502,20810,26164,23552,26195,27321,26741,28231,29573,29308,29119,33394,31676,38915,35027,46845,41288,50413,54190,34026,38733,31742,21601,22527,19565,17905,16462,8249,10552,1365,3538,12,31,0,0,0,0,20221003
202209,5호선,청구,2,0,1505,208,2842,2045,6675,3801,10566,13467,6616,6657,5142,3909,5125,3495,5074,3936,5303,4360,4911,4383,5236,4722,6047,5554,7827,7194,12784,9968,6920,6755,4652,4475,3789,4191,3174,4225,1413,2784,213,763,0,3,0,0,0,0,20221003
202209,5호선,충정로(경기대입구),14,0,723,253,2116,1450,6288,10328,8539,34458,4746,12308,3977,4147,4431,4070,4702,3618,5001,4637,5150,4373,5322,3704,6598,4162,13762,5646,27796,8592,6794,5457,4693,3801,4322,3681,3343,3784,1316,2518,249,642,2,58,0,1,0,0,20221003
202209,5호선,하남검단산,13,1,3313,17,8645,2776,22192,4772,19123,11566,10959,10088,9126,8694,7600,8402,8652,9364,9284,8852,9062,8378,10418,10615,12858,10098,12440,13066,11762,16085,7161,15012,6198,9393,5205,8313,3545,7336,807,5538,99,2385,1,11,0,0,0,0,20221003
202209,5호선,하남시청(덕풍?신장),8,0,4793,105,10472,3039,25976,6362,23495,13403,13890,7632,12061,7253,11323,7680,12034,7387,11079,9618,9808,8629,10291,12605,12654,14455,12467,14930,13028,21182,7373,20608,5078,11499,4593,10722,2812,9917,1055,6369,169,2811,0,10,0,0,0,0,20221003
202209,5호선,하남풍산,3,1,1623,179,5331,1727,10877,5684,11469,14193,6467,8773,5552,4984,5057,4711,5501,4703,5811,5077,5566,5132,6422,5395,8037,7036,10342,7157,12459,10383,5313,9568,3537,5161,3496,4755,2070,4937,708,3177,131,1207,0,3,0,0,0,0,20221003
202209,5호선,행당,20,1,3962,590,10757,2561,31232,4814,41849,9112,20213,6474,13508,5123,11696,5929,11519,7175,10442,8106,9228,9238,9844,11227,9510,14320,10135,18577,9729,29680,6333,19984,4683,12451,3846,11849,2899,10583,1181,6562,215,2052,2,4,0,0,0,0,20221003
202209,5호선,화곡,295,1,20931,1640,39063,9975,113139,14532,141384,32685,68829,23768,43737,18113,38906,19009,39564,22100,37238,26421,31604,28904,31397,36206,35171,48788,38721,65109,38664,111826,23031,87059,15201,50472,12841,48077,9962,42304,3967,27860,598,8314,2,29,0,0,0,0,20221003
202209,6호선,고려대(종암),29,1,3558,758,7456,4349,21285,11033,26883,32633,14692,14286,9882,14550,10434,10491,11940,9037,13847,12652,11392,8897,15136,10834,21181,12625,23518,15906,24057,26864,10959,19244,9005,11480,11014,11337,7379,11833,3354,8651,504,2617,3,66,0,0,0,0,20221003
202209,6호선,공덕,129,1,4401,2204,7976,10148,20662,37669,29646,95247,20413,46707,16568,21738,18799,17760,20321,18076,22122,18866,21791,18234,25429,18563,31157,21622,52441,27807,79952,39313,33617,25102,25024,14396,24524,13215,19554,12733,9994,9128,1310,4081,1,121,0,0,0,0,20221003
202209,6호선,광흥창(서강),7,0,2744,1285,7202,4779,19216,15765,25605,33435,16073,18162,11481,10405,12295,8372,13633,9562,11792,9863,11081,9484,13361,11051,13678,12609,19436,15639,29462,22188,13142,16256,8532,9897,7609,8980,5902,8979,2351,5570,409,1740,2,5,0,0,0,0,20221003
202209,6호선,구산,5,1,4922,176,11254,2082,30073,6155,37162,6998,18436,4902,12516,4935,11166,6007,11460,6379,10385,7109,8806,7620,10553,9329,11673,12358,9988,14417,9632,20345,5663,19231,4197,9876,4044,8550,3313,7556,1134,5151,113,1627,1,4,0,0,0,0,20221003
202209,6호선,녹사평(용산구청),21,1,1693,454,2048,4166,5172,8955,7702,17303,5917,8502,4561,7183,5057,7152,5492,8030,6090,9274,6791,8550,8024,10047,11817,11235,13850,14470,17745,16915,11709,11415,10631,6212,12318,4763,11820,4111,7102,2707,932,863,3,3,0,0,0,0,20221003
202209,6호선,대흥(서강대앞),20,0,2449,852,5333,4010,15202,14993,20710,34951,13259,19184,9867,18452,10114,12553,13456,12626,14094,15318,12848,11647,15133,12140,20960,14146,24976,17299,24700,24478,13287,16125,10428,9525,11292,8127,11854,8723,4249,6367,694,1899,3,5,0,0,0,0,20221003
202209,6호선,독바위,0,0,2224,204,4863,1005,13748,1943,12684,2884,6477,3409,4138,3435,3738,2794,4206,2966,3707,3104,3334,3337,3440,3951,3835,5505,3300,6441,2931,11027,1840,10069,1229,5630,887,4789,577,4853,270,3285,52,1205,0,0,0,0,0,0,20221003
202209,6호선,돌곶이,14,1,5965,945,13356,3393,37641,5827,40839,16200,20457,12553,13701,10565,11775,9087,12804,10843,12986,10694,13419,9924,12438,12892,14775,14913,15086,20647,14257,30416,9577,26093,5984,14632,5688,12538,4475,12862,1978,7829,257,2751,2,7,0,0,0,0,20221003
202209,6호선,동묘앞,116,1,4375,832,4661,3997,9601,8241,14039,23028,10771,18900,10040,14660,12270,14933,16078,15202,15510,15743,16726,15495,18991,15039,21216,14880,21883,14870,22410,16754,12095,12324,8324,8061,6886,8421,5606,8141,2704,7688,430,1835,4,128,0,0,0,0,20221003
202209,6호선,디지털미디어시티,131,6,5618,2533,14554,11377,48911,28121,50474,71559,28064,27891,16945,12487,14263,10850,14684,12504,13853,13728,12876,13628,14767,15688,18656,21549,31878,28388,47218,44684,20522,33916,10718,19723,8818,18499,9532,17645,2905,11133,516,4236,3,20,0,1,0,0,20221003
202209,6호선,마포구청,24,0,6685,1984,13130,6803,39735,14427,54666,34269,32302,17695,20478,12718,18650,12557,18749,15198,18631,15218,17248,14749,18200,18577,20436,20479,25892,27095,35608,39921,17225,30090,12050,19462,11327,16907,10487,17040,4294,11564,576,3002,2,18,0,0,0,0,20221003
202209,6호선,망원,1,0,5457,1057,9827,4887,26202,9472,37502,30537,22820,27787,16964,20066,16633,23462,19631,25870,20206,27865,20927,26676,22525,30331,25293,32397,29010,38255,37266,49055,25505,33340,21556,17256,20843,14730,17559,12926,8822,9246,1216,2182,6,13,0,0,0,0,20221003
202209,6호선,버티고개,2,0,791,320,1658,1249,4910,2461,7653,4705,4881,3290,3392,2385,3027,2139,3237,2542,3042,3037,2758,2862,3204,3620,3465,3845,4549,4908,5501,6440,2924,5028,1940,3013,1744,2980,1432,2857,577,1957,104,473,0,43,0,0,0,0,20221003
202209,6호선,보문,26,0,3136,857,7221,3791,21709,9025,33289,18986,16213,10015,10391,6660,9368,6711,10737,6915,10192,8030,9195,7097,10283,8713,12802,10396,13781,14042,17086,22632,8670,16703,6510,11092,6069,10376,4784,11662,2706,8202,509,2744,0,9,0,0,0,0,20221003
202209,6호선,봉화산(서울의료원),30,1,4870,879,14741,2461,47457,5994,38527,12724,19431,7269,13712,6035,11739,6166,11724,8046,10420,9147,9674,9351,9076,11948,10128,14477,11742,19733,10689,30358,5792,28438,4090,16067,3396,13448,2660,13442,1138,8300,140,2903,1,191,0,0,0,0,20221003
202209,6호선,불광,35,0,1456,514,3860,2455,10470,4081,11818,7446,6761,7293,5667,5387,6592,5441,7284,6117,7318,6812,8034,6629,8736,7138,10279,7638,9586,9650,9531,13839,5568,10493,4416,5726,3746,5072,2037,5019,979,3304,142,1126,1,9,0,0,0,0,20221003
202209,6호선,삼각지,9,1,1614,713,2872,5575,8441,14869,12840,27448,9993,12068,6966,7908,9196,7115,9950,8153,11522,8353,11163,7643,13240,7656,16470,8487,22403,10525,29230,13669,13309,8660,10532,6049,9514,5686,8460,6887,4816,4140,729,1221,2,9,0,0,0,0,20221003
202209,6호선,상수,53,3,4166,1038,5756,3366,9631,7081,13663,25433,8928,34016,6822,20204,8046,17747,11639,18869,13137,21228,13868,17664,15780,16371,20605,19711,25252,24910,28960,33361,19341,22457,17594,13190,19636,10888,19672,10195,14225,8086,2587,2429,10,17,0,0,0,0,20221003
202209,6호선,상월곡(한국과학기술연구원),13,0,5021,536,8694,1713,24717,3447,28156,14462,13978,8503,9424,10048,9159,7823,8990,6615,8993,7186,9072,7283,8068,8175,10514,10180,10742,13139,10226,19128,6355,16754,3301,9842,5237,9390,2282,8476,1127,6100,140,1879,0,11,0,0,0,0,20221003
202209,6호선,새절(신사),62,0,10471,562,19495,4475,52100,7833,59667,14217,30736,12006,19765,8823,16945,10369,17756,11723,16467,14063,14360,13707,15257,17820,19095,21120,16996,28937,14851,45669,9475,37333,6368,22406,5635,19126,4046,18399,1656,12643,255,4597,6,21,0,10,0,0,20221003
202209,6호선,석계,968,13,8273,1809,19183,5067,48495,8224,52417,16197,28005,11978,19644,10635,16979,13102,17569,13541,17049,15035,15572,15096,15602,19294,16936,25780,17201,32523,15812,50576,10977,41497,7626,23458,7055,20971,6358,19987,3465,13741,781,4083,4,20,0,0,0,0,20221003
202209,6호선,신내,0,0,0,0,0,0,1,0,0,0,2,0,2,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20221003
202209,6호선,신당,74,0,5279,1039,4596,6828,6540,14807,10918,36149,9175,21091,7854,12478,9208,10332,12576,9901,10647,12040,10918,9010,13075,8627,18730,10781,20145,13573,24854,20288,15048,18257,12794,8363,15450,6642,17885,7071,5173,8015,1085,1872,3,32,0,0,0,0,20221003
202209,6호선,안암(고대병원앞),11,0,1472,1504,3136,7569,9240,17101,12266,55149,10663,34545,12170,43232,16750,23257,17553,18881,19645,27398,19992,15671,32707,15456,41506,14705,49203,17156,42014,24634,22124,17079,18780,11632,19456,11826,18312,12900,11438,9663,2111,3833,1,110,0,0,0,0,20221003
202209,6호선,약수,3,0,1043,298,1871,2024,4537,5762,7095,16015,5416,8085,4101,4807,4446,4305,5116,4327,5061,4917,5132,4232,5487,5023,6586,5320,8303,6781,12185,8344,6021,5489,4448,3077,4650,2667,3625,2693,1996,1645,383,593,3,2,0,0,0,0,20221003
202209,6호선,역촌,1,0,1908,325,5893,1753,16109,2746,16728,7466,8448,3917,5829,3453,5068,4283,5744,4813,5536,4965,4862,4942,4562,5734,4682,7960,4800,10445,5312,16552,2853,13981,1927,7400,1686,7173,1267,6187,518,4627,82,1329,2,4,0,0,0,0,20221003
202209,6호선,연신내,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,1,0,2,0,0,0,0,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,20221003
202209,6호선,월곡(동덕여대),37,0,6532,699,13364,3815,39326,7870,46082,27096,24544,18458,16686,18027,16421,15553,16436,13534,17457,15030,18451,14617,18500,16594,24017,21922,23505,25874,27384,40148,13111,31255,9758,17606,8526,16940,5593,15656,2441,10672,450,3063,0,21,0,0,0,0,20221003
202209,6호선,월드컵경기장(성산),0,0,836,1526,2762,3703,8508,5202,9230,11092,5339,10555,5701,12104,7377,12744,9076,13790,8542,15079,10387,15138,14103,16008,16767,13406,15992,15131,19269,26092,10049,22421,7623,5665,16143,3666,18901,2946,2346,1695,267,505,6,2,0,0,0,0,20221003
202209,6호선,응암,21,0,10859,1123,26385,5699,70330,9393,85062,17965,43993,12714,27186,12698,24153,13965,24982,16398,23757,17372,20152,19719,19979,25259,21577,31345,21192,43837,21233,70265,13729,57453,9894,35556,8018,29347,6381,27720,2574,18989,351,5783,7,22,0,0,0,0,20221003
202209,6호선,이태원,90,0,16341,1246,12432,6832,10753,11092,13920,27585,10689,22729,8853,16794,10077,17036,12345,20353,14291,20205,16377,19519,20442,20881,24813,25864,28536,34519,32650,43663,26441,38063,24149,27419,28958,24274,31281,22012,24476,19080,4242,7195,58,31,0,1,0,0,20221003
202209,6호선,증산(명지대앞),27,0,7554,528,15348,3648,38936,5129,46282,10225,25766,9130,16735,7516,13775,8724,14065,9567,13627,10836,11957,11504,11716,14454,13152,18875,12812,25050,12503,40330,7525,32527,5510,18544,4468,18335,3434,16127,1630,10437,247,3290,0,14,0,0,0,0,20221003
202209,6호선,창신,6,0,2452,343,5007,2312,13819,5154,16838,6826,8190,4045,5187,3080,4430,2931,4390,3479,4122,3611,4072,3630,4700,4104,5497,5089,5462,6792,4688,9374,3376,7353,2650,4614,1985,4445,1471,4163,551,2850,86,857,0,3,0,0,0,0,20221003
202209,6호선,청구,10,0,1462,476,2837,2354,7002,6577,9617,21156,6334,10281,4205,4228,4200,3829,4163,4060,4666,4535,4653,3759,4735,4632,5957,5210,7030,6131,12302,7443,7838,5222,4600,3494,3881,3312,3310,3208,1590,2160,205,762,0,1,0,0,0,0,20221003
202209,6호선,태릉입구,9,0,4353,908,7354,2697,19010,4370,21875,9913,11395,7735,8364,5621,8018,8117,8164,6442,8043,7171,7781,7732,7828,8324,8775,11114,9304,14455,9836,23498,6096,18898,4437,9990,4048,10096,3278,9580,1689,7652,372,3382,1,19,0,0,0,0,20221003
202209,6호선,한강진,16,0,1221,793,1489,7912,3106,19748,5881,38883,4873,26642,3532,17921,4486,18291,6003,19036,7377,24660,9984,18830,14987,19104,23696,20232,36136,23572,38617,27928,24437,12521,19874,4347,24700,3227,26285,2862,4872,2073,712,1532,2,188,0,7,0,0,20221003
202209,6호선,합정,9,0,3554,1358,5485,7283,13578,16182,20156,42112,15477,28161,12028,16613,13351,17762,16230,18618,17600,20413,18802,19247,20998,20511,24066,23931,31180,29725,45042,42694,30034,27897,25729,14252,28357,12600,26314,11796,14370,8573,2482,2426,13,22,0,0,0,0,20221003
202209,6호선,화랑대(서울여대입구),20,1,5974,861,20329,3041,59136,7678,54659,18044,26457,13694,17289,8442,15570,9997,15929,8382,16569,9627,14292,9672,15677,12321,19530,14488,19983,22089,17358,34190,8701,31601,5923,17466,4746,16322,3244,14529,1217,10245,141,3660,0,36,0,0,0,0,20221003
202209,6호선,효창공원앞,19,0,2435,660,5417,3512,16623,7893,25642,24740,14816,15324,9541,10427,8902,8623,9897,8133,10473,8347,8686,8413,10527,8577,13215,10496,15457,13277,23021,19682,9891,13012,6724,8070,6255,7362,4508,6965,2211,5051,334,2093,1,8,0,0,0,0,20221003
202209,7호선,가산디지털단지,739,5,6439,6473,9222,25296,21931,115573,25029,357360,18377,197180,17269,54424,22228,32995,28422,31538,33571,31971,39711,28741,49667,26687,71434,25736,185380,28461,283079,33892,113576,23517,61056,13865,48200,11031,26328,10072,11147,7401,1487,2964,7,15,1,1,0,0,20221003
202209,7호선,강남구청,17,0,1610,1541,3884,13838,7159,32339,9863,103896,8991,99218,8917,38400,10810,22216,12970,19464,15257,20944,19481,17697,25028,16296,29922,16754,46016,18553,86359,20657,50166,12572,30926,7936,30098,6307,22709,5207,9322,3741,1768,1585,1,3,0,0,0,0,20221003
202209,7호선,건대입구,42,1,3627,950,4630,7318,11563,18253,18285,39522,15376,28620,13374,25386,14874,20468,16809,21806,19053,24126,22675,21895,26515,21914,30121,22741,38385,28547,35038,39209,24931,26426,25919,14703,22455,12492,20196,10704,10927,6603,1734,3355,8,220,0,1,0,0,20221003
202209,7호선,고속터미널,30,4,968,2609,2745,20109,10948,34682,17229,50048,21600,34116,21395,26437,25053,23801,24801,21243,26197,24856,28081,22562,34594,19669,39312,19932,53574,22423,50458,24713,34081,16278,36405,9294,32298,8417,25389,5271,9114,3013,1077,719,25,8,0,1,0,0,20221003
202209,7호선,공릉(서울과학기술대),23,0,5941,893,14232,4016,36192,11668,40147,25160,22109,18039,16672,12957,15879,11616,17240,14366,16947,15771,16851,14446,18569,17353,23576,21806,22817,26242,24199,39150,13312,35136,10229,19175,10206,17365,9659,16615,5001,11407,946,3943,4,18,0,0,0,0,20221003
202209,7호선,광명사거리,231,2,19803,5876,29642,11726,76170,17373,85041,25543,45492,23173,30745,23568,28579,24889,30847,26461,29622,29455,28102,29740,29003,34506,34354,41676,36566,52256,32845,78233,22583,59867,15044,33059,12251,29087,8309,24112,3449,15984,519,4679,4,24,0,0,0,0,20221003
202209,7호선,군자(능동),44,1,8639,956,14728,5965,35127,9046,56045,28579,36257,16960,20315,11009,17870,10790,18401,11610,18397,12913,17220,13962,18188,16816,20970,20427,26303,25954,33441,40487,19520,31758,15828,18830,14784,17613,11978,15703,5943,9559,1030,3260,6,43,0,5,0,0,20221003
202209,7호선,굴포천,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20221003
202209,7호선,까치울,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20221003
202209,7호선,남구로,69,2,16166,1947,15082,7654,29927,30893,35055,92182,22544,44366,15226,18601,14007,14800,15289,14039,14961,14829,14458,13717,16795,16574,20921,23143,41683,28978,69389,30383,30944,22558,16934,14457,11277,16591,7613,13627,3576,7614,450,2007,1,6,0,0,0,0,20221003
202209,7호선,남성,24,0,6132,758,13508,3627,37758,6645,54187,16963,31337,11754,18487,10748,15627,11311,16166,11004,15892,12416,13561,12777,13780,16338,15525,19321,15179,25176,15603,39443,9089,30353,7558,18630,7261,16639,5320,15226,2331,9686,379,3170,1,19,0,0,0,0,20221003
202209,7호선,내방,6,0,2032,1441,7060,10165,18756,23659,28239,79246,20111,44438,14690,19577,14414,14484,16250,15034,17348,16469,18202,15144,20349,15625,24982,17397,37605,22981,66409,30343,25188,20450,17596,12091,16719,10392,12069,9253,4128,6225,665,2852,3,146,0,0,0,0,20221003
202209,7호선,노원,35,1,6475,2110,14827,7137,37712,17785,41035,42624,27401,40068,26116,29778,28841,28489,30963,31122,31205,35052,32999,34116,36260,36340,39391,39791,40850,46496,44425,58503,28556,48863,26900,23921,21538,19485,21563,16678,7465,12013,1162,4087,13,26,0,0,0,0,20221003
202209,7호선,논현,34,1,2505,1172,4221,14959,8629,39814,13721,101137,11545,87515,10718,33031,11889,20256,13967,18758,15454,19983,19204,18724,24034,17518,29601,19828,53770,23512,92280,32088,48585,18122,31327,10476,33344,9149,31465,6981,16468,5010,2905,2021,4,12,0,1,0,0,20221003
202209,7호선,대림(구로구청),56,1,10851,940,8453,3538,14753,6576,21388,17370,17070,13120,12462,15847,12400,17300,13657,14821,14391,13968,15642,13823,15923,15276,16022,17623,17200,22901,18799,23513,13055,16202,10054,10759,8518,12057,6506,10193,3527,5212,422,1252,8,9,0,0,0,0,20221003
202209,7호선,도봉산,62,1,4984,1003,17541,5385,48866,8463,40724,16418,20809,17007,12900,15871,11346,12629,12480,12624,11581,12830,11067,12011,13153,14573,16265,17322,14670,21891,12370,33349,6717,37922,3978,21989,3146,18706,2293,17344,847,11660,118,4698,3,174,0,4,0,0,20221003
202209,7호선,뚝섬유원지,12,0,5256,586,9510,4011,21968,6980,29789,13150,20347,10117,11702,8416,10668,9622,10351,12279,10645,15272,10933,17429,13143,21291,16621,27004,19229,34183,20794,46960,21457,32595,24402,19670,30649,16184,27295,12776,13677,6207,1632,1904,13,11,0,0,0,0,20221003
202209,7호선,마들,29,1,9909,1115,24907,2964,63512,7925,61407,11099,30252,9769,20736,9122,18297,10674,19368,11916,17084,13269,15240,14985,16129,18089,15420,22685,13468,28471,12756,42942,7427,45191,5415,24457,3660,20929,3055,20814,1254,13317,145,4213,3,22,0,0,0,0,20221003
202209,7호선,먹골,5,0,7424,698,13172,2926,34341,5642,44617,14804,24767,9203,16327,8257,14704,9245,15256,10602,13969,11401,12535,11799,12807,14923,13863,18975,14248,23791,14469,36371,9377,31940,6760,18733,5642,16592,4205,15411,1872,9120,323,2933,1,144,0,0,0,0,20221003
202209,7호선,면목,80,2,12088,823,23074,5960,55585,8748,69520,29666,38113,19427,23614,15099,20786,13356,22093,16783,20893,17829,18880,16970,20477,22083,24568,30029,22829,35387,20987,52292,16203,46138,9922,26658,7788,23475,5773,22769,2170,12893,295,4470,4,11,0,0,0,0,20221003
202209,7호선,반포,4,0,913,1041,2720,8680,7730,11877,11553,19380,8297,15696,6438,9010,6427,8927,7213,8816,8164,9102,8610,8311,10455,8693,15720,9200,16162,9959,16820,12514,11796,7765,9469,4716,9614,3842,6983,3935,2412,2230,354,667,1,0,0,0,0,0,20221003
202209,7호선,보라매,9,1,4302,793,6934,3228,18383,10222,26565,25415,16035,9733,9765,8246,9516,7192,9557,8211,9541,8287,9000,8524,10202,9490,12820,11519,13847,15871,20419,24542,8705,18353,7372,11118,6656,10081,5170,9077,2130,5985,381,2412,3,34,0,0,0,0,20221003
202209,7호선,부천시청,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20221003
202209,7호선,사가정,24,0,10859,1580,21862,6432,54758,11325,68145,24250,40126,16588,24731,14754,21531,15029,22947,16411,21274,18495,19779,18822,19645,25003,22046,30847,24405,39303,23699,60174,16863,49402,11875,28531,9834,25480,7431,22196,3896,13095,619,4430,1,11,0,0,0,0,20221003
202209,7호선,상도,4,0,4931,1759,12251,5034,32965,8286,43933,25074,26708,16601,16814,18454,15311,14647,16692,14101,16704,14458,15763,15958,17944,15345,21824,18909,23074,24730,23469,40960,12549,27652,10638,18288,10879,16054,9077,16298,4612,11151,930,3147,5,12,0,0,0,0,20221003
202209,7호선,상봉(시외버스터미널),436,7,10489,1487,19112,7959,51217,12575,71414,27102,35321,18633,22039,14710,19887,15008,21419,16908,20797,18615,20051,18191,20514,21638,25226,26576,27456,35773,31373,59345,21646,51162,15682,28768,14174,24122,11191,24071,5422,15337,911,7475,3,45,0,0,0,0,20221003
202209,7호선,수락산,53,4,8914,777,20476,5372,48075,8359,47056,17667,28339,17112,19912,15892,17837,15000,18733,16326,19573,14353,18655,14878,19197,18713,20318,22562,20122,27378,19413,39415,11950,41578,8105,23793,6218,19544,4198,17887,1919,11659,272,4341,4,19,0,1,0,0,20221003
202209,7호선,숭실대입구(살피재),10,1,5975,759,12391,3917,37309,8141,48857,29723,29387,21034,19834,34477,18998,21867,19073,18383,21213,22650,23167,21977,22407,20729,32956,25685,31553,32489,24486,49212,15601,36590,13389,22299,13790,19306,16684,19629,9837,13306,1959,4167,1,15,0,0,0,0,20221003
202209,7호선,신대방삼거리,37,0,10166,819,18269,4705,51707,9448,73853,17502,42095,14364,23717,12512,20273,12609,21352,13962,19185,15210,17414,17148,16851,20700,19616,25389,18553,34874,20451,57429,11930,43453,9795,26472,7849,24092,6918,21003,3299,14361,509,5504,2,11,0,0,0,0,20221003
202209,7호선,신중동,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20221003
202209,7호선,신풍,138,5,11811,1332,15498,5101,40689,11298,50174,18795,29634,11759,17674,10017,14952,10313,15536,10755,14660,11916,13227,12326,13494,15538,16416,19797,17005,27311,17404,40301,10562,29418,6940,18204,6012,16819,4558,15832,1926,9314,393,3032,3,417,0,9,0,0,20221003
202209,7호선,어린이대공원(세종대),6,0,3188,928,7458,7701,19623,16110,32657,76537,24001,43535,16477,45724,19772,36367,22011,26596,26048,33494,31028,28461,33552,21622,46322,22374,55884,25442,52018,33147,28333,24463,21150,15711,20487,13864,17460,14454,9177,10700,1780,3104,2,9,0,1,0,0,20221003
202209,7호선,온수(성공회대입구),179,2,6837,922,16124,3697,45675,10445,50888,18454,22464,15897,12736,7824,11384,7496,12126,9055,11283,10305,10370,9302,11900,10929,18979,14120,17572,21483,13545,37278,6667,29396,4647,17120,4178,14778,3217,13211,1534,8965,299,4835,3,1083,0,1,0,0,20221003
202209,7호선,용마산(용마폭포공원),3,0,4983,597,10009,2055,23076,4014,28471,10331,16094,6552,9196,5722,8339,5105,8208,6008,7979,6850,6758,7133,7062,9300,7832,10847,7767,13748,7946,20285,4812,17670,3043,10764,2394,10455,1642,9272,929,5709,146,1885,1,2,0,0,0,0,20221003
202209,7호선,이수,25,0,4417,1174,8910,8317,26672,13794,42472,39671,28755,26514,18791,18501,18349,17419,19752,17624,21476,19845,21777,19155,22166,21632,26009,26381,30556,35425,40516,52145,23840,35348,21702,18516,23398,14762,21067,13668,11581,8726,1861,2856,10,29,0,0,0,0,20221003
202209,7호선,장승배기,12,0,5900,1177,10973,4252,26036,7837,37861,16959,23335,10881,14914,9561,13336,9641,13057,10321,13420,10866,11897,11207,11701,13738,13197,16531,13093,19884,14912,30702,7867,22366,6324,14030,6078,12450,5195,11622,1884,7749,407,2799,3,19,0,0,0,0,20221003
202209,7호선,장암,4,1,1633,182,6398,1457,15722,1242,9419,1665,4102,2250,2242,2168,2086,1846,2404,1987,2313,1607,2764,1302,3287,1395,3758,1387,3727,1698,2911,2991,1659,2804,1134,1627,704,771,374,815,134,535,12,267,0,2,0,0,0,0,20221003
202209,7호선,중계,8,1,8982,2000,23019,4840,60589,16731,61954,26155,33697,12819,22267,10567,19755,11178,22936,13525,19681,14704,16003,14600,18066,17479,22474,20916,21104,28587,17736,42348,10271,42918,7066,24076,6325,21409,6140,19810,1919,13191,345,3971,0,14,0,0,0,0,20221003
