사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
202209,3호선,매봉,9,0,1653,517,6740,9018,16948,21309,20746,68602,14352,33549,12170,13915,12624,12085,12206,11166,12991,11880,15435,10967,17658,11872,20861,13245,36005,18396,60506,22741,19835,16090,13459,9495,14462,8217,9133,8082,3016,4458,334,1473,0,45,0,0,0,0,20221003
202209,3호선,무악재,21,0,1574,210,5176,2390,14012,3016,16127,5865,9790,4073,6933,3916,6008,3734,5720,4100,5491,4501,5081,4905,4778,6054,5956,7669,6250,9420,6270,14259,3231,11496,2079,7019,1773,6499,1283,5723,467,3958,67,1081,1,9,0,0,0,0,20221003
202209,3호선,불광,20,0,9193,1199,18148,5571,50106,11283,58058,32533,33602,29760,24359,24733,23338,22719,24291,24672,24554,27572,24556,26934,25889,28593,28472,32212,29316,37671,30905,56804,16537,44380,12694,26065,10747,22964,7037,21076,2803,12454,370,3857,2,24,0,1,0,0,20221003
202209,3호선,수서,177,17,4413,2404,11350,16391,33803,34885,42703,50669,29189,32074,28704,21922,23804,18122,29487,23510,27236,22482,21188,22200,32466,26509,37183,30295,43397,36762,48784,47221,22407,36328,21901,24616,14323,20896,14778,20616,6265,8102,779,3075,38,273,0,0,0,0,20221003
202209,3호선,신사,61,3,3706,1646,6285,16698,10713,41693,16503,95517,14344,128287,17245,63530,22328,43852,26542,41667,30989,45703,37683,42527,46107,41188,55328,42844,81688,52525,119613,66837,82600,35011,56093,16483,59943,12796,51241,9963,23329,6994,3380,2546,2,8,0,5,0,0,20221003
202209,3호선,안국,22,0,1572,1455,2897,19684,6062,85350,9643,102513,9787,66474,10574,52215,17470,55667,26201,47821,30855,47389,40793,43650,56035,36008,77131,32351,106419,30605,110017,27887,48564,13234,38835,6692,35844,5314,20754,4660,7275,2706,783,835,2,2,0,0,0,0,20221003
202209,3호선,압구정,75,5,2935,2050,7792,22078,15502,45693,24834,140192,20114,145768,23984,75619,30514,58414,35693,48383,39163,52983,47778,48636,56560,45978,67550,47074,88387,58254,133830,62640,89850,33452,70465,16298,54623,12905,42426,10695,12357,6074,1788,1931,3,191,0,2,0,0,20221003
202209,3호선,약수,145,6,6653,1031,10355,6177,25898,14737,37272,32760,26590,20774,18497,14023,17351,13729,19026,14135,18862,15536,18263,16162,20055,18421,21340,23123,25140,27559,31426,40287,17111,25783,13150,17142,13972,15796,9958,14660,4610,8945,650,3210,3,501,0,0,0,0,20221003
202209,3호선,양재(서초구청),89,1,4804,2674,13401,40858,33203,103719,43049,213767,31849,114567,29233,53111,32602,43508,35729,39613,40358,45779,45690,39350,54012,39854,71516,43461,118482,59690,180598,71642,79392,48022,56634,29318,52188,27041,35649,23622,12472,13434,1429,3663,5,32,0,0,0,0,20221003
202209,3호선,연신내,291,9,25540,1793,49763,11230,126793,23327,141551,35145,84971,34560,56807,33557,52337,34131,57161,37318,50844,41642,47615,43430,49570,53388,58306,64941,51512,81073,47164,129054,32668,109318,25531,63858,22752,57102,18628,50389,7899,35490,1000,11171,15,52,0,0,0,0,20221003
202209,3호선,오금,18,1,3935,10,7637,2308,25728,5663,27811,12627,14950,5611,8551,4836,7335,4049,8151,5091,7587,5988,6360,5830,6433,8141,7858,9420,10343,13485,11351,19965,4581,14408,3310,9654,2640,8232,2118,9938,600,5702,88,2117,1,11,0,0,0,0,20221003
202209,3호선,옥수,307,18,3011,880,9397,4849,22241,8557,29719,14065,20688,10214,14969,8306,13535,9881,13435,11288,13776,12293,13569,13412,13824,15858,15236,18725,17198,24099,17550,32624,11424,23542,9088,15396,8040,14052,5785,13638,2547,7198,345,1875,2,8,0,0,0,0,20221003
202209,3호선,을지로3가,19,1,630,944,898,8331,1999,30766,3880,71826,5588,29808,6586,14062,8989,11582,9387,11595,11610,11336,13485,10085,14702,10221,18417,11478,37987,14067,62155,17469,23983,9909,16477,5023,16647,3902,14443,2592,8792,1835,1375,529,4,27,0,0,0,0,20221003
202209,3호선,일원,5,0,2073,1526,8493,10352,22688,30948,22952,23628,16699,18450,15853,15318,16409,11339,17181,13495,14664,15022,15458,14615,21440,12573,29093,12699,33788,14469,16649,19504,10492,16579,6623,10389,4248,10115,3527,10673,1314,5003,101,1495,0,26,0,0,0,0,20221003
202209,3호선,잠원,2,0,1048,1430,4275,6636,11820,6715,16996,9666,10925,6441,7704,4678,7344,5040,7566,5532,7138,6592,6656,6283,7337,7214,10863,8030,11314,11206,8839,13952,5756,9848,4248,6207,4452,5894,3036,6956,1289,3339,164,960,0,2,0,1,0,0,20221003
202209,3호선,종로3가,20,3,752,967,1200,5624,1674,15201,2732,42569,3766,41550,5814,30848,8611,24257,10269,22265,11723,21386,14551,19981,17064,18323,20784,17544,31238,17339,49109,17599,28500,10087,16178,4951,17495,3947,13859,2875,6859,2017,762,713,6,14,0,0,0,0,20221003
202209,3호선,지축,6,0,2460,572,8575,6162,24336,4363,22262,5513,12508,4211,8531,3331,7355,4023,7297,4754,6716,5410,6077,5383,7593,6922,9854,9325,7996,12271,5873,19733,4073,15961,2945,10263,2112,9147,1646,8500,741,5021,137,900,0,7,0,0,0,0,20221003
202209,3호선,충무로,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,7,0,4,0,5,0,3,0,5,0,4,0,2,0,1,0,3,0,0,0,0,0,0,0,20221003
202209,3호선,학여울,4,0,533,170,1740,1791,4197,3470,4781,7262,3037,5151,2419,4387,2610,3149,3171,3489,3382,3902,3429,4027,4570,3914,5637,3937,6887,4025,8008,4258,3392,3430,2013,2265,1459,1952,1007,1884,300,1104,38,386,0,1,0,0,0,0,20221003
202209,3호선,홍제,85,4,9545,1368,23466,7293,63603,11304,67567,25332,42411,20954,30176,18337,27722,17496,29121,19514,26290,20813,24427,22725,25176,27124,27760,34108,28610,40736,27513,60056,14665,48559,11138,28374,8908,26174,6349,22279,2479,14975,294,3661,0,14,0,0,0,0,20221003
202209,4호선,길음,21,3,9749,1995,32331,7213,86906,14350,80039,34819,46911,27154,31897,23427,28196,26498,30630,23880,29226,27196,27136,29280,29879,30217,35330,40145,37763,53478,36078,78012,19383,59811,15516,37064,12595,34422,12826,34055,4315,20007,606,5479,7,34,0,0,0,0,20221003
202209,4호선,남태령,59,0,448,86,946,1284,2165,3664,3287,4825,2967,1779,2311,1198,2110,1153,2153,1376,2078,1217,2129,1377,2094,1412,3039,1598,4568,1647,3941,1829,1575,1537,1073,1628,698,1229,382,807,186,476,19,145,0,0,0,0,0,0,20221003
202209,4호선,노원,268,2,11227,489,23174,7448,50281,14245,52012,31147,32231,30273,24999,22467,25032,22388,27772,25348,26303,29268,25834,29022,27212,32995,31544,41214,33199,54176,33272,78581,24104,62650,24366,35989,22805,31030,21263,27364,8632,19133,1448,6159,14,713,0,0,0,0,20221003
202209,4호선,당고개,55,2,7677,71,14650,5027,38267,6028,34191,10899,21195,9526,15065,9287,14099,8907,13855,9738,13506,9851,13216,10734,12666,12851,12827,15523,13222,18049,11806,25140,7805,23945,5126,15417,4100,13316,2718,13247,1102,9319,231,3180,2,319,0,4,0,0,20221003
202209,4호선,동대문,153,5,3905,2245,2900,13059,4924,33849,6548,66608,11081,61011,16694,52287,22558,47732,28918,39830,33050,37619,41291,35513,48325,30239,58154,23384,78343,17960,58253,14973,30215,14211,21533,9811,22589,6242,13039,4893,5404,4594,595,1060,4,54,0,0,0,0,20221003
202209,4호선,동대문역사문화공원(DDP),268,2,4824,1357,4102,12019,7091,27006,9452,60696,9972,33334,10351,24871,14480,23705,17952,22204,20294,22481,25554,21998,31240,19397,36266,17975,53144,19710,69680,20709,37610,19877,28058,12184,26048,10045,20553,7338,9840,5414,1592,1948,12,61,0,0,0,0,20221003
202209,4호선,동작(현충원),9,0,297,231,578,2045,2163,2971,2441,5240,2381,3689,1811,2930,2715,2507,2306,2260,2108,2762,2182,2754,2968,2824,3743,2924,4822,3617,5221,4477,2949,2802,2670,2533,2541,1314,1972,1016,797,633,101,356,0,67,0,0,0,0,20221003
202209,4호선,명동,16,1,1321,906,3359,16266,5488,46067,8814,108126,13911,73032,16884,43155,23359,42462,27457,51145,32235,44115,37756,38666,52656,40277,61992,38548,76447,41927,109212,37980,55428,24643,48537,15312,41723,12434,30139,9488,8974,5886,812,1799,3,58,0,0,0,0,20221003
202209,4호선,미아(서울사이버대학),72,5,10985,1643,20052,5412,45504,17442,48154,33995,31779,19420,23026,14855,22045,19395,23893,15822,22664,17464,22052,20176,23116,23469,27485,27293,27901,32926,28089,45772,16477,36698,11464,22668,10179,20462,7328,18507,2440,11957,282,3136,2,24,0,0,0,0,20221003
202209,4호선,미아사거리,80,5,14662,2079,36404,7740,93352,19346,90978,30562,57708,30567,41232,26494,38246,27352,39955,30179,38687,32530,37049,37016,40232,46033,46670,54829,42608,67593,42281,97810,29434,75720,28565,44753,16779,41331,12942,36930,5993,21297,785,5211,4,32,1,0,0,0,20221003
202209,4호선,사당,131,53,10079,1525,24173,16284,65978,24005,82347,34664,65966,27998,41664,23105,35269,27297,37605,29099,37021,26676,35892,26440,34762,31933,37483,41976,43741,60070,47935,87615,32507,57251,29425,33345,30813,30369,28167,30055,13749,20142,1525,5890,6,726,0,9,0,0,20221003
202209,4호선,삼각지,4,0,753,460,2162,6540,7360,11095,9689,17226,6302,10705,4881,8299,5005,8840,6141,10047,7090,9362,7429,7982,8007,8937,11593,10267,13877,13824,17917,19371,9006,12025,7951,6961,9489,5870,8661,5741,5010,4000,656,1430,4,22,1,1,0,0,20221003
202209,4호선,상계,65,4,13356,264,35354,7230,84912,17819,69872,20191,41486,16612,29547,14871,26775,15859,28468,18966,25230,19700,22556,21420,23501,26205,27322,33285,25901,43621,23281,61681,15115,57342,11210,34364,10113,29989,11283,28793,3090,18975,459,5062,15,533,0,1,0,0,20221003
202209,4호선,서울역,243,2,3985,862,6071,14535,11828,36599,14191,74301,12452,46908,10504,24926,12589,22804,13914,27062,13213,27166,13760,25315,15990,27453,20252,29786,41882,35231,56627,36138,21278,27845,13869,19549,12805,18096,9974,15898,4813,8707,695,2441,9,290,0,3,0,0,20221003
202209,4호선,성신여대입구(돈암),19,3,5377,1554,17948,6984,45471,16909,49305,40991,33894,25526,27006,22334,28075,32629,31592,26551,31427,28737,33087,32300,36965,30958,40579,38385,48484,48337,50876,66669,30817,51496,27163,31718,29907,29388,28120,26751,12193,18265,1845,5714,8,13,0,0,0,0,20221003
202209,4호선,수유(강북구청),84,4,20831,2808,46944,10746,114305,20670,114584,53069,73612,38312,53069,29912,49119,31887,51002,34415,48433,38785,46297,42469,46035,50561,50996,67159,56408,82537,63063,122435,36153,105110,26605,65512,23930,58326,18975,52890,9809,36725,1387,8172,3,44,0,0,0,0,20221003
202209,4호선,숙대입구(갈월),8,0,2756,583,7400,6588,17446,22112,24338,48161,18539,30288,15181,26322,16167,20746,20552,19066,21320,19297,21412,18194,25752,18660,37301,21772,38442,28908,49448,37111,24893,23760,20861,14676,22851,13130,19009,12844,9113,7888,1184,2054,6,3,0,0,0,0,20221003
202209,4호선,신용산,5,1,1329,994,3856,11611,11446,32747,15858,83746,13343,61651,12463,28147,15942,22401,16832,24269,20254,24729,20746,23138,26468,24339,34478,26281,57911,31779,86126,39055,39814,22764,30317,12571,29466,9840,21623,7752,10787,4170,1573,1164,8,13,0,0,0,0,20221003
202209,4호선,쌍문,234,27,22764,1129,50373,8472,120597,14640,119172,27115,72912,19628,49489,18933,43916,20579,43040,24409,38878,27528,34566,29429,32598,39426,35623,52581,36391,66659,33966,100331,20944,92076,15242,57164,12614,51419,9564,47448,4080,30734,482,8192,4,56,0,0,0,0,20221003
202209,4호선,이촌(국립중앙박물관),33,1,1188,831,4570,7618,12752,13367,15826,24880,11339,17981,9115,14119,9655,13480,13025,14865,12177,17430,13392,16183,17229,15505,23831,15622,25138,16071,25090,20520,10220,14015,7950,8646,7720,7647,4800,6984,1771,4045,235,1267,1,30,0,0,0,0,20221003
202209,4호선,창동,2073,50,15796,2801,38073,13125,85379,19341,77703,36780,48711,29499,39805,27797,37406,28346,38475,33054,36751,38795,34090,42212,37546,47099,44292,54061,45025,64286,45614,89808,25400,75215,19634,44817,17107,38469,13450,36440,6546,22450,953,8125,3,91,0,0,0,0,20221003
202209,4호선,총신대입구(이수),109,1,6066,852,16185,9722,48109,17633,56232,42303,36362,28218,28568,23758,27426,23950,28750,25757,29879,28646,27187,30074,27817,35658,31193,41742,34847,53448,40143,74986,23776,47890,21756,26997,18613,23725,16000,21308,7341,12920,972,3067,8,564,0,2,0,0,20221003
202209,4호선,충무로,82,7,3274,3325,4591,22414,9099,52723,14366,165859,15040,98770,16260,60093,22730,47967,25960,43071,33017,42974,40164,35850,49534,32264,61209,32308,93015,37717,137678,42480,64634,24402,47312,13593,46425,12093,40030,10767,24637,7675,4710,2437,6,98,0,1,0,0,20221003
202209,4호선,한성대입구(삼선교),86,14,6172,986,12516,6571,29884,17459,34470,32042,24337,25316,19174,21334,19053,20138,22557,21669,23254,22581,23494,21705,26317,22002,34309,25156,34089,32235,33629,36447,21695,29020,17570,18497,15921,16982,13415,16421,6348,10752,804,4838,3,1454,0,10,0,0,20221003
202209,4호선,혜화,25,6,3644,2583,7621,21736,17591,50008,20311,112849,24257,82902,29716,62426,35650,58773,39704,65046,42845,82655,53322,76116,74609,59107,85500,59799,103012,70516,117851,79667,68460,55624,67261,21317,91859,19354,82098,16680,32839,10905,5005,3262,13,349,0,4,0,0,20221003
202209,4호선,회현(남대문시장),17,1,1543,691,2932,19698,4802,50204,7539,119068,9148,92706,13793,68205,24166,62361,33190,52761,41270,46613,50470,41308,60672,34976,74070,26123,92389,21007,113558,17920,46927,10148,41521,5329,19817,5253,11957,3926,4553,2492,653,853,2,54,0,0,0,0,20221003
202209,5호선,강동,118,6,10152,1157,18852,10598,54033,27333,65227,46064,35038,25640,25183,18557,24739,16782,24623,18133,23046,23538,22675,21745,25008,24638,29472,26994,40206,33663,41194,52067,20018,38185,14295,25879,11390,23831,8133,22450,3195,14872,529,6194,4,35,0,1,0,0,20221003
202209,5호선,강일,2,0,2271,722,7177,2912,20975,4513,19626,6869,12367,3005,9116,2683,7159,3151,6902,4415,6196,4177,5206,5033,6032,6632,7580,7833,6737,11608,7173,15431,3126,15567,1962,8634,1548,8168,1168,6966,381,5227,92,1516,1,5,0,0,0,0,20221003
202209,5호선,개롱,9,0,3001,930,8781,3436,23464,7213,21546,15370,12250,8007,9831,5657,8676,6010,8822,6638,8721,7784,7873,8496,8421,9272,12116,13008,12271,15304,12395,20705,6070,18845,4222,10599,4049,8513,2539,10402,778,5244,68,1757,2,0,0,1,0,0,20221003
202209,5호선,개화산,0,0,4147,649,8241,3741,21754,6134,19547,13840,10629,6469,7823,4751,7286,5305,7962,6220,7169,5911,6810,5741,6845,7069,8945,9068,9793,10629,12476,16134,5466,14192,3297,8587,2600,8207,2045,7455,515,4669,72,1488,0,31,0,0,0,0,20221003
202209,5호선,거여,2,0,6201,639,15335,4155,49159,8543,42407,16821,22549,9119,14922,6552,12705,7065,13056,7706,12571,10690,10751,10657,11914,12782,14382,19854,14425,22248,14442,35643,7249,31875,5236,16255,4585,14147,3086,16148,1035,8417,97,2951,2,16,0,4,0,0,20221003
202209,5호선,고덕,4,0,3994,1459,10788,5798,29721,15777,24350,17335,16623,11992,14105,11413,15240,9897,15135,10658,13999,15472,14152,12790,16630,14696,21063,16678,20257,18164,14861,29725,9353,24274,6939,12797,7208,11443,6915,11019,1819,6117,309,2778,1,102,0,0,0,0,20221003
202209,5호선,공덕,10,1,1844,889,5393,6970,20951,28472,29492,76075,14334,38804,11673,16231,13305,14301,15613,13581,17242,14548,15960,13360,17474,14278,23203,17332,38648,25838,60796,42706,22955,20977,17756,12002,17909,11746,14582,10730,6640,6491,1012,1643,2,8,0,0,0,0,20221003
202209,5호선,광나루(장신대),6,0,5067,1719,15088,7775,39337,15940,45251,34957,27200,20895,19394,17807,18292,14242,19270,15092,19793,16442,19261,16219,21319,17823,25901,22036,26020,26573,31815,38312,15567,26914,11239,17525,12265,16460,8165,15587,2591,9584,393,2395,2,2,0,0,0,0,20221003
202209,5호선,광화문(세종문화회관),25,2,1112,926,2942,25223,8651,71320,12170,242730,11077,116045,13607,54120,22123,52590,26554,46199,35947,47364,43797,40435,56854,34216,71145,34027,111377,38796,200161,45008,71984,21348,58984,9315,62088,7050,40351,5508,14826,3123,1847,813,4,4,0,0,0,0,20221003
202209,5호선,군자(능동),35,0,6434,815,11527,4869,32349,7917,44086,24978,20447,15843,12940,11310,12404,11020,13596,12275,13748,13682,12981,14550,13178,16477,15883,21288,20061,30249,25122,49702,14785,32957,11856,18863,11524,17323,9548,16837,5116,11004,840,5383,5,1008,0,3,0,0,20221003
202209,5호선,굽은다리(강동구민회관앞),2,0,6579,588,14028,2614,35842,5827,36472,14451,20907,10369,15695,8246,13577,8955,14982,9924,14100,11229,12077,12227,11818,13477,13085,18530,13567,21122,14605,32874,8528,25631,6192,16207,5986,13197,4342,14166,1367,7641,233,2761,3,12,0,0,0,0,20221003
202209,5호선,길동,5,1,4538,708,8321,4355,21169,6699,25550,17245,14884,13268,12345,9307,11961,9637,12748,10828,12427,10991,11034,12463,11983,13087,13667,16433,14934,18475,15855,26305,8576,19348,6590,11757,5807,9521,4185,8701,1686,5256,292,2341,1,10,0,0,0,0,20221003
202209,5호선,김포공항,3,1,363,2129,1651,8974,4461,15078,6780,18246,7396,11845,7447,13215,10214,15585,11733,15912,13644,16056,14940,15528,16937,15240,17471,16415,22174,16536,26170,15783,16866,9553,15148,4231,13558,2205,10669,1458,2154,939,158,401,4,3,0,0,0,0,20221003
202209,5호선,까치산,203,1,23566,1277,43063,8570,123509,10480,150470,20702,75096,18117,43971,17464,39237,20064,40272,23590,37084,26806,31502,30336,29872,40949,31529,53269,31480,68151,31035,115871,20049,92685,14718,57862,12121,54468,9075,46198,4356,30661,649,8852,6,372,0,4,0,0,20221003
202209,5호선,답십리,21,0,8703,1138,17274,6992,53602,13718,70686,35518,34568,18522,22250,13253,19289,13532,20031,15218,19549,17218,18267,16927,19344,20194,22632,24222,27816,32178,33219,53254,16284,35715,11150,22391,9423,19918,7035,18714,2755,11239,416,3633,1,10,0,0,0,0,20221003
202209,5호선,동대문역사문화공원(DDP),0,0,233,250,618,2434,1265,8748,2329,29046,1887,11276,2356,3719,2610,3016,2373,3204,2589,3225,3340,3081,3711,2919,5222,2983,10543,3019,19804,3621,7164,2124,3531,1550,3356,1714,2267,1659,962,1139,163,361,2,7,0,0,0,0,20221003
202209,5호선,둔촌동,1,0,3976,428,9458,4083,24090,9800,26454,18742,14900,10822,11264,8598,11147,8658,11391,9370,11175,11532,10566,10158,11562,13049,13985,15152,15832,20214,19348,28415,9940,20679,7044,9860,6172,10267,5175,8457,1947,5461,165,1507,1,6,0,0,0,0,20221003
202209,5호선,마곡,7,0,2084,1856,7314,6691,24844,13711,23283,47382,13080,29858,10397,13373,10128,10536,10714,10819,11936,11792,12255,10992,14718,11882,18973,14406,28161,16779,38735,24747,16549,19052,11386,9854,9454,8936,6858,9073,2612,4949,309,2104,0,2,0,0,0,0,20221003
202209,5호선,마장,0,0,2424,483,5778,3475,15570,6299,19779,16536,10584,11653,8586,7518,8132,6392,9049,7184,8132,7476,8234,6361,9108,7256,10590,8665,11236,11085,12676,16132,7062,10812,4753,6877,4332,6227,3281,6300,1375,3739,168,1283,0,18,0,0,0,0,20221003
202209,5호선,마천,38,0,6834,397,13452,2711,40030,4638,31798,10671,15837,7032,10612,6309,8830,6079,9838,6290,8936,7819,7716,7193,7418,10962,9077,13929,8817,16594,9233,25428,4549,22678,3447,11833,2416,11924,1437,11541,553,6825,69,2624,1,17,0,5,0,0,20221003
202209,5호선,마포,18,0,2215,1047,7793,6827,25782,20605,33386,67919,17365,32733,13772,15335,13868,15789,15233,13918,16742,14105,16420,13827,17622,15408,20760,18373,32638,27567,55630,41951,20716,23191,16745,13359,18215,12266,13734,10348,6356,6817,891,1844,4,9,0,0,0,0,20221003
202209,5호선,명일,7,0,4859,1043,13926,3537,35514,6834,31372,13490,17982,9228,14606,8943,12986,8846,13682,8288,11863,11120,11072,10954,10954,13454,13570,17636,11785,19186,11996,35699,7212,27849,5167,14831,4803,11960,4314,12800,1434,7478,271,2622,0,10,0,0,0,0,20221003
202209,5호선,목동,18,0,7917,1220,20134,5375,59496,14594,74606,25398,34969,19915,24408,13950,22017,13106,22425,16640,20705,19830,19120,20243,19527,23810,22880,32197,25866,44947,27835,76697,15325,52465,12628,29589,12512,27687,13890,25952,4096,15330,553,5006,2,6,0,0,0,0,20221003
202209,5호선,미사,20,1,6978,806,22840,6646,66885,11974,61959,23428,30808,19256,22555,15579,20340,15012,21672,17725,20442,17285,18459,20844,21565,21389,23286,28516,25996,41334,27657,59672,16509,61303,14492,31994,14655,25248,12581,22500,5997,16318,1323,5014,9,24,0,0,0,0,20221003
202209,5호선,발산,0,0,3127,2479,9353,13082,26303,36590,28236,105342,17949,53721,17598,27833,20918,26240,23465,26016,25605,27509,29099,25555,35259,26007,42045,28115,61295,34682,80876,49046,34778,35981,28272,19684,28299,14112,23044,13415,9977,8253,1416,2678,6,9,0,0,0,0,20221003
202209,5호선,방이,0,0,2332,788,7178,3759,19088,7596,17668,23344,11306,11874,9305,7804,8533,6913,9738,8920,9632,8673,8823,9706,9971,11597,11754,14292,14137,19215,19736,21037,9632,16642,7932,9259,9100,7404,10121,6121,1694,4770,167,1234,0,3,0,0,0,0,20221003
202209,5호선,방화,13,0,4998,6,10979,3595,27121,5400,24062,12106,13641,6957,10678,5587,10116,5721,10015,6970,9621,7713,8873,8433,9112,9420,11312,11295,10153,13515,9817,20388,4941,18694,3577,11469,2346,10080,1936,9818,699,6154,130,2175,0,251,0,0,0,0,20221003
202209,5호선,상일동,36,0,8911,1401,29269,6146,78198,11659,55239,16614,32050,9591,23416,8242,19289,8200,19384,13017,17091,14786,15304,13795,16731,18749,18494,21495,19639,32601,18354,52835,10112,49223,7229,24310,4828,23604,3254,20734,1467,13796,324,6167,6,1257,0,0,0,0,20221003
202209,5호선,서대문,10,0,2644,1155,5678,13939,17428,65948,23077,158085,16579,48493,16452,22385,19942,20309,20204,18802,19551,21776,22593,18067,29516,15274,39990,15390,70722,18798,110732,24852,29176,14508,22334,9599,20627,9794,15370,8082,6026,5065,621,1438,3,31,0,0,0,0,20221003
202209,5호선,송정,19,1,3641,1246,7717,4239,20366,7177,21815,11115,13960,7654,10892,6535,9329,6790,9663,7542,9086,7701,8805,8044,9037,9004,10695,11114,11867,13015,12481,18435,7120,14669,5247,9540,4268,8983,3430,8188,1530,5343,170,1854,1,11,0,0,0,0,20221003
202209,5호선,신금호,23,0,2896,389,7064,2608,21015,8789,27384,13802,14477,7548,9446,5280,8249,5728,8502,6813,8530,7652,7743,7803,8705,10267,11696,12190,9918,15412,10154,24569,7031,16428,4755,10463,3612,9262,2641,8717,988,5625,167,1788,0,3,0,0,0,0,20221003
202209,5호선,신길,55,1,1595,399,3801,2113,13641,4611,21481,13451,8807,5803,4667,2648,4173,2993,4414,3222,4159,3682,3661,3821,3985,4368,5099,5678,7391,8836,12547,16829,4469,10177,2789,7707,3013,7909,2333,7686,1248,5256,206,1733,4,7,0,0,0,0,20221003
202209,5호선,신정(은행정),54,4,11617,833,22594,3884,63376,8626,76293,13666,35819,8966,20210,7141,17342,7903,17479,9466,15502,10990,12899,12144,13176,15789,14568,21709,15056,27678,15548,45601,7997,35001,5666,21236,4829,20906,4155,20044,1501,12573,182,3744,2,15,0,0,0,0,20221003
202209,5호선,아차산(어린이대공원후문),21,1,8626,1372,16314,5943,42385,14242,57600,29213,30646,19710,20670,19454,20449,18800,22387,18406,22734,19098,22992,19432,25213,22970,27841,27165,28402,33828,28203,51054,17136,36370,11601,22656,11443,19341,9853,17209,3125,10706,451,3047,0,10,0,0,0,0,20221003
202209,5호선,애오개,25,0,2098,415,4966,3831,17379,8228,23826,25744,11579,12151,8191,6320,8472,5623,8813,6289,8879,7863,8132,7944,9443,8394,10280,9182,14036,12665,20072,19188,7667,12190,5029,7733,4177,6899,3018,6972,1219,4419,143,2014,0,344,0,5,0,0,20221003
202209,5호선,양평,1,0,2045,759,6769,2941,23943,9075,27566,35165,11852,13596,7988,5622,7332,5347,7704,5746,7784,5872,7118,6053,7891,6802,8962,8577,14514,11854,28633,21516,8126,14774,5204,9583,3978,8805,3043,8535,1450,5219,165,1731,0,6,0,0,0,0,20221003
202209,5호선,여의나루,6,0,1211,1550,2512,10536,5077,40549,8227,67154,5099,28172,5379,17698,6738,18426,8038,20892,9628,25440,13556,27949,20056,31066,28933,35071,50407,40876,67739,46270,42813,29066,49731,15352,49779,9181,46493,5835,20041,2996,1663,1012,16,7,0,0,0,0,20221003
202209,5호선,여의도,4,0,1781,3321,3822,23659,9463,131365,13511,210592,11214,80194,11886,31107,18048,28952,18055,28484,22882,31657,28204,26075,35877,24342,49017,25822,130714,30238,162450,38905,60819,17817,49355,9077,41972,7699,26355,6920,10476,4115,1407,2276,5,14,0,0,0,0,20221003
202209,5호선,영등포구청,0,0,1064,645,2542,2314,7338,6051,9976,23094,4829,9779,3666,4301,4141,3690,4454,3876,4496,4187,4662,3988,5368,4171,6304,4846,9584,6295,18932,10929,5993,5627,3996,3492,3536,3434,2788,3265,1261,2039,212,516,0,1,0,0,0,0,20221003
202209,5호선,영등포시장,1,0,2134,934,5517,5328,21338,12592,30943,36115,13787,22310,10183,15143,10759,13949,12417,16786,12899,19938,13488,16431,17432,14424,21621,14290,27379,17572,36757,29076,15785,17852,10308,10632,9066,10632,6943,10133,3134,7069,448,1730,2,9,0,0,0,0,20221003
202209,5호선,오금,3,0,1137,308,2671,2377,8318,9592,8068,20216,4969,6687,4280,3661,4492,3234,5127,3596,4725,3647,4672,3693,6137,3988,8035,4840,9764,5935,13480,7272,4458,6217,3142,3694,2548,3203,1960,3541,766,2429,76,831,0,2,0,0,0,0,20221003
202209,5호선,오목교(목동운동장앞),5,0,4787,1536,14535,8543,51415,27463,60654,63196,32204,49434,23511,29092,23455,28287,27624,28860,27058,31420,27069,30571,29927,32966,36807,41783,46170,52268,62318,74315,33616,47226,33690,26158,26903,22864,25003,21170,6961,12587,829,3771,2,15,0,0,0,0,20221003
202209,5호선,올림픽공원(한국체대),3,0,1117,1048,5378,3722,11090,6336,11441,11661,8394,7187,7020,7509,6843,6168,7633,8570,7064,8084,7146,9248,9546,9860,12183,9978,12771,10677,10722,11800,6403,7767,5609,4694,8179,4187,7117,3813,1892,2868,84,871,0,4,0,0,0,0,20221003
