date,WT,pH,EC,DO,TOC,TN,TP,Chla,pct,Temp
2019-09-18,26.8,7.1,322,10.1,4.4,5.736,0.082,111.4,,22.2
2019-09-19,25.9,7.7,334,12.8,4.7,5.55,0.079,129.6,,20.6
2019-09-20,,,,,,,,,,20.6
2019-09-21,,,,,,,,,49.7,17.9
2019-09-22,,,,,,,,,52.2,18.4
2019-09-23,,,,,,,,,0,19.4
2019-09-24,20.7,6.4,146,7.3,,3.534,0.14,5.8,,19.3
2019-09-25,21.5,6.4,180,6.8,2.7,3.654,0.114,7,,19.7
2019-09-26,22.5,6.5,213,6.5,2.5,3.703,0.078,8.6,,21.8
2019-09-27,23.5,6.5,230,6.5,2.6,3.871,0.068,12.4,,23.3
2019-09-28,25,6.8,237,8.1,3,3.97,0.06,30.4,0,24.2
2019-09-29,25.8,6.9,271,8.6,3.2,4.339,0.06,49.6,,24.4
2019-09-30,25.7,6.9,266,8.6,3.1,3.986,0.06,63.7,,23.5
2019-10-01,25.4,6.5,277,6.2,3.1,3.881,0.053,55.5,52.3,20.7
2019-10-02,,,,,,,,,88.1,20.8
2019-10-03,,,,,,,,,0.9,22.1
2019-10-04,,,,,,,,,0.2,22.4
2019-10-05,22.2,6.4,162,6.8,3.1,3.102,0.188,3.6,,18.4
2019-10-06,21.6,6.4,194,6.2,2.8,3.297,0.142,3.7,,19.2
2019-10-07,21.3,6.4,223,5.8,2.8,3.916,0.099,3.3,6.9,16.6
2019-10-08,20.5,6.4,226,5.1,3,4.166,0.156,2.7,0.5,17
2019-10-09,19.9,6.4,221,6,,3.953,0.119,3.9,,15.2
2019-10-10,20.2,6.5,243,6.3,2.9,4.343,0.097,4.2,,16.9
2019-10-11,20.5,6.4,251,6,2.7,4.435,0.076,5.4,,19.6
2019-10-12,21.2,6.5,249,6.2,2.7,4.712,0.07,17,,20
2019-10-13,21.1,6.5,259,7,2.8,4.449,0.066,26,,18.2
2019-10-14,20.7,6.6,257,7.7,2.8,4.01,0.06,31.1,,15.2
2019-10-15,19.7,6.6,274,8.3,3,4.318,0.057,39.4,,14
2019-10-16,19.4,6.7,304,9.5,3.2,4.946,0.054,50.3,,15.5
2019-10-17,19.1,6.9,306,11.2,,4.216,0.056,68.5,0,15.6
2019-10-18,19,6.9,326,10.4,,4.639,0.061,80,1,17.1
2019-10-19,19.4,6.9,329,10,3.7,4.775,0.055,72.3,0,17.3
2019-10-20,20.2,7.2,319,11.4,3.8,4.734,0.053,77.6,,17.2
2019-10-21,20.4,7.3,318,11.5,3.4,4.807,0.051,88.7,,17.5
2019-10-22,20.7,7.4,326,13,2.9,5.014,0.056,99.9,,18
2019-10-23,20.5,6.9,322,10.5,2.9,4.972,0.045,83.3,,17.7
2019-10-24,20.5,7.2,322,11,3.5,4.93,0.048,94,,18.3
2019-10-25,20.1,7.1,325,10.7,3.7,4.929,0.046,85.7,0,17.7
2019-10-26,19.6,7,320,9.9,4.7,4.744,0.05,68.3,0,13.5
2019-10-27,18.6,7.2,319,10.3,4.8,4.675,0.053,72.3,,12.3
2019-10-28,18.1,7.6,333,11.8,4.9,5.323,0.052,85.8,,13.1
2019-10-29,17.8,7.3,342,12.1,5.2,5.726,0.05,91.8,0,14.9
2019-10-30,17.9,7.3,344,11.9,5.6,5.054,0.052,79.9,,12.9
2019-10-31,18,7.5,346,12.3,5.6,4.822,0.052,77.5,,13.8
2019-11-01,18.4,7.4,364,12.6,5.7,5.195,0.055,75.2,,15.6
2019-11-02,18.3,7.1,362,11.9,5.5,5.299,0.055,69.5,,15.7
2019-11-03,18.4,7,365,11.1,5.4,4.987,0.055,66.1,,15.5
2019-11-04,18.5,7.1,364,11.5,5.5,5.07,0.06,68.1,,14.7
2019-11-05,18.4,6.9,383,10.2,5.5,5.751,0.057,65.9,,13.9
2019-11-06,18,6.9,380,9.8,5.1,5.684,0.054,57.3,,12.8
2019-11-07,17.5,6.8,387,8.5,,6.124,0.054,43.4,,12.2
2019-11-08,16.6,6.8,403,7.9,5.3,5.969,0.053,33.1,,9.5
2019-11-09,15.9,6.8,402,8,5.3,5.327,0.039,29.8,,10.6
2019-11-10,15.1,6.8,417,8.3,5,6.051,0.038,38.6,9.8,10.8
2019-11-11,15.1,6.7,420,7.1,5.1,6.605,0.046,28.6,1,13
2019-11-12,15.2,6.8,411,8.3,5.2,5.823,0.053,38.5,,12.2
2019-11-13,15,6.8,416,8.3,5.3,6.128,0.044,47.3,3.5,10.3
2019-11-14,14.3,6.8,412,7.4,5.1,6.214,0.041,37.7,0.1,5.9
2019-11-15,14.1,6.7,402,5.7,4.9,6.131,0.05,24.2,,9.1
2019-11-16,14.3,6.6,373,4.3,5.2,5.519,0.103,22,,13.4
2019-11-17,14.2,6.6,361,4.9,5.3,5.133,0.118,25.1,0.7,16.2
2019-11-18,14.2,6.6,378,4.9,5.7,5.462,0.097,16.3,7.7,9.8
2019-11-19,13.9,6.6,394,4.8,5.7,5.829,,14.1,0,6.3
2019-11-20,13.7,6.6,402,4.7,5.6,6.024,,12.1,,4.9
2019-11-21,,,,,,,,,,8.1
2019-11-22,,,,,,,,,,12.5
2019-11-23,,,,,,,,,0,14.2
2019-11-24,,,,,,,,,0,15.1
2019-11-25,,,,,,,,,,5.6
2019-11-26,12.8,6.6,385,8.1,5.3,5.113,0.079,32.4,,8.9
2019-11-27,12.7,6.6,389,7.5,5,4.928,0.06,20.3,,7.7
2019-11-28,12.3,6.6,403,6.4,5,5.158,0.056,12.2,,6.2
2019-11-29,12,6.6,414,5.3,5.1,5.483,0.062,7.6,,5.6
2019-11-30,11.9,6.6,420,5.8,5.2,5.874,0.062,13.7,,7.3
2019-12-01,11.6,6.6,418,7.4,5.4,6.003,0.077,30.7,18.3,6.6
2019-12-02,11.8,6.6,447,7,5.3,7.147,0.149,51.7,0,5.2
2019-12-03,,,,,,,,,0.1,4.3
2019-12-04,,,,,,,,,0,6.1
2019-12-05,9.9,6.8,354,9.6,5.7,4.265,0.197,96.9,0,2.5
2019-12-06,9.1,6.9,388,11.2,5.6,4.827,0.174,127.7,,-1.2
2019-12-07,8.6,7.2,419,13.6,5.6,5.406,0.142,144,,2.8
2019-12-08,8.6,7.5,433,15,5.7,5.392,0.119,158.9,,4.5
2019-12-09,8.7,7.7,445,15.8,5.8,5.599,0.11,160.8,,4.5
2019-12-10,9.2,7.4,453,15.1,5.6,5.815,,138.1,,8.5
2019-12-11,9.7,7.1,463,14.4,5.2,6.284,,167.6,,8
2019-12-12,9.6,7,455,13.9,5.5,6.262,0.112,173.9,,3.9
2019-12-13,9.4,7.4,441,14.8,5.6,5.892,0.09,134,,3.6
2019-12-14,9.3,7.2,454,14.4,5.4,5.886,0.086,140.6,0.1,5.3
2019-12-15,9.6,7.5,460,15.7,5.8,6.162,0.09,146.8,,8.1
2019-12-16,10,7.2,463,14.9,5.3,6.043,0.068,112.2,,10.2
2019-12-17,10.4,6.9,461,12.8,4.9,6.18,0.07,98.2,2.6,8.8
2019-12-18,10.3,6.8,453,10.3,5,6.015,0.091,107.2,,4.9
2019-12-19,9.9,6.8,433,10.7,4.9,5.779,0.111,127.4,,3.2
2019-12-20,9.5,6.8,439,10.7,5.5,5.855,0.138,122.7,0,2.8
2019-12-21,8.7,6.9,440,11.3,5.6,5.55,0.145,106.5,,2.5
2019-12-22,7.9,6.9,425,11.9,4.7,4.93,0.089,79.3,,5.5
2019-12-23,7.9,6.9,427,11.8,4.9,4.921,0.078,67,0,5.2
2019-12-24,8.4,7.1,435,13,5.5,5.236,0.086,86.3,,5.4
2019-12-25,8.7,7.1,440,13.5,5.6,5.499,0.088,104.8,,6.8
2019-12-26,8.8,6.9,434,12.1,5.4,5.93,0.088,88.9,0.4,5.7
2019-12-27,8.6,6.9,434,11.4,5.5,5.889,0.108,116.7,0,3
2019-12-28,8.6,7,435,12.7,5.6,5.819,0.094,94.1,,3.4
2019-12-29,8.1,6.8,436,11.6,5.4,5.594,0.082,95.3,9.8,4.2
2019-12-30,8.2,6.8,405,10.8,5.4,5.837,0.091,86.4,0.3,6.5
2019-12-31,8.2,6.7,423,9.7,5.7,6.237,0.102,88.9,0,-2.2
2020-01-01,7.3,6.6,387,7.9,6.4,5.561,0.18,95,,-0.3
2020-01-02,6.9,6.7,368,9.5,6.3,5.052,0.19,105.3,,2.6
2020-01-03,6.8,6.9,381,12.7,5.6,5.355,0.106,108.6,,3.8
2020-01-04,7.2,6.8,401,12.7,5.6,6.375,0.089,106.5,,3.4
2020-01-05,7.8,6.8,404,13.5,5.3,6.303,0.081,120.6,,4.9
2020-01-06,8.1,6.7,411,11.9,5,6.474,0.075,86.6,15.5,7.1
2020-01-07,9.8,6.5,366,7.4,5.8,6.545,0.167,54,32,13.1
2020-01-08,9.3,6.5,250,7.7,5.1,3.489,0.212,23.1,2.8,5
2020-01-09,8,6.5,272,8.9,4.6,3.653,0.203,14.9,,3.2
2020-01-10,7.8,6.6,267,8.9,4.5,4.004,0.167,12.4,,2.8
2020-01-11,7.8,6.5,275,8.2,4.9,4.627,0.173,13.6,,3.6
2020-01-12,7.4,6.5,272,8.9,4.3,4.529,0.127,14.2,,3.4
2020-01-13,,,,,,,,,,2.3
2020-01-14,,,,,,,,,,2
2020-01-15,6.6,6.5,287,9.3,4.4,4.547,0.086,15.3,,0.9
2020-01-16,6.7,6.5,300,9.5,4.2,4.736,0.076,17.6,,2.3
2020-01-17,6.8,6.5,296,9.8,4.2,4.497,0.072,16.4,,2.6
2020-01-18,6.8,6.5,310,9.5,4.4,4.731,0.071,16.2,,2.2
2020-01-19,6.8,6.5,320,9.5,4.4,4.735,0.062,19.9,0,3
2020-01-20,7.2,6.5,344,9.1,4.6,5.209,,21.3,,4
2020-01-21,7.4,6.5,359,9.3,4.9,5.398,0.073,26,,3.6
2020-01-22,7.6,6.5,357,9.1,4.7,5.558,0.072,27.7,9.2,5.4
2020-01-23,8.5,6.5,361,8.4,4.6,5.983,0.071,21.8,1.1,7.5
2020-01-24,8.9,6.6,362,7.4,5.4,5.743,0.116,29.8,,7.1
2020-01-25,9.2,6.6,345,5.9,6.2,5.411,0.249,35.8,,7.4
2020-01-26,9.3,6.6,343,7,5.6,4.983,0.19,44.7,,8.2
2020-01-27,9.3,6.6,351,6.9,5.3,5.308,0.167,47.3,14.3,6
2020-01-28,9.9,6.6,346,8.2,4.9,5.687,0.109,36.8,,7.3
2020-01-29,10.4,6.5,345,6.2,5.8,6.885,0.165,38.1,0,6.6
2020-01-30,10,6.5,304,5,5.8,5.748,0.243,44.9,,5.9
2020-01-31,10,6.5,319,7.2,5.6,5.188,0.186,60.5,0,4.3
2020-02-01,9.7,6.7,336,10.5,5.4,5.217,0.108,72,,3.9
2020-02-02,9.4,6.7,340,12.1,5.4,4.899,0.083,84.2,,4
2020-02-03,8.9,6.7,352,12.4,5.2,4.774,0.075,88.9,0,2
2020-02-04,8.8,6.9,357,13.2,5.2,4.759,0.074,87.2,0,2.1
2020-02-05,7.9,6.8,353,12.6,5.1,4.795,0.073,76.4,0,-1.7
2020-02-06,6.9,6.8,339,13.2,4.9,4.487,0.071,71.2,,-2.2
2020-02-07,6.7,6.7,352,12.6,5,4.813,0.066,54.7,,1.1
2020-02-08,6.8,6.7,354,12.5,5.1,4.967,0.068,49.4,,3
2020-02-09,7,6.6,355,11.5,5,5.239,0.067,35.6,,2.5
2020-02-10,7.8,6.5,363,11.1,4.9,5.451,,34.2,,5.6
2020-02-11,8.4,6.6,368,11.3,,5.26,,37.7,0.1,7.8
2020-02-12,9.2,6.5,364,10.3,5,5.558,,33.7,10.9,9.9
2020-02-13,10.1,6.5,368,8.2,,5.77,,32.8,0.1,8.4
2020-02-14,11.2,6.5,362,7.3,,5.293,0.127,47.5,,11.3
2020-02-15,11.2,6.5,347,6.5,,4.772,0.211,64.4,4.8,10.8
2020-02-16,10.7,6.5,360,6.6,,4.773,0.155,63.9,7.4,1.3
2020-02-17,9.3,6.5,371,6.8,,4.791,0.118,62.5,6.2,-2
2020-02-18,8,6.5,355,6.6,,,,60.6,0,0.5
2020-02-19,8,6.6,393,8.3,6.4,6.459,0.257,60.1,,3.7
2020-02-20,8.5,6.6,469,7.8,,6.959,,60.1,,7.6
2020-02-21,9.5,6.9,459,10.3,,,,78,3,9.3
2020-02-22,10.4,6.8,406,9.7,,,,71,2.1,7.2
2020-02-23,10.9,6.9,411,10.3,,,,81.6,,5
2020-02-24,,,,,,,,,0.9,8.3
2020-02-25,,,,,,,,,7.8,12.4
2020-02-26,,,,,,,,,2.1,8.8
2020-02-27,12.3,7,380,5.4,6.9,5.574,0.254,37,,7.2
2020-02-28,11.8,7,364,6.2,5.7,4.569,0.191,48,2.4,6.9
2020-02-29,11.5,7,359,6.9,5.2,4.871,0.143,41.7,,9.3
2020-03-01,11.3,7.1,339,,5.1,4.894,0.138,40.5,0,6.9
2020-03-02,10.9,7.1,311,8.2,4.8,4.36,0.117,40.4,,6
2020-03-03,11.1,7,314,7.6,4.8,4.629,0.094,43.7,,7.8
2020-03-04,11.1,7,312,7.8,4.9,4.786,0.084,44.5,0,4.9
2020-03-05,10.8,7,334,8.2,5.6,5.743,0.094,56.3,,3.7
2020-03-06,11.3,7.2,329,10,5.3,5.433,0.092,61.1,,5.7
2020-03-07,11.3,7.1,354,9.9,5.2,6.314,0.086,64.8,9.1,5.7
2020-03-08,11.9,7,360,8.4,5.4,6.805,0.093,59.9,,9.6
2020-03-09,12.3,6.9,365,6.4,5.6,7.107,0.115,58.1,4.5,9.4
2020-03-10,11.7,6.9,348,2.7,6.4,7.192,0.221,53.6,7.1,6.7
2020-03-11,11.3,6.9,348,3.1,6.1,6.875,0.175,63.2,,5.6
2020-03-12,11.5,6.9,343,3.6,6.6,6.685,0.206,54.7,,7.5
2020-03-13,11.6,6.9,325,5,5.6,5.449,0.183,73.9,,8
2020-03-14,11.7,6.9,339,6.6,4.5,5.319,0.126,97.8,,5.9
2020-03-15,12,7,351,6.7,4.5,5.983,0.114,97.8,,7
2020-03-16,12.1,7.1,363,7.4,4.4,6.131,0.113,111.3,,5.4
2020-03-17,12.4,7.1,370,7.3,4.9,6.363,0.114,113.6,,9.2
2020-03-18,13.7,7.1,371,7.6,4.9,6.519,0.109,98.5,,12.5
2020-03-19,13.6,7,376,6.6,4.6,6.919,0.104,99.3,,10.3
2020-03-20,14.1,7,379,7,4.6,6.798,0.113,95.7,,10.6
2020-03-21,14.7,7.1,382,8.2,4.5,6.658,0.113,97.6,,14.2
2020-03-22,15.6,7.1,395,7.9,4.6,6.769,0.113,92.4,,14.6
2020-03-23,15.6,7.1,404,8.2,4.9,6.691,0.109,99.4,,10.8
2020-03-24,16.3,7.2,397,9.5,5.4,6.413,0.105,100,,11.4
2020-03-25,16.6,7.1,402,8.6,5.3,6.406,0.1,83.2,,14.2
2020-03-26,16.1,7,403,5.3,4.8,6.809,0.12,74.7,17.7,13.7
2020-03-27,15.6,6.8,367,1.7,5.1,6.599,0.165,36.8,5.1,10.5
2020-03-28,14,6.8,294,1.7,4.6,4.173,0.207,25.2,,7.3
2020-03-29,13.7,6.8,284,3.4,4.5,3.727,0.19,29.1,,9
2020-03-30,,,,,4.7,4.209,0.19,49.8,,11.9
2020-03-31,16.3,7.5,342,11.6,4.7,4.774,0.156,60.2,,12.8
2020-04-01,16.7,7.4,361,10.7,4.6,5.289,0.131,66.3,0,10.7
2020-04-02,16.4,7.2,374,9.2,4.6,5.895,0.122,74.5,,10.6
2020-04-03,16.4,7.3,386,10.4,4.7,6.134,0.115,71.7,,10.9
2020-04-04,15.8,7.2,389,9.4,4.5,5.952,0.108,63.5,,8.9
2020-04-05,15.2,7.2,388,8.3,4.5,5.475,0.109,50.4,,7.8
2020-04-06,15.6,7.4,396,10.4,4.7,5.799,0.132,46.9,,9.6
2020-04-07,16.3,7.4,401,10.5,5,6.175,0.104,46.9,,12.1
2020-04-08,16.2,7.3,409,10.2,5.5,6.528,0.095,45.8,,11.1
2020-04-09,15.8,7,424,8,5.5,7.126,0.113,48.6,,9.8
2020-04-10,16.3,6.9,420,6.9,5.9,7.394,0.11,35.7,,10.7
2020-04-11,15.6,6.9,427,4.9,5.7,7.617,0.097,21.7,5.3,7.8
2020-04-12,15.3,6.8,439,3.6,5.3,8.123,0.109,19.3,1.5,8.6
2020-04-13,15,6.9,436,3.8,4.9,7.731,0.118,24.4,,9.5
2020-04-14,16.4,6.9,422,4.9,5.4,7.308,0.116,33.8,,12.5
2020-04-15,17.2,7,418,7.9,6.2,7.475,0.19,62.8,,12.9
2020-04-16,17.4,6.9,416,7.4,6.3,7.527,0.194,68,,14.6
2020-04-17,16.7,6.9,413,3,5.9,7.48,0.161,35,21.2,13.4
2020-04-18,17.4,6.8,422,2.1,6.1,8.082,0.169,25,0,13
2020-04-19,16.9,6.8,338,0.8,5.9,6.201,0.231,17.8,27.3,11.5
2020-04-20,16,6.9,318,0.7,6.1,5.42,0.218,9.5,0,11.6
2020-04-21,15.5,6.9,291,1.5,5.1,3.642,0.167,12.1,,10
2020-04-22,15.5,6.9,329,2.8,4.8,4.362,0.135,15.6,0,8.8
2020-04-23,15,6.9,357,2.9,5.3,5.73,0.172,23.2,,9.5
2020-04-24,15.3,6.9,362,4.6,5.5,5.069,0.141,44.7,,11.2
2020-04-25,15.9,7,383,4.8,5.7,5.788,0.132,64.4,,14.2
2020-04-26,16.9,7,393,5.1,5.9,5.721,0.131,60.6,,13
2020-04-27,17.5,7,409,5.3,6.1,6.041,0.118,57.5,,12.8
2020-04-28,18.2,7,414,5.9,6,6.773,0.123,51.3,,13.4
2020-04-29,19.1,6.9,427,5.9,6.1,7.653,0.108,42.3,,15.7
2020-04-30,19.4,6.9,429,3.9,6.2,7.385,0.092,29,,18.4
2020-05-01,20.4,6.9,434,1.8,6.2,7.491,0.113,23.2,,21.6
2020-05-02,21.3,6.9,432,1.2,6.1,7.031,0.12,23.6,0.3,20.6
2020-05-03,21.1,6.9,429,ND,6,6.604,0.132,15.1,25.4,19.1
2020-05-04,21.2,6.8,328,ND,6.1,5.72,0.219,11.7,,19.5
2020-05-05,21.5,6.8,297,0.5,5.1,3.304,0.211,12.3,0,17.9
2020-05-06,22.5,6.8,330,0.5,5.1,3.25,0.212,12.7,,21.6
2020-05-07,22.7,6.8,352,1,5,3.444,0.178,15.5,,19.9
2020-05-08,22.2,6.8,386,1.1,5,3.609,0.131,19.5,4.4,18.1
2020-05-09,21,6.9,374,0.6,5.3,4.325,0.154,17.1,22.4,17
2020-05-10,19.9,6.8,277,ND,4.8,2.363,0.21,15.1,0,15
2020-05-11,21.3,6.8,281,1.5,4.9,2.538,0.232,16.4,,18.8
2020-05-12,21.5,6.8,296,2.3,4.9,3.039,0.177,28.2,,16.7
2020-05-13,21.7,6.9,321,4.3,5.3,3.742,0.179,49.7,,16.9
2020-05-14,22,7,327,5.9,5.6,3.611,0.143,54.3,,19.8
2020-05-15,20.7,6.9,340,1.9,5,3.523,0.12,31.1,14.5,18.2
2020-05-16,20.6,6.9,309,0.8,5.3,3.298,0.182,16.9,0,19.1
2020-05-17,22.1,6.9,275,1.2,5.1,2.41,0.198,15.6,0,20.6
2020-05-18,22,6.9,292,1.6,5,2.395,0.167,22,14.3,18.8
2020-05-19,20.8,6.9,308,0.7,5.1,3.791,0.192,18.2,4.2,13.5
2020-05-20,20.5,6.9,263,2,4.9,2.412,,16.6,,15.7
2020-05-21,20.6,6.9,269,2.6,4.8,2.314,,27.7,,18.1
2020-05-22,21.9,6.8,275,6,4.7,3.314,0.132,39.5,,19.6
2020-05-23,22.5,6.9,292,6.7,4.8,3.621,0.114,32.2,,20.2
2020-05-24,22.6,6.7,309,4.1,4.6,4.048,0.101,24.7,8,18.3
2020-05-25,22.4,6.6,311,2,4.7,4.465,0.116,17.3,,18.5
2020-05-26,22.7,6.6,299,2,5,4.292,0.144,19.3,,18.9
2020-05-27,23.1,6.6,286,2.9,5,4,0.118,21,0,19.5
2020-05-28,23.2,6.7,299,4.2,5,3.835,0.094,24.7,,18.6
2020-05-29,24.7,6.8,317,5.2,5.3,3.613,0.093,21.2,,21.3
2020-05-30,24.2,6.7,324,2.7,5.2,3.655,0.091,14.1,,22.1
2020-05-31,23.5,6.6,331,1.1,5.1,4.059,,12.3,3.3,20.1
2020-06-01,24,6.7,321,1.2,5.2,3.965,,12.4,0,21.1
2020-06-02,24.4,6.7,312,1.7,5.7,4.078,,17.7,,21.3
2020-06-03,24.6,6.6,310,1.5,5.5,3.868,,20.3,0,22.7
2020-06-04,26.2,6.6,313,1.5,,3.971,0.09,18,,24.9
2020-06-05,27.4,6.6,313,2,5.3,3.753,0.067,21.5,,25
2020-06-06,27.5,6.6,324,1.3,5.2,3.818,0.069,23.7,0.2,24
2020-06-07,28.4,6.8,308,4.7,5.2,3.307,0.065,26,,24.3
2020-06-08,28.6,6.9,312,5.9,5.3,3.346,0.062,32,,26
2020-06-09,,,,,,,,,,26.7
2020-06-10,,,,,,,,,3.5,24.9
2020-06-11,,,,,,,,,0.5,25.4
2020-06-12,,,,,,,,,15.9,25.4
2020-06-13,,,,,,,,,36.3,23.9
2020-06-14,,,,,,,,,50.3,23.1
2020-06-15,,,,,,,,,,23.5
2020-06-16,,,,,,,,,,24
2020-06-17,,,,,,,,,2,22.2
2020-06-18,,,,,,,,,33.8,18.3
2020-06-19,,,,,,,,,2.4,22.2
2020-06-20,,,,,,,,,0,22.9
2020-06-21,,,,,,,,,,24.2
2020-06-22,,,,,,,,,,24.5
2020-06-23,,,,,,,,,,25.4
2020-06-24,25.6,7.3,281,7.7,5.5,3.311,,37.7,8.6,23.1
2020-06-25,24.7,7.1,276,4.4,5.7,3.18,0.185,27,0,22.2
2020-06-26,25.9,7.6,263,8.7,5.8,2.74,0.161,35.1,0,23.8
2020-06-27,26.8,8.1,279,14.1,5.9,2.933,0.106,56.7,,25.1
2020-06-28,28,8.4,296,16.5,6.1,3.124,0.095,63.3,,25
2020-06-29,26.6,7.6,313,10.2,6.1,4.001,,52.3,41.5,21.4
2020-06-30,23.9,7,216,4,5.8,3.461,,15.7,4.9,20
2020-07-01,23.9,7,237,4.6,5.8,2.723,,17,,22.1
2020-07-02,25,7.1,252,6.8,5.7,2.682,0.14,31,,23.1
2020-07-03,24.4,7,267,5.4,5.7,3.133,0.137,28.2,7.4,20.3
2020-07-04,23.5,6.9,282,3.8,,3.596,0.127,15.7,0,20.1
2020-07-05,23.8,6.9,265,3.8,,3.361,0.156,13.1,,22.5
2020-07-06,24.2,6.9,272,4.5,,3.522,0.108,14.3,0.3,22.9
2020-07-07,25.8,7.1,284,6.1,4.7,3.747,0.108,27.4,0,25.3
2020-07-08,27.9,7.6,289,9.8,4.7,3.576,0.088,48.3,,24.8
2020-07-09,27.3,7.3,292,9,4.8,3.666,0.089,58.5,0,25
2020-07-10,25.8,6.9,213,4.3,4.7,4.677,0.155,19.1,68.1,24.7
2020-07-11,25.5,6.8,174,3.6,4.7,3.803,0.197,4.6,,24.9
2020-07-12,25.4,6.8,200,2.8,4.5,3.949,0.219,5.8,37,21.9
2020-07-13,,,,,,,,,121.2,21.5
2020-07-14,,,,,,,,,1.3,19.5
2020-07-15,,,,,,,,,9.8,19.8
2020-07-16,,,,,,,,,,22.7
2020-07-17,24,7,169,7.2,3.6,2.565,0.16,2.5,,24.4
2020-07-18,25,7,195,5.9,3.4,2.853,0.161,3.8,,23.7
2020-07-19,24.8,7,209,5.8,3.2,2.92,0.098,5.1,,26.2
2020-07-20,25.3,7.1,212,6,3.1,2.906,0.039,7.5,6.1,24.8
2020-07-21,25.6,6.9,213,5.1,3.5,2.971,0.165,8.2,9.4,24.7
2020-07-22,25.5,6.9,202,4.3,3.5,2.464,0.168,7,19.7,23
2020-07-23,24,6.9,161,5.3,3.5,2.297,,4.2,54.1,22.8
2020-07-24,22.2,6.9,114,7,3.7,3.248,,2.6,21.9,20.9
2020-07-25,,,,,,,,,1.6,22
2020-07-26,,,,,,,,,,23.3
2020-07-27,,,,,,,,,8.9,23.2
2020-07-28,,,,,,,,,47.8,25
2020-07-29,,,,,,,,,115.5,24.9
2020-07-30,,,,,,,,,3.2,26.8
2020-07-31,,,,,,,,,0,27.4
2020-08-01,,,,,,,,,2.9,26.3
2020-08-02,,,,,,,,,0.7,27.4
2020-08-03,,,,,,,,,,27.7
2020-08-04,,,,,,,,,,28.5
2020-08-05,,,,,,,,,6.6,28.2
2020-08-06,,,,,,,,,38.8,25.5
2020-08-07,,,,,,,,,259.5,24.5
2020-08-08,,,,,,,,,255.5,25
2020-08-09,,,,,,,,,17.6,27.7
2020-08-10,,,,,,,,,72.3,25.8
2020-08-11,,,,,,,,,9.3,26.9
2020-08-12,,,,,,,,,4.6,27.6
2020-08-13,,,,,,,,,,28.4
2020-08-14,,,,,,,,,,28.9
2020-08-15,,,,,,,,,,28.6
2020-08-16,,,,,,,,,,28.3
2020-08-17,,,,,,,,,,28.6
2020-08-18,,,,,,,,,,28.6
2020-08-19,,,,,,,,,,28.2
2020-08-20,30.9,8.1,243,10.1,4,2.67,0.239,44.7,,28.2
2020-08-21,30.9,8.1,261,10,,2.912,0.237,48.7,,27.9
2020-08-22,30,7.1,268,5.2,4.3,3.043,0.233,33.1,0,27.2
2020-08-23,30.2,7.1,265,5.1,4.1,2.818,0.194,23.1,0,27.4
2020-08-24,29.8,6.9,277,3.1,4,3.401,0.107,25.3,,28.3
2020-08-25,,,,,,,,,0,29
2020-08-26,,,,,,,,,33.6,27.6
2020-08-27,,,,,,,,,,28.4
2020-08-28,,,,,,,,,0,28.4
2020-08-29,,,,,,,,,26.7,27.1
2020-08-30,,,,,,,,,,28.4
2020-08-31,,,,,,,,,10,27.2
2020-09-01,,,,,,,,,0.1,26.7
2020-09-02,,,,,,,,,49.4,24.9
2020-09-03,,,,,,,,,17,23.6
2020-09-04,,,,,,,,,,24.1
2020-09-05,,,,,,,,,0,22
2020-09-06,,,,,,,,,11.3,20.6
2020-09-07,,,,,,,,,30.1,20.1
2020-09-08,,,,,,,,,0,24.1
2020-09-09,,,,,,,,,25.3,21.6
2020-09-10,,,,,,,,,,22.8
2020-09-11,23.4,7.1,165,11.1,,2.184,,2.1,26.6,20.2
2020-09-12,22.4,7.1,143,14.4,4,2.012,,1.7,5.8,21.4
2020-09-13,22.5,7.1,154,16.3,3.9,1.927,,2.1,4.2,20.7
2020-09-14,23.2,7.1,162,14.5,3.4,1.964,,2.6,,22.3
2020-09-15,24,7,178,9.6,3.4,2.137,0.096,4.4,,22.7
2020-09-16,24.1,7,184,7,3.2,2.59,0.064,4.8,2.8,22.1
2020-09-17,23.6,7,179,6.6,3.1,2.429,0.045,5.6,2,20.7
2020-09-18,23.1,7,188,6.6,3.2,2.473,0.036,8.3,3.7,19.9
2020-09-19,22.9,7,187,6.9,3.1,2.358,0.028,9.2,0,19.9
2020-09-20,23,7,195,7.4,3.1,2.477,0.018,12.7,,19.1
2020-09-21,22.9,7.2,211,8.8,3.3,2.757,,24,,18.9
2020-09-22,22.8,7.4,228,10,3.5,2.771,,39.9,,18.4
2020-09-23,22.2,7.4,237,10.3,3.4,2.79,,40,,18.8
2020-09-24,22.2,7.6,244,10.6,,2.893,,45.9,,21.2
2020-09-25,23,7.8,255,11.3,3.6,3.152,0.053,53.4,,21.3
2020-09-26,23.6,7.9,256,12.4,3.7,3.084,0.049,54,,20.9
2020-09-27,24.1,8.1,273,13.8,3.7,3.342,0.043,63,,21
2020-09-28,24.5,8.3,290,15.5,3.9,3.537,0.051,66.7,,19.9
2020-09-29,23.9,8.3,313,14.5,4.1,4.19,0.059,78.7,,19.5
2020-09-30,23.7,8.2,316,13.1,4,4.073,0.058,78.3,,19.3
2020-10-01,23.8,7.9,324,13.2,3.9,3.537,0.07,51,,20.3
