p.H,DO,EC,WT,BOD,COD,TOC,Chla,SS,TN,T.P,NH3N,PO4P,Flow,logTC,logFC
0.856526974,0.578469524,0.455486126,-0.89470536,0.159824226,0.300391046,0.873396854,0.628073058,0.335339226,0.532098221,0.620335632,0.826866644,0.52124973,-0.352871032,-0.535711978,-0.801196242
0.66531795,1.032383308,1.169037782,-0.645338931,2.573020885,1.375511559,1.577371185,1.212354634,0.606478802,1.895234301,4.27947442,1.492086503,3.96749881,-0.393980238,-0.965181864,-0.255669592
0.66531795,-0.08494293,0.988271362,-0.395972502,3.279322346,2.171897123,2.118889902,0.368723583,3.113013549,1.35698449,4.16657903,1.624325541,4.037041953,-0.024135743,0.973326373,0.829561009
0.856526974,1.381547757,0.398401993,-0.271289287,3.985623807,2.649728462,1.523219314,3.495822425,1.154783278,0.221498586,1.463730597,0.107026314,0.74533319,-0.287255413,0.388237652,0.002436594
1.047735999,0.753051748,1.178551804,-0.021922858,4.162199172,2.052439289,1.793978672,2.184169908,1.160808602,1.095232869,4.425574335,0.919433971,3.944317762,-0.339502325,-0.444031409,-0.876088197
0.282899901,-0.43410738,0.132009375,-0.146606072,2.161011699,0.300391046,1.144156212,-0.021791144,0.190731452,0.135323317,0.460953906,0.321483537,0.328074333,-0.239608858,0.722812196,0.056949103
1.430154047,0.334054409,-0.610084348,0.352126786,1.572427148,0.698583829,0.548485624,2.416690127,0.148554185,-0.571129561,0.381263043,-0.573717258,0.073082809,-0.036414892,0.401811139,-0.362184825
0.091690877,0.019806404,-1.989617551,-0.021922858,0.100965771,-0.257078849,-0.913614911,-1.059189044,3.71554594,-1.002005908,0.507440243,-1.107847983,-0.120092588,2.745711569,1.436968108,1.669234343
1.047735999,0.229305074,-0.914533055,0.601493216,1.160417963,-0.336717405,-0.751159296,0.440268266,0.817365139,-0.552235518,0.00937235,-0.604764684,-0.297813953,-0.169600417,-0.592744436,-0.362184825
0.091690877,-0.15477582,-0.419803906,0.601493216,0.512974957,-0.257078849,-0.317944322,-0.671655345,-0.315395756,-0.378502488,0.069140497,-0.281641469,-0.62234862,-0.153447283,-0.777177164,-0.245228891
-0.481936196,-0.992770499,-0.286607597,0.601493216,0.042107316,-0.376536684,-0.317944322,-0.588186549,0.160604833,-0.254999962,-0.103523039,-0.18849919,-0.050549445,-0.159448501,-1.160806766,-0.699299012
-0.481936196,-0.888021164,-0.714738591,0.850859645,0.983842597,-0.376536684,0.277726266,0.219672161,0.546225563,-0.532880644,0.135549549,-0.531170785,0.158079984,-0.194193303,-0.793727293,-0.632137192
-1.437981317,-0.57377316,-0.200981398,0.975542859,0.866125687,0.300391046,0.765093111,-0.343742216,0.660706717,-0.349931008,0.978944515,-0.273592136,0.675790047,-0.148846926,-0.125887928,0.016692167
0.474108926,-0.469023825,-0.153411288,0.975542859,2.161011699,1.654246506,1.469067442,1.966554831,0.31123793,-0.586797791,0.394544854,-0.647311158,0.250804174,-0.238346354,-0.581552262,-0.193326558
1.047735999,-0.608689605,-1.865935264,0.72617643,1.160417963,0.101294655,0.331878137,-0.984663332,4.444610134,-0.907074862,0.773076452,-0.953185803,0.111717888,0.59952394,0.974993293,0.991492272
-0.481936196,-1.062603389,-1.399748181,1.100226074,1.395851783,0.101294655,-0.155488707,-0.606072719,3.799900475,-0.471590212,0.786358263,-0.401806508,0.018993698,2.607354966,1.500906375,1.485317372
1.621363071,-0.329358045,-2.446290611,0.601493216,-0.075609594,0.459668159,-0.534551809,-1.029378759,12.86801296,-1.348089477,1.39068064,-1.272284352,0.003539666,10.13423089,0.956299982,1.078631973
0.091690877,-0.22460871,-1.171411651,1.349592503,-0.134468049,-0.257078849,-0.805311167,-1.035340816,1.41989753,-0.531958984,0.082422307,-0.501273263,0.165807,0.180787681,0.333705573,0.969707347
-0.481936196,-1.516517173,-1.846907219,1.224909289,0.042107316,-0.45617524,-0.534551809,-0.775991341,4.914585399,-0.748088403,1.297707966,-0.45642698,0.111717888,0.445723281,1.524362312,1.762598308
0.091690877,-0.783271829,-2.037187661,1.474275718,-1.605929427,-1.013645135,-1.346829884,-0.925042763,0.299187283,-1.603850303,-0.375800154,-1.157868836,-0.00418735,9.08526301,1.714510194,1.884774593
-0.864354244,-0.57377316,-2.436776589,0.850859645,-1.193920241,-1.610934309,-1.56343737,-1.217183551,0.389567141,-1.4973985,-0.508618259,-1.309656254,-0.351903064,4.957480227,1.050599996,1.206630957
-0.290727171,-0.469023825,-1.466346336,1.224909289,-1.664787882,-1.491476474,-1.671741114,-1.229107665,-0.032205532,-0.958687858,-0.010550366,-1.000331895,0.266258206,0.829697444,0.989638371,1.183038987
-0.864354244,-0.783271829,-1.590028623,0.850859645,-1.135061786,-1.411837918,-1.400981755,-1.074094186,-0.249117193,-1.28080825,-0.282827481,-1.150394456,0.088536841,0.554765579,0.55481053,0.658192957
-0.481936196,-0.050026485,-0.933561099,1.349592503,-0.840769511,-1.053464414,-1.23852614,-0.430192041,-0.399750291,-0.88956331,-0.196495713,-0.877867046,0.003539666,0.153635197,0.469440441,0.972317522
1.238945023,-0.015110041,-0.581542282,1.349592503,0.218682681,0.459668159,-0.263792451,1.739996669,-0.255142517,-1.051314752,0.14883136,-1.289532922,0.12717192,0.264026472,-0.811229947,-0.520100434
3.34224429,0.438803744,-1.123841541,1.349592503,0.218682681,-0.296898127,-0.588703681,0.902327675,-0.375648995,-1.404310775,-0.641436364,-1.32345511,-0.707345794,0.319230757,0.304177286,-0.487674025
0.66531795,-0.329358045,-0.400775862,1.224909289,1.160417963,-0.575633075,-1.021918654,0.675769513,-0.423851587,-0.778042373,-0.515259164,-0.284516231,-0.212816778,0.374417747,0.637680239,-0.457456226
1.238945023,-0.015110041,-0.581542282,1.349592503,0.218682681,0.459668159,-0.263792451,1.739996669,-0.255142517,-1.051314752,0.14883136,-1.289532922,0.12717192,0.264026472,-0.811229947,-0.520100434
3.34224429,0.438803744,-1.123841541,1.349592503,0.218682681,-0.296898127,-0.588703681,0.902327675,-0.375648995,-1.404310775,-0.641436364,-1.32345511,-0.707345794,0.319230757,0.304177286,-0.487674025
0.66531795,-0.329358045,-0.400775862,1.224909289,1.160417963,-0.575633075,-1.021918654,0.675769513,-0.423851587,-0.778042373,-0.515259164,-0.284516231,-0.212816778,0.374417747,0.637680239,-0.457456226
0.66531795,-0.15477582,-0.600570326,0.601493216,0.042107316,-1.013645135,-1.021918654,-0.012848058,-0.363598348,-0.573894542,0.201958602,-0.675483822,0.281712238,0.120446907,-0.081357366,0.624561852
0.282899901,0.543553079,-0.105841177,0.3022535,-1.429354061,-1.093283692,-1.021918654,-0.904175564,-0.640763248,0.308595517,2.313766468,-0.514497167,2.854808524,-0.133523932,-0.308296541,0.211852971
-1.246772293,0.473720189,0.29374775,0.3022535,0.042107316,-0.615452353,-1.021918654,-0.337780159,-0.225015898,0.391544974,2.333689184,-0.386282795,2.86253554,-0.247235766,-0.498444422,0.027132869
2.386199169,1.451380647,0.645766567,0.202506929,1.042701052,0.89768022,0.331878137,1.772787982,-0.32142108,0.393849125,2.048130259,-0.529445928,2.568908936,-0.28312201,-0.265432898,-0.801196242
1.430154047,0.299137964,0.445972104,0.052887071,1.219276418,0.101294655,0.223574394,0.9887775,-0.032205532,0.242235951,2.891525224,-0.597865256,3.017075857,-0.293083685,-1.160806766,-1.383265347
1.238945023,1.346631312,0.940701252,0.127697,2.161011699,0.778222385,0.873396854,2.872787479,0.829415787,1.097537021,3.522411222,-0.417330221,2.723449254,-0.376201414,-0.185063568,0.18153478
0.474108926,0.054722849,0.493542214,0.152633643,0.512974957,-0.137621014,0.386030009,0.33593227,0.214832748,0.03762729,1.961798491,-0.989982753,2.004836778,-0.289642065,-0.484275607,0.069598414
-0.099518147,0.124555739,0.664794612,-0.283757608,0.512974957,-0.296898127,-0.426248066,0.312084043,0.263035339,0.19753541,2.738784404,-0.827846193,2.877989571,0.032849883,-0.036231476,0.421771305
-1.246772293,0.264221519,-0.486402061,-0.844832074,-0.899627966,-0.774729466,-0.805311167,-1.151600925,0.160604833,-0.027349785,1.755930428,-1.114747411,1.935293635,-0.231117221,0.795918519,0.820726569
-0.290727171,0.578469524,0.693336678,-0.570529002,-1.076203331,-0.814548744,-0.697007424,-0.990625389,0.461871028,-0.032879749,2.041489353,-0.54726945,2.584362968,-0.147549833,0.272863014,0.225104631
0.091690877,1.346631312,0.693336678,-1.131603468,-1.900221702,-1.451657196,-1.455133627,-1.190354295,-0.670889867,-0.358225954,1.310989777,-1.081975127,1.966201698,-0.154657904,-0.036231476,0.430003396
-0.481936196,1.486297092,1.130981694,-1.106666825,-1.017344876,-1.053464414,-0.967766782,-0.850517052,-0.59858598,0.28463234,1.417244261,-0.753102388,2.174831127,-0.141271902,-0.024682105,-0.267616164
-1.629190341,0.787968193,1.073897561,-1.256286682,-1.135061786,-0.973825857,-0.642855552,-0.948890991,-0.6287126,1.016430885,2.984497898,-0.278191755,3.279794397,-0.265758256,0.25976579,0.588220179
-0.290727171,1.905294431,1.188065826,-1.630336326,-0.134468049,-0.336717405,0.061118779,-0.552414207,-0.49013015,0.989702727,2.586043583,1.164938621,3.341610524,-0.402800471,-0.092073277,0.201813835
1.047735999,1.660879317,1.502028555,-1.40590654,-0.193326505,-0.177440292,0.061118779,-0.552414207,-0.538332741,2.422424185,4.498624293,1.49381136,5.342907635,-0.369767832,0.473845871,0.266666654
-0.290727171,1.137132643,1.454458445,-1.380969897,0.983842597,0.579125994,0.440181881,0.675769513,-0.04425618,3.113669662,4.206424462,2.13258341,2.99389481,-0.403388487,0.774367632,1.034459774
1.047735999,2.114793101,1.007299407,-1.605399683,0.336399591,0.977318776,0.386030009,0.941081045,-0.116560067,2.117354515,0.168754075,0.729124746,-0.375084112,-0.35093404,-1.276181404,-1.782722568
2.194990144,2.359208216,1.235635937,-1.40590654,0.807267232,0.579125994,0.656789367,0.312084043,1.437973502,1.50168521,2.659093541,1.028674916,2.290736365,-0.385125415,0.188802648,0.406210644
1.812572096,1.137132643,1.169037782,-1.555526398,0.748408777,0.459668159,0.223574394,-0.10525994,-0.21296525,1.124265179,1.66959866,1.118942433,2.190285159,-0.344379396,1.098583462,1.197394951
-0.099518147,1.381547757,1.892103461,-1.31862829,0.983842597,1.256053724,1.035852469,1.185525378,0.130478213,2.433484113,2.845038888,2.363139299,2.978440778,-0.340263287,0.218330935,-0.30717036
-0.481936196,1.032383308,1.540084644,-1.455779826,0.630691867,1.375511559,1.360763699,0.610186887,-0.056306828,2.734867141,2.539557246,2.995011921,1.989382746,-0.371929654,0.367163028,0.304614588
-0.290727171,0.194388629,1.549598666,-1.31862829,0.630691867,0.499487438,0.819244982,-0.290083704,-0.399750291,3.309983378,2.592684488,2.855298503,2.143923063,-0.399445324,0.82342269,0.821830874
0.091690877,0.368970854,0.921673208,-0.832363753,0.983842597,1.534788672,1.7398268,0.571433518,-0.170787982,3.649154492,2.393457331,4.530134671,2.406641603,-0.280008986,1.36398085,1.343363989
0.474108926,1.102216198,1.007299407,-0.944578646,0.866125687,1.136595889,2.118889902,-0.00986703,0.034073031,2.977724718,1.171530767,2.353940061,1.038959793,-0.335732108,0.029849973,0.084857901
0.856526974,0.997466863,1.701823019,-0.857300396,1.160417963,1.33569228,1.577371185,0.699617741,-0.206939926,2.608599634,4.405651619,3.250290761,4.879286683,-0.375319391,0.50361229,0.726760256
0.474108926,-0.57377316,0.97875734,-0.29622593,1.866719424,1.256053724,1.523219314,1.790674153,0.329313902,2.258368592,2.64581173,2.044615702,2.429822651,-0.183678201,0.665660672,0.099715822
-0.099518147,0.543553079,-0.220009443,-0.545592359,1.336993328,1.614427228,0.548485624,1.382273255,0.835441111,0.595692805,1.928593964,0.153022501,0.397617476,-0.197894342,1.440421012,1.645642373
0.856526974,1.346631312,-0.105841177,-0.258820965,0.689550322,1.176415168,0.277726266,3.194738552,-0.134636039,0.167120609,0.686744684,-0.220121568,0.420798523,-0.25583117,0.482537666,-0.379351748
2.577408193,0.473720189,0.360345905,0.252380215,0.924984142,1.056957333,1.035852469,0.899346647,-0.478079502,0.66113071,1.795775859,0.827441597,2.24437427,-0.36537501,-0.828970733,-1.17826619
-0.290727171,-0.50394027,-0.457859995,0.003013785,0.571833412,0.618945272,0.548485624,0.517775005,-0.134636039,-0.342557723,1.257862535,-0.03383701,1.263043254,-0.232016539,0.560525682,0.606792581
-0.099518147,0.613385968,-0.429317928,0.489278322,0.807267232,0.857860942,0.386030009,0.803953736,0.009971735,-0.094170181,1.689521376,0.357705534,1.433037603,-0.163478137,0.014014239,0.246387599
1.430154047,1.067299753,-0.039243023,0.763581395,2.219870154,1.813523619,0.927548726,0.961948244,-0.170787982,-0.113525055,1.370757924,0.441648576,1.71893719,-0.341266372,-0.125887928,-0.455348007
-1.629190341,-1.586350063,0.360345905,0.451873358,0.159824226,-0.097801736,0.277726266,0.607205859,-0.520256769,0.427950569,1.496935124,1.354097941,2.167104111,-0.238484711,-1.689101161,-1.419607019
0.66531795,0.299137964,0.407916015,0.688771466,0.395258046,1.096776611,0.927548726,1.158696122,-0.261167841,-0.892328292,-0.289468386,-0.715730486,-0.313267985,-0.288984871,-2.825344887,-2.084900561
2.577408193,1.591046427,-0.010700957,1.362060825,1.690144058,2.211716402,1.198308084,1.173601264,-0.020154885,-0.276658987,-0.236341144,-0.028662439,-0.290086937,-0.290022545,-2.108450465,-1.419607019
2.959826242,0.857801083,-0.172439332,1.087757753,0.571833412,1.375511559,1.035852469,1.367368113,-0.327446404,-0.184953754,0.494158432,0.050106032,0.706698111,-0.211470584,-1.562415284,-0.987221432
1.812572096,1.625962872,-0.086813133,1.224909289,0.748408777,2.729367019,1.7398268,0.851650192,-0.128610715,0.243618442,0.786358263,0.473270955,1.154865031,-0.24789296,-1.36024177,-0.487674025
1.047735999,0.648302413,-0.058271067,1.06282111,4.221057627,2.171897123,1.469067442,2.96818039,0.142528861,0.165277288,0.713308305,0.239840304,0.621700936,-0.123544962,-1.330713483,-0.934315185
-0.481936196,0.299137964,0.484028192,1.175036003,0.571833412,1.455150115,1.577371185,0.186880848,-0.243091869,0.664356522,1.835621291,0.966580063,1.541215825,-0.295193623,-1.898775813,-1.636050791
0.474108926,0.892717528,-0.476888039,1.075289431,1.042701052,2.570089906,1.252459955,3.069535357,0.23290872,-0.919056451,-0.010550366,-0.62833773,-0.073730493,0.911829383,-1.819120877,-0.737246946
-1.437981317,-0.643606049,-1.951561462,0.913201252,-0.428760325,0.061475377,-0.642855552,-1.038321844,1.136707306,-1.25085428,-0.362518344,-1.086574746,0.03444773,2.122449661,0.989638371,1.15302197
-1.055563269,-0.08494293,-2.208440059,0.72617643,-1.076203331,-0.814548744,-1.292678012,-1.157562982,1.233112489,-1.383112581,-0.621513648,-1.25446083,-0.127819604,3.432513747,1.314806726,1.254417244
3.724662339,1.206965533,-0.952589143,1.773515433,0.042107316,-0.097801736,-0.426248066,-0.418267927,-0.574484684,-1.126430094,-0.541822785,-1.202140166,-0.529624429,-0.158998842,-1.920802962,-1.031594413
